Layer[8],Layer[9],Layer[10],classifier
1.754788,0.001568,0.000384,1.761732
1.740868,0.001504,0.000480,1.746756
1.732004,0.001632,0.000416,1.737860
1.752324,0.001280,0.000384,1.757572
1.743939,0.001280,0.000416,1.749219
1.733764,0.001248,0.000384,1.738884
1.723044,0.001408,0.000384,1.728708
1.721699,0.001216,0.000416,1.727075
1.746500,0.001216,0.000352,1.751812
1.722019,0.001312,0.000352,1.727427
1.727236,0.001568,0.000416,1.733220
1.727972,0.001312,0.000416,1.733380
1.746404,0.001280,0.000384,1.751972
1.725060,0.001216,0.000416,1.730148
1.793412,0.001408,0.000384,1.798788
1.754852,0.001312,0.000704,1.761124
1.778884,0.001376,0.000384,1.784356
1.723364,0.001280,0.000384,1.728772
1.777508,0.001472,0.000384,1.783236
1.741251,0.001344,0.000384,1.747363
1.754436,0.001696,0.000512,1.761412
1.751556,0.001408,0.000608,1.757636
1.779780,0.001536,0.000384,1.785732
1.729060,0.001440,0.000416,1.734564
1.780996,0.001440,0.000384,1.787524
1.744548,0.001472,0.000480,1.751652
1.757220,0.001568,0.000480,1.764452
1.740132,0.001440,0.000480,1.746660
1.760452,0.001472,0.000416,1.766788
1.733668,0.001632,0.000480,1.740324
1.787044,0.001600,0.000544,1.794468
1.740996,0.001600,0.000416,1.747684
1.746148,0.001536,0.000416,1.752484
1.739396,0.001408,0.000448,1.745476
1.758788,0.001600,0.000512,1.764900
1.765732,0.001568,0.000480,1.772516
1.726308,0.001696,0.000448,1.732836
1.739012,0.001568,0.000416,1.745604
1.771075,0.001664,0.000448,1.777828
1.740451,0.001696,0.000480,1.747875
1.775268,0.001696,0.000512,1.782212
1.743748,0.001664,0.000544,1.751524
1.738116,0.001632,0.000480,1.744420
1.735300,0.001632,0.000416,1.742148
1.741988,0.001504,0.000704,1.748420
1.770500,0.001536,0.000864,1.800868
1.728740,0.001408,0.000480,1.735524
1.760900,0.001504,0.000448,1.767780
1.747300,0.001504,0.000480,1.753316
1.756612,0.001728,0.000416,1.764132
1.747364,0.001504,0.000480,1.753956
1.769988,0.001568,0.000480,1.776708
1.748324,0.001568,0.000512,1.755396
1.762980,0.001600,0.000480,1.769828
1.744964,0.001504,0.000384,1.751300
1.788004,0.001696,0.000384,1.794052
1.738692,0.001376,0.000416,1.744452
1.760196,0.001472,0.000384,1.765764
1.771492,0.001568,0.000704,1.778372
1.739747,0.001632,0.000480,1.746179
1.723556,0.001440,0.000416,1.729636
1.787172,0.001600,0.000448,1.793668
1.766212,0.001504,0.000384,1.772388
1.805028,0.001472,0.000416,1.811332
1.765636,0.001440,0.000416,1.771332
1.755236,0.001376,0.000416,1.761028
1.739587,0.001408,0.000384,1.745828
1.759556,0.001376,0.000384,1.764836
1.732932,0.001472,0.000672,1.740036
1.767204,0.001536,0.000416,1.773508
1.763716,0.001568,0.000480,1.770308
1.783428,0.001600,0.000384,1.789508
1.732100,0.001376,0.000416,1.737988
1.797956,0.001536,0.000448,1.804484
1.731971,0.001440,0.000480,1.737987
1.787716,0.001504,0.000416,1.794084
1.770852,0.001664,0.000384,1.777380
1.798020,0.001568,0.000416,1.803780
1.766436,0.001600,0.000608,1.773316
1.764996,0.001600,0.000480,1.771620
1.772100,0.001472,0.000352,1.777892
1.792580,0.001472,0.000352,1.799364
1.762308,0.001408,0.000384,1.768260
1.737988,0.001440,0.000384,1.743812
1.717476,0.001312,0.000416,1.723076
1.764868,0.001536,0.000384,1.770468
1.732804,0.001408,0.000352,1.738596
1.801220,0.001440,0.000672,1.807556
1.765636,0.001312,0.000384,1.771300
1.777540,0.001728,0.000416,1.783876
1.737252,0.001728,0.000672,1.744580
1.762692,0.001568,0.000384,1.768900
1.761444,0.001472,0.000352,1.767428
1.789156,0.001504,0.000416,1.794756
1.731300,0.001472,0.000416,1.737028
1.748387,0.001568,0.000704,1.755235
1.713284,0.001312,0.000384,1.718980
1.771716,0.001632,0.000512,1.778756
1.718724,0.001344,0.000352,1.724644
1.758500,0.001696,0.000416,1.765252
1.765572,0.001504,0.000384,1.772004
1.790020,0.001664,0.000448,1.796868
1.733028,0.001312,0.000384,1.738756
1.790660,0.001472,0.000384,1.797476
1.729060,0.001344,0.000416,1.734724
1.766692,0.001472,0.000448,1.773060
1.735716,0.001600,0.000416,1.741636
1.786404,0.001472,0.000384,1.792868
1.736196,0.001632,0.000384,1.742340
1.761284,0.001472,0.000416,1.767940
1.736356,0.001504,0.000416,1.743300
1.749220,0.001600,0.000416,1.756068
1.751652,0.001408,0.000384,1.757732
1.801188,0.001696,0.000384,1.807844
1.716708,0.001472,0.000544,1.722788
1.782212,0.001440,0.000416,1.788420
1.729156,0.001344,0.000352,1.734564
1.761252,0.001664,0.000480,1.767908
1.731492,0.001600,0.000384,1.738020
1.794116,0.001504,0.000416,1.799748
1.760868,0.001536,0.000384,1.766884
1.791972,0.001728,0.000480,1.800164
1.763396,0.001472,0.000384,1.769764
1.785604,0.001600,0.000416,1.792708
1.764804,0.001344,0.000256,1.770532
1.799876,0.001632,0.000448,1.807204
1.729092,0.001408,0.000352,1.735428
1.751716,0.001664,0.000416,1.759140
1.741124,0.001408,0.000480,1.747908
1.756483,0.001408,0.000352,1.763363
1.714980,0.001312,0.000416,1.720932
1.742244,0.001280,0.000384,1.748068
1.718500,0.001184,0.000352,1.724036
1.749476,0.001376,0.000672,1.756612
1.730948,0.001408,0.000384,1.736612
1.721220,0.001344,0.000288,1.726756
1.738532,0.001536,0.000384,1.746436
1.789572,0.001472,0.000384,1.796548
1.760036,0.001472,0.000448,1.766660
1.760451,0.001440,0.000416,1.767107
1.732579,0.001344,0.000384,1.738915
1.796452,0.001216,0.000288,1.801668
1.725860,0.001120,0.000352,1.731012
1.783172,0.001312,0.000480,1.789124
1.743556,0.001152,0.000672,1.749092
1.781156,0.001280,0.000384,1.787492
1.734212,0.001408,0.000480,1.740772
1.791716,0.001760,0.000448,1.797860
1.767460,0.001504,0.000512,1.774436
1.741316,0.001600,0.000384,1.748356
1.729348,0.001472,0.000352,1.735588
1.782948,0.001696,0.000448,1.790628
1.758532,0.001472,0.000416,1.765188
1.782372,0.001472,0.000480,1.789316
1.764452,0.001472,0.000416,1.770276
1.777988,0.001536,0.000384,1.785380
1.758980,0.001472,0.000384,1.764516
1.802276,0.001632,0.000448,1.809956
1.724964,0.001504,0.000352,1.731908
1.787812,0.001472,0.000608,1.794372
1.717444,0.001440,0.000384,1.723940
1.791940,0.001376,0.000384,1.797188
1.756388,0.001408,0.000384,1.762148
1.787524,0.001344,0.000384,1.792964
1.761188,0.001376,0.000416,1.766980
1.797444,0.001504,0.000448,1.803716
1.720420,0.001312,0.000384,1.726308
1.750564,0.001728,0.000448,1.757444
1.734596,0.001312,0.000416,1.740452
1.793860,0.001600,0.000384,1.801028
1.737284,0.001568,0.000448,1.743908
1.762212,0.001408,0.000416,1.767812
1.742340,0.001344,0.000416,1.748420
1.778788,0.001376,0.000416,1.784324
1.726468,0.001248,0.000384,1.731972
1.760708,0.001376,0.000384,1.766436
1.760996,0.001248,0.000384,1.767076
1.791300,0.001664,0.000384,1.797636
1.769188,0.001376,0.000384,1.774884
1.786980,0.001600,0.000448,1.793828
1.760228,0.001536,0.000416,1.766244
1.800324,0.001472,0.000416,1.806404
1.733700,0.001376,0.000384,1.740708
1.758468,0.001792,0.000480,1.765348
1.735107,0.001376,0.000416,1.741508
1.743364,0.001568,0.000352,1.749380
1.762468,0.001408,0.000416,1.768260
1.785956,0.001600,0.000448,1.792772
1.752548,0.001696,0.000384,1.759844
1.797828,0.001504,0.000384,1.803428
1.732132,0.001440,0.000384,1.738308
1.752260,0.001408,0.000416,1.757924
1.759204,0.001504,0.000672,1.766500
1.759748,0.001440,0.000704,1.766404
1.754243,0.001280,0.000416,1.760419
1.790692,0.001440,0.000416,1.796644
1.763748,0.001376,0.000384,1.770660
1.759076,0.001728,0.000384,1.765444
1.735652,0.001472,0.000384,1.743236
1.789828,0.001504,0.000416,1.796164
1.745860,0.001472,0.000384,1.752132
1.749956,0.001408,0.000384,1.756868
1.768580,0.001376,0.000608,1.774436
1.775012,0.001504,0.000384,1.781316
1.760548,0.001376,0.000416,1.767108
1.753508,0.001440,0.000416,1.760164
1.717188,0.001376,0.000416,1.723108
1.796100,0.001568,0.000512,1.803524
1.771428,0.001312,0.000448,1.777380
1.783300,0.001312,0.000448,1.788997
1.731780,0.001408,0.000416,1.737924
1.797284,0.001536,0.000416,1.804228
1.737892,0.001472,0.000384,1.743844
1.790692,0.001408,0.000416,1.796068
1.760516,0.001312,0.000416,1.766116
1.781700,0.001472,0.000384,1.787172
1.740227,0.001344,0.000384,1.746691
1.789156,0.001600,0.000416,1.796644
1.760772,0.001376,0.000416,1.766212
1.763588,0.001600,0.000384,1.769924
1.758084,0.001440,0.000384,1.763588
1.753892,0.001280,0.000352,1.759364
1.732356,0.001376,0.000352,1.738244
1.760036,0.001472,0.000416,1.765988
1.753988,0.001312,0.000352,1.759300
1.746724,0.001408,0.000416,1.753188
1.760132,0.001568,0.000480,1.766884
1.770500,0.001408,0.000384,1.776644
1.766564,0.001280,0.000384,1.772164
1.797668,0.001408,0.000480,1.803716
1.734884,0.001408,0.000384,1.741284
1.744068,0.001568,0.000480,1.750724
1.729444,0.001280,0.000640,1.735268
1.790276,0.001408,0.000384,1.796132
1.766436,0.001344,0.000416,1.771972
1.796484,0.001376,0.000416,1.803236
1.756868,0.001536,0.000608,1.763588
1.754180,0.001472,0.000384,1.760388
1.735844,0.001504,0.000384,1.741636
1.756292,0.001632,0.000416,1.762724
1.737828,0.001664,0.000384,1.743812
1.772420,0.001440,0.000416,1.778212
1.764068,0.001696,0.000608,1.770020
1.752900,0.001568,0.000352,1.759108
1.730212,0.001376,0.000576,1.736228
1.805252,0.001248,0.000416,1.811364
1.730627,0.001888,0.000416,1.737059
1.741700,0.001536,0.000448,1.748868
1.735716,0.001536,0.000416,1.741540
1.781572,0.001472,0.000384,1.787588
1.767908,0.001344,0.000384,1.773444
1.783588,0.001536,0.000416,1.791076
1.764260,0.001472,0.000416,1.770084
1.790149,0.001440,0.000384,1.796389
1.733668,0.001408,0.000384,1.739300
1.763076,0.001472,0.000448,1.769796
1.775812,0.001600,0.000416,1.782884
1.796132,0.001504,0.000384,1.802660
1.736516,0.001248,0.000416,1.741924
1.799460,0.001632,0.000416,1.806372
1.767012,0.001408,0.000384,1.773668
1.744068,0.001440,0.000352,1.750692
1.755780,0.001408,0.000320,1.762020
1.783972,0.001504,0.000384,1.790660
1.756132,0.001408,0.000384,1.762052
1.786788,0.001824,0.000448,1.794084
1.773636,0.001568,0.000448,1.779908
1.754692,0.001664,0.000512,1.761188
1.767780,0.001376,0.000448,1.773348
1.734788,0.001504,0.000480,1.741476
1.716900,0.001440,0.000416,1.722596
1.776772,0.001312,0.000416,1.782436
1.731780,0.001440,0.000448,1.737732
1.787460,0.001376,0.000448,1.793636
1.760292,0.001376,0.000448,1.766148
1.747332,0.001536,0.000384,1.754564
1.739300,0.001440,0.000608,1.745380
1.793380,0.001472,0.000384,1.798852
1.727108,0.001536,0.000416,1.733956
1.766820,0.001664,0.000448,1.773860
1.767396,0.001280,0.000352,1.772804
1.800228,0.001632,0.000448,1.805668
1.756644,0.001376,0.000416,1.762404
1.781732,0.001568,0.000448,1.787428
1.757732,0.001568,0.000416,1.764548
1.754820,0.001664,0.000416,1.761156
1.745412,0.001568,0.000640,1.751844
1.759332,0.001568,0.000416,1.765028
1.733252,0.001408,0.000448,1.739460
1.790820,0.001472,0.000416,1.797028
1.771108,0.001376,0.000416,1.776708
1.757188,0.001696,0.000480,1.763236
1.728324,0.001376,0.000416,1.733924
1.758308,0.001632,0.000480,1.764260
1.740260,0.001312,0.000416,1.745988
1.814468,0.001664,0.000416,1.820932
1.771236,0.001536,0.000416,1.777444
1.796132,0.001632,0.000416,1.802564
1.765860,0.001600,0.000416,1.771972
1.802212,0.001536,0.000416,1.808740
1.741988,0.001472,0.000448,1.747492
1.794596,0.001472,0.000480,1.800452
1.735236,0.001344,0.000608,1.740868
