Layer[0],Layer[1],Layer[10],classifier
0.435425,0.017632,0.693570,1.214723
0.416449,0.017760,0.687234,1.192036
0.415969,0.017568,0.685826,1.187715
0.416097,0.017568,0.684578,1.186691
0.416225,0.017601,0.686273,1.188548
0.417217,0.017568,0.712578,1.220035
0.417281,0.017824,0.689538,1.194531
0.416385,0.017793,0.691362,1.196900
0.417569,0.017920,0.710050,1.218723
0.416065,0.017728,0.687618,1.191011
0.415874,0.017792,0.693090,1.193828
0.430241,0.017696,0.684130,1.204035
0.418305,0.017824,0.710146,1.218915
0.416801,0.017632,0.693858,1.198819
0.416610,0.017600,0.678690,1.181828
0.416961,0.017952,0.698754,1.205667
0.416449,0.017888,0.700514,1.207075
0.416994,0.017792,0.682914,1.184772
0.416033,0.017600,0.691426,1.193347
0.417889,0.017888,0.708258,1.215107
0.417218,0.017664,0.692482,1.200740
0.416449,0.017568,0.692738,1.196196
0.444289,0.017632,0.689474,1.224963
0.417185,0.017728,0.681922,1.185443
0.415425,0.017696,0.679330,1.181444
0.416449,0.017536,0.698050,1.201507
0.416353,0.017792,0.680610,1.184259
0.416577,0.017505,0.698530,1.203012
0.416833,0.017696,0.683042,1.184131
0.415745,0.017824,0.688834,1.192451
0.416513,0.017569,0.711170,1.221700
0.417089,0.017568,0.696386,1.202307
0.416385,0.017664,0.680578,1.183043
0.434626,0.017824,0.680034,1.207748
0.416769,0.017760,0.689154,1.194691
0.416705,0.017568,0.696226,1.200707
0.418689,0.017504,0.726146,1.247555
0.416738,0.018144,0.681569,1.184260
0.416897,0.017600,0.717890,1.228163
0.416353,0.017600,0.689794,1.193571
0.416738,0.017568,0.691010,1.194788
0.416865,0.017600,0.709890,1.216516
0.415649,0.017632,0.692482,1.195203
0.416642,0.017888,0.687266,1.192836
0.434049,0.017760,0.691746,1.211300
0.417121,0.017664,0.694690,1.199203
0.416609,0.017824,0.693186,1.199203
0.433217,0.017729,0.694786,1.214116
0.417601,0.017696,0.691938,1.194819
0.416161,0.018304,0.704738,1.223683
0.416770,0.017696,0.678498,1.184228
0.416641,0.017728,0.689986,1.194499
0.416737,0.017600,0.705666,1.220771
0.417665,0.017824,0.692034,1.197027
0.417249,0.017792,0.688194,1.191940
0.416705,0.040608,0.702018,1.231587
0.417025,0.017888,0.681346,1.184899
0.416801,0.018305,0.692225,1.195300
0.434401,0.017696,0.686754,1.206243
0.416001,0.017696,0.704770,1.207427
0.416865,0.017729,0.680545,1.186212
0.416257,0.017728,0.684066,1.187107
0.416193,0.017600,0.679170,1.182307
0.416962,0.017760,0.710146,1.223268
0.416225,0.017632,0.691394,1.195747
0.417153,0.017760,0.682402,1.185827
0.416386,0.017568,0.703394,1.207780
0.416801,0.017920,0.691010,1.197828
0.417121,0.017728,0.689794,1.195075
0.444385,0.017792,0.693314,1.229219
0.416129,0.017696,0.691553,1.198692
0.416833,0.017824,0.692994,1.197379
0.416513,0.017824,0.679778,1.181859
0.416482,0.017568,0.696130,1.198852
0.416609,0.017632,0.701218,1.242948
0.416929,0.017760,0.723106,1.243587
0.416513,0.017632,0.690850,1.193827
0.417761,0.017505,0.707746,1.221220
0.416481,0.017728,0.685090,1.193891
0.416961,0.017568,0.689058,1.192099
0.431074,0.017728,0.696162,1.215684
0.416993,0.017536,0.691746,1.196452
0.416481,0.017760,0.690114,1.194755
0.416641,0.017568,0.693314,1.199683
0.416513,0.017920,0.698402,1.206980
0.417185,0.017696,0.727522,1.243491
0.416929,0.017696,0.690850,1.194083
0.416322,0.017728,0.697442,1.204004
0.416225,0.017408,0.712258,1.227364
0.417889,0.017792,0.676546,1.182275
0.416097,0.017600,0.692098,1.194243
0.434082,0.017600,0.697154,1.219428
0.416353,0.017760,0.691458,1.196195
0.417121,0.017600,0.685858,1.190403
0.416705,0.017824,0.699810,1.207459
0.417121,0.017568,0.693250,1.201028
0.416737,0.017728,0.712578,1.223683
0.417345,0.017568,0.691234,1.195267
0.416706,0.017568,0.698306,1.203268
0.417345,0.017824,0.712387,1.223908
0.417217,0.017888,0.692546,1.197603
0.416353,0.017664,0.692930,1.202275
0.434562,0.017856,0.696578,1.217828
0.416513,0.017568,0.682018,1.187044
0.416449,0.017760,0.702050,1.213219
0.414849,0.017568,0.689666,1.200419
0.416738,0.017888,0.692034,1.198660
0.416161,0.017504,0.711746,1.225412
0.416481,0.017504,0.690402,1.195011
0.416354,0.017568,0.682114,1.183364
0.416929,0.017504,0.707810,1.213284
0.416513,0.017696,0.683810,1.185635
0.416930,0.017536,0.691170,1.194724
0.436097,0.017632,0.693954,1.218596
0.417025,0.018336,0.688354,1.193507
0.416737,0.017696,0.693090,1.195747
0.419329,0.017889,0.690721,1.198628
0.417793,0.017760,0.694242,1.199875
0.418433,0.017728,0.713442,1.225347
0.417153,0.018432,0.692930,1.198787
0.416769,0.017600,0.692898,1.194948
0.416897,0.018336,0.708290,1.219075
0.416577,0.017728,0.701186,1.207523
0.416578,0.017568,0.692546,1.199300
0.434465,0.018080,0.692898,1.217155
0.416513,0.017824,0.691266,1.196227
0.416226,0.017664,0.682850,1.185316
0.416609,0.018240,0.666114,1.172387
0.416641,0.018336,0.688770,1.193251
0.416802,0.017600,0.700514,1.212644
0.416961,0.017760,0.688450,1.192292
0.416545,0.017664,0.694978,1.200035
0.416897,0.017664,0.714402,1.225763
0.416802,0.017696,0.694562,1.198788
0.417793,0.017568,0.698786,1.207716
0.434945,0.017888,0.695458,1.217699
0.417505,0.017568,0.680258,1.183171
0.417122,0.017696,0.693474,1.197956
0.416961,0.017664,0.703778,1.205539
0.417089,0.017600,0.691234,1.199235
0.416706,0.017536,0.705090,1.217252
0.415841,0.017760,0.680546,1.181380
0.416353,0.017568,0.687554,1.189283
0.416641,0.017536,0.711234,1.221219
0.416449,0.017889,0.690241,1.195268
0.416705,0.017728,0.680098,1.185283
0.416673,0.032320,0.694082,1.212515
0.416194,0.017760,0.684418,1.188708
0.416737,0.017568,0.691650,1.194019
0.435745,0.017824,0.694370,1.220003
0.416994,0.017664,0.687010,1.190244
0.416161,0.017632,0.691970,1.193699
0.416673,0.017824,0.692578,1.195235
0.416802,0.017792,0.686594,1.190212
0.417345,0.017696,0.711330,1.224867
0.416673,0.017632,0.692066,1.195171
0.417730,0.017600,0.683682,1.187204
0.416705,0.017728,0.703490,1.211620
0.416065,0.017792,0.675330,1.175683
0.416482,0.017504,0.686626,1.188932
0.431617,0.017632,0.689922,1.209060
0.415745,0.017696,0.695682,1.198243
0.416610,0.017568,0.691010,1.193636
0.434113,0.017632,0.699042,1.220804
0.416001,0.017600,0.689858,1.192099
0.417057,0.017760,0.684450,1.216451
0.416673,0.017569,0.690145,1.192804
0.419201,0.017568,0.678146,1.182371
0.416449,0.017664,0.712738,1.225763
0.416386,0.017728,0.689890,1.192644
0.416641,0.017568,0.693058,1.195619
0.416673,0.017600,0.706626,1.216579
0.416674,0.017728,0.686242,1.188196
0.416737,0.017600,0.693314,1.196771
0.439393,0.017600,0.697986,1.225347
0.415906,0.017856,0.678434,1.179076
0.415809,0.017536,0.686658,1.195619
0.416193,0.017792,0.681442,1.185795
0.416994,0.017536,0.688322,1.193348
0.416929,0.017760,0.706210,1.215299
0.417057,0.017600,0.687138,1.191139
0.415522,0.017504,0.688322,1.191076
0.416129,0.017696,0.700002,1.207907
0.415713,0.017888,0.698786,1.204739
0.416354,0.017632,0.695010,1.197412
0.417089,0.017696,0.708610,1.210372
0.416481,0.017536,0.687298,1.188835
0.415682,0.017760,0.690210,1.191044
0.434561,0.017856,0.689218,1.209220
0.416385,0.017568,0.689410,1.190755
0.416225,0.017696,0.677538,1.180483
0.416449,0.017728,0.712706,1.214756
0.417249,0.017728,0.687714,1.190083
0.416642,0.017568,0.712578,1.225604
0.417633,0.017632,0.692834,1.196292
0.416929,0.017568,0.679426,1.181283
0.416609,0.017792,0.703650,1.208835
0.416705,0.017888,0.689378,1.191204
0.415905,0.017536,0.686050,1.186691
0.415297,0.036096,0.689954,1.212739
0.416481,0.017664,0.689058,1.191876
0.418017,0.017664,0.695010,1.200803
0.431649,0.017760,0.681506,1.198115
0.416290,0.017664,0.696866,1.202116
0.417249,0.017632,0.692802,1.197764
0.416897,0.017792,0.680226,1.182659
0.415522,0.017792,0.686754,1.190724
0.416897,0.017600,0.700834,1.208996
0.416769,0.017760,0.687586,1.191811
0.416385,0.017760,0.692514,1.195203
0.416641,0.017536,0.711650,1.222180
0.417281,0.017728,0.687362,1.189795
0.416897,0.017728,0.687842,1.190435
0.430594,0.017600,0.691650,1.209188
0.416417,0.017632,0.689122,1.193059
0.416289,0.017568,0.685762,1.188259
0.418466,0.017664,0.676162,1.177252
0.416929,0.017536,0.685474,1.187363
0.416865,0.017728,0.685986,1.208483
0.416034,0.017504,0.685090,1.187108
0.416769,0.017728,0.685378,1.189411
0.415969,0.017568,0.702946,1.208259
0.416834,0.017792,0.693122,1.196932
0.417313,0.017568,0.685954,1.190532
0.419777,0.017696,0.741314,1.258947
0.416577,0.017696,0.684066,1.186467
0.416034,0.017536,0.675394,1.175140
0.430305,0.017664,0.684322,1.198851
0.415905,0.017632,0.689250,1.192227
0.416577,0.017504,0.689442,1.193316
0.416993,0.017728,0.686978,1.189155
0.416705,0.017664,0.686530,1.189603
0.416482,0.017696,0.697858,1.204452
0.417089,0.017792,0.687746,1.190819
0.417505,0.017568,0.687778,1.189507
0.415778,0.017728,0.705282,1.217860
0.416257,0.017728,0.688834,1.191075
0.416513,0.017696,0.684514,1.185795
0.416322,0.017600,0.703266,1.210084
0.417601,0.017664,0.678466,1.179171
0.416769,0.017760,0.690018,1.191651
0.434050,0.017600,0.689890,1.210500
0.415489,0.017824,0.702690,1.203619
0.416897,0.017568,0.687490,1.189443
0.416642,0.017536,0.684834,1.186308
0.416289,0.017888,0.685730,1.187747
0.415809,0.017632,0.706274,1.213635
0.415938,0.017568,0.691746,1.193412
0.417249,0.017856,0.675202,1.176931
0.416289,0.017632,0.704546,1.214947
0.416034,0.017824,0.686626,1.187364
0.416225,0.017472,0.687426,1.188996
0.417185,0.017600,0.710658,1.226627
0.415905,0.017664,0.689154,1.192739
0.416001,0.017793,0.688097,1.188836
0.430273,0.017920,0.684866,1.201699
0.416833,0.017856,0.684418,1.187075
0.415905,0.017472,0.690210,1.191108
0.415265,0.017536,0.688290,1.189347
0.416545,0.017760,0.691330,1.194755
0.416385,0.017665,0.708962,1.216612
0.416769,0.017888,0.696162,1.200291
0.416321,0.017760,0.679586,1.192227
0.415778,0.017696,0.697474,1.204740
0.415841,0.017824,0.686754,1.187619
0.416545,0.017600,0.690338,1.192931
0.416706,0.017504,0.700802,1.202052
0.416545,0.017536,0.680898,1.183940
0.416001,0.017600,0.691426,1.210723
0.430498,0.017632,0.701474,1.215780
0.416641,0.017696,0.686498,1.190724
0.415489,0.017728,0.678722,1.180035
0.416673,0.017760,0.692162,1.198851
0.417473,0.017568,0.686114,1.192420
0.416449,0.017760,0.707714,1.211907
0.416417,0.017888,0.679202,1.181251
0.416289,0.017536,0.689442,1.191524
0.416961,0.017600,0.696194,1.206947
0.415521,0.017664,0.686786,1.187747
0.416322,0.017856,0.687490,1.191396
0.415169,0.017760,0.696162,1.198051
0.416097,0.017696,0.683714,1.185155
0.416898,0.017504,0.695202,1.198564
0.429761,0.017600,0.691426,1.206147
0.416833,0.017568,0.688770,1.189987
0.415170,0.017824,0.678306,1.176068
0.415201,0.017600,0.675970,1.177763
0.416609,0.017568,0.687010,1.191843
0.416738,0.017568,0.707426,1.213860
0.416545,0.017728,0.687650,1.189315
0.416865,0.017536,0.684610,1.187587
0.416770,0.017536,0.700770,1.206500
0.416289,0.017792,0.683490,1.187459
0.417985,0.017760,0.688386,1.192131
0.415682,0.017728,0.704034,1.208228
0.417153,0.017792,0.676098,1.177091
0.416065,0.017568,0.688674,1.191459
0.436642,0.017664,0.675906,1.199876
0.415553,0.017536,0.682274,1.183203
0.415489,0.017664,0.685250,1.188323
0.418466,0.017728,0.692386,1.196964
0.417057,0.017664,0.692130,1.195651
0.417793,0.017952,0.678402,1.212995
