Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-7],Layer[8],Layer[9],Layer[10],classifier
0.417104,0.017761,0.203336,0.005152,0.261354,0.002368,0.001152,0.000384,0.916644
0.416177,0.017696,0.203304,0.005057,0.263658,0.002400,0.001088,0.000576,0.917412
0.415280,0.017793,0.202344,0.005248,0.256330,0.002432,0.001152,0.000416,0.909539
0.432465,0.018081,0.202248,0.005280,0.262379,0.002176,0.001088,0.000576,0.932101
0.420753,0.017953,0.202248,0.005408,0.262826,0.002432,0.001184,0.000384,0.921220
0.415857,0.017889,0.202599,0.005312,0.260298,0.002336,0.001120,0.000544,0.914468
0.416336,0.017728,0.202696,0.005024,0.289963,0.003488,0.001216,0.000384,0.945061
0.416432,0.017633,0.202312,0.005216,0.264618,0.002400,0.001345,0.000448,0.918308
0.417105,0.017953,0.202280,0.005152,0.252298,0.002336,0.001248,0.000640,0.907044
0.420209,0.017792,0.202696,0.005313,0.240841,0.002464,0.001120,0.000384,0.898819
0.435249,0.017825,0.202184,0.005024,0.252266,0.002432,0.001216,0.000384,0.924708
0.421265,0.017952,0.202664,0.005089,0.245545,0.002336,0.001088,0.000640,0.903651
0.417520,0.018017,0.204200,0.005280,0.244522,0.002464,0.001152,0.000384,0.902211
0.420529,0.018048,0.225096,0.005217,0.248969,0.002144,0.001089,0.000352,0.930309
0.420464,0.017889,0.202312,0.005280,0.236266,0.002304,0.001184,0.000576,0.893923
0.417616,0.018145,0.202440,0.005120,0.243722,0.002336,0.001152,0.000384,0.898851
0.420561,0.017697,0.202343,0.005089,0.263082,0.002176,0.001088,0.000384,0.920516
0.420369,0.017857,0.202376,0.005280,0.245962,0.002144,0.001120,0.000608,0.903812
0.420657,0.017728,0.202440,0.005121,0.263498,0.002208,0.001088,0.000416,0.920772
0.415856,0.018049,0.201928,0.005024,0.244426,0.002336,0.000992,0.000352,0.896451
0.415505,0.017664,0.216777,0.005184,0.262763,0.002208,0.001088,0.000384,0.929861
0.415632,0.017889,0.202408,0.004800,0.238089,0.002240,0.000960,0.000544,0.890306
0.415888,0.017761,0.202568,0.005248,0.247786,0.002464,0.001184,0.000352,0.902051
0.416017,0.017856,0.202184,0.005025,0.237033,0.002400,0.000864,0.000352,0.889379
0.415792,0.017505,0.202152,0.004800,0.256586,0.002144,0.000928,0.000384,0.907459
0.415952,0.017729,0.202152,0.005056,0.233737,0.002176,0.000992,0.000320,0.886819
0.416113,0.017345,0.202375,0.005217,0.236265,0.002400,0.000992,0.000416,0.888323
0.416528,0.017473,0.214408,0.005152,0.238922,0.002400,0.000960,0.000352,0.903907
0.422000,0.017825,0.203496,0.005024,0.262507,0.002208,0.001120,0.000576,0.923332
0.415440,0.017697,0.202568,0.005280,0.250602,0.002336,0.001024,0.000416,0.902595
0.415312,0.017633,0.202056,0.004832,0.231145,0.002176,0.000928,0.000352,0.880642
0.429681,0.017601,0.201991,0.005281,0.260298,0.002272,0.001024,0.000384,0.925828
0.416177,0.017473,0.203079,0.005249,0.254922,0.002528,0.001184,0.000384,0.909124
0.417136,0.017697,0.202664,0.004832,0.271755,0.005952,0.000896,0.000384,0.927652
0.415632,0.017569,0.213640,0.005184,0.261994,0.005856,0.000960,0.000352,0.929060
0.420369,0.017600,0.202887,0.005313,0.253194,0.002592,0.001376,0.000384,0.912228
0.420720,0.017761,0.202376,0.004864,0.262827,0.002656,0.001376,0.000640,0.921092
0.419952,0.017600,0.203272,0.005120,0.243338,0.002624,0.001216,0.000416,0.901059
0.420689,0.017793,0.202632,0.005088,0.263850,0.002624,0.001088,0.000608,0.921924
0.420561,0.017921,0.202184,0.005216,0.262346,0.002336,0.001120,0.000416,0.919588
0.416145,0.017984,0.202344,0.005217,0.261354,0.002304,0.001088,0.000384,0.914532
0.436529,0.017921,0.202152,0.005088,0.246602,0.002368,0.001184,0.000640,0.920548
0.422032,0.017921,0.203208,0.005280,0.258538,0.002400,0.001184,0.000608,0.920068
0.420080,0.017952,0.202312,0.004864,0.258251,0.002336,0.001120,0.000384,0.915172
0.416688,0.017953,0.202824,0.005280,0.274219,0.002464,0.001216,0.000576,0.929540
0.415792,0.017728,0.204328,0.005248,0.250506,0.002624,0.001153,0.000608,0.906660
0.418129,0.017953,0.202216,0.004896,0.260586,0.002560,0.001152,0.000640,0.915556
0.420816,0.017761,0.202088,0.005280,0.246954,0.002272,0.001056,0.000416,0.903939
0.436497,0.017793,0.202631,0.005249,0.259018,0.002432,0.001440,0.000640,0.933572
0.415760,0.018049,0.202312,0.005312,0.238121,0.002337,0.001216,0.000384,0.891715
0.416305,0.017760,0.202792,0.004961,0.256554,0.002496,0.001120,0.000384,0.909988
0.420880,0.017825,0.202760,0.005216,0.261674,0.002784,0.001185,0.000416,0.921444
0.415952,0.017537,0.202760,0.005344,0.258314,0.002304,0.001056,0.000384,0.911364
0.415633,0.017760,0.202248,0.005088,0.256939,0.002208,0.000992,0.000384,0.908996
0.415889,0.017920,0.202120,0.005313,0.245513,0.002304,0.001088,0.000384,0.898627
0.433745,0.017793,0.202728,0.005280,0.255146,0.002080,0.001088,0.000384,0.926660
0.415952,0.017697,0.202088,0.005088,0.257354,0.002304,0.000960,0.000384,0.909155
0.415632,0.017889,0.202856,0.005216,0.242089,0.002208,0.001120,0.000384,0.894563
0.415792,0.017921,0.202888,0.005248,0.259594,0.002337,0.001056,0.000384,0.912004
0.415600,0.017505,0.202152,0.005088,0.245706,0.002304,0.001056,0.000640,0.897347
0.416656,0.017664,0.202984,0.005024,0.252746,0.002208,0.000992,0.000416,0.906212
0.417200,0.017921,0.202856,0.005120,0.240650,0.002240,0.001248,0.000384,0.896547
0.436721,0.017633,0.202728,0.005248,0.261738,0.002240,0.000960,0.000608,0.935844
0.420049,0.017793,0.202504,0.005280,0.258826,0.002240,0.001088,0.000384,0.915300
0.415536,0.017537,0.202440,0.005216,0.249258,0.002208,0.001056,0.000384,0.901283
0.415664,0.017921,0.217960,0.005248,0.267179,0.002432,0.001024,0.000384,0.935524
0.415664,0.017857,0.202248,0.005216,0.245738,0.002400,0.000992,0.000384,0.897987
0.420017,0.017505,0.202247,0.005313,0.237737,0.002464,0.001088,0.000384,0.894083
0.415536,0.017889,0.202312,0.005152,0.259018,0.002304,0.001088,0.000608,0.910883
0.431633,0.017696,0.202024,0.005345,0.246665,0.002368,0.001024,0.000577,0.915012
0.421009,0.017601,0.202631,0.005185,0.252042,0.002528,0.001024,0.000320,0.909988
0.416016,0.017729,0.202824,0.005056,0.236586,0.002400,0.001184,0.000352,0.891011
0.419825,0.017792,0.219593,0.005280,0.242442,0.002848,0.001088,0.000384,0.917124
0.415601,0.017920,0.202504,0.005217,0.236233,0.002208,0.001088,0.000384,0.888291
0.421041,0.017696,0.202376,0.004865,0.259370,0.002208,0.001024,0.000384,0.916196
0.415633,0.017792,0.202696,0.005216,0.252873,0.002273,0.001024,0.000384,0.905380
0.431409,0.017985,0.202152,0.005216,0.261706,0.002240,0.000929,0.000384,0.928869
0.415696,0.017761,0.202600,0.005184,0.251274,0.002240,0.000992,0.000384,0.902915
0.420241,0.017696,0.202088,0.005313,0.258186,0.002112,0.001120,0.000576,0.914948
