TEE[0-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.727176,0.048099,0.000672,0.013377,0.000832,0.001408,0.001088,0.000416,1.799756
1.694214,0.047651,0.000768,0.013569,0.000608,0.001440,0.000960,0.000384,1.766026
1.714246,0.048482,0.000800,0.013312,0.000608,0.001441,0.001024,0.000416,1.787051
1.703333,0.047651,0.001024,0.013408,0.000577,0.001408,0.000960,0.000384,1.776170
1.717223,0.047971,0.000832,0.014017,0.000608,0.001504,0.001056,0.000384,1.790827
1.710470,0.047650,0.000832,0.013696,0.000608,0.001440,0.000992,0.000384,1.783339
1.707079,0.048547,0.000896,0.013793,0.000832,0.001440,0.000992,0.000384,1.781547
1.707814,0.049091,0.000832,0.013665,0.000608,0.001440,0.001120,0.000416,1.782794
1.697766,0.049027,0.000928,0.013441,0.000640,0.001504,0.001184,0.000416,1.772907
1.680772,0.049155,0.000864,0.013921,0.000640,0.001568,0.000993,0.000320,1.755753
1.708294,0.049475,0.000864,0.013825,0.000640,0.001568,0.001056,0.000352,1.784394
1.708806,0.049475,0.001120,0.014913,0.000608,0.001504,0.001376,0.000577,1.787371
1.738280,0.049347,0.001088,0.013633,0.000608,0.001536,0.001216,0.000416,1.814636
1.687781,0.049923,0.000864,0.014113,0.000608,0.001664,0.001472,0.000352,1.765802
1.741960,0.049251,0.001088,0.014881,0.000672,0.001696,0.001312,0.000384,1.819660
1.711527,0.049411,0.001056,0.013857,0.000608,0.001696,0.001184,0.000384,1.787115
1.691909,0.048931,0.000768,0.013985,0.000608,0.001601,0.001088,0.000256,1.766698
1.678628,0.049346,0.000736,0.014400,0.000577,0.001632,0.001152,0.000352,1.754281
1.689541,0.050595,0.000768,0.013921,0.000608,0.001600,0.001120,0.000384,1.765193
1.670788,0.049091,0.000800,0.013729,0.000576,0.001568,0.001152,0.000384,1.744744
1.693573,0.051555,0.000832,0.013505,0.000672,0.001504,0.000929,0.000352,1.769482
1.688005,0.049507,0.000736,0.013601,0.000576,0.001504,0.000960,0.000256,1.762729
1.678404,0.048930,0.000801,0.013504,0.000384,0.001536,0.000832,0.000352,1.751849
1.689573,0.049603,0.000864,0.014017,0.000640,0.001664,0.001216,0.000384,1.765417
1.707142,0.049283,0.000832,0.013889,0.000576,0.001664,0.000896,0.000288,1.781578
1.691622,0.048867,0.000864,0.013537,0.000640,0.001440,0.001088,0.000416,1.764906
1.735528,0.049059,0.000768,0.013761,0.000608,0.001536,0.000865,0.000384,1.809325
1.692421,0.049155,0.000832,0.014369,0.000576,0.001504,0.000800,0.000352,1.767562
1.722407,0.049155,0.000800,0.013537,0.000832,0.001504,0.000928,0.000384,1.796876
1.684357,0.049027,0.000896,0.013409,0.000672,0.001600,0.000928,0.000384,1.758089
1.664387,0.048995,0.000992,0.013665,0.000672,0.001440,0.000928,0.000256,1.738215
1.662563,0.049091,0.000928,0.013633,0.000608,0.001440,0.000832,0.000384,1.736423
1.695237,0.048930,0.000704,0.013696,0.000608,0.001505,0.000992,0.000256,1.769226
1.672420,0.049539,0.000864,0.013889,0.000608,0.001536,0.001088,0.000416,1.748488
1.710054,0.048771,0.000768,0.013920,0.000577,0.001504,0.000864,0.000384,1.783723
1.687269,0.049411,0.000928,0.013505,0.000608,0.001440,0.001057,0.000352,1.761450
1.688229,0.049667,0.000864,0.013441,0.000608,0.001696,0.001024,0.000384,1.763177
1.701510,0.049219,0.000768,0.013409,0.000704,0.001504,0.000992,0.000384,1.775690
1.678501,0.049219,0.000736,0.013569,0.000384,0.001568,0.000992,0.000192,1.751817
1.673764,0.048899,0.000832,0.013697,0.000608,0.001504,0.001184,0.000320,1.748745
1.696069,0.048770,0.000896,0.013920,0.000832,0.001408,0.000896,0.000352,1.770794
1.706661,0.049251,0.000832,0.013888,0.000384,0.001440,0.000928,0.000384,1.780554
1.713830,0.051715,0.000736,0.013857,0.000608,0.001696,0.001153,0.000352,1.792139
1.685797,0.049667,0.000896,0.013761,0.000608,0.001536,0.001088,0.000384,1.763017
1.712743,0.048899,0.000768,0.013601,0.000608,0.001504,0.001056,0.000320,1.786539
1.683781,0.049315,0.000864,0.013377,0.000640,0.001440,0.000896,0.000384,1.757833
1.709030,0.049507,0.000864,0.014081,0.000640,0.001568,0.001056,0.000352,1.784651
1.715495,0.048867,0.001088,0.014209,0.000608,0.001664,0.001440,0.000384,1.792011
1.743304,0.049315,0.001089,0.014208,0.000672,0.001505,0.001344,0.000384,1.819149
1.686309,0.048707,0.000928,0.014273,0.000640,0.001536,0.001120,0.000384,1.761417
1.720038,0.049699,0.001120,0.013825,0.000608,0.001568,0.001377,0.000576,1.796299
1.676644,0.049187,0.000832,0.013441,0.000608,0.001504,0.001088,0.000384,1.751560
1.698885,0.049603,0.000896,0.013473,0.000672,0.001536,0.001056,0.000352,1.774538
1.753512,0.049603,0.000896,0.013697,0.000608,0.001472,0.001217,0.000352,1.829709
1.684260,0.049507,0.000928,0.013792,0.000641,0.001504,0.001312,0.000384,1.759913
1.715110,0.049635,0.001120,0.014593,0.000832,0.001792,0.001088,0.000384,1.792202
1.685124,0.049539,0.000864,0.013953,0.000640,0.001632,0.001121,0.000352,1.760745
1.714342,0.049091,0.000960,0.013985,0.000608,0.001568,0.001152,0.000416,1.790154
1.686629,0.049827,0.000864,0.013505,0.000576,0.001440,0.001088,0.000352,1.762281
1.740039,0.051043,0.000896,0.013633,0.000576,0.001472,0.001152,0.000352,1.817260
1.714822,0.049283,0.000832,0.014305,0.000672,0.001697,0.001440,0.000352,1.791499
1.720102,0.049923,0.001024,0.014049,0.000672,0.001504,0.001056,0.000608,1.796971
1.724839,0.049987,0.001120,0.013920,0.000640,0.001440,0.001280,0.000416,1.802220
1.755272,0.049794,0.001056,0.014048,0.000609,0.001440,0.001056,0.000576,1.832429
1.721031,0.049763,0.000832,0.014017,0.000640,0.001696,0.001376,0.000384,1.797579
1.713638,0.049122,0.000897,0.013760,0.000640,0.001569,0.001408,0.000384,1.789259
1.692293,0.049219,0.000928,0.014497,0.000608,0.001696,0.001184,0.000416,1.768554
1.745192,0.050499,0.000928,0.013857,0.000608,0.001568,0.001120,0.000384,1.822445
1.735464,0.049219,0.000896,0.013537,0.000608,0.001504,0.001312,0.000384,1.810956
1.740904,0.049762,0.000800,0.014464,0.000865,0.001568,0.001408,0.000384,1.818317
1.683973,0.049187,0.000896,0.014817,0.000672,0.001600,0.001120,0.000320,1.761225
1.751016,0.049379,0.001088,0.015393,0.000896,0.001793,0.001408,0.000416,1.829773
1.743752,0.049443,0.000864,0.014881,0.000608,0.001536,0.001120,0.000352,1.820620
1.762889,0.049347,0.000832,0.014337,0.000640,0.001504,0.001120,0.000384,1.838830
1.718439,0.049571,0.001088,0.014433,0.000672,0.001760,0.001152,0.000352,1.795435
1.700677,0.049027,0.000896,0.013537,0.000640,0.001472,0.001153,0.000320,1.775210
1.748232,0.048994,0.000705,0.013472,0.000640,0.001505,0.001152,0.000384,1.822925
1.716487,0.049731,0.001120,0.013665,0.000608,0.001536,0.000992,0.000352,1.791755
1.731624,0.049347,0.000896,0.013985,0.000608,0.001504,0.000992,0.000416,1.806668
1.697253,0.048771,0.000896,0.013665,0.000608,0.001440,0.001184,0.000384,1.771850
