IN[0],INFER[0-0],OUT[0],TEE[0-0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.139876,0.999934,0.080930,1.226692,0.017697,0.193094,0.005440,0.048705,0.000800,0.014209,0.000352,0.001536,0.001184,0.000384,1.515149
0.145540,1.019358,0.096387,1.269894,0.021281,0.192965,0.005217,0.048353,0.000832,0.013953,0.000352,0.001504,0.001248,0.000384,1.561551
0.171045,0.999646,0.083298,1.261061,0.023873,0.193222,0.005312,0.048642,0.000800,0.013888,0.000384,0.001472,0.001184,0.000416,1.555566
0.143556,1.006238,0.089474,1.246213,0.018945,0.192934,0.005472,0.048545,0.000864,0.014016,0.000577,0.001536,0.001248,0.000416,1.557807
0.149317,0.997534,0.079906,1.232261,0.021601,0.192709,0.005280,0.048897,0.000608,0.013729,0.000384,0.001472,0.001184,0.000384,1.523630
0.132516,0.998685,0.080066,1.217508,0.017600,0.192998,0.005280,0.049538,0.000768,0.013504,0.000352,0.001472,0.001216,0.000609,1.505805
0.154660,1.011774,0.095491,1.285798,0.018945,0.196454,0.005088,0.049761,0.001088,0.013985,0.000384,0.001952,0.003040,0.000544,1.583439
0.151205,1.000926,0.083298,1.242469,0.022113,0.193478,0.005344,0.048737,0.000832,0.013921,0.000384,0.001728,0.002112,0.000352,1.536878
0.145893,1.017726,0.098915,1.271398,0.021089,0.193350,0.005248,0.048738,0.000832,0.014624,0.000352,0.001824,0.001344,0.000384,1.565487
0.130276,0.998014,0.088643,1.223461,0.017664,0.192774,0.005248,0.049314,0.000800,0.013824,0.000352,0.001728,0.001184,0.000384,1.512173
0.156388,1.013887,0.099363,1.276454,0.025120,0.193574,0.005280,0.049506,0.000800,0.013856,0.000352,0.001504,0.001185,0.000448,1.573775
0.154628,1.000478,0.085827,1.250085,0.019969,0.193029,0.005280,0.048418,0.000800,0.014112,0.000320,0.001536,0.001537,0.000384,1.541230
0.145956,1.001406,0.084707,1.239141,0.018912,0.210023,0.005408,0.048865,0.001120,0.014561,0.000320,0.001440,0.001120,0.000352,1.547630
0.144868,0.999582,0.084931,1.236389,0.020641,0.193413,0.005377,0.048673,0.000832,0.014048,0.000384,0.001632,0.001120,0.000384,1.528366
0.151300,1.001150,0.082915,1.242533,0.017856,0.192774,0.005280,0.048578,0.000832,0.013696,0.000352,0.001568,0.001184,0.000416,1.530254
0.146116,0.999582,0.082307,1.234981,0.018592,0.193478,0.005280,0.048290,0.000832,0.014272,0.000352,0.001408,0.001152,0.000384,1.524813
0.149828,1.005022,0.086755,1.248069,0.018208,0.193798,0.005344,0.048418,0.000544,0.014272,0.000352,0.001568,0.001728,0.000512,1.538477
0.147589,1.021215,0.086658,1.262534,0.022721,0.193542,0.005344,0.048897,0.000832,0.013953,0.000384,0.001728,0.001408,0.000320,1.557071
0.146340,1.000638,0.083939,1.237989,0.017856,0.192582,0.005152,0.049186,0.000864,0.013888,0.000352,0.001504,0.001312,0.000608,1.526349
0.145028,1.027295,0.119779,1.300455,0.021473,0.193254,0.005312,0.049441,0.000833,0.013760,0.000352,0.001376,0.001120,0.000352,1.593424
0.169701,0.999646,0.083075,1.260422,0.017632,0.192870,0.005280,0.048034,0.000832,0.013952,0.000576,0.001472,0.001152,0.000352,1.547982
0.150660,1.017823,0.093763,1.271654,0.022656,0.193734,0.005440,0.048994,0.000832,0.013920,0.000384,0.001472,0.001504,0.000352,1.566574
0.139940,0.997470,0.083106,1.227588,0.017953,0.194118,0.005248,0.049121,0.000832,0.013953,0.000384,0.001792,0.001472,0.000384,1.517997
0.144324,1.000446,0.083683,1.235141,0.022144,0.192742,0.005312,0.049570,0.000832,0.014240,0.000352,0.002400,0.001472,0.000384,1.547310
0.143876,1.002142,0.083235,1.235941,0.017792,0.192934,0.005376,0.049122,0.000832,0.014112,0.000384,0.001504,0.001472,0.000384,1.524941
0.207879,1.014718,0.097187,1.328904,0.024769,0.200134,0.005152,0.050177,0.001409,0.015328,0.000384,0.002112,0.003136,0.000576,1.639121
0.177445,1.018846,0.091747,1.296583,0.018656,0.202151,0.005024,0.049185,0.001056,0.014145,0.000608,0.001792,0.002912,0.000576,1.598960
0.138852,1.002494,0.088259,1.237349,0.018176,0.194854,0.005088,0.049186,0.001024,0.013984,0.000384,0.001728,0.001984,0.000384,1.529549
0.155077,1.022014,0.137284,1.323239,0.018433,0.193926,0.004992,0.048929,0.000833,0.014016,0.000320,0.001760,0.001376,0.000352,1.614288
0.146148,1.010847,0.085154,1.249125,0.017889,0.194406,0.005312,0.049377,0.000736,0.014017,0.000352,0.001664,0.001408,0.000352,1.540238
0.137380,1.017471,0.097283,1.260902,0.021984,0.193894,0.005280,0.048450,0.000864,0.014048,0.000352,0.001888,0.001217,0.000384,1.554831
0.158181,1.007358,0.089091,1.262470,0.017857,0.193158,0.005312,0.049025,0.000800,0.014113,0.000352,0.001728,0.001536,0.000384,1.552207
0.152613,1.020574,0.101059,1.282310,0.018817,0.193638,0.005312,0.048577,0.000865,0.014272,0.000320,0.001728,0.001248,0.000576,1.573711
0.152261,1.001854,0.084707,1.245830,0.017728,0.193766,0.005696,0.048802,0.000768,0.013920,0.000352,0.001952,0.001120,0.000320,1.535726
0.133636,0.999550,0.087139,1.227237,0.020225,0.215014,0.005600,0.048386,0.000864,0.014592,0.000384,0.001792,0.001120,0.000448,1.541358
0.151684,0.999869,0.085571,1.244261,0.017729,0.193573,0.005281,0.048161,0.000832,0.014240,0.000352,0.001504,0.001216,0.000608,1.533358
0.136324,1.011646,0.085315,1.240293,0.020128,0.193382,0.005312,0.048866,0.000832,0.014048,0.000384,0.001504,0.001088,0.000416,1.531629
0.153444,0.999870,0.086595,1.247397,0.017985,0.193861,0.005185,0.048353,0.000832,0.013792,0.000353,0.001440,0.001408,0.000352,1.536334
0.155716,1.001790,0.088643,1.253637,0.018945,0.193573,0.005281,0.048513,0.000832,0.013985,0.000352,0.001728,0.001408,0.000384,1.544206
0.152804,1.014719,0.092034,1.266309,0.021921,0.193286,0.005408,0.048290,0.000832,0.014304,0.000384,0.001856,0.001504,0.000416,1.559662
0.156805,1.001598,0.088995,1.256038,0.022048,0.192966,0.005088,0.049378,0.000800,0.014080,0.000384,0.001632,0.001440,0.000416,1.549807
0.162181,1.020510,0.102723,1.295623,0.018848,0.192870,0.005312,0.048546,0.000832,0.014048,0.000352,0.001696,0.001696,0.000352,1.586703
0.154021,0.999838,0.084099,1.245382,0.017984,0.193094,0.005376,0.048994,0.000832,0.013760,0.000384,0.001472,0.001536,0.000352,1.534574
0.150885,1.015518,0.103939,1.277798,0.022913,0.193126,0.005280,0.048930,0.000800,0.014048,0.000352,0.001504,0.001120,0.000448,1.571631
0.152292,1.000637,0.082499,1.243301,0.017793,0.192709,0.005152,0.048769,0.000832,0.013856,0.000384,0.001537,0.001056,0.000480,1.531374
0.137092,1.013630,0.084002,1.241765,0.017857,0.193222,0.005536,0.066850,0.000864,0.014112,0.000320,0.001697,0.001440,0.000320,1.550031
0.152773,1.007134,0.084834,1.251398,0.022176,0.192710,0.005376,0.048930,0.000800,0.013888,0.000352,0.001632,0.001440,0.000352,1.544718
0.152421,1.001310,0.082562,1.243077,0.017857,0.192934,0.005312,0.048833,0.000832,0.013921,0.000352,0.001920,0.001120,0.000352,1.531822
0.161220,1.024702,0.086755,1.279974,0.017728,0.193286,0.005216,0.049058,0.000832,0.013760,0.000352,0.001472,0.001088,0.000384,1.568302
0.133156,1.006750,0.083427,1.229957,0.019808,0.192646,0.005312,0.048738,0.000864,0.014144,0.000384,0.001600,0.001152,0.000384,1.520557
0.151332,1.020382,0.107715,1.287110,0.024065,0.193830,0.005312,0.048162,0.000800,0.014144,0.000384,0.001536,0.001216,0.000352,1.582191
0.154789,1.001726,0.082946,1.246277,0.021345,0.193926,0.005280,0.048929,0.000832,0.014049,0.000352,0.001600,0.001248,0.000384,1.539406
0.143908,1.016799,0.094051,1.262182,0.020384,0.193446,0.005280,0.049474,0.000800,0.013984,0.000576,0.001664,0.001120,0.000320,1.554286
0.150756,1.002077,0.082370,1.242565,0.017761,0.194309,0.005345,0.048225,0.000832,0.013920,0.000352,0.001504,0.001088,0.000608,1.531854
0.148452,1.002686,0.082979,1.241253,0.022208,0.212295,0.005504,0.048513,0.000800,0.013793,0.000352,0.001504,0.000992,0.000384,1.553390
0.136453,0.998781,0.081922,1.223429,0.017793,0.196773,0.005280,0.048065,0.000800,0.014145,0.000352,0.001696,0.001120,0.000416,1.515598
0.151588,0.998910,0.082595,1.239621,0.017824,0.193638,0.005344,0.049122,0.000832,0.014048,0.000352,0.001696,0.001248,0.000384,1.529677
0.140741,0.999038,0.083394,1.230245,0.019905,0.193382,0.005280,0.049153,0.000608,0.013729,0.000352,0.001440,0.001184,0.000384,1.521422
0.144357,0.996605,0.080739,1.227397,0.024129,0.193093,0.005121,0.048737,0.000832,0.013985,0.000384,0.001664,0.001152,0.000352,1.522126
0.176454,1.018526,0.091523,1.293479,0.021825,0.193253,0.005537,0.048385,0.000832,0.014401,0.000384,0.001440,0.001184,0.000384,1.586192
0.152453,1.002526,0.084226,1.246117,0.019873,0.192678,0.005280,0.048801,0.000833,0.013856,0.000384,0.001696,0.001120,0.000416,1.536206
0.154661,1.019454,0.087843,1.268710,0.023073,0.193221,0.005345,0.048769,0.000832,0.013985,0.000352,0.001536,0.001120,0.000384,1.562639
0.149893,0.998462,0.087010,1.241957,0.018944,0.193062,0.005440,0.048513,0.000800,0.013984,0.000352,0.001536,0.001152,0.000384,1.531310
0.147876,0.998686,0.108163,1.261893,0.022657,0.193318,0.005248,0.048162,0.000832,0.014144,0.000384,0.001504,0.001056,0.000384,1.555534
0.155396,1.009854,0.089090,1.261669,0.017761,0.196358,0.005312,0.048098,0.001088,0.014272,0.000352,0.001536,0.001120,0.000384,1.553806
0.183174,1.002974,0.085154,1.278119,0.018912,0.194342,0.005344,0.072514,0.000864,0.013953,0.000576,0.001792,0.001152,0.000416,1.594480
0.162533,1.009791,0.086850,1.265670,0.022945,0.193702,0.005280,0.048385,0.000576,0.014049,0.000352,0.001568,0.000928,0.000384,1.558991
0.139268,1.000606,0.083651,1.231141,0.019008,0.193094,0.005376,0.048386,0.000800,0.014272,0.000384,0.001472,0.001088,0.000608,1.520973
0.142917,1.035135,0.087682,1.272423,0.018368,0.193094,0.005344,0.048770,0.000832,0.013760,0.000320,0.001536,0.001088,0.000416,1.561391
0.131940,1.000094,0.083138,1.222052,0.017825,0.192741,0.005409,0.048417,0.000864,0.013793,0.000352,0.001472,0.001152,0.000448,1.509645
0.125572,1.017054,0.092355,1.243205,0.022113,0.193542,0.005408,0.048961,0.000832,0.013793,0.000352,0.001504,0.000992,0.000352,1.536814
0.153829,1.000350,0.084259,1.245734,0.017984,0.193030,0.005248,0.048129,0.000832,0.014080,0.000608,0.001728,0.001184,0.000352,1.534030
0.125059,1.015551,0.092579,1.241541,0.020864,0.192742,0.005120,0.048034,0.000832,0.014272,0.000352,0.001472,0.000960,0.000640,1.532333
0.135332,1.007774,0.082915,1.232261,0.018944,0.192838,0.005312,0.048194,0.000864,0.013824,0.000352,0.001472,0.000960,0.000384,1.520910
0.156229,1.002462,0.085858,1.250789,0.021665,0.216998,0.005473,0.048801,0.000864,0.014305,0.000352,0.001920,0.001344,0.000608,1.569103
0.133924,0.999774,0.083554,1.224292,0.018049,0.192870,0.005312,0.048833,0.000864,0.014433,0.000352,0.001600,0.001152,0.000608,1.513485
0.125572,0.999006,0.081442,1.212580,0.018561,0.192422,0.005280,0.049377,0.000768,0.013665,0.000384,0.001696,0.000928,0.000320,1.501357
0.161189,1.036031,0.083555,1.288647,0.025153,0.193285,0.005313,0.048961,0.000800,0.014208,0.000384,0.001504,0.001088,0.000352,1.584816
0.171045,0.999166,0.081890,1.258213,0.024801,0.192678,0.005216,0.048674,0.000864,0.013792,0.000320,0.001696,0.001152,0.000352,1.553038
0.144837,1.015838,0.138020,1.305319,0.018945,0.192966,0.005472,0.048865,0.000832,0.013953,0.000352,0.001408,0.000928,0.000384,1.594416
0.147973,1.013246,0.084611,1.253606,0.017920,0.193862,0.005280,0.048226,0.000864,0.013920,0.000352,0.001408,0.001216,0.000576,1.542670
0.143844,1.028894,0.087267,1.267142,0.022561,0.193285,0.005281,0.048385,0.000832,0.013953,0.000352,0.001568,0.001248,0.000384,1.560207
0.178085,0.997598,0.084771,1.266278,0.018656,0.192422,0.005280,0.049538,0.000800,0.013792,0.000384,0.001760,0.001184,0.000384,1.555791
0.144740,1.000573,0.107043,1.260006,0.019904,0.192966,0.005376,0.048962,0.000800,0.013696,0.000352,0.001536,0.001184,0.000384,1.550702
0.146500,1.003230,0.081635,1.238661,0.017920,0.192838,0.005344,0.048962,0.000832,0.013920,0.000352,0.001728,0.001216,0.000384,1.527917
0.153957,1.000254,0.086530,1.247653,0.019008,0.193446,0.005152,0.049442,0.000864,0.013856,0.000352,0.001792,0.001216,0.000576,1.538510
0.146693,1.001566,0.083938,1.239493,0.019649,0.192486,0.005344,0.048801,0.000832,0.014369,0.000352,0.001568,0.001216,0.000384,1.530286
0.147332,1.001726,0.085315,1.242149,0.017760,0.192966,0.005344,0.048962,0.000576,0.014176,0.000352,0.001600,0.001536,0.000384,1.531086
0.132836,1.019102,0.091075,1.251013,0.021153,0.193446,0.005376,0.048865,0.000800,0.014625,0.000352,0.001632,0.001472,0.000576,1.545166
0.152964,0.999486,0.084515,1.243941,0.019488,0.192966,0.005408,0.048162,0.000800,0.014400,0.000352,0.001536,0.001184,0.000608,1.534285
0.153700,1.021662,0.126820,1.311559,0.018209,0.193253,0.005313,0.048321,0.000832,0.013825,0.000352,0.001568,0.001152,0.000352,1.600752
0.140548,1.001406,0.082851,1.231461,0.019105,0.192517,0.005376,0.048641,0.000800,0.013856,0.000352,0.001504,0.001152,0.000352,1.520718
0.145476,1.032031,0.101187,1.286278,0.018721,0.193638,0.005312,0.047809,0.000832,0.013729,0.000320,0.001504,0.001216,0.000384,1.575471
0.143716,0.998846,0.083746,1.232964,0.018689,0.192390,0.005312,0.048833,0.000768,0.013729,0.000352,0.001440,0.001248,0.000384,1.521325
0.149829,0.998270,0.081698,1.237285,0.018305,0.219014,0.005216,0.048354,0.000864,0.013472,0.000352,0.001536,0.001216,0.000416,1.552462
0.144932,1.000478,0.083043,1.236069,0.020064,0.193894,0.005312,0.048610,0.000608,0.014080,0.000384,0.001472,0.001568,0.000416,1.528269
0.150660,1.007518,0.084738,1.249957,0.017473,0.193222,0.005440,0.048417,0.000864,0.013697,0.000352,0.001536,0.001280,0.000416,1.537902
0.170085,1.006270,0.092355,1.275750,0.019712,0.192902,0.005344,0.048962,0.000768,0.014016,0.000384,0.001472,0.001792,0.000352,1.566926
0.144324,0.998301,0.085155,1.234597,0.024897,0.193478,0.005312,0.048865,0.000832,0.013953,0.000384,0.001760,0.001792,0.000384,1.531790
0.138117,1.013214,0.142244,1.302087,0.017665,0.193638,0.005312,0.049345,0.000864,0.014369,0.000352,0.001600,0.001504,0.000416,1.593136
0.146020,0.997758,0.082402,1.233028,0.021568,0.193574,0.005408,0.048098,0.000832,0.014048,0.000320,0.001536,0.001504,0.000416,1.525741
0.132324,1.018974,0.134244,1.293383,0.024192,0.193286,0.005408,0.047906,0.000576,0.014144,0.000320,0.001536,0.001536,0.000576,1.588847
0.145477,0.998302,0.081090,1.231909,0.018881,0.192838,0.005312,0.049601,0.000832,0.013953,0.000320,0.001440,0.001760,0.000576,1.522766
0.146660,1.017054,0.085762,1.257477,0.023585,0.193094,0.005312,0.048257,0.000576,0.014209,0.000384,0.001440,0.001536,0.000416,1.551854
0.172517,1.004734,0.087043,1.271462,0.020256,0.195622,0.005024,0.049634,0.001088,0.014016,0.000352,0.001472,0.002752,0.000544,1.568302
0.145348,0.999870,0.088323,1.241573,0.018241,0.193509,0.005057,0.072706,0.001056,0.014112,0.000352,0.001408,0.001984,0.000384,1.556558
0.186469,1.007038,0.083747,1.284134,0.018496,0.193125,0.005280,0.048322,0.000864,0.014688,0.000320,0.001600,0.001537,0.000608,1.574767
0.157221,1.001022,0.085539,1.252326,0.019680,0.193158,0.005248,0.048738,0.000864,0.014048,0.000352,0.001600,0.001632,0.000384,1.543790
0.155460,1.016254,0.089699,1.267718,0.024768,0.193030,0.005376,0.048834,0.000832,0.014080,0.000352,0.001664,0.001536,0.000320,1.564495
0.156037,1.001406,0.086019,1.251430,0.019680,0.192838,0.005056,0.049058,0.000832,0.013888,0.000384,0.001696,0.001248,0.000416,1.541966
0.145061,1.011614,0.092579,1.257030,0.021696,0.193254,0.005344,0.048546,0.000800,0.014048,0.000352,0.001728,0.001280,0.000416,1.550543
0.146373,0.997790,0.081602,1.233093,0.018561,0.193189,0.005345,0.048705,0.000800,0.013921,0.000352,0.001728,0.001280,0.000352,1.522862
0.143653,1.012190,0.087203,1.250278,0.022720,0.192582,0.005312,0.048450,0.000832,0.013856,0.000384,0.001472,0.001216,0.000352,1.542958
0.144132,1.007646,0.083842,1.242405,0.018593,0.193414,0.005312,0.048449,0.000544,0.014145,0.000320,0.001504,0.001248,0.000384,1.531758
0.139268,1.013567,0.095298,1.255365,0.017792,0.193638,0.005344,0.049057,0.000832,0.013920,0.000384,0.001728,0.001184,0.000384,1.545582
0.150948,1.000222,0.085059,1.243109,0.018593,0.192901,0.005344,0.049346,0.000832,0.014944,0.000352,0.001665,0.001216,0.000672,1.534382
0.148708,1.000894,0.085763,1.243493,0.024673,0.193541,0.005249,0.049089,0.000832,0.031041,0.000672,0.001920,0.001248,0.000352,1.558446
0.149060,1.003614,0.083458,1.243333,0.024513,0.194566,0.005376,0.049409,0.000800,0.014209,0.000352,0.001504,0.001216,0.000384,1.541518
0.148292,0.997501,0.083363,1.237061,0.018625,0.193925,0.005281,0.048097,0.000832,0.013920,0.000352,0.001761,0.001184,0.000384,1.527182
0.155909,1.015358,0.087651,1.267974,0.024929,0.193798,0.005472,0.048289,0.000768,0.014017,0.000352,0.001632,0.001184,0.000352,1.564591
0.146661,1.006590,0.084035,1.243782,0.017696,0.193798,0.005344,0.048066,0.000800,0.015040,0.000352,0.001536,0.001280,0.000640,1.533870
0.150628,1.014590,0.087330,1.260165,0.022689,0.193894,0.005280,0.048769,0.001056,0.013953,0.000352,0.001728,0.001248,0.000384,1.555022
0.150917,0.998718,0.081634,1.237829,0.017857,0.193222,0.005280,0.048865,0.000832,0.014977,0.000352,0.001568,0.001344,0.000384,1.528078
0.181381,1.017630,0.145796,1.354824,0.023521,0.194918,0.005056,0.049506,0.001120,0.014176,0.000352,0.001792,0.002752,0.000576,1.654769
0.166181,1.003550,0.086051,1.264070,0.018369,0.194629,0.005089,0.049249,0.001120,0.014273,0.000384,0.001696,0.002656,0.000800,1.558319
0.152709,1.017694,0.098883,1.277254,0.023041,0.193574,0.005312,0.049153,0.000864,0.013921,0.000384,0.001440,0.001184,0.000352,1.572495
0.152069,0.999486,0.086466,1.244709,0.018945,0.193414,0.005312,0.048577,0.000800,0.014497,0.000384,0.001760,0.001312,0.000416,1.535726
0.151493,0.998686,0.081570,1.238117,0.019745,0.214278,0.005376,0.048930,0.000832,0.014016,0.000352,0.001536,0.001184,0.000352,1.550926
0.133092,0.998014,0.081890,1.219908,0.017665,0.193061,0.005248,0.048129,0.000576,0.014017,0.000384,0.001440,0.001280,0.000384,1.507309
0.154309,0.999902,0.085058,1.247909,0.019905,0.193350,0.005216,0.048993,0.000800,0.014305,0.000352,0.001760,0.001472,0.000704,1.540270
0.175685,1.012094,0.083203,1.278406,0.017760,0.193638,0.005280,0.048834,0.000832,0.014016,0.000384,0.001664,0.001472,0.000352,1.568014
0.152836,0.997630,0.082627,1.240293,0.019712,0.193030,0.005248,0.048482,0.000800,0.014016,0.000576,0.001472,0.001216,0.000352,1.530798
0.151077,1.014398,0.091555,1.264358,0.024353,0.193637,0.005313,0.049057,0.000864,0.013824,0.000353,0.001568,0.001472,0.000416,1.560623
0.150788,1.000190,0.082723,1.241477,0.019712,0.192998,0.005312,0.048386,0.000832,0.013856,0.000352,0.001728,0.001504,0.000352,1.531950
0.152005,1.017598,0.089795,1.267302,0.020993,0.192997,0.005281,0.048929,0.000832,0.014016,0.000352,0.001761,0.001184,0.000416,1.559951
0.151620,1.000222,0.084867,1.243525,0.018976,0.193382,0.005312,0.048962,0.000832,0.014368,0.000352,0.001600,0.001313,0.000384,1.534446
0.155269,1.008446,0.109859,1.280838,0.021249,0.193798,0.005344,0.048641,0.000800,0.014401,0.000352,0.001632,0.001248,0.000608,1.574383
0.152613,1.008254,0.085219,1.253126,0.025217,0.192645,0.005344,0.048482,0.000832,0.014240,0.000352,0.001536,0.001185,0.000320,1.548655
0.150180,0.999261,0.085667,1.242501,0.023169,0.192966,0.005216,0.048545,0.000864,0.014017,0.000384,0.001472,0.001248,0.000352,1.536270
0.129700,1.007102,0.083651,1.229637,0.019841,0.193125,0.005313,0.048641,0.000832,0.013760,0.000352,0.001409,0.000896,0.000384,1.519790
0.120963,1.011070,0.079811,1.217669,0.024609,0.193925,0.005249,0.048833,0.000832,0.014017,0.000352,0.001632,0.000992,0.000384,1.513806
0.149605,1.015582,0.091171,1.264294,0.020417,0.192902,0.005344,0.049409,0.000800,0.013985,0.000320,0.001824,0.001216,0.000352,1.556783
0.139524,0.997822,0.081122,1.224644,0.017793,0.193157,0.005313,0.047873,0.000832,0.013953,0.000352,0.001536,0.001216,0.000384,1.512173
0.146596,1.015998,0.088835,1.259237,0.021953,0.192934,0.005248,0.048513,0.000864,0.013889,0.000320,0.001504,0.001248,0.000352,1.551278
0.140836,0.998846,0.080514,1.226692,0.020225,0.192390,0.005312,0.048769,0.000832,0.013889,0.000352,0.001504,0.001216,0.000384,1.516909
0.140420,0.997886,0.114724,1.260006,0.018144,0.192870,0.005440,0.048194,0.000832,0.013760,0.000416,0.001408,0.001248,0.000416,1.548110
0.144580,1.000094,0.082403,1.233733,0.017792,0.193158,0.005248,0.049346,0.000864,0.013824,0.000352,0.001472,0.001248,0.000576,1.523053
0.131460,0.996894,0.080067,1.215333,0.024864,0.193830,0.005472,0.048130,0.000800,0.013760,0.000384,0.001504,0.001184,0.000352,1.510957
0.139300,0.996126,0.079746,1.220932,0.018977,0.193670,0.005344,0.048673,0.000832,0.013761,0.000384,0.001440,0.001184,0.000352,1.510829
0.144676,1.000734,0.083171,1.236357,0.019105,0.193157,0.005280,0.048194,0.000576,0.013728,0.000352,0.001696,0.001441,0.000384,1.525582
0.152356,1.014974,0.096131,1.270630,0.018720,0.192966,0.005312,0.048290,0.000800,0.013952,0.000384,0.001504,0.001472,0.000417,1.560303
0.128164,0.996894,0.083459,1.215621,0.024288,0.193606,0.005216,0.048258,0.000800,0.014208,0.000352,0.001440,0.001504,0.000352,1.511085
0.143300,1.012862,0.134724,1.297926,0.019361,0.192582,0.005120,0.048609,0.000832,0.014241,0.000384,0.001504,0.001440,0.000384,1.587663
0.133764,0.996702,0.080994,1.218564,0.017953,0.193285,0.005281,0.049185,0.000800,0.014497,0.000352,0.001472,0.001440,0.000320,1.508301
0.139109,1.013278,0.089283,1.248486,0.022272,0.192965,0.005312,0.048514,0.000832,0.014304,0.000352,0.001536,0.001409,0.000352,1.542095
0.147140,0.998205,0.080355,1.232325,0.023425,0.193445,0.005441,0.048865,0.000576,0.014176,0.000352,0.001889,0.001664,0.000352,1.527694
0.143781,0.997950,0.081538,1.229701,0.018785,0.192965,0.005025,0.048801,0.000576,0.014177,0.000384,0.001504,0.001152,0.000352,1.518638
0.140484,0.999166,0.082755,1.229285,0.019008,0.192934,0.005312,0.048130,0.000800,0.014208,0.000352,0.001664,0.001120,0.000416,1.518573
0.144133,0.999902,0.082946,1.234917,0.018753,0.192678,0.005248,0.048993,0.000544,0.014049,0.000384,0.001504,0.001152,0.000384,1.523886
0.149764,1.015678,0.089155,1.263110,0.022272,0.193222,0.005312,0.049090,0.000832,0.014016,0.000352,0.001696,0.001120,0.000384,1.557166
0.139332,0.998142,0.082082,1.225764,0.018881,0.193158,0.005280,0.048129,0.000768,0.014273,0.000352,0.001504,0.001120,0.000384,1.514893
0.149572,1.013054,0.108099,1.277702,0.024961,0.192357,0.005185,0.048705,0.000832,0.013856,0.000384,0.001441,0.001120,0.000384,1.572207
0.140100,0.997214,0.081506,1.224772,0.020129,0.192966,0.005280,0.048545,0.000832,0.014177,0.000384,0.001600,0.001056,0.000384,1.515277
0.140100,1.019295,0.091523,1.259206,0.019488,0.195942,0.005376,0.048546,0.000832,0.013984,0.000416,0.001536,0.001152,0.000384,1.552782
0.174245,1.013599,0.083906,1.277798,0.017825,0.193702,0.005344,0.049249,0.000832,0.014113,0.000320,0.001536,0.001152,0.000352,1.567311
0.132932,1.010047,0.083042,1.232773,0.025153,0.213542,0.005313,0.048129,0.000832,0.013792,0.000352,0.001728,0.000896,0.000352,1.548751
0.136804,0.998846,0.082242,1.225380,0.025185,0.192870,0.005216,0.047970,0.000832,0.014112,0.000352,0.001504,0.001120,0.000608,1.520269
0.145348,1.000734,0.083299,1.236453,0.019680,0.192870,0.004992,0.049218,0.000832,0.014304,0.000320,0.001536,0.001344,0.000609,1.527630
0.181285,1.032671,0.085955,1.310791,0.019392,0.193477,0.005344,0.048610,0.000832,0.014176,0.000352,0.001536,0.001473,0.000416,1.602704
0.145956,0.999549,0.082819,1.235301,0.024865,0.193190,0.005120,0.049025,0.000576,0.014113,0.000352,0.001600,0.001568,0.000448,1.531662
0.150756,1.017311,0.108547,1.285606,0.021857,0.192902,0.005312,0.048385,0.000608,0.013793,0.000352,0.001760,0.001600,0.000384,1.578351
0.141732,1.000190,0.083203,1.232357,0.021632,0.193350,0.005312,0.048130,0.000832,0.014176,0.000352,0.001920,0.001280,0.000384,1.524877
0.146309,1.019422,0.137348,1.310215,0.023265,0.192454,0.005312,0.049026,0.000832,0.013760,0.000352,0.001472,0.001280,0.000384,1.604944
0.141828,0.998462,0.082211,1.229125,0.022016,0.192678,0.005344,0.048802,0.000800,0.013760,0.000384,0.001440,0.001472,0.000608,1.521389
0.148805,1.001854,0.120675,1.279014,0.020545,0.193126,0.005376,0.048449,0.000864,0.013793,0.000352,0.001408,0.001632,0.000352,1.570767
0.144004,0.999582,0.084035,1.235269,0.017472,0.192710,0.005312,0.048386,0.000832,0.013792,0.000352,0.001472,0.001184,0.000384,1.522541
0.150053,0.999806,0.083138,1.239781,0.022113,0.192742,0.005280,0.049185,0.000800,0.013824,0.000320,0.001440,0.001184,0.000352,1.532558
0.171397,0.998270,0.081347,1.257158,0.019072,0.192870,0.005312,0.048194,0.000832,0.013760,0.000352,0.001472,0.001216,0.000320,1.545870
0.147588,1.000254,0.083138,1.239461,0.025153,0.192934,0.005248,0.048577,0.000800,0.014017,0.000352,0.001504,0.001152,0.000384,1.535534
0.131588,1.017310,0.091171,1.247621,0.021441,0.192742,0.005344,0.048289,0.000768,0.013793,0.000352,0.001440,0.001184,0.000384,1.539214
0.146789,0.998718,0.081570,1.233445,0.017601,0.192517,0.005377,0.048769,0.000768,0.013729,0.000384,0.001408,0.001152,0.000384,1.520718
0.164004,1.015198,0.099107,1.285542,0.022561,0.192709,0.005313,0.048737,0.000832,0.013857,0.000384,0.001472,0.001152,0.000608,1.578863
0.138212,1.005342,0.080770,1.232101,0.017505,0.193253,0.005345,0.049185,0.000800,0.013793,0.000320,0.001440,0.001120,0.000320,1.520558
0.133572,1.016862,0.107267,1.265094,0.023041,0.192902,0.005376,0.048833,0.000608,0.013825,0.000384,0.001600,0.001056,0.000384,1.558767
0.147684,0.998494,0.082082,1.234789,0.025312,0.193222,0.005280,0.049442,0.000608,0.013824,0.000320,0.001504,0.001120,0.000416,1.531277
