Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-9],Layer[10],classifier
0.417073,0.017569,0.202728,0.005344,0.048450,0.000800,0.013984,0.183239,0.000673,0.896996
0.416080,0.017505,0.202632,0.005216,0.062179,0.000608,0.013760,0.188040,0.000672,0.913924
0.416432,0.017505,0.202312,0.005248,0.049250,0.000608,0.013824,0.176167,0.000576,0.889058
0.414417,0.017472,0.202312,0.005248,0.048386,0.000576,0.013665,0.175303,0.000928,0.885539
0.415984,0.017313,0.202408,0.005312,0.048514,0.000480,0.014625,0.177415,0.000608,0.890115
0.430513,0.017985,0.202504,0.005248,0.048450,0.000576,0.013889,0.179111,0.000608,0.905828
0.422736,0.018017,0.203944,0.005376,0.048066,0.000832,0.013729,0.207528,0.000992,0.932676
0.418896,0.017825,0.202504,0.005248,0.048130,0.000832,0.014337,0.215144,0.000960,0.932420
0.423153,0.017569,0.222088,0.005249,0.048866,0.000800,0.014144,0.194568,0.000928,0.937061
0.417104,0.017697,0.202184,0.005312,0.048322,0.000768,0.014689,0.176071,0.000672,0.889891
0.420529,0.017536,0.202024,0.005280,0.048930,0.000832,0.013921,0.179815,0.000640,0.896451
0.416176,0.017953,0.201928,0.005248,0.048514,0.000480,0.014432,0.180135,0.000480,0.892675
0.434289,0.017601,0.202248,0.005280,0.049186,0.000576,0.013633,0.184487,0.000608,0.915044
0.415889,0.017888,0.201768,0.005249,0.049730,0.000832,0.013696,0.187111,0.000640,0.899524
0.421617,0.017632,0.203464,0.005249,0.048674,0.000768,0.013568,0.177063,0.000640,0.895683
0.416561,0.017568,0.222697,0.005120,0.048290,0.000480,0.013729,0.180039,0.000736,0.912292
0.416976,0.017473,0.202696,0.005248,0.047746,0.000992,0.013760,0.188616,0.000768,0.902019
0.417200,0.017793,0.203976,0.005376,0.047586,0.000768,0.014273,0.182567,0.000672,0.897539
0.416176,0.017569,0.202280,0.005312,0.049218,0.000704,0.013760,0.174087,0.000608,0.886594
0.431376,0.017696,0.203592,0.005376,0.048290,0.000800,0.013953,0.175271,0.000768,0.903971
0.416400,0.017729,0.202088,0.005312,0.048514,0.000768,0.013696,0.174023,0.000736,0.885858
0.416432,0.021505,0.203112,0.005312,0.048706,0.000768,0.013793,0.184231,0.000608,0.900995
0.416177,0.017952,0.202055,0.005345,0.066242,0.000800,0.013825,0.179047,0.000640,0.909892
0.416016,0.017697,0.201864,0.005280,0.049186,0.000832,0.013569,0.181287,0.000704,0.893731
0.421680,0.017729,0.202568,0.005312,0.048354,0.000576,0.013697,0.181767,0.000672,0.900067
0.416401,0.017920,0.201864,0.005281,0.048257,0.000801,0.013408,0.181927,0.000640,0.893699
0.432177,0.017761,0.202600,0.005312,0.049122,0.000800,0.013664,0.194120,0.000576,0.924804
0.417776,0.017665,0.203400,0.005312,0.047490,0.000832,0.014177,0.183527,0.000640,0.898499
0.416880,0.017920,0.202504,0.005312,0.048162,0.000608,0.014017,0.184551,0.000672,0.898115
0.416464,0.017793,0.222409,0.005472,0.047842,0.000832,0.013696,0.181992,0.000640,0.914692
0.417873,0.017920,0.202312,0.005313,0.048385,0.000609,0.013792,0.175559,0.000576,0.889475
0.421265,0.017601,0.202632,0.005248,0.048546,0.000576,0.013696,0.182984,0.000864,0.900548
0.417937,0.017729,0.202055,0.005089,0.048898,0.000576,0.013696,0.183335,0.000800,0.897667
0.416432,0.017505,0.202952,0.005312,0.048514,0.000576,0.013601,0.181095,0.000640,0.893731
0.416785,0.017472,0.202376,0.005281,0.048610,0.000576,0.013696,0.187975,0.000800,0.900932
0.421489,0.017761,0.202183,0.005281,0.048674,0.000544,0.013856,0.181831,0.000640,0.899651
0.417456,0.017728,0.220489,0.005376,0.048578,0.000768,0.013825,0.187591,0.000896,0.921348
0.419217,0.018081,0.203784,0.005376,0.049442,0.000768,0.013984,0.197224,0.000832,0.916356
0.421681,0.017664,0.203560,0.005313,0.048801,0.000800,0.013664,0.186663,0.000801,0.906660
0.421297,0.017761,0.202919,0.005569,0.048642,0.000800,0.014368,0.183591,0.000672,0.903140
0.421040,0.017408,0.202408,0.005280,0.048162,0.000768,0.014177,0.191079,0.000832,0.908708
0.417776,0.017953,0.202600,0.005312,0.048290,0.000800,0.013888,0.188264,0.000608,0.902947
0.416432,0.017537,0.202536,0.005280,0.048194,0.000768,0.013857,0.184711,0.000640,0.897507
0.438802,0.017952,0.202568,0.005153,0.048321,0.000800,0.014113,0.183367,0.000672,0.919460
0.420336,0.017953,0.202504,0.005312,0.048354,0.000832,0.014017,0.186567,0.000704,0.903811
0.416432,0.017729,0.202792,0.005280,0.048194,0.000800,0.013696,0.181671,0.000736,0.894819
0.416240,0.017632,0.202664,0.005280,0.048258,0.000864,0.014369,0.193480,0.000832,0.907332
0.416816,0.017729,0.203400,0.005312,0.048546,0.000832,0.014273,0.193415,0.000705,0.908548
0.416593,0.017472,0.202472,0.005313,0.049410,0.000800,0.013824,0.180647,0.001056,0.894819
0.421360,0.021025,0.202728,0.005376,0.049506,0.000576,0.014689,0.177991,0.000768,0.901379
0.436049,0.017569,0.202984,0.005280,0.048226,0.000768,0.014017,0.187655,0.000736,0.920868
0.416528,0.017697,0.201992,0.005280,0.048290,0.000800,0.013953,0.174407,0.000800,0.887075
0.417616,0.017537,0.202216,0.005280,0.049634,0.001024,0.014017,0.184391,0.000672,0.899683
0.417136,0.017505,0.202280,0.005280,0.048194,0.000736,0.013377,0.174887,0.000640,0.886531
0.416144,0.017761,0.202504,0.005344,0.047938,0.000800,0.013697,0.186503,0.000896,0.898691
0.417328,0.017633,0.202152,0.005344,0.049218,0.000800,0.014433,0.178535,0.000832,0.893603
0.417905,0.017760,0.202567,0.005409,0.048418,0.000800,0.013920,0.180391,0.000960,0.895427
0.437873,0.018113,0.202632,0.005280,0.047874,0.000768,0.013953,0.176231,0.000576,0.910660
0.416560,0.017664,0.202696,0.005280,0.048642,0.000544,0.013761,0.187975,0.000672,0.901155
0.416592,0.017345,0.203464,0.005152,0.049314,0.000832,0.014496,0.176966,0.000577,0.891459
0.416048,0.017473,0.203400,0.005216,0.048930,0.000544,0.013920,0.185416,0.000640,0.899267
0.416624,0.017889,0.203336,0.005248,0.047810,0.000768,0.013953,0.187495,0.000576,0.901123
0.420945,0.017632,0.203368,0.005249,0.048162,0.000800,0.013952,0.180391,0.000736,0.898723
0.421232,0.017824,0.202440,0.005248,0.048418,0.000512,0.014145,0.179815,0.000672,0.896515
0.436562,0.017760,0.202888,0.005280,0.047937,0.000576,0.013889,0.185959,0.000640,0.918788
0.421489,0.017505,0.202472,0.005248,0.047842,0.000768,0.014112,0.180903,0.001120,0.899139
0.416304,0.017697,0.203016,0.005248,0.048194,0.000800,0.014304,0.190248,0.000640,0.904387
0.416145,0.017600,0.203496,0.005089,0.048098,0.000800,0.013984,0.179207,0.000704,0.892099
0.416784,0.017761,0.202952,0.005280,0.048578,0.000576,0.013633,0.186503,0.000576,0.899619
0.415825,0.017280,0.202280,0.005024,0.047586,0.000544,0.013761,0.168070,0.000576,0.877603
0.416560,0.017601,0.202760,0.004992,0.047906,0.000544,0.013569,0.174471,0.000576,0.885539
0.435953,0.017728,0.202504,0.004769,0.047137,0.000576,0.013632,0.164518,0.000576,0.894691
0.415888,0.017409,0.202248,0.005248,0.047362,0.000800,0.013568,0.175751,0.000512,0.885570
0.417008,0.017473,0.201992,0.004864,0.047298,0.000736,0.013601,0.185159,0.000576,0.895171
0.420176,0.017569,0.202536,0.005184,0.046946,0.000576,0.013377,0.175911,0.000640,0.889155
0.416080,0.017473,0.203240,0.005280,0.047650,0.000768,0.013409,0.187783,0.000640,0.899555
0.416336,0.017761,0.202536,0.005280,0.047138,0.000576,0.013729,0.188711,0.000800,0.900739
0.415889,0.017440,0.202248,0.005249,0.047361,0.000608,0.013697,0.179847,0.000672,0.889347
0.415952,0.017345,0.223529,0.005408,0.047298,0.000576,0.013601,0.174598,0.000705,0.905892
0.416273,0.017216,0.201928,0.004833,0.046913,0.000576,0.013601,0.177767,0.000608,0.885475
0.462610,0.017377,0.202440,0.004832,0.047554,0.000448,0.013632,0.172615,0.000800,0.927972
0.416048,0.017313,0.202344,0.004896,0.047074,0.000576,0.013665,0.180167,0.000672,0.889635
0.431281,0.017377,0.202760,0.005248,0.047234,0.000576,0.013376,0.177831,0.000800,0.903715
0.415440,0.017472,0.202792,0.005280,0.046978,0.000608,0.013441,0.173863,0.000608,0.883395
0.416880,0.017953,0.203336,0.004864,0.046978,0.000480,0.013600,0.173190,0.000576,0.884706
0.415504,0.017953,0.233353,0.005184,0.048194,0.000448,0.013697,0.179399,0.000768,0.922372
0.416528,0.017601,0.202408,0.005440,0.048290,0.000800,0.014113,0.178503,0.000800,0.891363
0.416977,0.017601,0.202279,0.005249,0.047426,0.000800,0.013696,0.174823,0.000608,0.886403
0.420176,0.017281,0.202568,0.005248,0.049346,0.000608,0.013729,0.175079,0.000800,0.891939
0.433393,0.017537,0.202440,0.004800,0.048002,0.000544,0.013665,0.173254,0.000672,0.901764
0.415568,0.017473,0.202472,0.005216,0.048098,0.000544,0.013632,0.179623,0.000608,0.889827
0.421168,0.017217,0.202216,0.005216,0.047938,0.000576,0.013408,0.171559,0.000544,0.886786
0.420208,0.017409,0.202248,0.005536,0.064483,0.000608,0.013440,0.181159,0.000640,0.912963
0.419633,0.017281,0.202311,0.004769,0.047394,0.000544,0.013600,0.176103,0.000672,0.889891
0.420625,0.017504,0.202600,0.004865,0.047169,0.000576,0.013633,0.191271,0.000832,0.905348
0.421073,0.017697,0.202279,0.005249,0.048418,0.000608,0.014048,0.180647,0.000672,0.901347
0.430545,0.017761,0.202696,0.005056,0.047906,0.000800,0.013601,0.185607,0.000736,0.913220
0.416337,0.017408,0.202408,0.005313,0.048385,0.000769,0.013856,0.193288,0.000928,0.907108
0.419408,0.017505,0.201992,0.005248,0.048130,0.000832,0.014337,0.181831,0.000992,0.897475
0.417489,0.017728,0.220649,0.005344,0.050498,0.000608,0.014465,0.178663,0.000672,0.914148
0.419920,0.017761,0.202600,0.005312,0.049346,0.000576,0.014113,0.168230,0.000704,0.885858
0.415312,0.017825,0.201960,0.004992,0.048930,0.000576,0.013857,0.176423,0.000608,0.887587
0.420016,0.017793,0.202408,0.004800,0.048482,0.000576,0.013857,0.173575,0.000544,0.889283
0.434513,0.017729,0.202024,0.005248,0.048450,0.000608,0.013857,0.180391,0.000864,0.911396
0.415920,0.017601,0.202952,0.004896,0.048130,0.000576,0.014081,0.183911,0.000736,0.896483
0.416944,0.017505,0.202152,0.005344,0.048226,0.000800,0.014209,0.185319,0.000736,0.900579
0.416977,0.017953,0.218824,0.005344,0.048738,0.000768,0.014113,0.183143,0.000640,0.914372
0.416208,0.017696,0.202760,0.005248,0.049666,0.000800,0.013921,0.177575,0.000896,0.892835
0.420272,0.017505,0.202024,0.005280,0.047970,0.000768,0.014208,0.176583,0.000736,0.892706
0.416113,0.017345,0.202215,0.005313,0.048962,0.000544,0.014016,0.176199,0.000832,0.889219
0.415505,0.017632,0.202216,0.004801,0.050274,0.000576,0.013824,0.177319,0.000672,0.889955
0.420144,0.017761,0.202152,0.005280,0.048482,0.000544,0.013825,0.185319,0.000800,0.901859
0.415600,0.017537,0.202376,0.005280,0.048002,0.000544,0.013856,0.181576,0.000800,0.892771
0.421873,0.017601,0.224328,0.005121,0.047617,0.000545,0.013728,0.180455,0.000832,0.920292
0.420176,0.017505,0.202088,0.005248,0.047522,0.000576,0.013761,0.160486,0.000736,0.875650
0.420721,0.017217,0.202088,0.005152,0.047938,0.000608,0.013696,0.188680,0.000736,0.904932
0.416368,0.017761,0.202856,0.005248,0.048578,0.000576,0.013729,0.171046,0.000608,0.884067
0.416657,0.017473,0.202183,0.005281,0.048482,0.000576,0.013408,0.182599,0.000736,0.894499
0.421009,0.017280,0.202184,0.005249,0.048418,0.000480,0.013760,0.169255,0.000576,0.884707
0.420464,0.017441,0.202824,0.005184,0.048162,0.000640,0.013633,0.174279,0.000736,0.889795
0.415088,0.017441,0.222120,0.005281,0.047362,0.000576,0.013664,0.174951,0.000768,0.903971
0.419697,0.017440,0.201992,0.005056,0.047330,0.000576,0.013601,0.174663,0.000544,0.887491
0.417072,0.017665,0.202824,0.005280,0.047426,0.000576,0.013696,0.179911,0.000608,0.890914
0.415376,0.017857,0.202568,0.005184,0.046946,0.000576,0.013632,0.184871,0.000704,0.894403
0.448497,0.017985,0.202280,0.005152,0.046946,0.000576,0.013665,0.202152,0.000640,0.944613
0.415760,0.017857,0.202088,0.005280,0.047778,0.000992,0.013569,0.187687,0.001120,0.900419
0.417616,0.017857,0.202664,0.005312,0.046914,0.000544,0.013760,0.182055,0.000704,0.894787
0.416048,0.017505,0.221225,0.005216,0.048194,0.000544,0.013824,0.175623,0.000640,0.905571
0.415472,0.017409,0.202152,0.004800,0.049122,0.000768,0.013472,0.169575,0.001024,0.880194
0.414448,0.017281,0.202472,0.005280,0.047458,0.000544,0.013537,0.181063,0.000608,0.888931
0.419889,0.017408,0.201832,0.005088,0.047106,0.000576,0.013729,0.182439,0.000704,0.895139
0.433041,0.017473,0.202248,0.004832,0.047138,0.000544,0.013536,0.169479,0.000896,0.896483
0.417424,0.017505,0.202248,0.005280,0.047458,0.000864,0.013569,0.180007,0.000608,0.891779
0.415504,0.017441,0.202248,0.005536,0.047330,0.001056,0.013537,0.176039,0.000800,0.886083
0.420336,0.017153,0.202088,0.005152,0.047010,0.000544,0.013536,0.217065,0.000672,0.930116
0.419793,0.017536,0.202440,0.005249,0.047745,0.000608,0.013537,0.179527,0.001152,0.895555
0.418288,0.017953,0.203912,0.005248,0.047490,0.000544,0.013697,0.190631,0.000704,0.905955
0.416368,0.017728,0.202440,0.005312,0.047714,0.000608,0.013761,0.188135,0.000960,0.900995
0.435601,0.017921,0.202120,0.005312,0.048418,0.000544,0.013664,0.194472,0.000768,0.926884
0.419856,0.017888,0.202376,0.005312,0.048162,0.000800,0.013921,0.195816,0.000768,0.912740
0.420016,0.017889,0.202440,0.005280,0.048450,0.000544,0.013921,0.184615,0.000832,0.901731
0.415888,0.017921,0.223785,0.005632,0.048578,0.000608,0.013697,0.182375,0.000736,0.917988
0.417041,0.017697,0.202088,0.005184,0.048674,0.000608,0.013728,0.184840,0.001024,0.898724
0.420273,0.017792,0.202856,0.005249,0.048097,0.000576,0.013568,0.183463,0.000832,0.899907
0.415825,0.018497,0.202055,0.005281,0.047618,0.000576,0.013696,0.174919,0.000640,0.886979
0.421073,0.017953,0.202120,0.005280,0.048450,0.000800,0.014144,0.188072,0.000640,0.906820
0.415760,0.017761,0.202920,0.005216,0.048450,0.000576,0.013985,0.189895,0.000800,0.903427
0.416336,0.017793,0.202376,0.005312,0.048354,0.000800,0.013857,0.179335,0.000832,0.894595
0.420112,0.017729,0.222825,0.005536,0.048866,0.000544,0.014560,0.182504,0.000800,0.921572
0.416049,0.017632,0.202088,0.005281,0.048417,0.000768,0.014080,0.181383,0.000704,0.895107
0.416464,0.017441,0.202376,0.005312,0.047810,0.000576,0.013984,0.183688,0.000864,0.896067
0.415632,0.017729,0.202440,0.005312,0.048642,0.000576,0.014016,0.176807,0.000640,0.890146
0.417041,0.017696,0.201992,0.005280,0.050530,0.000577,0.013952,0.180135,0.000704,0.896003
0.416208,0.017473,0.202536,0.005056,0.048802,0.000768,0.013825,0.182727,0.000768,0.895587
0.416688,0.017601,0.202920,0.005312,0.048290,0.000832,0.013793,0.175238,0.000768,0.889507
0.415824,0.017729,0.221129,0.005376,0.048418,0.000832,0.014240,0.189512,0.000768,0.922596
0.416113,0.017600,0.202472,0.005281,0.048449,0.000769,0.013792,0.179623,0.000800,0.892931
0.420433,0.017793,0.202055,0.005281,0.048642,0.000544,0.013760,0.186023,0.000864,0.903332
0.420113,0.017825,0.202632,0.005280,0.047746,0.000608,0.013760,0.173031,0.000864,0.889411
0.420241,0.018017,0.202152,0.005312,0.047906,0.000544,0.014240,0.181896,0.000960,0.899332
0.415633,0.018017,0.202823,0.005089,0.050914,0.000768,0.013984,0.183528,0.000768,0.898788
0.420336,0.017505,0.203240,0.005280,0.047970,0.000800,0.013921,0.182887,0.000704,0.900963
0.442098,0.017600,0.202248,0.004833,0.047265,0.000544,0.013825,0.185127,0.000768,0.921892
0.416080,0.017537,0.202152,0.005280,0.050146,0.000576,0.013697,0.180263,0.000704,0.894275
0.416784,0.017729,0.202056,0.005280,0.047906,0.000800,0.013697,0.171943,0.000640,0.884835
0.416912,0.017505,0.202376,0.005248,0.047970,0.000608,0.013761,0.181991,0.000896,0.895747
0.416112,0.017825,0.202248,0.005376,0.047842,0.000544,0.013601,0.183815,0.000704,0.895331
0.415601,0.017185,0.201735,0.005313,0.048194,0.000544,0.014080,0.184967,0.000704,0.895396
0.419792,0.017313,0.201992,0.005280,0.049538,0.000576,0.013856,0.181831,0.000640,0.897539
0.415536,0.036290,0.202536,0.004768,0.048418,0.000576,0.013632,0.178791,0.000640,0.908228
0.415377,0.017696,0.202120,0.005281,0.047265,0.000577,0.013600,0.183783,0.000576,0.892419
0.419985,0.017313,0.202536,0.005248,0.047330,0.000576,0.013632,0.175815,0.000640,0.890019
0.415472,0.017441,0.202984,0.005312,0.047490,0.000544,0.013665,0.177127,0.000704,0.888099
0.421745,0.017441,0.202760,0.005280,0.047298,0.000544,0.013888,0.176391,0.000704,0.892995
0.420721,0.017280,0.202088,0.005281,0.047713,0.000640,0.013697,0.176615,0.000768,0.891715
0.416913,0.017568,0.202119,0.005249,0.047233,0.000544,0.013728,0.180743,0.000640,0.891843
0.416752,0.017281,0.222761,0.005216,0.047586,0.000544,0.013568,0.176647,0.000704,0.908003
0.415344,0.017889,0.202120,0.004896,0.047650,0.000576,0.013601,0.175334,0.000736,0.884547
0.417360,0.017696,0.202120,0.005280,0.047682,0.000800,0.013569,0.177639,0.000768,0.889603
0.420784,0.017729,0.202248,0.005280,0.047298,0.000544,0.013409,0.176678,0.000609,0.890947
0.433361,0.017441,0.202664,0.005216,0.047010,0.000576,0.013633,0.168518,0.000704,0.896067
0.415120,0.017473,0.201768,0.005184,0.046978,0.000608,0.013504,0.186216,0.000576,0.893827
