Layer[0],Layer[1],Layer[2],TEE[3-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.422384,0.017537,0.202664,0.246122,0.015552,0.000480,0.001568,0.001280,0.000576,0.915747
0.420272,0.017953,0.202472,0.248618,0.015328,0.000480,0.001569,0.000928,0.000352,0.915556
0.415664,0.017761,0.202504,0.247466,0.014816,0.000448,0.001568,0.000960,0.000320,0.908740
0.416785,0.018112,0.203175,0.262635,0.014528,0.000448,0.001472,0.000992,0.000384,0.925509
0.415889,0.017537,0.203144,0.231401,0.014592,0.000480,0.001568,0.000928,0.000320,0.892803
0.415568,0.017601,0.202664,0.244746,0.014944,0.000448,0.001536,0.001152,0.000352,0.908196
0.419440,0.018081,0.224841,0.240425,0.014337,0.000448,0.001536,0.000960,0.000384,0.928356
0.420016,0.017857,0.203368,0.238857,0.014273,0.000512,0.001536,0.000928,0.000352,0.905059
0.420721,0.017536,0.205673,0.242249,0.014273,0.000448,0.001536,0.000928,0.000352,0.910884
0.415888,0.017761,0.203272,0.240265,0.014337,0.000448,0.001536,0.000864,0.000384,0.901571
0.420016,0.017505,0.201832,0.233481,0.014112,0.000448,0.001536,0.000864,0.000320,0.897572
0.420944,0.017857,0.201736,0.246506,0.014368,0.000480,0.001504,0.000960,0.000352,0.912067
0.415600,0.017441,0.202408,0.241353,0.014241,0.000448,0.001504,0.000896,0.000352,0.901347
0.436241,0.017601,0.202504,0.244745,0.013985,0.000480,0.001472,0.000960,0.000384,0.925828
0.416528,0.017760,0.201896,0.244746,0.014112,0.000448,0.001473,0.000896,0.000352,0.905060
0.420273,0.017505,0.202728,0.242057,0.014593,0.000544,0.001568,0.001088,0.000352,0.909540
0.417296,0.017345,0.202824,0.229385,0.014240,0.000480,0.001472,0.000928,0.000576,0.891939
0.415792,0.017761,0.202088,0.245066,0.014624,0.000448,0.001472,0.000896,0.000320,0.905923
0.420305,0.017505,0.202600,0.240553,0.014113,0.000480,0.001440,0.000960,0.000352,0.906404
0.420465,0.017281,0.202312,0.237097,0.014432,0.000448,0.001473,0.000896,0.000352,0.901956
0.436529,0.017728,0.202536,0.234026,0.014560,0.000480,0.001568,0.001056,0.000416,0.916547
0.420976,0.018144,0.202760,0.237034,0.014304,0.000448,0.001504,0.001024,0.000352,0.904707
0.417457,0.017665,0.202344,0.231561,0.014272,0.000416,0.001472,0.000960,0.000320,0.894340
0.416336,0.017473,0.203400,0.265451,0.014752,0.000480,0.001536,0.001056,0.000352,0.929124
0.415825,0.017633,0.202536,0.253129,0.014048,0.000512,0.001536,0.001184,0.000352,0.914788
0.417840,0.017537,0.202568,0.255786,0.014913,0.000448,0.001632,0.001120,0.000352,0.921060
0.416624,0.018017,0.202824,0.238249,0.014721,0.000448,0.001568,0.001120,0.000352,0.901539
0.437777,0.017377,0.202920,0.248362,0.014368,0.000416,0.001568,0.001024,0.000352,0.932516
0.416144,0.017696,0.202440,0.235850,0.014368,0.000448,0.001536,0.001056,0.000352,0.898019
0.421168,0.017569,0.202152,0.241417,0.014144,0.000416,0.001568,0.000896,0.000320,0.907619
0.420465,0.017697,0.220680,0.236362,0.014336,0.000480,0.001600,0.000992,0.000384,0.921284
0.420560,0.017953,0.202376,0.248330,0.014912,0.000448,0.001569,0.001024,0.000352,0.915588
0.420721,0.017921,0.203144,0.247081,0.014337,0.000448,0.001536,0.000992,0.000352,0.914340
0.420241,0.017569,0.202184,0.249802,0.014144,0.000448,0.001568,0.001024,0.000832,0.915812
0.420528,0.018049,0.203208,0.252618,0.014976,0.000448,0.001569,0.001088,0.000288,0.921188
0.421137,0.017793,0.202696,0.252650,0.014656,0.000480,0.001536,0.001184,0.000320,0.920900
0.417520,0.018336,0.202824,0.248842,0.014145,0.000448,0.001728,0.001024,0.000544,0.914084
0.446226,0.017761,0.203240,0.254090,0.014848,0.000480,0.001536,0.001025,0.000672,0.947686
0.420497,0.017793,0.203304,0.247721,0.014177,0.000512,0.001568,0.001120,0.000384,0.915524
0.420464,0.017601,0.203144,0.245609,0.014272,0.000480,0.001504,0.000960,0.000832,0.912515
0.420752,0.017633,0.202472,0.276619,0.014273,0.000480,0.001568,0.000960,0.000608,0.943973
0.416272,0.017761,0.202472,0.250506,0.014369,0.000480,0.001504,0.001088,0.000640,0.912676
0.419984,0.017793,0.202216,0.246441,0.014177,0.000448,0.001536,0.001056,0.000832,0.911811
0.416433,0.017729,0.202856,0.245545,0.014305,0.000480,0.001536,0.001088,0.000864,0.908388
0.441585,0.018177,0.202760,0.245257,0.014753,0.000480,0.001472,0.001120,0.000320,0.934373
0.421329,0.018016,0.202696,0.247082,0.014593,0.000448,0.001888,0.000992,0.000384,0.916676
0.422128,0.017729,0.205256,0.246346,0.014368,0.000416,0.001472,0.000928,0.000384,0.916868
0.421104,0.017697,0.202856,0.310348,0.014689,0.000512,0.001472,0.000960,0.000352,0.977894
0.416240,0.017953,0.202408,0.252874,0.014145,0.000448,0.001440,0.001056,0.000384,0.914692
0.416336,0.017985,0.201864,0.247625,0.014529,0.000480,0.001440,0.001024,0.000832,0.909891
0.420817,0.017665,0.201960,0.245801,0.014177,0.000448,0.001504,0.000992,0.000416,0.912708
0.420464,0.017697,0.202056,0.246185,0.014689,0.000416,0.001504,0.000960,0.000320,0.912420
0.421168,0.018016,0.204072,0.234729,0.014368,0.000512,0.001472,0.001088,0.000384,0.903715
0.421456,0.017985,0.202440,0.248266,0.014752,0.000480,0.001472,0.001024,0.000352,0.916132
0.421617,0.017632,0.202887,0.248106,0.014305,0.000512,0.001536,0.001120,0.000384,0.935205
0.418224,0.017985,0.202984,0.246154,0.014208,0.000512,0.001536,0.001024,0.000352,0.911460
0.421648,0.018017,0.203208,0.243274,0.014144,0.000480,0.001504,0.001024,0.000320,0.911907
0.417808,0.017857,0.202632,0.243017,0.014177,0.000480,0.001568,0.001056,0.000384,0.906659
0.417136,0.017921,0.202568,0.245930,0.014560,0.000480,0.001536,0.001024,0.000384,0.909635
0.422544,0.017825,0.202440,0.248330,0.014624,0.000480,0.001505,0.001056,0.000384,0.917124
0.421456,0.017537,0.203304,0.245194,0.014240,0.000448,0.001473,0.001088,0.000416,0.913252
0.438609,0.017729,0.202504,0.235913,0.015841,0.000480,0.001504,0.001376,0.000384,0.922852
0.418800,0.017761,0.202568,0.232777,0.014337,0.000480,0.001632,0.001088,0.000384,0.897923
0.422737,0.017568,0.202632,0.241450,0.014752,0.000448,0.001632,0.000928,0.000352,0.910276
0.420240,0.018049,0.202312,0.270923,0.014592,0.000480,0.001504,0.000960,0.000864,0.938212
0.415537,0.017760,0.202120,0.251306,0.014785,0.000448,0.001696,0.001088,0.000416,0.913796
0.421040,0.017537,0.201832,0.245322,0.014432,0.000480,0.001472,0.001056,0.000384,0.911203
0.416977,0.017729,0.202184,0.235369,0.014752,0.000480,0.001633,0.000992,0.000384,0.898116
0.439794,0.017632,0.202600,0.235658,0.014496,0.000448,0.002112,0.000960,0.000608,0.922340
0.422129,0.017697,0.202663,0.248521,0.014785,0.000448,0.001696,0.001408,0.000640,0.917476
0.420657,0.017537,0.202440,0.230601,0.014720,0.000704,0.002016,0.000897,0.000352,0.896996
0.419728,0.017825,0.202184,0.268362,0.015073,0.000480,0.001600,0.000960,0.000352,0.934596
0.420273,0.017664,0.202888,0.231753,0.014144,0.000448,0.001472,0.001024,0.000384,0.896995
0.415729,0.017536,0.202376,0.239690,0.014400,0.000608,0.001472,0.001056,0.000384,0.901284
0.417168,0.017505,0.202408,0.235529,0.014465,0.000448,0.001504,0.001056,0.000576,0.898979
0.437041,0.017953,0.202792,0.246505,0.014817,0.000448,0.001408,0.001024,0.000352,0.930820
0.416560,0.017697,0.203240,0.243786,0.014080,0.000512,0.001568,0.001088,0.000384,0.906883
0.416497,0.017312,0.202568,0.253706,0.014209,0.000448,0.001536,0.000896,0.000320,0.915268
0.421136,0.017696,0.221001,0.257642,0.014369,0.000512,0.001472,0.000928,0.000384,0.943045
0.416912,0.017697,0.202152,0.230633,0.013984,0.000480,0.001472,0.001024,0.000352,0.892707
0.417009,0.017696,0.202664,0.244906,0.014241,0.000416,0.001536,0.001024,0.000352,0.906692
0.416592,0.017953,0.202760,0.232137,0.014144,0.000480,0.001537,0.000992,0.000352,0.894851
0.421873,0.017985,0.202536,0.242505,0.014177,0.000448,0.001504,0.000992,0.000384,0.910116
0.420048,0.017441,0.202472,0.242761,0.014209,0.000480,0.001472,0.001120,0.000448,0.907555
0.420336,0.017505,0.202664,0.240969,0.014336,0.000480,0.001504,0.001152,0.000416,0.908579
0.417008,0.017760,0.218153,0.251466,0.014272,0.000544,0.001472,0.001024,0.000321,0.930661
0.416080,0.017953,0.202792,0.240777,0.014177,0.000480,0.001568,0.001024,0.000416,0.902979
0.420304,0.017793,0.202824,0.244778,0.014240,0.000544,0.001504,0.001120,0.000416,0.911523
0.417073,0.017504,0.202888,0.231050,0.014496,0.000480,0.001536,0.001056,0.000352,0.894115
0.416273,0.017952,0.202472,0.241802,0.014464,0.000480,0.001441,0.000992,0.000352,0.903524
0.416528,0.017729,0.202344,0.241737,0.014049,0.000448,0.001472,0.001088,0.000384,0.903875
0.416593,0.017696,0.202824,0.241002,0.013984,0.000608,0.001505,0.001120,0.000352,0.903044
0.449809,0.018145,0.202248,0.236937,0.013953,0.000448,0.001376,0.000960,0.000416,0.932196
0.416560,0.017665,0.202664,0.233033,0.014401,0.000448,0.001472,0.001120,0.000352,0.895171
0.420752,0.017761,0.202504,0.238121,0.014081,0.000480,0.001472,0.000960,0.000384,0.904515
0.420465,0.017537,0.202759,0.245897,0.014433,0.000480,0.001504,0.001120,0.000352,0.913156
0.421872,0.017601,0.203368,0.235881,0.014401,0.000480,0.001376,0.001088,0.000608,0.904419
0.415920,0.017857,0.202504,0.239529,0.014401,0.000512,0.001472,0.001024,0.000384,0.901155
0.420433,0.017633,0.202855,0.231977,0.014336,0.000480,0.001472,0.000960,0.000640,0.898307
0.433137,0.017825,0.206984,0.284619,0.014049,0.000544,0.001408,0.001056,0.000384,0.967558
0.420944,0.017473,0.202920,0.243114,0.014112,0.000480,0.001440,0.000960,0.000384,0.909923
0.416656,0.017249,0.203304,0.248170,0.015200,0.000512,0.001408,0.001056,0.000416,0.911107
0.416560,0.017697,0.202760,0.261610,0.014721,0.000576,0.001536,0.001024,0.000416,0.924004
0.416304,0.017888,0.202568,0.243466,0.014336,0.000544,0.001440,0.000993,0.000384,0.905700
0.416305,0.017696,0.203432,0.247882,0.014273,0.000512,0.001504,0.001120,0.000352,0.911812
0.415952,0.017825,0.202632,0.245226,0.014304,0.000544,0.001504,0.001056,0.000352,0.907683
0.451377,0.017601,0.202984,0.234953,0.014529,0.000448,0.001504,0.000960,0.000640,0.933060
0.420592,0.017728,0.203080,0.237034,0.014272,0.000448,0.001472,0.000896,0.000320,0.903715
0.416720,0.017921,0.202600,0.244713,0.014209,0.000448,0.001504,0.000992,0.000384,0.906243
0.415984,0.017505,0.202056,0.249866,0.014752,0.000448,0.001600,0.000928,0.000320,0.911108
0.420209,0.017505,0.202600,0.241289,0.014049,0.000416,0.001408,0.000896,0.000352,0.905476
0.422225,0.017761,0.202344,0.245129,0.014497,0.000448,0.001536,0.000960,0.000352,0.912292
0.420592,0.017793,0.202408,0.237481,0.014081,0.000448,0.001504,0.000992,0.000416,0.903075
0.436977,0.018497,0.203400,0.239561,0.014849,0.000512,0.001536,0.000992,0.000608,0.925444
0.416816,0.018401,0.203432,0.233801,0.014433,0.000448,0.001568,0.000960,0.000384,0.898787
0.420817,0.018145,0.202440,0.250889,0.015201,0.000448,0.001568,0.001152,0.000320,0.918948
0.417392,0.017761,0.202408,0.261098,0.014593,0.000512,0.001472,0.001088,0.000384,0.924580
0.420912,0.017633,0.202152,0.245962,0.014624,0.000480,0.001440,0.001312,0.000384,0.912804
0.420656,0.017633,0.202216,0.232713,0.014689,0.000480,0.001440,0.000992,0.000384,0.898915
0.420496,0.017824,0.202280,0.239370,0.014464,0.000448,0.001472,0.001280,0.000320,0.907491
0.433937,0.017536,0.202568,0.242570,0.014624,0.000448,0.001601,0.000992,0.000384,0.921796
0.422737,0.017665,0.202376,0.232713,0.014912,0.000448,0.001729,0.000896,0.000384,0.901348
0.417233,0.017536,0.202664,0.240170,0.014880,0.000480,0.001601,0.001056,0.000352,0.902884
0.416400,0.017473,0.216680,0.237034,0.014624,0.000512,0.001440,0.000928,0.000320,0.913731
0.417360,0.017697,0.203144,0.242954,0.015424,0.000448,0.001600,0.000960,0.000352,0.908579
0.421201,0.017921,0.202088,0.235529,0.014657,0.000384,0.001504,0.000864,0.000352,0.902244
0.415856,0.017729,0.203240,0.242985,0.014465,0.000448,0.001888,0.000832,0.000352,0.905155
0.420305,0.017601,0.205064,0.242473,0.014593,0.000448,0.001408,0.000960,0.000416,0.911140
0.423056,0.017921,0.202504,0.247114,0.014688,0.000448,0.001536,0.001025,0.000416,0.916644
0.420817,0.017697,0.204072,0.228585,0.014016,0.000448,0.001568,0.000929,0.000416,0.896068
0.420880,0.017536,0.222505,0.230249,0.014433,0.000480,0.001504,0.000896,0.000416,0.916836
0.420528,0.017537,0.203720,0.230633,0.014561,0.000480,0.001504,0.000928,0.000448,0.897379
0.417105,0.017632,0.202536,0.237066,0.014336,0.000448,0.001472,0.000896,0.000352,0.899363
0.416848,0.017953,0.202696,0.271243,0.014240,0.000512,0.001504,0.001025,0.000384,0.934629
0.416400,0.017761,0.202600,0.229929,0.014369,0.000416,0.001568,0.000928,0.000384,0.892899
0.420753,0.017696,0.202472,0.245578,0.014337,0.000448,0.001504,0.001088,0.000352,0.912420
0.417520,0.017505,0.202056,0.241481,0.014177,0.000448,0.001728,0.000960,0.000384,0.903683
0.422065,0.017825,0.224808,0.245162,0.014369,0.000512,0.001504,0.000992,0.000384,0.935813
0.422320,0.017632,0.202440,0.240106,0.014432,0.000416,0.001600,0.000864,0.000320,0.907875
0.421681,0.017633,0.202568,0.232073,0.014272,0.000448,0.001537,0.000896,0.000416,0.899556
0.418544,0.017665,0.202472,0.243881,0.014625,0.000544,0.001504,0.000960,0.000384,0.909187
0.417169,0.017633,0.202183,0.234090,0.014432,0.000544,0.001568,0.001088,0.000384,0.897123
0.416945,0.017664,0.202344,0.231465,0.014049,0.000480,0.001408,0.001024,0.000320,0.892899
0.421809,0.017729,0.202248,0.249033,0.014401,0.000512,0.001440,0.000928,0.000384,0.916260
0.437617,0.017697,0.202536,0.242153,0.014497,0.000448,0.001472,0.000992,0.000352,0.926244
0.420976,0.017280,0.202984,0.243050,0.014400,0.000448,0.001472,0.000961,0.000384,0.910180
0.417200,0.017409,0.202728,0.234697,0.014337,0.000480,0.001472,0.001024,0.000352,0.897091
0.421073,0.017441,0.202568,0.233129,0.014272,0.000448,0.001569,0.000928,0.000384,0.898980
0.415696,0.017889,0.202312,0.245225,0.014529,0.000480,0.001504,0.000960,0.000384,0.906211
0.415504,0.017569,0.203112,0.239657,0.014113,0.000448,0.001472,0.000960,0.000416,0.900771
0.420016,0.018049,0.202792,0.234889,0.014337,0.000448,0.001440,0.001024,0.000352,0.901123
0.442674,0.017985,0.202760,0.241129,0.015713,0.000480,0.001472,0.001088,0.000608,0.932389
0.420560,0.017889,0.202824,0.240265,0.014305,0.000512,0.001440,0.001088,0.000384,0.907107
0.417552,0.017889,0.203784,0.250090,0.014721,0.000448,0.001664,0.001088,0.000416,0.916836
0.418097,0.017729,0.202952,0.270250,0.014849,0.000480,0.001664,0.001152,0.000640,0.936549
0.416592,0.017825,0.202824,0.247658,0.014528,0.000480,0.001537,0.001056,0.000384,0.911428
0.416880,0.017761,0.202408,0.234473,0.014369,0.000480,0.001600,0.001088,0.000800,0.897827
0.417009,0.017760,0.202312,0.245002,0.014433,0.000448,0.001536,0.001120,0.000608,0.908196
0.434801,0.017825,0.202312,0.243241,0.014753,0.000448,0.001504,0.001056,0.000608,0.924740
0.416337,0.017664,0.201960,0.239050,0.014592,0.000512,0.001632,0.001088,0.000385,0.901380
0.416336,0.017729,0.203112,0.236745,0.014529,0.000480,0.001568,0.001024,0.000352,0.899939
0.416432,0.017569,0.221224,0.269930,0.014337,0.000480,0.001504,0.000928,0.000576,0.951525
0.417233,0.017696,0.202248,0.235530,0.014496,0.000448,0.001472,0.001024,0.000384,0.898179
0.416753,0.017952,0.203112,0.241066,0.014561,0.000448,0.001504,0.001216,0.000384,0.905476
0.416112,0.017569,0.202888,0.244874,0.014400,0.000480,0.001600,0.001088,0.000353,0.908004
0.417361,0.017792,0.202248,0.240746,0.014496,0.000448,0.001601,0.000960,0.000384,0.904292
0.419984,0.017825,0.202504,0.247562,0.014464,0.000416,0.001600,0.001056,0.000320,0.913572
0.416209,0.018145,0.202151,0.241577,0.014113,0.000448,0.001696,0.001024,0.000320,0.903492
0.416592,0.017793,0.223657,0.245418,0.014496,0.000448,0.001472,0.001088,0.000384,0.929444
