TEE[0-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.668972,0.005281,0.047459,0.000608,0.014017,0.000384,0.001408,0.000928,0.000352,1.747345
1.698447,0.005472,0.048355,0.000608,0.013505,0.000384,0.001505,0.000960,0.000352,1.777876
1.669932,0.005409,0.047523,0.001120,0.013569,0.000416,0.001440,0.001184,0.000384,1.748593
1.685998,0.005280,0.047427,0.000608,0.013344,0.000417,0.001472,0.000992,0.000352,1.762675
1.663532,0.005280,0.047459,0.000608,0.013345,0.000416,0.001472,0.001024,0.000384,1.741009
1.701423,0.005344,0.047620,0.000608,0.013473,0.000416,0.001440,0.000928,0.000352,1.778356
1.690190,0.005185,0.048003,0.000800,0.013889,0.000352,0.001408,0.001024,0.000384,1.769523
1.713167,0.005216,0.048035,0.000608,0.013600,0.000384,0.001473,0.000992,0.000384,1.791252
1.682381,0.005280,0.047651,0.000576,0.013441,0.000416,0.001408,0.001024,0.000320,1.760499
1.682061,0.005440,0.047459,0.000576,0.013953,0.000384,0.001376,0.001088,0.000352,1.760498
1.655244,0.005184,0.047395,0.000768,0.013953,0.000416,0.001376,0.000929,0.000352,1.733009
1.679757,0.005440,0.048228,0.000576,0.013921,0.000352,0.001472,0.001056,0.000384,1.759634
1.670924,0.005440,0.047587,0.000576,0.014273,0.000608,0.001472,0.000928,0.000352,1.749522
1.675053,0.005184,0.047972,0.000544,0.013409,0.000448,0.001440,0.001152,0.000288,1.752466
1.681102,0.005472,0.050468,0.000832,0.014305,0.000352,0.001504,0.001184,0.000416,1.765427
1.736529,0.005473,0.050083,0.000832,0.013665,0.000416,0.001376,0.000992,0.000320,1.816054
1.667436,0.005473,0.049571,0.000544,0.014433,0.000416,0.001632,0.001024,0.000352,1.747665
1.733617,0.005568,0.049667,0.000832,0.013889,0.000416,0.001568,0.001376,0.000352,1.814966
1.667629,0.005536,0.049379,0.000736,0.014049,0.000416,0.001569,0.001088,0.000384,1.748146
1.699919,0.005216,0.048387,0.000640,0.013729,0.000416,0.001472,0.001088,0.000384,1.778708
1.665132,0.005249,0.047971,0.000576,0.013441,0.000416,0.001504,0.001120,0.000352,1.743505
1.691406,0.005697,0.051011,0.001024,0.013953,0.000416,0.001472,0.001056,0.000352,1.775091
1.669260,0.005345,0.048067,0.000576,0.013569,0.000480,0.001472,0.001024,0.000320,1.746705
1.705742,0.005728,0.047523,0.000576,0.013409,0.000416,0.001472,0.000992,0.000384,1.783187
1.660747,0.005280,0.048131,0.000800,0.013505,0.000416,0.001536,0.000960,0.000384,1.739217
1.702414,0.005249,0.047683,0.001056,0.013537,0.000384,0.001408,0.001120,0.000384,1.780851
1.681613,0.005248,0.047555,0.000864,0.013697,0.000416,0.001440,0.001024,0.000352,1.759410
1.712015,0.005408,0.047747,0.000832,0.013857,0.000416,0.001632,0.000960,0.000352,1.790996
1.715119,0.005601,0.050307,0.000800,0.014017,0.000384,0.002016,0.002208,0.000576,1.802356
1.693261,0.005600,0.049571,0.000736,0.014049,0.000384,0.001600,0.001280,0.000320,1.775219
1.699983,0.005888,0.052420,0.000800,0.014081,0.000384,0.002336,0.001952,0.000544,1.788500
1.696782,0.005537,0.049411,0.000864,0.014849,0.000384,0.001792,0.001312,0.000320,1.780084
1.669516,0.005536,0.048195,0.000768,0.014049,0.000352,0.001600,0.000960,0.000256,1.748529
1.714287,0.005441,0.049347,0.000640,0.014369,0.000352,0.001792,0.000992,0.000384,1.795284
1.661452,0.005216,0.050019,0.000800,0.013857,0.000416,0.001441,0.001024,0.000352,1.741969
1.676909,0.005280,0.049251,0.000640,0.014208,0.000384,0.001472,0.000896,0.000352,1.757458
1.684781,0.005153,0.052163,0.000768,0.013569,0.000416,0.001408,0.001024,0.000352,1.766770
1.712878,0.005440,0.049603,0.000800,0.013985,0.000384,0.001472,0.000928,0.000384,1.794484
1.666060,0.005248,0.048451,0.000832,0.013633,0.000416,0.001440,0.001057,0.000352,1.744657
1.687853,0.005345,0.050467,0.000800,0.013985,0.000416,0.001536,0.000992,0.000352,1.769394
1.680844,0.005280,0.047651,0.001024,0.013473,0.000384,0.001440,0.000960,0.000320,1.758577
1.700238,0.005473,0.049539,0.001056,0.013857,0.000416,0.001440,0.001120,0.000384,1.782291
1.670156,0.005313,0.048131,0.001024,0.013985,0.000416,0.001408,0.001120,0.000352,1.749457
1.719215,0.005280,0.047684,0.000608,0.013633,0.000416,0.001472,0.001024,0.000384,1.797716
1.664427,0.005376,0.048387,0.000832,0.013793,0.000416,0.001408,0.001088,0.000352,1.743377
1.722511,0.005344,0.047939,0.000832,0.013729,0.000416,0.001440,0.001120,0.000384,1.802869
1.696238,0.005312,0.047779,0.000576,0.013793,0.000384,0.001377,0.001056,0.000352,1.773939
1.707567,0.005472,0.050852,0.000832,0.014017,0.000384,0.001440,0.001184,0.000384,1.790068
1.657771,0.005153,0.047843,0.001088,0.013537,0.000416,0.001440,0.001152,0.000352,1.736528
1.710767,0.005344,0.047587,0.000576,0.013440,0.000449,0.001376,0.000992,0.000352,1.788692
1.654731,0.005441,0.048195,0.000832,0.014145,0.000384,0.001376,0.001152,0.000384,1.735344
1.684813,0.005280,0.048323,0.000608,0.013601,0.000384,0.001504,0.001120,0.000352,1.763570
1.686765,0.005217,0.047555,0.000608,0.013889,0.000384,0.001504,0.000896,0.000320,1.764370
1.720527,0.005313,0.048451,0.001056,0.013729,0.000352,0.001472,0.000960,0.000352,1.799892
1.646507,0.005344,0.048132,0.000832,0.013504,0.000384,0.001472,0.001184,0.000352,1.725392
1.690957,0.005249,0.047907,0.000832,0.013473,0.000384,0.001408,0.001120,0.000352,1.770002
1.671756,0.005185,0.047619,0.000800,0.013441,0.000352,0.001440,0.000992,0.000352,1.750033
1.722191,0.005505,0.048099,0.000576,0.013761,0.000384,0.001536,0.001056,0.000320,1.801492
1.658635,0.005377,0.049347,0.000640,0.013697,0.000384,0.001536,0.001120,0.000352,1.738864
1.689261,0.005248,0.048771,0.000800,0.013697,0.000384,0.001504,0.001184,0.000320,1.767602
1.672716,0.005408,0.048836,0.001056,0.013569,0.000384,0.001440,0.001280,0.000384,1.753489
1.687437,0.005217,0.050467,0.000832,0.013473,0.000416,0.001536,0.000960,0.000352,1.768626
1.709071,0.005280,0.048419,0.001024,0.013408,0.000416,0.001537,0.000928,0.000352,1.786900
1.671276,0.005216,0.047587,0.000768,0.013857,0.000416,0.001409,0.000960,0.000256,1.748881
1.665100,0.005472,0.048035,0.000769,0.013408,0.000416,0.001569,0.001024,0.000416,1.742449
1.683085,0.005184,0.047843,0.000768,0.013569,0.000448,0.001472,0.001088,0.000416,1.761650
1.672012,0.005345,0.047843,0.001024,0.013537,0.000416,0.001472,0.001120,0.000352,1.750769
1.680652,0.005345,0.048131,0.000800,0.013633,0.000352,0.001504,0.001024,0.000352,1.758897
1.659692,0.005344,0.047523,0.000832,0.013345,0.000416,0.001504,0.000961,0.000352,1.737073
1.661739,0.005601,0.048003,0.000576,0.013857,0.000416,0.001536,0.000960,0.000384,1.740336
1.695981,0.005377,0.048515,0.000800,0.013825,0.000416,0.001568,0.001216,0.000320,1.776370
1.699918,0.005249,0.047939,0.000608,0.013729,0.000352,0.001440,0.001120,0.000384,1.778067
1.670860,0.005217,0.048259,0.000832,0.014081,0.000448,0.001504,0.001120,0.000384,1.749553
1.686284,0.005280,0.047587,0.000608,0.014049,0.000384,0.001408,0.000992,0.000352,1.764017
1.662539,0.005248,0.048036,0.000768,0.013409,0.000384,0.001472,0.001152,0.000384,1.740849
1.704750,0.005377,0.047427,0.000672,0.013505,0.000416,0.001440,0.001056,0.000320,1.781779
1.650859,0.005217,0.047779,0.001024,0.013857,0.000352,0.001408,0.001056,0.000352,1.730160
1.723407,0.005441,0.047587,0.000832,0.013665,0.000416,0.001440,0.001024,0.000352,1.801652
1.680204,0.005345,0.047683,0.000576,0.013825,0.000416,0.001440,0.001024,0.000352,1.759249
1.740112,0.005409,0.047779,0.000832,0.013633,0.000352,0.001440,0.001088,0.000384,1.818485
1.690221,0.005472,0.047843,0.000833,0.013728,0.000416,0.001440,0.001120,0.000352,1.769810
1.684077,0.005376,0.048131,0.000897,0.013600,0.000384,0.001440,0.001056,0.000352,1.762226
1.653643,0.005249,0.049795,0.000640,0.013345,0.000384,0.001408,0.001088,0.000352,1.732624
1.689453,0.007584,0.048067,0.000576,0.014049,0.000416,0.001408,0.001025,0.000352,1.769715
1.663083,0.005184,0.047619,0.001024,0.013889,0.000448,0.001504,0.001024,0.000384,1.741776
1.709902,0.005248,0.047780,0.000608,0.013376,0.000385,0.001472,0.000832,0.000384,1.785747
1.665355,0.007680,0.047779,0.000800,0.013665,0.000416,0.001344,0.001056,0.000353,1.746481
1.702542,0.005280,0.052196,0.000608,0.013856,0.000448,0.001408,0.001088,0.000352,1.784371
1.684685,0.005217,0.047875,0.000832,0.013985,0.000384,0.001408,0.001152,0.000352,1.763858
1.689645,0.005376,0.047779,0.000833,0.014048,0.000417,0.001472,0.001024,0.000384,1.768498
1.671371,0.005248,0.047971,0.000544,0.013697,0.000416,0.001504,0.001120,0.000320,1.750800
1.672396,0.005248,0.047811,0.000577,0.013696,0.000416,0.001408,0.000928,0.000352,1.749841
1.664587,0.005281,0.047523,0.000800,0.013441,0.000448,0.001408,0.000992,0.000384,1.742096
1.688269,0.005313,0.047619,0.000832,0.013377,0.000384,0.001440,0.000832,0.000352,1.766386
1.689837,0.005152,0.048131,0.001024,0.013697,0.000384,0.001505,0.000960,0.000352,1.769170
1.672556,0.005409,0.047779,0.000800,0.013793,0.000416,0.001440,0.000960,0.000352,1.750225
1.654251,0.005249,0.047587,0.001024,0.013921,0.000416,0.001504,0.001088,0.000352,1.734064
1.689356,0.005216,0.047491,0.000800,0.014017,0.000416,0.001504,0.000960,0.000320,1.767922
1.678668,0.005280,0.048323,0.000576,0.013697,0.000384,0.001504,0.001184,0.000320,1.758098
1.665579,0.005312,0.047939,0.000832,0.013793,0.000416,0.001472,0.001152,0.000384,1.745136
1.671916,0.005440,0.049028,0.001056,0.013505,0.000384,0.001536,0.001248,0.000352,1.751761
1.686285,0.005408,0.047939,0.000544,0.013857,0.000416,0.001472,0.000993,0.000320,1.764754
1.687917,0.005217,0.047779,0.000800,0.013857,0.000416,0.001440,0.000928,0.000320,1.767026
1.691021,0.005280,0.047587,0.000577,0.013408,0.000384,0.001377,0.000960,0.000352,1.767954
1.665035,0.005248,0.047907,0.000768,0.013889,0.000448,0.001440,0.001120,0.000384,1.744784
1.680748,0.005249,0.048643,0.001024,0.013505,0.000416,0.001344,0.001056,0.000352,1.760081
1.710190,0.006177,0.048067,0.000608,0.013537,0.000352,0.001504,0.001216,0.000352,1.790259
1.692397,0.005408,0.049635,0.000801,0.013696,0.000352,0.001472,0.001248,0.000384,1.772242
1.674988,0.005248,0.049092,0.000832,0.013633,0.000352,0.001504,0.001152,0.000352,1.755025
1.661099,0.005601,0.048483,0.001056,0.013729,0.000384,0.001440,0.001152,0.000384,1.741840
1.670444,0.005504,0.048963,0.000576,0.013953,0.000416,0.001504,0.001121,0.000352,1.750385
1.671308,0.005312,0.048643,0.000832,0.014049,0.000352,0.001568,0.001152,0.000416,1.751025
1.669612,0.005281,0.048771,0.000576,0.013473,0.000384,0.001440,0.001152,0.000352,1.748721
1.691309,0.005633,0.048739,0.001088,0.013985,0.000448,0.001376,0.001024,0.000352,1.771410
1.673836,0.005408,0.048483,0.000832,0.013697,0.000352,0.001440,0.001121,0.000352,1.753361
1.667691,0.005313,0.049379,0.000640,0.013537,0.000416,0.001440,0.001056,0.000352,1.747248
1.669355,0.005249,0.049635,0.000832,0.013665,0.000416,0.001472,0.001088,0.000384,1.749808
1.664523,0.005696,0.048963,0.000736,0.013409,0.000416,0.001473,0.001056,0.000352,1.743440
1.663147,0.005441,0.048739,0.000544,0.013793,0.000320,0.001376,0.001152,0.000384,1.742256
1.675884,0.005504,0.050659,0.000832,0.013696,0.000384,0.001441,0.001056,0.000352,1.758161
1.670923,0.005569,0.048963,0.000800,0.013697,0.000384,0.001472,0.001088,0.000352,1.751280
1.692653,0.005408,0.048772,0.000640,0.013633,0.000384,0.001504,0.000992,0.000352,1.771954
1.694125,0.005568,0.052516,0.000800,0.013793,0.000416,0.001728,0.000960,0.000384,1.777586
1.664683,0.005409,0.053027,0.000608,0.013889,0.000416,0.001440,0.001024,0.000385,1.747921
1.664747,0.005248,0.048835,0.000577,0.013408,0.000384,0.001441,0.001024,0.000384,1.743376
1.706190,0.005344,0.048515,0.000544,0.013441,0.000416,0.001472,0.000992,0.000384,1.785171
1.704846,0.005344,0.049507,0.000608,0.013697,0.000352,0.001441,0.001216,0.000352,1.784467
1.670348,0.005536,0.048387,0.000801,0.013664,0.000416,0.001441,0.001120,0.000352,1.749937
1.688237,0.005632,0.048548,0.000832,0.013953,0.000352,0.001472,0.001056,0.000384,1.766706
1.671371,0.005377,0.048963,0.000608,0.013953,0.000448,0.001504,0.001056,0.000384,1.751600
1.661067,0.005440,0.049188,0.000768,0.013633,0.000416,0.001504,0.001120,0.000384,1.740816
1.668555,0.005408,0.048963,0.001088,0.013377,0.000384,0.001472,0.001120,0.000352,1.747728
1.694413,0.005376,0.050403,0.000672,0.014016,0.000416,0.001504,0.001024,0.000384,1.775186
1.687373,0.005248,0.048739,0.000608,0.013761,0.000416,0.001408,0.001024,0.000384,1.766130
1.699437,0.005249,0.048323,0.000800,0.013505,0.000480,0.001504,0.001024,0.000352,1.778162
1.673003,0.005600,0.048611,0.000576,0.013377,0.000384,0.001472,0.000960,0.000353,1.752209
1.671691,0.005473,0.048515,0.000608,0.013345,0.000416,0.001504,0.000992,0.000352,1.750512
1.668204,0.005536,0.048387,0.000800,0.013441,0.000384,0.001440,0.001121,0.000384,1.747761
1.670059,0.005633,0.049763,0.000768,0.013857,0.000448,0.001568,0.001120,0.000320,1.751312
1.673516,0.005344,0.049411,0.000833,0.013504,0.000416,0.001473,0.001312,0.000384,1.754961
1.688524,0.005537,0.049731,0.000800,0.014913,0.000576,0.001696,0.000992,0.000320,1.770481
1.694988,0.005280,0.050147,0.000640,0.013697,0.000384,0.001504,0.001344,0.000352,1.775667
1.696333,0.005440,0.050820,0.000608,0.014145,0.000608,0.001408,0.001440,0.000384,1.778610
1.665419,0.005377,0.049155,0.001024,0.013857,0.000384,0.001472,0.001056,0.000320,1.745808
1.698765,0.005568,0.048803,0.000800,0.013985,0.000416,0.001504,0.000960,0.000352,1.778482
1.677164,0.005312,0.048195,0.000832,0.013633,0.000608,0.001440,0.001025,0.000320,1.756145
1.668363,0.005408,0.049412,0.000832,0.013985,0.000416,0.001536,0.001184,0.000384,1.748688
1.687276,0.005249,0.049571,0.001056,0.013537,0.000416,0.001472,0.001152,0.000352,1.767505
1.672555,0.005280,0.050147,0.000736,0.013729,0.000384,0.001440,0.001088,0.000352,1.753201
1.672812,0.005600,0.049444,0.000832,0.013889,0.000448,0.001568,0.001280,0.000384,1.754385
1.666571,0.005441,0.049155,0.000800,0.014945,0.000640,0.018337,0.001248,0.000608,1.765745
1.674956,0.005376,0.050116,0.000576,0.013857,0.000352,0.001472,0.001280,0.000608,1.756433
1.665738,0.005568,0.049827,0.000800,0.013889,0.000576,0.001504,0.001281,0.000384,1.747121
1.657482,0.005441,0.050403,0.000992,0.013825,0.000416,0.001504,0.000992,0.000320,1.738607
1.693612,0.005504,0.051171,0.000608,0.013985,0.000576,0.001472,0.017986,0.000480,1.792403
1.672491,0.005472,0.051235,0.000864,0.013729,0.000416,0.001472,0.001152,0.000320,1.755568
1.667883,0.005536,0.048803,0.000832,0.014465,0.000448,0.001568,0.001152,0.000352,1.748305
1.666698,0.005376,0.048451,0.000832,0.014497,0.000416,0.001536,0.001184,0.000384,1.745648
1.662283,0.005633,0.051075,0.000800,0.031010,0.000672,0.001632,0.001344,0.000609,1.764210
1.665834,0.005440,0.048675,0.000832,0.013537,0.000448,0.001440,0.000800,0.000352,1.743791
1.680428,0.005440,0.048324,0.000608,0.013953,0.000416,0.001472,0.000992,0.000384,1.775602
1.671371,0.005312,0.049668,0.000544,0.013761,0.000384,0.001440,0.000960,0.000256,1.750000
1.628841,0.005216,0.049379,0.000800,0.013793,0.000384,0.001376,0.000832,0.000256,1.707214
1.690444,0.005344,0.049283,0.000832,0.013697,0.000416,0.001376,0.001056,0.000352,1.771186
1.677355,0.005440,0.049475,0.000800,0.013985,0.000416,0.001344,0.000960,0.000384,1.757041
1.667019,0.005313,0.048515,0.000832,0.013665,0.000416,0.001632,0.001184,0.000576,1.746992
1.665451,0.005216,0.049347,0.000800,0.014305,0.000384,0.001728,0.001056,0.000352,1.746032
1.661898,0.005728,0.048451,0.000672,0.014241,0.000352,0.001504,0.001024,0.000352,1.741583
1.669227,0.005728,0.048163,0.000608,0.014017,0.000416,0.001536,0.001152,0.000352,1.749392
1.660170,0.005536,0.049187,0.000800,0.014081,0.000448,0.001440,0.000832,0.000288,1.739439
1.683084,0.005409,0.048259,0.001056,0.013729,0.000416,0.001504,0.000832,0.000416,1.761137
1.688908,0.005569,0.048579,0.000608,0.013793,0.000384,0.001504,0.001280,0.000352,1.768913
