Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-8],Layer[9],Layer[10],classifier
0.420304,0.017633,0.204488,0.004928,0.048226,0.000768,0.013664,0.000384,0.166726,0.001504,0.000608,0.887170
0.416304,0.017633,0.202760,0.005248,0.047426,0.000800,0.013665,0.000416,0.166694,0.001152,0.000608,0.880962
0.417328,0.017665,0.222376,0.005249,0.048545,0.000832,0.013664,0.000416,0.165799,0.001248,0.000448,0.902403
0.416817,0.017761,0.202727,0.005249,0.047874,0.000832,0.013600,0.000416,0.175111,0.001120,0.000640,0.890371
0.417040,0.017633,0.202888,0.005088,0.048546,0.000832,0.014113,0.000416,0.172518,0.001537,0.000416,0.888547
0.420656,0.017600,0.203592,0.005088,0.047842,0.000832,0.013697,0.000672,0.174215,0.001280,0.000352,0.894019
0.432752,0.017792,0.202696,0.005088,0.048482,0.000832,0.013729,0.000416,0.181223,0.001344,0.000416,0.913667
0.416209,0.017440,0.203400,0.005025,0.048098,0.000800,0.013664,0.000640,0.170055,0.001568,0.000448,0.886115
0.415761,0.017568,0.202536,0.005121,0.047425,0.000800,0.013600,0.000416,0.174375,0.001408,0.000576,0.887331
0.419696,0.017889,0.222345,0.005376,0.048258,0.000832,0.013376,0.000384,0.183400,0.001408,0.000608,0.922788
0.416944,0.017825,0.203752,0.005056,0.047650,0.000864,0.013665,0.000704,0.168710,0.001184,0.000608,0.884067
0.415952,0.017697,0.202920,0.004832,0.048578,0.000704,0.013728,0.000416,0.167399,0.001280,0.000576,0.881826
0.416912,0.017569,0.202568,0.005024,0.048194,0.000864,0.014304,0.000672,0.172359,0.001568,0.000672,0.888706
0.434609,0.017505,0.203112,0.004992,0.048802,0.000832,0.013888,0.000416,0.183272,0.001536,0.000384,0.918916
0.416913,0.017792,0.203688,0.005057,0.048353,0.000832,0.014528,0.000352,0.169863,0.001408,0.000608,0.887075
0.416240,0.017665,0.203144,0.005088,0.048802,0.000800,0.013856,0.000416,0.175111,0.001504,0.000576,0.891234
0.418064,0.017729,0.221513,0.005376,0.048482,0.000736,0.013856,0.000417,0.176038,0.001409,0.000416,0.912548
0.416208,0.017601,0.202856,0.004864,0.048738,0.000864,0.013953,0.000448,0.181223,0.001504,0.000416,0.896419
0.420529,0.017568,0.203015,0.004865,0.047778,0.000832,0.013920,0.000416,0.175431,0.001408,0.000608,0.894211
0.416112,0.017601,0.203816,0.005056,0.048674,0.000832,0.013888,0.000704,0.172519,0.001536,0.000608,0.890690
0.437329,0.017536,0.203112,0.004768,0.047970,0.000800,0.013729,0.000384,0.179335,0.001344,0.000576,0.915396
0.416273,0.017568,0.202888,0.004961,0.048065,0.000800,0.013569,0.000416,0.175207,0.001088,0.000576,0.889379
0.420336,0.017537,0.204104,0.004992,0.047714,0.000800,0.013665,0.000640,0.182247,0.001024,0.000384,0.901763
0.415793,0.017664,0.223529,0.005184,0.047778,0.000800,0.013633,0.000384,0.175719,0.001536,0.000480,0.912548
0.420113,0.017473,0.202920,0.005120,0.047266,0.000832,0.013696,0.000384,0.170247,0.001088,0.000384,0.887363
0.417137,0.017505,0.203176,0.004864,0.048418,0.000832,0.013632,0.000608,0.180871,0.001280,0.000353,0.896964
0.417425,0.017537,0.203176,0.004800,0.048130,0.000800,0.013664,0.000640,0.177671,0.001408,0.000352,0.893379
0.432273,0.017600,0.203144,0.005024,0.048034,0.000832,0.013633,0.000640,0.174247,0.001440,0.000416,0.905603
0.420656,0.017665,0.202824,0.005024,0.047970,0.000800,0.013665,0.000416,0.158950,0.001472,0.000384,0.877474
0.416657,0.017472,0.203720,0.004769,0.048161,0.000833,0.013664,0.000416,0.164167,0.001120,0.000384,0.879395
0.417169,0.017665,0.203431,0.004800,0.066466,0.000800,0.013761,0.000384,0.183527,0.001504,0.000448,0.919140
0.420657,0.017665,0.202728,0.004832,0.047714,0.000800,0.013664,0.000416,0.168775,0.001120,0.000352,0.887075
0.416017,0.017632,0.202792,0.004769,0.047522,0.000832,0.013696,0.000416,0.178215,0.001280,0.000352,0.891395
0.420880,0.017792,0.203080,0.004768,0.047266,0.000832,0.013601,0.000416,0.171175,0.001408,0.000352,0.890915
0.434673,0.017569,0.202600,0.005056,0.047874,0.000800,0.013696,0.000385,0.167494,0.001344,0.000384,0.900867
0.418800,0.017953,0.202312,0.005120,0.047810,0.000800,0.013761,0.000448,0.184359,0.001536,0.000320,0.905795
0.417264,0.017537,0.203752,0.004928,0.047490,0.000800,0.013409,0.000384,0.171398,0.001408,0.000352,0.886851
0.420112,0.017441,0.203272,0.004768,0.065283,0.000800,0.013696,0.000416,0.172295,0.001312,0.000384,0.907395
0.415504,0.017441,0.203336,0.004768,0.047394,0.000800,0.013664,0.000640,0.172359,0.001344,0.000352,0.885634
0.415376,0.017377,0.202791,0.004800,0.046914,0.000672,0.013568,0.000608,0.168679,0.001088,0.000352,0.880259
0.415344,0.018049,0.203400,0.005024,0.047266,0.000832,0.013600,0.000416,0.163494,0.001216,0.000416,0.876546
0.433425,0.017568,0.202696,0.004992,0.047170,0.000736,0.013633,0.000384,0.209192,0.001056,0.000384,0.939749
0.416497,0.017632,0.203304,0.004961,0.047041,0.000800,0.013377,0.000416,0.161990,0.001345,0.000384,0.877379
0.420081,0.017504,0.202632,0.004801,0.046913,0.000576,0.013633,0.000704,0.172519,0.001152,0.000384,0.888995
0.417008,0.017473,0.202984,0.004800,0.047426,0.000832,0.013633,0.000640,0.173031,0.001312,0.000416,0.887363
0.416721,0.017761,0.203336,0.005184,0.047426,0.000864,0.013728,0.000448,0.180583,0.001505,0.000384,0.899620
0.416720,0.017793,0.203400,0.005088,0.047394,0.000832,0.013664,0.000640,0.177703,0.001409,0.000448,0.893987
0.416048,0.017569,0.203272,0.005056,0.048290,0.000768,0.013728,0.000416,0.159015,0.001216,0.000320,0.874306
0.435313,0.018017,0.203272,0.004768,0.048162,0.000640,0.013665,0.000384,0.164998,0.001440,0.000640,0.900835
0.415888,0.017665,0.205256,0.004896,0.047650,0.000608,0.013600,0.000608,0.171751,0.001280,0.000416,0.888322
0.420080,0.017761,0.203336,0.004960,0.047586,0.000768,0.013600,0.000417,0.169030,0.001216,0.000384,0.887810
0.415504,0.017601,0.202920,0.005024,0.047746,0.000704,0.013761,0.000384,0.169702,0.001281,0.000448,0.883715
0.415857,0.017696,0.203112,0.005121,0.047745,0.000832,0.013633,0.000608,0.172071,0.001184,0.000384,0.886563
0.420593,0.017697,0.203176,0.005312,0.047586,0.000864,0.013952,0.000416,0.179495,0.001313,0.000384,0.898500
0.415728,0.017505,0.203144,0.005248,0.047714,0.000832,0.013633,0.000416,0.171719,0.001408,0.000384,0.886403
0.431601,0.018209,0.205960,0.005248,0.048098,0.000800,0.014112,0.000448,0.176295,0.001504,0.000416,0.912035
0.416817,0.017632,0.205160,0.005153,0.047553,0.000833,0.013696,0.000416,0.183399,0.001536,0.000448,0.902468
0.416176,0.017665,0.203656,0.005216,0.048354,0.000800,0.013984,0.000384,0.157735,0.001280,0.000352,0.874306
0.415952,0.017472,0.203336,0.005056,0.047170,0.000832,0.013697,0.000384,0.172231,0.001440,0.000416,0.887235
0.416529,0.017633,0.202663,0.005121,0.047298,0.000800,0.013760,0.000608,0.178343,0.001312,0.000352,0.892771
0.417328,0.017473,0.203400,0.004800,0.048130,0.000800,0.013793,0.000416,0.176007,0.001408,0.000448,0.894755
0.415856,0.017761,0.202600,0.004800,0.047554,0.000832,0.013697,0.000704,0.173511,0.001408,0.000448,0.888739
0.416944,0.047970,0.203848,0.004992,0.048930,0.000832,0.013825,0.000416,0.190247,0.001344,0.000416,0.940452
0.415792,0.017729,0.202568,0.004832,0.048066,0.000832,0.013665,0.000384,0.181671,0.001472,0.000576,0.896643
0.420560,0.017696,0.203176,0.005089,0.047937,0.000768,0.013665,0.000384,0.167783,0.001408,0.000384,0.889091
0.416368,0.017633,0.202728,0.005088,0.048130,0.000800,0.013824,0.000449,0.171174,0.001600,0.000448,0.886978
0.416400,0.017697,0.203496,0.005248,0.047618,0.000768,0.014432,0.000385,0.170534,0.001472,0.000416,0.886786
0.419824,0.017729,0.203144,0.005088,0.048386,0.000800,0.014049,0.000416,0.156454,0.001280,0.000384,0.875426
0.415696,0.017665,0.203816,0.005152,0.047458,0.000736,0.013792,0.000416,0.181159,0.001281,0.000448,0.896931
0.416368,0.017569,0.217833,0.005408,0.049282,0.000832,0.013696,0.000608,0.162694,0.001344,0.000320,0.893923
0.415600,0.017664,0.202440,0.005120,0.048066,0.000768,0.013825,0.000384,0.168327,0.001440,0.000416,0.882691
0.415408,0.020769,0.203208,0.005056,0.047554,0.000736,0.013729,0.000416,0.163078,0.001120,0.000416,0.879267
0.421105,0.018208,0.203400,0.004833,0.048162,0.000832,0.013760,0.000416,0.172519,0.000992,0.000384,0.892899
0.432593,0.017665,0.203080,0.004832,0.048770,0.000832,0.013728,0.000416,0.174279,0.001312,0.000448,0.905731
0.420240,0.017633,0.202792,0.004800,0.047522,0.000800,0.013697,0.000608,0.170694,0.001152,0.000416,0.889186
0.417040,0.017601,0.203560,0.005056,0.047490,0.000832,0.013408,0.000416,0.177287,0.001505,0.000352,0.893731
0.420784,0.017729,0.203144,0.005248,0.064547,0.000864,0.014081,0.000416,0.164934,0.001408,0.000352,0.901827
0.421744,0.017601,0.203144,0.004864,0.050178,0.000800,0.013825,0.000416,0.168135,0.001408,0.000384,0.889731
0.422161,0.017792,0.205512,0.004800,0.047618,0.000832,0.013824,0.000416,0.172039,0.001184,0.000352,0.895715
0.420817,0.017472,0.203880,0.005217,0.048002,0.000800,0.013696,0.000416,0.169415,0.001536,0.000416,0.889443
0.432721,0.017665,0.202888,0.004896,0.048514,0.000768,0.013569,0.000640,0.176294,0.001568,0.000448,0.908804
0.415601,0.017504,0.203208,0.004865,0.047489,0.000640,0.013633,0.000416,0.176615,0.001184,0.000288,0.888963
0.415856,0.017761,0.203528,0.005024,0.047746,0.000608,0.013920,0.000416,0.171303,0.001056,0.000352,0.885794
0.418544,0.017665,0.203080,0.004800,0.046882,0.000704,0.013633,0.000640,0.191943,0.001280,0.000512,0.907940
0.420016,0.017441,0.203784,0.004832,0.047298,0.000832,0.013697,0.000416,0.171654,0.001056,0.000352,0.889826
0.415280,0.017665,0.203880,0.004960,0.047842,0.000800,0.013536,0.000448,0.171655,0.001408,0.000320,0.886787
0.416721,0.017472,0.203208,0.004929,0.047297,0.000545,0.013632,0.000384,0.185223,0.001088,0.000353,0.899204
0.436433,0.017729,0.203624,0.005056,0.048386,0.000832,0.013697,0.000640,0.173030,0.001313,0.000352,0.909284
0.421745,0.017632,0.202888,0.005280,0.048610,0.000768,0.013601,0.000416,0.179911,0.001376,0.000352,0.901795
0.416464,0.018049,0.203112,0.004800,0.049474,0.000768,0.013793,0.000384,0.184231,0.001312,0.000352,0.900707
0.417649,0.017760,0.203944,0.004833,0.048642,0.000800,0.013728,0.000640,0.215177,0.001504,0.000416,0.935461
0.420337,0.017665,0.202791,0.004800,0.048162,0.000832,0.013792,0.000416,0.173991,0.001600,0.000384,0.892771
0.417424,0.017921,0.202888,0.004768,0.049058,0.000800,0.013953,0.000608,0.184999,0.001664,0.000416,0.904707
0.421553,0.017984,0.203656,0.004801,0.047425,0.000833,0.013856,0.000416,0.168807,0.001504,0.000384,0.889859
0.436305,0.017601,0.203656,0.005120,0.048386,0.000864,0.013760,0.000640,0.180071,0.001473,0.000416,0.917252
0.421169,0.017536,0.204232,0.005089,0.048417,0.000832,0.013921,0.000416,0.182055,0.001536,0.000352,0.904355
0.416688,0.017601,0.203816,0.005120,0.049090,0.000800,0.013760,0.000576,0.184072,0.001344,0.000384,0.902915
0.419921,0.017888,0.202984,0.004833,0.048321,0.000833,0.031713,0.000672,0.182055,0.001408,0.000352,0.920676
0.416624,0.017569,0.202664,0.005024,0.048034,0.000832,0.013632,0.000416,0.168039,0.001472,0.000384,0.883331
0.420976,0.017600,0.203112,0.005056,0.049442,0.000832,0.013729,0.000640,0.175239,0.001472,0.000384,0.896995
0.418064,0.017537,0.203976,0.004992,0.049346,0.000832,0.013761,0.000384,0.168839,0.001440,0.000352,0.888419
0.446130,0.017824,0.203432,0.004833,0.048641,0.000865,0.013760,0.000384,0.181159,0.001568,0.000448,0.928132
0.419953,0.017856,0.203271,0.004993,0.048578,0.000832,0.013696,0.000448,0.182695,0.001537,0.000576,0.903748
0.416240,0.017505,0.202824,0.004928,0.048002,0.000800,0.013696,0.000417,0.184711,0.001536,0.000672,0.900035
0.421008,0.018017,0.223465,0.005184,0.048002,0.000800,0.013664,0.000640,0.171431,0.001568,0.000576,0.913859
0.415953,0.017824,0.202984,0.005249,0.048386,0.000864,0.013728,0.000608,0.180423,0.001504,0.000352,0.896259
0.417296,0.017569,0.202952,0.005024,0.048546,0.000800,0.013888,0.000353,0.171046,0.001408,0.000384,0.887906
0.416241,0.017696,0.202664,0.005249,0.048001,0.000800,0.013824,0.000576,0.172583,0.001344,0.000608,0.888291
0.416080,0.017537,0.202184,0.005056,0.048418,0.000832,0.013728,0.000608,0.219048,0.001344,0.000384,0.934500
0.415632,0.017825,0.203016,0.005056,0.048002,0.000800,0.013825,0.000416,0.169254,0.001536,0.000672,0.884323
0.421776,0.017665,0.203272,0.005056,0.048738,0.000832,0.014081,0.000640,0.162150,0.001312,0.000576,0.884258
0.420528,0.017793,0.235017,0.005312,0.047746,0.000832,0.013601,0.000416,0.182631,0.001440,0.000384,0.934820
0.416209,0.017985,0.203016,0.005376,0.047522,0.000832,0.013920,0.000416,0.178151,0.001408,0.000576,0.894979
0.418289,0.017920,0.202504,0.005153,0.048129,0.000800,0.013664,0.000672,0.177767,0.001440,0.000384,0.895331
0.420176,0.017665,0.202472,0.005280,0.048162,0.000832,0.013633,0.000384,0.173415,0.001440,0.000608,0.892387
0.417072,0.018017,0.204232,0.005088,0.047522,0.000864,0.014144,0.000416,0.179688,0.001536,0.000384,0.897283
0.416848,0.017665,0.203816,0.005152,0.049378,0.000864,0.014017,0.000416,0.183367,0.001568,0.000384,0.901987
0.416272,0.017633,0.203624,0.005088,0.048706,0.000800,0.013921,0.000416,0.168967,0.001408,0.000608,0.885731
0.415632,0.037921,0.203176,0.005313,0.048002,0.000832,0.013664,0.000416,0.176103,0.001440,0.000608,0.912323
0.421137,0.017857,0.202504,0.004896,0.048130,0.000800,0.013856,0.000416,0.172295,0.001344,0.000416,0.892003
0.415856,0.017505,0.203496,0.004800,0.047650,0.000576,0.013632,0.000673,0.174086,0.001120,0.000544,0.888739
0.420496,0.018208,0.202408,0.004864,0.047714,0.000768,0.013729,0.000416,0.166310,0.001184,0.000576,0.884835
0.420432,0.017857,0.203784,0.005248,0.048226,0.000864,0.013665,0.000384,0.187879,0.001568,0.000448,0.910243
0.417616,0.017600,0.203432,0.005056,0.048482,0.000896,0.013793,0.000416,0.178983,0.001472,0.000384,0.897347
0.421617,0.017953,0.202888,0.005056,0.047938,0.000832,0.013760,0.000384,0.185192,0.001440,0.000608,0.907812
0.439121,0.017921,0.204136,0.004832,0.049154,0.000864,0.013697,0.000416,0.185127,0.001504,0.000640,0.926468
0.420688,0.018272,0.203432,0.005120,0.048386,0.000832,0.014017,0.000640,0.175207,0.001440,0.000320,0.897251
0.418512,0.017505,0.203304,0.004896,0.049218,0.000832,0.013825,0.000416,0.165478,0.001376,0.000416,0.884258
0.416913,0.017632,0.202472,0.004929,0.048481,0.000833,0.013920,0.000608,0.184167,0.001216,0.000352,0.899651
0.417584,0.017665,0.203048,0.005152,0.047778,0.000832,0.013441,0.000608,0.174087,0.001280,0.000352,0.890275
0.421776,0.017537,0.202536,0.005056,0.048162,0.000832,0.013761,0.000384,0.173319,0.001472,0.000384,0.894403
0.420465,0.017920,0.203112,0.005025,0.048065,0.000833,0.013856,0.000608,0.174279,0.001344,0.000384,0.894339
0.434993,0.017889,0.202248,0.004800,0.048066,0.000768,0.013664,0.000416,0.173127,0.001376,0.000384,0.907139
0.416497,0.027169,0.203496,0.005248,0.048578,0.000832,0.013697,0.000640,0.166278,0.001408,0.000320,0.893347
0.417072,0.017537,0.202920,0.005056,0.048674,0.000832,0.013729,0.000384,0.172614,0.001632,0.000416,0.890723
0.420336,0.017793,0.203752,0.004832,0.047650,0.000832,0.013633,0.000384,0.206472,0.001632,0.000448,0.928004
0.417232,0.017761,0.203432,0.004832,0.048930,0.000864,0.013665,0.000384,0.171943,0.001408,0.000384,0.889315
0.420848,0.017665,0.202472,0.004928,0.048514,0.000864,0.013761,0.000608,0.171047,0.001440,0.000320,0.890563
0.420977,0.017569,0.203208,0.004768,0.047938,0.000800,0.013632,0.000384,0.175783,0.001504,0.000416,0.895715
0.440305,0.018049,0.204616,0.004832,0.048706,0.000864,0.013857,0.000608,0.186343,0.001504,0.000640,0.930116
0.421393,0.017888,0.203560,0.004993,0.048386,0.000832,0.014016,0.000448,0.171015,0.001568,0.000352,0.893155
0.416528,0.017665,0.203400,0.004800,0.047970,0.000832,0.013952,0.000448,0.175494,0.001472,0.000576,0.891971
0.421488,0.017505,0.202920,0.005024,0.049538,0.000832,0.013793,0.000416,0.192007,0.001537,0.000352,0.913988
0.421617,0.017792,0.202664,0.005025,0.048418,0.000864,0.013856,0.000416,0.174375,0.001600,0.000416,0.895811
0.416944,0.017633,0.202376,0.005248,0.048642,0.000864,0.013921,0.000416,0.179847,0.001600,0.000640,0.898627
0.420593,0.017536,0.202792,0.004992,0.048258,0.000832,0.013793,0.000416,0.181767,0.001504,0.000576,0.902211
0.438961,0.017761,0.202664,0.005280,0.048226,0.000800,0.013984,0.000384,0.174375,0.001120,0.000416,0.913187
0.421169,0.017633,0.203112,0.004864,0.049474,0.000800,0.013792,0.000416,0.181864,0.001120,0.000320,0.903204
0.420113,0.017792,0.203432,0.004768,0.048001,0.000608,0.013665,0.000384,0.172871,0.001248,0.000384,0.892419
0.422000,0.017857,0.202728,0.004864,0.069059,0.000800,0.013888,0.000640,0.174407,0.001152,0.000384,0.916835
0.420496,0.017632,0.203432,0.005120,0.047810,0.000768,0.013633,0.000416,0.171559,0.001376,0.000384,0.891619
0.420657,0.017569,0.202472,0.005024,0.047938,0.000832,0.013664,0.000416,0.170567,0.001408,0.000352,0.889251
0.420977,0.017761,0.202568,0.004864,0.048706,0.000896,0.013984,0.000448,0.181320,0.001600,0.000608,0.902116
0.434609,0.017568,0.202472,0.005217,0.047905,0.000864,0.013665,0.000448,0.172935,0.001504,0.000352,0.907651
0.416496,0.017729,0.202728,0.005056,0.048130,0.000800,0.013953,0.000416,0.176615,0.001568,0.000352,0.892099
0.420336,0.017633,0.203208,0.005056,0.048450,0.000864,0.014209,0.000416,0.191175,0.001472,0.000608,0.912387
0.421488,0.017568,0.219017,0.005536,0.048610,0.000640,0.013921,0.000416,0.171846,0.001441,0.000576,0.909188
0.421553,0.017696,0.206312,0.004832,0.047938,0.000768,0.014048,0.000416,0.190600,0.001600,0.000416,0.916004
0.417584,0.017505,0.203912,0.004800,0.047906,0.000800,0.013761,0.000640,0.177607,0.001504,0.000320,0.894531
0.416976,0.017505,0.203400,0.005024,0.047938,0.000608,0.013665,0.000640,0.173543,0.001408,0.000416,0.890243
0.420625,0.017792,0.204104,0.005057,0.048386,0.000832,0.013952,0.000416,0.182535,0.001536,0.000416,0.904196
0.420784,0.017889,0.202824,0.004864,0.048386,0.000864,0.013761,0.000384,0.176711,0.001248,0.000352,0.897699
0.417008,0.017473,0.203080,0.005216,0.048258,0.000768,0.013729,0.000640,0.174214,0.001376,0.000384,0.890595
0.415985,0.017920,0.221609,0.005184,0.048418,0.000608,0.013665,0.000672,0.172743,0.001280,0.000384,0.908164
0.416176,0.017697,0.203400,0.005056,0.049282,0.000864,0.013792,0.000385,0.167366,0.001408,0.000608,0.884578
0.421297,0.017825,0.203272,0.004928,0.048546,0.000832,0.013824,0.000384,0.178790,0.001664,0.000416,0.901220
0.417616,0.017569,0.202984,0.004896,0.047618,0.000832,0.013824,0.000416,0.177671,0.001248,0.000384,0.893507
0.416400,0.017729,0.203464,0.004896,0.049058,0.000800,0.013632,0.000384,0.175399,0.001536,0.000416,0.892418
0.420657,0.017697,0.202376,0.004832,0.048066,0.000800,0.013632,0.000640,0.166599,0.001120,0.000384,0.884579
0.420529,0.017536,0.204520,0.005057,0.048962,0.000800,0.013696,0.000416,0.182279,0.001184,0.000320,0.904708
0.420625,0.036641,0.203848,0.005121,0.047777,0.000800,0.013569,0.000416,0.181639,0.001408,0.000384,0.920356
0.416945,0.017473,0.202536,0.005120,0.047650,0.000768,0.013632,0.000416,0.171751,0.001344,0.000352,0.886371
0.416240,0.017537,0.202472,0.004832,0.048642,0.000832,0.013952,0.000448,0.173799,0.001280,0.000416,0.888002
0.416016,0.017537,0.202311,0.004832,0.048450,0.000768,0.013568,0.000416,0.163399,0.001088,0.000256,0.875970
0.421745,0.018177,0.203303,0.004896,0.048482,0.000832,0.013920,0.000640,0.182759,0.001473,0.000384,0.905028
0.420368,0.017569,0.203816,0.005248,0.048066,0.000800,0.014113,0.000608,0.175431,0.001312,0.000384,0.896931
0.416400,0.017696,0.202792,0.005376,0.048802,0.000832,0.014177,0.000384,0.181991,0.001792,0.000448,0.898723
0.436721,0.017793,0.202984,0.005088,0.047906,0.000768,0.013920,0.000384,0.182759,0.001313,0.000384,0.918884
0.416304,0.017632,0.202632,0.005024,0.048354,0.000800,0.013665,0.000416,0.177415,0.001408,0.000416,0.892643
0.416624,0.017729,0.203432,0.005088,0.048674,0.000864,0.013729,0.000384,0.179783,0.001568,0.000384,0.896803
0.416368,0.017537,0.202952,0.005056,0.048290,0.000832,0.013824,0.000672,0.177799,0.001313,0.000384,0.892867
0.421168,0.017761,0.203272,0.005088,0.048098,0.000800,0.013729,0.000416,0.183431,0.001408,0.000352,0.904579
0.422385,0.017761,0.203271,0.005280,0.048130,0.000864,0.013632,0.000416,0.175655,0.001312,0.000608,0.898147
0.415921,0.018048,0.203144,0.005025,0.049378,0.000800,0.013728,0.000384,0.176679,0.001120,0.000640,0.893059
0.433073,0.017633,0.203816,0.004992,0.048258,0.000800,0.013984,0.000416,0.175015,0.001504,0.000352,0.908739
0.416849,0.017536,0.203143,0.004961,0.047970,0.000800,0.013824,0.000640,0.174343,0.001344,0.000544,0.890435
0.416849,0.017760,0.206600,0.004833,0.048194,0.000768,0.013792,0.000704,0.174087,0.001408,0.000640,0.893539
0.420624,0.017793,0.203112,0.005120,0.047778,0.000832,0.013665,0.000384,0.191271,0.001472,0.000608,0.911876
0.417617,0.017632,0.203720,0.004993,0.048001,0.000768,0.013665,0.000384,0.170919,0.001440,0.000416,0.887715
0.420656,0.017569,0.203816,0.005056,0.048130,0.000800,0.013665,0.000640,0.179623,0.001344,0.000352,0.900419
0.416592,0.017537,0.202760,0.004800,0.047682,0.000832,0.013697,0.000416,0.171686,0.001408,0.000320,0.885603
0.438161,0.017889,0.203527,0.004768,0.047650,0.000832,0.013760,0.000384,0.175271,0.001408,0.000384,0.912611
0.416529,0.017857,0.204392,0.005024,0.048130,0.000800,0.013760,0.000416,0.175495,0.001248,0.000384,0.892099
0.421073,0.017600,0.202856,0.005056,0.047777,0.000832,0.014017,0.000608,0.169063,0.001376,0.000416,0.890147
0.416720,0.017825,0.202888,0.005120,0.048450,0.000800,0.014080,0.000448,0.196840,0.001664,0.000320,0.914307
0.420497,0.017857,0.202248,0.005024,0.048226,0.000800,0.014304,0.000416,0.173479,0.001440,0.000352,0.893027
0.417297,0.017632,0.202632,0.005024,0.048482,0.000832,0.013601,0.000416,0.174503,0.001472,0.000672,0.890851
0.421553,0.017472,0.203464,0.005473,0.048545,0.000864,0.013984,0.000608,0.176007,0.001472,0.000352,0.899491
0.432497,0.017697,0.202824,0.004864,0.047618,0.000768,0.013824,0.000416,0.193512,0.001568,0.000576,0.925700
0.417808,0.018081,0.203176,0.005088,0.047938,0.000800,0.013825,0.000704,0.177703,0.001152,0.000416,0.894883
0.416081,0.017632,0.203048,0.004993,0.047905,0.000800,0.013825,0.000448,0.175495,0.001312,0.000416,0.890691
0.420688,0.017632,0.202920,0.004800,0.047650,0.000864,0.013697,0.000608,0.201544,0.001408,0.000576,0.921668
0.421264,0.017633,0.202504,0.005024,0.047778,0.000768,0.013729,0.000416,0.177159,0.001376,0.000608,0.896323
0.416112,0.017825,0.202920,0.005056,0.047522,0.000800,0.013696,0.000673,0.174150,0.001408,0.000640,0.889091
0.418897,0.017920,0.204296,0.005025,0.049410,0.000896,0.013856,0.000416,0.182023,0.001568,0.000384,0.903204
0.436017,0.017665,0.203528,0.005344,0.048834,0.000832,0.013921,0.000672,0.181159,0.001856,0.000384,0.920036
0.415440,0.017761,0.203880,0.005056,0.047970,0.000832,0.013857,0.000640,0.184327,0.001632,0.000384,0.899715
0.416080,0.017761,0.204424,0.005088,0.048098,0.000800,0.013761,0.000416,0.171175,0.001408,0.000416,0.887875
0.416144,0.017793,0.221576,0.005441,0.048770,0.000832,0.013856,0.000384,0.174439,0.001376,0.000320,0.910083
0.416145,0.017696,0.203624,0.005057,0.047778,0.000800,0.013728,0.000416,0.182215,0.001440,0.000352,0.897891
0.420144,0.017633,0.203272,0.005280,0.049858,0.001088,0.015009,0.000416,0.185575,0.001824,0.000768,0.910499
0.416272,0.017825,0.203080,0.005120,0.048866,0.001120,0.014945,0.000640,0.185319,0.001536,0.000320,0.904387
0.415985,0.017568,0.203079,0.005025,0.048674,0.000832,0.013888,0.000384,0.192072,0.001472,0.000352,0.908292
0.415568,0.017633,0.202856,0.005312,0.048322,0.000864,0.014049,0.000416,0.173990,0.001472,0.000640,0.889955
0.416881,0.017825,0.202632,0.005088,0.048098,0.000896,0.014080,0.000416,0.180167,0.001600,0.000417,0.896708
0.421840,0.017505,0.223177,0.005280,0.048610,0.001088,0.013984,0.000608,0.169287,0.001376,0.000608,0.913795
0.420016,0.017665,0.203016,0.005024,0.047298,0.000864,0.013761,0.000416,0.185479,0.001472,0.000608,0.904707
0.420977,0.017600,0.203624,0.005089,0.048226,0.000864,0.014144,0.000416,0.176871,0.001440,0.000640,0.898531
0.420433,0.017665,0.203880,0.005056,0.047906,0.000896,0.013536,0.000448,0.168039,0.001440,0.000384,0.887907
0.415665,0.018272,0.204296,0.005121,0.047970,0.000960,0.013696,0.000448,0.173799,0.001536,0.000352,0.890787
0.416433,0.017824,0.203368,0.005121,0.048385,0.000832,0.013824,0.000608,0.183687,0.001728,0.000352,0.901700
0.420081,0.017568,0.203464,0.004769,0.047713,0.000800,0.013760,0.000416,0.163239,0.001248,0.000352,0.881859
0.442833,0.017536,0.203816,0.005056,0.048258,0.000864,0.014113,0.000448,0.162502,0.001376,0.000576,0.905924
0.415952,0.017793,0.203624,0.005280,0.048258,0.000864,0.013729,0.000416,0.178471,0.001408,0.000640,0.894851
0.416817,0.017505,0.203656,0.005088,0.047842,0.000832,0.013664,0.000608,0.180295,0.001184,0.000416,0.895204
0.416464,0.017505,0.202664,0.004800,0.047298,0.000832,0.013665,0.000608,0.165030,0.001248,0.000608,0.877826
0.421265,0.017537,0.202792,0.004800,0.047618,0.000832,0.013696,0.000384,0.173479,0.001152,0.000384,0.891427
0.416560,0.017729,0.203208,0.005088,0.047490,0.000832,0.013664,0.000416,0.167335,0.001184,0.000384,0.880866
0.415632,0.017473,0.203048,0.005120,0.047554,0.000800,0.013824,0.000449,0.164582,0.001376,0.000384,0.877314
0.415025,0.017504,0.223049,0.005248,0.047490,0.000864,0.013505,0.000416,0.202888,0.001216,0.000352,0.936165
0.420113,0.017536,0.202792,0.004801,0.047041,0.000800,0.013633,0.000736,0.177511,0.001536,0.000416,0.894435
0.415632,0.017569,0.202536,0.004832,0.047330,0.000832,0.013664,0.000608,0.157767,0.001120,0.000384,0.869762
