Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415696,0.017568,0.202696,0.005312,0.047202,0.168903,0.014305,0.000736,0.001408,0.001024,0.000320,0.882755
0.415664,0.017537,0.203528,0.004864,0.046786,0.174439,0.014272,0.000768,0.001472,0.000992,0.000288,0.887971
0.415665,0.017696,0.203656,0.004864,0.068867,0.165511,0.014112,0.000736,0.001472,0.001056,0.000320,0.901860
0.421137,0.017633,0.204744,0.004832,0.048130,0.173959,0.014400,0.000704,0.001472,0.001120,0.000352,0.896579
0.420561,0.017248,0.203944,0.005281,0.048034,0.163974,0.014401,0.000736,0.001536,0.001152,0.000352,0.885955
0.415696,0.017601,0.203080,0.005280,0.048322,0.174727,0.014369,0.000704,0.001536,0.001024,0.000352,0.891075
0.438577,0.017601,0.202504,0.005312,0.048290,0.178183,0.014433,0.000768,0.001472,0.001024,0.000352,0.916900
0.420656,0.017537,0.202984,0.005280,0.048674,0.175047,0.014593,0.000736,0.001408,0.001024,0.000608,0.898147
0.415760,0.017600,0.203208,0.005312,0.049250,0.178919,0.014561,0.000704,0.001472,0.000960,0.000640,0.896867
0.415824,0.017697,0.203144,0.005312,0.081123,0.170119,0.014560,0.000800,0.001504,0.001024,0.000640,0.921348
0.417393,0.017632,0.202888,0.005281,0.049890,0.172454,0.014369,0.000672,0.001408,0.000992,0.000576,0.893411
0.416944,0.017792,0.203464,0.005472,0.049154,0.169351,0.014177,0.000704,0.001536,0.001024,0.000384,0.889315
0.416592,0.017760,0.202376,0.005280,0.048258,0.162055,0.014112,0.000992,0.001536,0.001024,0.000640,0.879906
0.438097,0.017569,0.202792,0.005312,0.047426,0.174567,0.014080,0.000704,0.001472,0.001024,0.000384,0.912195
0.416528,0.017601,0.202088,0.005248,0.047362,0.174471,0.014272,0.000768,0.001473,0.001024,0.000608,0.889731
0.419920,0.017505,0.203304,0.005248,0.047010,0.172743,0.014336,0.000640,0.001440,0.001088,0.000608,0.892802
0.420689,0.017504,0.203016,0.005313,0.047009,0.187496,0.014144,0.000640,0.001537,0.001024,0.000352,0.906116
0.415953,0.017504,0.203016,0.005281,0.047553,0.177287,0.014337,0.000736,0.001504,0.001152,0.000576,0.894019
0.416080,0.018305,0.203048,0.005312,0.046914,0.169511,0.014080,0.000544,0.001504,0.001120,0.000352,0.884802
0.416144,0.017665,0.202824,0.005312,0.046882,0.166151,0.014464,0.000736,0.001472,0.001024,0.000577,0.880515
0.431921,0.017697,0.202952,0.005280,0.046914,0.170374,0.014433,0.000672,0.001408,0.000992,0.000608,0.900963
0.415377,0.017472,0.203048,0.005313,0.047009,0.171366,0.014241,0.000672,0.001472,0.001024,0.000576,0.885155
0.421809,0.017569,0.204808,0.004864,0.046978,0.175463,0.014400,0.000704,0.001536,0.001120,0.000353,0.899012
0.416145,0.017696,0.203528,0.004801,0.047329,0.190088,0.014401,0.000800,0.001472,0.001280,0.000384,0.906148
0.415601,0.017665,0.203688,0.004992,0.047042,0.171782,0.014433,0.000800,0.001408,0.001024,0.000384,0.887779
0.421040,0.017441,0.203400,0.005344,0.047170,0.165350,0.014656,0.000768,0.001504,0.001056,0.000320,0.885922
0.415985,0.017472,0.203303,0.005281,0.047010,0.175366,0.014209,0.000736,0.001472,0.000960,0.000608,0.891139
0.431345,0.017600,0.203144,0.005313,0.047233,0.169670,0.014593,0.000704,0.001408,0.001024,0.000352,0.900739
0.420369,0.017825,0.203656,0.005312,0.048386,0.177927,0.014560,0.000736,0.001440,0.001024,0.000385,0.900292
0.415953,0.017728,0.203496,0.005377,0.049185,0.169670,0.014785,0.000704,0.001408,0.000992,0.000608,0.887907
0.415504,0.017696,0.203048,0.005280,0.048514,0.186856,0.014240,0.000736,0.001440,0.000992,0.000609,0.903652
0.415377,0.017760,0.203048,0.005281,0.047553,0.173222,0.014369,0.000704,0.001504,0.000992,0.000832,0.888131
0.419728,0.017441,0.202728,0.005344,0.047650,0.179623,0.014369,0.000768,0.001408,0.000960,0.000384,0.899619
0.416656,0.017633,0.202824,0.005216,0.046978,0.172742,0.014368,0.000704,0.001504,0.001056,0.000384,0.888290
0.435249,0.017697,0.202984,0.005216,0.047042,0.172295,0.014241,0.000704,0.001536,0.000960,0.000288,0.906852
0.416464,0.017664,0.203112,0.005280,0.047490,0.164647,0.014496,0.000704,0.001537,0.000992,0.000608,0.880899
0.423089,0.017632,0.207337,0.005312,0.047010,0.175047,0.014336,0.000800,0.001536,0.001152,0.000416,0.902659
0.422705,0.017537,0.207976,0.004896,0.047138,0.171783,0.014080,0.000768,0.001440,0.000992,0.000608,0.898403
0.416144,0.017761,0.204264,0.005088,0.047970,0.181063,0.014465,0.000832,0.001536,0.000928,0.000384,0.898083
0.415857,0.017568,0.204296,0.004833,0.048193,0.169735,0.014049,0.000736,0.001600,0.001120,0.000672,0.886563
0.415344,0.017537,0.204104,0.004896,0.048770,0.159238,0.014465,0.000768,0.001472,0.001088,0.000576,0.876834
0.437905,0.017569,0.204392,0.005280,0.048002,0.174215,0.013920,0.000672,0.001536,0.001280,0.000352,0.912963
0.416272,0.017408,0.203688,0.005344,0.047554,0.175847,0.014241,0.000928,0.001600,0.001152,0.000416,0.893059
0.415952,0.017537,0.203112,0.005248,0.048098,0.172327,0.014369,0.000704,0.001536,0.001088,0.000352,0.888931
0.416528,0.017793,0.203208,0.005248,0.047938,0.178759,0.014528,0.000832,0.001537,0.001088,0.000608,0.897571
0.416144,0.017697,0.203464,0.005312,0.049090,0.172807,0.014240,0.000736,0.001504,0.000993,0.000384,0.890115
0.416081,0.017537,0.203111,0.005313,0.047778,0.182535,0.014400,0.000992,0.001473,0.001056,0.000640,0.899684
0.415440,0.017856,0.203016,0.005280,0.048226,0.175687,0.014209,0.000800,0.001440,0.001024,0.000608,0.891683
0.415632,0.036449,0.203048,0.005345,0.048386,0.170086,0.014497,0.000736,0.001504,0.001024,0.000352,0.905827
0.416305,0.017408,0.202952,0.005248,0.048450,0.161191,0.014432,0.000768,0.001504,0.000992,0.000608,0.877923
0.415377,0.017376,0.202952,0.005281,0.048385,0.170503,0.013985,0.000960,0.001472,0.000960,0.000544,0.886755
0.415216,0.017665,0.203176,0.005312,0.048290,0.170695,0.013985,0.000672,0.001440,0.000960,0.000320,0.884899
0.415345,0.017569,0.203015,0.005313,0.047458,0.174310,0.013985,0.000704,0.001376,0.000864,0.000352,0.888035
0.415729,0.017664,0.203784,0.005281,0.047425,0.169831,0.014209,0.000672,0.001440,0.000992,0.000320,0.885219
0.416112,0.017665,0.203112,0.005280,0.047106,0.170855,0.013984,0.000544,0.001472,0.000928,0.000352,0.885570
0.415281,0.017376,0.222249,0.005376,0.047618,0.180359,0.014305,0.000704,0.001376,0.001024,0.000352,0.914372
0.415121,0.017536,0.202984,0.005312,0.047170,0.172487,0.014177,0.000544,0.001440,0.001152,0.000320,0.885923
0.415824,0.017729,0.202952,0.005280,0.047234,0.174023,0.014208,0.000768,0.001504,0.000960,0.000352,0.889058
0.415216,0.017697,0.202856,0.005312,0.046882,0.168423,0.014144,0.000672,0.001472,0.000992,0.000384,0.881827
0.442417,0.017633,0.203272,0.005248,0.047042,0.180423,0.014305,0.000768,0.001504,0.000960,0.000288,0.921764
0.415024,0.017601,0.203720,0.005312,0.046882,0.155590,0.014049,0.000704,0.001472,0.000896,0.000352,0.869954
0.415568,0.017761,0.203560,0.005376,0.046946,0.164166,0.013985,0.000704,0.001408,0.000960,0.000352,0.878210
0.415984,0.017249,0.203368,0.005216,0.046978,0.212136,0.014721,0.000672,0.001376,0.000864,0.000384,0.927940
0.415665,0.017760,0.203656,0.005249,0.046945,0.160455,0.013984,0.000736,0.001408,0.000928,0.000352,0.874594
0.415120,0.017281,0.203112,0.005312,0.046914,0.170278,0.014273,0.000704,0.001376,0.000864,0.000352,0.883874
0.415376,0.017409,0.203112,0.005280,0.047586,0.184423,0.014145,0.000704,0.001408,0.000960,0.000608,0.898595
0.434385,0.017505,0.203144,0.005248,0.047074,0.175623,0.014112,0.000736,0.001408,0.000960,0.000320,0.908163
0.416272,0.017569,0.202760,0.005312,0.047362,0.170151,0.014240,0.000769,0.001408,0.001120,0.000352,0.885187
0.415056,0.017600,0.202920,0.005312,0.046978,0.172679,0.014273,0.000928,0.001440,0.000864,0.000288,0.886307
0.414929,0.017728,0.202696,0.005345,0.046913,0.198440,0.020417,0.000448,0.001408,0.000864,0.000320,0.917508
0.420112,0.018209,0.202504,0.004864,0.047010,0.167207,0.013888,0.000512,0.001408,0.000928,0.000352,0.884867
0.415600,0.017633,0.203464,0.005248,0.047106,0.160710,0.013888,0.000704,0.001536,0.001056,0.000352,0.874978
0.415504,0.017281,0.204040,0.005280,0.046946,0.166598,0.014176,0.000992,0.001472,0.000896,0.000352,0.881538
0.436594,0.017536,0.203688,0.005249,0.047105,0.208841,0.014400,0.000704,0.001440,0.000960,0.000352,0.944933
0.415408,0.017505,0.203464,0.005248,0.047106,0.173159,0.014048,0.000704,0.001440,0.000896,0.000672,0.887299
0.415441,0.017696,0.201928,0.005312,0.047137,0.167975,0.014145,0.000768,0.001376,0.000960,0.000320,0.880867
0.414929,0.017664,0.202504,0.005377,0.047329,0.167847,0.014017,0.000672,0.001408,0.001024,0.000384,0.880227
0.415728,0.017569,0.202536,0.004992,0.046850,0.168742,0.014176,0.000672,0.001504,0.001120,0.000352,0.882274
0.415248,0.017377,0.202920,0.005248,0.047010,0.172615,0.014144,0.000705,0.001440,0.001056,0.000352,0.886467
0.415504,0.017728,0.202760,0.005312,0.046914,0.166759,0.014208,0.000704,0.001409,0.000960,0.000416,0.880131
0.415184,0.017665,0.222569,0.005408,0.047234,0.173479,0.014144,0.000736,0.001408,0.000992,0.000384,0.907363
0.415568,0.017537,0.202600,0.005248,0.047074,0.156966,0.013888,0.000736,0.001344,0.000960,0.000352,0.869986
0.415664,0.017633,0.202376,0.005216,0.046882,0.167367,0.014016,0.000736,0.001376,0.001024,0.000576,0.880226
0.414864,0.017217,0.202792,0.005280,0.046978,0.162758,0.014049,0.000768,0.001440,0.001024,0.000384,0.875042
0.431313,0.017633,0.203080,0.005312,0.046978,0.168903,0.014048,0.000768,0.001504,0.000960,0.000352,0.898371
0.415984,0.017537,0.203752,0.005280,0.047138,0.159558,0.014241,0.000704,0.001472,0.001216,0.000608,0.875074
0.416432,0.017473,0.203176,0.005312,0.046850,0.161606,0.014113,0.000736,0.001472,0.000992,0.000608,0.877698
0.415344,0.017505,0.202824,0.005344,0.063939,0.159846,0.014177,0.000736,0.001408,0.000832,0.000576,0.890179
0.414768,0.017536,0.202024,0.004928,0.047010,0.147750,0.014113,0.000896,0.001344,0.000800,0.000384,0.858434
0.415152,0.017377,0.202056,0.004800,0.046722,0.164327,0.014144,0.000736,0.001376,0.000896,0.000352,0.875458
0.414768,0.017568,0.202408,0.005248,0.046914,0.162535,0.013920,0.000640,0.001408,0.000992,0.000352,0.874114
0.428305,0.017889,0.203784,0.004832,0.046818,0.152134,0.018016,0.000736,0.001376,0.000801,0.000352,0.882403
0.414704,0.017281,0.201704,0.005312,0.046786,0.151206,0.018144,0.000416,0.001408,0.000768,0.000320,0.865186
0.414608,0.017377,0.202568,0.004832,0.046850,0.149414,0.017889,0.000896,0.001408,0.000768,0.000320,0.864130
0.414833,0.017376,0.202792,0.004897,0.046849,0.161255,0.014144,0.000736,0.001473,0.000864,0.000384,0.873027
0.427505,0.017505,0.202088,0.005248,0.047010,0.149541,0.014016,0.000672,0.001376,0.000704,0.000352,0.873122
0.414832,0.017505,0.202536,0.004832,0.046818,0.160390,0.014017,0.000672,0.001472,0.000928,0.000608,0.872546
0.414672,0.017889,0.202216,0.005120,0.046786,0.159334,0.014529,0.000704,0.001440,0.000992,0.000608,0.872642
0.414224,0.017441,0.201960,0.004896,0.046818,0.199880,0.014144,0.000512,0.001376,0.000928,0.000480,0.909699
0.416624,0.017377,0.202280,0.005280,0.047202,0.177223,0.014048,0.000512,0.001376,0.000929,0.000384,0.890435
0.414768,0.017505,0.202856,0.005248,0.046914,0.165830,0.013921,0.000832,0.001408,0.000960,0.000352,0.878018
0.414704,0.017473,0.202439,0.005280,0.046786,0.164550,0.014817,0.000672,0.001408,0.000832,0.000320,0.876418
0.426897,0.017537,0.202344,0.005312,0.046946,0.191367,0.014817,0.000704,0.001408,0.001152,0.000320,0.917060
0.415409,0.017760,0.201959,0.004833,0.046785,0.198728,0.017697,0.000448,0.001312,0.000960,0.000352,0.915012
0.415344,0.017569,0.202312,0.005248,0.046946,0.163142,0.013921,0.000736,0.001344,0.000992,0.000384,0.875522
0.415281,0.017408,0.201672,0.005281,0.047105,0.193640,0.017537,0.000736,0.001472,0.000928,0.000352,0.909540
0.415889,0.017440,0.202376,0.004768,0.047009,0.160615,0.014464,0.000480,0.001472,0.001120,0.000832,0.874115
0.415632,0.017665,0.202184,0.004832,0.047010,0.151782,0.014081,0.000640,0.001440,0.000864,0.000352,0.863138
0.420464,0.018049,0.204264,0.005056,0.048674,0.211688,0.015584,0.000736,0.001472,0.002048,0.000576,0.941124
0.420656,0.017825,0.222377,0.005216,0.048290,0.180359,0.014752,0.000704,0.001473,0.001664,0.000320,0.922820
0.421777,0.017665,0.202792,0.005376,0.048962,0.207336,0.015841,0.000800,0.001536,0.001760,0.000800,0.937637
0.421521,0.017633,0.202696,0.005248,0.049378,0.188615,0.015169,0.000736,0.001568,0.001312,0.000608,0.912772
0.420177,0.017472,0.202120,0.005281,0.048545,0.167751,0.034753,0.000992,0.001568,0.001248,0.000608,0.909348
0.417456,0.017313,0.202184,0.005280,0.048674,0.175015,0.014464,0.000736,0.001440,0.001344,0.000640,0.892610
0.421009,0.017600,0.202312,0.005281,0.049506,0.174470,0.014465,0.000768,0.001472,0.001344,0.000608,0.897283
0.416400,0.017729,0.202056,0.005280,0.049314,0.166375,0.014336,0.000736,0.001441,0.001088,0.000384,0.883043
0.439473,0.017632,0.202408,0.005280,0.048546,0.173703,0.014401,0.000704,0.001472,0.000960,0.000352,0.913444
0.415376,0.017569,0.203048,0.005440,0.047554,0.176231,0.014560,0.000704,0.001408,0.001152,0.000352,0.891267
0.419888,0.017665,0.202536,0.005248,0.047618,0.173543,0.014304,0.000768,0.001472,0.000992,0.000320,0.891939
0.417008,0.017377,0.202440,0.005312,0.047266,0.170919,0.014145,0.000800,0.001440,0.001024,0.000352,0.885955
0.419856,0.017536,0.202216,0.005280,0.046946,0.165991,0.014048,0.000736,0.001440,0.000961,0.000352,0.883075
0.416081,0.017568,0.202824,0.005249,0.047361,0.176807,0.014081,0.000672,0.001536,0.000960,0.000352,0.891843
0.416144,0.017633,0.203208,0.005248,0.047170,0.172871,0.014048,0.000736,0.001472,0.000865,0.000352,0.887811
0.419952,0.036097,0.203591,0.005280,0.046946,0.159846,0.014240,0.000768,0.001472,0.000992,0.000352,0.897251
0.417008,0.017473,0.202792,0.005280,0.046914,0.169959,0.014368,0.000704,0.001408,0.000992,0.000352,0.884866
0.416144,0.017664,0.203176,0.005312,0.047586,0.180103,0.014145,0.000768,0.001504,0.000928,0.000384,0.894883
0.416592,0.017377,0.202888,0.005248,0.047266,0.166855,0.014112,0.000768,0.001536,0.000960,0.000321,0.881827
0.420240,0.017537,0.202888,0.005248,0.046850,0.158918,0.014049,0.000768,0.001472,0.000992,0.000384,0.877122
0.415952,0.017217,0.203400,0.005344,0.046914,0.172711,0.014048,0.000768,0.001504,0.001216,0.000288,0.886690
0.419856,0.017601,0.203272,0.005440,0.047970,0.160262,0.014273,0.000768,0.001504,0.000928,0.000384,0.880418
0.416720,0.017633,0.219048,0.005185,0.048769,0.169607,0.014401,0.000736,0.001472,0.001024,0.000544,0.903587
0.416208,0.017953,0.203464,0.005280,0.047362,0.183527,0.014465,0.000992,0.001408,0.000992,0.000640,0.900259
0.415824,0.017377,0.203048,0.005376,0.047682,0.172167,0.014688,0.000705,0.001408,0.001024,0.000544,0.887267
0.419793,0.017824,0.203080,0.005281,0.047969,0.175943,0.014369,0.000736,0.001472,0.001024,0.000576,0.896099
0.437329,0.017761,0.203944,0.005344,0.047490,0.179239,0.014401,0.000704,0.001408,0.001024,0.000608,0.917316
0.415953,0.017824,0.203496,0.005249,0.047745,0.169319,0.014369,0.000736,0.001472,0.001024,0.000576,0.886115
0.415633,0.018240,0.203271,0.005313,0.047842,0.170758,0.014497,0.000736,0.001440,0.001024,0.000320,0.887139
0.416624,0.017857,0.219945,0.005344,0.048194,0.183751,0.014593,0.000576,0.001472,0.000992,0.000608,0.919044
0.415760,0.017536,0.203144,0.005248,0.047714,0.163239,0.014464,0.000768,0.001440,0.000992,0.000352,0.878019
0.416625,0.017824,0.203239,0.005281,0.049314,0.170150,0.014401,0.000736,0.001472,0.001024,0.000608,0.888963
0.415472,0.017697,0.203112,0.005280,0.048258,0.166951,0.014080,0.000704,0.001408,0.000992,0.000320,0.882018
0.432625,0.017600,0.202824,0.005313,0.047905,0.168455,0.014113,0.000704,0.001344,0.001056,0.000608,0.900611
0.420241,0.017665,0.202279,0.005249,0.047522,0.172166,0.014049,0.000512,0.001504,0.000992,0.000608,0.890051
0.415952,0.017601,0.202888,0.005280,0.047074,0.174279,0.014112,0.000736,0.001376,0.001024,0.000640,0.888547
0.417328,0.017793,0.205128,0.005344,0.068227,0.162534,0.014561,0.000704,0.001504,0.001056,0.000320,0.903395
0.416497,0.017664,0.203816,0.005249,0.049314,0.168198,0.014305,0.000704,0.001440,0.001088,0.000608,0.886659
0.414672,0.017505,0.202216,0.005184,0.049474,0.175495,0.014496,0.000704,0.001408,0.001184,0.000320,0.890403
0.415408,0.017505,0.203624,0.005280,0.048162,0.177543,0.015425,0.000736,0.001472,0.000992,0.000608,0.896195
0.448209,0.017729,0.203016,0.005248,0.047682,0.176263,0.014529,0.000768,0.001440,0.001088,0.000320,0.923940
0.415472,0.017601,0.202952,0.005280,0.048290,0.178343,0.014401,0.000768,0.001472,0.000992,0.000576,0.893955
0.420113,0.017857,0.202760,0.005344,0.047906,0.175207,0.014496,0.000736,0.001408,0.001024,0.000640,0.895235
0.415728,0.017505,0.205096,0.005312,0.047938,0.195368,0.014272,0.000704,0.001408,0.000960,0.000384,0.912452
0.415376,0.017473,0.202984,0.005280,0.048258,0.178215,0.014529,0.000704,0.001504,0.000992,0.000640,0.892675
0.421329,0.017984,0.202792,0.005281,0.048129,0.175399,0.014305,0.000704,0.001440,0.000960,0.000608,0.896227
0.416272,0.017761,0.202984,0.005280,0.049378,0.171751,0.014784,0.000992,0.001472,0.000992,0.000672,0.890018
0.434385,0.017761,0.203816,0.005440,0.048098,0.168551,0.014304,0.000769,0.001472,0.001024,0.000608,0.904260
0.415472,0.017441,0.202696,0.005312,0.048994,0.167431,0.014720,0.000672,0.001408,0.001153,0.000576,0.883843
0.415665,0.017568,0.203079,0.005281,0.048130,0.167270,0.014881,0.000768,0.001376,0.001024,0.000352,0.882979
0.416433,0.017697,0.202759,0.005281,0.049026,0.209832,0.014528,0.000448,0.001472,0.001088,0.000576,0.926949
0.423121,0.018337,0.205192,0.005312,0.049378,0.172071,0.014720,0.000736,0.001505,0.001280,0.000352,0.900708
0.416752,0.017505,0.203208,0.005280,0.048546,0.172102,0.014272,0.000672,0.001472,0.001024,0.000608,0.889378
0.415953,0.017504,0.203271,0.005249,0.049058,0.168294,0.014497,0.000768,0.001408,0.000992,0.000576,0.885635
0.435473,0.017473,0.204200,0.005248,0.048034,0.181479,0.016545,0.000832,0.001408,0.000992,0.000640,0.920388
0.421137,0.017729,0.204264,0.005280,0.047042,0.174375,0.014208,0.000736,0.001376,0.000992,0.000352,0.896131
0.416113,0.017600,0.204520,0.005249,0.047169,0.178727,0.014144,0.000704,0.001472,0.001056,0.000608,0.895011
0.415344,0.017633,0.202504,0.005248,0.046978,0.195879,0.014241,0.000736,0.001440,0.001216,0.000608,0.909603
0.415856,0.017537,0.203304,0.005248,0.047426,0.175111,0.014337,0.000768,0.001408,0.001024,0.000352,0.889827
0.415728,0.017537,0.203080,0.005280,0.048002,0.162375,0.014528,0.000704,0.001376,0.001056,0.000576,0.878178
0.419761,0.017505,0.203240,0.005312,0.047938,0.167558,0.014401,0.000704,0.001408,0.001120,0.000608,0.887107
0.437777,0.017568,0.205448,0.005248,0.049602,0.176519,0.014432,0.000576,0.001536,0.001152,0.000352,0.919172
0.415952,0.017825,0.203752,0.005216,0.049090,0.172423,0.014272,0.000736,0.001504,0.000960,0.000352,0.889826
0.415440,0.017472,0.203240,0.005312,0.048482,0.166535,0.014304,0.000672,0.001536,0.000960,0.000608,0.882851
0.415825,0.017825,0.202055,0.005281,0.047682,0.186823,0.014401,0.000640,0.001376,0.001056,0.000512,0.900900
0.415536,0.017665,0.202824,0.005216,0.047202,0.177191,0.014400,0.000736,0.001472,0.001088,0.000352,0.891619
0.415888,0.017601,0.203848,0.005344,0.047522,0.165670,0.014785,0.000704,0.001440,0.001088,0.000832,0.882691
0.415568,0.017889,0.203112,0.005280,0.047234,0.166247,0.014464,0.000704,0.001440,0.001025,0.000320,0.881091
0.435889,0.017632,0.203240,0.005313,0.047809,0.168135,0.015169,0.000704,0.001344,0.001024,0.000384,0.905283
0.420208,0.017537,0.202504,0.005216,0.048066,0.175911,0.014817,0.000928,0.001408,0.001120,0.000608,0.896291
0.416304,0.017697,0.202248,0.005248,0.049346,0.175463,0.014624,0.000736,0.001472,0.001184,0.000352,0.892258
0.419953,0.017792,0.203272,0.005281,0.048705,0.195240,0.016481,0.000480,0.001408,0.000896,0.000576,0.918212
0.420273,0.017473,0.202504,0.005312,0.048066,0.176839,0.014080,0.000704,0.001408,0.001024,0.000608,0.896291
0.420369,0.017473,0.201992,0.005024,0.047778,0.171878,0.014080,0.000736,0.001440,0.000992,0.000416,0.889955
0.415920,0.017569,0.203464,0.005184,0.047586,0.173574,0.014272,0.000736,0.001504,0.000928,0.000320,0.888482
0.431025,0.017601,0.203752,0.005248,0.047522,0.176423,0.014048,0.000736,0.001408,0.001056,0.000608,0.907619
0.420945,0.017504,0.202600,0.005281,0.047361,0.176391,0.014273,0.000960,0.001472,0.000992,0.000608,0.896035
0.421232,0.017761,0.204488,0.005024,0.046978,0.172423,0.014496,0.000737,0.001472,0.001088,0.000608,0.895779
0.416528,0.018145,0.203784,0.005280,0.047202,0.190696,0.014432,0.000672,0.001504,0.001024,0.000608,0.908036
0.420721,0.017729,0.203720,0.005312,0.047106,0.165734,0.014337,0.000704,0.001536,0.001056,0.000352,0.886531
0.414640,0.017633,0.203368,0.005280,0.046882,0.166758,0.014113,0.000704,0.001440,0.000992,0.000416,0.880034
0.415920,0.017665,0.203272,0.005248,0.047010,0.174375,0.014560,0.000736,0.001441,0.000992,0.000384,0.889475
0.432145,0.017728,0.202408,0.005377,0.046977,0.171047,0.014177,0.000992,0.001472,0.001056,0.000384,0.901827
0.420016,0.017697,0.202984,0.005280,0.047458,0.172647,0.014304,0.000704,0.001473,0.001056,0.000576,0.892227
0.416016,0.017761,0.202280,0.005312,0.047394,0.182055,0.014369,0.000736,0.001472,0.001056,0.000352,0.896515
0.414193,0.017504,0.201992,0.005281,0.046849,0.172199,0.014401,0.000736,0.001440,0.000992,0.000352,0.884195
0.415728,0.017345,0.201992,0.005280,0.046978,0.173670,0.014560,0.000768,0.001472,0.000960,0.000384,0.886722
0.414960,0.017473,0.202664,0.005280,0.046914,0.174567,0.014497,0.000704,0.001408,0.001024,0.000384,0.887779
0.415792,0.017633,0.202344,0.005280,0.046978,0.176103,0.014240,0.000736,0.001504,0.001025,0.000320,0.889571
0.454833,0.017376,0.203176,0.005280,0.048290,0.172711,0.014689,0.000704,0.001472,0.001024,0.000576,0.928548
0.415696,0.017601,0.202856,0.005312,0.048866,0.172103,0.014336,0.000768,0.001472,0.001056,0.000608,0.888578
0.415024,0.017857,0.203816,0.005280,0.049058,0.170471,0.014273,0.000736,0.001440,0.001024,0.000576,0.887203
0.415345,0.017536,0.203080,0.005281,0.048482,0.172934,0.014177,0.000768,0.001440,0.000928,0.000384,0.887811
0.415377,0.017664,0.202856,0.005601,0.047554,0.164774,0.014369,0.000960,0.001440,0.000928,0.000384,0.879427
0.415664,0.017633,0.203240,0.005280,0.047266,0.164742,0.014368,0.000992,0.001376,0.000992,0.000608,0.879618
0.416336,0.017696,0.202728,0.005248,0.047010,0.174183,0.014401,0.000768,0.001408,0.000960,0.000608,0.889283
0.415824,0.034338,0.203368,0.005280,0.047266,0.170215,0.014208,0.000992,0.001472,0.001120,0.000320,0.902947
0.420209,0.017953,0.203207,0.005344,0.047298,0.175526,0.014432,0.000768,0.001472,0.001024,0.000576,0.895811
0.415025,0.017536,0.203080,0.005312,0.047873,0.173863,0.014369,0.000832,0.001440,0.000960,0.000512,0.888195
0.415280,0.017729,0.202888,0.005312,0.048738,0.169511,0.014272,0.000736,0.001376,0.000896,0.000352,0.884419
0.415217,0.017792,0.202312,0.005280,0.048610,0.180807,0.014368,0.000704,0.001440,0.001056,0.000384,0.895555
0.415505,0.017728,0.201960,0.005345,0.047937,0.159142,0.014432,0.000544,0.001408,0.001057,0.000352,0.873283
0.417009,0.017857,0.202279,0.005217,0.047202,0.169958,0.014401,0.000704,0.001440,0.000992,0.000416,0.884835
0.415920,0.017729,0.220648,0.005249,0.047522,0.169222,0.014369,0.000736,0.001440,0.000960,0.000320,0.902371
0.416176,0.017729,0.203112,0.005280,0.046946,0.172455,0.014240,0.000928,0.001376,0.000992,0.000352,0.887298
0.416816,0.017664,0.202792,0.005280,0.046946,0.169799,0.014113,0.000768,0.001440,0.000992,0.000352,0.884931
0.415409,0.017408,0.202824,0.005313,0.047233,0.163911,0.014112,0.000673,0.001408,0.001024,0.000384,0.878371
0.415024,0.017857,0.202536,0.005248,0.047010,0.167943,0.014240,0.000704,0.001376,0.000992,0.000353,0.881603
0.415440,0.017761,0.203048,0.005312,0.046946,0.172519,0.014081,0.000704,0.001440,0.000992,0.000832,0.887171
0.415056,0.017473,0.202792,0.005248,0.048130,0.168326,0.014241,0.000640,0.001408,0.000960,0.000352,0.881826
0.416080,0.017569,0.221065,0.005408,0.048738,0.164646,0.014049,0.000480,0.001440,0.000992,0.000384,0.899267
0.416976,0.017505,0.202088,0.005216,0.047778,0.172838,0.014432,0.000768,0.001440,0.000960,0.000352,0.888194
0.416080,0.017729,0.202344,0.005344,0.047650,0.163559,0.014048,0.000704,0.001472,0.000960,0.000352,0.878658
0.415536,0.017985,0.202696,0.005312,0.046978,0.176487,0.014208,0.000736,0.001376,0.001025,0.000352,0.890147
0.431217,0.017377,0.202632,0.005248,0.047234,0.170887,0.014368,0.000736,0.001408,0.001185,0.000640,0.901476
0.416625,0.017280,0.203592,0.005281,0.046945,0.170823,0.014305,0.000736,0.001440,0.001184,0.000576,0.887171
0.415344,0.017473,0.202248,0.005376,0.047170,0.165542,0.014177,0.000704,0.001408,0.001088,0.000672,0.879266
0.420465,0.017536,0.203688,0.005313,0.060578,0.174855,0.014048,0.000705,0.001536,0.001120,0.000352,0.909188
0.420624,0.017601,0.202632,0.005248,0.046850,0.174599,0.014272,0.000704,0.001376,0.001216,0.000352,0.893795
0.420688,0.017537,0.202856,0.005280,0.047522,0.170599,0.014560,0.000736,0.001472,0.001120,0.000384,0.890819
0.415697,0.017792,0.201960,0.005313,0.047137,0.170087,0.014337,0.000736,0.001440,0.001024,0.000352,0.884099
0.436433,0.017825,0.202375,0.005249,0.047010,0.178055,0.014144,0.000768,0.001408,0.000992,0.000352,0.912643
0.420017,0.017760,0.203688,0.005281,0.046914,0.171558,0.014209,0.000736,0.001376,0.001120,0.000416,0.891299
0.421041,0.017856,0.202280,0.005313,0.046945,0.172903,0.014433,0.000704,0.001440,0.001184,0.000384,0.892131
