Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-8],OUT[8],TEE[5-8],Layer[9],Layer[10],classifier
0.396236,0.017825,0.191909,0.004769,0.047169,0.107651,0.047362,0.058593,0.217222,0.001568,0.000416,0.884090
0.399276,0.018528,0.193701,0.005024,0.049186,0.164037,0.065378,0.065890,0.299049,0.003712,0.000896,0.977917
0.397164,0.017792,0.192166,0.005376,0.048418,0.107107,0.052738,0.060961,0.224582,0.002177,0.000352,0.894491
0.396716,0.017408,0.191814,0.004992,0.048290,0.135620,0.056961,0.061314,0.257415,0.001504,0.000608,0.925179
0.410476,0.017440,0.191942,0.005088,0.049314,0.111587,0.051938,0.060705,0.227910,0.001505,0.000640,0.910875
0.396620,0.017600,0.191750,0.004864,0.049026,0.113315,0.051138,0.061825,0.229990,0.001537,0.000608,0.898075
0.396492,0.017376,0.192006,0.004896,0.048482,0.102563,0.057729,0.058882,0.222534,0.001312,0.000384,0.889722
0.397003,0.017441,0.192102,0.004832,0.048257,0.110179,0.067746,0.070050,0.252040,0.001376,0.000416,0.919707
0.396972,0.017504,0.191814,0.004928,0.047938,0.110659,0.061730,0.061538,0.237767,0.001568,0.000384,0.905371
0.397356,0.017569,0.191621,0.004864,0.047842,0.107203,0.053954,0.058433,0.223238,0.001440,0.000353,0.890171
0.397131,0.017409,0.192038,0.004864,0.047937,0.112772,0.053921,0.059554,0.230087,0.001504,0.000448,0.899194
0.411948,0.017440,0.192006,0.004928,0.047842,0.107459,0.052737,0.063585,0.227590,0.001440,0.000449,0.910139
0.397100,0.017632,0.192358,0.004864,0.047105,0.102723,0.057569,0.063330,0.227207,0.001408,0.000384,0.894298
0.396203,0.017761,0.192230,0.004928,0.047489,0.109475,0.051234,0.060386,0.224967,0.001504,0.000448,0.891994
0.398508,0.017664,0.192581,0.005056,0.047714,0.129860,0.063010,0.073858,0.270856,0.001440,0.000416,0.940476
0.397804,0.018017,0.192133,0.005120,0.047298,0.108835,0.051330,0.062497,0.226246,0.001473,0.000416,0.894875
0.396972,0.017632,0.192102,0.004928,0.047746,0.112579,0.051746,0.060737,0.228774,0.001504,0.000448,0.897051
0.397388,0.017536,0.192134,0.005024,0.048193,0.107236,0.053025,0.060834,0.224679,0.001408,0.000672,0.893114
0.414765,0.017664,0.192326,0.005056,0.048322,0.111587,0.050881,0.063137,0.229350,0.001504,0.000705,0.916348
0.397675,0.017760,0.192326,0.005088,0.048993,0.106052,0.051745,0.060738,0.221895,0.001472,0.000448,0.892090
0.396780,0.017921,0.192677,0.005057,0.048641,0.111395,0.052418,0.060418,0.228039,0.001472,0.000512,0.897851
0.397292,0.017664,0.192422,0.005056,0.047682,0.131075,0.061441,0.060930,0.257575,0.001504,0.000480,0.926139
0.398060,0.017793,0.192613,0.004865,0.047873,0.107491,0.061890,0.059874,0.233255,0.001440,0.000416,0.902843
0.396844,0.017760,0.192102,0.004832,0.047106,0.108291,0.053761,0.059426,0.225254,0.001632,0.000416,0.892506
0.397100,0.017696,0.191974,0.005312,0.047554,0.111715,0.049825,0.059458,0.224742,0.001536,0.000384,0.892634
0.428684,0.017952,0.192262,0.005184,0.048065,0.110468,0.053313,0.060834,0.228295,0.001696,0.000576,0.929211
0.397164,0.017601,0.191653,0.005056,0.048097,0.107395,0.053314,0.060546,0.224807,0.001888,0.000352,0.893307
0.396556,0.017632,0.192582,0.004800,0.048642,0.110307,0.051489,0.062273,0.227782,0.001632,0.000416,0.896475
0.397772,0.017600,0.192198,0.004768,0.071586,0.110084,0.052673,0.059842,0.227655,0.001472,0.000352,0.920059
0.397644,0.017536,0.191718,0.004896,0.048002,0.105827,0.052449,0.064418,0.226246,0.001856,0.000352,0.894266
0.395724,0.017568,0.191750,0.005152,0.048417,0.113380,0.061474,0.059457,0.238247,0.001825,0.000416,0.906139
0.396524,0.017600,0.192134,0.004864,0.047970,0.109539,0.051106,0.061793,0.226022,0.001568,0.000385,0.893371
0.414444,0.017409,0.192357,0.004864,0.048866,0.111363,0.051266,0.059682,0.226055,0.001504,0.000352,0.912795
0.396684,0.017857,0.192037,0.005024,0.047874,0.108355,0.050658,0.062241,0.224646,0.001568,0.000384,0.892475
0.395852,0.017792,0.191846,0.004832,0.047809,0.106500,0.057377,0.062562,0.230503,0.001408,0.000448,0.896922
0.396651,0.017729,0.222406,0.005185,0.047873,0.107459,0.051426,0.063298,0.225639,0.001536,0.000352,0.924539
0.397772,0.017376,0.192134,0.004832,0.047298,0.109923,0.050945,0.059970,0.224294,0.001472,0.000384,0.892122
0.396779,0.017729,0.192038,0.004928,0.047137,0.108515,0.053794,0.058978,0.224999,0.001504,0.000384,0.891962
0.395340,0.017633,0.191525,0.004800,0.047042,0.102339,0.048001,0.060162,0.213990,0.001472,0.000352,0.878778
0.394860,0.017504,0.191558,0.004864,0.047138,0.108035,0.061090,0.060769,0.233574,0.001472,0.000352,0.897883
0.400268,0.017665,0.193573,0.004864,0.048482,0.111875,0.055842,0.064034,0.235879,0.001568,0.000576,0.910267
0.396844,0.017792,0.193286,0.004896,0.047586,0.120067,0.050210,0.062946,0.236839,0.001920,0.000576,0.905979
0.396268,0.017761,0.208870,0.005216,0.047521,0.109764,0.051873,0.065058,0.230215,0.001440,0.000384,0.914587
0.396588,0.017601,0.192101,0.005153,0.049025,0.109603,0.049186,0.059938,0.222311,0.001536,0.000352,0.890811
0.397708,0.017793,0.192421,0.004896,0.048418,0.111875,0.050786,0.063074,0.229479,0.001440,0.000384,0.898587
0.396972,0.017729,0.192741,0.005057,0.048065,0.105475,0.052802,0.060674,0.222631,0.001728,0.000384,0.891675
0.397132,0.017793,0.192325,0.004832,0.048322,0.104611,0.050817,0.060193,0.219206,0.001760,0.000416,0.888122
0.397740,0.018113,0.192133,0.005089,0.049377,0.124836,0.054017,0.064034,0.246375,0.002048,0.000416,0.918363
0.396780,0.017697,0.192453,0.005217,0.048737,0.108547,0.061570,0.066786,0.240391,0.001856,0.000288,0.909499
0.416620,0.017441,0.192773,0.004833,0.050369,0.108451,0.051618,0.060706,0.224295,0.001504,0.000352,0.914523
0.396300,0.017601,0.192869,0.004865,0.049377,0.110979,0.052898,0.062786,0.230151,0.001600,0.000640,0.900347
0.397676,0.017569,0.192869,0.005025,0.048129,0.109091,0.052706,0.063970,0.229447,0.001664,0.000352,0.898939
0.396588,0.017665,0.192549,0.004864,0.048354,0.108323,0.049410,0.061249,0.222566,0.001408,0.000321,0.890491
0.396300,0.017824,0.192710,0.005056,0.049090,0.113859,0.052386,0.061633,0.231335,0.001568,0.000384,0.900443
0.397644,0.017824,0.192102,0.005120,0.047650,0.115779,0.051618,0.062018,0.233255,0.001440,0.000416,0.902363
0.398956,0.017696,0.193830,0.005056,0.047937,0.115427,0.050881,0.062273,0.232294,0.001568,0.000448,0.904378
0.415692,0.017793,0.192646,0.005344,0.047969,0.137732,0.052834,0.061058,0.255432,0.001440,0.000416,0.943132
0.398380,0.017665,0.193317,0.005056,0.049314,0.103075,0.048033,0.061602,0.216262,0.001440,0.000320,0.887706
0.396780,0.017760,0.192294,0.005312,0.048385,0.112548,0.050529,0.063074,0.229607,0.001408,0.000352,0.898042
0.395819,0.017825,0.191846,0.004864,0.048545,0.116740,0.064866,0.073954,0.259784,0.001472,0.000352,0.927163
0.397420,0.017760,0.193030,0.004896,0.047650,0.109635,0.051138,0.062241,0.226534,0.001441,0.000352,0.895291
0.396427,0.017312,0.191558,0.005120,0.047617,0.112164,0.060353,0.068707,0.245064,0.001408,0.000672,0.911099
0.396556,0.017248,0.191878,0.004832,0.047426,0.113283,0.050369,0.061026,0.228550,0.001472,0.000352,0.894650
0.411148,0.017472,0.192262,0.004960,0.047714,0.114435,0.051938,0.060129,0.230630,0.001537,0.000416,0.913051
0.396524,0.018048,0.192838,0.004832,0.047809,0.109379,0.051585,0.060898,0.225735,0.001536,0.000384,0.894426
0.396363,0.017505,0.191750,0.004832,0.047393,0.105059,0.052578,0.065698,0.227175,0.001536,0.000384,0.893018
0.397068,0.017537,0.191589,0.004896,0.047682,0.132164,0.050049,0.060610,0.247527,0.001568,0.000672,0.915099
0.399212,0.017856,0.192902,0.004896,0.048130,0.113443,0.051170,0.062433,0.230631,0.002144,0.000640,0.903195
0.397004,0.017441,0.191781,0.005152,0.048194,0.106467,0.051810,0.061441,0.223398,0.001825,0.000800,0.891611
0.397452,0.017376,0.191750,0.004896,0.047233,0.112420,0.051009,0.061346,0.228711,0.001568,0.000320,0.896250
0.410444,0.017600,0.192230,0.004928,0.048738,0.108035,0.058498,0.061505,0.231686,0.001952,0.000608,0.914651
0.396268,0.017312,0.191686,0.004928,0.048001,0.101891,0.050114,0.060450,0.215847,0.001632,0.000320,0.881882
0.396524,0.017568,0.192582,0.004800,0.047457,0.104388,0.062529,0.065282,0.235879,0.001440,0.000384,0.902747
0.395627,0.017537,0.192774,0.004832,0.047169,0.122436,0.052961,0.058049,0.237383,0.001280,0.000320,0.902618
0.398220,0.017505,0.192101,0.004896,0.047298,0.108323,0.064578,0.059074,0.235751,0.001408,0.000288,0.903771
0.396716,0.017664,0.192454,0.004864,0.047362,0.105475,0.061634,0.060481,0.231366,0.001440,0.000320,0.898395
0.395883,0.017377,0.191782,0.005024,0.047457,0.094499,0.049217,0.056962,0.204102,0.001408,0.000352,0.869273
0.413228,0.017473,0.191494,0.004832,0.047073,0.104163,0.050818,0.062082,0.220999,0.001440,0.000480,0.903163
0.397484,0.017569,0.191557,0.004865,0.047041,0.102467,0.051330,0.060257,0.217478,0.001376,0.000352,0.883642
0.396363,0.017505,0.192006,0.004896,0.047073,0.116516,0.060705,0.064482,0.245383,0.001376,0.000416,0.911130
0.395372,0.017600,0.191878,0.004864,0.047137,0.126116,0.059618,0.061378,0.251208,0.001856,0.000448,0.916987
0.396364,0.017697,0.192101,0.004800,0.047586,0.107555,0.050626,0.060673,0.222758,0.001600,0.000384,0.889723
0.396140,0.017664,0.192582,0.005152,0.047106,0.112195,0.052354,0.061569,0.229446,0.001696,0.000385,0.896315
0.396108,0.017664,0.192358,0.005120,0.047810,0.112547,0.050465,0.059906,0.226406,0.001568,0.000416,0.893754
0.412492,0.018081,0.193061,0.005184,0.047554,0.114083,0.061506,0.065698,0.245063,0.001536,0.000416,0.930395
0.398347,0.018081,0.192646,0.005056,0.048225,0.115876,0.061090,0.060769,0.241383,0.001504,0.000449,0.911643
0.397260,0.017504,0.192518,0.004800,0.047969,0.110308,0.050817,0.058722,0.223463,0.001600,0.000416,0.891642
0.396300,0.017473,0.191525,0.004897,0.066946,0.111203,0.062338,0.068386,0.245383,0.001728,0.000384,0.931484
0.395980,0.017440,0.192070,0.004928,0.047489,0.108900,0.059585,0.059650,0.231943,0.001824,0.000384,0.898394
0.396684,0.017408,0.192198,0.005088,0.047169,0.115268,0.052289,0.060930,0.232231,0.001504,0.000416,0.899930
0.397356,0.017728,0.191910,0.005248,0.049346,0.119395,0.053314,0.065858,0.242663,0.001664,0.000384,0.913595
0.412044,0.017761,0.192997,0.005088,0.049218,0.114403,0.065474,0.061474,0.245063,0.001760,0.000384,0.930907
0.396843,0.017825,0.191590,0.005312,0.048065,0.114404,0.063265,0.065762,0.247303,0.001600,0.000416,0.915771
0.397132,0.017760,0.192710,0.005312,0.048418,0.111075,0.051714,0.063265,0.229799,0.001568,0.000384,0.899899
0.397132,0.017920,0.209382,0.005185,0.048193,0.116035,0.062273,0.066242,0.248231,0.001824,0.000384,0.935548
0.397100,0.017952,0.192678,0.005056,0.048321,0.108228,0.050721,0.060898,0.223335,0.001472,0.000352,0.892218
0.396940,0.017569,0.192197,0.005024,0.047906,0.112323,0.050690,0.060418,0.226855,0.001408,0.000384,0.894299
0.395883,0.017601,0.192454,0.005184,0.049057,0.109060,0.051713,0.060226,0.224743,0.001536,0.000384,0.893498
0.403052,0.017408,0.193350,0.005088,0.048674,0.112227,0.051778,0.065154,0.232999,0.001600,0.000480,0.909435
0.397132,0.017857,0.193285,0.004897,0.047681,0.111715,0.048194,0.064034,0.227879,0.001600,0.000480,0.897851
0.397612,0.017920,0.192966,0.005216,0.047394,0.109955,0.052386,0.061889,0.227878,0.001505,0.000672,0.897243
0.396812,0.017728,0.214791,0.005248,0.048257,0.117988,0.049825,0.068482,0.239975,0.001472,0.000352,0.931292
0.396780,0.018112,0.192230,0.005216,0.048322,0.120867,0.052098,0.065538,0.242087,0.001664,0.000640,0.912603
0.397515,0.017632,0.192198,0.005184,0.049281,0.118244,0.053058,0.062305,0.237159,0.001568,0.000320,0.908731
0.395788,0.017633,0.192325,0.005120,0.048642,0.112419,0.064706,0.068002,0.248583,0.001568,0.000480,0.916507
0.396236,0.017728,0.192678,0.005024,0.047906,0.107043,0.052449,0.060514,0.223526,0.001504,0.000416,0.892186
0.397516,0.017600,0.192070,0.005152,0.048193,0.111875,0.063074,0.064386,0.242759,0.001632,0.000384,0.911419
0.395884,0.017632,0.192006,0.004864,0.049506,0.113283,0.052130,0.060962,0.230215,0.001472,0.000448,0.899291
0.417773,0.017888,0.192294,0.005280,0.048737,0.112771,0.061602,0.060962,0.238471,0.001536,0.000448,0.928988
0.396780,0.017568,0.191686,0.005248,0.048674,0.119107,0.052194,0.061410,0.236519,0.001536,0.000640,0.907131
0.396908,0.017825,0.191621,0.005088,0.047906,0.107619,0.050082,0.060385,0.221574,0.001664,0.000416,0.889306
0.395403,0.017409,0.191654,0.004896,0.049121,0.111876,0.069218,0.063842,0.249320,0.001600,0.000384,0.916379
0.397548,0.017600,0.191558,0.004864,0.047778,0.110883,0.050914,0.060545,0.226022,0.001536,0.000416,0.894138
0.396171,0.017760,0.191814,0.005120,0.048385,0.111460,0.049217,0.059266,0.223719,0.001888,0.000416,0.893370
0.397164,0.017793,0.192837,0.005057,0.049441,0.107715,0.052002,0.058818,0.222247,0.001632,0.000608,0.893147
0.424045,0.017824,0.192166,0.004992,0.048130,0.116003,0.052258,0.063490,0.235303,0.001664,0.000640,0.932252
0.396332,0.017633,0.191653,0.004832,0.050530,0.110883,0.062754,0.061090,0.238375,0.001568,0.000416,0.907579
0.396524,0.017889,0.191717,0.004897,0.048257,0.108163,0.051426,0.060098,0.223175,0.001536,0.000352,0.890843
0.395436,0.017376,0.192486,0.004896,0.047650,0.132292,0.053409,0.059938,0.249799,0.001472,0.000416,0.915547
0.396555,0.017537,0.191686,0.004832,0.048097,0.112292,0.053569,0.061442,0.231143,0.001600,0.000416,0.899930
0.396875,0.017761,0.191910,0.004896,0.047713,0.109923,0.051202,0.061794,0.226567,0.001600,0.000416,0.894490
0.395756,0.017761,0.192773,0.004896,0.047938,0.106563,0.053122,0.063970,0.226983,0.001568,0.000384,0.894363
0.412428,0.017537,0.191717,0.004928,0.047426,0.106147,0.057602,0.058402,0.225735,0.001312,0.000352,0.907643
0.395724,0.018049,0.192005,0.004864,0.048002,0.106531,0.048322,0.057089,0.215686,0.001472,0.000384,0.882618
0.395884,0.017953,0.192229,0.004833,0.048481,0.106627,0.048354,0.058433,0.216838,0.001408,0.000416,0.883803
0.396044,0.017505,0.191877,0.004865,0.047425,0.132740,0.079650,0.059650,0.275880,0.001472,0.000288,0.941788
0.395532,0.017537,0.191877,0.004833,0.048929,0.104195,0.066018,0.057154,0.231015,0.001440,0.000352,0.897499
0.398091,0.017696,0.193190,0.004864,0.048545,0.119204,0.053218,0.060449,0.236263,0.002240,0.000320,0.909403
0.397132,0.017601,0.192197,0.004896,0.048770,0.100611,0.049985,0.061954,0.216134,0.001536,0.000384,0.884666
0.413228,0.017729,0.192421,0.004865,0.048033,0.104707,0.051266,0.057729,0.217510,0.001568,0.000449,0.903483
0.395179,0.017793,0.191685,0.004993,0.047745,0.102435,0.052066,0.059841,0.217959,0.001408,0.000288,0.882842
0.396139,0.017409,0.192166,0.005280,0.047073,0.110564,0.061857,0.062114,0.238055,0.001568,0.000352,0.903994
0.396396,0.017729,0.191909,0.005088,0.047138,0.126852,0.058401,0.059682,0.248775,0.001344,0.000352,0.914395
0.398220,0.017825,0.192037,0.005248,0.047746,0.105827,0.050690,0.060417,0.220806,0.001440,0.000353,0.891163
0.400076,0.017761,0.192069,0.005057,0.047521,0.106787,0.050882,0.059489,0.220966,0.001409,0.000416,0.891291
0.396971,0.017537,0.192390,0.004832,0.048609,0.101891,0.050434,0.059169,0.214566,0.001377,0.000352,0.882202
0.415277,0.017632,0.191782,0.004864,0.047874,0.101571,0.051713,0.060994,0.217926,0.001728,0.000320,0.903451
0.395915,0.017569,0.191526,0.005024,0.047073,0.099747,0.063394,0.056578,0.223079,0.001376,0.000288,0.887546
0.397291,0.017729,0.191334,0.004928,0.047809,0.101315,0.052066,0.058497,0.215238,0.001665,0.000352,0.882234
0.397899,0.017664,0.192134,0.005088,0.047201,0.115588,0.068674,0.068226,0.256680,0.001504,0.000416,0.925691
0.397356,0.017536,0.191846,0.005088,0.047394,0.106179,0.067906,0.059234,0.237191,0.001376,0.000384,0.904443
0.397388,0.017600,0.191590,0.005056,0.047170,0.108707,0.051137,0.059746,0.223142,0.001568,0.000384,0.890042
0.396300,0.017984,0.192102,0.005088,0.047234,0.107203,0.058850,0.060226,0.230119,0.001856,0.000448,0.897691
0.413580,0.017921,0.192325,0.005313,0.049793,0.109987,0.064770,0.060482,0.238727,0.001504,0.000320,0.926395
0.396620,0.017760,0.192198,0.004864,0.049090,0.105539,0.052290,0.061569,0.222918,0.001280,0.000352,0.890970
0.397644,0.017729,0.191685,0.005088,0.048546,0.102371,0.051809,0.058690,0.216422,0.001344,0.000384,0.885018
0.402636,0.018368,0.192934,0.005056,0.049410,0.183205,0.065218,0.061186,0.313993,0.004352,0.000544,0.997661
0.398731,0.017856,0.192774,0.005056,0.049089,0.108868,0.049345,0.058754,0.220455,0.001856,0.000640,0.892538
0.394956,0.017760,0.191845,0.005120,0.048290,0.110915,0.052994,0.060385,0.227719,0.001536,0.000384,0.893755
0.398732,0.017569,0.193030,0.005088,0.048801,0.108003,0.051202,0.060130,0.222791,0.001504,0.000352,0.893979
0.411180,0.017632,0.192614,0.004768,0.049250,0.107331,0.062946,0.067938,0.241767,0.001696,0.000352,0.925243
0.395403,0.017313,0.193606,0.004800,0.047457,0.105283,0.066978,0.059458,0.235303,0.001312,0.000320,0.901722
0.394764,0.017664,0.191750,0.004896,0.048290,0.108963,0.050753,0.061377,0.224358,0.001632,0.000352,0.889594
0.395564,0.017665,0.192389,0.005057,0.067618,0.109859,0.063746,0.059938,0.237191,0.001696,0.000640,0.924412
0.395339,0.017792,0.192102,0.004928,0.049249,0.104996,0.048769,0.056930,0.214151,0.001472,0.000352,0.881178
0.395564,0.017728,0.192358,0.004832,0.048802,0.108291,0.050145,0.065186,0.227302,0.001856,0.000608,0.895418
0.396364,0.017473,0.192325,0.004832,0.048002,0.106307,0.052514,0.060097,0.222438,0.001569,0.000352,0.889051
0.412812,0.017440,0.192550,0.004768,0.049154,0.104771,0.053057,0.060994,0.222374,0.001472,0.000352,0.907162
0.394316,0.017377,0.192133,0.004864,0.047650,0.106883,0.052258,0.062177,0.224870,0.001568,0.000384,0.890171
0.395147,0.017632,0.192006,0.004928,0.047841,0.103267,0.049954,0.059138,0.216103,0.001408,0.000384,0.881402
0.395339,0.017537,0.192102,0.004832,0.047425,0.127332,0.089315,0.064418,0.284873,0.001280,0.000352,0.949340
0.395243,0.017505,0.191846,0.004832,0.047105,0.101539,0.050818,0.059201,0.215175,0.001408,0.000416,0.879354
0.396011,0.017568,0.191558,0.005120,0.047841,0.105763,0.062082,0.065122,0.236583,0.001856,0.000320,0.903002
0.396875,0.017729,0.192134,0.004896,0.047681,0.106627,0.052738,0.058722,0.221415,0.001856,0.000320,0.889498
0.414540,0.017633,0.192293,0.005121,0.047329,0.110083,0.061890,0.064162,0.239687,0.001312,0.000576,0.924251
0.396780,0.017728,0.192518,0.004864,0.047266,0.104611,0.064994,0.059746,0.233127,0.001376,0.000416,0.899835
0.396235,0.017697,0.192230,0.004864,0.047137,0.097923,0.049698,0.057185,0.208134,0.001248,0.000288,0.873529
0.394860,0.017377,0.192229,0.004800,0.047042,0.123364,0.067330,0.061281,0.255591,0.001408,0.000384,0.919708
0.395371,0.017569,0.191430,0.004896,0.047649,0.112932,0.060545,0.059266,0.236423,0.001504,0.000352,0.902202
0.394956,0.017345,0.191909,0.004897,0.047265,0.104931,0.058402,0.059650,0.226759,0.001248,0.000320,0.890523
0.394987,0.017601,0.192262,0.004864,0.047073,0.105027,0.065026,0.059970,0.233671,0.001312,0.000416,0.898042
0.407948,0.017825,0.193638,0.004896,0.047105,0.113572,0.050657,0.060834,0.228391,0.001600,0.000352,0.907963
0.396332,0.017376,0.192262,0.004992,0.047074,0.103491,0.050849,0.061666,0.219494,0.001312,0.000384,0.884922
0.396428,0.017792,0.192614,0.005248,0.047106,0.110883,0.065410,0.063618,0.243911,0.001376,0.000416,0.911643
0.395020,0.017504,0.191910,0.004864,0.047106,0.121027,0.053026,0.061410,0.239335,0.001440,0.000352,0.903387
0.394571,0.017729,0.191878,0.004928,0.047297,0.105571,0.047778,0.064226,0.221191,0.001440,0.000352,0.885050
0.396204,0.017696,0.191686,0.005216,0.047265,0.105540,0.050977,0.060194,0.220327,0.001216,0.000320,0.885786
0.394924,0.017536,0.191878,0.004832,0.047425,0.110468,0.050689,0.065730,0.230503,0.001376,0.000384,0.894842
0.411565,0.017696,0.191718,0.005056,0.047361,0.112324,0.061858,0.061601,0.239399,0.001536,0.000640,0.921372
0.394475,0.017665,0.191910,0.004896,0.047169,0.104739,0.051682,0.058946,0.218727,0.001408,0.000352,0.882522
0.394699,0.017665,0.191493,0.004865,0.047041,0.106723,0.061986,0.065250,0.237447,0.001408,0.000320,0.900602
0.395276,0.017376,0.191526,0.004896,0.047042,0.110595,0.050433,0.113828,0.278632,0.001696,0.000352,0.943228
0.395627,0.017313,0.191686,0.004864,0.047169,0.106979,0.050018,0.059362,0.220071,0.001472,0.000320,0.884378
0.395307,0.017921,0.191493,0.005025,0.047393,0.107427,0.051522,0.059554,0.222183,0.001376,0.000352,0.887322
0.396459,0.017825,0.192069,0.004896,0.047297,0.106243,0.051042,0.058626,0.219463,0.001440,0.000384,0.885594
0.412973,0.017632,0.191782,0.005056,0.047041,0.108292,0.050849,0.058178,0.221095,0.001440,0.000320,0.903419
0.395436,0.017344,0.191781,0.004864,0.046978,0.106435,0.050049,0.060162,0.219846,0.001376,0.000352,0.883930
0.394988,0.017248,0.192358,0.004800,0.047042,0.109347,0.051201,0.059490,0.223142,0.001312,0.000320,0.886842
0.396652,0.017280,0.191910,0.004832,0.047106,0.107331,0.053953,0.061634,0.226278,0.001568,0.000448,0.892250
0.394188,0.017312,0.191718,0.004864,0.047265,0.107364,0.056001,0.057506,0.224199,0.001312,0.000320,0.886650
0.395404,0.017472,0.191654,0.004832,0.047265,0.102083,0.050914,0.063650,0.219751,0.001280,0.000416,0.883962
0.395916,0.017632,0.192454,0.004864,0.047265,0.102275,0.050818,0.058242,0.214887,0.001536,0.000320,0.881434
0.394796,0.033825,0.193253,0.004833,0.046977,0.102275,0.063618,0.060738,0.229831,0.001280,0.000384,0.911451
0.394987,0.017697,0.191974,0.004864,0.047041,0.106147,0.048802,0.060194,0.218631,0.001312,0.000320,0.882778
0.394539,0.017728,0.191846,0.004992,0.047009,0.097859,0.051938,0.063010,0.216103,0.001376,0.000384,0.879546
0.394796,0.017281,0.191749,0.004896,0.046978,0.103523,0.048449,0.058498,0.213414,0.001344,0.000384,0.876698
0.395404,0.017377,0.191845,0.004832,0.047010,0.103331,0.050817,0.059522,0.217062,0.001312,0.000320,0.880858
0.394444,0.017376,0.191718,0.004800,0.047010,0.105667,0.049665,0.060578,0.219078,0.001344,0.000416,0.882010
0.394828,0.017377,0.191781,0.004864,0.047618,0.097475,0.045697,0.058146,0.204966,0.001312,0.000416,0.868890
0.394092,0.017504,0.209863,0.004960,0.047233,0.112387,0.061473,0.059330,0.236647,0.001536,0.000384,0.918715
0.394924,0.017505,0.192293,0.004896,0.047138,0.097795,0.047041,0.057986,0.206790,0.001376,0.000384,0.871994
0.397580,0.018081,0.194693,0.004865,0.049345,0.129348,0.052097,0.062530,0.247303,0.002880,0.000576,0.922939
0.394604,0.018049,0.193381,0.004865,0.048641,0.112771,0.065314,0.060354,0.241895,0.002144,0.000640,0.912955
0.394988,0.017281,0.192229,0.005057,0.047873,0.100163,0.050145,0.058722,0.212582,0.001824,0.000576,0.878490
0.394764,0.017377,0.192005,0.004928,0.047074,0.103619,0.060834,0.060098,0.227783,0.001280,0.000352,0.891067
0.394987,0.017473,0.192390,0.004832,0.047073,0.104899,0.054274,0.058306,0.221095,0.001568,0.000416,0.885914
0.395948,0.017409,0.210694,0.005248,0.047234,0.102659,0.050657,0.061346,0.219302,0.001376,0.000320,0.903355
0.396044,0.017344,0.191302,0.004864,0.047137,0.102243,0.050337,0.059618,0.215526,0.001344,0.000320,0.879802
0.394796,0.017440,0.191526,0.004832,0.047009,0.110820,0.050017,0.060162,0.224583,0.001600,0.000352,0.889434
0.395275,0.017600,0.191974,0.004896,0.047041,0.104803,0.052322,0.060002,0.220487,0.001472,0.000416,0.885530
0.410604,0.017345,0.192133,0.004896,0.047202,0.106275,0.050434,0.061281,0.221318,0.001248,0.000288,0.900954
0.395436,0.017761,0.192581,0.004833,0.046977,0.109667,0.048226,0.059905,0.221126,0.001504,0.000384,0.887451
0.394732,0.017409,0.192037,0.004865,0.047041,0.110787,0.050850,0.061762,0.226823,0.001344,0.000352,0.890491
0.395243,0.017537,0.191782,0.004928,0.047329,0.123396,0.051169,0.059458,0.237671,0.001248,0.000384,0.901882
0.394667,0.017601,0.191878,0.004896,0.047201,0.098339,0.045761,0.057122,0.204678,0.001440,0.000416,0.870105
0.395500,0.017632,0.192070,0.004896,0.047298,0.100003,0.047585,0.056994,0.207974,0.001344,0.000384,0.873306
0.395244,0.017696,0.192358,0.004896,0.046913,0.108099,0.049153,0.060226,0.220742,0.001408,0.000672,0.886362
0.415436,0.017665,0.191718,0.004928,0.047713,0.096355,0.050081,0.059457,0.209158,0.001408,0.000288,0.894362
0.395147,0.017409,0.192005,0.004896,0.047201,0.102435,0.049570,0.058273,0.213798,0.001504,0.000416,0.879801
0.394700,0.017761,0.192229,0.005024,0.047041,0.103363,0.057634,0.061026,0.225575,0.001408,0.000320,0.889819
0.394731,0.017601,0.191845,0.004929,0.047009,0.096963,0.048417,0.080611,0.230087,0.001408,0.000416,0.894298
0.396107,0.017889,0.195366,0.004928,0.047009,0.108132,0.050721,0.059202,0.221639,0.001664,0.000448,0.891610
0.395948,0.017632,0.193446,0.004800,0.047234,0.108931,0.062370,0.060321,0.235014,0.001409,0.000352,0.902107
0.394732,0.018017,0.193285,0.004865,0.047041,0.100547,0.049890,0.057601,0.211910,0.001440,0.000416,0.877850
0.417613,0.017824,0.192870,0.005056,0.047138,0.105379,0.052001,0.063842,0.224582,0.001504,0.000384,0.913435
0.394572,0.017536,0.192358,0.004864,0.047106,0.104323,0.052033,0.060578,0.220422,0.001536,0.000384,0.885242
0.394604,0.017377,0.191685,0.004896,0.047330,0.101283,0.052737,0.058914,0.216422,0.001344,0.000352,0.879994
0.395052,0.017600,0.191974,0.004832,0.047042,0.099811,0.049121,0.058978,0.211590,0.001376,0.000352,0.875642
0.394892,0.017345,0.192037,0.004896,0.047042,0.101891,0.051873,0.061858,0.219718,0.001504,0.000640,0.884954
0.396428,0.017473,0.191429,0.004833,0.047233,0.105027,0.061762,0.060674,0.230759,0.001472,0.000480,0.896091
0.395307,0.017504,0.191558,0.004864,0.047201,0.104707,0.049890,0.059906,0.218311,0.001344,0.000352,0.882362
0.394443,0.017697,0.208614,0.005216,0.047074,0.107395,0.062114,0.060802,0.233831,0.001568,0.000416,0.915419
