Layer[0],IN[1],INFER[1-6],OUT[6],TEE[1-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.399628,0.193798,0.612722,0.071202,0.882618,0.000864,0.003296,0.001953,0.000544,1.297063
0.445837,0.175781,0.618419,0.069794,0.868346,0.000960,0.005312,0.001504,0.000384,1.328615
0.397036,0.165797,0.609394,0.067554,0.847065,0.000768,0.002816,0.001152,0.000832,1.255814
0.396428,0.176325,0.604786,0.104803,0.890618,0.001056,0.002977,0.001152,0.000576,1.299367
0.397260,0.167749,0.607218,0.068418,0.847577,0.000672,0.002528,0.001152,0.000608,1.255109
0.396300,0.166789,0.615730,0.077858,0.864666,0.000672,0.003776,0.001120,0.000608,1.272742
0.395947,0.169797,0.635475,0.077923,0.887259,0.000736,0.003904,0.001152,0.000384,1.295910
0.396140,0.161797,0.607282,0.066850,0.840121,0.000736,0.003872,0.001088,0.000352,1.248165
0.397772,0.168485,0.604626,0.064226,0.841177,0.000704,0.002400,0.001056,0.000608,1.249637
0.414412,0.174342,0.616210,0.072866,0.867578,0.000704,0.002432,0.001152,0.000416,1.294246
0.396620,0.162341,0.605170,0.071618,0.843417,0.001056,0.002400,0.001056,0.000640,1.252357
0.396876,0.156772,0.623955,0.089539,0.875098,0.000704,0.005216,0.001248,0.000608,1.286342
0.397004,0.168837,0.604274,0.073538,0.850937,0.000768,0.003041,0.001056,0.000352,1.259270
0.397164,0.150629,0.617106,0.069090,0.840953,0.000800,0.002336,0.001312,0.000576,1.249317
0.396460,0.179909,0.616402,0.068386,0.868921,0.000736,0.002497,0.001088,0.000320,1.276102
0.396844,0.153701,0.605394,0.066274,0.829465,0.000736,0.005184,0.001248,0.000416,1.240037
0.397196,0.156357,0.607378,0.066946,0.835193,0.000800,0.002496,0.001184,0.000640,1.244325
0.396236,0.170853,0.606706,0.070434,0.852377,0.000704,0.002304,0.001120,0.000352,1.259397
0.397228,0.198886,0.606930,0.071042,0.881242,0.000736,0.005184,0.001216,0.000576,1.292454
0.397739,0.158084,0.626419,0.073250,0.862553,0.000704,0.003104,0.001216,0.000384,1.272197
0.397068,0.164741,0.606738,0.068418,0.844697,0.000832,0.003008,0.001216,0.000384,1.253893
0.397291,0.165925,0.607634,0.072451,0.850074,0.000640,0.002624,0.001184,0.000640,1.258437
0.413645,0.169925,0.617554,0.070882,0.862649,0.000704,0.002432,0.001024,0.000640,1.287302
0.397452,0.153892,0.604050,0.065474,0.827384,0.000704,0.002336,0.001088,0.000576,1.236388
0.396076,0.167749,0.603378,0.066402,0.841849,0.000736,0.002368,0.001184,0.000416,1.267910
0.396876,0.171205,0.607314,0.067554,0.849817,0.000928,0.002240,0.001216,0.000352,1.257797
0.396524,0.136804,0.605970,0.068386,0.815224,0.000768,0.003040,0.001152,0.000416,1.223652
0.397100,0.200870,0.623666,0.075779,0.904091,0.000704,0.005216,0.001184,0.000832,1.315431
0.396652,0.168517,0.604338,0.069378,0.846041,0.000672,0.002688,0.001216,0.000608,1.254534
0.397100,0.192614,0.605010,0.068834,0.870778,0.000832,0.002784,0.001184,0.000352,1.278950
0.414764,0.176134,0.615954,0.069986,0.866330,0.000736,0.002816,0.001312,0.000384,1.292678
0.396908,0.152196,0.606066,0.068162,0.830392,0.000736,0.002848,0.001216,0.000577,1.238597
0.396300,0.171045,0.624947,0.107139,0.908923,0.000704,0.002720,0.001152,0.000896,1.316807
0.396844,0.156068,0.604530,0.066594,0.832088,0.000704,0.002432,0.001152,0.000672,1.240132
0.396364,0.171141,0.605138,0.068226,0.848793,0.000768,0.002208,0.001056,0.000320,1.255558
0.396268,0.167877,0.620114,0.068418,0.860314,0.000704,0.002880,0.001120,0.000352,1.267814
0.396460,0.170053,0.620819,0.068258,0.863770,0.000800,0.002880,0.001248,0.000832,1.272326
0.397067,0.155205,0.602162,0.067138,0.828729,0.000704,0.002816,0.001184,0.000416,1.237220
0.396780,0.154660,0.614418,0.068514,0.841657,0.000768,0.002752,0.001248,0.000832,1.250053
0.415148,0.172773,0.616147,0.070114,0.863386,0.001056,0.002880,0.001056,0.000832,1.291174
0.396652,0.159172,0.643283,0.081411,0.888410,0.001056,0.003040,0.001120,0.000480,1.297254
0.396523,0.192742,0.605298,0.068130,0.871066,0.000736,0.002880,0.001216,0.000416,1.279173
0.396364,0.173893,0.606194,0.068770,0.853305,0.000768,0.002976,0.001184,0.000576,1.260517
0.413644,0.203590,0.614131,0.073474,0.895611,0.000736,0.002400,0.001056,0.000352,1.319367
0.397259,0.166244,0.605458,0.066978,0.842776,0.000929,0.002976,0.001152,0.000416,1.251237
0.397324,0.171333,0.618227,0.102595,0.896955,0.000704,0.004736,0.001184,0.000608,1.307335
0.395948,0.169285,0.603538,0.066722,0.844409,0.000768,0.002976,0.001248,0.000416,1.251685
0.396076,0.180645,0.606226,0.065698,0.856761,0.000736,0.005216,0.001120,0.000352,1.266277
0.397036,0.178469,0.624595,0.067938,0.875450,0.000832,0.002464,0.001120,0.000576,1.282950
0.397388,0.167493,0.602834,0.064674,0.839833,0.000736,0.005280,0.001184,0.000352,1.251237
0.396428,0.168261,0.603986,0.067266,0.844313,0.000704,0.002400,0.001120,0.000416,1.251109
0.397419,0.151300,0.605170,0.067106,0.827832,0.000736,0.002400,0.001024,0.000416,1.235748
0.395723,0.188134,0.604562,0.065282,0.861978,0.000768,0.002400,0.001056,0.000416,1.267877
0.396331,0.172134,0.632082,0.091811,0.900475,0.000736,0.002624,0.001120,0.000832,1.308166
0.395947,0.158629,0.620563,0.065506,0.849370,0.000704,0.002720,0.001152,0.000608,1.256613
0.396203,0.167749,0.621043,0.067106,0.860122,0.000736,0.002240,0.001120,0.000576,1.266885
0.412397,0.196294,0.614386,0.070274,0.886554,0.000704,0.002272,0.001056,0.000608,1.310407
0.395820,0.162245,0.601554,0.066178,0.833945,0.000736,0.002528,0.001152,0.000448,1.240709
0.398220,0.161125,0.609010,0.089218,0.863833,0.000864,0.003169,0.001280,0.000416,1.273766
0.397035,0.167845,0.606546,0.067490,0.846649,0.000736,0.002304,0.001120,0.000352,1.254309
0.396812,0.172741,0.604754,0.066082,0.847865,0.000736,0.002112,0.001088,0.000576,1.255205
0.396364,0.167333,0.639539,0.108163,0.920156,0.000800,0.002784,0.001024,0.000384,1.329064
0.396716,0.166437,0.606130,0.065090,0.842073,0.000736,0.005184,0.001120,0.000448,1.252581
0.396523,0.163908,0.615251,0.066786,0.849561,0.001056,0.002880,0.001056,0.000832,1.257541
0.411628,0.161413,0.601170,0.066530,0.832889,0.001056,0.004288,0.001056,0.000352,1.256837
0.397228,0.189062,0.601778,0.068962,0.864250,0.001088,0.002464,0.001120,0.000384,1.274022
0.395564,0.166021,0.621234,0.074275,0.866330,0.000800,0.005216,0.001184,0.000832,1.276102
0.395468,0.149252,0.603666,0.063714,0.820952,0.000672,0.003232,0.001024,0.000640,1.227236
0.395884,0.191366,0.601362,0.064578,0.860602,0.000672,0.002304,0.001088,0.000352,1.266214
0.395948,0.204742,0.607474,0.073730,0.890490,0.000896,0.002240,0.001024,0.000384,1.296358
0.396299,0.151461,0.619986,0.063682,0.839129,0.000736,0.002304,0.001088,0.000384,1.245124
0.396171,0.167781,0.602802,0.063586,0.838137,0.000992,0.005120,0.001152,0.000576,1.248293
0.410604,0.169669,0.613650,0.066210,0.853305,0.000672,0.002784,0.001152,0.000448,1.274949
0.395564,0.166021,0.601553,0.064194,0.835736,0.000704,0.002209,0.001088,0.000352,1.241221
0.395276,0.122307,0.621907,0.074722,0.822584,0.000736,0.004576,0.001120,0.000448,1.231556
0.395468,0.181606,0.601265,0.063905,0.850521,0.000736,0.003648,0.001120,0.000416,1.258214
0.396460,0.143812,0.601522,0.070914,0.820344,0.000704,0.002624,0.001056,0.000384,1.227588
0.395692,0.215238,0.632467,0.065730,0.916987,0.000640,0.002240,0.000960,0.000384,1.322247
0.395724,0.152229,0.605266,0.068930,0.829881,0.000672,0.002144,0.000992,0.000320,1.235173
0.395564,0.167365,0.602290,0.064482,0.838585,0.000640,0.005088,0.001152,0.000416,1.246757
0.436173,0.148612,0.612978,0.064546,0.829849,0.000640,0.002208,0.000992,0.000352,1.275750
0.396043,0.174981,0.603250,0.063906,0.846489,0.000640,0.004896,0.001088,0.000384,1.254789
0.395467,0.161316,0.620755,0.113923,0.900122,0.000704,0.002816,0.001120,0.000384,1.306566
0.395883,0.152612,0.612850,0.066082,0.835640,0.000672,0.002336,0.001024,0.000384,1.242148
0.395820,0.165540,0.603665,0.064930,0.838392,0.000672,0.005089,0.001088,0.000576,1.246597
0.396556,0.186693,0.631443,0.067810,0.890074,0.000768,0.002272,0.001024,0.000640,1.297318
0.396235,0.188806,0.615186,0.065314,0.873626,0.000704,0.003360,0.001216,0.000576,1.280965
0.395500,0.155589,0.618482,0.064642,0.842169,0.000672,0.002176,0.001216,0.000288,1.246757
0.396140,0.157060,0.602610,0.064866,0.828472,0.000672,0.002432,0.001184,0.000768,1.235140
0.395788,0.160549,0.601906,0.066306,0.833017,0.000672,0.005248,0.001152,0.000384,1.242213
0.397068,0.163525,0.617618,0.078147,0.863354,0.000640,0.002720,0.001248,0.000608,1.271046
0.395660,0.170693,0.603538,0.068674,0.846905,0.000992,0.005184,0.001120,0.000576,1.256197
0.396012,0.146468,0.602961,0.063906,0.817240,0.000704,0.004705,0.001088,0.000608,1.226053
0.395915,0.178374,0.631890,0.071811,0.886651,0.001024,0.005216,0.001120,0.000608,1.297190
0.396044,0.193414,0.601938,0.063458,0.862714,0.000672,0.003040,0.001152,0.000800,1.269894
0.395435,0.163716,0.602066,0.062818,0.832728,0.000672,0.002304,0.001056,0.000352,1.238340
0.396299,0.147941,0.601650,0.063490,0.816921,0.000672,0.002208,0.001088,0.000320,1.222820
0.396076,0.158084,0.601330,0.063522,0.826872,0.000704,0.002944,0.001184,0.000576,1.233604
0.397004,0.189702,0.621618,0.072194,0.887995,0.000992,0.003168,0.001408,0.000384,1.297383
0.396364,0.167045,0.602034,0.066082,0.839545,0.000608,0.002208,0.001120,0.000352,1.246565
0.396268,0.164069,0.620466,0.065602,0.853817,0.000736,0.005025,0.001152,0.000352,1.262470
0.396012,0.180709,0.612498,0.065954,0.863961,0.000896,0.002944,0.001184,0.000352,1.270629
0.395884,0.164933,0.605554,0.067778,0.842201,0.000928,0.005184,0.001152,0.000416,1.252261
0.396491,0.168581,0.605010,0.064482,0.841913,0.000672,0.003200,0.001185,0.000352,1.248261
0.396620,0.154212,0.605298,0.063810,0.827096,0.000640,0.002272,0.001120,0.000352,1.233700
0.395531,0.197285,0.613491,0.066562,0.881530,0.000704,0.005088,0.001216,0.000640,1.290310
0.396044,0.168869,0.619090,0.076194,0.868537,0.000672,0.002945,0.001216,0.000640,1.276006
0.395948,0.162981,0.604210,0.066434,0.837497,0.000800,0.002080,0.001088,0.000576,1.243493
0.395532,0.165957,0.603602,0.064322,0.837721,0.000704,0.002272,0.001152,0.000832,1.244037
0.395404,0.169765,0.619890,0.066466,0.859929,0.000672,0.003009,0.001184,0.000576,1.310855
0.396011,0.162756,0.604850,0.064994,0.836376,0.000736,0.002112,0.001024,0.000352,1.241988
0.396876,0.165445,0.605426,0.065602,0.840633,0.000768,0.002528,0.001088,0.000352,1.247845
0.395692,0.166757,0.604850,0.064546,0.839801,0.000704,0.002304,0.001120,0.000352,1.245765
0.396268,0.165189,0.603250,0.064994,0.837369,0.000640,0.003488,0.001056,0.000384,1.245733
0.396332,0.165029,0.618802,0.105795,0.893595,0.000768,0.004128,0.000992,0.000576,1.302247
0.395659,0.167237,0.603186,0.067938,0.842233,0.000800,0.003233,0.000960,0.000384,1.248997
0.395563,0.188133,0.618514,0.066402,0.877209,0.000641,0.002304,0.000992,0.000576,1.282694
0.413388,0.164805,0.616466,0.065442,0.850105,0.000672,0.002368,0.001056,0.000608,1.273797
0.396236,0.151621,0.600657,0.065090,0.821528,0.000736,0.004865,0.001024,0.000832,1.231557
0.395564,0.164133,0.603026,0.065346,0.836473,0.000704,0.002080,0.000992,0.000640,1.241829
0.395564,0.151268,0.602033,0.064386,0.821944,0.000736,0.005185,0.001024,0.000864,1.230565
0.397004,0.158276,0.602098,0.063618,0.828120,0.000736,0.005152,0.001056,0.000832,1.238724
0.395660,0.188486,0.620210,0.067650,0.880442,0.000800,0.002848,0.001120,0.000577,1.287335
0.395659,0.151333,0.604754,0.069218,0.829081,0.000960,0.005184,0.001088,0.000352,1.238372
0.396363,0.166405,0.601714,0.070082,0.842137,0.000736,0.003072,0.001153,0.000352,1.249989
0.411820,0.167749,0.616787,0.067554,0.855834,0.000736,0.002400,0.000960,0.000384,1.278214
0.395692,0.166917,0.605202,0.065217,0.841241,0.000768,0.002944,0.001120,0.000608,1.247877
0.395788,0.163909,0.616178,0.064738,0.848505,0.000704,0.003360,0.001024,0.000576,1.255013
0.396076,0.164229,0.603218,0.064802,0.836025,0.000704,0.002944,0.001184,0.000384,1.242661
0.396012,0.182469,0.618291,0.062978,0.867962,0.000672,0.005024,0.001056,0.000832,1.277158
0.395756,0.122595,0.615858,0.075490,0.818104,0.000992,0.002688,0.001056,0.000384,1.224740
0.395563,0.189158,0.602930,0.063266,0.859034,0.000640,0.002560,0.001120,0.000384,1.264901
0.396715,0.185797,0.613042,0.066882,0.870265,0.000992,0.002784,0.001088,0.000672,1.279526
0.412652,0.167237,0.613554,0.065986,0.850329,0.000704,0.002688,0.001088,0.000576,1.274437
0.395404,0.168389,0.604338,0.066434,0.843257,0.000736,0.002336,0.001248,0.000576,1.249413
0.395531,0.169285,0.606226,0.066978,0.846681,0.000704,0.005313,0.001024,0.000416,1.256197
0.396684,0.190982,0.603570,0.065794,0.863994,0.000704,0.002368,0.000960,0.000576,1.271078
0.395372,0.159589,0.603442,0.064194,0.831193,0.000672,0.002432,0.001024,0.000352,1.237509
0.395627,0.168645,0.623219,0.084578,0.881178,0.000736,0.003136,0.001184,0.000416,1.289670
0.395851,0.168229,0.604914,0.065058,0.842137,0.000704,0.002464,0.001024,0.000576,1.248900
0.396075,0.162437,0.604594,0.064930,0.836345,0.000736,0.005344,0.001248,0.000608,1.245284
0.414668,0.168869,0.613138,0.068482,0.854297,0.001056,0.003200,0.001152,0.000608,1.281030
0.395660,0.146756,0.601522,0.064226,0.816376,0.000704,0.002560,0.001024,0.000608,1.221636
0.396588,0.167557,0.602834,0.064674,0.838841,0.000736,0.002496,0.001024,0.000608,1.245925
0.395820,0.167365,0.601169,0.063746,0.835800,0.000736,0.002272,0.001024,0.000608,1.241733
0.395372,0.164677,0.614226,0.065314,0.847705,0.000768,0.002976,0.001088,0.000416,1.254565
0.396171,0.165861,0.649108,0.103267,0.922236,0.001024,0.004256,0.001024,0.000384,1.331015
0.395659,0.151589,0.603218,0.064162,0.822681,0.000704,0.002400,0.000992,0.000384,1.228804
0.395660,0.196069,0.602769,0.067522,0.870713,0.000672,0.002465,0.001024,0.000352,1.277126
0.433708,0.158916,0.614835,0.064225,0.841848,0.000704,0.005120,0.001056,0.000640,1.289030
0.396683,0.165637,0.603762,0.066754,0.839801,0.000704,0.002080,0.001024,0.000640,1.245924
0.396652,0.165349,0.600722,0.083779,0.853722,0.000800,0.002048,0.001216,0.000416,1.260294
0.396171,0.162405,0.600178,0.064226,0.830617,0.000672,0.002528,0.001184,0.000416,1.236837
0.395660,0.149924,0.602930,0.062914,0.819480,0.000672,0.002016,0.001024,0.000384,1.224228
0.395788,0.150596,0.614995,0.076002,0.845945,0.000736,0.002720,0.001216,0.000416,1.253349
0.395948,0.164549,0.619058,0.063714,0.851161,0.000704,0.002176,0.001152,0.000608,1.257190
0.396268,0.188613,0.603602,0.065314,0.861625,0.000736,0.002336,0.001056,0.000352,1.267077
0.413868,0.193734,0.614674,0.066434,0.878650,0.001024,0.002784,0.001120,0.000416,1.303911
0.395915,0.196678,0.604434,0.066146,0.871002,0.000736,0.002688,0.001088,0.000448,1.277893
0.395691,0.193030,0.621491,0.077346,0.895547,0.000768,0.002720,0.001024,0.000384,1.301734
0.395884,0.163845,0.603890,0.065026,0.836633,0.000672,0.003360,0.001120,0.000576,1.243845
0.395628,0.160709,0.601649,0.076803,0.843257,0.000992,0.002784,0.001088,0.000384,1.251237
0.395884,0.162117,0.619922,0.070786,0.856601,0.000736,0.002912,0.001120,0.000576,1.262885
0.396107,0.150340,0.605202,0.065442,0.824792,0.000768,0.002144,0.001344,0.000576,1.232132
0.396204,0.168517,0.621874,0.067522,0.862394,0.000672,0.002336,0.001024,0.000416,1.269414
0.412332,0.152389,0.614194,0.066178,0.836377,0.000704,0.002240,0.000992,0.000544,1.259205
0.395724,0.189510,0.604050,0.068386,0.865658,0.000672,0.002720,0.001120,0.000352,1.272070
0.396204,0.162117,0.620146,0.094691,0.881338,0.000736,0.002336,0.001248,0.000832,1.288646
0.396044,0.161829,0.618226,0.066050,0.850297,0.000832,0.004992,0.001056,0.000384,1.259333
0.395883,0.164645,0.602578,0.064418,0.835833,0.000736,0.002688,0.001152,0.000384,1.241764
0.396460,0.147012,0.619954,0.085922,0.857049,0.000736,0.003040,0.001088,0.000352,1.264614
0.395628,0.162981,0.619026,0.063425,0.849497,0.000640,0.002209,0.001120,0.000352,1.256102
0.395595,0.165093,0.618739,0.064802,0.852666,0.000768,0.002176,0.001120,0.000800,1.259077
0.412812,0.169573,0.612434,0.066690,0.852505,0.000672,0.002304,0.000992,0.000352,1.274853
0.396363,0.127428,0.613842,0.066690,0.811928,0.000960,0.005056,0.001056,0.000576,1.222212
0.397260,0.168869,0.636243,0.073410,0.883034,0.000896,0.002752,0.001120,0.000608,1.292102
0.395564,0.156036,0.602642,0.063778,0.826488,0.001056,0.005248,0.001121,0.000384,1.235173
0.396204,0.161253,0.615026,0.064706,0.844761,0.000960,0.002784,0.000992,0.000416,1.251749
0.395948,0.193798,0.663860,0.065154,0.926908,0.001024,0.002912,0.000960,0.000352,1.333768
0.396331,0.164100,0.601362,0.065154,0.834872,0.000736,0.002208,0.000800,0.000576,1.240932
0.397100,0.163845,0.608658,0.069922,0.847193,0.000800,0.002368,0.001120,0.000384,1.254949
0.396364,0.149669,0.602610,0.067426,0.823929,0.000960,0.003296,0.001056,0.000480,1.232421
0.395468,0.147300,0.613587,0.064194,0.828665,0.001056,0.002240,0.000864,0.000544,1.234341
0.395787,0.146245,0.618226,0.066274,0.834585,0.000640,0.002240,0.001056,0.000352,1.240548
0.396076,0.134308,0.601874,0.063841,0.803640,0.000672,0.002272,0.000864,0.000320,1.209252
0.395532,0.176581,0.617170,0.065794,0.863129,0.000896,0.003104,0.001024,0.000416,1.269253
0.395980,0.151460,0.623187,0.108259,0.888698,0.000640,0.002176,0.000896,0.000288,1.294790
0.395436,0.137156,0.617714,0.062337,0.820920,0.000832,0.002241,0.000896,0.000320,1.226053
0.396332,0.139268,0.614578,0.069890,0.827672,0.000992,0.005280,0.001024,0.000448,1.237701
0.407724,0.142564,0.600018,0.062114,0.808152,0.000672,0.002720,0.001024,0.000384,1.225060
0.395692,0.164869,0.600050,0.063553,0.831608,0.000704,0.002304,0.001120,0.000288,1.237477
0.396492,0.144548,0.609682,0.061889,0.821432,0.000640,0.003265,0.000960,0.000352,1.227429
0.395851,0.167141,0.609522,0.065698,0.847449,0.000608,0.002209,0.000800,0.000352,1.252677
0.397900,0.128580,0.611602,0.062530,0.806488,0.000736,0.002176,0.000832,0.000352,1.213476
0.396235,0.133348,0.610706,0.082659,0.830201,0.001024,0.005120,0.001024,0.000416,1.239269
0.397835,0.162341,0.599922,0.062562,0.828505,0.000960,0.005088,0.001024,0.000448,1.238245
0.395468,0.146564,0.596209,0.064546,0.811480,0.001056,0.002624,0.000832,0.000352,1.217412
0.396171,0.161861,0.635411,0.062178,0.863482,0.000992,0.004256,0.000864,0.000352,1.272293
0.396171,0.160132,0.600114,0.065218,0.829912,0.000672,0.002656,0.001088,0.000640,1.237764
0.397356,0.150981,0.600946,0.065378,0.821913,0.000768,0.002496,0.001024,0.000576,1.229989
0.396172,0.174917,0.613266,0.073346,0.865401,0.001088,0.002593,0.001344,0.000608,1.273542
0.396812,0.166949,0.602673,0.068002,0.841721,0.000800,0.002432,0.001088,0.000608,1.249253
0.396140,0.170533,0.621554,0.073219,0.869882,0.001120,0.002496,0.001152,0.000608,1.278182
0.395852,0.167205,0.617778,0.068130,0.857113,0.000832,0.002720,0.001152,0.000608,1.264101
0.395980,0.168805,0.602002,0.064930,0.840025,0.000736,0.002560,0.001152,0.000576,1.247845
0.421804,0.189669,0.602258,0.064706,0.860569,0.001088,0.002592,0.001056,0.000608,1.293958
0.395724,0.166437,0.600562,0.069634,0.840697,0.000736,0.002784,0.001216,0.000608,1.248261
0.396620,0.169445,0.603218,0.070402,0.847353,0.001056,0.002400,0.001152,0.000576,1.256197
0.396492,0.165317,0.602577,0.067618,0.839192,0.000929,0.002656,0.001120,0.000640,1.246853
0.396076,0.192453,0.604146,0.104515,0.905371,0.000768,0.002464,0.001248,0.000416,1.311815
0.396748,0.167205,0.624818,0.074147,0.870490,0.000992,0.002240,0.001056,0.000640,1.277990
0.396139,0.164356,0.618195,0.065442,0.852250,0.000672,0.002400,0.000992,0.000576,1.258949
0.396268,0.164997,0.604210,0.065762,0.838873,0.000736,0.002496,0.001088,0.000576,1.246629
0.413228,0.167429,0.604242,0.065890,0.841657,0.000672,0.002464,0.001536,0.000672,1.266565
0.396332,0.169093,0.603794,0.068354,0.844921,0.000992,0.002304,0.001152,0.000608,1.252805
0.396139,0.146757,0.623282,0.078403,0.852282,0.000992,0.002464,0.001184,0.000832,1.259717
0.395916,0.167365,0.604466,0.065154,0.840729,0.000736,0.002272,0.001024,0.000384,1.246981
0.396043,0.167909,0.605489,0.071362,0.849081,0.001088,0.002816,0.001120,0.000640,1.257125
0.396172,0.167877,0.637139,0.095459,0.904699,0.000704,0.002496,0.001216,0.000352,1.311559
0.395851,0.148996,0.600818,0.063202,0.817177,0.000960,0.002784,0.001216,0.000416,1.223588
0.396396,0.159300,0.615827,0.063490,0.842393,0.000704,0.002080,0.001152,0.000384,1.248805
0.414892,0.169669,0.618130,0.071042,0.863161,0.000704,0.002272,0.001408,0.000672,1.290182
0.396235,0.156132,0.602418,0.064514,0.827544,0.000672,0.002368,0.001152,0.000384,1.234180
