Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-9],Layer[10],classifier
0.420081,0.017921,0.202952,0.005024,0.047266,0.000800,0.216008,0.000640,0.947301
0.416112,0.017473,0.202152,0.005024,0.047746,0.000800,0.188967,0.000512,0.885698
0.420528,0.017665,0.202280,0.004832,0.047202,0.000832,0.172679,0.000544,0.874242
0.416144,0.017729,0.202376,0.004864,0.047234,0.000800,0.232585,0.000768,0.930276
0.420273,0.017568,0.202600,0.005216,0.048450,0.000800,0.193736,0.000544,0.896259
0.415601,0.017280,0.202664,0.005312,0.048706,0.000832,0.213353,0.000704,0.912132
0.416112,0.017249,0.202568,0.005024,0.048834,0.000736,0.205352,0.000704,0.903331
0.435217,0.017760,0.203687,0.005345,0.048354,0.000832,0.203208,0.000800,0.923556
0.422033,0.017344,0.203496,0.005025,0.047969,0.000801,0.200775,0.000704,0.904996
0.420464,0.017569,0.202440,0.004864,0.048514,0.000800,0.187688,0.000608,0.889795
0.417201,0.017473,0.202888,0.005056,0.048642,0.000800,0.198599,0.000544,0.897860
0.416561,0.017696,0.202344,0.004833,0.048673,0.000768,0.201255,0.000608,0.899363
0.420656,0.017473,0.203240,0.004864,0.047138,0.000832,0.209768,0.000608,0.912003
0.416208,0.017537,0.202952,0.004832,0.047682,0.000992,0.200776,0.000640,0.899235
0.437329,0.020065,0.202920,0.005280,0.048706,0.000800,0.200072,0.000640,0.923364
0.416368,0.017408,0.203048,0.005024,0.048290,0.000768,0.204264,0.000640,0.902755
0.416912,0.017665,0.203080,0.004832,0.048194,0.000768,0.189991,0.000544,0.890530
0.420656,0.017409,0.202536,0.004864,0.048418,0.000832,0.199528,0.000544,0.902659
0.415601,0.017472,0.202984,0.004961,0.047265,0.000832,0.209544,0.000576,0.906788
0.420145,0.017600,0.203848,0.004833,0.049281,0.000960,0.194887,0.000544,0.898659
0.415921,0.017440,0.202344,0.004800,0.048354,0.000800,0.188264,0.000512,0.885059
0.420240,0.017697,0.220872,0.005057,0.047458,0.000736,0.228873,0.000640,0.948517
0.415600,0.017569,0.203112,0.004896,0.046978,0.000832,0.203720,0.000576,0.900035
0.415921,0.017729,0.203175,0.004801,0.047266,0.000832,0.210440,0.000800,0.908228
0.420240,0.017537,0.203112,0.004992,0.048066,0.000800,0.215400,0.000896,0.917443
0.417488,0.017569,0.203272,0.005088,0.048802,0.000800,0.194951,0.000544,0.895043
0.415760,0.017473,0.203880,0.005120,0.048642,0.000832,0.196744,0.000576,0.896003
0.421585,0.017792,0.202696,0.005217,0.048706,0.000800,0.192039,0.000544,0.895715
0.432849,0.017697,0.202280,0.005312,0.048386,0.000832,0.195016,0.000608,0.910116
0.415632,0.017313,0.202280,0.004832,0.049506,0.000800,0.191976,0.000928,0.890051
0.419824,0.017697,0.202280,0.004832,0.048610,0.000992,0.200616,0.000704,0.902371
0.414256,0.017409,0.202568,0.004832,0.047714,0.000832,0.193960,0.000608,0.889027
0.422416,0.017696,0.202696,0.005088,0.048642,0.000800,0.194984,0.000800,0.899843
0.417104,0.017505,0.202248,0.005216,0.048162,0.000864,0.216169,0.000832,0.916708
0.420433,0.018016,0.203016,0.004865,0.048801,0.000800,0.223081,0.000800,0.927364
0.420529,0.035553,0.203976,0.005088,0.048450,0.000832,0.217801,0.000736,0.940677
0.418673,0.017664,0.203144,0.004865,0.048449,0.000800,0.204520,0.000672,0.906756
0.416240,0.017665,0.202504,0.004800,0.048770,0.000800,0.186087,0.000544,0.883938
0.419729,0.017473,0.201864,0.004832,0.048578,0.000800,0.192327,0.000608,0.893155
0.420945,0.017537,0.204040,0.005248,0.048578,0.000800,0.201640,0.000704,0.906148
0.415824,0.017857,0.203848,0.004800,0.049154,0.000992,0.204392,0.000672,0.904675
0.421328,0.018209,0.202984,0.005024,0.048674,0.001024,0.199624,0.001088,0.906115
0.436241,0.017761,0.203368,0.005248,0.048482,0.000768,0.207720,0.000640,0.928228
0.415729,0.017760,0.202952,0.005249,0.048354,0.000800,0.221288,0.000704,0.921188
0.422897,0.017632,0.203176,0.005249,0.048193,0.000800,0.197511,0.000800,0.903107
0.421553,0.017600,0.203464,0.005057,0.048770,0.000832,0.216744,0.000832,0.922052
0.416880,0.017761,0.203656,0.004864,0.048002,0.000768,0.196712,0.000672,0.897603
0.416944,0.017601,0.204296,0.005056,0.048418,0.000864,0.194696,0.000768,0.895491
0.420752,0.017569,0.203144,0.004992,0.048834,0.000768,0.196744,0.000640,0.900419
0.452465,0.017761,0.202376,0.004832,0.047682,0.000832,0.215785,0.000736,0.949253
0.416656,0.017601,0.203240,0.004800,0.048322,0.000832,0.192135,0.000608,0.891587
0.420464,0.017505,0.202664,0.005024,0.048066,0.000768,0.189607,0.000608,0.892323
0.415600,0.017665,0.202472,0.004896,0.050082,0.000864,0.210632,0.000769,0.911492
0.416112,0.021025,0.203048,0.004800,0.049442,0.000768,0.208200,0.000576,0.912420
0.420368,0.017569,0.203048,0.005152,0.048386,0.000800,0.190056,0.000640,0.892835
0.421009,0.017760,0.202536,0.004864,0.048674,0.000800,0.193512,0.000608,0.897539
0.434705,0.017921,0.202888,0.004864,0.048770,0.000768,0.188808,0.000608,0.907428
0.418224,0.017217,0.202824,0.005248,0.048674,0.000800,0.184231,0.000832,0.885826
0.415344,0.017409,0.202792,0.004864,0.048098,0.000768,0.182311,0.000608,0.879074
0.415472,0.017760,0.202472,0.005248,0.048386,0.000832,0.196584,0.000512,0.894563
0.415056,0.017921,0.202344,0.004768,0.048386,0.000704,0.198664,0.000704,0.895491
0.419952,0.017697,0.201928,0.005216,0.047714,0.000768,0.190632,0.000736,0.891459
0.415600,0.017473,0.202888,0.005120,0.047138,0.000832,0.212552,0.000512,0.908739
0.416113,0.035937,0.203688,0.005024,0.047138,0.000992,0.188424,0.000544,0.907172
0.416144,0.017761,0.202952,0.004960,0.048386,0.000768,0.197640,0.000576,0.896515
0.415312,0.017696,0.203080,0.004960,0.048610,0.000800,0.195912,0.000640,0.894179
0.416880,0.018145,0.203176,0.004864,0.049442,0.000832,0.184296,0.000576,0.885603
0.419152,0.017825,0.203560,0.004832,0.048098,0.000992,0.225897,0.000544,0.928548
0.420624,0.017537,0.203496,0.004832,0.048418,0.000768,0.202696,0.000704,0.906083
0.421169,0.017473,0.203528,0.004832,0.047458,0.000832,0.196936,0.000544,0.900100
0.423025,0.017313,0.222504,0.005121,0.047522,0.001024,0.206664,0.000672,0.931141
0.422512,0.017601,0.202920,0.004896,0.047490,0.000800,0.189640,0.000672,0.893635
0.417457,0.017569,0.202888,0.004928,0.047522,0.000832,0.204072,0.000704,0.903140
0.417584,0.017921,0.204520,0.005120,0.047810,0.000800,0.206664,0.000896,0.909987
0.421200,0.017921,0.203656,0.005248,0.047746,0.000800,0.191752,0.000608,0.896163
0.416272,0.017953,0.202728,0.004832,0.048450,0.000832,0.201256,0.000672,0.900515
