Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-8],Layer[9],Layer[10],classifier
0.416816,0.017633,0.203400,0.005088,0.049122,0.000576,0.219049,0.001440,0.000608,0.921892
0.422513,0.017696,0.203240,0.005281,0.048578,0.000800,0.196775,0.001504,0.000609,0.904484
0.417392,0.017665,0.203432,0.005088,0.047906,0.000768,0.199080,0.001440,0.000608,0.901475
0.420144,0.017441,0.202312,0.005088,0.048546,0.000576,0.195656,0.001280,0.000608,0.898851
0.433425,0.017793,0.201992,0.005024,0.048802,0.000608,0.190503,0.001376,0.000608,0.908547
0.418768,0.017889,0.206504,0.005120,0.048834,0.000800,0.198856,0.001632,0.000672,0.906691
0.420721,0.017729,0.202504,0.005280,0.048450,0.000768,0.193703,0.001312,0.000385,0.898500
0.415120,0.017633,0.220777,0.005152,0.049186,0.000576,0.190248,0.000992,0.000384,0.907364
0.420497,0.017696,0.202312,0.005217,0.047969,0.000800,0.186760,0.001248,0.000672,0.890147
0.416177,0.017600,0.202152,0.005441,0.048194,0.000608,0.201959,0.001504,0.000416,0.901316
0.423312,0.018017,0.204808,0.005248,0.049090,0.000768,0.213257,0.001312,0.000448,0.924772
0.435089,0.017985,0.204008,0.005248,0.048418,0.000768,0.184967,0.001280,0.000416,0.907139
0.417265,0.017505,0.203496,0.005248,0.048546,0.000704,0.191399,0.001184,0.000640,0.894307
0.420561,0.017600,0.202600,0.005345,0.048545,0.000481,0.203367,0.001152,0.000416,0.907044
0.420785,0.017280,0.220137,0.005280,0.047618,0.000768,0.187111,0.001248,0.000384,0.908196
0.416112,0.017473,0.203432,0.005280,0.048066,0.000608,0.192488,0.001568,0.000640,0.893987
0.416433,0.017697,0.202856,0.005024,0.050114,0.000640,0.196263,0.001344,0.000384,0.898628
0.416016,0.017889,0.204072,0.005376,0.048194,0.000832,0.194952,0.001216,0.000416,0.895587
0.432785,0.017473,0.203208,0.005248,0.048898,0.000576,0.188679,0.001376,0.000416,0.907140
0.421808,0.017505,0.204040,0.005024,0.048098,0.000544,0.205512,0.001248,0.000416,0.911012
0.420401,0.017632,0.202344,0.004896,0.047649,0.000576,0.198824,0.001184,0.000672,0.901571
0.416368,0.017953,0.222857,0.005440,0.047970,0.000576,0.196680,0.001184,0.000384,0.918596
0.415888,0.017281,0.203560,0.005280,0.047938,0.000544,0.186695,0.001281,0.000416,0.885699
0.415568,0.017281,0.202504,0.005312,0.047842,0.000480,0.193608,0.001248,0.000416,0.890307
0.415408,0.017441,0.203048,0.005248,0.047042,0.000576,0.170375,0.001184,0.000352,0.867682
0.431729,0.017761,0.203304,0.005344,0.047138,0.000576,0.196328,0.001280,0.000352,0.910756
0.415152,0.017281,0.202472,0.005216,0.047714,0.000480,0.190728,0.001280,0.000416,0.886755
0.421521,0.017408,0.202824,0.005345,0.048929,0.000800,0.196776,0.001472,0.000352,0.902595
0.417104,0.017697,0.203208,0.005344,0.065475,0.000896,0.198824,0.001472,0.000384,0.919492
0.415632,0.017569,0.202280,0.005120,0.049634,0.000544,0.190408,0.001568,0.000416,0.891459
0.421169,0.017793,0.203432,0.005280,0.048482,0.000800,0.215880,0.001569,0.000480,0.924773
0.420945,0.017697,0.202600,0.005312,0.048514,0.000800,0.206856,0.001536,0.000640,0.915652
0.420913,0.017985,0.202759,0.005312,0.048322,0.000800,0.232777,0.001408,0.000384,0.938789
0.420784,0.017857,0.202696,0.005408,0.048770,0.000544,0.190408,0.001440,0.000384,0.896259
0.416272,0.017761,0.202856,0.005344,0.047874,0.000768,0.190791,0.001312,0.000416,0.891107
0.415953,0.017696,0.220713,0.005216,0.049250,0.000640,0.203272,0.001536,0.000640,0.925092
0.420977,0.017761,0.202344,0.005312,0.048930,0.000768,0.233225,0.001408,0.000448,0.938821
0.415568,0.017857,0.202216,0.005056,0.048194,0.000608,0.210536,0.001312,0.000352,0.909507
0.421392,0.017760,0.202888,0.005120,0.047938,0.000544,0.191560,0.001280,0.000384,0.896003
0.421200,0.018081,0.202408,0.005184,0.048834,0.000544,0.191560,0.001472,0.000416,0.897475
0.421168,0.017697,0.202344,0.005088,0.048322,0.000576,0.195880,0.001472,0.000448,0.901219
0.417200,0.017985,0.203208,0.005280,0.048482,0.000608,0.200680,0.001408,0.000384,0.904707
0.432401,0.017473,0.202056,0.005248,0.048674,0.000576,0.191464,0.001376,0.000608,0.908004
0.420080,0.017729,0.202696,0.005120,0.048226,0.000768,0.195688,0.001440,0.000640,0.899779
0.416272,0.017569,0.202504,0.005056,0.048162,0.000832,0.194567,0.001568,0.000448,0.894883
0.415600,0.017665,0.203304,0.005280,0.048418,0.000544,0.213672,0.001376,0.000416,0.914115
0.415057,0.017824,0.202248,0.005313,0.048161,0.000576,0.176486,0.001312,0.000384,0.875843
0.416112,0.017761,0.202024,0.005248,0.047874,0.000480,0.188712,0.001184,0.000352,0.887331
0.415536,0.017729,0.202056,0.004800,0.048258,0.000480,0.168646,0.001152,0.000352,0.865697
0.429233,0.017697,0.202088,0.005056,0.048386,0.000672,0.185831,0.001376,0.000384,0.899491
0.414961,0.017536,0.201960,0.005344,0.047682,0.000544,0.195432,0.001408,0.000416,0.893443
0.417200,0.017633,0.203656,0.005216,0.047586,0.000576,0.203368,0.001568,0.000448,0.907491
0.416272,0.017633,0.202824,0.005280,0.048802,0.000768,0.177287,0.001120,0.000512,0.877602
0.415697,0.020833,0.202311,0.005281,0.047746,0.000672,0.182791,0.001184,0.000384,0.885059
0.416080,0.017857,0.202760,0.005280,0.047458,0.000576,0.180295,0.001344,0.000416,0.879042
0.415984,0.017728,0.202792,0.005344,0.047938,0.000608,0.183272,0.001408,0.000448,0.883939
0.416304,0.017729,0.215944,0.005248,0.047938,0.000608,0.180775,0.001152,0.000352,0.892770
0.415472,0.021184,0.203688,0.004929,0.047649,0.000545,0.195527,0.001248,0.000320,0.898243
0.415856,0.017697,0.201991,0.005345,0.048450,0.000448,0.190183,0.001120,0.000352,0.887490
0.415824,0.017505,0.201704,0.004992,0.048066,0.000768,0.191527,0.001184,0.000352,0.889474
0.425265,0.017824,0.202632,0.005025,0.047937,0.000577,0.199751,0.001440,0.000416,0.908964
0.415504,0.017568,0.202280,0.005120,0.049666,0.000832,0.190184,0.001472,0.000448,0.893251
0.420689,0.017697,0.202088,0.005312,0.048930,0.000736,0.185607,0.001600,0.000384,0.890147
0.415344,0.017889,0.202312,0.005088,0.064579,0.001056,0.178023,0.001184,0.000352,0.893763
0.415952,0.017633,0.201960,0.005248,0.048322,0.000576,0.185351,0.001024,0.000512,0.883458
0.416753,0.017921,0.202600,0.005120,0.048994,0.000800,0.183623,0.001408,0.000384,0.885027
0.416752,0.017568,0.202696,0.005024,0.048258,0.000672,0.193192,0.001152,0.000288,0.891747
0.429713,0.017633,0.203048,0.005216,0.048130,0.000704,0.218409,0.001184,0.000352,0.931269
0.415088,0.018016,0.202600,0.005344,0.048642,0.000800,0.224201,0.001280,0.000352,0.922116
0.415152,0.017665,0.202536,0.005280,0.048098,0.000608,0.191912,0.001248,0.000384,0.890083
0.416016,0.020897,0.203208,0.005312,0.048674,0.000576,0.228393,0.001312,0.000288,0.931685
0.422416,0.018337,0.205544,0.005312,0.048450,0.000768,0.186600,0.001280,0.000416,0.897603
0.416208,0.017441,0.203208,0.005408,0.048386,0.000640,0.199528,0.001184,0.000416,0.899779
0.417520,0.017825,0.202280,0.005280,0.048418,0.000544,0.195464,0.001344,0.000480,0.898179
0.430864,0.017537,0.202760,0.005248,0.047874,0.000768,0.186344,0.001184,0.000384,0.900483
0.416977,0.017504,0.203048,0.005281,0.048738,0.000576,0.190631,0.001280,0.000576,0.892579
0.417392,0.017632,0.203272,0.005056,0.048258,0.000608,0.191400,0.001152,0.000384,0.891683
0.416848,0.018337,0.202344,0.005408,0.047682,0.000544,0.203240,0.001184,0.000448,0.921540
0.416144,0.017473,0.202600,0.005312,0.047906,0.000448,0.183175,0.001344,0.000416,0.882018
0.415600,0.017664,0.202152,0.004864,0.048290,0.000640,0.182375,0.001248,0.000352,0.881763
0.415664,0.017377,0.202632,0.004832,0.049026,0.000448,0.206600,0.001248,0.000416,0.905699
0.433361,0.017825,0.204712,0.005248,0.047970,0.000800,0.186087,0.001536,0.000448,0.906851
0.418033,0.017505,0.203016,0.005184,0.048802,0.000608,0.196647,0.001216,0.000384,0.898308
0.415889,0.017472,0.202632,0.005121,0.048321,0.000480,0.208489,0.001280,0.000448,0.907044
0.416432,0.018177,0.202952,0.005280,0.048066,0.000768,0.198440,0.001280,0.000320,0.899011
0.416176,0.017633,0.202152,0.005120,0.048194,0.000544,0.179335,0.001184,0.000384,0.877122
0.416752,0.017633,0.203048,0.005120,0.048578,0.000544,0.178151,0.000992,0.000416,0.878530
0.416752,0.017569,0.203208,0.005344,0.048066,0.000448,0.202408,0.001056,0.000384,0.902435
0.416208,0.017537,0.217832,0.005281,0.048482,0.000544,0.190535,0.001344,0.000352,0.905283
0.416592,0.017505,0.203240,0.005248,0.047746,0.000576,0.177127,0.001408,0.000384,0.876962
0.416176,0.017665,0.203272,0.005056,0.048514,0.000576,0.182343,0.001184,0.000352,0.882403
0.422160,0.017697,0.204872,0.005408,0.049986,0.000608,0.189864,0.001312,0.000416,0.900547
0.427185,0.017473,0.202760,0.005120,0.048994,0.000544,0.192167,0.001152,0.000352,0.902531
0.416752,0.017569,0.202472,0.005088,0.049250,0.000576,0.202664,0.001152,0.000608,0.903235
0.416304,0.017601,0.203368,0.005312,0.048194,0.000768,0.190952,0.001440,0.000416,0.891555
0.417520,0.017664,0.217929,0.005184,0.047810,0.000576,0.186759,0.001408,0.000352,0.903683
0.417584,0.020929,0.203784,0.005184,0.048098,0.000576,0.191528,0.001216,0.000352,0.896451
0.415920,0.017633,0.202568,0.005088,0.048610,0.000608,0.182855,0.001248,0.000352,0.882722
0.416272,0.017697,0.202856,0.005248,0.047682,0.000576,0.197864,0.001248,0.000352,0.896387
0.440017,0.017697,0.202472,0.005088,0.048258,0.000544,0.188455,0.001409,0.000416,0.911652
0.421617,0.017632,0.202728,0.005249,0.048961,0.000576,0.191080,0.001344,0.000384,0.896739
0.417040,0.017601,0.202632,0.005152,0.048866,0.000800,0.206568,0.001632,0.000448,0.909091
0.416240,0.017857,0.202536,0.005088,0.047970,0.000736,0.200360,0.001376,0.000640,0.900035
0.416721,0.017504,0.203144,0.005345,0.048386,0.000576,0.178183,0.001280,0.000352,0.878723
0.416400,0.017537,0.203368,0.005280,0.048290,0.000768,0.186503,0.001312,0.000640,0.887523
0.415856,0.017697,0.202216,0.005056,0.048354,0.000704,0.186695,0.001088,0.000352,0.884610
0.431025,0.018273,0.202856,0.005376,0.047938,0.000800,0.199112,0.001248,0.000352,0.913444
0.416304,0.017729,0.202632,0.005280,0.049058,0.000768,0.192519,0.001216,0.000352,0.892579
0.415920,0.017888,0.203336,0.004800,0.048194,0.000768,0.198376,0.001312,0.000384,0.898147
0.418256,0.017569,0.204648,0.005216,0.049634,0.000768,0.215849,0.001536,0.000480,0.922436
0.417168,0.017760,0.203432,0.005056,0.047938,0.000736,0.193288,0.001280,0.000384,0.895107
0.421457,0.017665,0.202248,0.005152,0.048834,0.000640,0.203752,0.001376,0.000416,0.910276
0.420400,0.017921,0.202920,0.005024,0.048322,0.000736,0.192263,0.001281,0.000384,0.896387
0.437521,0.017793,0.203080,0.005152,0.047938,0.000832,0.193832,0.001312,0.000608,0.915588
0.417457,0.017761,0.203208,0.005248,0.048482,0.000800,0.187463,0.001472,0.000384,0.889699
0.421105,0.017697,0.202216,0.005120,0.048194,0.000736,0.188135,0.001312,0.000320,0.893379
0.421296,0.017473,0.202792,0.005312,0.048354,0.000544,0.215273,0.001280,0.000384,0.919812
0.417040,0.017761,0.203272,0.005056,0.047682,0.000608,0.188264,0.001216,0.000384,0.888675
0.417232,0.017505,0.202088,0.005088,0.048866,0.000576,0.191208,0.001088,0.000384,0.891363
0.416944,0.017473,0.203528,0.005120,0.048578,0.000800,0.187303,0.001248,0.000384,0.889346
0.433521,0.017536,0.202824,0.005409,0.048610,0.000576,0.188903,0.001376,0.000416,0.907779
0.422416,0.017473,0.202952,0.005184,0.047266,0.000800,0.191496,0.001504,0.000672,0.898595
0.420368,0.017537,0.202248,0.005088,0.048674,0.000576,0.208616,0.001216,0.000416,0.912356
0.420976,0.017920,0.203240,0.005088,0.047778,0.000608,0.207720,0.001632,0.000672,0.914532
0.416049,0.017793,0.202503,0.005089,0.048354,0.000576,0.203176,0.001472,0.000384,0.903332
0.415696,0.017729,0.202056,0.005216,0.048578,0.000640,0.190792,0.001312,0.000320,0.889667
0.416208,0.017793,0.202152,0.005152,0.048738,0.000576,0.191911,0.001376,0.000320,0.891491
0.425457,0.017793,0.203080,0.005088,0.048162,0.000576,0.192519,0.001440,0.000384,0.904676
0.420720,0.018144,0.208073,0.005184,0.049954,0.000736,0.222056,0.002528,0.000352,0.941669
0.416881,0.017408,0.202664,0.005121,0.048993,0.000673,0.199879,0.001729,0.000352,0.901732
0.416528,0.018049,0.203112,0.005280,0.070883,0.000896,0.188360,0.001696,0.000640,0.913860
0.416720,0.017377,0.202728,0.005088,0.048034,0.000640,0.199624,0.001184,0.000448,0.900003
0.416721,0.017793,0.202759,0.004865,0.048066,0.000672,0.183431,0.001152,0.000384,0.883235
0.420496,0.017505,0.202600,0.005312,0.048450,0.000768,0.225545,0.001408,0.000416,0.930020
0.433457,0.017505,0.204200,0.005312,0.048226,0.000800,0.196296,0.001376,0.000384,0.915812
0.415504,0.017697,0.202312,0.005248,0.047490,0.000736,0.180903,0.001376,0.000384,0.880290
0.420272,0.017569,0.202536,0.005024,0.048738,0.000768,0.189831,0.001344,0.000577,0.894307
0.415729,0.017729,0.202375,0.005025,0.066402,0.000832,0.196008,0.001376,0.000576,0.913796
0.421680,0.017793,0.202696,0.005440,0.048066,0.000768,0.207560,0.001824,0.000352,0.915524
0.421585,0.017601,0.202376,0.005248,0.049378,0.000928,0.194952,0.001568,0.000640,0.902436
0.415344,0.017665,0.202600,0.005216,0.048610,0.000800,0.196360,0.001440,0.000704,0.897411
0.417552,0.017857,0.202248,0.005312,0.048418,0.000736,0.199272,0.001440,0.000384,0.901347
0.420848,0.017633,0.202760,0.005056,0.048514,0.000576,0.190696,0.001312,0.000384,0.895299
0.420464,0.017825,0.202408,0.005312,0.048098,0.000608,0.191175,0.001377,0.000576,0.895235
0.416816,0.018113,0.221737,0.005472,0.048706,0.000576,0.201544,0.001408,0.000384,0.924100
0.420208,0.017632,0.202600,0.005056,0.048482,0.000576,0.189704,0.001440,0.000384,0.893731
0.420304,0.017953,0.202984,0.005280,0.048130,0.000576,0.188168,0.001408,0.000576,0.892995
0.420464,0.017697,0.202664,0.005248,0.048418,0.000576,0.188680,0.001376,0.000384,0.892771
0.420944,0.017473,0.202792,0.005088,0.048322,0.000768,0.207528,0.001280,0.000384,0.913059
0.415952,0.017857,0.202184,0.005088,0.048226,0.000768,0.191528,0.001280,0.000352,0.890115
0.416432,0.017921,0.205448,0.005280,0.048322,0.000768,0.199304,0.001472,0.000640,0.903715
0.415600,0.017729,0.217417,0.005216,0.048546,0.000544,0.198024,0.001216,0.000384,0.912324
0.419985,0.017696,0.202568,0.005185,0.048162,0.000608,0.188807,0.001216,0.000384,0.891907
0.419952,0.017664,0.203432,0.005152,0.047970,0.000800,0.186504,0.001216,0.000576,0.889891
0.415568,0.017569,0.202952,0.005280,0.048226,0.000800,0.185800,0.001376,0.000416,0.885635
0.420753,0.017441,0.202280,0.005280,0.048930,0.000544,0.194503,0.001152,0.000416,0.898468
0.421265,0.017665,0.203080,0.005248,0.048610,0.000576,0.203496,0.001312,0.000416,0.909412
0.420720,0.017505,0.202568,0.005120,0.048514,0.000768,0.189703,0.001409,0.000608,0.894179
0.421201,0.017408,0.233161,0.005376,0.049122,0.000576,0.200232,0.001312,0.000416,0.936773
0.420784,0.017664,0.202632,0.005088,0.049282,0.000576,0.189192,0.001280,0.000416,0.893731
0.417104,0.017857,0.203432,0.005056,0.048610,0.000864,0.213608,0.001664,0.000384,0.916835
0.416848,0.017601,0.203240,0.005312,0.048674,0.000576,0.190663,0.001216,0.000608,0.891618
0.420945,0.017537,0.202408,0.005088,0.048514,0.000544,0.194375,0.001312,0.000384,0.897956
0.416208,0.017505,0.202696,0.005184,0.048130,0.000576,0.195879,0.001376,0.000352,0.895811
0.416272,0.017761,0.203368,0.005088,0.048290,0.000576,0.196680,0.001376,0.000384,0.897891
0.440914,0.017824,0.202056,0.005088,0.048226,0.000576,0.187592,0.001440,0.000352,0.911396
0.420945,0.017505,0.202440,0.005216,0.048226,0.000576,0.222184,0.001313,0.000384,0.925829
0.419248,0.017473,0.202856,0.005312,0.048066,0.000576,0.188711,0.001440,0.000417,0.891139
0.420849,0.017536,0.202664,0.005088,0.048418,0.000800,0.180743,0.001184,0.000384,0.884387
0.420209,0.017729,0.203272,0.005088,0.049506,0.000768,0.185639,0.001312,0.000416,0.890979
0.417169,0.017633,0.203016,0.005152,0.048834,0.000832,0.204872,0.001312,0.000384,0.908292
