Layer[0],Layer[1],Layer[2],TEE[3-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420337,0.017537,0.202120,0.262026,0.000768,0.002336,0.001152,0.000384,0.914756
0.435121,0.017921,0.202248,0.278507,0.000672,0.002528,0.001216,0.000384,0.946917
0.415889,0.017824,0.201832,0.267339,0.000704,0.002368,0.001216,0.000448,0.915300
0.415632,0.017825,0.202056,0.270731,0.000736,0.003168,0.001184,0.000416,0.919524
0.421201,0.017665,0.201671,0.288716,0.000768,0.003200,0.001280,0.000640,0.943557
0.415889,0.017728,0.201992,0.265355,0.000768,0.002144,0.001184,0.000608,0.913316
0.416208,0.017632,0.202216,0.254794,0.000768,0.002048,0.001216,0.000384,0.902980
0.420272,0.017793,0.201928,0.253674,0.000768,0.002240,0.001280,0.000384,0.905859
0.438385,0.017825,0.202120,0.279851,0.000768,0.002080,0.001120,0.000416,0.950821
0.417328,0.017888,0.203464,0.259210,0.000833,0.002368,0.001536,0.000352,0.912036
0.420913,0.017696,0.202728,0.260107,0.000928,0.003072,0.001312,0.000416,0.915172
0.420624,0.017921,0.220553,0.262570,0.000800,0.002144,0.001280,0.000640,0.934916
0.420625,0.017537,0.202984,0.260266,0.000896,0.002176,0.001216,0.000576,0.914916
0.416560,0.017697,0.202248,0.270347,0.000864,0.003200,0.001280,0.000352,0.920868
0.415984,0.017728,0.202056,0.252234,0.000736,0.002208,0.001088,0.000608,0.900355
0.415856,0.017569,0.202056,0.265482,0.000800,0.002241,0.001312,0.000608,0.912964
0.420080,0.017761,0.202344,0.250218,0.000800,0.002176,0.000992,0.000416,0.901315
0.416048,0.017537,0.202408,0.250026,0.000672,0.003104,0.001120,0.000608,0.898723
0.440113,0.017537,0.202568,0.255818,0.000800,0.002240,0.001120,0.000672,0.929956
0.415312,0.017408,0.202504,0.270699,0.000800,0.002624,0.001280,0.000416,0.920260
0.416048,0.017632,0.202632,0.268139,0.000768,0.003104,0.001280,0.000384,0.916932
0.416208,0.017409,0.202024,0.250153,0.000736,0.002368,0.001184,0.000384,0.915011
0.416400,0.017537,0.202120,0.240713,0.000704,0.002368,0.001088,0.000384,0.888611
0.420209,0.017697,0.202664,0.266314,0.000704,0.002112,0.000960,0.000384,0.918948
0.415856,0.017280,0.201800,0.265515,0.000768,0.002944,0.001152,0.000352,0.912452
0.437074,0.017248,0.202760,0.248618,0.000704,0.002080,0.001056,0.000608,0.917060
0.421264,0.017281,0.202472,0.268426,0.000800,0.002113,0.001184,0.000416,0.920260
0.416688,0.017665,0.202024,0.267082,0.000832,0.002240,0.001088,0.000384,0.915491
0.415696,0.017633,0.202088,0.272106,0.000800,0.002112,0.001088,0.000416,0.919716
0.420528,0.017377,0.202568,0.258698,0.000736,0.002112,0.001280,0.000416,0.911971
0.416208,0.017632,0.202472,0.265483,0.000800,0.002176,0.001088,0.000384,0.913412
0.420016,0.017728,0.202088,0.257546,0.000768,0.003201,0.001184,0.000416,0.909764
0.433938,0.017568,0.202504,0.243978,0.000704,0.001920,0.001088,0.000384,0.909156
0.420049,0.017473,0.201992,0.249705,0.000705,0.002752,0.001088,0.000416,0.902372
0.421168,0.017281,0.202056,0.261002,0.000704,0.002304,0.001216,0.000384,0.914723
0.420624,0.017345,0.201960,0.283051,0.000800,0.002272,0.001120,0.000608,0.936484
0.420560,0.017537,0.202216,0.258090,0.000896,0.002368,0.001248,0.000608,0.912067
0.415921,0.017729,0.202312,0.266506,0.000832,0.002400,0.001280,0.000384,0.916644
0.416017,0.018016,0.202375,0.278123,0.000832,0.002273,0.001248,0.000640,0.927589
0.460690,0.017857,0.203592,0.280811,0.000768,0.002528,0.001248,0.000352,0.977574
0.421392,0.017825,0.202984,0.267819,0.000832,0.002560,0.001248,0.000384,0.923940
0.416017,0.018176,0.202248,0.255210,0.000769,0.002976,0.001184,0.000384,0.906116
0.440113,0.017729,0.202728,0.263050,0.000960,0.002272,0.001248,0.000416,0.936773
0.416624,0.017985,0.202312,0.266826,0.000864,0.002176,0.001024,0.000416,0.916932
0.417713,0.017665,0.202344,0.256522,0.000896,0.003200,0.001280,0.000448,0.909060
0.415024,0.017697,0.202280,0.292363,0.000800,0.003200,0.001152,0.000416,0.940932
0.420593,0.017696,0.201960,0.261707,0.000896,0.002816,0.001248,0.000416,0.915492
0.416432,0.017633,0.203816,0.252074,0.000896,0.002112,0.001088,0.000416,0.903107
0.416528,0.017697,0.202632,0.265131,0.000736,0.002240,0.001312,0.000384,0.915780
0.435345,0.017793,0.203560,0.278443,0.000832,0.002368,0.001248,0.000384,0.948869
0.420977,0.017600,0.202087,0.259563,0.000800,0.002592,0.000992,0.000416,0.912612
0.416337,0.017761,0.202312,0.262826,0.000928,0.003104,0.001376,0.000416,0.913412
0.416272,0.017569,0.202920,0.282987,0.000896,0.003744,0.001408,0.000385,0.934693
0.416880,0.017632,0.201960,0.270763,0.000864,0.002944,0.001408,0.000384,0.920996
0.421712,0.017761,0.202056,0.261162,0.000800,0.002464,0.001281,0.000416,0.915524
0.415633,0.017569,0.202183,0.254538,0.000768,0.002144,0.001408,0.000608,0.902596
0.437618,0.017632,0.202184,0.253162,0.000832,0.002208,0.001184,0.000609,0.923429
0.420785,0.017569,0.202280,0.263146,0.000896,0.002272,0.001184,0.000640,0.916676
0.416112,0.018017,0.202504,0.259690,0.000864,0.002304,0.001184,0.000384,0.909571
0.420369,0.017473,0.237225,0.278059,0.000704,0.002272,0.001024,0.000448,0.966150
0.416048,0.017953,0.202280,0.256490,0.000704,0.002176,0.001216,0.000384,0.904867
0.420656,0.017761,0.202280,0.263082,0.000768,0.002336,0.001024,0.000384,0.915171
0.415888,0.017601,0.202280,0.257610,0.000704,0.002624,0.001184,0.000640,0.906244
0.420689,0.018432,0.202120,0.261003,0.000928,0.002656,0.001152,0.000416,0.915268
0.415921,0.017761,0.202056,0.256810,0.000800,0.002176,0.001120,0.000288,0.905220
0.419888,0.017505,0.202216,0.266794,0.000800,0.002944,0.001280,0.000352,0.919492
0.433361,0.017601,0.202696,0.263050,0.000672,0.002112,0.001089,0.000352,0.928389
0.415344,0.017472,0.202248,0.266219,0.000768,0.002272,0.001280,0.000384,0.914436
0.419729,0.017825,0.202375,0.269227,0.000768,0.002624,0.001248,0.000416,0.923332
0.421265,0.017761,0.202184,0.268586,0.000768,0.002144,0.001152,0.000416,0.921764
0.416400,0.017889,0.201992,0.257802,0.000896,0.002144,0.001216,0.000384,0.906435
0.420593,0.017600,0.202408,0.245834,0.000800,0.002176,0.001120,0.000352,0.898563
0.421424,0.017569,0.202280,0.263018,0.000768,0.002240,0.001121,0.000352,0.916484
0.437169,0.017729,0.202056,0.267274,0.000704,0.001952,0.001184,0.000416,0.935749
0.416145,0.017536,0.202248,0.267051,0.000672,0.002752,0.001184,0.000352,0.915524
0.415568,0.017473,0.202472,0.266026,0.000800,0.001985,0.001056,0.000416,0.913476
0.415632,0.017921,0.203400,0.281995,0.000800,0.002784,0.001344,0.000384,0.931748
0.416560,0.017921,0.202440,0.259178,0.000768,0.002944,0.001184,0.000416,0.910179
0.418352,0.017952,0.202728,0.258410,0.000833,0.003424,0.001280,0.000384,0.911844
0.420720,0.017633,0.202824,0.263914,0.000704,0.002656,0.001216,0.000384,0.919140
