IN[0],INFER[0-2],OUT[2],TEE[0-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.138532,1.493484,0.066882,1.705683,0.005440,0.048161,0.000800,0.013537,0.000352,0.001408,0.001024,0.000416,1.781461
0.147396,1.508941,0.078595,1.741844,0.007392,0.048929,0.000800,0.013600,0.000352,0.001376,0.001312,0.000416,1.821334
0.152389,1.500653,0.067906,1.727412,0.005408,0.048417,0.000640,0.013793,0.000384,0.001600,0.001024,0.000384,1.803734
0.151652,1.518766,0.074114,1.752084,0.009792,0.048418,0.000832,0.013568,0.000352,0.001440,0.001184,0.000384,1.833143
0.133987,1.490764,0.070722,1.701523,0.008321,0.048673,0.000672,0.014144,0.000384,0.001409,0.001216,0.000416,1.781334
0.144101,1.509165,0.080514,1.741012,0.005856,0.048290,0.000640,0.013504,0.000384,0.001408,0.001120,0.000352,1.817655
0.143173,1.493612,0.068898,1.711923,0.014209,0.049473,0.000832,0.013505,0.000416,0.001408,0.001120,0.000384,1.797686
0.176645,1.517261,0.072610,1.774901,0.007584,0.049313,0.001056,0.014625,0.000416,0.001536,0.002560,0.000800,1.857911
0.144612,1.496045,0.068290,1.714931,0.005728,0.048514,0.000992,0.013920,0.000384,0.001536,0.001408,0.000352,1.792213
0.144613,1.512365,0.077218,1.739924,0.014241,0.049089,0.000800,0.013761,0.000416,0.001440,0.001184,0.000256,1.825719
0.137412,1.494637,0.067554,1.706483,0.013664,0.050754,0.000768,0.013696,0.000416,0.001408,0.001216,0.000320,1.793141
0.144709,1.509837,0.081314,1.742388,0.011553,0.049377,0.000640,0.013793,0.000416,0.001472,0.001088,0.000288,1.825527
0.148932,1.498541,0.069538,1.723539,0.007617,0.048801,0.000800,0.013761,0.000384,0.001472,0.001024,0.000352,1.802102
0.165669,1.521293,0.068962,1.762932,0.005409,0.050625,0.000864,0.013665,0.000416,0.001504,0.001152,0.000352,1.841239
0.148260,1.493869,0.069858,1.718643,0.008448,0.049218,0.000832,0.013632,0.000384,0.001440,0.000992,0.000384,1.798357
0.164101,1.493901,0.069314,1.733652,0.005376,0.048450,0.000608,0.013568,0.000384,0.001408,0.001088,0.000320,1.809270
0.150084,1.495725,0.070786,1.722515,0.008128,0.052130,0.000832,0.013632,0.000416,0.001504,0.001088,0.000320,1.805078
0.137476,1.493804,0.073475,1.709875,0.009248,0.048449,0.000865,0.013664,0.000384,0.001472,0.001312,0.000448,1.790165
0.145252,1.492461,0.068066,1.712691,0.005536,0.052834,0.001120,0.013696,0.000416,0.001472,0.001280,0.000416,1.793973
0.152804,1.497165,0.070306,1.726131,0.007200,0.048770,0.000576,0.013600,0.000352,0.001472,0.001248,0.000480,1.804565
0.150404,1.495308,0.070210,1.722803,0.005537,0.071074,0.000832,0.013728,0.000416,0.001472,0.001120,0.000416,1.822166
0.148069,1.497004,0.067554,1.718419,0.005505,0.049185,0.000800,0.013984,0.000385,0.001440,0.001216,0.000416,1.795798
0.155077,1.514253,0.107619,1.784789,0.005473,0.050753,0.000832,0.013921,0.000416,0.001472,0.001216,0.000448,1.863640
0.153957,1.495244,0.069538,1.726292,0.006592,0.049985,0.000896,0.013793,0.000416,0.001408,0.001280,0.000480,1.805846
0.146596,1.510253,0.075746,1.738483,0.012289,0.049345,0.000832,0.013761,0.000384,0.001696,0.001152,0.000416,1.822998
0.124676,1.491405,0.067234,1.690003,0.007840,0.048865,0.000832,0.013953,0.000416,0.001600,0.001376,0.000352,1.769653
0.134468,1.513390,0.092002,1.746644,0.009697,0.050049,0.000800,0.014625,0.000416,0.001472,0.001344,0.000416,1.830007
0.147909,1.493388,0.068994,1.716147,0.015905,0.049057,0.000832,0.014113,0.000384,0.001504,0.001344,0.000384,1.804150
0.132836,1.514733,0.081218,1.736596,0.007520,0.048641,0.000576,0.013696,0.000416,0.001665,0.001344,0.000416,1.816215
0.150053,1.495533,0.071906,1.724212,0.009312,0.049698,0.000832,0.013952,0.000416,0.001728,0.001216,0.000384,1.806742
0.151333,1.513997,0.074370,1.747412,0.009824,0.049345,0.000864,0.014145,0.000416,0.001536,0.001376,0.000384,1.830263
0.148708,1.495277,0.070274,1.720627,0.005632,0.050754,0.000864,0.014400,0.000416,0.001441,0.001248,0.000352,1.800406
0.143268,1.517549,0.077826,1.745972,0.013824,0.049314,0.000768,0.013696,0.000320,0.001408,0.001248,0.000384,1.832118
0.152421,1.494860,0.068674,1.722452,0.011520,0.049057,0.000896,0.013729,0.000352,0.001440,0.001248,0.000384,1.805718
0.130852,1.511437,0.108867,1.756853,0.008832,0.048417,0.000640,0.013697,0.000416,0.001472,0.001184,0.000416,1.836599
0.150564,1.495757,0.068898,1.722195,0.008288,0.047810,0.000864,0.013600,0.000384,0.001568,0.001344,0.000384,1.801782
0.151076,1.509965,0.083491,1.750932,0.010400,0.047906,0.000800,0.013728,0.000384,0.001440,0.001216,0.000448,1.831734
0.130980,1.492333,0.066626,1.695219,0.010208,0.047714,0.000928,0.013824,0.000352,0.001440,0.001120,0.000416,1.775573
0.144292,1.511245,0.080226,1.742804,0.007616,0.047682,0.000832,0.013632,0.000416,0.001632,0.001504,0.000352,1.821430
0.146436,1.493004,0.065890,1.710579,0.012512,0.048162,0.000800,0.013600,0.000384,0.001632,0.000993,0.000352,1.793462
0.151205,1.509325,0.077570,1.746196,0.008705,0.047649,0.000640,0.013600,0.000385,0.001472,0.001152,0.000416,1.825015
0.124068,1.493133,0.068738,1.691731,0.005440,0.047649,0.000864,0.013761,0.000384,0.001728,0.001120,0.000320,1.767029
0.144612,1.512397,0.082531,1.746004,0.011328,0.047905,0.000833,0.013760,0.000448,0.001472,0.001088,0.000320,1.827350
0.149124,1.495277,0.070210,1.720467,0.008512,0.048034,0.000864,0.013792,0.000384,0.001408,0.001120,0.000352,1.799253
0.129092,1.508269,0.073666,1.716179,0.007009,0.050209,0.000864,0.013633,0.000416,0.001472,0.001120,0.000352,1.795766
0.142436,1.494892,0.067106,1.710739,0.005536,0.048098,0.000640,0.013568,0.000352,0.001536,0.001088,0.000320,1.786133
0.145700,1.509197,0.082947,1.743636,0.010240,0.048482,0.001120,0.013728,0.000352,0.001376,0.001312,0.000352,1.825078
0.140484,1.491405,0.066754,1.704019,0.008160,0.047682,0.000960,0.013568,0.000384,0.001472,0.001184,0.000416,1.782389
0.165477,1.501421,0.073602,1.747572,0.010112,0.051234,0.000672,0.013632,0.000352,0.001472,0.001056,0.000352,1.830935
0.148260,1.493836,0.070114,1.718803,0.007233,0.050657,0.000800,0.013601,0.000416,0.001504,0.001248,0.000352,1.798870
0.187494,1.494508,0.067266,1.754484,0.010177,0.050785,0.000608,0.013761,0.000352,0.001408,0.001088,0.000352,1.837463
0.148869,1.492365,0.067362,1.714036,0.007584,0.047809,0.000864,0.013505,0.000448,0.001472,0.001120,0.000320,1.791510
0.144484,1.491277,0.066722,1.709683,0.005440,0.047969,0.000832,0.013633,0.000384,0.001344,0.001056,0.000384,1.785301
0.130979,1.493548,0.068098,1.698802,0.005472,0.048834,0.000832,0.013952,0.000416,0.001408,0.001120,0.000288,1.775285
0.147813,1.492108,0.068866,1.714803,0.005601,0.048801,0.000768,0.013856,0.000384,0.001472,0.001120,0.000320,1.791478
0.132196,1.492909,0.066690,1.697459,0.010080,0.050562,0.000864,0.013920,0.000384,0.001408,0.001184,0.000320,1.780341
0.146500,1.492973,0.072610,1.718867,0.014400,0.048546,0.000608,0.013504,0.000352,0.001344,0.001184,0.000352,1.803701
0.130020,1.492621,0.065922,1.693555,0.006816,0.066402,0.000928,0.013568,0.000416,0.001440,0.001248,0.000416,1.789590
0.144388,1.493389,0.088707,1.731508,0.006464,0.047841,0.000608,0.013569,0.000416,0.001440,0.001088,0.000320,1.807606
0.142788,1.492204,0.092099,1.734164,0.008096,0.048642,0.000832,0.013632,0.000448,0.001440,0.000992,0.000320,1.813206
0.144165,1.497388,0.066498,1.713172,0.005504,0.048321,0.000832,0.013633,0.000416,0.001472,0.001088,0.000320,1.788950
0.144133,1.510093,0.081154,1.742356,0.011073,0.047969,0.000576,0.013760,0.000384,0.001376,0.001056,0.000352,1.823959
0.144356,1.491436,0.068738,1.711891,0.005504,0.050466,0.000864,0.013760,0.000384,0.001504,0.001184,0.000416,1.790262
0.146853,1.526797,0.078627,1.759317,0.012352,0.047777,0.000801,0.013568,0.000384,0.001408,0.001216,0.000352,1.842135
0.146373,1.494508,0.068002,1.714931,0.005441,0.050689,0.000832,0.013569,0.000384,0.001376,0.000992,0.000416,1.792918
0.146981,1.512685,0.079554,1.744244,0.007009,0.047905,0.000576,0.013568,0.000384,0.001473,0.001280,0.000576,1.821367
0.144484,1.494924,0.069442,1.715123,0.007489,0.047809,0.000832,0.013600,0.000384,0.001568,0.001056,0.000384,1.792502
0.131812,1.509869,0.081315,1.729012,0.009152,0.047681,0.000640,0.013601,0.000416,0.001408,0.001024,0.000416,1.807766
0.146884,1.493741,0.066658,1.712563,0.005440,0.050562,0.000640,0.013600,0.000416,0.001440,0.001184,0.000352,1.790485
0.144773,1.510605,0.077890,1.740340,0.007873,0.047617,0.000832,0.013633,0.000384,0.001440,0.001056,0.000320,1.818423
0.148517,1.492364,0.067202,1.713651,0.005376,0.050658,0.000608,0.013696,0.000352,0.001473,0.001056,0.000352,1.791542
0.143172,1.511822,0.085154,1.746708,0.005440,0.047746,0.000832,0.013632,0.000416,0.001472,0.001152,0.000320,1.822006
0.150212,1.497197,0.071234,1.725811,0.005440,0.048098,0.000832,0.013568,0.000384,0.001408,0.001120,0.000384,1.801333
0.139652,1.525230,0.076834,1.746772,0.012033,0.048513,0.000576,0.013537,0.000352,0.001440,0.001152,0.000352,1.829015
0.124804,1.494029,0.068834,1.692755,0.009664,0.049346,0.001088,0.013888,0.000384,0.001440,0.001120,0.000288,1.774293
0.144548,1.509869,0.077795,1.737908,0.005664,0.048161,0.000832,0.013665,0.000384,0.001440,0.001120,0.000352,1.813846
0.201798,1.501196,0.072930,1.786774,0.006464,0.051298,0.001312,0.015104,0.000352,0.001504,0.002624,0.000576,1.870840
0.130211,1.513805,0.084450,1.735923,0.007329,0.050305,0.001024,0.013921,0.000384,0.001568,0.001280,0.000544,1.817622
0.141285,1.494156,0.066786,1.708211,0.005505,0.050689,0.001024,0.013953,0.000352,0.001440,0.001024,0.000352,1.786774
0.148069,1.512941,0.078434,1.747092,0.006689,0.051809,0.000992,0.014401,0.000384,0.001440,0.001184,0.000352,1.829399
0.148708,1.494477,0.068162,1.717939,0.007296,0.050882,0.000800,0.013984,0.000384,0.001472,0.001056,0.000352,1.798294
0.144709,1.513133,0.086082,1.751124,0.009345,0.050433,0.000800,0.014209,0.000352,0.001408,0.001056,0.000384,1.834231
0.151396,1.494125,0.067906,1.720051,0.007648,0.053762,0.000928,0.014016,0.000416,0.001472,0.001088,0.000384,1.803893
0.137540,1.535566,0.074274,1.752660,0.012577,0.051425,0.000864,0.013537,0.000384,0.001376,0.001184,0.000352,1.838679
0.147557,1.493644,0.070498,1.718579,0.013217,0.049505,0.000832,0.013569,0.000352,0.001408,0.001120,0.000352,1.803158
0.168101,1.520653,0.074114,1.769524,0.012257,0.049633,0.000896,0.013729,0.000416,0.001472,0.001088,0.000448,1.853687
0.144581,1.493260,0.069443,1.713300,0.007904,0.048769,0.000832,0.013569,0.000352,0.001408,0.001088,0.000320,1.791766
0.128132,1.499916,0.067746,1.702130,0.005409,0.048833,0.000640,0.013697,0.000416,0.001408,0.001120,0.000384,1.778261
0.139460,1.499213,0.066530,1.710547,0.005440,0.048130,0.000800,0.013600,0.000416,0.001440,0.000992,0.000384,1.785973
0.143908,1.492141,0.070178,1.713075,0.008672,0.048481,0.000640,0.013569,0.000384,0.001472,0.001120,0.000448,1.792085
0.149189,1.494285,0.067970,1.717620,0.005440,0.048129,0.000768,0.013569,0.000448,0.001536,0.000992,0.000352,1.792982
0.145252,1.492269,0.065922,1.708467,0.005440,0.050977,0.000928,0.013537,0.000352,0.001472,0.001056,0.000352,1.786805
0.147845,1.494412,0.068802,1.717139,0.007425,0.048289,0.000800,0.013569,0.000352,0.001440,0.000992,0.000416,1.794710
0.142212,1.492364,0.067010,1.706611,0.013728,0.047969,0.000832,0.013601,0.000352,0.001440,0.001088,0.000384,1.790069
0.143812,1.492588,0.069954,1.712243,0.013121,0.065986,0.000832,0.013728,0.000416,0.001440,0.001120,0.000320,1.813910
0.144325,1.494476,0.066242,1.710387,0.007681,0.062114,0.001024,0.013696,0.000384,0.001472,0.001056,0.000288,1.802806
0.144005,1.492524,0.103715,1.747732,0.005601,0.048737,0.000608,0.013537,0.000384,0.001440,0.001152,0.000352,1.824727
0.148805,1.493740,0.072482,1.723252,0.005984,0.048065,0.000832,0.013697,0.000384,0.001472,0.001216,0.000352,1.800150
0.128324,1.506157,0.068386,1.708627,0.013888,0.047585,0.000864,0.013984,0.000416,0.001408,0.001025,0.000384,1.792534
0.142020,1.492685,0.067746,1.709299,0.006720,0.047745,0.000832,0.013505,0.000384,0.001472,0.001184,0.000384,1.785781
0.142725,1.512589,0.083426,1.744084,0.010465,0.047681,0.000576,0.013601,0.000416,0.001440,0.001088,0.000256,1.823927
0.146372,1.501325,0.073282,1.727667,0.005728,0.048001,0.000800,0.013504,0.000384,0.001408,0.001089,0.000288,1.803350
0.148677,1.508397,0.077666,1.741620,0.011552,0.047714,0.000832,0.013568,0.000384,0.001440,0.001056,0.000384,1.823382
0.144292,1.491788,0.067714,1.709427,0.005568,0.050466,0.000832,0.013504,0.000384,0.001504,0.001120,0.000288,1.787253
0.142180,1.508109,0.104291,1.760821,0.008800,0.047553,0.000640,0.013473,0.000384,0.001440,0.000960,0.000256,1.839415
0.125060,1.492141,0.065026,1.688435,0.005408,0.048769,0.000832,0.013473,0.000416,0.001408,0.000960,0.000288,1.764309
0.140836,1.508621,0.074178,1.730036,0.010176,0.047874,0.000832,0.013536,0.000416,0.001472,0.000992,0.000288,1.810518
0.149605,1.495149,0.067426,1.719252,0.010080,0.048322,0.000608,0.013536,0.000384,0.001504,0.001056,0.000352,1.799446
0.126020,1.510221,0.083907,1.726740,0.007808,0.048033,0.000801,0.013792,0.000416,0.001408,0.001120,0.000320,1.804758
0.148068,1.493613,0.066818,1.714643,0.005472,0.047713,0.000928,0.013537,0.000416,0.001440,0.001056,0.000352,1.789685
0.143524,1.509101,0.076354,1.733972,0.005504,0.050946,0.000832,0.013728,0.000352,0.001408,0.001088,0.000352,1.812534
0.147397,1.496780,0.074978,1.726292,0.010080,0.047714,0.000576,0.013568,0.000384,0.001440,0.001056,0.000320,1.805942
0.144421,1.513197,0.081154,1.745524,0.007617,0.047553,0.000640,0.013537,0.000416,0.001440,0.001152,0.000352,1.823031
0.144164,1.494733,0.067778,1.712723,0.007424,0.047585,0.000833,0.013504,0.000352,0.001440,0.001216,0.000416,1.789749
0.143621,1.517421,0.090307,1.756053,0.005440,0.048033,0.000928,0.013793,0.000352,0.001408,0.001120,0.000320,1.831703
0.120356,1.504141,0.067618,1.697939,0.010176,0.048385,0.000640,0.013473,0.000352,0.001472,0.001056,0.000352,1.777941
0.146980,1.508845,0.078274,1.740788,0.005472,0.047778,0.000608,0.013536,0.000384,0.001376,0.000960,0.000384,1.815958
0.138692,1.490573,0.071682,1.706131,0.007776,0.047618,0.000800,0.013536,0.000416,0.001440,0.001088,0.000320,1.783413
0.149541,1.507821,0.078530,1.743700,0.011329,0.047809,0.000800,0.013537,0.000416,0.001472,0.001120,0.000320,1.825271
0.146596,1.494189,0.068962,1.716531,0.013472,0.048130,0.000832,0.013600,0.000416,0.001440,0.001056,0.000384,1.800085
0.129988,1.516173,0.079650,1.732436,0.005536,0.050626,0.000608,0.013984,0.000384,0.001472,0.001184,0.000352,1.810806
0.128515,1.491436,0.067618,1.693938,0.005472,0.047778,0.000768,0.013696,0.000384,0.001536,0.001024,0.000384,1.769364
0.141412,1.521870,0.076770,1.745396,0.006848,0.047586,0.000640,0.013568,0.000352,0.001536,0.001344,0.000288,1.821750
0.127812,1.491149,0.064834,1.689075,0.007872,0.048129,0.000640,0.013665,0.000384,0.001472,0.001024,0.000352,1.766837
0.142820,1.509389,0.107971,1.767125,0.007360,0.048034,0.000608,0.013472,0.000416,0.001408,0.001120,0.000288,1.844727
0.141188,1.490509,0.065474,1.702099,0.009376,0.048386,0.000832,0.013536,0.000352,0.001408,0.001120,0.000352,1.781717
0.148036,1.507149,0.074691,1.735924,0.006560,0.047905,0.000608,0.013505,0.000352,0.001440,0.001280,0.000320,1.812182
0.149892,1.491405,0.070050,1.716979,0.008352,0.047650,0.000800,0.013856,0.000352,0.001440,0.000992,0.000320,1.795125
0.146085,1.510893,0.078786,1.742708,0.005984,0.047522,0.000608,0.013760,0.000384,0.001408,0.001152,0.000320,1.818870
0.131204,1.493196,0.069507,1.701171,0.007616,0.047969,0.000800,0.013825,0.000384,0.001472,0.000992,0.000320,1.778805
0.144804,1.506604,0.079778,1.736468,0.011648,0.048002,0.000672,0.013728,0.000384,0.001440,0.001056,0.000320,1.818198
0.150437,1.492429,0.069346,1.719188,0.007264,0.048289,0.001056,0.013569,0.000416,0.001440,0.001024,0.000384,1.796854
0.143461,1.508845,0.075234,1.732692,0.008992,0.050882,0.000896,0.013536,0.000384,0.001472,0.001120,0.000352,1.814582
0.131844,1.496973,0.067042,1.702675,0.005472,0.048418,0.000672,0.013728,0.000384,0.001504,0.001056,0.000352,1.778485
0.153604,1.518573,0.068066,1.747604,0.010112,0.049186,0.000800,0.013760,0.000384,0.001408,0.001312,0.000448,1.829366
0.151268,1.494893,0.070530,1.723443,0.005568,0.048482,0.000896,0.013536,0.000576,0.001472,0.001056,0.000352,1.799702
0.147973,1.493420,0.068418,1.716531,0.007456,0.048129,0.000672,0.013505,0.000352,0.001408,0.001248,0.000320,1.793942
0.141892,1.493965,0.067618,1.709331,0.005664,0.051265,0.000832,0.013889,0.000352,0.001440,0.001024,0.000320,1.788405
0.131875,1.493228,0.066018,1.697363,0.012640,0.050625,0.000832,0.013504,0.000384,0.001408,0.001184,0.000384,1.782710
0.147268,1.496045,0.068130,1.717491,0.014016,0.048834,0.000864,0.013504,0.000352,0.001440,0.001152,0.000384,1.802517
0.132804,1.491596,0.066882,1.696530,0.006945,0.049153,0.001056,0.013569,0.000352,0.001504,0.001248,0.000320,1.775029
0.154789,1.494861,0.087394,1.744212,0.009281,0.048481,0.000832,0.013505,0.000384,0.001504,0.001152,0.000416,1.824471
0.153477,1.493933,0.068322,1.722612,0.005632,0.048993,0.000800,0.013985,0.000352,0.001504,0.001184,0.000416,1.799798
0.153508,1.511342,0.086114,1.757300,0.010177,0.048609,0.000864,0.013536,0.000384,0.001537,0.001344,0.000352,1.838807
0.135492,1.491245,0.067906,1.701043,0.006528,0.049090,0.000832,0.013536,0.000448,0.001504,0.001248,0.000384,1.779317
0.151172,1.511309,0.080898,1.751316,0.010880,0.049474,0.000864,0.013664,0.000384,0.001504,0.001248,0.000384,1.834678
0.152709,1.491949,0.068386,1.720404,0.006848,0.048929,0.000800,0.013857,0.000352,0.001472,0.001248,0.000416,1.798678
0.153765,1.508237,0.119364,1.789942,0.007360,0.048610,0.000864,0.013696,0.000384,0.001376,0.001216,0.000480,1.869624
0.150052,1.493421,0.071362,1.721171,0.007136,0.049218,0.000832,0.013952,0.000416,0.001696,0.001216,0.000384,1.800693
0.135588,1.511181,0.080195,1.733108,0.011168,0.048929,0.000800,0.013569,0.000416,0.001440,0.001184,0.000384,1.815734
0.145284,1.494540,0.070466,1.716627,0.007201,0.048417,0.000640,0.013504,0.000384,0.001504,0.001184,0.000384,1.794230
0.154405,1.526413,0.094531,1.784309,0.008481,0.050081,0.000832,0.013633,0.000448,0.001440,0.001216,0.000384,1.865912
0.151748,1.495725,0.071618,1.725747,0.005664,0.048802,0.000832,0.013728,0.000352,0.001536,0.001344,0.000384,1.802997
0.150372,1.513773,0.109252,1.781237,0.005696,0.049857,0.000832,0.013601,0.000352,0.001536,0.001120,0.000320,1.859127
0.151076,1.496493,0.072162,1.727059,0.007072,0.048738,0.000832,0.013664,0.000384,0.001440,0.001408,0.000352,1.805781
0.145156,1.507469,0.083875,1.742868,0.010560,0.048738,0.000832,0.013856,0.000352,0.001536,0.001152,0.000320,1.824854
0.146213,1.494732,0.069730,1.716691,0.007073,0.049377,0.000832,0.013665,0.000352,0.001408,0.001216,0.000352,1.795382
0.151365,1.512141,0.083491,1.754549,0.010880,0.048545,0.000832,0.013985,0.000352,0.001408,0.001216,0.000416,1.837591
0.149157,1.496429,0.072162,1.724500,0.013088,0.049186,0.000832,0.013824,0.000352,0.001472,0.001280,0.000416,1.809462
0.150980,1.513453,0.083522,1.754676,0.008257,0.048993,0.000832,0.013728,0.000384,0.001441,0.001280,0.000352,1.834391
0.153605,1.498252,0.077091,1.735924,0.005632,0.049793,0.000864,0.013505,0.000448,0.001440,0.001280,0.000448,1.814038
0.152644,1.510541,0.083107,1.753396,0.010400,0.048802,0.001056,0.014112,0.000384,0.001408,0.001952,0.000384,1.837015
0.178469,1.496685,0.070818,1.752565,0.005728,0.048801,0.000832,0.013921,0.000384,0.001504,0.001216,0.000416,1.829783
0.163749,1.492845,0.068834,1.730612,0.007840,0.048962,0.000864,0.013856,0.000384,0.001440,0.001280,0.000416,1.810006
0.136612,1.504173,0.080770,1.728851,0.008608,0.049186,0.000832,0.013920,0.000384,0.001728,0.001664,0.000416,1.810710
0.148293,1.495596,0.070690,1.721427,0.005665,0.052321,0.000832,0.014177,0.000416,0.001504,0.001728,0.000384,1.802678
0.146116,1.495053,0.072258,1.720403,0.006720,0.048770,0.000864,0.013632,0.000352,0.001472,0.001344,0.000384,1.798485
0.148964,1.495469,0.070466,1.722131,0.005504,0.049506,0.000832,0.013760,0.000416,0.001504,0.001248,0.000416,1.799573
0.139012,1.494445,0.075458,1.715571,0.005472,0.048481,0.000800,0.031553,0.000512,0.001568,0.001376,0.000448,1.810550
0.132836,1.494765,0.070914,1.705715,0.005728,0.049218,0.000864,0.013728,0.000384,0.001728,0.001152,0.000448,1.783765
0.146661,1.497388,0.094658,1.746708,0.010209,0.048961,0.000864,0.013665,0.000352,0.001504,0.001216,0.000448,1.828567
0.151461,1.495628,0.072707,1.727796,0.007040,0.048737,0.000832,0.013569,0.000384,0.001472,0.001344,0.000448,1.806166
0.151589,1.517965,0.086019,1.762005,0.013120,0.049026,0.000832,0.013536,0.000384,0.001536,0.001152,0.000544,1.846775
0.151428,1.497165,0.072130,1.727283,0.013152,0.049986,0.000832,0.013504,0.000352,0.001440,0.001152,0.000384,1.812854
0.163429,1.528589,0.088130,1.789525,0.011681,0.050721,0.001056,0.014017,0.000384,0.001472,0.003040,0.000640,1.878200
0.153764,1.498573,0.073154,1.732179,0.005793,0.049441,0.000864,0.013664,0.000384,0.001696,0.001312,0.000672,1.811446
0.149476,1.527086,0.090883,1.775637,0.005856,0.049441,0.000608,0.014113,0.000352,0.001440,0.001408,0.000384,1.854583
0.135748,1.495213,0.068610,1.705843,0.005504,0.050498,0.000640,0.013856,0.000384,0.001536,0.001408,0.000576,1.784725
0.148516,1.513198,0.082946,1.752340,0.006112,0.049314,0.000832,0.013792,0.000416,0.001600,0.001248,0.000384,1.831095
0.150596,1.493549,0.067138,1.717779,0.005568,0.048289,0.000800,0.014081,0.000384,0.001504,0.001216,0.000448,1.794357
0.136325,1.511693,0.082402,1.737044,0.005696,0.048290,0.000800,0.014080,0.000480,0.001632,0.001505,0.000640,1.814807
0.147012,1.495436,0.068194,1.716435,0.005696,0.049122,0.000800,0.014016,0.000352,0.001760,0.001184,0.000480,1.794262
0.149316,1.508044,0.077186,1.740724,0.010016,0.048930,0.000800,0.014112,0.000352,0.001504,0.001376,0.000384,1.823062
0.152036,1.496045,0.069346,1.724243,0.010080,0.049826,0.000608,0.014272,0.000384,0.001504,0.001153,0.000512,1.807350
0.133668,1.506764,0.077539,1.724180,0.005952,0.050114,0.000576,0.014176,0.000416,0.001568,0.001248,0.000384,1.802966
0.146885,1.494156,0.070083,1.717780,0.005504,0.049697,0.000576,0.013985,0.000448,0.001504,0.001376,0.000352,1.795830
0.153413,1.510253,0.078914,1.750229,0.009888,0.048833,0.000608,0.013857,0.000448,0.001504,0.001280,0.000352,1.832023
0.155813,1.493901,0.073890,1.731380,0.012256,0.049442,0.000832,0.014112,0.000416,0.001408,0.001216,0.000384,1.816278
0.181798,1.512557,0.074978,1.778261,0.006177,0.049249,0.000832,0.013697,0.000384,0.001536,0.001216,0.000448,1.856984
0.134756,1.493421,0.068034,1.703347,0.005696,0.048545,0.000800,0.013569,0.000352,0.001504,0.001184,0.000416,1.779925
0.154629,1.499469,0.071618,1.733140,0.010080,0.049634,0.000864,0.013568,0.000416,0.001536,0.001216,0.000416,1.815254
0.148677,1.493196,0.070210,1.718803,0.005825,0.049089,0.000864,0.014017,0.000384,0.001536,0.001248,0.000352,1.796598
0.148549,1.497677,0.070082,1.723060,0.007840,0.049281,0.000800,0.013601,0.000416,0.001472,0.001248,0.000448,1.802806
0.157956,1.493900,0.068610,1.727411,0.038305,0.049858,0.001056,0.013760,0.000384,0.001472,0.001184,0.000416,1.839031
0.149444,1.495661,0.068194,1.720051,0.013152,0.050210,0.000800,0.013728,0.000352,0.001504,0.001760,0.000416,1.806325
0.152804,1.514573,0.079010,1.754452,0.006976,0.049186,0.000800,0.014016,0.000384,0.001472,0.001216,0.000480,1.833974
0.150852,1.497133,0.076706,1.732819,0.006273,0.048801,0.000800,0.014049,0.000320,0.001504,0.001216,0.000384,1.811414
0.150341,1.517485,0.083459,1.758645,0.009632,0.049154,0.000832,0.014464,0.000352,0.001536,0.001184,0.000384,1.840695
0.145220,1.498060,0.067586,1.716915,0.005696,0.050530,0.000800,0.014432,0.000448,0.001505,0.001216,0.000448,1.796502
0.144645,1.509389,0.077186,1.736788,0.012257,0.049313,0.000768,0.014081,0.000448,0.001504,0.001280,0.000480,1.821207
0.153284,1.494605,0.072514,1.727635,0.014305,0.049473,0.000832,0.013985,0.000416,0.001504,0.001248,0.000448,1.814262
0.145092,1.511565,0.073218,1.736947,0.005824,0.048129,0.000832,0.013665,0.000384,0.001472,0.001280,0.000480,1.814134
0.150213,1.493548,0.067394,1.717395,0.005505,0.049249,0.000832,0.013761,0.000416,0.001408,0.001216,0.000416,1.794422
0.108035,1.509421,0.070562,1.694130,0.012225,0.048897,0.000800,0.013569,0.000384,0.001440,0.001248,0.000480,1.777717
0.129955,1.493260,0.068834,1.698546,0.007776,0.048898,0.000800,0.013504,0.000416,0.001472,0.001248,0.000480,1.777397
0.145028,1.508941,0.080866,1.741043,0.011649,0.049089,0.001056,0.013665,0.000416,0.001504,0.001504,0.000480,1.824790
0.134308,1.493677,0.069442,1.705139,0.005504,0.049026,0.000864,0.013792,0.000384,0.001440,0.001280,0.000448,1.782613
0.157092,1.514573,0.094275,1.772341,0.012800,0.048673,0.000801,0.013760,0.000320,0.001504,0.001248,0.000352,1.856439
0.149989,1.493900,0.071395,1.722484,0.005728,0.048385,0.000832,0.014209,0.000384,0.001504,0.001280,0.000384,1.799862
0.151204,1.508333,0.082882,1.749972,0.010720,0.048994,0.000832,0.013920,0.000352,0.001504,0.001120,0.000448,1.832534
0.147173,1.493164,0.068738,1.715412,0.005440,0.048833,0.000864,0.013729,0.000320,0.001504,0.001216,0.000384,1.792598
0.146212,1.511245,0.078627,1.741364,0.005536,0.048833,0.000801,0.013632,0.000384,0.001440,0.001280,0.000352,1.818102
0.151685,1.499116,0.072227,1.727668,0.013088,0.049250,0.000832,0.013472,0.000384,0.001504,0.001248,0.000448,1.812566
0.132836,1.512621,0.087491,1.739764,0.009696,0.048642,0.000832,0.013600,0.000352,0.001536,0.001184,0.000448,1.820278
