Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-9],OUT[9],TEE[6-9],Layer[10],classifier
0.400012,0.017600,0.192614,0.004864,0.048130,0.000800,0.134212,0.056705,0.061058,0.255047,0.000768,0.925883
0.394700,0.017792,0.191974,0.004864,0.048226,0.000800,0.107267,0.052738,0.062465,0.225510,0.000608,0.890427
0.394572,0.017793,0.192581,0.004832,0.048673,0.000576,0.128964,0.065250,0.068098,0.265608,0.000672,0.931612
0.400011,0.017600,0.191974,0.004832,0.048065,0.000608,0.110916,0.051489,0.061474,0.227879,0.000640,0.897786
0.395756,0.017441,0.191653,0.004800,0.047778,0.000640,0.106563,0.052706,0.064706,0.227527,0.000768,0.893531
0.398731,0.017793,0.193030,0.004896,0.047681,0.000608,0.112964,0.053697,0.066338,0.236199,0.000672,0.905210
0.416332,0.018017,0.192326,0.004832,0.047617,0.000576,0.103971,0.069538,0.066210,0.244295,0.000640,0.931323
0.399020,0.017601,0.192197,0.004800,0.048002,0.000608,0.109283,0.052482,0.062082,0.226855,0.000576,0.895387
0.398956,0.017728,0.192038,0.004896,0.049121,0.000576,0.112387,0.053345,0.060673,0.231015,0.000704,0.901882
0.394827,0.017728,0.192358,0.004992,0.048417,0.000608,0.145157,0.062274,0.067842,0.279305,0.000672,0.944988
0.394476,0.017632,0.192102,0.004896,0.048321,0.000576,0.120420,0.058754,0.064770,0.249096,0.000640,0.914235
0.394796,0.017985,0.191685,0.004896,0.047650,0.000608,0.101411,0.063778,0.073250,0.242535,0.000672,0.906939
0.394796,0.017953,0.191909,0.004896,0.048258,0.000576,0.128132,0.086818,0.061506,0.279912,0.000544,0.944412
0.408812,0.017665,0.192134,0.004896,0.048769,0.000512,0.100195,0.052962,0.068994,0.225479,0.000672,0.904123
0.400044,0.017472,0.192454,0.004800,0.047618,0.000576,0.114083,0.052386,0.062754,0.234279,0.000800,0.904923
0.394764,0.017345,0.192613,0.004832,0.048450,0.000576,0.104099,0.064290,0.065954,0.237543,0.000832,0.902619
0.399564,0.017632,0.192678,0.004864,0.048225,0.000576,0.123972,0.068002,0.070562,0.268072,0.000736,0.939195
0.400940,0.018017,0.193030,0.004864,0.048001,0.000640,0.105731,0.049826,0.060546,0.219271,0.000576,0.891259
0.399532,0.017600,0.192710,0.004832,0.047938,0.000544,0.116611,0.059330,0.066562,0.245959,0.000736,0.917595
0.395180,0.017888,0.192582,0.004896,0.047458,0.000576,0.109923,0.052578,0.061281,0.226790,0.000704,0.891995
0.414989,0.018048,0.192742,0.004832,0.047938,0.000576,0.103651,0.063266,0.067586,0.237735,0.000864,0.923612
0.395948,0.017889,0.191973,0.004833,0.047361,0.000576,0.107203,0.060962,0.064674,0.236967,0.000608,0.903163
0.394763,0.017857,0.192390,0.004864,0.048257,0.000544,0.106308,0.052609,0.067746,0.230599,0.000672,0.896826
0.394540,0.017888,0.192070,0.004896,0.048481,0.000608,0.106851,0.051649,0.059522,0.221542,0.000672,0.886298
0.399692,0.017664,0.192198,0.004896,0.047842,0.000576,0.112803,0.053282,0.064290,0.233799,0.000704,0.904667
0.394380,0.017664,0.192294,0.004832,0.047938,0.000608,0.097347,0.054081,0.065122,0.220070,0.000608,0.883930
0.394379,0.017761,0.192006,0.004832,0.047969,0.000480,0.098819,0.061314,0.065858,0.229703,0.000544,0.893466
0.424717,0.018016,0.192166,0.004864,0.047522,0.000576,0.136868,0.052705,0.066562,0.260615,0.000704,0.955037
0.395019,0.017760,0.192422,0.005024,0.047841,0.000576,0.093955,0.052578,0.060482,0.211047,0.000608,0.876698
0.398988,0.018017,0.192229,0.004865,0.049089,0.000576,0.102179,0.049922,0.060289,0.215238,0.000608,0.885306
0.399179,0.017889,0.192582,0.004832,0.048225,0.000608,0.102819,0.084931,0.086690,0.278089,0.000704,0.948476
0.395435,0.017921,0.193030,0.004896,0.047297,0.000608,0.110052,0.056801,0.065218,0.235399,0.000768,0.902650
0.398987,0.017985,0.192838,0.004768,0.047649,0.000576,0.101699,0.063010,0.071362,0.239239,0.000736,0.908986
0.394156,0.017888,0.192902,0.004832,0.047138,0.000608,0.101219,0.052225,0.062850,0.219622,0.000672,0.883674
0.423660,0.017825,0.193253,0.004833,0.047361,0.000608,0.110563,0.064194,0.069858,0.248135,0.000672,0.943388
0.394444,0.017857,0.192549,0.004865,0.047489,0.000640,0.104227,0.048738,0.063330,0.220071,0.000736,0.885211
0.395980,0.017825,0.192581,0.004865,0.047137,0.000576,0.109795,0.052258,0.061890,0.226919,0.000704,0.893083
0.400300,0.017408,0.192582,0.004832,0.048066,0.000608,0.149156,0.079042,0.063842,0.295624,0.000640,0.966428
0.399308,0.017985,0.192581,0.004897,0.048001,0.000576,0.112355,0.051874,0.061282,0.229319,0.000640,0.899483
0.398988,0.017728,0.192326,0.004768,0.048098,0.000608,0.103171,0.049185,0.057858,0.213286,0.000576,0.882298
0.399116,0.017536,0.192710,0.004896,0.047842,0.000608,0.096931,0.049857,0.057858,0.207462,0.000576,0.876826
0.416813,0.017888,0.192230,0.004864,0.047521,0.000544,0.111748,0.065922,0.071714,0.252296,0.000640,0.939388
0.399308,0.017920,0.192262,0.004832,0.047810,0.000608,0.102755,0.050337,0.062146,0.218406,0.000640,0.888026
0.399883,0.017632,0.192294,0.005024,0.048257,0.000608,0.107556,0.051265,0.062146,0.224199,0.000672,0.894778
0.399180,0.017824,0.192774,0.004832,0.066146,0.000672,0.114915,0.063746,0.069826,0.251527,0.000672,0.941116
0.394507,0.018017,0.192742,0.004864,0.047969,0.000608,0.111491,0.052738,0.061218,0.228359,0.000576,0.893850
0.394252,0.017888,0.192678,0.004896,0.047649,0.000576,0.107940,0.052737,0.061282,0.226023,0.000608,0.890586
0.399628,0.017601,0.192006,0.004896,0.047937,0.000736,0.112996,0.053697,0.062114,0.231815,0.000576,0.901403
0.410860,0.017697,0.192198,0.004832,0.047457,0.000608,0.108163,0.056162,0.067330,0.234919,0.000640,0.915579
0.398828,0.017408,0.192326,0.004832,0.050210,0.000608,0.109027,0.052450,0.061441,0.225606,0.000577,0.896251
0.398892,0.017537,0.192197,0.004865,0.048193,0.000576,0.104707,0.052066,0.066466,0.226183,0.000640,0.894843
0.396779,0.017729,0.193126,0.024512,0.048546,0.000608,0.112643,0.055522,0.068098,0.239111,0.000608,0.928283
0.394668,0.017600,0.191750,0.004832,0.048193,0.000640,0.108836,0.053633,0.061666,0.227335,0.000544,0.891674
0.395084,0.017857,0.192485,0.004800,0.047746,0.000608,0.108419,0.051842,0.062850,0.226055,0.000608,0.891483
0.395019,0.017857,0.192517,0.004833,0.047905,0.000576,0.109411,0.052354,0.064610,0.229447,0.000512,0.894907
0.413804,0.017697,0.192709,0.004864,0.049410,0.000608,0.115971,0.054498,0.066050,0.240967,0.000576,0.928571
0.394604,0.017984,0.192710,0.004800,0.047618,0.000608,0.108579,0.052513,0.067042,0.230758,0.000576,0.895866
0.399180,0.017729,0.192869,0.004800,0.049442,0.000608,0.110147,0.052002,0.062242,0.227463,0.000544,0.898651
0.399883,0.017505,0.192166,0.004832,0.066242,0.000768,0.110531,0.067682,0.069122,0.251111,0.000704,0.941499
0.400268,0.017601,0.192293,0.004832,0.047906,0.000608,0.108547,0.066146,0.067618,0.245191,0.000640,0.915515
0.394028,0.017185,0.192197,0.004832,0.047714,0.000576,0.107811,0.053154,0.064610,0.229127,0.000480,0.892699
0.400588,0.017824,0.193190,0.004864,0.048930,0.000576,0.118819,0.058370,0.069218,0.249479,0.000800,0.923611
0.395788,0.017600,0.192614,0.004992,0.048386,0.000608,0.118595,0.061474,0.066690,0.251175,0.000736,0.918395
0.403660,0.017953,0.193446,0.004864,0.047585,0.000576,0.116612,0.050625,0.060194,0.230535,0.000640,0.906555
0.397164,0.017440,0.192518,0.004960,0.048162,0.000576,0.107875,0.053217,0.062594,0.226886,0.000736,0.894554
0.400876,0.017761,0.213702,0.004992,0.048449,0.000832,0.107107,0.065314,0.064066,0.240839,0.000800,0.934524
0.395883,0.017537,0.192006,0.004896,0.048417,0.000544,0.111555,0.069859,0.064865,0.249224,0.000768,0.915323
0.396908,0.017569,0.192901,0.004865,0.048513,0.000608,0.110179,0.051650,0.060898,0.225639,0.000672,0.893627
0.400428,0.017569,0.193381,0.004801,0.048705,0.000608,0.124932,0.067458,0.066498,0.262024,0.000768,0.934876
0.396715,0.017793,0.193382,0.004832,0.047777,0.000576,0.108835,0.052930,0.061186,0.225959,0.000864,0.894490
0.400972,0.017696,0.192102,0.004832,0.049602,0.000736,0.112419,0.052770,0.061793,0.230214,0.000801,0.902971
0.397451,0.017633,0.192454,0.004800,0.048161,0.000576,0.115492,0.053089,0.066210,0.238663,0.000736,0.907867
0.396332,0.017761,0.206662,0.004864,0.047937,0.000576,0.111652,0.057825,0.064130,0.238055,0.000704,0.919323
0.396492,0.017857,0.193157,0.005089,0.047617,0.000608,0.113155,0.054530,0.063810,0.234823,0.000672,0.903195
0.397899,0.017601,0.192934,0.004832,0.047969,0.000608,0.116356,0.064226,0.067682,0.251240,0.000640,0.919931
0.400619,0.017664,0.192742,0.004896,0.048097,0.000576,0.114244,0.052865,0.067682,0.237895,0.000544,0.909242
0.396716,0.017984,0.192742,0.004832,0.048225,0.000608,0.115011,0.052609,0.070786,0.241607,0.000640,0.909083
0.396171,0.017569,0.192774,0.004832,0.048001,0.000576,0.111331,0.052194,0.061474,0.228359,0.000640,0.894906
0.395723,0.017857,0.191846,0.004832,0.047233,0.000608,0.103299,0.052418,0.059330,0.218055,0.000608,0.882426
0.395788,0.017697,0.209542,0.004960,0.047073,0.000736,0.100067,0.049154,0.064066,0.216807,0.000672,0.900731
0.397547,0.017856,0.192966,0.004896,0.047041,0.000640,0.104867,0.052513,0.063266,0.224071,0.000608,0.892154
0.400172,0.017601,0.192165,0.004800,0.047074,0.000576,0.112707,0.062882,0.066434,0.245415,0.000640,0.914747
0.401004,0.017888,0.192038,0.004896,0.047074,0.000608,0.127491,0.069858,0.064194,0.264999,0.000576,0.934843
0.406220,0.017856,0.195302,0.004832,0.047457,0.000576,0.112260,0.051809,0.060962,0.228231,0.000672,0.910651
0.395467,0.017825,0.192966,0.004832,0.048481,0.000576,0.096163,0.049186,0.066370,0.214759,0.000576,0.880826
0.396492,0.017440,0.191590,0.004832,0.048482,0.000480,0.097250,0.049825,0.062370,0.212230,0.000576,0.877434
0.396108,0.017280,0.206822,0.004961,0.047713,0.000608,0.104739,0.052162,0.063458,0.223527,0.000512,0.903291
0.395724,0.017632,0.191494,0.004864,0.047233,0.000608,0.105604,0.067682,0.057825,0.234343,0.000640,0.898426
0.395308,0.017537,0.192197,0.004833,0.046977,0.000576,0.097027,0.063170,0.062530,0.225735,0.000800,0.889467
0.395756,0.017408,0.191750,0.004832,0.047137,0.000640,0.101123,0.065218,0.063778,0.233191,0.000672,0.897146
0.408940,0.017793,0.192134,0.004800,0.047297,0.000576,0.112067,0.053378,0.062818,0.231367,0.000736,0.910331
0.395372,0.017441,0.192453,0.004865,0.046977,0.000576,0.104195,0.062018,0.067842,0.237255,0.000672,0.900891
0.395628,0.017568,0.192134,0.004832,0.047202,0.000576,0.137156,0.058850,0.060385,0.260967,0.000576,0.924795
0.401324,0.018113,0.192421,0.004833,0.064706,0.000672,0.112227,0.064642,0.064770,0.244519,0.000736,0.935484
0.395532,0.017569,0.192453,0.004865,0.047681,0.000800,0.106499,0.066626,0.063618,0.239783,0.000704,0.904251
0.394924,0.017345,0.192005,0.004896,0.046914,0.000608,0.128100,0.070562,0.082434,0.284264,0.000576,0.946396
0.395660,0.017377,0.191653,0.004833,0.046977,0.000640,0.102819,0.069314,0.062082,0.237511,0.000672,0.900507
0.407404,0.017633,0.191750,0.004800,0.046849,0.000608,0.135140,0.051970,0.064290,0.254664,0.000704,0.930716
0.403404,0.018304,0.194278,0.004832,0.048769,0.000864,0.166341,0.066818,0.067970,0.307146,0.001056,0.987966
0.396748,0.018017,0.192709,0.004832,0.048770,0.000768,0.106403,0.064514,0.065218,0.241159,0.000672,0.909627
0.400204,0.018112,0.211719,0.005152,0.050945,0.000576,0.107268,0.054241,0.062402,0.227079,0.000736,0.921211
0.402476,0.017857,0.192613,0.004865,0.048577,0.000576,0.135204,0.054082,0.061090,0.253512,0.000544,0.927036
0.399820,0.017793,0.192869,0.004897,0.048033,0.000576,0.122340,0.051265,0.065794,0.243271,0.000640,0.913435
0.396492,0.017825,0.192101,0.004865,0.047809,0.000608,0.113859,0.049890,0.059522,0.226471,0.000608,0.893947
0.401420,0.017664,0.191622,0.004960,0.047265,0.000608,0.106436,0.053025,0.060866,0.223175,0.000576,0.892954
0.400747,0.017664,0.191974,0.004864,0.047201,0.000608,0.109956,0.055841,0.065282,0.234055,0.000640,0.903514
0.400684,0.017664,0.192358,0.004896,0.047106,0.000576,0.103203,0.053217,0.060482,0.220838,0.000640,0.890618
0.400460,0.017600,0.207975,0.005024,0.047201,0.000608,0.113604,0.062113,0.060898,0.240807,0.000544,0.926523
0.400140,0.017568,0.192230,0.004864,0.047170,0.000608,0.107043,0.052417,0.062402,0.224934,0.000672,0.893562
0.400108,0.017600,0.192614,0.004896,0.046914,0.000608,0.102595,0.051937,0.068130,0.225510,0.000576,0.894266
0.399308,0.018305,0.194662,0.004896,0.047489,0.000608,0.112387,0.063265,0.070690,0.249768,0.000896,0.922684
0.396588,0.017696,0.193958,0.004864,0.047106,0.000608,0.134692,0.068642,0.068674,0.277288,0.000640,0.945916
0.395659,0.017857,0.192614,0.004896,0.047361,0.000608,0.105667,0.065090,0.067362,0.241703,0.000576,0.907578
0.397068,0.017889,0.192966,0.004864,0.047649,0.000608,0.116996,0.062498,0.065345,0.248424,0.000576,0.917660
0.400652,0.034433,0.193190,0.005216,0.047330,0.000800,0.108931,0.053762,0.061889,0.227622,0.000608,0.915963
0.397548,0.017569,0.193317,0.004865,0.047425,0.000576,0.106915,0.051554,0.059329,0.220582,0.000545,0.888923
0.395980,0.017633,0.192261,0.004801,0.046977,0.000576,0.133924,0.051586,0.059105,0.249127,0.000608,0.913723
0.400876,0.017825,0.192197,0.004833,0.047105,0.000832,0.115651,0.053698,0.069058,0.241543,0.000672,0.913595
0.402636,0.017793,0.191974,0.004864,0.048321,0.000768,0.109987,0.052961,0.064418,0.232103,0.000608,0.904923
0.396427,0.017824,0.193382,0.004832,0.048289,0.000576,0.117060,0.050561,0.065570,0.236423,0.000576,0.903706
0.401196,0.018081,0.192421,0.004865,0.050465,0.000576,0.108067,0.052834,0.067458,0.231751,0.000640,0.906331
0.417804,0.017825,0.192486,0.004896,0.048865,0.000608,0.103843,0.067362,0.060610,0.234663,0.000576,0.924347
0.395820,0.017729,0.193925,0.004832,0.047362,0.000608,0.101539,0.055714,0.064673,0.225191,0.000608,0.891707
0.400683,0.017537,0.192646,0.004832,0.047393,0.000640,0.113444,0.049793,0.058530,0.225031,0.000672,0.896250
0.396396,0.017632,0.193414,0.004800,0.047457,0.000544,0.126468,0.057058,0.059490,0.246632,0.000608,0.913339
0.400332,0.017601,0.193061,0.004864,0.047458,0.000576,0.106051,0.051746,0.059681,0.220518,0.000672,0.891514
0.395468,0.017601,0.192677,0.005184,0.047074,0.000608,0.140132,0.064354,0.065570,0.275272,0.000576,0.941244
0.400108,0.017600,0.192166,0.004832,0.047137,0.000640,0.104516,0.069442,0.063330,0.240680,0.000544,0.911099
0.417901,0.017664,0.192262,0.005088,0.047234,0.000608,0.138180,0.063778,0.063522,0.269928,0.000672,0.958013
0.400460,0.017601,0.192293,0.004801,0.047009,0.000576,0.133572,0.053026,0.060321,0.251367,0.000544,0.920795
0.396492,0.017889,0.193477,0.004801,0.047073,0.000608,0.111683,0.064386,0.062498,0.241575,0.000736,0.909115
0.401804,0.017761,0.192549,0.004928,0.047137,0.000576,0.102947,0.051522,0.085890,0.244231,0.000608,0.915419
0.400524,0.017985,0.191525,0.004800,0.047042,0.000608,0.098467,0.052737,0.062690,0.217542,0.000864,0.886938
0.400300,0.017761,0.192326,0.004832,0.047201,0.000608,0.110531,0.049442,0.060226,0.223335,0.000672,0.894107
0.400043,0.017888,0.192134,0.004800,0.047009,0.000608,0.103971,0.066114,0.059650,0.232999,0.000768,0.902010
0.416524,0.018080,0.191878,0.004800,0.047105,0.000576,0.101635,0.066658,0.066306,0.238343,0.000672,0.924603
0.400172,0.018017,0.191749,0.004832,0.047074,0.000608,0.104643,0.065986,0.066786,0.241191,0.000864,0.910267
0.400620,0.017600,0.192422,0.004800,0.047202,0.000608,0.111267,0.049953,0.059298,0.223462,0.000576,0.894330
0.401100,0.017825,0.192069,0.004801,0.047041,0.000576,0.102083,0.050754,0.078274,0.234951,0.000608,0.906171
0.400044,0.017793,0.192005,0.004865,0.047073,0.000608,0.103875,0.052514,0.060322,0.219719,0.000576,0.888731
0.400620,0.017857,0.192133,0.004864,0.047074,0.000576,0.101859,0.051841,0.064130,0.220934,0.000736,0.891098
0.396236,0.018017,0.192261,0.004833,0.047169,0.000608,0.130532,0.056802,0.059969,0.250375,0.000704,0.915995
0.422285,0.017889,0.192197,0.005056,0.047650,0.000608,0.116323,0.064770,0.070114,0.254503,0.000800,0.947996
0.398315,0.017792,0.192422,0.004864,0.048641,0.000576,0.104611,0.053761,0.063138,0.224423,0.000640,0.893306
0.396076,0.017888,0.193158,0.004832,0.048673,0.000544,0.109411,0.067106,0.067234,0.246951,0.000672,0.914523
0.401484,0.017696,0.192966,0.004832,0.048354,0.000608,0.105251,0.072610,0.088867,0.269704,0.000608,0.942108
0.406028,0.017760,0.193670,0.004800,0.049058,0.000576,0.106755,0.052961,0.062018,0.225318,0.000608,0.904378
0.395563,0.017281,0.192133,0.004801,0.047745,0.000608,0.101827,0.054914,0.065378,0.225223,0.000640,0.890234
0.396171,0.017697,0.192358,0.004832,0.048705,0.000608,0.109284,0.067138,0.066466,0.246024,0.000704,0.913275
0.410860,0.017857,0.191909,0.004865,0.047649,0.000608,0.135652,0.063714,0.062370,0.265064,0.000576,0.945212
0.400716,0.017824,0.192902,0.004864,0.047810,0.000608,0.108963,0.064834,0.061186,0.238215,0.000608,0.909979
0.400332,0.018336,0.191686,0.005024,0.047330,0.000608,0.112419,0.066882,0.066114,0.248423,0.000640,0.918331
0.400652,0.017601,0.193189,0.004864,0.047202,0.000576,0.132036,0.084802,0.068898,0.290088,0.000833,0.962141
0.401484,0.017793,0.192518,0.004832,0.047329,0.000576,0.101539,0.070082,0.067938,0.242343,0.000640,0.913723
0.399116,0.018304,0.194918,0.004864,0.048482,0.000736,0.123267,0.055106,0.068226,0.249799,0.001120,0.926491
0.397004,0.017761,0.193926,0.005056,0.047329,0.000576,0.107875,0.053538,0.066914,0.231751,0.000512,0.899867
0.417132,0.017633,0.192805,0.004960,0.047682,0.000640,0.104419,0.052674,0.061505,0.221766,0.000609,0.909563
0.400364,0.017953,0.192197,0.005121,0.047457,0.000608,0.105571,0.052450,0.060866,0.221863,0.000736,0.892315
0.395756,0.017985,0.192677,0.004832,0.047618,0.000576,0.109635,0.052610,0.060578,0.225895,0.000704,0.891899
0.397388,0.017729,0.191653,0.004801,0.064225,0.000672,0.135940,0.052161,0.064610,0.256903,0.000544,0.940060
0.397260,0.017600,0.192454,0.004832,0.047842,0.000576,0.102659,0.051969,0.064162,0.222022,0.000640,0.889434
0.401804,0.017985,0.192614,0.004864,0.047681,0.000608,0.110884,0.052769,0.069794,0.236487,0.000608,0.908059
0.396428,0.017601,0.192869,0.004865,0.048353,0.000576,0.120452,0.052577,0.059906,0.236455,0.000736,0.904731
0.413740,0.017601,0.192710,0.004832,0.047969,0.000608,0.113508,0.061793,0.064130,0.242983,0.000640,0.927803
0.400267,0.017792,0.192998,0.004864,0.047873,0.000576,0.108100,0.051617,0.060290,0.223015,0.000704,0.894010
0.395884,0.017697,0.192901,0.004865,0.047937,0.000608,0.108675,0.052898,0.062978,0.227367,0.000608,0.893659
0.399884,0.017728,0.192870,0.004832,0.089923,0.000672,0.110115,0.066978,0.064834,0.245255,0.000608,0.959228
0.401708,0.017921,0.192645,0.004832,0.048290,0.000832,0.115267,0.052578,0.061026,0.232615,0.000768,0.906331
0.397516,0.017792,0.193286,0.004832,0.048770,0.000768,0.109571,0.052226,0.061953,0.227014,0.000640,0.897243
0.400300,0.017921,0.192582,0.004896,0.048449,0.000544,0.109315,0.053506,0.060386,0.226247,0.000640,0.897691
0.396876,0.018016,0.192902,0.004832,0.048130,0.000576,0.111267,0.055170,0.063873,0.233606,0.000673,0.902331
0.396555,0.017761,0.192326,0.004800,0.048193,0.000544,0.109252,0.054273,0.061154,0.227879,0.000576,0.894618
0.400556,0.017985,0.193318,0.004864,0.047873,0.000576,0.113220,0.064833,0.068482,0.250856,0.000800,0.924476
0.395947,0.017921,0.209094,0.004928,0.048738,0.000544,0.121507,0.060226,0.066178,0.251239,0.000704,0.935675
0.395308,0.017569,0.192357,0.004800,0.048993,0.000608,0.107619,0.052162,0.060290,0.223175,0.000640,0.889819
0.395915,0.017953,0.192422,0.004832,0.048161,0.000608,0.107779,0.052674,0.067586,0.231239,0.000640,0.897818
0.395340,0.017472,0.192422,0.004832,0.048226,0.000576,0.106563,0.052578,0.064161,0.226214,0.000673,0.891931
0.399148,0.017889,0.192485,0.004896,0.048098,0.000768,0.132356,0.072066,0.063810,0.271304,0.000512,0.940732
0.395820,0.017825,0.191909,0.004832,0.048801,0.000608,0.107171,0.060066,0.066882,0.237223,0.000608,0.903451
0.396460,0.017824,0.192742,0.004800,0.048450,0.000800,0.108835,0.063010,0.061186,0.236295,0.000768,0.903931
0.396267,0.017889,0.207334,0.004896,0.047970,0.000608,0.105059,0.062530,0.066082,0.237415,0.000704,0.919739
0.395436,0.018048,0.193190,0.004768,0.047906,0.000608,0.107299,0.066658,0.065826,0.243175,0.000544,0.909563
0.399980,0.017792,0.192198,0.004800,0.048226,0.000608,0.114403,0.052226,0.059425,0.229351,0.000640,0.900155
0.396332,0.017633,0.192837,0.004800,0.048354,0.000608,0.101635,0.070178,0.061282,0.236263,0.000736,0.903003
0.395660,0.018017,0.192549,0.004897,0.048865,0.000608,0.094115,0.064706,0.060194,0.222183,0.000768,0.888827
0.396588,0.017760,0.192454,0.004896,0.047810,0.000608,0.108995,0.061826,0.062850,0.236647,0.000672,0.902683
0.395180,0.017952,0.192358,0.004896,0.047905,0.000576,0.105988,0.065186,0.068418,0.242856,0.000576,0.908187
0.395212,0.017824,0.203526,0.005152,0.048322,0.000608,0.104355,0.053826,0.062241,0.223686,0.000640,0.901211
0.396044,0.017568,0.192326,0.004864,0.047393,0.000608,0.106116,0.065730,0.069666,0.244584,0.000576,0.909627
0.397420,0.018465,0.193126,0.004832,0.048321,0.000544,0.109347,0.053730,0.066466,0.232551,0.000672,0.901371
0.396396,0.017857,0.193573,0.005153,0.048609,0.000672,0.108131,0.069762,0.064866,0.245991,0.000640,0.914651
0.400844,0.018048,0.193478,0.004896,0.048194,0.000608,0.127652,0.065858,0.066658,0.263400,0.000736,0.936540
0.396843,0.017697,0.193606,0.004864,0.048193,0.000800,0.112484,0.069282,0.064962,0.249928,0.000800,0.919259
0.395980,0.017441,0.192549,0.004961,0.048449,0.000608,0.106659,0.071906,0.062114,0.243783,0.000640,0.909979
0.395915,0.017729,0.205766,0.004896,0.048482,0.000640,0.107171,0.053442,0.065345,0.229286,0.000640,0.909435
0.395692,0.017888,0.192230,0.004800,0.048353,0.000576,0.112484,0.053153,0.060738,0.229479,0.000640,0.895162
0.397035,0.017984,0.192902,0.004864,0.048641,0.000608,0.109668,0.067554,0.066882,0.247656,0.000640,0.916283
0.396684,0.017856,0.192646,0.004832,0.049026,0.000768,0.115043,0.065282,0.059874,0.243367,0.000704,0.911291
0.408140,0.017729,0.192357,0.004897,0.048641,0.000608,0.106467,0.052514,0.061058,0.223495,0.000704,0.902587
0.402124,0.018048,0.194854,0.004864,0.049570,0.000640,0.111427,0.057282,0.066882,0.239751,0.000736,0.917979
0.399116,0.017985,0.192869,0.004833,0.048257,0.000576,0.106211,0.054530,0.063778,0.227687,0.000640,0.898107
0.395788,0.017920,0.192774,0.004832,0.057666,0.000576,0.108355,0.066850,0.068898,0.246983,0.000608,0.923163
0.397132,0.017824,0.193382,0.004832,0.050242,0.000736,0.118691,0.052386,0.064578,0.239623,0.000896,0.911771
0.397900,0.017729,0.194054,0.004896,0.048129,0.000544,0.104483,0.051842,0.068674,0.228167,0.000672,0.897499
0.395820,0.017761,0.193541,0.004864,0.048705,0.000608,0.138532,0.066850,0.060962,0.270888,0.000608,0.938844
0.427692,0.017889,0.191717,0.004897,0.047969,0.000608,0.113891,0.053218,0.068258,0.240807,0.000768,0.938587
0.399244,0.017505,0.193157,0.004833,0.048673,0.000576,0.106435,0.069730,0.062626,0.243015,0.000544,0.913275
0.395659,0.017793,0.192293,0.004833,0.048161,0.000576,0.101891,0.053698,0.066210,0.225799,0.000512,0.891770
0.395596,0.017824,0.192358,0.004832,0.047617,0.000544,0.122692,0.057922,0.065794,0.251688,0.000768,0.917659
0.402060,0.017984,0.191814,0.004832,0.047649,0.000608,0.103940,0.053793,0.064002,0.225831,0.000640,0.898426
0.397548,0.017568,0.193478,0.004864,0.048418,0.000512,0.132292,0.067970,0.062497,0.267816,0.000736,0.937692
0.400748,0.018049,0.193638,0.004864,0.047393,0.000608,0.105315,0.051970,0.068194,0.228391,0.000608,0.899867
0.416524,0.017537,0.192710,0.004864,0.047777,0.000576,0.113380,0.067074,0.064129,0.247720,0.000736,0.935868
0.395724,0.017952,0.192806,0.004896,0.048194,0.000576,0.106627,0.052962,0.061985,0.225158,0.000833,0.891963
0.395564,0.017665,0.192741,0.004864,0.049762,0.000608,0.115267,0.060002,0.067202,0.247559,0.000576,0.915803
0.395979,0.017824,0.192166,0.004864,0.077474,0.000672,0.105027,0.064834,0.064994,0.239111,0.000640,0.934875
0.400812,0.018080,0.192614,0.004800,0.048162,0.000832,0.121635,0.053090,0.061570,0.241031,0.000640,0.914523
0.396363,0.017952,0.193254,0.004896,0.048481,0.000512,0.104259,0.052897,0.062274,0.223143,0.000928,0.891802
0.397100,0.017665,0.192549,0.004832,0.047841,0.000512,0.103459,0.052930,0.067042,0.227879,0.000640,0.894363
0.417772,0.017953,0.193541,0.004832,0.051746,0.000608,0.110787,0.065058,0.067522,0.246599,0.000672,0.939995
0.398156,0.017792,0.192582,0.004896,0.048482,0.000576,0.098755,0.054209,0.064834,0.221670,0.000672,0.891258
0.400748,0.017760,0.193030,0.004832,0.047458,0.000576,0.106243,0.070210,0.060002,0.239559,0.000704,0.910299
0.399820,0.017857,0.192710,0.004800,0.066818,0.000672,0.112899,0.064002,0.067778,0.247751,0.000928,0.938812
0.396043,0.017729,0.192582,0.004864,0.048225,0.000608,0.106083,0.067778,0.062498,0.239879,0.000800,0.906106
0.395787,0.017761,0.192294,0.004800,0.048385,0.000576,0.133060,0.067650,0.065186,0.270152,0.000768,0.936315
0.396236,0.017857,0.194085,0.004864,0.047554,0.000608,0.133956,0.068290,0.061186,0.267560,0.000768,0.935516
0.408204,0.017825,0.191557,0.004897,0.047681,0.000576,0.109507,0.065538,0.067170,0.246119,0.000800,0.924347
0.395499,0.017632,0.193670,0.004832,0.048225,0.000608,0.110372,0.063874,0.064066,0.241352,0.000672,0.908155
0.395532,0.017856,0.192486,0.004800,0.048482,0.000640,0.107427,0.066050,0.063874,0.241799,0.000576,0.908123
0.402316,0.017665,0.195398,0.004896,0.067618,0.000800,0.113251,0.063714,0.068962,0.249799,0.000672,0.947388
0.396460,0.017888,0.192486,0.004832,0.047362,0.000832,0.107491,0.061474,0.065570,0.239719,0.000640,0.906171
0.396300,0.017473,0.193605,0.004864,0.048450,0.000800,0.102083,0.049985,0.058017,0.213254,0.000576,0.881146
