Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-7],OUT[7],TEE[5-7],Layer[8],Layer[9],Layer[10],classifier
0.396107,0.017664,0.191910,0.004800,0.047329,0.111396,0.049505,0.060482,0.225031,0.002112,0.001152,0.000480,0.892730
0.396364,0.017536,0.192678,0.005120,0.047361,0.109636,0.047585,0.060418,0.220999,0.002048,0.001088,0.000448,0.889306
0.414412,0.018081,0.191717,0.004897,0.047137,0.107875,0.054786,0.061218,0.227559,0.002080,0.001024,0.000672,0.913723
0.396779,0.017857,0.192614,0.004800,0.047137,0.109572,0.055425,0.060418,0.228775,0.002048,0.001184,0.000448,0.897722
0.396780,0.017728,0.192230,0.004800,0.047201,0.104772,0.047905,0.059714,0.216071,0.002112,0.001024,0.000416,0.884154
0.396491,0.017952,0.191558,0.004832,0.047009,0.108419,0.065633,0.068675,0.246344,0.002144,0.001152,0.000416,0.913819
0.397099,0.017825,0.192102,0.005120,0.047329,0.108931,0.046594,0.059682,0.218599,0.002272,0.001472,0.000416,0.888762
0.396971,0.017505,0.192262,0.004832,0.047105,0.113732,0.063457,0.060706,0.241255,0.002016,0.001184,0.000416,0.909562
0.396524,0.017568,0.192262,0.004800,0.047297,0.107236,0.046945,0.059522,0.216967,0.002016,0.001024,0.000640,0.885210
0.417965,0.017632,0.191590,0.004800,0.047138,0.110051,0.059106,0.060642,0.233095,0.002368,0.001152,0.000448,0.922396
0.397003,0.018049,0.193126,0.005024,0.047073,0.109187,0.047970,0.060194,0.220423,0.002016,0.001216,0.000448,0.890554
0.395563,0.017793,0.192454,0.004832,0.047041,0.109635,0.059330,0.060098,0.232487,0.002112,0.001152,0.000416,0.899834
0.396108,0.017536,0.192454,0.004896,0.047234,0.108355,0.046593,0.060130,0.218502,0.002144,0.001216,0.000480,0.886650
0.395564,0.017792,0.192550,0.004800,0.047170,0.109379,0.049217,0.060226,0.221958,0.002048,0.001248,0.000416,0.889402
0.396556,0.017632,0.192166,0.004832,0.047106,0.105763,0.046721,0.060418,0.216358,0.002272,0.001248,0.000480,0.884666
0.397868,0.018048,0.192710,0.005088,0.049282,0.152036,0.051618,0.061089,0.268008,0.002720,0.002944,0.000608,0.946908
0.416652,0.017697,0.192261,0.004865,0.047841,0.117859,0.048578,0.059522,0.229511,0.002752,0.001408,0.000608,0.920667
0.396780,0.017761,0.192357,0.005057,0.047457,0.110915,0.053954,0.059138,0.227623,0.002496,0.001376,0.000448,0.897691
0.397100,0.017728,0.193094,0.005056,0.048642,0.112675,0.047842,0.061025,0.225190,0.002337,0.001408,0.000448,0.897243
0.400204,0.017792,0.191782,0.005184,0.048161,0.114052,0.065634,0.088642,0.272329,0.002272,0.001088,0.000544,0.946076
0.396268,0.017568,0.192102,0.004864,0.048194,0.111907,0.056130,0.064386,0.235975,0.002944,0.001120,0.000544,0.906139
0.396812,0.017760,0.192230,0.005024,0.049730,0.111907,0.051585,0.059586,0.226246,0.002208,0.001120,0.000352,0.897850
0.395755,0.017985,0.191558,0.005056,0.048225,0.111459,0.049186,0.060162,0.224167,0.001952,0.001216,0.000384,0.892890
0.413580,0.017760,0.192645,0.004800,0.048578,0.112323,0.060482,0.058146,0.234439,0.002112,0.001440,0.000448,0.922139
0.397260,0.017632,0.192006,0.004832,0.048289,0.111940,0.048705,0.059874,0.224007,0.002112,0.001184,0.000608,0.894586
0.396716,0.017441,0.193317,0.004993,0.048097,0.112323,0.046946,0.059137,0.221990,0.002208,0.001216,0.000672,0.892603
0.397772,0.017568,0.191782,0.005248,0.047713,0.109156,0.078178,0.070818,0.262024,0.002368,0.001280,0.000480,0.933563
0.396651,0.017537,0.192614,0.005280,0.047361,0.110659,0.046465,0.058242,0.219015,0.002464,0.001408,0.000448,0.889018
0.396140,0.017568,0.192198,0.004896,0.047106,0.111203,0.048993,0.059906,0.223558,0.002240,0.001152,0.000448,0.891962
0.396332,0.017728,0.192806,0.004800,0.047234,0.105667,0.058562,0.060769,0.229158,0.002432,0.001280,0.000480,0.898459
0.411052,0.018081,0.191909,0.005249,0.049057,0.116996,0.061825,0.059586,0.241927,0.002496,0.001632,0.000512,0.928987
0.395467,0.017761,0.192998,0.005152,0.048161,0.108772,0.058017,0.059458,0.229735,0.002560,0.001120,0.000320,0.899642
0.396300,0.017953,0.192741,0.004801,0.047297,0.102147,0.046721,0.063234,0.215270,0.001984,0.001056,0.000384,0.883579
0.397868,0.017664,0.192166,0.005024,0.050018,0.102755,0.065442,0.059938,0.231847,0.002272,0.001216,0.000416,0.904475
0.395755,0.017664,0.191878,0.004800,0.048225,0.107588,0.048097,0.060354,0.219335,0.002080,0.001120,0.000352,0.887162
0.396012,0.017696,0.192294,0.004864,0.047713,0.109924,0.061154,0.064225,0.238760,0.001984,0.001152,0.000352,0.906971
0.397068,0.017568,0.192902,0.005024,0.048225,0.114756,0.050113,0.059266,0.227463,0.002336,0.001152,0.000416,0.898682
0.411916,0.017728,0.192422,0.004832,0.047266,0.106851,0.050209,0.059714,0.220486,0.002016,0.001056,0.000320,0.904506
0.396300,0.018081,0.192389,0.005248,0.047233,0.109411,0.061826,0.060802,0.235303,0.002112,0.001312,0.000448,0.904411
0.395916,0.017888,0.192422,0.005152,0.049218,0.116099,0.048769,0.058721,0.227462,0.002368,0.001216,0.000448,0.898778
0.396331,0.017825,0.191557,0.004833,0.048897,0.109123,0.070082,0.072803,0.255592,0.002240,0.001248,0.000480,0.924987
0.395595,0.017633,0.192230,0.004864,0.048321,0.103011,0.055010,0.058594,0.219847,0.002016,0.001120,0.000704,0.888314
0.396588,0.017760,0.191622,0.005152,0.048514,0.109891,0.050017,0.057826,0.221030,0.001952,0.001376,0.000768,0.890746
0.396779,0.017889,0.191846,0.005152,0.048033,0.103459,0.046050,0.058434,0.211399,0.002144,0.001248,0.000736,0.881370
0.410764,0.017985,0.191845,0.005248,0.047138,0.105411,0.050497,0.059714,0.219014,0.002080,0.001184,0.000960,0.902522
0.396108,0.017793,0.191461,0.005121,0.048353,0.112451,0.050018,0.063586,0.229767,0.005248,0.001216,0.000704,0.902875
0.395980,0.017920,0.191429,0.005056,0.048130,0.101411,0.047425,0.058082,0.210310,0.002112,0.001280,0.000384,0.878650
0.395916,0.017793,0.191877,0.005024,0.048546,0.110211,0.051138,0.079458,0.244071,0.002272,0.001216,0.000480,0.913339
0.396140,0.017985,0.192101,0.005056,0.047682,0.111171,0.060418,0.060226,0.235079,0.002112,0.001184,0.000480,0.903899
0.395468,0.017952,0.191974,0.005056,0.047425,0.103139,0.060769,0.057922,0.225671,0.002240,0.001088,0.000512,0.894074
0.396140,0.017632,0.192070,0.004864,0.047426,0.105475,0.049569,0.060290,0.218822,0.002080,0.001312,0.000480,0.886906
0.427885,0.017600,0.192070,0.004832,0.047074,0.107235,0.048545,0.060834,0.220166,0.001952,0.001152,0.000512,0.919867
0.396300,0.017569,0.191941,0.004800,0.047106,0.105219,0.048289,0.060194,0.216966,0.001984,0.001056,0.000736,0.884314
0.395276,0.017633,0.192069,0.005216,0.046946,0.107043,0.062690,0.060642,0.233575,0.001984,0.001440,0.000512,0.901211
0.395691,0.017825,0.192038,0.004800,0.047073,0.107267,0.064610,0.058338,0.233831,0.002112,0.001184,0.000704,0.901242
0.396747,0.017728,0.191974,0.004832,0.047137,0.110852,0.049697,0.058434,0.222567,0.002176,0.001184,0.000512,0.891994
0.396492,0.017824,0.191590,0.004800,0.047138,0.100899,0.045889,0.057730,0.207814,0.001984,0.001184,0.000448,0.875194
0.396011,0.017953,0.191430,0.005280,0.047073,0.110595,0.048225,0.059650,0.221511,0.002016,0.001216,0.000448,0.889050
0.396460,0.017792,0.208582,0.005377,0.047361,0.110595,0.059586,0.062082,0.235687,0.002176,0.001152,0.000512,0.921659
0.395596,0.017600,0.191750,0.004896,0.047138,0.109379,0.048417,0.060386,0.221894,0.002016,0.001216,0.000480,0.888858
0.396396,0.018049,0.191781,0.004960,0.047106,0.109283,0.049378,0.060417,0.222342,0.002016,0.001184,0.000448,0.890267
0.396428,0.018017,0.191397,0.004800,0.047106,0.105315,0.048065,0.059682,0.216582,0.001952,0.001024,0.000384,0.883802
0.395755,0.017825,0.191878,0.004800,0.047105,0.106979,0.060418,0.060194,0.230983,0.002112,0.001216,0.000512,0.898138
0.395564,0.017920,0.192102,0.004832,0.047329,0.104451,0.049377,0.058370,0.215303,0.001952,0.001184,0.000512,0.882682
0.397292,0.017953,0.191461,0.004833,0.047489,0.105987,0.048578,0.059745,0.217798,0.001921,0.001120,0.000512,0.885979
0.395948,0.017377,0.208294,0.005184,0.047137,0.107716,0.063074,0.059105,0.233255,0.002176,0.001248,0.000512,0.918108
0.396492,0.017633,0.191781,0.004865,0.047425,0.110435,0.048834,0.060546,0.223079,0.002016,0.001088,0.000416,0.890491
0.395563,0.017952,0.191750,0.005312,0.047073,0.108516,0.047969,0.060130,0.220007,0.002112,0.001184,0.000416,0.887930
0.396204,0.017568,0.191878,0.004800,0.047105,0.108484,0.049569,0.060610,0.222215,0.002048,0.001216,0.000416,0.889402
0.411916,0.017921,0.191686,0.004832,0.047073,0.113699,0.058689,0.060962,0.236903,0.002144,0.001056,0.000416,0.920891
0.395788,0.017888,0.191878,0.005152,0.047074,0.109251,0.061058,0.063714,0.237223,0.001920,0.001024,0.000480,0.904347
0.396108,0.017760,0.191654,0.004832,0.047105,0.105956,0.047969,0.063202,0.221671,0.002144,0.001184,0.000704,0.889210
0.397484,0.018016,0.211015,0.005152,0.047105,0.111684,0.061185,0.059586,0.236039,0.002304,0.001120,0.000704,0.925179
0.403020,0.018176,0.194373,0.005056,0.048450,0.157381,0.050273,0.059202,0.270632,0.003008,0.003104,0.000608,0.958940
0.395788,0.018080,0.192550,0.004992,0.047938,0.112419,0.050754,0.060449,0.227430,0.002112,0.001184,0.000449,0.896411
0.396331,0.017537,0.192102,0.005280,0.047809,0.116068,0.050465,0.062882,0.233063,0.002080,0.001216,0.000480,0.903194
0.395372,0.017761,0.191973,0.005152,0.049858,0.108003,0.062146,0.059618,0.233223,0.002720,0.001120,0.000352,0.903387
0.396972,0.017792,0.192550,0.005120,0.048897,0.107204,0.060001,0.060354,0.230887,0.001952,0.001440,0.000416,0.902554
0.396843,0.017921,0.191846,0.005312,0.048609,0.109187,0.061634,0.060322,0.234727,0.002016,0.001088,0.000384,0.905050
0.397036,0.017569,0.212454,0.004960,0.048322,0.109379,0.062594,0.061794,0.237543,0.001952,0.001184,0.000576,0.928892
0.398092,0.017536,0.192486,0.004832,0.047969,0.106340,0.046785,0.058018,0.214759,0.001952,0.001216,0.000416,0.885274
0.397324,0.017632,0.192326,0.004800,0.047458,0.102499,0.045185,0.057666,0.208870,0.001984,0.001216,0.000416,0.878394
0.397451,0.017953,0.192294,0.004864,0.047137,0.107683,0.047809,0.059522,0.218247,0.002048,0.001184,0.000416,0.887866
0.397420,0.017825,0.192101,0.004897,0.047169,0.117667,0.047649,0.060162,0.229191,0.001952,0.001152,0.000576,0.898651
0.397003,0.017985,0.191590,0.004864,0.046945,0.106627,0.048674,0.060738,0.219239,0.002112,0.001280,0.000384,0.887450
0.396684,0.017760,0.192038,0.005056,0.047330,0.111171,0.059714,0.063714,0.238119,0.002176,0.001312,0.000448,0.908539
0.396908,0.017824,0.211334,0.005153,0.047233,0.108067,0.048770,0.059585,0.219782,0.002241,0.001216,0.000416,0.908283
0.397739,0.017665,0.192198,0.004800,0.047073,0.110531,0.048577,0.060418,0.222663,0.002400,0.001280,0.000416,0.892186
0.396555,0.017793,0.192230,0.005152,0.047169,0.109155,0.048162,0.060034,0.220647,0.001984,0.001152,0.000416,0.888858
0.398476,0.017984,0.191430,0.005280,0.047586,0.108579,0.045697,0.057986,0.215846,0.002208,0.001248,0.000416,0.887578
0.411564,0.017825,0.192102,0.004832,0.047361,0.109795,0.047682,0.059394,0.220455,0.002016,0.001152,0.000384,0.903739
0.396491,0.018016,0.192166,0.004832,0.047713,0.116164,0.049345,0.061858,0.230823,0.002208,0.001120,0.000672,0.900954
0.397772,0.017569,0.192357,0.004769,0.047297,0.107363,0.047522,0.060257,0.218726,0.002081,0.001280,0.000416,0.888379
0.396171,0.017953,0.191718,0.004896,0.067202,0.109539,0.049154,0.062369,0.224486,0.002016,0.001152,0.000320,0.912187
0.398219,0.017792,0.191270,0.005056,0.047361,0.107075,0.060449,0.070498,0.241319,0.001953,0.001088,0.000384,0.910299
0.397899,0.017856,0.191846,0.005056,0.047137,0.112260,0.060769,0.063394,0.239815,0.002080,0.001409,0.000384,0.910715
0.397003,0.017569,0.192326,0.005056,0.047297,0.101699,0.048002,0.061793,0.215111,0.002272,0.001344,0.000416,0.884698
0.411052,0.017760,0.192838,0.004800,0.047170,0.139620,0.062562,0.063074,0.268392,0.002112,0.001184,0.000320,0.952700
0.396075,0.017632,0.192774,0.004864,0.047297,0.108612,0.048897,0.062978,0.223975,0.002176,0.001184,0.000384,0.892762
0.396172,0.017601,0.192357,0.005056,0.047297,0.110659,0.050978,0.061698,0.226599,0.002112,0.001664,0.000384,0.896315
0.396780,0.017824,0.210054,0.005089,0.047265,0.112195,0.060482,0.062978,0.239271,0.002208,0.001408,0.000416,0.926747
0.398988,0.017665,0.192325,0.004801,0.048129,0.107971,0.048546,0.063234,0.222951,0.001952,0.001216,0.000416,0.894843
0.397003,0.017632,0.192102,0.005024,0.048449,0.109220,0.048897,0.064002,0.225255,0.002336,0.001344,0.000384,0.895386
0.396972,0.017600,0.192166,0.005088,0.048258,0.109155,0.061954,0.065762,0.239911,0.001952,0.001120,0.000384,0.910107
0.398060,0.017729,0.193573,0.004833,0.048353,0.109539,0.060354,0.063458,0.236839,0.002176,0.001376,0.000384,0.909787
0.397740,0.017824,0.192230,0.004992,0.047330,0.112771,0.049410,0.063137,0.229222,0.002688,0.001376,0.000384,0.901339
0.396364,0.017920,0.192198,0.004960,0.047393,0.109316,0.048545,0.062114,0.223303,0.002016,0.001248,0.000448,0.892090
0.396140,0.017633,0.208870,0.004928,0.047297,0.111140,0.049217,0.061666,0.225319,0.002016,0.001152,0.000352,0.910683
0.397708,0.017856,0.191974,0.004768,0.047074,0.109507,0.047937,0.061698,0.222438,0.002016,0.001184,0.000416,0.891418
0.397548,0.017601,0.191909,0.005313,0.047041,0.116131,0.048674,0.065026,0.233191,0.002400,0.001120,0.000448,0.903355
0.396300,0.017696,0.192261,0.004864,0.047202,0.106947,0.061122,0.065154,0.236839,0.002080,0.001216,0.000448,0.904699
0.396107,0.017761,0.191718,0.004832,0.047073,0.128100,0.057954,0.068610,0.257928,0.002528,0.001280,0.000352,0.925979
0.399692,0.017600,0.191622,0.004832,0.047234,0.107651,0.061154,0.062241,0.234567,0.002144,0.001344,0.000320,0.905499
0.398988,0.017728,0.191558,0.004800,0.047202,0.109635,0.060866,0.061953,0.235943,0.002080,0.001120,0.000320,0.906427
0.396779,0.017569,0.211782,0.005152,0.047266,0.110211,0.048962,0.061313,0.224038,0.002112,0.001089,0.000384,0.912443
0.396139,0.018017,0.191782,0.005248,0.047265,0.112260,0.062145,0.061762,0.239943,0.002176,0.001248,0.000384,0.908986
0.400332,0.018049,0.193574,0.004992,0.048449,0.165253,0.052834,0.063522,0.285897,0.003680,0.003104,0.000608,0.969245
0.396459,0.017601,0.192390,0.005088,0.048257,0.110435,0.049089,0.084483,0.247976,0.002560,0.001600,0.000320,0.918971
0.396716,0.017952,0.191558,0.005088,0.047585,0.116260,0.050625,0.062242,0.232519,0.002304,0.001536,0.000672,0.902554
0.398187,0.017729,0.191558,0.005248,0.048097,0.108899,0.062401,0.060258,0.234983,0.002432,0.001728,0.000608,0.907130
0.396876,0.017856,0.192070,0.005088,0.048609,0.109156,0.049153,0.061122,0.222599,0.001920,0.001184,0.000352,0.892762
0.412813,0.017984,0.191942,0.005312,0.048673,0.109604,0.049121,0.061954,0.224199,0.002080,0.001248,0.000832,0.911387
0.396748,0.017441,0.192197,0.005025,0.048417,0.112195,0.048738,0.061250,0.225479,0.002176,0.001216,0.000416,0.895323
0.396556,0.017920,0.191462,0.005344,0.048161,0.106980,0.048097,0.061186,0.219399,0.001920,0.001184,0.000416,0.888538
0.396684,0.017761,0.191717,0.004832,0.047810,0.108899,0.048002,0.092002,0.252391,0.002112,0.001312,0.000480,0.921243
0.395979,0.017601,0.192230,0.004832,0.047777,0.113764,0.048833,0.061410,0.227399,0.002400,0.001280,0.000416,0.896826
0.397227,0.017729,0.191494,0.005216,0.047777,0.111748,0.047873,0.061410,0.224551,0.002048,0.001152,0.000416,0.894042
0.396972,0.017760,0.191845,0.004800,0.047074,0.107235,0.049089,0.061282,0.221190,0.002176,0.001248,0.000416,0.890234
0.419660,0.017665,0.192390,0.004832,0.047777,0.121476,0.051265,0.062946,0.239111,0.002240,0.001312,0.000416,0.933915
0.400428,0.018337,0.194054,0.004864,0.047937,0.118468,0.065058,0.060577,0.247784,0.002368,0.001568,0.000640,0.927964
0.396332,0.017729,0.192613,0.004864,0.048322,0.110531,0.049954,0.062082,0.226247,0.002112,0.001248,0.000384,0.896411
0.396748,0.017536,0.192326,0.005248,0.049601,0.126532,0.066850,0.062082,0.258888,0.005120,0.001024,0.000448,0.933307
0.397580,0.017601,0.191877,0.004800,0.048833,0.108483,0.049634,0.062402,0.223783,0.002592,0.001120,0.000416,0.894715
0.397387,0.017568,0.192550,0.004832,0.048193,0.105699,0.049953,0.062850,0.221671,0.002048,0.001152,0.000416,0.892762
0.397260,0.017760,0.192774,0.005120,0.048098,0.120579,0.048578,0.064034,0.236615,0.002240,0.001184,0.000416,0.909563
0.413356,0.017601,0.192261,0.004833,0.047905,0.107811,0.063234,0.061858,0.236103,0.002592,0.001120,0.000384,0.922555
0.395980,0.017824,0.193382,0.005056,0.047618,0.110115,0.049282,0.062593,0.225094,0.002241,0.001184,0.000352,0.895291
0.397675,0.017888,0.191942,0.004864,0.047617,0.108516,0.045537,0.058402,0.215975,0.002304,0.001280,0.000416,0.886714
0.397323,0.017857,0.192518,0.005056,0.047361,0.130436,0.056194,0.065954,0.256264,0.002368,0.001216,0.000448,0.927419
0.398412,0.017729,0.192325,0.005057,0.047457,0.110051,0.048930,0.062146,0.224615,0.002464,0.001344,0.000416,0.896219
0.396492,0.017824,0.192294,0.005056,0.047330,0.112003,0.048961,0.061474,0.225862,0.002112,0.001184,0.000384,0.895066
0.397068,0.017921,0.192325,0.004961,0.047745,0.117316,0.058689,0.062306,0.241799,0.002240,0.001312,0.000416,0.912507
0.414572,0.017889,0.192101,0.004800,0.047266,0.115811,0.048418,0.061826,0.229703,0.002176,0.001152,0.000416,0.916827
0.397708,0.017920,0.191910,0.004896,0.047074,0.111555,0.046273,0.059490,0.220774,0.005184,0.001344,0.000448,0.893562
0.397771,0.017664,0.191974,0.005344,0.047169,0.119844,0.048833,0.061506,0.233831,0.002368,0.001184,0.000416,0.905626
0.397996,0.017856,0.192422,0.004896,0.062882,0.112291,0.058882,0.062306,0.236743,0.002368,0.001280,0.000416,0.923547
0.397196,0.017472,0.192038,0.004800,0.047810,0.107523,0.049217,0.061282,0.221094,0.002208,0.001216,0.000448,0.890330
0.396556,0.017824,0.191750,0.005056,0.047458,0.107139,0.050305,0.060546,0.221382,0.002080,0.001088,0.000352,0.889754
0.395723,0.017601,0.192294,0.004832,0.047329,0.108771,0.060002,0.062050,0.234311,0.002144,0.001184,0.000384,0.902330
0.409900,0.017600,0.191718,0.004896,0.047521,0.111140,0.062497,0.062209,0.238983,0.002048,0.000960,0.000385,0.920252
0.396684,0.017313,0.192773,0.004833,0.047201,0.108611,0.046786,0.060866,0.219719,0.002080,0.001088,0.000352,0.888283
0.396555,0.017697,0.191718,0.004992,0.047169,0.110787,0.048225,0.059746,0.222247,0.002176,0.001216,0.000320,0.890490
0.396748,0.017632,0.191878,0.004800,0.046978,0.133892,0.061761,0.061122,0.260263,0.002336,0.001280,0.000384,0.928891
0.396684,0.018049,0.192005,0.005345,0.047265,0.113283,0.048226,0.062530,0.227015,0.002144,0.001216,0.000576,0.896795
0.395563,0.017888,0.192614,0.005024,0.047233,0.114308,0.060514,0.061633,0.239911,0.002145,0.001312,0.000416,0.910075
0.396043,0.017857,0.191846,0.004800,0.047777,0.109924,0.048545,0.062370,0.224007,0.002208,0.001184,0.000608,0.892442
0.411596,0.017857,0.191621,0.004832,0.047074,0.110915,0.048354,0.061793,0.224550,0.002112,0.001472,0.000608,0.908571
0.396107,0.017985,0.192166,0.004832,0.047201,0.112163,0.059874,0.065890,0.241031,0.002016,0.001088,0.000384,0.909050
0.396492,0.017985,0.193157,0.004833,0.047297,0.109411,0.048386,0.061666,0.222919,0.002240,0.001344,0.000384,0.893403
0.396523,0.017889,0.192198,0.004768,0.047041,0.133668,0.061794,0.066850,0.267880,0.002944,0.001344,0.000384,0.938331
0.396652,0.017665,0.192229,0.004864,0.047298,0.103075,0.049761,0.059618,0.215974,0.002080,0.001184,0.000640,0.884570
0.396332,0.017441,0.191717,0.004833,0.046977,0.109891,0.048450,0.062050,0.223751,0.002208,0.001344,0.000384,0.891131
0.395980,0.017377,0.192069,0.004801,0.047169,0.106627,0.056962,0.061186,0.228167,0.002080,0.001184,0.000640,0.895899
0.413356,0.017889,0.191557,0.004801,0.047009,0.112259,0.048578,0.067170,0.231367,0.002144,0.001184,0.000416,0.916027
0.397420,0.017856,0.191334,0.004896,0.047074,0.115235,0.061506,0.061090,0.241223,0.002560,0.001344,0.000480,0.911963
0.396428,0.017633,0.192389,0.004896,0.047330,0.112067,0.055426,0.061154,0.232231,0.002016,0.001248,0.000672,0.901115
0.396620,0.017569,0.192453,0.005056,0.047393,0.140196,0.064098,0.064578,0.272520,0.002432,0.001280,0.000480,0.942172
0.395884,0.017601,0.192357,0.004864,0.047074,0.104931,0.047841,0.060866,0.217158,0.002240,0.001376,0.000448,0.885946
0.395403,0.017569,0.192358,0.004896,0.047073,0.113668,0.058913,0.060578,0.236967,0.002304,0.001248,0.000416,0.906330
0.396395,0.017760,0.191974,0.004864,0.047105,0.110148,0.049569,0.061794,0.224839,0.002272,0.001408,0.000448,0.893466
0.411436,0.017665,0.192678,0.004864,0.047265,0.107395,0.054370,0.061442,0.226375,0.002048,0.001184,0.000384,0.909979
0.395820,0.017952,0.191846,0.004928,0.047073,0.139749,0.061281,0.063586,0.268072,0.001984,0.001248,0.000448,0.935324
0.395404,0.017537,0.191909,0.004896,0.047202,0.106851,0.047778,0.061281,0.219302,0.001952,0.001120,0.000416,0.885883
0.395852,0.017953,0.191621,0.004768,0.047042,0.128036,0.056897,0.061410,0.249927,0.002176,0.001056,0.000384,0.916827
0.398444,0.017601,0.192421,0.005057,0.047553,0.112003,0.060194,0.061218,0.236743,0.001920,0.001120,0.000384,0.909307
0.396140,0.017856,0.192582,0.005024,0.047522,0.112291,0.059586,0.062146,0.237479,0.001920,0.001280,0.000352,0.906427
0.395755,0.017793,0.192390,0.005056,0.047137,0.106723,0.044258,0.059489,0.214215,0.002208,0.001152,0.000352,0.882778
0.415468,0.017729,0.192165,0.004832,0.047234,0.113219,0.048290,0.061570,0.226343,0.002240,0.001248,0.000448,0.914011
0.397771,0.017409,0.192166,0.005056,0.047233,0.108739,0.046082,0.059778,0.217895,0.002016,0.001120,0.000416,0.887930
0.398508,0.017600,0.192678,0.005120,0.047330,0.114499,0.048674,0.059489,0.226278,0.002144,0.001185,0.000448,0.898107
0.396012,0.017889,0.192101,0.005121,0.047169,0.131460,0.064130,0.063106,0.262504,0.002496,0.001280,0.000416,0.931324
0.397068,0.017793,0.191845,0.004928,0.047298,0.110979,0.048066,0.060609,0.223142,0.002113,0.001248,0.000448,0.892123
0.396620,0.017601,0.192037,0.005056,0.047170,0.100739,0.047905,0.059810,0.211686,0.002016,0.001120,0.000384,0.879866
0.395372,0.017696,0.191558,0.004800,0.047266,0.109155,0.045793,0.060546,0.218822,0.002080,0.001088,0.000608,0.885402
0.413132,0.017569,0.192710,0.004896,0.047105,0.106915,0.055042,0.063490,0.228903,0.002208,0.001408,0.000352,0.916379
0.396140,0.017824,0.191526,0.005344,0.047137,0.112132,0.062562,0.063042,0.240936,0.002432,0.001312,0.000352,0.908987
0.395628,0.017281,0.192325,0.004833,0.047233,0.104323,0.047170,0.058369,0.213414,0.001984,0.001120,0.000416,0.880506
0.396492,0.017857,0.191813,0.004897,0.047073,0.132132,0.049377,0.059842,0.244935,0.001984,0.001184,0.000384,0.913019
0.395980,0.017569,0.192645,0.004833,0.047105,0.108355,0.047778,0.059745,0.219462,0.002081,0.001216,0.000448,0.888059
0.396812,0.017920,0.192230,0.005408,0.047137,0.112547,0.047585,0.059746,0.223399,0.002048,0.001152,0.000448,0.892762
0.396907,0.017601,0.192998,0.004800,0.047297,0.107971,0.060866,0.059522,0.231975,0.002048,0.001152,0.000480,0.902810
0.414093,0.017824,0.192358,0.005120,0.047265,0.147524,0.056674,0.062369,0.270472,0.002145,0.001376,0.000480,0.957437
0.396331,0.017665,0.192774,0.005056,0.047169,0.108739,0.048130,0.060770,0.220871,0.002176,0.001248,0.000416,0.890042
0.396716,0.017856,0.191654,0.004864,0.047522,0.111747,0.049153,0.061410,0.225830,0.002112,0.001152,0.000896,0.895130
0.396268,0.017985,0.191525,0.004801,0.047233,0.131588,0.054498,0.065314,0.255336,0.002176,0.001248,0.000608,0.925020
0.397580,0.017728,0.191782,0.005024,0.047041,0.109027,0.062018,0.063585,0.237896,0.002368,0.001152,0.000384,0.907259
0.397515,0.017760,0.191494,0.004864,0.047137,0.107363,0.062177,0.060866,0.234087,0.002176,0.001120,0.000544,0.903098
0.396971,0.017697,0.191686,0.005120,0.047137,0.111876,0.047105,0.059490,0.222247,0.002176,0.001216,0.000448,0.891482
0.411948,0.017761,0.192453,0.004833,0.047233,0.107107,0.062626,0.060514,0.233543,0.002272,0.001344,0.000672,0.918811
0.397260,0.017889,0.192037,0.005280,0.047105,0.112003,0.048162,0.060002,0.223719,0.002208,0.001376,0.000448,0.893467
0.396204,0.017600,0.192198,0.004864,0.046946,0.106243,0.048449,0.060098,0.218406,0.002080,0.001152,0.000416,0.886298
0.396300,0.017952,0.191974,0.004800,0.047298,0.132100,0.061410,0.063137,0.260839,0.002273,0.001344,0.000448,0.929820
0.395563,0.017665,0.192710,0.004832,0.046945,0.104931,0.047522,0.059938,0.215719,0.002016,0.001312,0.000448,0.883610
0.396459,0.018048,0.191686,0.005024,0.047073,0.108196,0.047873,0.060162,0.219527,0.001984,0.001152,0.000416,0.887642
0.398284,0.017728,0.192198,0.004896,0.047266,0.101731,0.047617,0.060258,0.213126,0.002176,0.001248,0.000448,0.884762
0.412909,0.017728,0.191974,0.005152,0.047201,0.108835,0.058273,0.060738,0.231399,0.002048,0.001120,0.000416,0.915995
0.396236,0.017793,0.192165,0.004833,0.047073,0.106019,0.058818,0.060066,0.228551,0.001920,0.001184,0.000416,0.896411
0.397707,0.017825,0.193318,0.004832,0.047201,0.112356,0.049537,0.060994,0.226247,0.002176,0.001184,0.000384,0.897050
0.398508,0.017376,0.191942,0.004800,0.047201,0.131331,0.050626,0.061186,0.248392,0.002080,0.001184,0.000416,0.917979
0.396972,0.017697,0.191877,0.004833,0.046977,0.109315,0.048834,0.061313,0.223111,0.001984,0.001248,0.000544,0.891227
0.396811,0.017697,0.191525,0.004832,0.047137,0.101699,0.057602,0.059394,0.221927,0.002080,0.001056,0.000416,0.889754
0.397580,0.017600,0.192070,0.004800,0.046977,0.110468,0.047937,0.060258,0.221991,0.002144,0.001184,0.000448,0.890746
0.413260,0.017793,0.192230,0.005024,0.047073,0.106563,0.059522,0.064066,0.233351,0.002048,0.001056,0.000416,0.918491
0.399275,0.017729,0.191782,0.004896,0.047073,0.106819,0.048034,0.060290,0.218727,0.002112,0.001184,0.000448,0.889594
