Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-7],OUT[7],TEE[4-7],Layer[8],Layer[9],Layer[10],classifier
0.397451,0.021184,0.191910,0.005056,0.107203,0.106659,0.067010,0.285672,0.005345,0.001152,0.000416,0.913851
0.396332,0.017761,0.191557,0.005376,0.107044,0.114435,0.065538,0.290665,0.002848,0.001056,0.000352,0.911419
0.396556,0.017792,0.204998,0.005248,0.119172,0.101251,0.068322,0.293449,0.005312,0.001120,0.000448,0.930651
0.396332,0.017792,0.191590,0.005056,0.108899,0.113732,0.065538,0.291177,0.002880,0.001056,0.000352,0.911867
0.396523,0.017921,0.191526,0.005120,0.096419,0.112931,0.066722,0.280488,0.005152,0.000960,0.000384,0.903386
0.396620,0.017856,0.192166,0.005088,0.103971,0.102147,0.069474,0.279880,0.002849,0.001312,0.000320,0.901147
0.413100,0.017857,0.192005,0.005248,0.118308,0.095011,0.064322,0.280841,0.003040,0.001152,0.000416,0.920251
0.397132,0.017953,0.191557,0.005280,0.115748,0.102147,0.062722,0.283817,0.002752,0.001280,0.000704,0.907259
0.395724,0.017665,0.191653,0.005216,0.097923,0.097027,0.059490,0.257896,0.002592,0.001024,0.000448,0.877626
0.395564,0.017536,0.191430,0.004800,0.122596,0.128068,0.065762,0.322058,0.004896,0.000960,0.000384,0.943996
0.395819,0.017889,0.191429,0.004864,0.096963,0.097602,0.063970,0.261575,0.002208,0.000801,0.000384,0.880026
0.395532,0.017697,0.191717,0.005057,0.134404,0.107555,0.060706,0.307145,0.003904,0.001024,0.000320,0.927580
0.397963,0.017889,0.191174,0.004800,0.098275,0.095427,0.059297,0.258375,0.002145,0.000960,0.000384,0.880410
0.415116,0.017889,0.191717,0.005089,0.111043,0.101379,0.066626,0.284104,0.002368,0.001024,0.000416,0.923739
0.395276,0.017568,0.191622,0.005024,0.107299,0.105220,0.065634,0.282761,0.005216,0.001120,0.000320,0.904027
0.395052,0.017793,0.192197,0.005249,0.098498,0.096322,0.071619,0.271560,0.003168,0.000992,0.000352,0.892891
0.395852,0.017632,0.191846,0.005408,0.144261,0.119299,0.063874,0.330634,0.002656,0.001184,0.000416,0.953468
0.396556,0.017856,0.191846,0.005280,0.116292,0.104195,0.067106,0.291081,0.002656,0.001248,0.000640,0.914235
0.395499,0.017633,0.191846,0.005280,0.106467,0.103587,0.069698,0.282632,0.003296,0.001024,0.000384,0.903034
0.395500,0.017792,0.191558,0.004960,0.096195,0.113923,0.060962,0.274504,0.005216,0.001056,0.000448,0.896986
0.409644,0.017761,0.192197,0.005121,0.098402,0.111747,0.062498,0.275880,0.005184,0.001088,0.000448,0.913019
0.395755,0.017537,0.191750,0.005088,0.100643,0.112867,0.059778,0.278856,0.005280,0.001088,0.000384,0.902458
0.396620,0.017600,0.191686,0.004896,0.138852,0.095235,0.059586,0.297481,0.002880,0.000992,0.000416,0.919419
0.395723,0.017633,0.191846,0.004832,0.110595,0.111523,0.073827,0.299049,0.005280,0.000896,0.000352,0.920923
0.395308,0.017793,0.191877,0.004800,0.116132,0.095523,0.066754,0.281641,0.005152,0.001056,0.000288,0.903259
0.396812,0.017792,0.192325,0.005120,0.115716,0.106499,0.068162,0.293481,0.002944,0.001120,0.000352,0.916763
0.400523,0.017792,0.192134,0.005280,0.123908,0.101379,0.070978,0.299625,0.002880,0.001184,0.000416,0.928155
0.418188,0.017793,0.193413,0.005281,0.111427,0.100195,0.065090,0.281928,0.002848,0.001312,0.000480,0.928987
0.396236,0.017761,0.192005,0.005121,0.108579,0.102403,0.068002,0.284712,0.003072,0.001152,0.000480,0.907899
0.395820,0.017664,0.191686,0.004928,0.105347,0.098147,0.063522,0.270504,0.003296,0.001120,0.000352,0.890554
0.395051,0.017952,0.191398,0.005312,0.114083,0.116804,0.064066,0.298281,0.005248,0.001152,0.000384,0.921019
0.395883,0.017793,0.192006,0.005440,0.117731,0.096643,0.061858,0.279176,0.002848,0.001344,0.000448,0.901530
0.395851,0.017665,0.191461,0.005409,0.115619,0.095875,0.061506,0.276232,0.002688,0.001216,0.000416,0.897018
0.395403,0.017825,0.191526,0.005280,0.120035,0.095907,0.062338,0.281544,0.002784,0.001376,0.000352,0.902682
0.408268,0.017665,0.192005,0.005024,0.119364,0.109315,0.069602,0.301449,0.002752,0.001281,0.000384,0.935484
0.396108,0.018176,0.192038,0.005120,0.118852,0.107555,0.071042,0.300841,0.002624,0.001312,0.000416,0.924219
0.396460,0.017856,0.191718,0.005184,0.118116,0.097314,0.072162,0.291529,0.002784,0.001280,0.000640,0.915163
0.396844,0.017633,0.210918,0.005312,0.121988,0.105379,0.067778,0.299689,0.003168,0.001280,0.000480,0.944316
0.395820,0.017856,0.192678,0.005056,0.111555,0.101283,0.064034,0.280136,0.003265,0.001184,0.000640,0.902939
0.396172,0.017729,0.192037,0.005281,0.116835,0.099139,0.069506,0.289608,0.002688,0.001120,0.000384,0.911003
0.395500,0.018272,0.191910,0.005344,0.116228,0.098370,0.062754,0.280360,0.002688,0.001120,0.000352,0.901563
0.395467,0.017856,0.191718,0.005280,0.112419,0.105699,0.067266,0.290472,0.002496,0.001024,0.000384,0.911259
0.395084,0.017729,0.191845,0.005056,0.122052,0.097155,0.062562,0.285929,0.002496,0.001184,0.000416,0.907227
0.396460,0.017888,0.191974,0.005280,0.114691,0.097891,0.066082,0.281896,0.002912,0.001184,0.000384,0.904411
0.396203,0.017537,0.226151,0.005280,0.117955,0.100035,0.065954,0.288648,0.002432,0.001280,0.000416,0.944315
0.396076,0.017761,0.192037,0.005281,0.124963,0.097283,0.064770,0.291432,0.002592,0.001184,0.000640,0.914427
0.396620,0.017760,0.192198,0.005312,0.114564,0.097699,0.069122,0.284649,0.002592,0.001376,0.000448,0.907195
0.397004,0.017664,0.192358,0.005088,0.109955,0.098690,0.084866,0.298281,0.002880,0.001248,0.000704,0.922107
0.395787,0.017824,0.192006,0.005312,0.109219,0.099683,0.064194,0.276488,0.002368,0.001184,0.000352,0.897274
0.395819,0.017889,0.191942,0.005184,0.110755,0.098403,0.064322,0.276872,0.003200,0.001184,0.000320,0.898778
0.395723,0.018209,0.191558,0.005312,0.108899,0.097987,0.063298,0.275048,0.002496,0.001248,0.000416,0.895802
0.412428,0.017697,0.192133,0.005313,0.117859,0.100931,0.069730,0.293544,0.002336,0.001184,0.000416,0.932507
0.397004,0.018401,0.193925,0.005249,0.113891,0.102851,0.072930,0.294184,0.002784,0.001249,0.000416,0.921052
0.395916,0.017665,0.192229,0.005249,0.118051,0.101603,0.064738,0.288040,0.002400,0.001152,0.000352,0.908795
0.396044,0.017665,0.192869,0.005345,0.116163,0.136836,0.084323,0.341578,0.002528,0.001184,0.000416,0.963837
0.396940,0.017856,0.192230,0.005280,0.120004,0.097539,0.068450,0.289353,0.002368,0.001120,0.000384,0.912827
0.400299,0.017729,0.192134,0.005280,0.113987,0.102051,0.067330,0.286632,0.002560,0.001280,0.000608,0.912795
0.395948,0.017729,0.191973,0.005313,0.118147,0.097635,0.064066,0.283304,0.002624,0.001280,0.000704,0.905851
0.413228,0.017761,0.191973,0.005248,0.120004,0.109347,0.068930,0.302057,0.002688,0.001312,0.000449,0.941628
0.395724,0.017697,0.191685,0.005249,0.118371,0.098499,0.066146,0.288168,0.002720,0.001312,0.000480,0.911035
0.397452,0.017728,0.191174,0.005312,0.113220,0.098242,0.065665,0.280616,0.002656,0.001248,0.000704,0.903675
0.395211,0.017857,0.208486,0.005440,0.116164,0.098691,0.076226,0.295977,0.002784,0.001248,0.000480,0.934363
0.395723,0.017632,0.191718,0.005280,0.114435,0.097859,0.068002,0.283592,0.003008,0.001184,0.000480,0.905114
0.395564,0.017856,0.191750,0.005344,0.117892,0.102019,0.069762,0.293577,0.003136,0.001120,0.000416,0.916571
0.395788,0.017984,0.191718,0.005312,0.113252,0.095778,0.065377,0.279849,0.002816,0.001056,0.000640,0.902651
0.397004,0.017761,0.191781,0.005056,0.104644,0.101059,0.072098,0.281353,0.002560,0.001216,0.000640,0.904251
0.396811,0.017857,0.191622,0.005408,0.116611,0.103843,0.067842,0.291688,0.002625,0.001280,0.000608,0.914523
0.397196,0.017633,0.191653,0.005312,0.112932,0.098691,0.064770,0.280137,0.003360,0.001152,0.000608,0.903419
0.395852,0.021185,0.208102,0.005440,0.115204,0.099427,0.064898,0.282697,0.003136,0.001248,0.000640,0.924604
0.395628,0.017825,0.191749,0.005088,0.116676,0.098051,0.065442,0.283465,0.002592,0.001440,0.000640,0.904731
0.396492,0.017857,0.191429,0.005249,0.115395,0.102595,0.072226,0.293448,0.002688,0.001280,0.000672,0.915195
0.395308,0.017920,0.191878,0.005280,0.110723,0.106436,0.071778,0.294441,0.002368,0.001216,0.000352,0.915675
0.400748,0.017953,0.197830,0.005056,0.125124,0.106755,0.075266,0.310953,0.002944,0.001280,0.000672,0.945212
0.396716,0.017825,0.192805,0.005121,0.125891,0.106020,0.071650,0.307497,0.002656,0.001184,0.000416,0.931516
0.396044,0.017856,0.192326,0.005440,0.116676,0.110947,0.073058,0.304745,0.002848,0.001184,0.000416,0.926811
0.416140,0.017921,0.192037,0.005121,0.124003,0.100995,0.066114,0.294728,0.002816,0.001280,0.000704,0.938843
0.396492,0.017856,0.192326,0.005280,0.130884,0.105667,0.064194,0.304297,0.002752,0.001312,0.000416,0.927355
0.396044,0.017761,0.192069,0.005056,0.114596,0.100803,0.065986,0.284841,0.002656,0.001216,0.000640,0.907835
0.395596,0.018080,0.211174,0.005153,0.116131,0.107075,0.065986,0.292808,0.003392,0.001248,0.000480,0.935132
0.396364,0.017857,0.192069,0.005025,0.113763,0.099619,0.064834,0.283368,0.003104,0.001184,0.000416,0.905819
0.396268,0.017696,0.191942,0.004864,0.117572,0.107811,0.067714,0.296553,0.002976,0.001216,0.000448,0.918011
0.396492,0.017568,0.191878,0.005312,0.114244,0.101219,0.070722,0.289385,0.003648,0.001216,0.000352,0.912731
0.395884,0.017952,0.191878,0.005280,0.111107,0.099011,0.068674,0.282088,0.003136,0.001249,0.000608,0.904667
0.395723,0.017825,0.192198,0.005088,0.118723,0.102467,0.068130,0.293449,0.003072,0.001216,0.000576,0.916795
0.396396,0.017761,0.191749,0.005217,0.115363,0.099779,0.064738,0.284616,0.003104,0.001152,0.000384,0.906875
0.397484,0.040769,0.193638,0.005408,0.121859,0.106371,0.076866,0.308521,0.002496,0.001280,0.000416,0.957276
0.396683,0.017889,0.192390,0.005056,0.114595,0.104323,0.068226,0.290824,0.002720,0.001376,0.000480,0.914011
0.395692,0.017696,0.191622,0.005056,0.111811,0.098467,0.069282,0.284968,0.002817,0.001344,0.000448,0.907835
0.395884,0.017857,0.192325,0.005281,0.112579,0.107043,0.090723,0.314665,0.005216,0.001280,0.000480,0.940668
0.395564,0.018305,0.192005,0.005281,0.116355,0.100035,0.065282,0.286728,0.002752,0.001216,0.000480,0.908411
0.396460,0.017568,0.191430,0.005024,0.111971,0.099555,0.068354,0.283272,0.002913,0.001216,0.000704,0.904763
0.395499,0.017825,0.192134,0.005056,0.096099,0.097378,0.063010,0.259559,0.004224,0.001185,0.000384,0.882074
0.412429,0.018080,0.192294,0.005216,0.114788,0.103171,0.069314,0.292585,0.002464,0.001152,0.000384,0.930876
0.397164,0.017665,0.191749,0.005057,0.114339,0.097251,0.064930,0.280456,0.002624,0.001120,0.000640,0.903163
0.400012,0.018465,0.196133,0.005185,0.167973,0.110115,0.076098,0.358218,0.004608,0.002912,0.000449,0.997854
0.397164,0.018112,0.213671,0.005472,0.126820,0.108227,0.072930,0.313161,0.003488,0.001760,0.000480,0.961756
0.396748,0.017921,0.192357,0.005184,0.119364,0.100899,0.070178,0.294281,0.003008,0.001344,0.000384,0.917371
0.395916,0.017856,0.192966,0.005248,0.117860,0.102915,0.068674,0.294665,0.002912,0.001152,0.000704,0.919579
0.396172,0.017729,0.191973,0.005056,0.115332,0.100771,0.071490,0.290953,0.003168,0.001216,0.000352,0.912827
0.395499,0.017761,0.192294,0.005024,0.111331,0.098531,0.063234,0.276456,0.002720,0.001280,0.000448,0.898650
0.396331,0.017601,0.191942,0.004896,0.112451,0.098979,0.068290,0.283080,0.002816,0.001312,0.000512,0.904570
0.396812,0.017824,0.191590,0.004992,0.116036,0.108067,0.073794,0.301705,0.002912,0.001248,0.000480,0.925467
0.412556,0.017825,0.191878,0.005312,0.116547,0.107267,0.070786,0.298249,0.002784,0.001312,0.000640,0.937212
0.395916,0.017825,0.191653,0.005345,0.113987,0.099331,0.068162,0.284904,0.003424,0.001376,0.000640,0.908123
0.395915,0.017793,0.191526,0.005216,0.112771,0.099939,0.065538,0.281608,0.003296,0.001280,0.000608,0.903066
0.400620,0.017728,0.192038,0.005312,0.123044,0.123972,0.079074,0.330314,0.002688,0.001248,0.000672,0.958044
0.397067,0.017729,0.192070,0.005184,0.116739,0.106659,0.070626,0.298057,0.002688,0.001568,0.000512,0.922875
0.396043,0.017793,0.191846,0.005088,0.112835,0.102787,0.065954,0.285096,0.003168,0.001248,0.000448,0.907034
0.400492,0.017761,0.191397,0.005120,0.118308,0.101027,0.068002,0.291209,0.003232,0.001344,0.000704,0.917883
0.412684,0.017697,0.192485,0.005152,0.120644,0.118756,0.072514,0.315434,0.002944,0.001184,0.000640,0.954268
0.396460,0.017760,0.192166,0.005248,0.118948,0.103555,0.076482,0.302377,0.005504,0.001280,0.000672,0.927323
0.398444,0.017633,0.191685,0.005376,0.123460,0.100579,0.069666,0.297161,0.003296,0.001344,0.000672,0.921659
0.397644,0.018209,0.209446,0.005568,0.118468,0.108483,0.070082,0.302089,0.003200,0.001120,0.000320,0.944540
0.396235,0.017665,0.191878,0.005280,0.118083,0.117604,0.070306,0.309641,0.005376,0.001280,0.000480,0.934171
0.396492,0.017729,0.192037,0.005088,0.129668,0.101699,0.067682,0.302857,0.005537,0.001920,0.000512,0.929212
0.397932,0.018433,0.192358,0.005280,0.133668,0.117283,0.094915,0.349898,0.004288,0.002528,0.000608,0.980957
0.397036,0.017824,0.191590,0.005280,0.117796,0.107811,0.070466,0.301417,0.003584,0.001280,0.000608,0.926683
0.397196,0.017824,0.192070,0.005376,0.116900,0.098306,0.062882,0.281704,0.005313,0.001184,0.000416,0.907579
0.395692,0.017537,0.192165,0.005089,0.118371,0.102787,0.068322,0.292872,0.003104,0.001312,0.000512,0.913947
0.413548,0.017857,0.191717,0.005248,0.113891,0.107267,0.067810,0.292265,0.003072,0.001056,0.000352,0.930971
0.396236,0.017825,0.191621,0.005120,0.115652,0.103939,0.067810,0.290665,0.003168,0.001056,0.000416,0.911675
0.400427,0.017632,0.191462,0.005248,0.111715,0.097859,0.063010,0.277192,0.005216,0.001216,0.000576,0.905338
0.395020,0.017696,0.191846,0.005024,0.117987,0.131780,0.067298,0.320137,0.005185,0.001280,0.000416,0.942588
0.400012,0.017632,0.191782,0.005248,0.116164,0.094690,0.060577,0.275688,0.005153,0.001088,0.000448,0.904667
0.397356,0.018145,0.192741,0.005057,0.121827,0.118852,0.067458,0.311529,0.002816,0.001120,0.000448,0.936892
0.396075,0.017633,0.191334,0.005024,0.121027,0.099267,0.067746,0.291688,0.003233,0.001184,0.000448,0.913435
0.413996,0.018017,0.192038,0.005152,0.117251,0.101219,0.069890,0.292008,0.002784,0.001280,0.000672,0.932764
0.396139,0.017601,0.192134,0.005216,0.144772,0.108099,0.068002,0.325610,0.005216,0.001216,0.000672,0.949628
0.396396,0.017696,0.191717,0.005024,0.112452,0.098339,0.063137,0.277609,0.002784,0.001184,0.000384,0.899099
0.395820,0.017696,0.207974,0.005152,0.113539,0.104291,0.067106,0.288840,0.002816,0.001121,0.000416,0.927004
0.401228,0.018273,0.191878,0.005344,0.109507,0.098627,0.064322,0.275400,0.003968,0.001088,0.000320,0.904091
0.396364,0.017793,0.191941,0.005024,0.116323,0.096355,0.062530,0.278280,0.002528,0.001376,0.000640,0.899867
0.395851,0.017889,0.191718,0.005280,0.115363,0.101251,0.067682,0.287208,0.005184,0.001216,0.000512,0.910683
0.396556,0.017729,0.191717,0.005280,0.115972,0.102563,0.062850,0.284521,0.003232,0.001344,0.000448,0.907003
0.395852,0.017984,0.192070,0.005280,0.122436,0.101731,0.069634,0.299145,0.002432,0.001248,0.000704,0.923387
0.395563,0.017697,0.191877,0.005089,0.117667,0.103459,0.065218,0.289800,0.002464,0.001184,0.000448,0.910394
0.396300,0.018080,0.215911,0.005344,0.117763,0.106020,0.065409,0.292616,0.002624,0.001408,0.000448,0.940092
0.395436,0.017664,0.191878,0.005088,0.109283,0.100259,0.062882,0.275560,0.002496,0.001152,0.000352,0.895930
0.395884,0.017600,0.191686,0.005280,0.113699,0.098307,0.063778,0.278792,0.002752,0.001248,0.000736,0.899962
0.395371,0.017601,0.191974,0.005280,0.118115,0.118756,0.068578,0.308489,0.002496,0.001312,0.000640,0.929435
0.395723,0.017665,0.192070,0.005024,0.114819,0.103843,0.067266,0.289480,0.002272,0.001216,0.000608,0.910043
0.395755,0.017793,0.191301,0.005313,0.111011,0.098947,0.066914,0.279880,0.005280,0.001216,0.000384,0.902906
0.396619,0.017888,0.191558,0.005248,0.116099,0.108804,0.068290,0.296585,0.004992,0.001184,0.000384,0.920923
0.433837,0.017729,0.191909,0.005024,0.115012,0.103459,0.068386,0.290313,0.003200,0.001248,0.000384,0.949884
0.396972,0.018112,0.192134,0.005024,0.120196,0.098723,0.063458,0.285737,0.002784,0.001376,0.000704,0.909947
0.397356,0.017761,0.191845,0.005056,0.117860,0.105475,0.068834,0.295817,0.002592,0.001248,0.000640,0.918587
0.395787,0.017793,0.192037,0.005345,0.111907,0.126500,0.107011,0.350314,0.002624,0.001184,0.000480,0.972733
0.396172,0.017760,0.191622,0.005216,0.107043,0.113892,0.065985,0.291529,0.003168,0.000960,0.000544,0.912955
0.395468,0.017537,0.191845,0.005120,0.108324,0.105251,0.064482,0.281865,0.002336,0.001088,0.000352,0.902107
0.397067,0.017664,0.191622,0.004896,0.099875,0.098403,0.060130,0.261640,0.005120,0.000896,0.000512,0.884410
0.408908,0.017633,0.191622,0.004864,0.101987,0.094243,0.070946,0.270472,0.003072,0.000960,0.000384,0.903355
0.395243,0.017569,0.191909,0.004865,0.109443,0.105443,0.065314,0.283656,0.002368,0.001056,0.000352,0.902522
0.395147,0.017665,0.191494,0.004800,0.107075,0.101827,0.065890,0.277640,0.002272,0.001120,0.000384,0.895322
0.395820,0.017376,0.192038,0.005056,0.100355,0.103619,0.064578,0.272104,0.005216,0.001024,0.000384,0.894426
0.401387,0.017888,0.193222,0.005088,0.121348,0.106531,0.070626,0.302249,0.002624,0.001248,0.000736,0.932027
0.401227,0.017920,0.192230,0.005344,0.117795,0.104004,0.068450,0.293321,0.002656,0.001312,0.000544,0.921083
0.396076,0.017824,0.191846,0.005280,0.114243,0.098307,0.063938,0.279944,0.003776,0.000960,0.000384,0.901915
0.421004,0.017857,0.192134,0.005280,0.124644,0.104099,0.069954,0.302185,0.003040,0.001280,0.000736,0.950300
0.396236,0.017600,0.192294,0.005376,0.109923,0.098723,0.061154,0.273832,0.005312,0.001216,0.000448,0.897882
0.396460,0.017888,0.191398,0.004896,0.103587,0.118660,0.067970,0.294089,0.005248,0.001024,0.000384,0.917179
0.395404,0.017600,0.191526,0.004832,0.115780,0.105923,0.089826,0.316906,0.005344,0.001184,0.000384,0.939836
0.400396,0.017825,0.191429,0.005345,0.113379,0.104963,0.064962,0.286792,0.002432,0.001184,0.000576,0.912059
0.395692,0.021216,0.191654,0.005312,0.111140,0.105315,0.066626,0.288009,0.003040,0.000832,0.000320,0.911323
0.396043,0.017633,0.192454,0.004832,0.116195,0.103939,0.065602,0.288968,0.002368,0.001248,0.000320,0.908731
0.413964,0.017761,0.191909,0.005248,0.124516,0.101827,0.069282,0.298889,0.002752,0.001216,0.000416,0.939547
0.401068,0.017664,0.191750,0.005216,0.103107,0.097187,0.063490,0.266952,0.002720,0.001344,0.000608,0.893850
0.396044,0.017792,0.193062,0.005056,0.116612,0.097827,0.062402,0.282377,0.002528,0.001120,0.000448,0.905019
0.395883,0.017537,0.191814,0.005184,0.099555,0.108515,0.083138,0.295848,0.002529,0.001088,0.000416,0.916187
0.395692,0.018144,0.191590,0.004832,0.103555,0.098275,0.063106,0.268968,0.005280,0.000992,0.000448,0.892410
0.395788,0.017760,0.191846,0.004832,0.103235,0.098723,0.065666,0.271496,0.005153,0.000928,0.000480,0.894875
0.406924,0.018240,0.198918,0.005088,0.170021,0.112579,0.075106,0.362634,0.004800,0.003040,0.000577,1.011614
0.413612,0.017696,0.193254,0.005312,0.121572,0.108547,0.070018,0.303945,0.003232,0.001568,0.000448,0.945116
0.399212,0.017761,0.192485,0.005280,0.114500,0.103267,0.065666,0.287721,0.003456,0.001152,0.000640,0.913563
0.396972,0.017697,0.192421,0.005345,0.112483,0.115299,0.063330,0.294728,0.003488,0.001280,0.000640,0.918204
0.402092,0.017633,0.192197,0.005088,0.141509,0.118115,0.070242,0.333482,0.002848,0.001376,0.000448,0.962588
0.398156,0.017728,0.191974,0.005280,0.112740,0.102115,0.067202,0.286153,0.002624,0.001312,0.000480,0.909851
0.395916,0.017633,0.191653,0.005088,0.115396,0.106723,0.066530,0.293129,0.002304,0.001120,0.000704,0.912859
0.396491,0.017537,0.192069,0.004896,0.135140,0.107875,0.063522,0.309865,0.005216,0.001120,0.000384,0.932635
0.395212,0.017568,0.191686,0.005280,0.112035,0.103780,0.065506,0.284617,0.003392,0.001184,0.000416,0.904795
0.396364,0.017569,0.192037,0.005024,0.100899,0.099971,0.066114,0.271336,0.002497,0.001088,0.000416,0.891451
0.397164,0.017665,0.191493,0.005248,0.101859,0.093219,0.062690,0.260616,0.003232,0.001056,0.000416,0.882010
0.394987,0.017569,0.192133,0.005089,0.136292,0.115939,0.069634,0.325545,0.005248,0.001024,0.000288,0.947324
0.397004,0.017632,0.192102,0.005280,0.120196,0.098403,0.062882,0.284681,0.003040,0.001312,0.000384,0.907803
0.396652,0.017856,0.191750,0.005248,0.102755,0.112964,0.064929,0.284872,0.002304,0.001152,0.000416,0.905307
0.401196,0.018017,0.191941,0.005280,0.117508,0.097251,0.081506,0.299753,0.002752,0.001184,0.000640,0.927387
0.415660,0.017793,0.191909,0.005057,0.116643,0.102403,0.063874,0.286408,0.003296,0.001312,0.000448,0.928603
0.395691,0.017825,0.192294,0.005280,0.116707,0.096771,0.061506,0.279496,0.002752,0.001120,0.000512,0.900410
0.396812,0.017696,0.191590,0.005280,0.109636,0.099715,0.063073,0.276873,0.003296,0.001120,0.000384,0.898555
0.395979,0.017761,0.207974,0.005280,0.117252,0.099811,0.067618,0.289097,0.003072,0.001120,0.000416,0.926363
0.396300,0.017729,0.191429,0.005249,0.108867,0.105763,0.067426,0.286344,0.005216,0.001088,0.000448,0.908667
0.395404,0.017632,0.191654,0.005280,0.110147,0.107812,0.061025,0.282216,0.002785,0.001120,0.000416,0.901563
0.400620,0.017792,0.192262,0.005280,0.119044,0.103171,0.069794,0.294953,0.002720,0.001248,0.000352,0.921627
0.425260,0.017569,0.191686,0.004896,0.147716,0.122500,0.066338,0.341098,0.002496,0.001088,0.000352,0.989469
0.399756,0.017953,0.191621,0.005088,0.114788,0.104547,0.068098,0.290313,0.005312,0.001280,0.000448,0.916923
0.401195,0.017664,0.192294,0.005312,0.124772,0.097443,0.065185,0.291113,0.003200,0.001184,0.000480,0.919643
0.397004,0.017728,0.210054,0.005472,0.115235,0.097891,0.067330,0.284232,0.002336,0.001376,0.000448,0.925308
0.395916,0.017665,0.192197,0.005089,0.110403,0.103971,0.062370,0.280200,0.004000,0.000928,0.000384,0.901883
0.395084,0.017696,0.191846,0.005408,0.096579,0.097475,0.060194,0.259976,0.003232,0.001056,0.000448,0.880218
0.395596,0.017856,0.192582,0.005280,0.125220,0.111907,0.064194,0.306633,0.003296,0.001056,0.000384,0.928987
0.395020,0.017664,0.191718,0.004928,0.099139,0.111556,0.068002,0.283113,0.003200,0.001120,0.000416,0.903227
0.396364,0.017825,0.191973,0.004801,0.113411,0.100835,0.067458,0.286376,0.002880,0.000832,0.000352,0.906715
0.395948,0.017760,0.191622,0.005344,0.096739,0.096099,0.059234,0.256456,0.003264,0.001056,0.000416,0.876954
0.395627,0.018017,0.191686,0.034593,0.105539,0.095491,0.063234,0.267560,0.002304,0.001024,0.000352,0.916635
0.395788,0.017761,0.191781,0.005056,0.131748,0.110788,0.064450,0.311338,0.003424,0.000928,0.000320,0.931132
0.403276,0.021089,0.192742,0.005184,0.127395,0.101411,0.071554,0.305097,0.002944,0.001248,0.000448,0.939036
0.396652,0.017665,0.192389,0.005089,0.112131,0.095907,0.065090,0.276744,0.002528,0.001312,0.000448,0.899835
0.396267,0.017889,0.192229,0.004865,0.110403,0.100771,0.061890,0.276168,0.002560,0.000992,0.000608,0.896890
0.400140,0.017761,0.192518,0.005088,0.119299,0.098723,0.063330,0.284680,0.002880,0.001312,0.000384,0.911579
0.395691,0.017569,0.191846,0.005152,0.105347,0.105283,0.060994,0.276008,0.003232,0.001120,0.000416,0.896346
0.396268,0.017984,0.204838,0.005184,0.100739,0.097987,0.062210,0.264552,0.003232,0.001056,0.000448,0.899290
0.396012,0.017793,0.191973,0.005120,0.106852,0.099139,0.062849,0.271944,0.002688,0.000992,0.000416,0.891771
0.396044,0.017473,0.191877,0.004928,0.109156,0.115331,0.061122,0.288649,0.002240,0.001056,0.000384,0.907995
0.395244,0.017824,0.191942,0.004960,0.108003,0.095427,0.072034,0.279208,0.002688,0.000992,0.000352,0.899738
0.410220,0.017856,0.191878,0.005024,0.118724,0.106819,0.067618,0.298793,0.002656,0.001248,0.000384,0.935483
0.396396,0.017537,0.191877,0.004929,0.106915,0.098755,0.067330,0.278664,0.003232,0.001120,0.000448,0.901019
0.398188,0.017665,0.191941,0.005248,0.110628,0.099139,0.061058,0.273929,0.002784,0.001344,0.000384,0.898459
0.397548,0.017664,0.191846,0.004864,0.122372,0.101443,0.068066,0.297129,0.002784,0.001152,0.000480,0.920731
0.398092,0.017728,0.191718,0.004896,0.107939,0.098051,0.065858,0.276872,0.002784,0.001088,0.000416,0.899354
0.396300,0.017857,0.191941,0.005025,0.115875,0.097699,0.066946,0.283432,0.002720,0.001216,0.000416,0.905051
0.396300,0.017825,0.191621,0.005056,0.114884,0.103811,0.068834,0.292297,0.002720,0.001344,0.000480,0.913275
0.417932,0.017665,0.191557,0.005057,0.114051,0.107171,0.067778,0.291880,0.002560,0.001216,0.000384,0.934651
0.395947,0.017728,0.191462,0.005280,0.109571,0.097731,0.068098,0.280424,0.003136,0.001184,0.000384,0.901498
0.395788,0.017568,0.191526,0.004864,0.090819,0.109027,0.067522,0.270728,0.002368,0.001088,0.000352,0.889530
0.399147,0.018145,0.193158,0.005312,0.145764,0.134116,0.066146,0.349610,0.002784,0.001408,0.000704,0.977532
0.395980,0.017504,0.191782,0.005088,0.100675,0.095203,0.061058,0.260968,0.002528,0.001056,0.000672,0.881306
0.399756,0.017824,0.192006,0.005248,0.121988,0.104579,0.063522,0.293641,0.002912,0.001184,0.000480,0.920027
0.396908,0.018017,0.192133,0.004896,0.109155,0.105763,0.065602,0.285800,0.002560,0.001248,0.000512,0.908731
0.395724,0.017729,0.191717,0.005057,0.105123,0.107971,0.066882,0.283304,0.002368,0.001056,0.000448,0.902683
0.396428,0.017504,0.191750,0.004832,0.099683,0.101795,0.064322,0.271176,0.003232,0.000992,0.000416,0.892794
0.395435,0.017697,0.191910,0.005280,0.115459,0.118148,0.065410,0.303721,0.005152,0.001152,0.000416,0.926043
0.396171,0.018113,0.206086,0.005024,0.122148,0.099971,0.065730,0.292361,0.003456,0.000832,0.000384,0.927963
0.401036,0.018049,0.191942,0.005088,0.126371,0.099139,0.063938,0.293320,0.003040,0.001249,0.000704,0.922172
