Layer[0],IN[1],INFER[1-5],OUT[5],TEE[1-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395243,0.158949,0.588242,0.062914,0.814169,0.015392,0.000576,0.001600,0.001120,0.000384,1.234788
0.395820,0.151845,0.604498,0.075682,0.836249,0.015521,0.000576,0.001504,0.001440,0.000352,1.257926
0.394892,0.154052,0.603442,0.062626,0.823736,0.014593,0.000640,0.001536,0.001056,0.000320,1.242693
0.395404,0.167845,0.589522,0.064642,0.825753,0.015328,0.000576,0.001568,0.001184,0.000384,1.246405
0.394732,0.158981,0.605330,0.064674,0.849433,0.014945,0.000608,0.001600,0.001216,0.000384,1.269190
0.395660,0.171365,0.590418,0.064961,0.830681,0.015104,0.000512,0.001536,0.001088,0.000416,1.251333
0.395916,0.200710,0.589426,0.064066,0.858266,0.015840,0.000608,0.001632,0.001344,0.000352,1.280774
0.395627,0.165029,0.600914,0.065986,0.835673,0.017057,0.000576,0.001728,0.001184,0.000384,1.258565
0.395340,0.169989,0.590001,0.065442,0.829336,0.015713,0.000480,0.001536,0.001216,0.000320,1.250437
0.396139,0.171429,0.623570,0.070594,0.869530,0.016161,0.000544,0.001888,0.001312,0.000384,1.292710
0.395948,0.165093,0.591506,0.064354,0.824761,0.015136,0.000512,0.001504,0.001376,0.000448,1.246021
0.395244,0.165125,0.603314,0.070818,0.843577,0.014816,0.000512,0.001664,0.001216,0.000384,1.264453
0.416044,0.192518,0.591218,0.064897,0.852570,0.014624,0.000512,0.001632,0.001152,0.000352,1.293734
0.395147,0.170917,0.602609,0.067234,0.844537,0.015041,0.000480,0.001568,0.001216,0.000416,1.265349
0.396076,0.163205,0.588369,0.064130,0.820024,0.014849,0.000512,0.001536,0.001088,0.000352,1.241413
0.395403,0.149605,0.590065,0.066626,0.810168,0.015937,0.000576,0.001632,0.001184,0.000384,1.231524
0.394795,0.151493,0.589521,0.064514,0.809272,0.015009,0.000576,0.001536,0.001120,0.000416,1.229156
0.396364,0.154053,0.603058,0.065217,0.826137,0.015712,0.000480,0.001536,0.001280,0.000416,1.248325
0.395724,0.149605,0.589873,0.066370,0.809848,0.014913,0.000480,0.001536,0.001024,0.000384,1.230373
0.395468,0.163749,0.587153,0.062498,0.817368,0.014592,0.000480,0.001504,0.001184,0.000384,1.237284
0.427596,0.199174,0.599218,0.069506,0.871578,0.014945,0.000544,0.001600,0.001056,0.000384,1.323463
0.394796,0.166917,0.590833,0.063970,0.825240,0.014689,0.000512,0.001440,0.000896,0.000320,1.244133
0.396652,0.163525,0.601361,0.079138,0.848057,0.015200,0.000512,0.001600,0.001088,0.000320,1.269734
0.397515,0.162533,0.589490,0.062018,0.817817,0.015136,0.000512,0.001536,0.001024,0.000352,1.240580
0.396075,0.173638,0.586609,0.063074,0.827033,0.015168,0.000512,0.001536,0.001121,0.000384,1.247749
0.395051,0.152133,0.608306,0.117700,0.883579,0.015808,0.000512,0.001600,0.001152,0.000320,1.305222
0.395404,0.166533,0.589394,0.063778,0.823321,0.015008,0.000512,0.001536,0.001024,0.000320,1.243333
0.395148,0.148389,0.588529,0.061986,0.802936,0.014944,0.000512,0.001536,0.001088,0.000384,1.222405
0.413100,0.168389,0.589425,0.064610,0.825752,0.015105,0.000480,0.001536,0.001280,0.000352,1.263909
0.396780,0.160453,0.588625,0.064290,0.817080,0.014785,0.000736,0.001472,0.001056,0.000384,1.238597
0.394571,0.156516,0.601810,0.081187,0.843513,0.014944,0.000544,0.001568,0.001120,0.000384,1.263045
0.395916,0.157476,0.586034,0.061762,0.809336,0.015328,0.000512,0.001568,0.001184,0.000384,1.230244
0.395116,0.150789,0.588561,0.062466,0.805272,0.015200,0.000576,0.001568,0.001120,0.000352,1.225445
0.395340,0.193510,0.605394,0.068034,0.870746,0.015137,0.000512,0.001600,0.001184,0.000384,1.291431
0.395628,0.192229,0.585650,0.062498,0.844313,0.014784,0.000480,0.001664,0.001024,0.000384,1.264165
0.395596,0.162597,0.586513,0.062242,0.814616,0.015585,0.000480,0.001600,0.001120,0.000320,1.236165
0.413452,0.168453,0.600242,0.064482,0.836729,0.014592,0.000512,0.001537,0.001152,0.000384,1.274662
0.395787,0.168869,0.590801,0.064034,0.827864,0.014753,0.000512,0.001440,0.001216,0.000384,1.248357
0.395468,0.160709,0.589778,0.079714,0.834361,0.015584,0.000512,0.001632,0.001056,0.000384,1.255430
0.395819,0.170597,0.589106,0.064034,0.827833,0.015168,0.000480,0.001568,0.001088,0.000352,1.249061
0.394892,0.151972,0.588402,0.062754,0.806488,0.014688,0.000544,0.001440,0.001152,0.000448,1.225860
0.396204,0.167429,0.606930,0.074818,0.852985,0.015393,0.000896,0.001568,0.001216,0.000384,1.275046
0.395116,0.157893,0.589489,0.066082,0.817176,0.016033,0.000480,0.001472,0.001088,0.000384,1.237925
0.394892,0.141092,0.587410,0.062946,0.795096,0.015424,0.000512,0.001632,0.001120,0.000384,1.215044
0.411276,0.155876,0.588210,0.062530,0.811096,0.015584,0.000544,0.001600,0.001184,0.000416,1.248004
0.395468,0.169733,0.589970,0.062850,0.826265,0.015296,0.000512,0.001504,0.001248,0.000320,1.247237
0.395852,0.158244,0.602290,0.088707,0.853145,0.016672,0.000672,0.001600,0.001121,0.000352,1.275750
0.395915,0.157861,0.590674,0.064737,0.816921,0.015200,0.000512,0.001696,0.001216,0.000384,1.237796
0.395564,0.169509,0.608530,0.063906,0.845945,0.015520,0.000544,0.001728,0.001408,0.000448,1.268261
0.396491,0.147205,0.604402,0.072642,0.828249,0.015616,0.000609,0.001632,0.001184,0.000384,1.250565
0.395020,0.148644,0.586802,0.066338,0.805784,0.015200,0.000608,0.001536,0.001344,0.000416,1.226308
0.395116,0.148388,0.586354,0.061602,0.799576,0.014880,0.000480,0.001568,0.001184,0.000384,1.218980
0.413133,0.162789,0.597969,0.066914,0.831288,0.015777,0.000512,0.001568,0.001056,0.000320,1.269990
0.395243,0.162532,0.589906,0.063330,0.819608,0.015008,0.000480,0.001632,0.001120,0.000384,1.239652
0.395116,0.155461,0.587665,0.064034,0.810808,0.014592,0.000545,0.001536,0.001120,0.000384,1.230117
0.396108,0.174949,0.592274,0.064386,0.835289,0.014752,0.000512,0.001504,0.001344,0.000384,1.257093
0.395275,0.156997,0.591250,0.064161,0.816057,0.014784,0.000480,0.001472,0.001184,0.000384,1.235812
0.396908,0.158981,0.604242,0.081954,0.848697,0.015136,0.000512,0.001600,0.001280,0.000352,1.270790
0.394795,0.157509,0.590930,0.064930,0.817337,0.015136,0.000544,0.001568,0.001152,0.000352,1.237284
0.394988,0.172197,0.586321,0.062850,0.824888,0.015105,0.000544,0.001600,0.001088,0.000320,1.244805
0.411436,0.169317,0.590258,0.064002,0.827289,0.014816,0.000544,0.001568,0.001120,0.000352,1.263557
0.396140,0.156773,0.603826,0.064706,0.829017,0.015456,0.000480,0.001568,0.001184,0.000352,1.250757
0.396075,0.166405,0.589585,0.063330,0.823032,0.015073,0.000480,0.001664,0.001120,0.000384,1.262181
0.395564,0.163333,0.591249,0.066434,0.824472,0.014689,0.000576,0.001536,0.001184,0.000352,1.244229
0.395436,0.160901,0.587441,0.063298,0.815288,0.014593,0.000480,0.001472,0.001152,0.000352,1.235045
0.397132,0.172165,0.612178,0.074531,0.863194,0.015776,0.000544,0.001504,0.001248,0.000384,1.286790
0.396716,0.194566,0.589873,0.064801,0.852921,0.015041,0.000544,0.001536,0.001056,0.000384,1.274086
0.397004,0.164101,0.588081,0.063874,0.819832,0.015009,0.000480,0.001600,0.001248,0.000352,1.242085
0.409228,0.160165,0.604818,0.064866,0.833497,0.015168,0.000448,0.001632,0.000960,0.000352,1.267686
0.395532,0.163525,0.587793,0.063234,0.818520,0.014817,0.000480,0.001568,0.001120,0.000416,1.238341
0.394732,0.146244,0.586065,0.081378,0.817496,0.015232,0.000512,0.001537,0.001152,0.000384,1.237221
0.395884,0.192454,0.585777,0.063202,0.845177,0.014785,0.000512,0.001536,0.001120,0.000384,1.264998
0.395660,0.163493,0.590705,0.065378,0.823032,0.014753,0.000544,0.001568,0.001120,0.000384,1.242981
0.395468,0.156196,0.603986,0.082627,0.846905,0.014976,0.000544,0.001568,0.001120,0.000385,1.267910
0.394859,0.145380,0.589905,0.066338,0.805207,0.014977,0.000480,0.001536,0.001056,0.000416,1.225028
0.395179,0.174694,0.592305,0.065378,0.836217,0.014753,0.000544,0.001600,0.001248,0.000384,1.257509
0.413292,0.191494,0.602642,0.067202,0.864698,0.015040,0.000544,0.001600,0.001216,0.000352,1.302694
0.395628,0.188358,0.586609,0.063330,0.841881,0.015009,0.000480,0.001568,0.001120,0.000352,1.262118
0.395084,0.156165,0.600914,0.068290,0.829113,0.015104,0.000512,0.001632,0.001280,0.000352,1.249829
0.395372,0.188486,0.587889,0.063554,0.843609,0.014593,0.000512,0.001504,0.000960,0.000384,1.262534
0.394604,0.165189,0.588081,0.065186,0.822040,0.014624,0.000480,0.001664,0.001153,0.000288,1.241029
0.394603,0.156165,0.606258,0.071618,0.837977,0.015329,0.000576,0.001536,0.001312,0.000416,1.257733
0.394796,0.143012,0.588337,0.068130,0.803575,0.015392,0.000544,0.001728,0.001088,0.000384,1.223620
0.394668,0.159845,0.588433,0.064706,0.817048,0.015169,0.000544,0.001600,0.001152,0.000384,1.237541
0.416237,0.151140,0.601778,0.063458,0.819960,0.015297,0.000544,0.001728,0.001088,0.000320,1.261574
0.395276,0.169413,0.588561,0.063906,0.825720,0.015873,0.000512,0.001504,0.001440,0.000416,1.247333
0.395020,0.163205,0.607186,0.075778,0.849817,0.015681,0.000576,0.001600,0.001088,0.000352,1.270502
0.395051,0.148037,0.588433,0.062306,0.802200,0.015361,0.000448,0.001536,0.001184,0.000352,1.222212
0.394763,0.161316,0.590098,0.062786,0.817720,0.015328,0.000544,0.001632,0.001184,0.000352,1.238148
0.396971,0.156325,0.620338,0.072930,0.852986,0.015840,0.000480,0.001600,0.000992,0.000320,1.275013
0.394572,0.171621,0.584530,0.061793,0.821368,0.015713,0.000672,0.001568,0.001248,0.000320,1.241285
0.395564,0.158725,0.588401,0.063330,0.814136,0.015937,0.000544,0.001792,0.001152,0.000384,1.235525
0.411564,0.134532,0.599442,0.063138,0.800856,0.015680,0.000576,0.001664,0.001248,0.000416,1.237828
0.394572,0.152997,0.586449,0.062434,0.805176,0.014944,0.000480,0.001569,0.000992,0.000416,1.223909
0.394731,0.171717,0.584658,0.084418,0.844185,0.014881,0.000544,0.001568,0.001152,0.000384,1.262757
0.397291,0.166533,0.587889,0.064066,0.822168,0.014656,0.000480,0.001504,0.001121,0.000352,1.244389
0.394859,0.165348,0.587602,0.064418,0.821016,0.015008,0.000512,0.001536,0.001184,0.000384,1.240740
0.394412,0.161221,0.606514,0.073282,0.844761,0.014689,0.000480,0.001536,0.001056,0.000384,1.262566
0.395500,0.166853,0.587954,0.063874,0.822489,0.014592,0.000512,0.001504,0.001248,0.000384,1.241861
0.395596,0.158244,0.588433,0.062530,0.812504,0.014944,0.000480,0.001504,0.001056,0.000320,1.231876
0.413068,0.160581,0.596242,0.064610,0.825049,0.014560,0.000512,0.001568,0.001184,0.000352,1.262758
0.395372,0.183301,0.585489,0.062146,0.834489,0.014720,0.000480,0.001472,0.001216,0.000352,1.253861
0.394348,0.161797,0.585265,0.062562,0.813208,0.034497,0.000576,0.001632,0.001120,0.000384,1.251685
0.394699,0.162340,0.584946,0.061346,0.811832,0.014432,0.000512,0.001440,0.001152,0.000384,1.230436
0.394379,0.190405,0.590226,0.071394,0.855673,0.014624,0.000512,0.001600,0.001312,0.000352,1.275462
0.395180,0.155268,0.621267,0.071202,0.851737,0.015168,0.000480,0.001601,0.001216,0.000352,1.272550
0.395531,0.138404,0.590578,0.062882,0.795448,0.014816,0.000544,0.001568,0.001184,0.000352,1.215043
0.394252,0.161189,0.586353,0.062914,0.813816,0.015073,0.000512,0.001568,0.001088,0.000320,1.232421
0.413004,0.162629,0.599186,0.064898,0.830393,0.014720,0.000480,0.001568,0.001024,0.000384,1.268357
0.394732,0.156997,0.587441,0.063778,0.811576,0.014624,0.000512,0.001600,0.001056,0.000416,1.229796
0.394892,0.158213,0.588689,0.063810,0.814808,0.014657,0.000512,0.001600,0.001184,0.000352,1.233957
0.394988,0.169541,0.588529,0.062498,0.824088,0.015361,0.000544,0.001600,0.000992,0.000352,1.244613
0.394444,0.169957,0.589233,0.064354,0.826968,0.014753,0.000512,0.001536,0.001152,0.000352,1.246533
0.395084,0.161445,0.607762,0.073698,0.846841,0.015328,0.000512,0.001568,0.001056,0.000352,1.267686
0.396076,0.161381,0.587025,0.062594,0.815096,0.014753,0.000576,0.001536,0.001216,0.000352,1.236773
0.395980,0.165317,0.589298,0.064993,0.823512,0.014880,0.000576,0.001536,0.001088,0.000384,1.244773
0.414157,0.173541,0.600306,0.067906,0.845305,0.015168,0.000576,0.001408,0.001312,0.000320,1.285318
0.396044,0.202374,0.588786,0.063810,0.858746,0.014816,0.000576,0.001504,0.000960,0.000384,1.279878
0.396524,0.172901,0.588210,0.084418,0.849753,0.015169,0.000576,0.001536,0.001152,0.000352,1.272006
0.396108,0.184677,0.591922,0.064546,0.844825,0.014528,0.000544,0.001536,0.001056,0.000352,1.265253
0.395276,0.195782,0.590417,0.066594,0.856665,0.014913,0.000640,0.001536,0.001184,0.000384,1.277446
0.395020,0.184261,0.637971,0.066722,0.893722,0.015681,0.000960,0.001760,0.001248,0.000416,1.315623
0.395404,0.167941,0.587538,0.062562,0.822233,0.015456,0.000512,0.001728,0.000928,0.000352,1.243269
0.395179,0.152613,0.589713,0.063010,0.809240,0.014529,0.000448,0.001760,0.001152,0.000384,1.228868
0.412684,0.176550,0.600785,0.065154,0.846073,0.014561,0.000544,0.001568,0.001216,0.000352,1.284326
0.395499,0.169733,0.590546,0.063970,0.828281,0.015008,0.000640,0.001472,0.001088,0.000416,1.248836
0.394731,0.171877,0.605298,0.073986,0.854777,0.014816,0.000480,0.001568,0.001152,0.000352,1.274309
0.397612,0.175686,0.590001,0.064578,0.834393,0.015233,0.000512,0.001600,0.001280,0.000448,1.257798
0.397035,0.163173,0.590674,0.063778,0.821753,0.014912,0.000480,0.001600,0.001120,0.000352,1.244676
0.413612,0.172198,0.603697,0.064802,0.844505,0.015425,0.000544,0.001600,0.001120,0.000416,1.284934
0.395628,0.164613,0.589650,0.063969,0.822648,0.014593,0.000544,0.001504,0.001152,0.000384,1.243429
0.395276,0.174085,0.602386,0.065218,0.845465,0.014785,0.000544,0.001568,0.001120,0.000416,1.266758
0.395499,0.155556,0.590514,0.070722,0.820664,0.014528,0.000544,0.001472,0.001248,0.000416,1.240933
0.395148,0.171333,0.598738,0.065890,0.839993,0.015872,0.000512,0.001568,0.001152,0.000352,1.261541
0.395051,0.170565,0.606418,0.075266,0.856537,0.015168,0.000544,0.001504,0.001184,0.000417,1.277350
0.395756,0.164709,0.588977,0.069282,0.827384,0.014689,0.000640,0.001536,0.001184,0.000416,1.248485
0.395276,0.167813,0.590002,0.065954,0.827545,0.014720,0.000544,0.001568,0.001216,0.000320,1.247749
0.411532,0.169861,0.605650,0.068194,0.847417,0.014945,0.000576,0.001600,0.001152,0.000352,1.284550
0.395596,0.167013,0.588722,0.064226,0.823993,0.015712,0.000480,0.001568,0.001184,0.000320,1.245573
0.395467,0.171142,0.603569,0.081826,0.860954,0.015968,0.000512,0.001601,0.001248,0.000384,1.282726
0.395084,0.170373,0.607378,0.065730,0.847417,0.016032,0.000480,0.001536,0.001216,0.000416,1.269157
0.396972,0.197190,0.589201,0.066402,0.857049,0.015009,0.000576,0.001568,0.001216,0.000416,1.279686
0.394892,0.186725,0.622739,0.064834,0.878554,0.014912,0.000544,0.001472,0.001120,0.000384,1.298662
0.395564,0.173477,0.588913,0.064290,0.830520,0.015073,0.000512,0.001600,0.001152,0.000416,1.251493
0.395116,0.175333,0.589905,0.066018,0.835128,0.014849,0.000480,0.001568,0.001376,0.000416,1.255525
0.395275,0.165253,0.589266,0.065538,0.824025,0.015680,0.000736,0.001600,0.001056,0.000352,1.245444
0.395820,0.163845,0.586418,0.063009,0.817240,0.015393,0.000480,0.001600,0.001056,0.000384,1.238373
0.395788,0.162245,0.603410,0.066018,0.835993,0.015232,0.000576,0.001568,0.000992,0.000352,1.257670
0.395531,0.163141,0.589874,0.064738,0.821369,0.014976,0.000544,0.001472,0.000992,0.000352,1.241316
0.395276,0.185030,0.587089,0.062786,0.838713,0.014880,0.000512,0.001505,0.001088,0.000352,1.258854
0.414604,0.195270,0.589490,0.064290,0.853018,0.015808,0.000512,0.001600,0.001152,0.000384,1.294086
0.394636,0.163429,0.600402,0.063458,0.831417,0.015200,0.000512,0.001536,0.001056,0.000352,1.251077
0.395083,0.173446,0.591441,0.064258,0.833145,0.015168,0.000480,0.001472,0.001088,0.000384,1.253253
0.394636,0.158501,0.588241,0.065282,0.815800,0.014561,0.000544,0.001600,0.001248,0.000416,1.235109
0.395788,0.159812,0.600146,0.065570,0.829368,0.015169,0.000544,0.001568,0.001216,0.000352,1.250245
0.395020,0.166277,0.601426,0.065698,0.837689,0.014976,0.000512,0.001600,0.001120,0.000384,1.258021
0.394988,0.161125,0.588081,0.063778,0.816600,0.014561,0.000576,0.001600,0.001184,0.000320,1.236261
0.395788,0.172837,0.590450,0.063873,0.831256,0.014785,0.000544,0.001536,0.001088,0.000384,1.252293
0.411244,0.148900,0.598834,0.066722,0.818424,0.014944,0.000480,0.001664,0.001088,0.000416,1.254533
0.394732,0.145988,0.586610,0.062626,0.799192,0.015008,0.000480,0.001664,0.001088,0.000352,1.218660
0.394828,0.152901,0.589713,0.066690,0.813016,0.014625,0.000512,0.001504,0.001184,0.000352,1.232229
0.395244,0.152676,0.589970,0.064642,0.810936,0.014688,0.000448,0.001504,0.001088,0.000320,1.230244
0.396011,0.158149,0.590674,0.064834,0.817241,0.014752,0.000608,0.001536,0.001088,0.000416,1.237828
0.394668,0.163045,0.603858,0.077058,0.848057,0.014913,0.000480,0.001568,0.000928,0.000384,1.266918
0.395660,0.156804,0.588306,0.061794,0.811256,0.014816,0.000480,0.001536,0.001216,0.000384,1.231588
0.395083,0.161125,0.590098,0.065058,0.819737,0.014752,0.000512,0.001600,0.001184,0.000352,1.239556
0.413004,0.154788,0.604786,0.062082,0.825336,0.015040,0.000480,0.001665,0.001216,0.000448,1.263654
0.395403,0.163493,0.590610,0.064098,0.822297,0.014848,0.000480,0.001504,0.001088,0.000352,1.242564
0.396331,0.157316,0.587634,0.062434,0.811032,0.014944,0.000544,0.001568,0.000992,0.000320,1.231940
0.395115,0.162597,0.589234,0.063330,0.819001,0.014688,0.000576,0.001536,0.001024,0.000352,1.238628
0.395628,0.156933,0.590993,0.064065,0.815736,0.014817,0.000512,0.001536,0.001184,0.000352,1.235717
0.394892,0.159525,0.604722,0.083170,0.851609,0.014977,0.000544,0.001504,0.000992,0.000320,1.270854
0.395116,0.169317,0.588337,0.065602,0.826936,0.015713,0.000544,0.001536,0.000992,0.000384,1.246245
0.395564,0.166885,0.588817,0.066306,0.825816,0.014753,0.000512,0.001600,0.001152,0.000320,1.246117
0.411500,0.159333,0.597810,0.066818,0.827385,0.014688,0.000512,0.001504,0.001024,0.000288,1.262885
0.394732,0.191685,0.588818,0.074466,0.858201,0.014465,0.000480,0.001568,0.001152,0.000352,1.276486
0.395339,0.159013,0.592370,0.081890,0.837785,0.015009,0.000512,0.001568,0.001056,0.000384,1.257605
0.395211,0.159236,0.590482,0.067714,0.821048,0.014784,0.000544,0.001504,0.001088,0.000384,1.241156
0.394571,0.139268,0.601842,0.063810,0.808184,0.014433,0.000480,0.001632,0.001088,0.000320,1.226661
0.394700,0.142180,0.604210,0.069346,0.819224,0.014785,0.000512,0.001600,0.001056,0.000352,1.237765
0.394411,0.163428,0.586546,0.062146,0.815960,0.014656,0.000512,0.001440,0.001056,0.000384,1.235620
0.393964,0.151109,0.585905,0.061858,0.802616,0.014720,0.000480,0.001536,0.000960,0.000352,1.220260
0.412172,0.206534,0.597106,0.069154,0.876698,0.014656,0.000512,0.001632,0.001281,0.000320,1.314375
0.394635,0.152581,0.590897,0.063298,0.810360,0.014721,0.000512,0.001568,0.001216,0.000352,1.230180
0.395148,0.185893,0.587250,0.084066,0.861273,0.014817,0.000544,0.001536,0.000992,0.000416,1.280966
0.395211,0.159781,0.590770,0.063778,0.817913,0.014848,0.000544,0.001760,0.001088,0.000384,1.237540
0.395308,0.187718,0.587249,0.065346,0.844281,0.016096,0.000544,0.001600,0.001184,0.000320,1.265894
0.395244,0.150532,0.605970,0.069282,0.829784,0.015009,0.000544,0.001568,0.000960,0.000320,1.249733
0.395499,0.158437,0.585394,0.062049,0.809976,0.015105,0.000480,0.001600,0.001184,0.000352,1.230020
0.394380,0.166533,0.589745,0.069762,0.829912,0.014945,0.000480,0.001632,0.000992,0.000320,1.248101
0.411916,0.169285,0.601298,0.070978,0.845049,0.014433,0.000512,0.001536,0.001184,0.000352,1.282054
0.394636,0.163172,0.587890,0.064290,0.819544,0.014848,0.000480,0.001504,0.001184,0.000416,1.239301
0.395115,0.143429,0.588465,0.088931,0.825017,0.015072,0.000512,0.001568,0.001184,0.000384,1.245124
0.395148,0.147524,0.586034,0.063330,0.800728,0.014880,0.000512,0.001568,0.001056,0.000352,1.220932
0.399211,0.206855,0.597585,0.067938,0.876954,0.016929,0.000992,0.001792,0.002240,0.000544,1.306790
0.397132,0.185094,0.609138,0.064994,0.863770,0.016096,0.000896,0.001824,0.001856,0.000832,1.289062
0.396491,0.169029,0.591122,0.064290,0.828793,0.016032,0.000480,0.001633,0.001408,0.000608,1.252133
0.396268,0.186021,0.588402,0.062530,0.841017,0.015456,0.000768,0.001504,0.001536,0.000832,1.263653
0.394891,0.159556,0.601202,0.066018,0.830552,0.015009,0.000576,0.001568,0.001088,0.000608,1.250821
0.395499,0.160964,0.589682,0.062786,0.817400,0.015104,0.000544,0.001504,0.001120,0.000608,1.238340
0.395659,0.158981,0.604210,0.067138,0.834425,0.015393,0.000480,0.001504,0.001056,0.000352,1.255493
0.395371,0.169637,0.591442,0.065314,0.830233,0.014912,0.000832,0.001569,0.001056,0.000608,1.250565
0.395435,0.135588,0.590418,0.062434,0.792152,0.015456,0.000928,0.001504,0.000992,0.000384,1.212803
0.395083,0.169221,0.600402,0.066946,0.840601,0.015681,0.000768,0.001536,0.001152,0.000416,1.261893
0.395212,0.191205,0.590994,0.063650,0.849497,0.015104,0.000576,0.001600,0.001184,0.000864,1.270502
0.394316,0.167877,0.590930,0.064290,0.827033,0.014784,0.000768,0.001536,0.001152,0.000384,1.245765
0.395180,0.166853,0.591217,0.063170,0.824920,0.014721,0.000960,0.001472,0.001088,0.000384,1.245413
0.395724,0.179941,0.604242,0.063458,0.851257,0.014560,0.000608,0.001568,0.001248,0.000577,1.271590
0.395148,0.156037,0.607986,0.071586,0.839609,0.014817,0.000576,0.001632,0.001504,0.000384,1.259846
0.395308,0.149284,0.588594,0.063202,0.805304,0.014752,0.000736,0.001472,0.000928,0.000320,1.225188
0.396268,0.162021,0.601938,0.062722,0.830457,0.018656,0.000960,0.001632,0.001152,0.000576,1.256165
0.415309,0.166245,0.588369,0.063426,0.821592,0.018849,0.000736,0.001504,0.000992,0.000416,1.266022
0.395179,0.157733,0.590386,0.064130,0.815897,0.014560,0.000544,0.001568,0.001056,0.000384,1.235012
0.394732,0.168389,0.589649,0.063842,0.825688,0.014913,0.000736,0.001632,0.001216,0.000416,1.246277
0.394956,0.151301,0.589809,0.063426,0.808440,0.014369,0.000736,0.001536,0.000992,0.000352,1.227429
0.395371,0.164773,0.588850,0.067682,0.824793,0.015296,0.000512,0.001504,0.001152,0.000640,1.245060
0.395340,0.144452,0.604722,0.077635,0.830393,0.014720,0.000640,0.001632,0.001056,0.000576,1.250501
0.395564,0.166213,0.588785,0.063042,0.821528,0.014849,0.000448,0.001664,0.001184,0.000320,1.241285
0.394603,0.140452,0.587633,0.062850,0.794232,0.014688,0.000544,0.001536,0.001248,0.000704,1.213475
0.427820,0.207783,0.600113,0.064194,0.876570,0.016641,0.001024,0.002080,0.002432,0.000832,1.336615
0.397292,0.162309,0.609010,0.063778,0.839257,0.016064,0.000768,0.001632,0.001536,0.000641,1.263078
0.394699,0.154212,0.599762,0.062466,0.837720,0.015265,0.000768,0.001632,0.001280,0.000320,1.258053
0.395051,0.166789,0.590642,0.063266,0.824313,0.014528,0.000992,0.001536,0.001312,0.000576,1.244676
0.394508,0.163653,0.597778,0.062946,0.827929,0.014720,0.000832,0.001600,0.001216,0.000384,1.248741
0.395500,0.141284,0.604242,0.065826,0.815352,0.014880,0.000736,0.001664,0.000992,0.000416,1.235013
0.394636,0.183525,0.587026,0.061217,0.835417,0.017248,0.000992,0.001632,0.001664,0.000288,1.257573
0.395980,0.160388,0.592785,0.062658,0.819608,0.014976,0.000512,0.001633,0.000992,0.000384,1.240517
0.428684,0.190822,0.597618,0.073858,0.865690,0.014912,0.000513,0.001632,0.000992,0.000576,1.319111
0.394476,0.158725,0.588017,0.062114,0.812344,0.014560,0.000448,0.001441,0.001056,0.000320,1.229925
0.394604,0.158084,0.585522,0.065090,0.812280,0.014656,0.000480,0.001568,0.001088,0.000416,1.230756
0.395116,0.146468,0.597906,0.064258,0.812056,0.014080,0.000512,0.001569,0.001024,0.000320,1.229893
0.395756,0.187205,0.587698,0.063490,0.841721,0.014272,0.000512,0.001536,0.001024,0.000288,1.260773
0.395020,0.168101,0.604689,0.069826,0.845977,0.014752,0.000480,0.001568,0.000960,0.000320,1.264453
0.394828,0.149188,0.587762,0.064321,0.804951,0.015552,0.000480,0.001568,0.001344,0.000384,1.225764
0.394444,0.189254,0.586737,0.062242,0.841657,0.014688,0.000480,0.001440,0.001184,0.000288,1.259589
0.412012,0.193766,0.595730,0.065250,0.858266,0.014688,0.000480,0.001536,0.001152,0.000352,1.294790
0.394284,0.153316,0.587122,0.062273,0.806263,0.014432,0.000480,0.001472,0.001024,0.000352,1.224740
0.395724,0.163973,0.585841,0.065858,0.819224,0.014913,0.000704,0.001504,0.001120,0.000608,1.239301
0.395468,0.168773,0.586097,0.062850,0.821176,0.015296,0.000513,0.001472,0.001024,0.000352,1.240965
0.395148,0.187494,0.586769,0.064130,0.843577,0.014912,0.000512,0.001568,0.001121,0.000384,1.263238
0.395244,0.141796,0.604114,0.082722,0.832280,0.014657,0.000480,0.001440,0.000992,0.000320,1.250917
0.394380,0.157925,0.603122,0.066018,0.830425,0.014304,0.000448,0.001504,0.001152,0.000320,1.248357
0.395468,0.173925,0.588785,0.063746,0.830328,0.015297,0.000544,0.001568,0.001440,0.000576,1.252101
0.414284,0.169861,0.586258,0.063073,0.822552,0.014625,0.000544,0.001600,0.001664,0.000352,1.261861
0.395596,0.169221,0.583633,0.061250,0.817624,0.014528,0.000480,0.001472,0.001184,0.000384,1.237157
0.394636,0.153604,0.597266,0.063298,0.817688,0.014528,0.000545,0.001536,0.001248,0.000352,1.236421
0.395403,0.188166,0.588081,0.063138,0.843001,0.015233,0.000480,0.001568,0.001056,0.000416,1.263333
0.394379,0.155812,0.588146,0.062497,0.810040,0.014592,0.000480,0.001536,0.001472,0.000384,1.228932
