Layer[0],Layer[1],IN[2],INFER[2-7],OUT[7],TEE[2-7],Layer[8],Layer[9],Layer[10],classifier
0.430989,0.018240,0.232871,0.610514,0.072834,0.920348,0.004672,0.003136,0.000576,1.389321
0.403212,0.018657,0.206630,0.596658,0.072834,0.880218,0.004704,0.003360,0.000672,1.319879
0.400300,0.018241,0.202406,0.625171,0.081698,0.914011,0.004480,0.003104,0.000544,1.351177
0.405133,0.018560,0.226535,0.600594,0.070498,0.902107,0.004705,0.003168,0.000576,1.344617
0.404268,0.018337,0.222502,0.606194,0.080962,0.914299,0.004864,0.003168,0.000640,1.356616
0.403628,0.018337,0.220871,0.611986,0.069634,0.907163,0.004832,0.003200,0.000544,1.348296
0.404268,0.018592,0.234599,0.601010,0.071298,0.911227,0.005025,0.003200,0.000576,1.353865
0.419213,0.018657,0.225478,0.608627,0.074754,0.914491,0.005152,0.002976,0.000640,1.367881
0.408812,0.018560,0.238855,0.622419,0.080034,0.946013,0.004640,0.002912,0.000672,1.391146
0.403724,0.019072,0.229575,0.637683,0.084867,0.957917,0.005088,0.002880,0.000576,1.398282
0.401324,0.018465,0.218566,0.606066,0.076867,0.906363,0.007232,0.003136,0.000640,1.347496
0.402892,0.018305,0.235111,0.622803,0.089602,0.954012,0.005985,0.002976,0.000576,1.394730
0.405356,0.018304,0.226023,0.596338,0.076194,0.903387,0.005152,0.003329,0.000608,1.346185
0.404364,0.018560,0.223623,0.594930,0.068034,0.890779,0.004992,0.002752,0.000576,1.328040
0.417836,0.019072,0.234247,0.600882,0.078883,0.919324,0.004768,0.002944,0.000704,1.373833
0.404172,0.018688,0.217927,0.594450,0.068450,0.884955,0.006784,0.002912,0.000576,1.326951
0.403788,0.018272,0.261864,0.613459,0.076642,0.956061,0.005280,0.003136,0.000576,1.396905
0.403628,0.018145,0.221158,0.606738,0.075234,0.907259,0.005088,0.003200,0.000576,1.348232
0.404748,0.018209,0.231879,0.623826,0.077763,0.937916,0.005760,0.003040,0.000576,1.380841
0.401420,0.018113,0.220839,0.599634,0.072322,0.897051,0.005248,0.003392,0.000576,1.333800
0.404620,0.018240,0.217799,0.613266,0.077251,0.914396,0.005568,0.003392,0.000576,1.355433
0.400844,0.018625,0.227943,0.608178,0.072994,0.913563,0.005184,0.002369,0.000608,1.350409
0.399596,0.018752,0.228903,0.610162,0.070082,0.913723,0.004993,0.002400,0.000544,1.349417
0.440877,0.018336,0.230439,0.600818,0.070050,0.905179,0.004704,0.002656,0.000576,1.381418
0.400492,0.018113,0.224359,0.596594,0.070402,0.895707,0.004928,0.002816,0.000576,1.332360
0.404492,0.018337,0.220583,0.617266,0.079331,0.920924,0.005760,0.003296,0.000608,1.363529
0.403980,0.018208,0.213991,0.593778,0.075490,0.887131,0.004192,0.003008,0.000576,1.326696
0.403500,0.018624,0.227207,0.596402,0.074274,0.902203,0.005473,0.003232,0.000608,1.345224
0.404076,0.018529,0.234183,0.609970,0.076867,0.925340,0.005376,0.003072,0.000576,1.368329
0.406924,0.018496,0.229607,0.599922,0.086051,0.920444,0.004736,0.003424,0.000544,1.364489
0.430988,0.018880,0.232743,0.612051,0.073378,0.922588,0.004960,0.003200,0.000640,1.391113
0.406829,0.018688,0.240104,0.608946,0.072354,0.925916,0.003808,0.003488,0.000576,1.369609
0.403436,0.018304,0.212423,0.614258,0.076675,0.907740,0.004896,0.003072,0.000576,1.345576
0.403852,0.018593,0.223174,0.601138,0.072738,0.901659,0.004352,0.002752,0.000896,1.341544
0.405196,0.018401,0.231943,0.610482,0.100675,0.947900,0.006336,0.002528,0.000608,1.391145
0.404748,0.018656,0.231526,0.603539,0.071458,0.911547,0.004544,0.002592,0.000864,1.352776
0.404556,0.018497,0.234791,0.596754,0.070370,0.906875,0.004320,0.002464,0.000576,1.347496
0.430765,0.018305,0.238663,0.609074,0.077859,0.931420,0.005504,0.002816,0.000608,1.399658
0.403788,0.018752,0.217191,0.614258,0.071395,0.908060,0.004320,0.003040,0.000672,1.345000
0.403308,0.018144,0.217159,0.642387,0.090051,0.954653,0.006240,0.002848,0.000576,1.394697
0.404108,0.018625,0.226023,0.613618,0.071970,0.915803,0.004224,0.003136,0.000865,1.357129
0.404044,0.018368,0.224327,0.634611,0.074082,0.937212,0.004289,0.003008,0.000640,1.378090
0.404780,0.018337,0.228199,0.597617,0.071970,0.902043,0.004768,0.003200,0.000576,1.343816
0.403404,0.018432,0.236999,0.596690,0.074082,0.911995,0.005152,0.003360,0.000544,1.353065
0.401228,0.018368,0.218439,0.596018,0.070818,0.889115,0.005088,0.003264,0.000544,1.326087
0.406220,0.018400,0.214791,0.597842,0.068834,0.885307,0.004544,0.003232,0.000576,1.327495
0.400364,0.018592,0.256840,0.621683,0.072994,0.956285,0.005568,0.002944,0.000576,1.396265
0.404204,0.018177,0.224487,0.594833,0.071778,0.895771,0.004576,0.003136,0.000544,1.338216
0.401260,0.018240,0.233191,0.621139,0.101379,0.960125,0.005600,0.003200,0.000544,1.400138
0.402764,0.018497,0.228167,0.596882,0.072610,0.902107,0.004960,0.003168,0.000608,1.343144
0.403724,0.018273,0.240839,0.602162,0.072707,0.920060,0.004960,0.003136,0.000544,1.363049
0.408332,0.018145,0.223366,0.596817,0.068066,0.892186,0.005184,0.003456,0.000576,1.337576
0.402668,0.018657,0.263175,0.611155,0.074786,0.953660,0.004864,0.003488,0.000544,1.394729
0.432461,0.018881,0.231782,0.602354,0.073154,0.911771,0.005184,0.003296,0.000544,1.382505
0.402444,0.018336,0.241864,0.611602,0.071330,0.929020,0.004640,0.003200,0.000672,1.368233
0.401868,0.018176,0.236327,0.627219,0.091555,0.960797,0.004640,0.003296,0.000576,1.401034
0.401996,0.018369,0.232198,0.612914,0.076610,0.926075,0.005088,0.003233,0.000576,1.365289
0.403564,0.018560,0.218343,0.613746,0.079715,0.916668,0.005600,0.003520,0.000672,1.356776
0.401708,0.018529,0.222342,0.601362,0.071394,0.899355,0.004480,0.003520,0.000640,1.337992
0.402060,0.018689,0.243399,0.597138,0.073058,0.917819,0.004704,0.003360,0.000672,1.358824
0.422413,0.018529,0.236519,0.596786,0.076354,0.914107,0.004768,0.003424,0.000928,1.375017
0.401324,0.018528,0.231111,0.597394,0.072450,0.905371,0.004353,0.003424,0.000896,1.344008
0.401484,0.018368,0.257384,0.602706,0.076610,0.940508,0.005217,0.003584,0.000640,1.379434
0.405964,0.018177,0.230503,0.603282,0.070498,0.908443,0.003552,0.003200,0.000640,1.347400
0.403020,0.018849,0.219302,0.636595,0.080131,0.940028,0.004224,0.003296,0.000608,1.380681
0.402540,0.018113,0.221798,0.595506,0.077730,0.899291,0.004768,0.003392,0.000576,1.339016
0.403277,0.018368,0.238567,0.609906,0.074018,0.927132,0.005184,0.003552,0.000576,1.370825
0.402764,0.018177,0.225895,0.594801,0.070915,0.896187,0.005120,0.003520,0.000576,1.338632
0.402572,0.018593,0.230087,0.596946,0.074082,0.905595,0.004832,0.003744,0.000608,1.345224
0.421965,0.018305,0.221190,0.611411,0.070658,0.907195,0.004960,0.003360,0.000640,1.363785
0.403372,0.018529,0.226663,0.616562,0.068162,0.915323,0.005248,0.003296,0.000576,1.354440
0.400844,0.018465,0.229799,0.622802,0.079779,0.936412,0.005632,0.003424,0.000544,1.374633
0.401388,0.018369,0.242855,0.596946,0.074754,0.919003,0.004704,0.003392,0.000576,1.357160
0.405900,0.018944,0.225351,0.604850,0.073314,0.908251,0.004609,0.003264,0.000576,1.352361
0.401292,0.018432,0.238087,0.601458,0.071267,0.915228,0.004608,0.003328,0.000544,1.354537
0.401100,0.018112,0.236167,0.597810,0.082051,0.920732,0.004928,0.003776,0.000576,1.359977
0.418124,0.018657,0.227719,0.593330,0.069986,0.895291,0.004448,0.003424,0.000576,1.349640
0.401900,0.018752,0.222823,0.605266,0.075234,0.907451,0.004576,0.003296,0.000544,1.346536
0.402700,0.018784,0.240967,0.625811,0.083875,0.954781,0.004704,0.003392,0.000544,1.395146
0.402508,0.018561,0.219815,0.607730,0.072162,0.904059,0.004608,0.003360,0.000576,1.343656
0.402060,0.018560,0.238120,0.620946,0.079363,0.943645,0.004928,0.003264,0.000608,1.383561
0.400748,0.018400,0.220775,0.603410,0.078722,0.907227,0.004768,0.003457,0.000608,1.345289
0.402508,0.018145,0.209766,0.593970,0.068962,0.876730,0.005248,0.003488,0.000544,1.313863
0.426445,0.018400,0.227431,0.610195,0.073698,0.915548,0.004640,0.003488,0.000576,1.379657
0.404332,0.018305,0.220838,0.594034,0.066690,0.886010,0.005632,0.003488,0.000576,1.328199
0.402092,0.018401,0.228391,0.625714,0.077699,0.936924,0.004800,0.003584,0.000544,1.378377
0.401900,0.018433,0.217190,0.594290,0.069506,0.885210,0.005313,0.003232,0.000576,1.323816
0.401132,0.018625,0.230791,0.625266,0.094499,0.955132,0.004672,0.003393,0.000544,1.393066
0.403340,0.018592,0.210439,0.593297,0.069058,0.876955,0.004896,0.003488,0.000576,1.315463
0.401100,0.018240,0.231719,0.598066,0.075651,0.909820,0.004736,0.003168,0.000576,1.348360
0.427341,0.018337,0.231815,0.607922,0.075746,0.919995,0.004897,0.003360,0.000576,1.385610
0.402220,0.018112,0.227911,0.602386,0.068610,0.903099,0.004704,0.003520,0.000576,1.342825
0.402348,0.018369,0.248807,0.618899,0.070082,0.943324,0.004224,0.003488,0.000576,1.382505
0.401292,0.018368,0.238631,0.601874,0.072546,0.917116,0.004832,0.003456,0.000576,1.355144
0.403084,0.018305,0.231943,0.636179,0.093219,0.967837,0.006720,0.003584,0.000896,1.411658
0.402444,0.018369,0.230087,0.602994,0.068162,0.905371,0.005248,0.003488,0.000576,1.345960
0.402892,0.018624,0.236679,0.608210,0.072290,0.921276,0.004992,0.003488,0.000544,1.361896
0.401964,0.018369,0.241351,0.596434,0.073282,0.915195,0.004448,0.003456,0.000576,1.355112
0.402348,0.018369,0.238535,0.602546,0.070530,0.915771,0.004832,0.003488,0.000544,1.355016
0.431085,0.018400,0.235207,0.608307,0.074850,0.922268,0.004928,0.003392,0.000576,1.392553
0.401164,0.018465,0.240807,0.603282,0.074114,0.922395,0.005217,0.003488,0.000640,1.362793
0.404204,0.018081,0.231751,0.614802,0.079907,0.930716,0.004160,0.003456,0.000544,1.369929
0.401036,0.018176,0.238503,0.593938,0.072482,0.908955,0.004352,0.003681,0.000544,1.346889
0.402252,0.018465,0.241959,0.600754,0.098563,0.945884,0.005056,0.003360,0.000544,1.386761
0.405388,0.018304,0.223815,0.592562,0.068386,0.888923,0.005056,0.003424,0.000576,1.333128
0.401644,0.018465,0.228007,0.602674,0.070082,0.905147,0.004480,0.003264,0.000576,1.343688
0.427949,0.018368,0.244072,0.601458,0.072674,0.924572,0.005024,0.003488,0.000576,1.391433
0.402540,0.018657,0.212326,0.603378,0.072258,0.891866,0.004192,0.003456,0.000544,1.328776
0.401132,0.018208,0.234503,0.611443,0.083234,0.933468,0.005056,0.003585,0.000576,1.371657
0.403212,0.018496,0.220358,0.601490,0.070050,0.896282,0.004160,0.003105,0.000544,1.335496
0.400300,0.018145,0.239271,0.633779,0.083074,0.961372,0.004833,0.003520,0.000576,1.400074
0.406477,0.018432,0.229159,0.598930,0.071362,0.903771,0.004737,0.003424,0.000544,1.348585
0.403212,0.018496,0.226407,0.605010,0.073954,0.909915,0.005153,0.003456,0.000608,1.350953
0.402636,0.018272,0.217255,0.606066,0.073762,0.901371,0.004960,0.003489,0.000608,1.339112
0.406124,0.018497,0.219879,0.603154,0.073794,0.900667,0.005120,0.003328,0.000576,1.345512
0.404044,0.018432,0.256264,0.597746,0.068450,0.927292,0.004352,0.002720,0.000576,1.367401
0.403820,0.018401,0.230727,0.603794,0.069890,0.909307,0.004896,0.002784,0.000544,1.349096
0.402156,0.018208,0.232743,0.615539,0.108611,0.961533,0.005376,0.003072,0.000576,1.400073
0.400204,0.018208,0.234599,0.599762,0.071139,0.910460,0.005152,0.002944,0.000544,1.346280
0.406988,0.018817,0.224039,0.600882,0.069186,0.898715,0.004960,0.002944,0.000576,1.340136
0.403884,0.018657,0.219911,0.592049,0.064642,0.881434,0.004288,0.002913,0.000576,1.320648
0.401932,0.018337,0.219399,0.600594,0.071810,0.895899,0.005024,0.003328,0.000608,1.335176
0.406316,0.018369,0.251816,0.595825,0.070914,0.923708,0.006720,0.002624,0.000576,1.368585
0.403884,0.018369,0.238215,0.600562,0.071394,0.914523,0.006624,0.003105,0.000544,1.356553
0.404461,0.018464,0.239816,0.624402,0.090851,0.959549,0.004192,0.003072,0.000576,1.401386
0.401324,0.018272,0.241736,0.595601,0.077443,0.919420,0.004160,0.003232,0.000544,1.356936
0.403980,0.018336,0.206887,0.595601,0.067906,0.874907,0.004864,0.003552,0.000576,1.315047
0.400268,0.018401,0.231655,0.601010,0.075522,0.912955,0.005024,0.003232,0.000544,1.350216
0.404076,0.018657,0.234631,0.607666,0.077122,0.924443,0.007041,0.002880,0.000576,1.367721
0.426797,0.018368,0.232166,0.618163,0.068578,0.923068,0.005248,0.003456,0.000576,1.386985
0.405292,0.018145,0.161925,0.594482,0.068386,0.829113,0.004448,0.003264,0.000576,1.269030
0.400748,0.018209,0.182949,0.648564,0.094627,0.932380,0.004832,0.003008,0.000672,1.370697
0.400684,0.018496,0.167429,0.590642,0.072578,0.834681,0.004416,0.003425,0.000864,1.271302
0.404716,0.018688,0.223623,0.596722,0.072674,0.897051,0.005472,0.003232,0.000928,1.341096
0.420204,0.018305,0.192582,0.591122,0.067938,0.855834,0.004160,0.003168,0.000576,1.313799
0.403180,0.018209,0.155396,0.590354,0.069378,0.819224,0.004416,0.002752,0.000544,1.255910
0.404076,0.018305,0.182502,0.616018,0.079842,0.882458,0.005793,0.002944,0.000608,1.323624
0.404748,0.018177,0.163525,0.591634,0.067586,0.826681,0.004640,0.002944,0.000544,1.267110
0.405229,0.018432,0.169861,0.595122,0.067554,0.836921,0.004864,0.002721,0.000608,1.276679
0.404364,0.018720,0.226183,0.602578,0.076962,0.910524,0.005568,0.003360,0.000576,1.354793
0.406604,0.018496,0.180518,0.612210,0.077347,0.874619,0.004800,0.003136,0.000608,1.317479
0.401260,0.018145,0.203046,0.614418,0.073794,0.896059,0.004576,0.003168,0.000576,1.334024
0.400044,0.018369,0.169093,0.597426,0.071938,0.842873,0.004992,0.003233,0.000576,1.279847
0.403404,0.018145,0.172965,0.595346,0.075938,0.848537,0.005057,0.003104,0.000576,1.289639
0.405005,0.018176,0.197126,0.600338,0.071522,0.873466,0.004897,0.003168,0.000576,1.313608
0.404716,0.018977,0.212550,0.613298,0.077698,0.907835,0.005024,0.003136,0.000576,1.349928
0.424397,0.018240,0.188326,0.611218,0.071714,0.875226,0.004961,0.003136,0.000544,1.336232
0.403852,0.018369,0.175365,0.595442,0.069922,0.844953,0.004864,0.003648,0.000576,1.285702
0.405293,0.018464,0.189510,0.630931,0.088835,0.913692,0.005120,0.003200,0.000576,1.354921
0.402349,0.018304,0.219719,0.600594,0.075682,0.900763,0.004608,0.003136,0.000545,1.340873
0.403916,0.018337,0.180997,0.596946,0.075266,0.857305,0.004736,0.003296,0.000544,1.298663
0.421645,0.018465,0.206982,0.612562,0.073474,0.897370,0.004609,0.003360,0.000576,1.356329
0.400812,0.018208,0.191429,0.597522,0.071746,0.865722,0.005249,0.003040,0.000544,1.304135
0.405676,0.018433,0.187334,0.619986,0.112932,0.925404,0.004544,0.003552,0.000576,1.370761
0.401484,0.018176,0.183334,0.594994,0.070466,0.853562,0.004480,0.003424,0.000608,1.291783
0.405292,0.018240,0.181318,0.592306,0.073986,0.852122,0.004320,0.002912,0.000800,1.292262
0.400492,0.018657,0.164421,0.598994,0.074562,0.842425,0.004448,0.002816,0.000640,1.277190
0.405356,0.018464,0.202982,0.596466,0.073314,0.877434,0.004737,0.003136,0.000544,1.319080
0.402220,0.018048,0.231207,0.620723,0.073442,0.932956,0.005345,0.003392,0.000576,1.374473
0.402796,0.018529,0.193766,0.601906,0.071970,0.872826,0.004800,0.002592,0.000576,1.312423
0.403660,0.018273,0.186757,0.594834,0.112227,0.898779,0.004320,0.002912,0.000576,1.337224
0.404940,0.018337,0.194118,0.594514,0.071554,0.864666,0.004320,0.003168,0.000640,1.306791
0.401292,0.018016,0.194278,0.602130,0.074370,0.875674,0.004737,0.003232,0.000864,1.313352
0.415469,0.018305,0.188005,0.596626,0.072162,0.861433,0.004416,0.003585,0.000896,1.313992
0.405004,0.018305,0.230247,0.608754,0.078435,0.922940,0.004864,0.002720,0.000928,1.366569
0.401164,0.018081,0.207462,0.616978,0.086370,0.916219,0.004640,0.002880,0.000576,1.354408
0.405676,0.019457,0.233287,0.598130,0.074786,0.911131,0.004960,0.002816,0.000576,1.356712
0.401868,0.018753,0.203718,0.605202,0.073858,0.887962,0.005344,0.003009,0.000544,1.328968
0.404460,0.018624,0.187910,0.595954,0.077858,0.866170,0.004672,0.002657,0.000640,1.307304
0.404172,0.018401,0.205670,0.596626,0.069986,0.877466,0.004864,0.002880,0.000576,1.316711
0.401740,0.018112,0.248552,0.606098,0.074530,0.934876,0.005056,0.003232,0.000544,1.374857
0.404780,0.018017,0.201702,0.596273,0.073442,0.876186,0.005216,0.003264,0.000896,1.319623
0.402988,0.018401,0.189669,0.615859,0.087906,0.898650,0.005184,0.003200,0.000864,1.339304
0.400396,0.018625,0.197734,0.610994,0.078914,0.892602,0.005185,0.003552,0.000608,1.332840
0.404140,0.018113,0.197638,0.592978,0.074114,0.869594,0.004672,0.003488,0.000544,1.310599
0.414189,0.018336,0.162341,0.607667,0.068642,0.844410,0.004352,0.003040,0.000576,1.292871
0.405900,0.018753,0.216390,0.596818,0.069634,0.887354,0.004736,0.003072,0.000544,1.331463
0.400172,0.018593,0.154340,0.642836,0.089986,0.891610,0.004576,0.002785,0.000576,1.325736
0.401516,0.018337,0.187429,0.608851,0.069154,0.869562,0.003968,0.002720,0.000544,1.304039
0.399052,0.018112,0.168485,0.602290,0.068322,0.842969,0.003649,0.002944,0.000608,1.275270
0.425068,0.018656,0.226759,0.617650,0.073283,0.922012,0.004800,0.003328,0.000576,1.384521
0.402124,0.018209,0.172965,0.594450,0.067010,0.838681,0.004608,0.002976,0.000576,1.275206
0.406668,0.018561,0.221798,0.616019,0.080002,0.922203,0.004961,0.003296,0.000640,1.365929
0.402412,0.018209,0.184517,0.609555,0.070658,0.869210,0.005024,0.003232,0.000672,1.309255
0.404940,0.018305,0.156612,0.598354,0.068546,0.827352,0.003777,0.002592,0.000416,1.264870
0.401260,0.018272,0.154533,0.589170,0.065826,0.813433,0.004288,0.002400,0.000896,1.247109
0.398988,0.018177,0.168453,0.591313,0.068194,0.831865,0.003840,0.002688,0.000576,1.262790
0.399500,0.018113,0.161060,0.614802,0.074850,0.855065,0.006016,0.002625,0.000576,1.288583
0.405261,0.018816,0.186438,0.592562,0.068834,0.851802,0.004608,0.002976,0.000576,1.292295
0.402892,0.018497,0.170341,0.603218,0.072866,0.853562,0.003552,0.002688,0.000864,1.290951
0.400620,0.018049,0.189606,0.593521,0.068386,0.855609,0.004001,0.003168,0.000896,1.291719
0.400236,0.017824,0.159397,0.606354,0.069410,0.839161,0.006113,0.003168,0.000896,1.276070
0.401612,0.018561,0.168549,0.608146,0.071426,0.852569,0.004481,0.002976,0.000896,1.288039
0.402924,0.018209,0.196390,0.611794,0.069762,0.882490,0.006112,0.002977,0.000800,1.324264
0.407757,0.018400,0.206535,0.597041,0.070530,0.878587,0.004576,0.003328,0.000544,1.323016
0.400012,0.018209,0.168069,0.592657,0.069986,0.834873,0.004736,0.003008,0.000576,1.271014
0.403660,0.018305,0.174405,0.593522,0.067714,0.839673,0.003936,0.002464,0.000544,1.276390
0.399564,0.018272,0.178694,0.631699,0.080258,0.895547,0.004384,0.002816,0.000576,1.331079
0.402828,0.018337,0.164453,0.589809,0.069698,0.828057,0.003840,0.003232,0.000800,1.265830
0.404428,0.018208,0.164869,0.589522,0.070690,0.828857,0.004384,0.003585,0.000896,1.268454
0.402188,0.018465,0.176549,0.591602,0.066018,0.838073,0.003776,0.003328,0.000640,1.274822
0.403884,0.018529,0.235879,0.594801,0.072387,0.907707,0.004512,0.003104,0.000864,1.350856
0.399628,0.018144,0.186950,0.594098,0.068706,0.853562,0.004352,0.002656,0.000320,1.286534
0.404652,0.018336,0.190246,0.595602,0.068290,0.858362,0.004672,0.002976,0.000864,1.300199
0.404844,0.018177,0.178949,0.592306,0.092771,0.868090,0.004768,0.003136,0.000832,1.308487
0.400492,0.018272,0.161861,0.605106,0.068450,0.839641,0.004257,0.002624,0.000896,1.274758
0.402636,0.018177,0.179749,0.594098,0.071170,0.848889,0.005216,0.003041,0.000672,1.286439
0.406988,0.018592,0.242343,0.611187,0.078658,0.937372,0.004384,0.002912,0.000896,1.383689
0.399980,0.018305,0.177509,0.596242,0.070914,0.848569,0.004384,0.003040,0.000864,1.285158
0.405388,0.018369,0.185478,0.620306,0.074754,0.886490,0.004608,0.002944,0.000864,1.329672
0.402380,0.018400,0.175045,0.593778,0.066434,0.839225,0.004224,0.002720,0.000544,1.279142
0.402156,0.018433,0.189701,0.597938,0.070690,0.862585,0.004129,0.003008,0.000576,1.301735
0.423404,0.018368,0.182374,0.602706,0.067394,0.856282,0.004736,0.003456,0.000608,1.315719
0.429932,0.019648,0.222663,0.616786,0.074627,0.918780,0.004992,0.003776,0.000608,1.387945
0.405676,0.018145,0.181317,0.617651,0.104931,0.908603,0.004480,0.002880,0.000576,1.351048
0.405388,0.018337,0.174821,0.594226,0.068610,0.841913,0.004160,0.002912,0.000864,1.282598
0.403692,0.018369,0.166085,0.611762,0.072227,0.854106,0.004832,0.002976,0.000896,1.294375
0.402509,0.018304,0.188070,0.597362,0.072418,0.862266,0.004608,0.002720,0.000576,1.301991
0.400428,0.018145,0.167813,0.591889,0.067554,0.832313,0.004352,0.003328,0.000576,1.268422
0.404204,0.018688,0.203271,0.613522,0.093667,0.917084,0.004768,0.003200,0.000576,1.359048
0.402316,0.018337,0.195941,0.611826,0.077858,0.890426,0.004512,0.003137,0.000672,1.330408
0.404460,0.018465,0.228103,0.610770,0.104963,0.949020,0.004641,0.003392,0.000576,1.392042
0.406348,0.018497,0.227015,0.616530,0.081122,0.929404,0.005088,0.003520,0.000576,1.374025
