Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],IN[9],INFER[9-9],OUT[9],TEE[9-9],Layer[10],classifier
0.396171,0.017345,0.191782,0.005056,0.047169,0.000608,0.013889,0.000320,0.001440,0.100259,0.032545,0.058850,0.196550,0.000704,0.877818
0.397164,0.017633,0.191685,0.005089,0.047969,0.000512,0.013632,0.000352,0.001408,0.119620,0.042401,0.070690,0.235879,0.000608,0.919068
0.397068,0.017633,0.191493,0.005089,0.047105,0.000608,0.014112,0.000384,0.001408,0.113475,0.041953,0.060994,0.219974,0.000608,0.903387
0.395851,0.017473,0.191654,0.005088,0.047745,0.000768,0.013761,0.000416,0.001408,0.111747,0.042433,0.068546,0.226118,0.000704,0.907578
0.396395,0.017569,0.192230,0.005056,0.048609,0.000640,0.013729,0.000384,0.001472,0.111075,0.034689,0.060226,0.209606,0.000672,0.894810
0.408332,0.017536,0.192038,0.005312,0.048994,0.000704,0.013728,0.000416,0.001376,0.102819,0.038081,0.056994,0.201190,0.000512,0.896762
0.397003,0.017633,0.192166,0.005056,0.048257,0.000576,0.013505,0.000320,0.001408,0.108611,0.037217,0.056770,0.205862,0.000544,0.889338
0.395532,0.017344,0.192198,0.005024,0.048129,0.000544,0.013792,0.000384,0.001408,0.106115,0.041537,0.064482,0.215078,0.000608,0.896666
0.395884,0.017408,0.192070,0.005056,0.048002,0.000576,0.013952,0.000384,0.001376,0.108579,0.057346,0.088579,0.258344,0.000672,0.942492
0.396171,0.017697,0.191942,0.005120,0.048225,0.000608,0.013857,0.000320,0.001472,0.135300,0.038785,0.058498,0.235719,0.000544,0.918523
0.396492,0.017473,0.191781,0.005120,0.047394,0.000608,0.013568,0.000384,0.001344,0.098211,0.037057,0.064130,0.202662,0.000512,0.883930
0.396588,0.017376,0.192006,0.004928,0.047009,0.000544,0.013889,0.000352,0.001408,0.112355,0.033441,0.059106,0.207654,0.000576,0.889146
0.414701,0.017568,0.191878,0.004832,0.047969,0.000608,0.013729,0.000384,0.001472,0.112003,0.035713,0.060482,0.211750,0.000928,0.914107
0.397259,0.017857,0.191910,0.005312,0.048193,0.000640,0.014209,0.000384,0.001408,0.106435,0.046209,0.057922,0.213862,0.000608,0.897754
0.396716,0.017633,0.191781,0.005056,0.050050,0.000768,0.014848,0.000352,0.001536,0.105284,0.036481,0.062370,0.207335,0.000480,0.893339
0.396620,0.017568,0.191814,0.005088,0.048801,0.000769,0.014432,0.000320,0.001408,0.102979,0.035873,0.057730,0.199974,0.000608,0.884090
0.397867,0.017921,0.191622,0.005024,0.049409,0.000608,0.013953,0.000384,0.001440,0.097379,0.037985,0.062562,0.201158,0.000576,0.886458
0.396780,0.017728,0.192518,0.005120,0.047714,0.000832,0.014016,0.000352,0.001344,0.096419,0.036961,0.056674,0.193254,0.000928,0.876922
0.398539,0.017824,0.192486,0.005344,0.047489,0.000608,0.013793,0.000384,0.001504,0.101507,0.030753,0.061154,0.196774,0.000960,0.883994
0.396428,0.017601,0.205222,0.005216,0.047777,0.000640,0.013857,0.000352,0.001408,0.096323,0.038081,0.063106,0.200582,0.000576,0.897083
0.396715,0.017537,0.192390,0.005120,0.047201,0.000960,0.014113,0.000384,0.001376,0.102563,0.035489,0.058530,0.199782,0.000608,0.883066
0.397068,0.017472,0.191558,0.005216,0.047553,0.000576,0.013761,0.000320,0.001408,0.144324,0.052258,0.057121,0.257063,0.000640,0.939228
0.396172,0.017345,0.191717,0.005024,0.047074,0.000576,0.013888,0.000352,0.001440,0.106275,0.033185,0.061121,0.204166,0.000640,0.886458
0.400524,0.017568,0.191814,0.005120,0.047394,0.000608,0.013728,0.000352,0.001472,0.108579,0.035553,0.065922,0.214631,0.000608,0.900539
0.396587,0.017537,0.191846,0.005312,0.047329,0.000736,0.013569,0.000384,0.001440,0.109507,0.035041,0.062786,0.210662,0.000800,0.894426
0.400236,0.017824,0.191654,0.005280,0.047937,0.000736,0.013953,0.000320,0.001440,0.107459,0.035585,0.064802,0.210950,0.000704,0.897338
0.396684,0.017824,0.211174,0.005185,0.047521,0.000576,0.013632,0.000352,0.001377,0.110755,0.032897,0.060898,0.208422,0.000608,0.910459
0.395564,0.017728,0.191814,0.005088,0.049378,0.000576,0.013600,0.000352,0.001408,0.096003,0.037793,0.061122,0.197990,0.000512,0.880570
0.395819,0.017761,0.191654,0.004864,0.047873,0.000608,0.013601,0.000352,0.001376,0.106371,0.037697,0.057346,0.204934,0.000704,0.887546
0.397515,0.017632,0.191910,0.004864,0.047809,0.000640,0.013601,0.000416,0.001440,0.108835,0.035809,0.061410,0.209094,0.000608,0.892378
0.397100,0.017409,0.191525,0.004928,0.047554,0.000640,0.013856,0.000352,0.001408,0.108388,0.041953,0.061314,0.215015,0.000736,0.897339
0.396300,0.017633,0.192133,0.004897,0.047265,0.000608,0.013824,0.000416,0.001409,0.110435,0.035489,0.058818,0.208006,0.000672,0.890939
0.397580,0.017664,0.191814,0.004896,0.047106,0.000608,0.013824,0.000416,0.001376,0.108451,0.038081,0.064641,0.214790,0.000736,0.898395
0.396011,0.017665,0.207206,0.005056,0.047714,0.000608,0.013792,0.000384,0.001408,0.110435,0.040034,0.060929,0.214278,0.000544,0.912602
0.396459,0.017760,0.191718,0.005056,0.048769,0.000608,0.013697,0.000352,0.001408,0.112003,0.035169,0.060930,0.211398,0.000576,0.895290
0.395948,0.017441,0.191845,0.004992,0.047938,0.000608,0.014240,0.000384,0.001440,0.106660,0.039041,0.065730,0.214663,0.000704,0.897787
0.396844,0.017409,0.191525,0.004896,0.047522,0.000640,0.013760,0.000384,0.001376,0.105027,0.035265,0.063489,0.206983,0.000480,0.888923
0.396332,0.018016,0.191846,0.004864,0.049122,0.000640,0.013920,0.000384,0.001472,0.112708,0.035329,0.061410,0.212455,0.000736,0.897115
0.395532,0.017376,0.191782,0.004896,0.047458,0.000640,0.013824,0.000352,0.001440,0.109283,0.038274,0.063170,0.214087,0.000704,0.895899
0.396907,0.017856,0.191430,0.005088,0.048993,0.000992,0.013825,0.000384,0.001440,0.110307,0.036033,0.060162,0.209798,0.000704,0.894714
0.396588,0.017665,0.212294,0.005088,0.047522,0.000640,0.013728,0.000384,0.001408,0.107363,0.035841,0.061698,0.209766,0.000704,0.914683
0.396620,0.017376,0.191526,0.005056,0.048674,0.000640,0.013856,0.000384,0.001408,0.110564,0.036321,0.065346,0.215175,0.001024,0.899675
0.396620,0.017472,0.192198,0.004928,0.048386,0.000800,0.015168,0.000416,0.001472,0.112324,0.036033,0.059938,0.211623,0.000608,0.896891
0.396491,0.017441,0.191846,0.005120,0.047329,0.000576,0.014049,0.000352,0.001536,0.112195,0.039521,0.062466,0.217574,0.000608,0.900250
0.397740,0.017920,0.191526,0.005088,0.048929,0.000736,0.015521,0.000352,0.001632,0.113155,0.035489,0.062562,0.214822,0.000640,0.902490
0.396331,0.017408,0.191782,0.005088,0.047745,0.000768,0.014913,0.000416,0.001568,0.109859,0.035489,0.059458,0.208166,0.000672,0.891962
0.396908,0.017633,0.191461,0.005120,0.047906,0.000608,0.013984,0.000384,0.001408,0.110980,0.038401,0.058786,0.211719,0.000896,0.895675
0.397164,0.033921,0.192005,0.005056,0.047394,0.000608,0.013920,0.000384,0.001440,0.109156,0.041345,0.063266,0.216935,0.000576,0.916891
0.396748,0.017760,0.191942,0.005280,0.047298,0.000800,0.013760,0.000352,0.001472,0.104003,0.032737,0.057730,0.198054,0.000704,0.882010
0.397644,0.017793,0.191877,0.005089,0.047105,0.000608,0.013825,0.000352,0.001440,0.109667,0.035745,0.062114,0.210662,0.000576,0.894235
0.396684,0.017536,0.192070,0.004896,0.047842,0.000608,0.013856,0.000352,0.001408,0.097667,0.033761,0.057154,0.192198,0.000768,0.876346
0.396588,0.017537,0.192005,0.004865,0.047393,0.000576,0.013856,0.000352,0.001536,0.113796,0.035297,0.062466,0.215079,0.000608,0.898171
0.397772,0.017408,0.191781,0.005088,0.047266,0.000992,0.013856,0.000352,0.001440,0.107203,0.036162,0.060385,0.207078,0.000608,0.891578
0.397580,0.017761,0.192037,0.005313,0.047873,0.000736,0.013632,0.000384,0.001473,0.108387,0.040385,0.063778,0.216134,0.000544,0.900891
0.420045,0.017792,0.192006,0.005056,0.047490,0.000576,0.013632,0.000384,0.001440,0.114435,0.035393,0.059393,0.212614,0.000672,0.920283
0.397676,0.017505,0.191749,0.005056,0.047105,0.000576,0.014049,0.000352,0.001440,0.110947,0.037537,0.061730,0.213190,0.000704,0.896539
0.396012,0.017312,0.191366,0.005024,0.047745,0.000800,0.013569,0.000384,0.001440,0.109603,0.041793,0.060578,0.215366,0.000640,0.897018
0.398252,0.017505,0.191429,0.005057,0.047393,0.000608,0.013600,0.000352,0.001440,0.108643,0.035873,0.059074,0.206598,0.000608,0.889787
0.396588,0.017729,0.191749,0.005057,0.047105,0.000608,0.013984,0.000352,0.001377,0.107363,0.037249,0.059202,0.206982,0.000576,0.890011
0.397451,0.017376,0.192198,0.005152,0.047041,0.000640,0.013857,0.000384,0.001408,0.108387,0.035553,0.059362,0.206406,0.000544,0.889658
0.397580,0.017472,0.192326,0.005280,0.047073,0.000608,0.013729,0.000416,0.001344,0.107299,0.035873,0.059554,0.205926,0.000544,0.889594
0.427949,0.017792,0.192326,0.004896,0.047138,0.000608,0.013856,0.000416,0.001536,0.116932,0.036865,0.066530,0.223847,0.000672,0.939132
0.396300,0.017824,0.191910,0.004928,0.047266,0.000576,0.013824,0.000384,0.001440,0.106243,0.032161,0.056930,0.198598,0.000704,0.882170
0.396300,0.017376,0.191910,0.004832,0.047426,0.000608,0.014048,0.000384,0.001472,0.113796,0.035425,0.059425,0.212007,0.000736,0.894683
0.396396,0.017568,0.191782,0.004832,0.047201,0.000576,0.013921,0.000352,0.001440,0.112675,0.038978,0.079298,0.235623,0.000704,0.918779
0.396524,0.017697,0.191397,0.004864,0.048002,0.000576,0.013920,0.000384,0.001472,0.108644,0.036001,0.059425,0.207206,0.000736,0.890138
0.396684,0.017376,0.192070,0.004928,0.048353,0.000576,0.013729,0.000352,0.001376,0.108931,0.035681,0.059202,0.207334,0.000896,0.891386
0.396076,0.017377,0.191973,0.004929,0.048097,0.000608,0.013824,0.000384,0.001440,0.109668,0.035361,0.059330,0.207303,0.000928,0.890459
0.414412,0.017441,0.191814,0.005280,0.048225,0.000608,0.013761,0.000352,0.001472,0.109187,0.040705,0.063682,0.217286,0.000704,0.919867
0.396524,0.017633,0.191749,0.004897,0.047585,0.000608,0.013792,0.000352,0.001441,0.104291,0.037473,0.059618,0.204486,0.000640,0.886811
0.396492,0.017824,0.191878,0.005056,0.047777,0.000577,0.013856,0.000352,0.001472,0.107651,0.040385,0.062146,0.213670,0.000736,0.897690
0.396651,0.017793,0.192294,0.004928,0.048001,0.000608,0.013825,0.000352,0.001472,0.104771,0.063778,0.078498,0.251431,0.000736,0.936443
0.396427,0.017569,0.191782,0.004864,0.047201,0.000800,0.013825,0.000416,0.001472,0.106627,0.037345,0.059426,0.206406,0.000576,0.889082
0.399308,0.017760,0.191846,0.004864,0.047426,0.000608,0.013792,0.000384,0.001504,0.110179,0.039233,0.058593,0.211686,0.000513,0.897115
0.396939,0.017633,0.191750,0.005120,0.047713,0.000736,0.013793,0.000384,0.001504,0.111427,0.036897,0.059138,0.210374,0.000544,0.894555
0.412172,0.017824,0.191750,0.004896,0.048002,0.000960,0.013856,0.000384,0.001440,0.108899,0.039298,0.058593,0.210470,0.000640,0.910138
0.397260,0.017856,0.191398,0.005184,0.047298,0.000768,0.013536,0.000320,0.001440,0.109795,0.039490,0.058081,0.210822,0.000608,0.894554
0.396235,0.017697,0.191782,0.004896,0.047425,0.000992,0.013569,0.000352,0.001408,0.110691,0.035009,0.058786,0.207558,0.000608,0.890874
0.397099,0.017729,0.191590,0.004896,0.047425,0.000768,0.013921,0.000384,0.001504,0.134020,0.035681,0.062658,0.235847,0.000512,0.920571
0.396331,0.017537,0.192102,0.005088,0.047457,0.000640,0.013697,0.000352,0.001408,0.115107,0.036129,0.060546,0.215014,0.000608,0.898266
0.396779,0.017377,0.192390,0.005088,0.047201,0.000736,0.013601,0.000384,0.001408,0.112707,0.042209,0.065730,0.224102,0.000544,0.907354
0.395883,0.017920,0.191718,0.005312,0.047137,0.000768,0.014081,0.000352,0.001696,0.110371,0.036673,0.062242,0.212262,0.000576,0.895834
0.411373,0.017408,0.191718,0.005088,0.047297,0.000992,0.013761,0.000384,0.001664,0.113187,0.035713,0.058818,0.211110,0.000544,0.909051
0.398443,0.017569,0.191846,0.005088,0.047809,0.000736,0.013985,0.000352,0.001440,0.115171,0.032705,0.061634,0.212518,0.000768,0.898842
0.396971,0.017441,0.191622,0.004864,0.048161,0.000576,0.013729,0.000352,0.001376,0.111907,0.042113,0.062050,0.219462,0.000672,0.902970
0.397228,0.017569,0.210534,0.005344,0.048834,0.000736,0.013632,0.000384,0.001376,0.116003,0.041953,0.074626,0.235911,0.000704,0.940476
0.396715,0.017632,0.191654,0.005024,0.048065,0.000576,0.013601,0.000416,0.001408,0.108675,0.040001,0.061410,0.213542,0.000544,0.896666
0.396844,0.017537,0.191973,0.005024,0.047842,0.000608,0.013760,0.000384,0.001504,0.112612,0.041793,0.062754,0.220327,0.000928,0.904667
0.397036,0.017601,0.191749,0.004896,0.049730,0.000800,0.013984,0.000352,0.001504,0.108036,0.036737,0.063490,0.211527,0.000544,0.897531
0.396523,0.017601,0.191718,0.005152,0.048353,0.000800,0.013761,0.000384,0.001472,0.111491,0.042529,0.062082,0.219398,0.000768,0.903706
0.396363,0.017409,0.191558,0.004896,0.047553,0.000608,0.013825,0.000384,0.001440,0.106563,0.035937,0.061538,0.207206,0.000576,0.889594
0.397868,0.017601,0.192069,0.005056,0.047746,0.000736,0.013824,0.000384,0.001536,0.113860,0.035521,0.064706,0.217351,0.000800,0.903899
0.398220,0.031073,0.192166,0.005056,0.047553,0.000992,0.013729,0.000384,0.001440,0.110531,0.037569,0.063682,0.214918,0.000960,0.915355
0.397164,0.017409,0.191461,0.005056,0.047458,0.000768,0.013760,0.000352,0.001440,0.113796,0.035713,0.059778,0.212679,0.000704,0.896315
0.396652,0.017632,0.191686,0.004896,0.047714,0.000992,0.013824,0.000352,0.001472,0.108675,0.036642,0.065890,0.214183,0.000736,0.897403
0.398059,0.017409,0.191814,0.005056,0.048417,0.000576,0.013889,0.000416,0.001408,0.114531,0.035937,0.066562,0.220326,0.000768,0.906170
0.397003,0.017536,0.191750,0.004992,0.047841,0.000576,0.013825,0.000352,0.001504,0.108035,0.036289,0.060994,0.208422,0.000704,0.892122
0.396524,0.017600,0.191782,0.004896,0.047458,0.000576,0.013824,0.000384,0.001472,0.108355,0.036738,0.059617,0.208102,0.000672,0.891226
0.396459,0.017536,0.191494,0.004896,0.047329,0.000640,0.013729,0.000384,0.001504,0.107395,0.036545,0.062818,0.209638,0.000736,0.891642
0.415757,0.017472,0.191910,0.005024,0.047330,0.000608,0.013920,0.000416,0.001440,0.112291,0.036161,0.067234,0.218855,0.000640,0.920860
0.401067,0.017888,0.195430,0.005088,0.048417,0.000576,0.014977,0.000384,0.001856,0.136484,0.042337,0.064322,0.246791,0.000704,0.943451
0.397067,0.017473,0.193510,0.005312,0.048513,0.000800,0.014049,0.000416,0.001728,0.125092,0.037761,0.065090,0.231495,0.000704,0.920219
0.396908,0.017569,0.192613,0.005024,0.049186,0.000736,0.013984,0.000384,0.001792,0.134500,0.040898,0.062786,0.241992,0.000768,0.928380
0.396620,0.017664,0.192870,0.005056,0.048386,0.000736,0.013888,0.000576,0.001504,0.110660,0.038977,0.063106,0.216071,0.000704,0.903707
0.396971,0.017473,0.192134,0.005280,0.047969,0.000576,0.014337,0.000352,0.001536,0.111363,0.036897,0.059714,0.211174,0.000544,0.895994
0.396395,0.017537,0.192038,0.005056,0.047297,0.000800,0.014337,0.000352,0.001536,0.111555,0.035329,0.059330,0.209446,0.000576,0.893498
0.410572,0.017409,0.191942,0.004896,0.048705,0.000960,0.014465,0.000352,0.001536,0.111651,0.040993,0.060834,0.216646,0.000608,0.915483
0.397260,0.017505,0.192069,0.005120,0.048481,0.000608,0.014337,0.000320,0.001440,0.108995,0.036929,0.064098,0.213318,0.000704,0.899451
0.396204,0.017601,0.192357,0.005120,0.047970,0.000608,0.013760,0.000352,0.001408,0.111012,0.036225,0.060994,0.211303,0.000672,0.894747
0.395884,0.017569,0.209510,0.005152,0.047265,0.000576,0.013921,0.000384,0.001408,0.111971,0.040481,0.061602,0.217126,0.000672,0.918715
0.396236,0.017569,0.191749,0.005089,0.047585,0.000576,0.014016,0.000384,0.001472,0.106660,0.031649,0.061473,0.202758,0.000576,0.885083
0.396780,0.017760,0.192006,0.005056,0.047682,0.000608,0.013824,0.000384,0.001568,0.112964,0.035969,0.062338,0.214791,0.000608,0.900027
0.397292,0.017568,0.192070,0.004896,0.047393,0.000577,0.013856,0.000384,0.001472,0.116867,0.036481,0.060097,0.216518,0.000640,0.900250
0.396555,0.017600,0.191782,0.005248,0.048097,0.000768,0.013761,0.000384,0.001504,0.111011,0.036033,0.058978,0.209542,0.000704,0.894426
0.396427,0.017537,0.191685,0.004833,0.048097,0.000736,0.014017,0.000352,0.001536,0.109507,0.042561,0.060770,0.216230,0.000608,0.900027
0.396364,0.017665,0.191973,0.004865,0.048001,0.000576,0.013825,0.000320,0.001504,0.110147,0.036961,0.061442,0.211686,0.000576,0.895259
0.396108,0.017696,0.211559,0.004960,0.048289,0.000608,0.013857,0.000352,0.001536,0.111395,0.036609,0.059362,0.210310,0.000544,0.913467
0.396108,0.017697,0.191781,0.004929,0.047681,0.000576,0.013632,0.000352,0.001505,0.108707,0.040833,0.065474,0.218406,0.000704,0.902043
0.397644,0.017920,0.191750,0.004832,0.048161,0.000608,0.013697,0.000384,0.001472,0.108131,0.036353,0.059938,0.207622,0.000640,0.892346
0.399052,0.017409,0.191749,0.004961,0.047457,0.000640,0.013824,0.000352,0.001472,0.110243,0.042369,0.061698,0.218022,0.000736,0.903483
0.396908,0.017632,0.191494,0.004864,0.047169,0.000576,0.013888,0.000352,0.001472,0.111139,0.036481,0.059842,0.210790,0.000576,0.893114
0.396523,0.017313,0.191910,0.005088,0.047425,0.000608,0.013761,0.000384,0.001536,0.105059,0.034945,0.060290,0.204006,0.000544,0.887674
0.396236,0.017345,0.191877,0.005217,0.048065,0.000608,0.013696,0.000352,0.001408,0.111108,0.032961,0.057409,0.205063,0.000576,0.888059
0.414412,0.017472,0.192486,0.005312,0.047617,0.000576,0.013825,0.000384,0.001472,0.112803,0.042209,0.070306,0.228583,0.000544,0.930748
0.397228,0.017504,0.191910,0.005056,0.048226,0.000576,0.013728,0.000352,0.001504,0.106979,0.037474,0.059713,0.207366,0.000736,0.892090
0.395820,0.017633,0.191877,0.004928,0.048482,0.000576,0.013600,0.000352,0.001504,0.106755,0.041505,0.067042,0.218535,0.000608,0.901243
0.396620,0.017312,0.192134,0.004864,0.047234,0.000576,0.013856,0.000352,0.001440,0.108835,0.052834,0.085891,0.250856,0.000768,0.933532
0.397132,0.017536,0.191910,0.004864,0.047873,0.000576,0.013664,0.000384,0.001440,0.105667,0.037345,0.058754,0.205222,0.000800,0.889562
0.396587,0.017633,0.191462,0.005024,0.047329,0.000608,0.013953,0.000352,0.001472,0.112675,0.040513,0.061378,0.217734,0.000736,0.900474
0.395852,0.017344,0.191526,0.005248,0.047361,0.000576,0.013601,0.000384,0.001440,0.109539,0.038465,0.058658,0.210022,0.000448,0.891482
0.411277,0.017408,0.191974,0.005024,0.047169,0.000640,0.013793,0.000384,0.001568,0.111107,0.036385,0.061986,0.212518,0.000576,0.910075
0.396908,0.017537,0.191557,0.005089,0.047489,0.000608,0.014112,0.000384,0.001408,0.107491,0.034721,0.058786,0.204390,0.000672,0.887995
0.396907,0.017440,0.191558,0.005024,0.047585,0.000576,0.013697,0.000384,0.001504,0.109667,0.032385,0.056450,0.201670,0.000704,0.884602
0.396780,0.017536,0.192166,0.005184,0.047362,0.000576,0.013760,0.000384,0.001504,0.129636,0.038881,0.064258,0.236263,0.000736,0.920283
0.396939,0.017377,0.191494,0.004992,0.047489,0.000800,0.013633,0.000384,0.001536,0.107427,0.040385,0.066082,0.217350,0.000672,0.899706
0.397452,0.017600,0.191814,0.004896,0.047266,0.000736,0.013632,0.000352,0.001472,0.107203,0.036161,0.058882,0.205638,0.000736,0.888954
0.397803,0.017537,0.191814,0.004864,0.047841,0.000992,0.013633,0.000352,0.001440,0.107555,0.036417,0.058978,0.205990,0.000704,0.890298
0.415724,0.017345,0.191558,0.004864,0.047361,0.000576,0.013633,0.000384,0.001504,0.108707,0.036001,0.060930,0.209062,0.000576,0.910299
0.396332,0.017377,0.191717,0.004801,0.047105,0.000608,0.013632,0.000384,0.001472,0.110788,0.034945,0.059426,0.208487,0.000544,0.889787
0.396332,0.017728,0.191462,0.004800,0.047138,0.000576,0.013536,0.000384,0.001440,0.108451,0.035905,0.060674,0.208102,0.000576,0.889658
0.395819,0.017441,0.191718,0.005088,0.066594,0.000704,0.013856,0.000384,0.001568,0.110595,0.037345,0.063522,0.214215,0.000704,0.916507
0.396779,0.017441,0.191590,0.004928,0.047009,0.000608,0.013569,0.000384,0.001440,0.109891,0.036065,0.058850,0.207686,0.000736,0.889626
0.396524,0.017537,0.191717,0.004896,0.047170,0.000608,0.013920,0.000320,0.001440,0.110916,0.039649,0.071906,0.225703,0.000640,0.908251
0.396108,0.017633,0.191429,0.004865,0.047617,0.000608,0.013696,0.000320,0.001536,0.107556,0.035809,0.059618,0.206311,0.000608,0.888187
0.412524,0.017856,0.191814,0.004832,0.047106,0.000576,0.013568,0.000352,0.001408,0.108259,0.041346,0.062977,0.215750,0.000673,0.913691
0.396427,0.017345,0.191366,0.004832,0.047105,0.000608,0.013921,0.000352,0.001472,0.109603,0.035393,0.059202,0.207174,0.000608,0.887930
0.396748,0.017376,0.191622,0.004864,0.047074,0.000608,0.013536,0.000384,0.001504,0.107427,0.042178,0.066338,0.219367,0.000608,0.901051
0.396524,0.017408,0.210759,0.005216,0.048289,0.000640,0.013601,0.000320,0.001536,0.107555,0.035425,0.058914,0.204582,0.000576,0.907931
0.396044,0.017312,0.192230,0.004800,0.047138,0.000992,0.013824,0.000384,0.001504,0.114980,0.040289,0.068802,0.227335,0.000672,0.909627
0.397100,0.017376,0.192102,0.004832,0.047074,0.000768,0.013824,0.000320,0.001504,0.110019,0.036129,0.058850,0.208198,0.000736,0.891258
0.396395,0.017601,0.192614,0.004928,0.047489,0.000576,0.013857,0.000352,0.001504,0.111555,0.041601,0.066306,0.222950,0.000704,0.906842
0.396620,0.017664,0.191526,0.004832,0.047553,0.000608,0.013537,0.000384,0.001440,0.108163,0.035329,0.059042,0.205958,0.000544,0.888026
0.396236,0.017632,0.191782,0.004800,0.048065,0.000609,0.013600,0.000416,0.001440,0.108707,0.035361,0.060610,0.207878,0.000512,0.890554
0.396524,0.017729,0.191493,0.005345,0.047361,0.000608,0.013600,0.000384,0.001440,0.111075,0.033313,0.057666,0.205414,0.000672,0.888667
0.396012,0.017824,0.207974,0.005184,0.047682,0.000608,0.013632,0.000352,0.001440,0.103331,0.036161,0.058529,0.200998,0.000576,0.899898
0.395788,0.017537,0.191845,0.005280,0.047266,0.000960,0.013472,0.000352,0.001536,0.106211,0.042114,0.061602,0.213063,0.000576,0.895291
0.396491,0.017601,0.191910,0.004864,0.047841,0.000608,0.013665,0.000384,0.001472,0.106275,0.033185,0.057634,0.200198,0.000544,0.883130
0.396588,0.017504,0.191654,0.004864,0.048161,0.000608,0.013601,0.000384,0.001536,0.107811,0.036161,0.060194,0.207334,0.000480,0.890202
0.396620,0.017313,0.192005,0.005025,0.047137,0.000576,0.013728,0.000384,0.001473,0.107043,0.034337,0.064130,0.210022,0.000640,0.891931
0.396940,0.017728,0.191526,0.004896,0.047745,0.000576,0.013505,0.000352,0.001440,0.099523,0.034785,0.057090,0.194854,0.000544,0.877562
0.396459,0.017409,0.191718,0.005312,0.047777,0.000800,0.013697,0.000384,0.001504,0.119171,0.038178,0.066754,0.227623,0.000544,0.911387
0.396651,0.017665,0.207398,0.005184,0.048642,0.000768,0.013728,0.000352,0.001408,0.108324,0.037345,0.063778,0.212743,0.000512,0.913211
0.397036,0.017729,0.192165,0.005280,0.048386,0.000768,0.013760,0.000352,0.001472,0.102243,0.034849,0.061410,0.201606,0.000544,0.886810
0.395723,0.017761,0.192870,0.005344,0.047969,0.000736,0.014337,0.000352,0.001536,0.113763,0.039361,0.057794,0.214598,0.000576,0.900250
0.397419,0.017761,0.192422,0.005056,0.050177,0.000800,0.013665,0.000352,0.001440,0.106339,0.036161,0.071490,0.217030,0.000544,0.903898
0.396172,0.017537,0.191557,0.005056,0.050049,0.000736,0.014080,0.000352,0.001441,0.103011,0.037601,0.063458,0.207046,0.000640,0.892475
0.396459,0.017537,0.191621,0.005056,0.048929,0.000544,0.013985,0.000352,0.001568,0.106147,0.035393,0.058562,0.203302,0.000576,0.887386
0.396011,0.017792,0.191622,0.005088,0.049473,0.000832,0.013761,0.000384,0.001568,0.106019,0.040289,0.064706,0.214118,0.000640,0.900474
0.397676,0.017569,0.210438,0.005408,0.048481,0.000608,0.013473,0.000416,0.001472,0.111811,0.042818,0.065985,0.223623,0.000512,0.927580
0.395788,0.017345,0.192069,0.004896,0.048770,0.000608,0.013472,0.000384,0.001472,0.104771,0.036034,0.064993,0.208807,0.000480,0.891323
0.396844,0.017473,0.191910,0.004864,0.048257,0.000608,0.013665,0.000352,0.001440,0.108323,0.037185,0.064450,0.212998,0.000704,0.897275
0.396524,0.017344,0.191846,0.004864,0.047874,0.000608,0.013472,0.000416,0.001472,0.104899,0.035105,0.058466,0.201638,0.000576,0.883994
0.396492,0.017569,0.192005,0.005089,0.047969,0.000608,0.013856,0.000384,0.001504,0.112132,0.041761,0.066722,0.223815,0.000640,0.907611
0.396556,0.017441,0.191205,0.005312,0.049154,0.000576,0.014048,0.000352,0.001536,0.105636,0.035041,0.064002,0.207751,0.000608,0.891803
0.395852,0.017824,0.191686,0.004800,0.047713,0.000608,0.013793,0.000384,0.001440,0.109091,0.035233,0.060482,0.208198,0.000576,0.890170
0.396684,0.017761,0.210214,0.005376,0.047681,0.000576,0.013505,0.000352,0.001472,0.104355,0.034977,0.062946,0.205126,0.000608,0.907387
0.395916,0.017601,0.192069,0.004993,0.047169,0.000640,0.013760,0.000352,0.001440,0.106628,0.035713,0.059297,0.204966,0.000480,0.886651
0.396108,0.017312,0.191846,0.005088,0.047297,0.000608,0.013697,0.000384,0.001472,0.106595,0.032897,0.058178,0.201126,0.000640,0.883482
0.395852,0.017472,0.191750,0.004992,0.047074,0.000576,0.013600,0.000384,0.001472,0.099971,0.036385,0.061186,0.200550,0.000512,0.881338
0.396044,0.017505,0.191653,0.004833,0.047361,0.000608,0.013504,0.000416,0.001472,0.106403,0.042209,0.060354,0.212038,0.000608,0.893403
0.396172,0.017632,0.192390,0.005248,0.047521,0.000608,0.013857,0.000384,0.001472,0.111907,0.034817,0.060130,0.210054,0.000608,0.893370
0.395915,0.017697,0.192198,0.004896,0.047713,0.000544,0.013537,0.000416,0.001440,0.106723,0.043329,0.066306,0.219718,0.000576,0.902170
0.396748,0.017825,0.212774,0.005216,0.047585,0.000608,0.013792,0.000352,0.001504,0.113219,0.035489,0.065569,0.217862,0.000512,0.923164
0.396427,0.017729,0.191622,0.005120,0.049121,0.000608,0.013601,0.000384,0.001440,0.107139,0.036065,0.068034,0.214374,0.000640,0.897882
0.396044,0.017665,0.192165,0.005121,0.048129,0.000576,0.013824,0.000352,0.001473,0.107363,0.035873,0.061506,0.207846,0.000640,0.891259
