Layer[0],Layer[1],TEE[2-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.417681,0.017504,0.755902,0.000768,0.013889,0.000832,0.001536,0.001056,0.000352,1.218320
0.416433,0.017409,0.737853,0.001120,0.014145,0.000416,0.001408,0.001024,0.000384,1.199152
0.420945,0.017568,0.736125,0.000928,0.014112,0.000608,0.001408,0.000992,0.000384,1.201871
0.415953,0.017441,0.753821,0.001217,0.013952,0.000384,0.001504,0.001088,0.000352,1.214960
0.416241,0.017696,0.728733,0.000800,0.014049,0.000672,0.001440,0.000928,0.000384,1.188687
0.416016,0.017633,0.723260,0.000960,0.014208,0.000384,0.001536,0.000960,0.000384,1.183534
0.452369,0.017536,0.739806,0.001024,0.014112,0.000352,0.001568,0.001024,0.000416,1.238001
0.416880,0.017569,0.740957,0.000704,0.014177,0.000832,0.001440,0.001088,0.000384,1.203119
0.420913,0.017505,0.729853,0.000832,0.014208,0.000576,0.001504,0.001056,0.000384,1.194832
0.417361,0.017633,0.753214,0.000736,0.014528,0.000832,0.001408,0.001024,0.000384,1.215472
0.417073,0.017697,0.736989,0.000704,0.014176,0.000608,0.001504,0.001056,0.000384,1.198544
0.414992,0.017409,0.755326,0.000864,0.014433,0.000608,0.001504,0.001024,0.000320,1.215696
0.416593,0.017665,0.735037,0.000832,0.013792,0.000384,0.001376,0.001025,0.000384,1.195440
0.417745,0.017505,0.721884,0.000800,0.013953,0.000608,0.001472,0.001024,0.000384,1.183311
0.415857,0.017249,0.764574,0.000928,0.014113,0.000352,0.001536,0.001024,0.000384,1.224689
0.417136,0.017664,0.730653,0.000832,0.013665,0.000608,0.001472,0.000960,0.000384,1.191663
0.416720,0.017665,0.739805,0.001120,0.014497,0.000608,0.001440,0.001088,0.000384,1.201679
0.441073,0.017377,0.754142,0.000736,0.014145,0.000832,0.001504,0.001088,0.000384,1.240849
0.420177,0.017568,0.736126,0.001216,0.014112,0.000448,0.001408,0.001024,0.000384,1.200495
0.416656,0.017473,0.750078,0.000896,0.014144,0.000608,0.001472,0.001121,0.000576,1.210096
0.415344,0.018177,0.725629,0.000800,0.013984,0.000832,0.001504,0.000960,0.000320,1.185071
0.416752,0.017313,0.721180,0.000897,0.013984,0.000576,0.001440,0.000992,0.000416,1.181582
0.416176,0.017632,0.767839,0.000896,0.014112,0.000608,0.001472,0.001056,0.000608,1.228848
0.417072,0.017633,0.720892,0.001121,0.014208,0.000416,0.001376,0.001088,0.000384,1.181934
0.417905,0.017985,0.732157,0.000800,0.014112,0.000832,0.001505,0.001152,0.000352,1.194992
0.416752,0.017473,0.760350,0.001056,0.014113,0.000864,0.001504,0.001024,0.000608,1.222000
0.416177,0.017345,0.697851,0.000864,0.014049,0.000832,0.001472,0.001088,0.000384,1.158670
0.415632,0.017536,0.746782,0.000864,0.013920,0.000608,0.001441,0.001088,0.000608,1.207504
0.416240,0.018081,0.733917,0.000736,0.013984,0.000864,0.001441,0.001056,0.000608,1.212016
0.415952,0.017761,0.738749,0.000736,0.013953,0.000640,0.001472,0.001088,0.000384,1.198959
0.416304,0.017697,0.730141,0.000768,0.014048,0.000800,0.001505,0.001120,0.000352,1.190767
0.430033,0.017729,0.742461,0.000704,0.014049,0.000832,0.001472,0.001024,0.000352,1.216528
0.417168,0.017665,0.737597,0.000768,0.013921,0.000384,0.001600,0.001152,0.000352,1.199375
0.415536,0.017537,0.732029,0.000768,0.035137,0.000672,0.001440,0.001184,0.000352,1.213200
0.417809,0.017601,0.752350,0.000832,0.014176,0.000864,0.001504,0.001120,0.000352,1.215856
0.417328,0.017665,0.732765,0.000768,0.014273,0.000640,0.001888,0.001056,0.000416,1.195279
0.421360,0.017696,0.740958,0.000896,0.014208,0.000608,0.001632,0.001056,0.000416,1.207120
0.416849,0.017408,0.726685,0.001088,0.014657,0.000576,0.001664,0.001216,0.000384,1.190607
0.416944,0.017633,0.721596,0.001153,0.015360,0.000448,0.001376,0.000864,0.000416,1.184462
0.418513,0.017376,0.735933,0.000736,0.014112,0.000832,0.001600,0.001120,0.000384,1.198799
0.416944,0.017441,0.737277,0.000832,0.014113,0.000672,0.001824,0.001184,0.000384,1.199279
0.416592,0.017472,0.725213,0.000800,0.014497,0.000416,0.001824,0.001184,0.000416,1.187951
0.434290,0.017728,0.737022,0.000704,0.014208,0.000832,0.001600,0.001280,0.000416,1.217008
0.418448,0.017473,0.734589,0.001216,0.014145,0.000640,0.001472,0.001280,0.000416,1.198383
0.416624,0.018145,0.735741,0.000768,0.014209,0.000640,0.001568,0.001216,0.000384,1.197871
0.420272,0.017601,0.732637,0.000800,0.014113,0.000832,0.001504,0.001088,0.000352,1.197679
0.420336,0.017665,0.729821,0.000672,0.013985,0.000384,0.001728,0.001152,0.000608,1.195023
0.415825,0.017504,0.748862,0.000928,0.014273,0.000608,0.001600,0.001152,0.000576,1.211184
0.416817,0.017569,0.738173,0.000832,0.014048,0.000416,0.001440,0.001152,0.000352,1.199216
0.420273,0.017696,0.743166,0.000928,0.014369,0.000832,0.001568,0.001120,0.000576,1.208944
0.416337,0.017793,0.757278,0.000864,0.014592,0.000640,0.001408,0.001216,0.000576,1.219920
0.415409,0.017472,0.730844,0.001153,0.014432,0.000608,0.001504,0.001184,0.000384,1.192207
0.415440,0.017472,0.745694,0.000704,0.014592,0.000577,0.001792,0.001216,0.000384,1.206960
0.437970,0.017600,0.739902,0.000736,0.014560,0.000864,0.001537,0.001248,0.000384,1.224177
0.415825,0.017568,0.731645,0.000928,0.014113,0.000608,0.001728,0.001184,0.000416,1.192399
0.416785,0.017696,0.736990,0.001184,0.046466,0.000768,0.001632,0.001120,0.000608,1.232945
0.416177,0.017761,0.727324,0.000800,0.014145,0.000384,0.001536,0.001312,0.000608,1.189743
0.416433,0.017760,0.728221,0.000864,0.014209,0.000576,0.001760,0.001152,0.000384,1.190447
0.415600,0.017473,0.765438,0.000896,0.014241,0.000832,0.001440,0.001184,0.000416,1.226320
0.416465,0.017697,0.738077,0.000864,0.014177,0.000640,0.001600,0.001120,0.000352,1.199504
0.415952,0.017313,0.726749,0.000864,0.014272,0.000416,0.001504,0.001152,0.000608,1.187151
0.416561,0.017536,0.747806,0.000832,0.014049,0.000608,0.001408,0.000992,0.000352,1.208848
0.420049,0.017569,0.735869,0.000832,0.014144,0.000576,0.001505,0.001184,0.000416,1.200272
0.420688,0.017569,0.730621,0.000736,0.014433,0.000576,0.001536,0.001248,0.000384,1.195951
0.433617,0.017472,0.745437,0.000768,0.014145,0.000832,0.001472,0.001088,0.000352,1.223376
0.415824,0.017633,0.735325,0.000896,0.014209,0.000608,0.001440,0.001248,0.000384,1.196303
0.420592,0.017665,0.767486,0.000897,0.014272,0.000416,0.001472,0.001088,0.000384,1.233968
0.417393,0.017441,0.720508,0.000800,0.013921,0.000608,0.001472,0.001024,0.000576,1.182287
0.415953,0.017633,0.724444,0.000864,0.014177,0.000576,0.001472,0.000992,0.000384,1.184815
0.416561,0.017376,0.752574,0.000896,0.014337,0.000544,0.001440,0.000928,0.000576,1.213520
0.415985,0.017505,0.732573,0.000800,0.013984,0.000864,0.001440,0.001184,0.000384,1.193327
0.416048,0.018177,0.722045,0.000864,0.013984,0.000352,0.001440,0.001024,0.000416,1.183374
0.414736,0.017409,0.744413,0.000768,0.014049,0.000576,0.001408,0.001216,0.000608,1.203728
0.418001,0.017441,0.731357,0.000672,0.014176,0.000832,0.001440,0.001089,0.000480,1.194224
0.415696,0.017857,0.726621,0.000736,0.014272,0.000608,0.001408,0.001024,0.000608,1.187151
0.447922,0.017633,0.753246,0.000704,0.014080,0.000576,0.001505,0.001120,0.000608,1.246578
0.415761,0.017441,0.716092,0.000896,0.014657,0.000640,0.001568,0.000960,0.000384,1.177135
0.416368,0.017440,0.712892,0.001088,0.014912,0.000416,0.001472,0.000960,0.000384,1.174574
0.416369,0.017569,0.727036,0.000864,0.014752,0.000608,0.001440,0.000960,0.000288,1.188079
0.417425,0.017505,0.706108,0.000800,0.014624,0.000832,0.001376,0.000865,0.000352,1.167151
0.418032,0.017505,0.743421,0.000865,0.014144,0.000352,0.001408,0.000864,0.000384,1.205295
0.416337,0.020705,0.721276,0.001153,0.014912,0.000416,0.001472,0.000960,0.000384,1.186191
0.416848,0.017601,0.713820,0.000864,0.015137,0.000416,0.001408,0.000928,0.000384,1.175630
0.417296,0.017505,0.745469,0.000832,0.014913,0.000384,0.001408,0.000992,0.000384,1.207824
0.416049,0.017248,0.742558,0.000736,0.014240,0.000416,0.001504,0.000960,0.000384,1.201968
0.415888,0.017249,0.716444,0.000832,0.014945,0.000352,0.001408,0.000832,0.000352,1.176366
0.416785,0.032609,0.735325,0.001216,0.014785,0.000448,0.001536,0.000896,0.000352,1.213168
0.416785,0.017729,0.736893,0.001216,0.014977,0.000384,0.001504,0.000896,0.000384,1.198544
0.415952,0.017345,0.704348,0.000960,0.014368,0.000384,0.001473,0.000928,0.000384,1.163886
0.429457,0.017569,0.740733,0.001248,0.015105,0.000608,0.001408,0.000928,0.000384,1.215600
0.415985,0.017472,0.713981,0.000896,0.014400,0.000384,0.001408,0.000960,0.000352,1.173486
0.416369,0.017633,0.727676,0.000960,0.014593,0.000384,0.001408,0.000864,0.000288,1.187567
0.417328,0.017409,0.738589,0.001312,0.014433,0.000352,0.001440,0.000864,0.000672,1.200751
0.416336,0.020961,0.745822,0.001248,0.014816,0.000416,0.001376,0.000960,0.000352,1.209199
0.417521,0.017824,0.750942,0.001216,0.015361,0.000416,0.001408,0.000960,0.000288,1.213808
0.418544,0.017537,0.710012,0.000768,0.014657,0.000448,0.001376,0.000832,0.000352,1.172110
0.415504,0.017281,0.766878,0.001312,0.015553,0.000576,0.001472,0.000864,0.000448,1.227920
0.417840,0.017505,0.782495,0.000928,0.014561,0.000416,0.001472,0.000960,0.000320,1.244945
0.416720,0.017505,0.725117,0.001184,0.015392,0.000416,0.001408,0.000929,0.000352,1.187151
0.417041,0.017441,0.727996,0.000992,0.014593,0.000384,0.001504,0.001024,0.000352,1.189199
0.417328,0.018177,0.736285,0.001280,0.014561,0.000416,0.001376,0.000960,0.000384,1.199631
0.417713,0.018304,0.716573,0.000800,0.014304,0.000416,0.001441,0.000928,0.000384,1.178351
0.416496,0.020641,0.730525,0.000992,0.014305,0.000416,0.001504,0.001152,0.000384,1.193999
0.432882,0.017312,0.719613,0.000864,0.015009,0.000416,0.001440,0.000928,0.000384,1.196400
0.415953,0.017249,0.708924,0.000992,0.014240,0.000352,0.001440,0.001025,0.000384,1.168143
0.415889,0.020801,0.720156,0.000832,0.014465,0.000384,0.001504,0.001056,0.000352,1.182863
0.427824,0.017504,0.729437,0.001248,0.014177,0.000384,0.001408,0.000992,0.000384,1.201103
0.415856,0.017473,0.719549,0.000832,0.014304,0.000704,0.001440,0.000960,0.000352,1.178863
0.415153,0.017217,0.705724,0.000704,0.014112,0.000576,0.001376,0.000832,0.000480,1.164014
0.415761,0.020801,0.729501,0.001216,0.014912,0.000384,0.001440,0.000928,0.000416,1.192848
0.417041,0.017505,0.726812,0.000896,0.014816,0.000576,0.001728,0.000864,0.000352,1.188495
0.416593,0.017505,0.758686,0.000768,0.014336,0.000608,0.001408,0.000993,0.000608,1.219537
0.415537,0.017440,0.707804,0.001441,0.014400,0.000352,0.001376,0.000864,0.000384,1.167278
0.415664,0.017472,0.707036,0.000832,0.013985,0.000416,0.001440,0.000864,0.000256,1.165710
0.415697,0.017633,0.772990,0.000800,0.014881,0.000384,0.001504,0.000928,0.000384,1.234929
0.417392,0.017696,0.726813,0.000864,0.015201,0.000576,0.001568,0.000960,0.000384,1.189999
0.417584,0.017824,0.728317,0.001472,0.015297,0.000608,0.001504,0.001184,0.000352,1.192623
0.416433,0.017601,0.751197,0.001313,0.015264,0.000384,0.001376,0.000896,0.000384,1.214736
0.417072,0.017440,0.722621,0.001152,0.015233,0.000608,0.001472,0.001056,0.000288,1.183535
0.417296,0.017665,0.726813,0.001024,0.014656,0.000352,0.001472,0.000897,0.000384,1.188495
0.430449,0.020929,0.730877,0.001024,0.014817,0.000352,0.001408,0.000864,0.000288,1.208688
0.416752,0.017472,0.730173,0.000928,0.015169,0.000384,0.001568,0.000832,0.000416,1.192207
0.416465,0.017632,0.725469,0.000800,0.014209,0.000384,0.001376,0.000992,0.000352,1.185871
0.417105,0.017248,0.744702,0.001184,0.014913,0.000384,0.001472,0.000864,0.000384,1.205328
0.416080,0.017504,0.711548,0.000864,0.014400,0.000576,0.001408,0.001024,0.000288,1.170894
0.417936,0.017441,0.716477,0.001248,0.032513,0.000672,0.001536,0.000768,0.000352,1.196783
0.416848,0.017377,0.726877,0.000864,0.014912,0.000608,0.001472,0.001024,0.000384,1.189007
0.416369,0.020865,0.710652,0.000928,0.014721,0.000384,0.001472,0.000960,0.000352,1.173711
0.418096,0.017793,0.797024,0.000832,0.014592,0.000352,0.001568,0.000992,0.000384,1.258642
0.417873,0.017569,0.722364,0.000832,0.014497,0.000352,0.001376,0.001056,0.000288,1.183183
0.416593,0.017505,0.732477,0.001344,0.015264,0.000384,0.001696,0.000992,0.000384,1.194512
0.417233,0.017472,0.732541,0.000832,0.014593,0.000384,0.001408,0.000960,0.000384,1.193871
0.417648,0.017633,0.735805,0.000896,0.014177,0.000736,0.001376,0.001056,0.000384,1.198799
0.416593,0.017505,0.715004,0.000896,0.014657,0.000416,0.001504,0.000992,0.000320,1.175791
0.429105,0.017632,0.727837,0.001120,0.015233,0.000416,0.001504,0.001120,0.000352,1.201999
0.417553,0.017505,0.735517,0.000704,0.014880,0.000544,0.001440,0.001280,0.000417,1.198544
0.417008,0.017441,0.732669,0.000704,0.014881,0.000384,0.001472,0.001056,0.000224,1.193935
0.429553,0.017441,0.750686,0.000832,0.015232,0.000353,0.001536,0.001056,0.000320,1.224145
0.416048,0.017281,0.728285,0.000800,0.014049,0.000608,0.001440,0.001152,0.000352,1.188015
0.416785,0.017504,0.747198,0.001184,0.014721,0.000832,0.001504,0.001056,0.000384,1.208944
0.416433,0.017729,0.743165,0.001120,0.014305,0.000416,0.001504,0.001120,0.000352,1.205392
0.420208,0.017665,0.730045,0.000864,0.013793,0.000832,0.001504,0.001024,0.000320,1.193967
0.416112,0.017536,0.750174,0.001120,0.014017,0.000608,0.001408,0.001088,0.000320,1.210256
0.415440,0.017697,0.729597,0.000800,0.014080,0.000352,0.001408,0.001024,0.000320,1.188879
0.415985,0.017664,0.730365,0.000704,0.014241,0.000608,0.001536,0.001024,0.000384,1.190063
0.416945,0.017633,0.740285,0.001088,0.014208,0.000352,0.001632,0.001120,0.000384,1.202576
0.416016,0.017665,0.723325,0.001184,0.014144,0.000609,0.001536,0.001056,0.000384,1.183919
0.415792,0.017377,0.721853,0.000800,0.014016,0.000640,0.001472,0.000992,0.000384,1.180942
0.438353,0.017505,0.735581,0.000768,0.014176,0.000800,0.001440,0.001088,0.000320,1.218225
0.415760,0.017537,0.722781,0.000704,0.013920,0.000416,0.001472,0.001088,0.000352,1.182191
0.415376,0.017505,0.727037,0.000864,0.014240,0.000641,0.001408,0.001120,0.000384,1.187055
0.416560,0.017280,0.731165,0.000704,0.014081,0.000832,0.001472,0.001184,0.000416,1.191055
0.415537,0.017441,0.737149,0.001024,0.014337,0.000608,0.001408,0.001120,0.000384,1.196336
0.415568,0.017345,0.755774,0.000800,0.014337,0.000384,0.001536,0.001120,0.000384,1.215280
0.416304,0.017505,0.728189,0.000832,0.013952,0.000384,0.001376,0.001088,0.000352,1.187151
0.415761,0.017601,0.736349,0.000960,0.013952,0.000416,0.001440,0.001056,0.000352,1.196656
0.415857,0.017472,0.756958,0.000768,0.014081,0.000608,0.001376,0.001088,0.000352,1.216976
0.416369,0.017505,0.721436,0.000800,0.014113,0.000832,0.001504,0.001184,0.000352,1.181327
0.421968,0.017697,0.730941,0.001120,0.014465,0.000832,0.001440,0.000992,0.000352,1.197424
0.436946,0.017665,0.712796,0.000768,0.014496,0.000416,0.001473,0.001120,0.000384,1.194544
0.415728,0.017377,0.731869,0.000736,0.014145,0.000608,0.001472,0.001088,0.000352,1.191887
0.416113,0.017345,0.726780,0.000704,0.014401,0.000832,0.001440,0.001152,0.000384,1.186415
0.424593,0.017569,0.722813,0.000768,0.014080,0.000672,0.001440,0.001152,0.000352,1.191056
0.420305,0.017505,0.720252,0.000704,0.013985,0.000608,0.001504,0.000992,0.000352,1.184207
0.415728,0.017473,0.751998,0.000768,0.014305,0.000832,0.001504,0.000992,0.000320,1.211440
0.420241,0.017504,0.730813,0.000768,0.014209,0.000608,0.001536,0.001120,0.000384,1.196591
0.420049,0.017729,0.729244,0.000768,0.014049,0.000832,0.001472,0.001184,0.000672,1.193583
0.417008,0.017505,0.757278,0.000768,0.014433,0.000608,0.001472,0.001024,0.000704,1.218864
0.415569,0.017536,0.725276,0.000768,0.013921,0.000832,0.001504,0.001120,0.000352,1.184495
0.416273,0.017664,0.729085,0.000800,0.014273,0.000608,0.001472,0.000992,0.000384,1.189487
0.416273,0.017569,0.749469,0.000800,0.014400,0.000384,0.001472,0.001056,0.000384,1.210640
0.416432,0.017505,0.735741,0.000832,0.014113,0.000384,0.001536,0.001088,0.000352,1.195343
0.421073,0.017441,0.738077,0.000800,0.014145,0.000576,0.001504,0.001120,0.000384,1.202960
