Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-5],OUT[5],TEE[4-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394059,0.017505,0.191206,0.004800,0.116387,0.085891,0.063906,0.269128,0.014752,0.000512,0.001472,0.001056,0.000352,0.902010
0.394539,0.017664,0.208710,0.005120,0.114756,0.096323,0.065378,0.279689,0.014368,0.000480,0.001536,0.001088,0.000320,0.931483
0.394636,0.017600,0.191238,0.004800,0.111172,0.078978,0.064066,0.257096,0.015104,0.000512,0.001536,0.001248,0.000416,0.891866
0.394891,0.017409,0.191238,0.004960,0.124099,0.087394,0.067202,0.281672,0.014529,0.000512,0.001536,0.001120,0.000352,0.916443
0.395692,0.017537,0.191685,0.004832,0.114627,0.083810,0.061698,0.263175,0.014241,0.000512,0.001568,0.001152,0.000288,0.897915
0.395372,0.017632,0.191558,0.004800,0.121252,0.083234,0.063010,0.270600,0.014913,0.000544,0.001504,0.001152,0.000320,0.906651
0.394635,0.017505,0.191365,0.004865,0.116803,0.088003,0.069090,0.276968,0.014560,0.000512,0.001472,0.001248,0.000320,0.910586
0.394316,0.017408,0.191334,0.004800,0.111588,0.079106,0.060290,0.254280,0.014208,0.000480,0.001472,0.001216,0.000320,0.886458
0.394956,0.017537,0.209382,0.005024,0.116131,0.088067,0.064418,0.271752,0.014368,0.000512,0.001504,0.001056,0.000353,0.923580
0.394284,0.017536,0.191238,0.004800,0.109603,0.082563,0.063362,0.258312,0.014080,0.000576,0.001440,0.001152,0.000288,0.890394
0.394252,0.017409,0.191621,0.004800,0.115300,0.082402,0.063202,0.263976,0.014401,0.000480,0.001440,0.001120,0.000288,0.897179
0.394379,0.017473,0.191526,0.004864,0.121795,0.082819,0.063202,0.271240,0.015136,0.000480,0.001504,0.001184,0.000352,0.906874
0.395179,0.017601,0.191621,0.004801,0.113315,0.079458,0.060738,0.256583,0.014561,0.000480,0.001536,0.001152,0.000384,0.890778
0.394923,0.017505,0.191429,0.004801,0.121539,0.083235,0.063746,0.271688,0.014336,0.000512,0.001760,0.001088,0.000352,0.905530
0.394572,0.017664,0.191301,0.004800,0.118724,0.087586,0.064098,0.273448,0.014593,0.000480,0.001472,0.001152,0.000320,0.906715
0.395756,0.017472,0.209191,0.005152,0.130244,0.087874,0.065698,0.286952,0.014657,0.000480,0.001504,0.001280,0.000608,0.942172
0.394764,0.017665,0.191493,0.004737,0.114787,0.082626,0.060578,0.260935,0.014209,0.000448,0.001440,0.001152,0.000384,0.894235
0.394155,0.017729,0.191493,0.004865,0.120579,0.082019,0.071074,0.276712,0.014400,0.000512,0.001536,0.001152,0.000320,0.910234
0.394412,0.017600,0.192038,0.004800,0.119748,0.081474,0.067042,0.271496,0.014528,0.000480,0.001473,0.001120,0.000320,0.905243
0.394284,0.017440,0.191718,0.004800,0.118916,0.080482,0.062050,0.264456,0.014976,0.000480,0.001472,0.001120,0.000288,0.897947
0.394508,0.017280,0.191782,0.004832,0.114276,0.093250,0.060866,0.271464,0.014561,0.000480,0.001472,0.001088,0.000288,0.904987
0.394092,0.017345,0.191557,0.004833,0.114691,0.079682,0.059682,0.256871,0.014913,0.000512,0.001504,0.000992,0.000416,0.889755
0.426989,0.017568,0.191910,0.004832,0.122404,0.088194,0.070786,0.284552,0.014176,0.000512,0.001408,0.001088,0.000384,0.950812
0.393995,0.017473,0.191590,0.004864,0.119139,0.085315,0.061666,0.269064,0.014176,0.000512,0.001408,0.000832,0.000288,0.900698
0.395243,0.017377,0.191590,0.004832,0.111555,0.082178,0.064706,0.261383,0.014177,0.000512,0.001472,0.000992,0.000288,0.895194
0.394795,0.017345,0.191749,0.004801,0.132260,0.080802,0.060962,0.277064,0.033697,0.000480,0.001568,0.001120,0.000256,0.929659
0.394251,0.017472,0.191558,0.004832,0.113667,0.081059,0.061090,0.258792,0.014784,0.000512,0.001440,0.001088,0.000256,0.891482
0.393996,0.017473,0.191525,0.004864,0.109092,0.086978,0.066594,0.265544,0.015073,0.000480,0.001408,0.000896,0.000288,0.897915
0.395340,0.017473,0.192325,0.004832,0.126531,0.081923,0.061826,0.273449,0.015168,0.000512,0.001536,0.001056,0.000320,0.909467
0.417549,0.017568,0.191910,0.004832,0.116612,0.088130,0.063138,0.270792,0.014881,0.000480,0.001504,0.000928,0.000320,0.927836
0.395948,0.017824,0.193414,0.004800,0.134628,0.084995,0.063138,0.285993,0.015072,0.000736,0.001760,0.001984,0.000352,0.929819
0.395243,0.017569,0.191814,0.004864,0.119715,0.083587,0.065378,0.271944,0.015424,0.000512,0.001728,0.001152,0.000384,0.908986
0.395371,0.017377,0.191878,0.004864,0.122243,0.117764,0.091043,0.334762,0.015104,0.000544,0.001600,0.001184,0.000352,0.971068
0.395308,0.017408,0.191622,0.004864,0.125220,0.086274,0.066433,0.281257,0.014688,0.000512,0.001856,0.001280,0.000320,0.916283
0.394924,0.017696,0.191622,0.004896,0.117955,0.081699,0.063618,0.266504,0.015168,0.000544,0.001504,0.001184,0.000288,0.902234
0.395436,0.017601,0.191589,0.004865,0.117539,0.081186,0.062210,0.264135,0.014465,0.000544,0.001600,0.001120,0.000320,0.898843
0.414284,0.017696,0.191494,0.004800,0.118692,0.087714,0.066338,0.275912,0.014401,0.000480,0.001536,0.001152,0.000448,0.929435
0.393931,0.017345,0.191814,0.004864,0.115043,0.085571,0.063650,0.267496,0.014848,0.000544,0.001504,0.001184,0.000352,0.901178
0.394508,0.017408,0.191430,0.004832,0.153573,0.085058,0.063202,0.305065,0.014433,0.000480,0.001536,0.001120,0.000352,0.938716
0.394859,0.017537,0.209926,0.004928,0.117284,0.086530,0.068706,0.275368,0.014784,0.000480,0.001472,0.001184,0.000320,0.928731
0.394219,0.017505,0.191782,0.004832,0.120227,0.086275,0.069506,0.279144,0.015040,0.000513,0.001632,0.001216,0.000352,0.913371
0.395691,0.017409,0.191590,0.004800,0.119203,0.082179,0.061634,0.266376,0.014592,0.000512,0.001536,0.001152,0.000352,0.901818
0.394764,0.017600,0.191686,0.004896,0.122276,0.083746,0.061570,0.270888,0.014881,0.000544,0.001824,0.001152,0.000416,0.906395
0.394764,0.017409,0.191269,0.004832,0.120100,0.081826,0.061250,0.266184,0.014561,0.000512,0.001632,0.001184,0.000320,0.899643
0.395499,0.017601,0.192006,0.004832,0.140836,0.085283,0.062209,0.291368,0.015361,0.000512,0.001568,0.001152,0.000384,0.928059
0.395276,0.017344,0.191846,0.004800,0.111364,0.080802,0.060482,0.256232,0.014144,0.000480,0.001472,0.001248,0.000352,0.890522
0.394540,0.017600,0.210247,0.005024,0.114979,0.087587,0.064322,0.269800,0.015168,0.000640,0.001600,0.001152,0.000320,0.923675
0.394316,0.017600,0.191301,0.004832,0.111300,0.081634,0.063458,0.259624,0.015264,0.000512,0.001504,0.001088,0.000288,0.893403
0.394923,0.017601,0.191334,0.004896,0.148196,0.081411,0.062017,0.294728,0.014305,0.000512,0.001504,0.001120,0.000288,0.928123
0.394763,0.017409,0.191462,0.004800,0.119811,0.083235,0.064194,0.270088,0.014656,0.000480,0.001440,0.001120,0.000320,0.903290
0.394891,0.017569,0.191397,0.004864,0.113411,0.083010,0.070018,0.269576,0.015040,0.000512,0.001472,0.001248,0.000288,0.904474
0.394604,0.017472,0.191430,0.004832,0.113092,0.085026,0.064962,0.266152,0.014817,0.000512,0.001568,0.001152,0.000352,0.900379
0.394699,0.017409,0.191589,0.004800,0.113571,0.082947,0.061281,0.261255,0.014785,0.000544,0.001440,0.001248,0.000576,0.896058
0.411372,0.017345,0.191461,0.004865,0.109251,0.086306,0.067842,0.266439,0.015457,0.000512,0.001536,0.001184,0.000352,0.918011
0.394795,0.017505,0.191622,0.004832,0.117795,0.082243,0.062786,0.265928,0.015008,0.000512,0.001632,0.001280,0.000352,0.901146
0.395756,0.017665,0.191685,0.004833,0.114147,0.082082,0.063458,0.262567,0.015233,0.000512,0.001536,0.001216,0.000416,0.898555
0.395276,0.017440,0.191558,0.004864,0.109763,0.083107,0.083138,0.280072,0.014785,0.000512,0.001504,0.001120,0.000448,0.915579
0.396044,0.017600,0.191653,0.004800,0.107812,0.083106,0.062594,0.256584,0.014688,0.000480,0.001504,0.001216,0.000289,0.891867
0.394700,0.017537,0.191717,0.004897,0.110019,0.078978,0.060546,0.252583,0.014304,0.000512,0.001569,0.001184,0.000416,0.887067
0.394508,0.017569,0.191205,0.004864,0.114372,0.088066,0.062690,0.268104,0.014529,0.000480,0.001568,0.001280,0.000384,0.902267
0.412076,0.017504,0.191558,0.004928,0.112420,0.087714,0.062530,0.265672,0.014561,0.000448,0.001600,0.001152,0.000352,0.917147
0.394764,0.017665,0.191589,0.004832,0.113860,0.083298,0.063778,0.264008,0.015489,0.000512,0.001568,0.001216,0.000320,0.899835
0.394571,0.017504,0.191494,0.004832,0.117571,0.081731,0.062466,0.265000,0.014752,0.000480,0.001568,0.001184,0.000352,0.899098
0.394220,0.017440,0.191590,0.004864,0.116196,0.107267,0.117091,0.343946,0.015713,0.000512,0.001632,0.001184,0.000384,0.978749
0.396107,0.017441,0.191878,0.004864,0.114755,0.085155,0.065058,0.268360,0.014848,0.000544,0.001728,0.001152,0.000416,0.904922
0.395884,0.017536,0.191814,0.004800,0.111140,0.088930,0.067010,0.270216,0.014657,0.000544,0.001536,0.001216,0.000352,0.905851
0.395980,0.017696,0.191302,0.004896,0.115619,0.084803,0.062306,0.265640,0.015168,0.000512,0.001952,0.001152,0.000384,0.901946
0.411788,0.017664,0.191654,0.004992,0.112003,0.083811,0.063682,0.262696,0.014464,0.000512,0.001536,0.001152,0.000288,0.913883
0.394604,0.017344,0.191718,0.004896,0.122084,0.087330,0.062242,0.274792,0.014593,0.000448,0.001888,0.001120,0.000288,0.908635
0.394251,0.017505,0.191142,0.004864,0.113635,0.088259,0.063298,0.268264,0.014208,0.000448,0.001536,0.001088,0.000288,0.900602
0.394668,0.017536,0.191622,0.004832,0.132676,0.081603,0.059425,0.277480,0.014881,0.000544,0.001568,0.001120,0.000352,0.912091
0.394187,0.017505,0.191685,0.004832,0.101635,0.082210,0.063202,0.250055,0.014496,0.000481,0.001504,0.001024,0.000320,0.883290
0.394572,0.017313,0.191493,0.004833,0.114627,0.083042,0.061858,0.262631,0.014401,0.000544,0.001440,0.000960,0.000320,0.895643
0.395211,0.017345,0.191878,0.004800,0.114019,0.082275,0.061345,0.260519,0.014177,0.000512,0.001472,0.000928,0.000288,0.892794
0.410700,0.017601,0.191526,0.004768,0.112323,0.089027,0.067618,0.271944,0.014752,0.000480,0.001568,0.001088,0.000288,0.922171
0.394283,0.017473,0.191398,0.004832,0.107811,0.083362,0.061506,0.255847,0.014209,0.000480,0.001536,0.000960,0.000256,0.887066
0.394316,0.017376,0.191366,0.004864,0.111107,0.082019,0.062018,0.258344,0.014144,0.000480,0.001440,0.001024,0.000256,0.889914
0.394027,0.017505,0.191333,0.004897,0.132227,0.088354,0.063970,0.289896,0.015393,0.000512,0.001440,0.000832,0.000288,0.923099
0.394348,0.017280,0.191590,0.004832,0.112099,0.081795,0.059778,0.256744,0.014112,0.000480,0.001504,0.000992,0.000256,0.889562
0.394379,0.017473,0.191141,0.004801,0.117155,0.082691,0.063521,0.266791,0.015488,0.000544,0.001472,0.000992,0.000288,0.899610
0.394188,0.017409,0.191045,0.004864,0.111620,0.082146,0.062690,0.259336,0.015104,0.000448,0.001569,0.001120,0.000288,0.891931
0.409804,0.017665,0.191589,0.004833,0.117379,0.086083,0.061729,0.268136,0.014784,0.000480,0.001472,0.001056,0.000352,0.918011
0.395979,0.017472,0.191558,0.004864,0.120579,0.087458,0.062882,0.273704,0.014752,0.000512,0.001408,0.001024,0.000320,0.908955
0.394028,0.017472,0.191366,0.004864,0.110211,0.077699,0.058689,0.249607,0.014785,0.000480,0.001440,0.001024,0.000288,0.882042
0.395307,0.017568,0.191238,0.004800,0.141412,0.095459,0.066850,0.307273,0.014528,0.000512,0.001537,0.001504,0.000384,0.942428
0.394284,0.017568,0.191398,0.004800,0.107299,0.080131,0.064705,0.255368,0.014528,0.000512,0.001536,0.001056,0.000352,0.887738
0.394411,0.017537,0.191333,0.004801,0.107267,0.078146,0.061442,0.249735,0.014240,0.000480,0.001505,0.001024,0.000288,0.881466
0.394251,0.017345,0.191334,0.004832,0.110883,0.082146,0.062274,0.258311,0.015105,0.000512,0.001536,0.000896,0.000288,0.890554
0.410668,0.017408,0.191334,0.004832,0.114307,0.084067,0.069634,0.270888,0.014272,0.000512,0.001504,0.000992,0.000288,0.919291
0.393707,0.017505,0.191302,0.004832,0.116323,0.081475,0.060353,0.261031,0.014913,0.000512,0.001504,0.001088,0.000288,0.893178
0.395468,0.017568,0.191174,0.004800,0.112100,0.084514,0.061378,0.260904,0.014912,0.000480,0.001473,0.000928,0.000320,0.894267
0.395372,0.017537,0.191173,0.004865,0.118787,0.112675,0.072578,0.308297,0.015840,0.000480,0.001536,0.001248,0.000640,0.945884
0.394380,0.017312,0.191334,0.004928,0.116067,0.091683,0.062530,0.273448,0.015104,0.000513,0.001472,0.001088,0.000384,0.906779
0.393996,0.017600,0.191110,0.004864,0.110211,0.083139,0.059746,0.255880,0.014880,0.000512,0.001472,0.001024,0.000320,0.888186
0.395339,0.017377,0.191782,0.004864,0.111363,0.084611,0.062145,0.261223,0.014529,0.000480,0.001472,0.001440,0.000320,0.896186
0.413164,0.017601,0.191653,0.004800,0.109924,0.085314,0.062626,0.260968,0.015041,0.000544,0.001472,0.000992,0.000288,0.913115
0.394540,0.017408,0.191366,0.004832,0.107267,0.083619,0.060386,0.254472,0.014624,0.000544,0.001376,0.000896,0.000288,0.886778
0.394956,0.017473,0.191109,0.004833,0.111299,0.081154,0.061122,0.256455,0.014017,0.000512,0.001376,0.000928,0.000288,0.888603
0.394540,0.017600,0.191142,0.004832,0.110819,0.097187,0.081891,0.293097,0.014784,0.000512,0.001440,0.000992,0.000288,0.925531
0.394475,0.017505,0.191302,0.004864,0.113763,0.082466,0.063905,0.263079,0.014785,0.000544,0.001440,0.000960,0.000288,0.895322
0.393996,0.017408,0.191206,0.004896,0.110147,0.088195,0.067138,0.268424,0.014240,0.000576,0.001440,0.000929,0.000288,0.900123
0.394347,0.017408,0.191462,0.004800,0.108931,0.081827,0.061057,0.254791,0.014785,0.000512,0.001440,0.000992,0.000320,0.887514
0.415053,0.017824,0.191462,0.004800,0.115491,0.089539,0.067330,0.276552,0.015041,0.000512,0.001472,0.001024,0.000384,0.931484
0.394252,0.017632,0.190982,0.004832,0.113412,0.082242,0.060226,0.258760,0.014784,0.000704,0.001408,0.001056,0.000384,0.891290
0.394987,0.017344,0.191238,0.004864,0.109411,0.082531,0.061121,0.256135,0.014401,0.000512,0.001536,0.001088,0.000352,0.889306
0.395115,0.017536,0.191430,0.004800,0.105603,0.082242,0.090467,0.281512,0.014657,0.000480,0.001440,0.001024,0.000352,0.914075
0.394379,0.017377,0.191398,0.004832,0.111075,0.082531,0.062337,0.258759,0.014752,0.000448,0.001440,0.001056,0.000352,0.891258
0.393676,0.017441,0.191269,0.004768,0.109348,0.079522,0.061378,0.253192,0.014752,0.000480,0.001472,0.001120,0.000320,0.884730
0.394059,0.017505,0.191366,0.004832,0.111203,0.081346,0.061250,0.256839,0.015201,0.000512,0.001536,0.000928,0.000352,0.889338
0.411949,0.017664,0.191430,0.004832,0.111203,0.085091,0.070338,0.269832,0.014976,0.000480,0.001408,0.000993,0.000288,0.920860
0.394892,0.017728,0.191558,0.004800,0.116227,0.080547,0.060546,0.260328,0.014304,0.000480,0.001376,0.000896,0.000320,0.893274
0.394284,0.017344,0.191846,0.004960,0.101123,0.079842,0.060738,0.244775,0.015329,0.000480,0.001376,0.001088,0.000352,0.878970
0.394124,0.017568,0.192422,0.004992,0.107620,0.090242,0.060002,0.260616,0.014464,0.000416,0.001408,0.000992,0.000288,0.893499
0.394060,0.017345,0.191333,0.004800,0.112836,0.081410,0.060386,0.257544,0.015105,0.000448,0.001408,0.001024,0.000384,0.889883
0.394348,0.017569,0.191237,0.004993,0.115363,0.088067,0.065378,0.271624,0.014560,0.000544,0.001440,0.000928,0.000288,0.903931
0.394220,0.017377,0.191365,0.004864,0.110500,0.080354,0.061282,0.254856,0.014912,0.000480,0.001473,0.000992,0.000288,0.887227
0.417356,0.017473,0.191430,0.004800,0.118051,0.086883,0.061442,0.269224,0.014720,0.000512,0.001408,0.001056,0.000352,0.925435
0.394667,0.017600,0.191750,0.004896,0.114371,0.081283,0.061634,0.260008,0.014240,0.000480,0.001376,0.001056,0.000288,0.893274
0.393995,0.017633,0.191366,0.004800,0.111011,0.085123,0.062305,0.261575,0.015169,0.000480,0.001344,0.001056,0.000352,0.894426
0.394284,0.017345,0.191429,0.004768,0.109764,0.081186,0.060706,0.254600,0.014944,0.000480,0.001408,0.001024,0.000320,0.886618
0.394988,0.017472,0.191270,0.004832,0.114787,0.082627,0.063394,0.263912,0.014176,0.000480,0.001376,0.001152,0.000352,0.896826
0.395051,0.017984,0.191270,0.004832,0.117507,0.086499,0.062498,0.269672,0.014880,0.000480,0.001504,0.001024,0.000320,0.904090
0.394700,0.017440,0.191494,0.004800,0.114532,0.081058,0.060738,0.259144,0.014848,0.000512,0.001408,0.001024,0.000544,0.892922
0.394731,0.017377,0.206278,0.004960,0.117252,0.087714,0.062882,0.270568,0.014401,0.000480,0.001376,0.001024,0.000352,0.918427
0.394060,0.017473,0.191173,0.004800,0.113348,0.081282,0.065314,0.262856,0.014625,0.000480,0.001440,0.000864,0.000352,0.894747
0.394027,0.017441,0.191110,0.004864,0.107715,0.081954,0.061122,0.253735,0.015265,0.000480,0.001408,0.000864,0.000384,0.885850
0.394412,0.017312,0.191078,0.004832,0.109955,0.080675,0.061634,0.255400,0.015264,0.000512,0.001472,0.000896,0.000288,0.888314
0.394219,0.017249,0.191398,0.004800,0.111843,0.081026,0.063458,0.259111,0.014529,0.000544,0.001376,0.000992,0.000288,0.890842
0.394444,0.017344,0.191526,0.004832,0.108099,0.079203,0.063521,0.253735,0.015009,0.000480,0.001440,0.000864,0.000256,0.886138
0.393900,0.017280,0.191269,0.004832,0.112228,0.078882,0.060194,0.254248,0.014432,0.000512,0.001408,0.000992,0.000288,0.885466
0.394540,0.017440,0.211046,0.005089,0.115907,0.085891,0.062466,0.267528,0.015520,0.000512,0.001440,0.000960,0.000288,0.921403
0.394284,0.017408,0.191718,0.004832,0.112931,0.083427,0.064610,0.263848,0.014592,0.000448,0.001408,0.000960,0.000256,0.896538
0.394283,0.017409,0.191654,0.004896,0.113571,0.084707,0.061057,0.262247,0.014561,0.000512,0.001504,0.000992,0.000352,0.895130
0.394668,0.017537,0.191429,0.004864,0.116228,0.081794,0.059458,0.260776,0.015265,0.000512,0.001472,0.000960,0.000352,0.894459
0.393932,0.017376,0.191334,0.004896,0.113955,0.088387,0.063138,0.268456,0.015392,0.000544,0.001472,0.000961,0.000384,0.901947
0.394123,0.017280,0.191366,0.004800,0.105443,0.081122,0.061826,0.251175,0.014689,0.000448,0.001504,0.000960,0.000288,0.883002
0.393516,0.017472,0.191558,0.004800,0.111363,0.080994,0.061026,0.256296,0.014080,0.000448,0.001440,0.000864,0.000352,0.886938
0.394476,0.017536,0.209447,0.005056,0.109859,0.090531,0.063938,0.267240,0.014848,0.000512,0.001440,0.000896,0.000288,0.918395
0.394443,0.017345,0.191430,0.004864,0.114275,0.087491,0.072930,0.277736,0.014048,0.000512,0.001377,0.000864,0.000256,0.908219
0.393899,0.017376,0.191494,0.004832,0.111907,0.082147,0.062690,0.259656,0.013984,0.000704,0.001440,0.000768,0.000256,0.890778
0.394284,0.017409,0.191845,0.004801,0.111043,0.082882,0.062946,0.259783,0.015073,0.000480,0.001536,0.000928,0.000384,0.893595
0.425036,0.017537,0.191173,0.004897,0.120515,0.087267,0.062498,0.273448,0.015552,0.000512,0.001504,0.000928,0.000416,0.937915
0.394795,0.017633,0.191686,0.004896,0.118179,0.083075,0.060322,0.264680,0.014176,0.000512,0.001440,0.001056,0.000384,0.897722
0.394763,0.017601,0.191494,0.004832,0.112291,0.082243,0.061025,0.258599,0.014913,0.000512,0.001408,0.001056,0.000416,0.892442
0.395275,0.017633,0.211014,0.004896,0.105347,0.082595,0.061538,0.252520,0.015040,0.000448,0.001408,0.000992,0.000384,0.906554
0.394027,0.017345,0.191782,0.004800,0.113155,0.082755,0.060129,0.259048,0.014144,0.000480,0.001472,0.000960,0.000288,0.890554
0.394124,0.017505,0.191973,0.004864,0.116292,0.087874,0.062146,0.269416,0.014401,0.000480,0.001408,0.000960,0.000256,0.901979
0.394540,0.017504,0.191750,0.004800,0.110051,0.082307,0.064034,0.260520,0.015136,0.000448,0.001472,0.000960,0.000288,0.893914
0.408588,0.017601,0.191654,0.004832,0.116611,0.086787,0.066498,0.274408,0.015488,0.000512,0.001409,0.000960,0.000256,0.922204
0.393964,0.017280,0.191846,0.004800,0.113315,0.087843,0.065922,0.269960,0.014464,0.000480,0.001408,0.000896,0.000256,0.901723
0.394188,0.017505,0.191909,0.004833,0.117891,0.083747,0.062497,0.267207,0.014561,0.000512,0.001472,0.001088,0.000384,0.900731
0.394604,0.017377,0.191909,0.004833,0.132675,0.082146,0.062146,0.280264,0.014848,0.000448,0.001408,0.000992,0.000320,0.914203
0.394987,0.017505,0.191686,0.004832,0.107843,0.083202,0.060001,0.254087,0.014753,0.000480,0.001536,0.001024,0.000416,0.888122
0.394700,0.017344,0.191782,0.004864,0.112996,0.092162,0.065826,0.273800,0.014081,0.000544,0.001504,0.000960,0.000288,0.906843
0.395308,0.017408,0.191206,0.004832,0.115299,0.081603,0.061122,0.261032,0.015200,0.000480,0.001504,0.000960,0.000416,0.894778
0.411533,0.017664,0.191718,0.004832,0.115043,0.087843,0.062690,0.268680,0.015552,0.000512,0.001504,0.000865,0.000288,0.920028
0.397548,0.017696,0.192326,0.004896,0.121700,0.082882,0.061090,0.269000,0.014720,0.000545,0.001632,0.001248,0.000480,0.907067
0.395755,0.017473,0.191654,0.004832,0.114979,0.082115,0.061089,0.261223,0.015393,0.000512,0.001504,0.001152,0.000384,0.896602
0.395147,0.017601,0.191558,0.004832,0.132132,0.080482,0.059234,0.275016,0.014880,0.000512,0.001472,0.001024,0.000448,0.909050
0.395243,0.017441,0.191206,0.004896,0.107971,0.081378,0.061634,0.254183,0.015105,0.000480,0.001408,0.000928,0.000288,0.887834
0.395148,0.017504,0.192390,0.004832,0.115556,0.088290,0.061762,0.268808,0.014625,0.000480,0.001504,0.001056,0.000384,0.903995
0.394604,0.017344,0.192134,0.004960,0.117572,0.090626,0.063490,0.275048,0.015201,0.000512,0.001440,0.001024,0.000352,0.909755
0.417517,0.017664,0.191270,0.004832,0.119460,0.087042,0.063074,0.272392,0.014721,0.000480,0.001472,0.001408,0.000352,0.928572
0.394572,0.017632,0.191430,0.004800,0.114019,0.085890,0.062370,0.265512,0.014656,0.000480,0.001440,0.001504,0.000416,0.899035
0.394668,0.017441,0.191365,0.004832,0.119908,0.086851,0.066274,0.276425,0.015584,0.000480,0.001600,0.001056,0.000384,0.911547
0.395244,0.017537,0.191717,0.004897,0.145956,0.086562,0.064833,0.300744,0.015457,0.000512,0.001632,0.001152,0.000384,0.936636
0.395020,0.017472,0.191494,0.004800,0.117444,0.082402,0.061602,0.264488,0.015168,0.000512,0.001568,0.001184,0.000384,0.899579
0.395180,0.017697,0.191397,0.004800,0.118884,0.087267,0.061377,0.270888,0.015680,0.000608,0.001632,0.001152,0.000352,0.906971
0.395724,0.017601,0.191557,0.004865,0.120163,0.082371,0.066018,0.271720,0.015040,0.000544,0.001600,0.001216,0.000352,0.907995
0.395020,0.017568,0.191685,0.004800,0.114148,0.087778,0.070306,0.275400,0.015233,0.000544,0.001472,0.001024,0.000352,0.910075
0.394699,0.017345,0.191365,0.004928,0.100707,0.079714,0.060770,0.244647,0.015200,0.000448,0.001504,0.001024,0.000352,0.879034
0.395468,0.017472,0.191174,0.004832,0.118244,0.081506,0.061474,0.264424,0.015393,0.000512,0.001440,0.001024,0.000352,0.899387
0.395436,0.017313,0.209510,0.005056,0.119716,0.086594,0.063586,0.272872,0.014433,0.000448,0.001504,0.001120,0.000320,0.925756
0.394604,0.017313,0.191333,0.004832,0.116932,0.081666,0.062210,0.263880,0.015457,0.000480,0.001568,0.000960,0.000384,0.898299
0.394860,0.017376,0.191397,0.004832,0.110116,0.081250,0.066146,0.260360,0.015136,0.000512,0.001504,0.000960,0.000416,0.894587
0.394443,0.017344,0.191430,0.004832,0.113059,0.085219,0.062082,0.263432,0.015136,0.000512,0.001536,0.001024,0.000288,0.896858
0.410508,0.017536,0.191558,0.004800,0.114147,0.087874,0.061282,0.266312,0.014048,0.000448,0.001504,0.000897,0.000384,0.914491
0.394283,0.017408,0.191654,0.004992,0.113091,0.081859,0.060001,0.258087,0.015744,0.000512,0.001504,0.000896,0.000384,0.891802
0.394219,0.017473,0.191397,0.004833,0.111203,0.089155,0.061601,0.264967,0.014881,0.000512,0.001472,0.000864,0.000416,0.898010
0.394252,0.017377,0.209350,0.005088,0.114691,0.082371,0.060450,0.260552,0.015424,0.000480,0.001504,0.000928,0.000256,0.912155
0.395884,0.017344,0.191398,0.004960,0.115075,0.081827,0.063426,0.263304,0.015168,0.000480,0.001440,0.001056,0.000416,0.899098
0.395307,0.017281,0.191206,0.004768,0.117155,0.088195,0.061890,0.270088,0.014560,0.000480,0.001472,0.001536,0.000448,0.904218
0.394027,0.017505,0.191333,0.004769,0.111043,0.080642,0.065634,0.260071,0.014945,0.000512,0.001536,0.000992,0.000384,0.892378
0.409868,0.017473,0.191429,0.004833,0.111683,0.090659,0.064706,0.270024,0.014112,0.000480,0.001408,0.000992,0.000576,0.918171
0.393996,0.017601,0.191525,0.004832,0.109540,0.077538,0.058050,0.248136,0.015200,0.000480,0.001504,0.000992,0.000352,0.881530
0.394123,0.017569,0.191238,0.004864,0.113443,0.081795,0.061377,0.259623,0.014113,0.000480,0.001536,0.000960,0.000352,0.891962
0.394284,0.017504,0.191238,0.004832,0.155941,0.096771,0.063105,0.318889,0.014016,0.000576,0.001472,0.000864,0.000352,0.950428
0.394924,0.017568,0.191366,0.004896,0.116324,0.087170,0.061506,0.268200,0.014208,0.000448,0.001473,0.001088,0.000320,0.901243
0.394060,0.017536,0.191526,0.004800,0.111747,0.096643,0.066530,0.277768,0.014497,0.000512,0.001408,0.001056,0.000320,0.910363
0.394316,0.017536,0.191334,0.004800,0.113316,0.085922,0.066658,0.269224,0.015489,0.000480,0.001440,0.000992,0.000288,0.902299
0.427341,0.017600,0.191366,0.004928,0.119556,0.089154,0.061506,0.273384,0.015393,0.000512,0.001472,0.001152,0.000416,0.942332
0.395308,0.017505,0.191301,0.004865,0.110627,0.092835,0.064609,0.271112,0.015168,0.000512,0.001472,0.000992,0.000320,0.905595
0.394379,0.017505,0.191270,0.004896,0.109123,0.079842,0.061378,0.253255,0.015137,0.000480,0.001568,0.000960,0.000352,0.887258
0.395276,0.017344,0.191526,0.004864,0.129092,0.108163,0.063490,0.304265,0.014977,0.000512,0.001504,0.000960,0.000352,0.938684
0.394476,0.017344,0.191302,0.005312,0.114724,0.099363,0.060417,0.277288,0.014305,0.000480,0.001472,0.001024,0.000320,0.909595
0.394124,0.017312,0.191142,0.004832,0.112195,0.081091,0.061730,0.257832,0.014176,0.000480,0.001504,0.000928,0.000320,0.889242
0.396044,0.017345,0.191237,0.004928,0.110788,0.078178,0.059042,0.251016,0.015328,0.000480,0.001440,0.000960,0.000288,0.885722
0.413004,0.017376,0.191334,0.004800,0.149349,0.083906,0.066626,0.303145,0.015201,0.000480,0.001408,0.001088,0.000288,0.955388
