Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416433,0.017889,0.201671,0.005537,0.214056,0.000992,0.014465,0.000416,0.001536,0.000928,0.000352,0.881955
0.434834,0.017664,0.202376,0.005280,0.228104,0.001345,0.017184,0.000448,0.001568,0.000960,0.000352,0.919332
0.415792,0.017569,0.201736,0.005280,0.224041,0.001344,0.017441,0.000480,0.001472,0.000928,0.000576,0.895171
0.415568,0.017728,0.202472,0.004768,0.223305,0.001376,0.016481,0.000672,0.001440,0.000928,0.000384,0.893539
0.414896,0.017601,0.201704,0.005280,0.231913,0.001376,0.016417,0.000416,0.001440,0.000896,0.000416,0.900771
0.415696,0.017921,0.202024,0.005280,0.223689,0.001312,0.017121,0.000416,0.001440,0.000896,0.000384,0.894403
0.416721,0.017729,0.202728,0.005312,0.235721,0.000832,0.014721,0.000416,0.001536,0.001216,0.000640,0.907460
0.416401,0.017696,0.202760,0.005153,0.236201,0.000800,0.015328,0.000384,0.001568,0.000896,0.000352,0.906052
0.431537,0.017664,0.202792,0.004801,0.229609,0.000960,0.014144,0.000576,0.001408,0.000960,0.000384,0.913060
0.415633,0.017504,0.203240,0.004833,0.230921,0.000832,0.014208,0.000416,0.001472,0.000896,0.000384,0.898243
0.415377,0.017504,0.202280,0.005313,0.225960,0.000865,0.014784,0.000384,0.001440,0.000864,0.000416,0.893891
0.416304,0.017697,0.202696,0.004864,0.229417,0.001248,0.016001,0.000384,0.001408,0.000960,0.000608,0.900323
0.415632,0.017505,0.201992,0.004832,0.214696,0.000832,0.014241,0.000416,0.001600,0.000896,0.000384,0.882050
0.416112,0.017728,0.202632,0.005216,0.228265,0.000800,0.014304,0.000416,0.001568,0.000992,0.000352,0.897891
0.416400,0.017568,0.201832,0.005280,0.223305,0.000896,0.014913,0.000608,0.001536,0.000832,0.000320,0.891843
0.416177,0.017632,0.216553,0.005472,0.252906,0.000832,0.014209,0.000384,0.001536,0.000768,0.000416,0.935749
0.416400,0.017824,0.202216,0.004896,0.230569,0.000833,0.014048,0.000384,0.001536,0.001344,0.000352,0.901411
0.416368,0.017664,0.202504,0.005344,0.242058,0.000896,0.014145,0.000352,0.001536,0.000928,0.000384,0.910212
0.416017,0.017728,0.202472,0.005281,0.221288,0.000832,0.014177,0.000416,0.001600,0.000864,0.000384,0.889219
0.416752,0.017633,0.202184,0.005248,0.214216,0.000928,0.013921,0.000352,0.001504,0.000992,0.000352,0.882146
0.416304,0.017761,0.202120,0.005312,0.216169,0.000928,0.015008,0.000416,0.001568,0.001056,0.000384,0.885219
0.415793,0.017984,0.201896,0.005473,0.228457,0.001088,0.014304,0.000448,0.001408,0.000896,0.000384,0.898307
0.420080,0.017761,0.219273,0.005504,0.230505,0.000864,0.014145,0.000384,0.001408,0.001120,0.000384,0.921028
0.417201,0.017537,0.202408,0.004832,0.230953,0.000864,0.014080,0.000417,0.001472,0.001120,0.000384,0.900516
0.420688,0.017729,0.202056,0.005472,0.234377,0.000864,0.014272,0.000416,0.001568,0.001088,0.000352,0.908515
0.416720,0.017761,0.202792,0.004864,0.234761,0.000832,0.014465,0.000384,0.001504,0.001152,0.000384,0.905187
0.420049,0.017569,0.202280,0.005312,0.236041,0.000864,0.014369,0.000672,0.001504,0.001056,0.000384,0.908484
0.420881,0.017792,0.202600,0.005313,0.232041,0.000864,0.013984,0.000448,0.001504,0.001024,0.000416,0.905027
0.415568,0.017632,0.202888,0.004864,0.232297,0.000832,0.014016,0.000448,0.001472,0.001024,0.000480,0.900355
0.416336,0.017473,0.218120,0.005441,0.228553,0.000960,0.014048,0.000608,0.001504,0.001056,0.000448,0.913219
0.416369,0.017536,0.202408,0.004865,0.226600,0.000832,0.014017,0.000608,0.001504,0.000992,0.000384,0.894339
0.415216,0.017537,0.203272,0.005088,0.229961,0.000832,0.014209,0.000448,0.001632,0.001024,0.000416,0.899203
0.415792,0.017601,0.202632,0.004992,0.232105,0.000864,0.014305,0.000448,0.001472,0.001056,0.000416,0.900547
0.417776,0.017760,0.203560,0.005344,0.265738,0.000896,0.016033,0.000416,0.001568,0.002112,0.000576,0.941285
0.421072,0.017728,0.203336,0.005312,0.252458,0.000928,0.015297,0.000416,0.001600,0.001280,0.000352,0.929476
0.418480,0.018112,0.202984,0.005344,0.269035,0.000928,0.015777,0.000576,0.001568,0.001920,0.000608,0.949797
0.433905,0.017889,0.202888,0.005344,0.235977,0.000864,0.015744,0.000416,0.001568,0.001504,0.000352,0.926596
0.415633,0.017536,0.202376,0.005025,0.226792,0.000832,0.014368,0.000384,0.001568,0.001536,0.000608,0.896035
0.421777,0.017985,0.202280,0.005280,0.239753,0.000864,0.014497,0.000448,0.001600,0.001344,0.000320,0.914628
0.420016,0.017601,0.202088,0.004864,0.269579,0.001152,0.014433,0.000448,0.001536,0.001248,0.000384,0.942309
0.416433,0.017568,0.202344,0.005313,0.227816,0.001120,0.014272,0.000832,0.001504,0.000992,0.000544,0.898275
0.420081,0.018209,0.203016,0.005376,0.231081,0.000960,0.014241,0.000384,0.001536,0.001056,0.000800,0.905284
0.420017,0.017697,0.202664,0.005248,0.235273,0.000864,0.014273,0.000384,0.001504,0.001056,0.000608,0.908228
0.457074,0.018465,0.203144,0.004896,0.245642,0.000896,0.014208,0.000416,0.001568,0.001312,0.000416,0.958085
0.416337,0.017568,0.202792,0.005281,0.230313,0.000864,0.014560,0.000640,0.001504,0.001440,0.000352,0.900835
0.416880,0.017793,0.203400,0.005248,0.232649,0.000992,0.014881,0.000384,0.001472,0.001440,0.000384,0.905923
0.416976,0.017569,0.222409,0.005568,0.251946,0.000864,0.015361,0.000416,0.001536,0.001536,0.000576,0.944805
0.419824,0.017537,0.202824,0.005408,0.236777,0.000928,0.014400,0.000608,0.001504,0.001408,0.000384,0.910371
0.416401,0.017792,0.203176,0.005345,0.240169,0.001120,0.015041,0.000576,0.001504,0.001312,0.000352,0.912580
0.419985,0.017569,0.202248,0.005056,0.240809,0.000864,0.014337,0.000384,0.001536,0.001472,0.000544,0.914020
0.420272,0.017889,0.202504,0.005280,0.242313,0.000928,0.014304,0.000416,0.001440,0.001344,0.000384,0.916483
0.419984,0.017760,0.202344,0.005344,0.239274,0.000960,0.014784,0.000417,0.001504,0.001472,0.000384,0.913188
0.416080,0.018305,0.202408,0.005280,0.232553,0.000897,0.014272,0.000608,0.001472,0.001088,0.000352,0.902275
0.461330,0.017793,0.202344,0.005216,0.249770,0.000960,0.014144,0.000416,0.001473,0.001088,0.000544,0.963846
0.420369,0.017728,0.202600,0.005249,0.240201,0.000864,0.014817,0.000608,0.001472,0.001088,0.000384,0.914948
0.416561,0.017984,0.203016,0.005217,0.232361,0.001056,0.014208,0.000352,0.001600,0.001249,0.000384,0.903748
0.420529,0.017537,0.203432,0.005312,0.255274,0.001056,0.014753,0.000416,0.001472,0.001024,0.000416,0.930789
0.417264,0.017857,0.202440,0.005280,0.236105,0.000864,0.014560,0.000384,0.001536,0.001120,0.000416,0.907139
0.416432,0.017921,0.202952,0.004928,0.223945,0.000992,0.014593,0.000384,0.001536,0.001120,0.000384,0.894147
0.420240,0.017440,0.203112,0.005248,0.226569,0.000896,0.015553,0.000416,0.001632,0.001088,0.000352,0.901411
0.438449,0.017664,0.202632,0.004896,0.234058,0.000864,0.014400,0.000384,0.001568,0.001088,0.000352,0.926436
0.415056,0.017697,0.202728,0.004928,0.232393,0.000864,0.014305,0.000384,0.001472,0.001056,0.000576,0.900099
0.417169,0.017953,0.202088,0.005248,0.226953,0.000832,0.014464,0.000416,0.001568,0.001025,0.000576,0.897316
0.419248,0.017665,0.202504,0.005184,0.271307,0.000992,0.014240,0.000384,0.001536,0.001024,0.000385,0.943461
0.420848,0.017504,0.202216,0.004864,0.227561,0.000768,0.014369,0.000416,0.001888,0.001184,0.000576,0.900899
0.417232,0.018016,0.202472,0.005088,0.225129,0.000960,0.014529,0.000352,0.001824,0.001280,0.000384,0.897315
0.420241,0.018465,0.202696,0.005280,0.227337,0.000896,0.014945,0.000416,0.001856,0.001152,0.000352,0.902404
0.439697,0.017761,0.202920,0.005312,0.232329,0.000896,0.013953,0.000384,0.001824,0.001056,0.000384,0.924708
0.415312,0.017953,0.202056,0.004896,0.223177,0.001120,0.014400,0.000416,0.002176,0.001312,0.000609,0.891715
0.415729,0.017760,0.202248,0.005153,0.230249,0.000992,0.014624,0.000384,0.001856,0.001088,0.000704,0.899684
0.418064,0.017793,0.202760,0.005312,0.252618,0.001184,0.014657,0.000416,0.001632,0.001152,0.000352,0.925252
0.416944,0.017760,0.203560,0.005312,0.231306,0.000960,0.014624,0.000384,0.001920,0.001152,0.000416,0.902883
0.416273,0.017888,0.202376,0.005025,0.221384,0.000864,0.014881,0.000384,0.001536,0.001120,0.000384,0.890627
0.416465,0.017569,0.202311,0.005280,0.229385,0.000832,0.014784,0.000384,0.001536,0.001024,0.000384,0.898148
0.433201,0.017761,0.202280,0.005344,0.237609,0.000896,0.014113,0.000384,0.002112,0.001120,0.000416,0.923108
0.418097,0.017792,0.203336,0.005249,0.226217,0.000928,0.014272,0.000480,0.001536,0.001440,0.000352,0.899331
0.421584,0.017697,0.203112,0.005088,0.228649,0.001056,0.014305,0.000384,0.002080,0.001472,0.000384,0.903971
0.423921,0.017889,0.202920,0.005312,0.245161,0.000896,0.014336,0.000352,0.001824,0.001184,0.000384,0.922180
0.418288,0.017569,0.202664,0.005280,0.223881,0.000864,0.014336,0.000480,0.001792,0.000993,0.000352,0.893731
0.420113,0.017728,0.202247,0.005313,0.218952,0.000864,0.013921,0.000416,0.001440,0.000992,0.000384,0.890723
0.416528,0.017761,0.202568,0.005056,0.247946,0.001152,0.014497,0.000352,0.001504,0.000992,0.000384,0.917988
0.440817,0.017921,0.202696,0.005344,0.224105,0.000832,0.014176,0.000384,0.001792,0.000896,0.000352,0.917476
0.416560,0.017729,0.202440,0.005024,0.222696,0.000832,0.014304,0.000416,0.001792,0.000992,0.000384,0.891747
0.421456,0.017633,0.202760,0.005312,0.225609,0.000864,0.014529,0.000640,0.001472,0.000960,0.000416,0.899299
0.417360,0.017665,0.202504,0.005280,0.253098,0.000896,0.014209,0.000416,0.001536,0.000960,0.000352,0.921988
0.417904,0.017856,0.203784,0.005312,0.231466,0.000896,0.014368,0.000384,0.001632,0.001216,0.000352,0.905219
0.420400,0.017505,0.202792,0.005056,0.222825,0.000864,0.014497,0.000416,0.001600,0.001184,0.000352,0.896067
0.417680,0.017601,0.202472,0.005248,0.226089,0.000896,0.014113,0.000864,0.001536,0.000832,0.000416,0.894979
0.435601,0.017793,0.202696,0.004768,0.261002,0.000928,0.014145,0.000416,0.001536,0.000960,0.000416,0.948965
0.420337,0.017824,0.204584,0.004801,0.227048,0.000897,0.014272,0.000384,0.001440,0.001056,0.000352,0.900899
0.417264,0.017697,0.202696,0.004992,0.223369,0.000960,0.014209,0.000608,0.001472,0.000960,0.000448,0.894243
0.420817,0.017728,0.202568,0.004961,0.243945,0.000864,0.014017,0.000384,0.001440,0.000992,0.000416,0.916644
0.421520,0.017920,0.202952,0.005056,0.221545,0.000928,0.014177,0.000384,0.001824,0.000992,0.000384,0.895779
0.416144,0.017664,0.203592,0.005248,0.229097,0.001088,0.014272,0.000416,0.002080,0.000960,0.000384,0.899043
0.415793,0.017728,0.203560,0.005249,0.220648,0.000896,0.014177,0.000416,0.001504,0.000992,0.000352,0.889155
0.433521,0.017760,0.204168,0.005280,0.233417,0.000864,0.014176,0.000576,0.001504,0.001088,0.000384,0.923301
0.420849,0.017856,0.202792,0.004897,0.219592,0.000896,0.015009,0.000384,0.001792,0.000960,0.000352,0.893379
0.416432,0.017729,0.202664,0.005344,0.232137,0.000864,0.014177,0.000416,0.001504,0.000960,0.000384,0.900291
0.416561,0.017472,0.202600,0.005217,0.255722,0.000896,0.014016,0.000384,0.001472,0.000960,0.000384,0.923716
0.420912,0.017697,0.202504,0.004800,0.219849,0.000896,0.014016,0.000416,0.001472,0.000928,0.000352,0.891586
0.416496,0.017537,0.202408,0.005152,0.220937,0.000960,0.013856,0.000416,0.001472,0.001024,0.000352,0.889154
0.417808,0.017537,0.202216,0.004768,0.224297,0.000896,0.014016,0.000384,0.001408,0.001025,0.000352,0.893251
0.432849,0.017761,0.202184,0.005312,0.212360,0.000896,0.013825,0.000384,0.001472,0.000992,0.000416,0.896739
0.416016,0.017633,0.202728,0.004832,0.222089,0.000928,0.014016,0.000416,0.001472,0.001088,0.000384,0.890370
0.420464,0.017729,0.204360,0.004832,0.225737,0.000832,0.013889,0.000672,0.001504,0.001056,0.000384,0.900547
0.416784,0.017793,0.202600,0.005248,0.252074,0.001120,0.014209,0.000448,0.001536,0.001472,0.000384,0.923428
0.420304,0.017505,0.202184,0.005312,0.217032,0.000992,0.014240,0.000416,0.001472,0.001280,0.000384,0.888962
0.419280,0.017537,0.202536,0.004768,0.212425,0.000832,0.013824,0.000384,0.001440,0.000960,0.000352,0.882306
0.415856,0.017505,0.202056,0.005248,0.221353,0.000800,0.013888,0.000448,0.001568,0.001056,0.000384,0.888706
0.432913,0.017569,0.202152,0.005280,0.226665,0.000832,0.013761,0.000448,0.001568,0.000960,0.000384,0.910436
0.415473,0.017729,0.204520,0.004992,0.234505,0.000832,0.014369,0.000480,0.001536,0.001024,0.000352,0.906436
0.415728,0.017441,0.202888,0.005248,0.229033,0.000864,0.014177,0.000448,0.001568,0.001024,0.000352,0.896931
0.419857,0.017760,0.203656,0.004833,0.240873,0.000992,0.014177,0.000640,0.001440,0.000992,0.000448,0.914148
0.416496,0.017376,0.202120,0.005216,0.219593,0.000864,0.014209,0.000416,0.001600,0.001088,0.000352,0.887651
0.415793,0.017920,0.202792,0.005249,0.227528,0.000801,0.014112,0.000640,0.001472,0.000992,0.000384,0.895491
0.416656,0.017601,0.203400,0.005376,0.241738,0.000864,0.014240,0.000416,0.001536,0.001088,0.000384,0.912867
0.440145,0.017505,0.202344,0.005248,0.229833,0.001280,0.014497,0.000416,0.001472,0.000992,0.000384,0.922788
0.416272,0.017665,0.202408,0.005056,0.234377,0.000896,0.014209,0.000416,0.001472,0.000992,0.000384,0.901571
0.415120,0.017568,0.203112,0.004928,0.223145,0.000896,0.014017,0.000416,0.001440,0.000992,0.000384,0.889955
0.415472,0.017441,0.202440,0.005312,0.241866,0.000864,0.014144,0.000576,0.001440,0.001024,0.000352,0.908580
0.420144,0.017505,0.201960,0.005472,0.232073,0.000896,0.013953,0.000384,0.001440,0.001088,0.000384,0.904547
0.416592,0.017537,0.202440,0.005280,0.227433,0.000832,0.014432,0.000416,0.001408,0.001056,0.000384,0.896643
0.416433,0.018144,0.202280,0.005313,0.229961,0.000832,0.013984,0.000416,0.001408,0.001024,0.000352,0.899811
0.431441,0.017601,0.202663,0.004993,0.237641,0.001088,0.014145,0.000416,0.001472,0.000992,0.000352,0.921700
0.417361,0.017665,0.203560,0.005216,0.236425,0.000960,0.014401,0.000416,0.001568,0.001184,0.000320,0.909540
0.420592,0.017697,0.202280,0.005280,0.226889,0.000832,0.016289,0.000416,0.001504,0.000992,0.000352,0.902691
0.415920,0.017729,0.202440,0.005312,0.245162,0.000960,0.014080,0.000416,0.001568,0.001024,0.000384,0.913795
0.420784,0.017729,0.202856,0.005248,0.227273,0.000864,0.014561,0.000416,0.001504,0.000992,0.000608,0.902051
0.420528,0.017569,0.202248,0.005344,0.223657,0.000992,0.014113,0.000384,0.001408,0.000992,0.000352,0.896707
0.419344,0.017472,0.203112,0.004928,0.231498,0.001312,0.014272,0.000896,0.001408,0.001024,0.000384,0.904835
0.434673,0.017953,0.204040,0.004960,0.239465,0.000928,0.014880,0.000416,0.001440,0.001184,0.000352,0.930020
0.415696,0.017921,0.202952,0.005248,0.227913,0.000992,0.014561,0.000416,0.001504,0.001184,0.000352,0.897507
0.415600,0.017633,0.202984,0.005344,0.236713,0.000928,0.014369,0.000384,0.001472,0.001120,0.000576,0.906467
0.419985,0.017793,0.220840,0.005665,0.224168,0.000896,0.014049,0.000448,0.001472,0.001152,0.000352,0.915972
0.416209,0.017664,0.203240,0.004865,0.246441,0.000864,0.014529,0.000448,0.001536,0.001280,0.000608,0.917668
0.415056,0.017633,0.202312,0.005248,0.232649,0.000832,0.014016,0.000416,0.001504,0.001120,0.000352,0.900291
0.415504,0.017761,0.203144,0.005248,0.230793,0.000896,0.014049,0.000384,0.001504,0.001024,0.000320,0.899427
0.415824,0.017792,0.202632,0.005344,0.230730,0.000928,0.014752,0.000480,0.001536,0.000992,0.000384,0.900035
0.415728,0.017473,0.203048,0.004800,0.232265,0.000928,0.014305,0.000384,0.001536,0.001024,0.000416,0.900387
0.415569,0.017504,0.202120,0.005280,0.245289,0.000896,0.014593,0.000384,0.001568,0.001056,0.000608,0.913988
0.420049,0.017537,0.219240,0.005441,0.233673,0.000896,0.014240,0.000448,0.001504,0.000960,0.000608,0.923973
0.415728,0.017697,0.202568,0.005280,0.225257,0.000896,0.013985,0.000352,0.001536,0.001056,0.000352,0.893379
0.415601,0.017504,0.202472,0.005281,0.228073,0.000864,0.014528,0.000608,0.001568,0.001056,0.000352,0.896515
0.420944,0.017473,0.202344,0.005280,0.234409,0.000896,0.014305,0.000416,0.001472,0.001056,0.000384,0.907075
0.417809,0.017857,0.204648,0.005312,0.222408,0.000928,0.014528,0.000416,0.001568,0.001248,0.000480,0.896515
0.421200,0.017728,0.203112,0.005376,0.220393,0.001024,0.013921,0.000416,0.001472,0.000992,0.000352,0.894531
0.416272,0.017505,0.202696,0.005248,0.216201,0.000928,0.014112,0.000384,0.001504,0.001088,0.000416,0.884738
0.420496,0.018241,0.222633,0.005504,0.225321,0.000864,0.014497,0.000384,0.001472,0.000960,0.000384,0.920164
0.416529,0.017600,0.202152,0.005249,0.219080,0.000896,0.014049,0.000448,0.001440,0.001120,0.000352,0.887043
0.420497,0.017665,0.202312,0.005312,0.226249,0.001184,0.014304,0.000448,0.001504,0.001184,0.000416,0.900036
0.416240,0.017601,0.202728,0.005280,0.234826,0.001088,0.014368,0.000416,0.001440,0.000992,0.000416,0.903875
0.420273,0.017793,0.202440,0.005248,0.223465,0.000896,0.015360,0.000448,0.001536,0.001024,0.000640,0.898020
0.420752,0.017984,0.202088,0.005152,0.228233,0.000928,0.014625,0.000416,0.001504,0.001024,0.000576,0.902531
0.416433,0.017568,0.202472,0.005313,0.231305,0.000864,0.014368,0.000384,0.001440,0.001089,0.000384,0.900388
0.419760,0.017697,0.223273,0.005504,0.233449,0.000896,0.014625,0.000384,0.001472,0.001120,0.000352,0.928836
0.420881,0.017473,0.202696,0.005312,0.234345,0.000832,0.014177,0.000416,0.001504,0.001120,0.000384,0.907716
0.416464,0.017729,0.202280,0.005312,0.230665,0.000832,0.015425,0.000448,0.001440,0.001280,0.000352,0.901123
0.420208,0.017761,0.202472,0.005248,0.234889,0.000832,0.014177,0.000480,0.001408,0.001056,0.000384,0.907587
0.790751,0.063363,0.334445,0.051522,0.344141,0.001184,0.014081,0.000448,0.001536,0.001024,0.000352,1.662721
0.420464,0.017600,0.202792,0.005248,0.233162,0.000896,0.014240,0.000384,0.001408,0.001088,0.000384,0.906915
0.416528,0.017856,0.220265,0.005312,0.232169,0.000896,0.013985,0.000384,0.001536,0.001248,0.000384,0.919812
0.416817,0.017632,0.202792,0.005313,0.223528,0.000896,0.014209,0.000384,0.001568,0.001152,0.000416,0.893667
0.421168,0.017537,0.202952,0.005248,0.230985,0.000864,0.014145,0.000416,0.001504,0.001056,0.000384,0.905763
0.416336,0.017376,0.202280,0.005248,0.248778,0.000864,0.014017,0.000384,0.001472,0.001088,0.000256,0.916420
0.435890,0.017664,0.203176,0.005313,0.220712,0.000864,0.014465,0.000416,0.001440,0.001088,0.000384,0.911012
0.421104,0.017729,0.202632,0.005344,0.232329,0.000992,0.014049,0.000416,0.001504,0.001024,0.000384,0.906147
0.415856,0.017665,0.202472,0.005280,0.232201,0.000960,0.014113,0.000416,0.001536,0.001024,0.000608,0.900035
0.420305,0.017377,0.221672,0.005441,0.228232,0.000864,0.014624,0.000352,0.001440,0.000992,0.000352,0.920708
0.417360,0.017633,0.203144,0.004832,0.233737,0.000960,0.014241,0.000384,0.001440,0.000960,0.000384,0.902947
0.415728,0.017568,0.202472,0.004992,0.233258,0.000896,0.014368,0.000416,0.001536,0.000928,0.000576,0.901988
0.417072,0.017601,0.202632,0.005120,0.226217,0.000992,0.014144,0.000384,0.001440,0.000961,0.000320,0.895523
0.415632,0.017601,0.202344,0.004832,0.232137,0.000960,0.014017,0.000416,0.001472,0.001056,0.000608,0.900035
0.419984,0.017697,0.203816,0.005248,0.227753,0.000896,0.014593,0.000384,0.001568,0.000992,0.000576,0.901475
0.415761,0.017728,0.203016,0.005217,0.225384,0.000928,0.014176,0.000448,0.001568,0.000992,0.000352,0.893699
0.418544,0.017985,0.229833,0.005376,0.231978,0.001568,0.015552,0.000416,0.001888,0.001088,0.000384,0.934853
0.416336,0.017697,0.203176,0.004832,0.225193,0.001056,0.015169,0.000416,0.001696,0.000896,0.000384,0.894659
0.420529,0.017441,0.202695,0.005249,0.215496,0.000896,0.013889,0.000544,0.001440,0.000896,0.000384,0.887363
0.415440,0.017601,0.203048,0.005248,0.230345,0.000800,0.013985,0.000416,0.001536,0.001024,0.000352,0.897667
0.419728,0.017249,0.202536,0.004832,0.259050,0.001249,0.015552,0.000384,0.001472,0.000928,0.000384,0.931588
0.415409,0.017664,0.202408,0.004833,0.219944,0.000896,0.014657,0.000384,0.001472,0.000960,0.000352,0.888003
0.420305,0.017473,0.202408,0.005248,0.223241,0.000864,0.014016,0.000384,0.001504,0.000928,0.000800,0.895075
0.415824,0.017537,0.219976,0.005281,0.223656,0.000960,0.014049,0.000416,0.001408,0.000992,0.000352,0.908963
0.415696,0.017505,0.202247,0.005248,0.214920,0.000832,0.013793,0.000352,0.001440,0.001056,0.000416,0.880899
0.416049,0.017632,0.203080,0.005313,0.225640,0.000864,0.013953,0.000384,0.001504,0.000928,0.000352,0.893731
0.415696,0.017825,0.202632,0.005024,0.225129,0.000960,0.014336,0.000384,0.001441,0.001120,0.000352,0.894563
0.420208,0.017697,0.202376,0.005312,0.226153,0.000928,0.014017,0.000416,0.001472,0.001120,0.000352,0.897859
0.415952,0.017505,0.202536,0.004864,0.222953,0.000832,0.013921,0.000640,0.001536,0.000992,0.000384,0.890051
0.416720,0.017697,0.203272,0.005248,0.220681,0.000864,0.014081,0.000448,0.001408,0.000992,0.000352,0.889763
0.415504,0.017825,0.221705,0.005344,0.240009,0.000864,0.013857,0.000480,0.001440,0.001024,0.000448,0.926500
0.415824,0.017728,0.202952,0.005152,0.223497,0.000864,0.014049,0.000416,0.001504,0.001056,0.000416,0.893827
0.416337,0.017825,0.202920,0.004832,0.227529,0.000928,0.014112,0.000608,0.001472,0.000961,0.000416,0.896484
0.415505,0.017632,0.202248,0.004768,0.224969,0.000896,0.013953,0.000448,0.001472,0.001024,0.000384,0.891747
0.416208,0.017633,0.204968,0.004832,0.231657,0.001025,0.014208,0.000480,0.001440,0.000928,0.000384,0.901635
0.415857,0.017504,0.202216,0.004768,0.224489,0.000864,0.014433,0.000448,0.001408,0.000960,0.000384,0.891651
0.421104,0.017793,0.203528,0.005248,0.234185,0.000864,0.014177,0.000480,0.001504,0.001184,0.000352,0.910564
0.421456,0.017665,0.223817,0.005056,0.230569,0.000832,0.013953,0.000384,0.001568,0.001120,0.000352,0.925796
0.415760,0.017505,0.203432,0.005024,0.215336,0.000833,0.014208,0.000448,0.001536,0.001024,0.000416,0.883522
0.416048,0.017505,0.202760,0.005152,0.226153,0.000768,0.014145,0.000480,0.001536,0.000928,0.000448,0.893891
0.415728,0.017601,0.202792,0.004864,0.202888,0.000928,0.014017,0.000416,0.001568,0.000928,0.000448,0.869762
0.428337,0.017537,0.202408,0.005280,0.222345,0.000896,0.014016,0.000384,0.001504,0.000928,0.000384,0.904291
0.415121,0.017441,0.202727,0.005280,0.218024,0.000960,0.014849,0.000672,0.001536,0.000864,0.000352,0.886467
0.420913,0.017728,0.202536,0.004897,0.215560,0.001152,0.014081,0.000384,0.001536,0.001056,0.000384,0.889123
0.416369,0.017632,0.215753,0.005312,0.230665,0.000896,0.014017,0.000608,0.001440,0.000992,0.000288,0.912452
0.415408,0.017409,0.202247,0.005280,0.245705,0.001248,0.016705,0.000480,0.001440,0.000928,0.000384,0.915427
0.416849,0.017696,0.202823,0.005249,0.226601,0.000832,0.014368,0.000416,0.001568,0.001376,0.000384,0.898115
0.416113,0.017568,0.202728,0.005024,0.205128,0.000704,0.014208,0.000384,0.001568,0.000832,0.000288,0.872290
0.430865,0.017504,0.202695,0.004833,0.229129,0.000864,0.014176,0.000448,0.001440,0.000928,0.000352,0.912228
0.416112,0.017537,0.202088,0.004800,0.205768,0.000736,0.014113,0.000416,0.001440,0.000864,0.000352,0.871714
0.415473,0.017728,0.201896,0.004800,0.226633,0.000960,0.014177,0.000384,0.001472,0.000864,0.000352,0.892387
0.415217,0.018177,0.202087,0.004801,0.227273,0.000928,0.014112,0.000448,0.001344,0.000992,0.000384,0.894723
0.417744,0.018145,0.203112,0.005312,0.244970,0.001248,0.015905,0.000384,0.001600,0.001120,0.000352,0.919524
0.420432,0.017921,0.202344,0.005344,0.233673,0.000832,0.014496,0.000640,0.001824,0.001120,0.000608,0.909315
0.416688,0.017601,0.202536,0.005312,0.247978,0.000896,0.014465,0.000416,0.001472,0.001184,0.000352,0.918372
0.437393,0.017569,0.202088,0.005248,0.242378,0.000864,0.014240,0.000384,0.001536,0.001152,0.000384,0.932709
0.418352,0.017889,0.204392,0.005248,0.238665,0.000864,0.014529,0.000448,0.001408,0.001152,0.000416,0.913412
0.416273,0.017761,0.203304,0.005408,0.234345,0.000896,0.014881,0.000448,0.001536,0.001312,0.000800,0.906404
0.416048,0.017761,0.202344,0.004864,0.248938,0.000864,0.014656,0.000416,0.001536,0.001248,0.000416,0.917987
0.416560,0.017761,0.202248,0.004800,0.225065,0.000960,0.014112,0.000672,0.001600,0.001088,0.000576,0.895043
0.420848,0.017696,0.202536,0.004864,0.232041,0.000928,0.014720,0.000416,0.001536,0.001120,0.000576,0.906051
0.416368,0.017824,0.202632,0.004960,0.236810,0.000960,0.014432,0.000416,0.001569,0.000960,0.000352,0.906788
0.436113,0.018016,0.203527,0.004897,0.231241,0.000864,0.014240,0.000352,0.001473,0.001024,0.000352,0.921028
0.420176,0.017728,0.202568,0.004832,0.230473,0.000864,0.014240,0.000352,0.001536,0.000992,0.000352,0.903779
0.416496,0.017761,0.202856,0.004896,0.228905,0.000896,0.014017,0.000416,0.001568,0.001088,0.000608,0.898115
0.436977,0.017825,0.225385,0.005696,0.241642,0.000864,0.014624,0.000448,0.001505,0.001024,0.000576,0.957094
0.416368,0.017505,0.203528,0.005216,0.225865,0.000992,0.014433,0.000384,0.001504,0.000960,0.000576,0.896515
0.421008,0.017633,0.202664,0.005344,0.237994,0.000832,0.014976,0.000640,0.001600,0.001024,0.000384,0.913443
0.420080,0.017664,0.204616,0.004832,0.231498,0.000832,0.014208,0.000384,0.001728,0.001024,0.000800,0.906467
0.417232,0.017889,0.202056,0.005248,0.232777,0.000832,0.014625,0.000416,0.001440,0.001248,0.000352,0.903043
0.420176,0.017696,0.202472,0.004896,0.227593,0.000896,0.014209,0.000384,0.001472,0.001344,0.000352,0.900579
0.415824,0.017536,0.202920,0.004864,0.239530,0.000960,0.014144,0.000384,0.001505,0.001376,0.000352,0.909252
0.438001,0.017633,0.202632,0.005216,0.234793,0.000960,0.014337,0.000416,0.001440,0.000960,0.000384,0.925828
0.416881,0.017793,0.202472,0.005248,0.238473,0.000928,0.014209,0.000416,0.001504,0.001088,0.000352,0.908708
