Layer[0],IN[1],INFER[1-4],OUT[4],TEE[1-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395116,0.158213,0.598962,0.071266,0.832441,0.000800,0.014528,0.000416,0.001504,0.001088,0.000480,1.252613
0.414732,0.168357,0.589329,0.066114,0.827800,0.001025,0.015200,0.000416,0.001472,0.001120,0.000384,1.269221
0.394540,0.151652,0.602034,0.070530,0.828056,0.001056,0.014689,0.000448,0.001568,0.001280,0.000416,1.248165
0.394956,0.164165,0.587889,0.072322,0.828184,0.000704,0.014817,0.000416,0.001408,0.001120,0.000384,1.248421
0.394924,0.166341,0.588945,0.070498,0.830073,0.000800,0.014432,0.000576,0.001440,0.001152,0.000416,1.250597
0.394860,0.163877,0.588689,0.064033,0.820312,0.001089,0.014720,0.000448,0.001472,0.001152,0.000384,1.240805
0.394475,0.163045,0.618387,0.088514,0.875226,0.000800,0.014497,0.000384,0.001472,0.000992,0.000384,1.295430
0.394284,0.154884,0.589330,0.063650,0.811480,0.000960,0.014592,0.000448,0.001440,0.001120,0.000352,1.230468
0.394828,0.144420,0.586673,0.063745,0.798807,0.000993,0.014912,0.000416,0.001504,0.001024,0.000384,1.220196
0.419917,0.198630,0.597650,0.077858,0.877946,0.001088,0.014944,0.000416,0.001441,0.001120,0.000384,1.325384
0.394699,0.196581,0.588882,0.065378,0.854969,0.000832,0.014848,0.000416,0.001408,0.001056,0.000417,1.274950
0.395948,0.172005,0.601426,0.096579,0.874554,0.001216,0.014816,0.000384,0.001504,0.001344,0.000512,1.297798
0.395211,0.168261,0.602322,0.070306,0.844921,0.000768,0.014561,0.000384,0.001504,0.001184,0.000384,1.265157
0.395116,0.171557,0.590354,0.074242,0.840569,0.000736,0.014592,0.000416,0.001536,0.001088,0.000352,1.262341
0.394955,0.168325,0.607250,0.077378,0.857434,0.001184,0.015424,0.000704,0.001472,0.001152,0.000385,1.278918
0.395244,0.168005,0.599345,0.066978,0.838264,0.001153,0.015136,0.000608,0.001472,0.000992,0.000416,1.259397
0.395212,0.164389,0.590449,0.073634,0.832440,0.000833,0.014560,0.000416,0.001472,0.001024,0.000384,1.253317
0.413484,0.188453,0.602258,0.065538,0.861625,0.000800,0.015009,0.000640,0.001408,0.001024,0.000384,1.300807
0.395180,0.173349,0.587954,0.067778,0.832793,0.000800,0.014464,0.000608,0.001408,0.001120,0.000384,1.252645
0.394476,0.146916,0.614386,0.073507,0.838777,0.000704,0.014784,0.000416,0.001472,0.000928,0.000384,1.258117
0.395404,0.165829,0.590833,0.080227,0.840857,0.000864,0.014624,0.000416,0.001504,0.001088,0.000384,1.261061
0.394155,0.165861,0.588754,0.068194,0.826713,0.001056,0.014432,0.000384,0.001536,0.001152,0.000352,1.245828
0.394508,0.191878,0.605266,0.069346,0.871066,0.001088,0.014944,0.000480,0.001504,0.001121,0.000384,1.292423
0.395499,0.168965,0.591634,0.067714,0.832665,0.000768,0.014657,0.000448,0.001504,0.001024,0.000384,1.254821
0.394700,0.165189,0.589041,0.065058,0.823192,0.001056,0.014657,0.000416,0.001408,0.001056,0.000416,1.243365
0.394476,0.167461,0.597234,0.072514,0.841049,0.001024,0.014913,0.000544,0.001472,0.001024,0.000416,1.261638
0.394731,0.167333,0.588625,0.065378,0.825400,0.001088,0.014944,0.000384,0.001504,0.000992,0.000416,1.246053
0.395115,0.165221,0.605202,0.080291,0.855130,0.000832,0.014816,0.000480,0.001344,0.001056,0.000384,1.275013
0.394572,0.150052,0.587602,0.069122,0.812152,0.000800,0.014400,0.000576,0.001440,0.001216,0.000320,1.232005
0.394668,0.153637,0.597554,0.070594,0.825913,0.000704,0.014528,0.000480,0.001504,0.001120,0.000416,1.247429
0.394476,0.185029,0.590737,0.071938,0.851929,0.001088,0.014817,0.000480,0.001504,0.001216,0.000416,1.273222
0.394924,0.166661,0.589649,0.072098,0.832217,0.001120,0.014624,0.000384,0.001504,0.001088,0.000416,1.252773
0.394700,0.165765,0.587057,0.072962,0.830008,0.000737,0.014688,0.000416,0.001504,0.001088,0.000384,1.249605
0.395660,0.197318,0.589010,0.067938,0.858266,0.000672,0.014720,0.000416,0.001440,0.000992,0.000352,1.279334
0.394668,0.167301,0.586961,0.065346,0.823096,0.001216,0.014593,0.000416,0.001472,0.001120,0.000416,1.243141
0.394603,0.159397,0.608050,0.073250,0.844953,0.000800,0.015105,0.000384,0.001472,0.001088,0.000384,1.265221
0.394540,0.162980,0.589202,0.071106,0.827128,0.000768,0.014273,0.000384,0.001376,0.001056,0.000384,1.246309
0.394316,0.162789,0.588241,0.066274,0.821048,0.001088,0.014529,0.000384,0.001472,0.001088,0.000352,1.240645
0.395020,0.173381,0.598642,0.066594,0.842489,0.000800,0.014816,0.000448,0.001504,0.001056,0.000480,1.262789
0.394700,0.170789,0.586290,0.066626,0.827897,0.001088,0.014496,0.000576,0.001344,0.001056,0.000384,1.248037
0.395084,0.150213,0.589873,0.070658,0.814808,0.000800,0.014721,0.000416,0.001568,0.001152,0.000384,1.235717
0.395852,0.164645,0.589298,0.067106,0.825241,0.001024,0.014912,0.000384,0.001504,0.001088,0.000384,1.246309
0.394412,0.167781,0.599346,0.069730,0.840729,0.000672,0.014976,0.000416,0.001440,0.001184,0.000385,1.260550
0.395691,0.165381,0.604242,0.079523,0.853274,0.000672,0.014592,0.000448,0.001536,0.001056,0.000384,1.274341
0.395276,0.167781,0.587793,0.071714,0.831129,0.000704,0.014400,0.000384,0.001440,0.001120,0.000384,1.251621
0.395212,0.163397,0.588561,0.073442,0.829464,0.000864,0.014465,0.000416,0.001376,0.000992,0.000384,1.249157
0.395179,0.218150,0.593682,0.075618,0.893243,0.001024,0.014400,0.000416,0.001409,0.000960,0.000384,1.313255
0.394828,0.160645,0.593906,0.066402,0.824569,0.001056,0.014720,0.000416,0.001504,0.001056,0.000512,1.244869
0.395052,0.186245,0.588050,0.066818,0.845401,0.001024,0.014752,0.000832,0.001505,0.001056,0.000384,1.267142
0.394828,0.159205,0.586193,0.065794,0.815768,0.000800,0.015008,0.000416,0.001408,0.001056,0.000352,1.236293
0.396492,0.144708,0.587921,0.071555,0.808344,0.001024,0.014688,0.000416,0.001536,0.001088,0.000480,1.230404
0.395532,0.164037,0.606258,0.086178,0.860441,0.000672,0.014465,0.000416,0.001440,0.001120,0.000480,1.281286
0.395084,0.164261,0.586737,0.063778,0.818840,0.001056,0.014337,0.000416,0.001440,0.001120,0.000384,1.238757
0.395083,0.178086,0.587089,0.065858,0.835001,0.000704,0.014433,0.000416,0.001504,0.001024,0.000384,1.255813
0.415980,0.165701,0.597970,0.069090,0.836345,0.001024,0.014656,0.000416,0.001440,0.001088,0.000384,1.277125
0.394156,0.183365,0.585074,0.062273,0.834488,0.000768,0.014144,0.000384,0.001472,0.000992,0.000384,1.252901
0.394571,0.148260,0.585105,0.063074,0.800023,0.000832,0.014401,0.000384,0.001472,0.001024,0.000384,1.219972
0.394668,0.180005,0.589394,0.069474,0.842585,0.000736,0.015873,0.000416,0.001600,0.001696,0.000448,1.265286
0.395116,0.164069,0.588274,0.063617,0.819672,0.000768,0.015104,0.000384,0.001472,0.001568,0.000384,1.242245
0.394860,0.168645,0.612882,0.074819,0.860666,0.000704,0.014496,0.000576,0.001504,0.001056,0.000384,1.281606
0.395244,0.167557,0.594545,0.065346,0.831448,0.000736,0.014689,0.000384,0.001504,0.001216,0.000416,1.252421
0.394668,0.151364,0.595666,0.070306,0.821176,0.000736,0.014593,0.000640,0.001440,0.001248,0.000352,1.241221
0.414604,0.173222,0.598737,0.078979,0.854746,0.001088,0.014912,0.000640,0.001504,0.001088,0.000384,1.296838
0.394891,0.202886,0.588785,0.064418,0.860058,0.001088,0.014816,0.000384,0.001504,0.001184,0.000416,1.281702
0.394508,0.163781,0.584273,0.087843,0.840057,0.001088,0.014944,0.000416,0.001440,0.001088,0.000352,1.261414
0.394636,0.167365,0.587794,0.064354,0.823737,0.001024,0.014400,0.000608,0.001440,0.001024,0.000416,1.244581
0.395116,0.169157,0.588274,0.064002,0.825977,0.001056,0.014624,0.000416,0.001472,0.001120,0.000384,1.247397
0.394187,0.170181,0.613875,0.089826,0.877562,0.000800,0.015105,0.000384,0.001440,0.001120,0.000416,1.297894
0.394316,0.200742,0.589073,0.071491,0.865402,0.000832,0.014368,0.000384,0.001408,0.001088,0.000384,1.285542
0.394732,0.157445,0.597682,0.070626,0.829881,0.000704,0.014400,0.000416,0.001408,0.001056,0.000480,1.249957
0.409612,0.173349,0.596530,0.065410,0.840345,0.000736,0.014976,0.000608,0.001472,0.001216,0.000384,1.276581
0.395244,0.170341,0.591090,0.064514,0.830553,0.001216,0.015072,0.000384,0.001504,0.001152,0.000384,1.252454
0.394923,0.167397,0.603954,0.075715,0.852762,0.000768,0.014432,0.000416,0.001472,0.001056,0.000416,1.273925
0.394444,0.171429,0.587281,0.063554,0.826392,0.001056,0.014657,0.000608,0.001440,0.001024,0.000384,1.246981
0.394188,0.163397,0.586609,0.062722,0.816888,0.000736,0.014593,0.000576,0.001408,0.001184,0.000480,1.237445
0.394412,0.186629,0.610226,0.069090,0.869818,0.001088,0.014720,0.000384,0.001568,0.001088,0.000416,1.290822
0.394540,0.163653,0.587697,0.062178,0.817528,0.001056,0.014529,0.000416,0.001504,0.001184,0.000384,1.238277
0.394507,0.166341,0.584817,0.061794,0.817080,0.001120,0.014592,0.000576,0.001536,0.001120,0.000384,1.238340
0.395244,0.173381,0.596690,0.066274,0.841625,0.000768,0.014848,0.000576,0.001568,0.001152,0.000384,1.263333
0.394604,0.153381,0.586833,0.062594,0.807192,0.000800,0.014625,0.000384,0.001504,0.001088,0.000384,1.227749
0.396108,0.202854,0.619570,0.080963,0.909467,0.000768,0.014688,0.000384,0.001536,0.001184,0.000384,1.332231
0.395307,0.153349,0.589970,0.062657,0.810072,0.000801,0.015648,0.000352,0.001504,0.001120,0.000416,1.232260
0.394892,0.166885,0.600210,0.070050,0.840889,0.000736,0.014656,0.000384,0.001632,0.001344,0.000384,1.261733
0.412013,0.174437,0.600370,0.065218,0.844217,0.000736,0.014592,0.000608,0.001536,0.001120,0.000384,1.283078
0.394859,0.174246,0.586961,0.071426,0.836569,0.000800,0.014913,0.000416,0.001504,0.001088,0.000384,1.258149
0.395436,0.162789,0.597905,0.062434,0.827096,0.001152,0.014497,0.000416,0.001504,0.001120,0.000384,1.248837
0.394987,0.168517,0.599378,0.065282,0.837241,0.001184,0.014497,0.000800,0.001472,0.001120,0.000352,1.257157
0.394988,0.155429,0.588305,0.072674,0.821336,0.000832,0.014656,0.000448,0.001472,0.001088,0.000384,1.242821
0.394828,0.171173,0.606290,0.072386,0.853945,0.000768,0.014497,0.000416,0.001824,0.001120,0.000352,1.274278
0.395660,0.167045,0.588274,0.066370,0.825657,0.001120,0.014688,0.000448,0.001472,0.001056,0.000480,1.247941
0.395275,0.151493,0.587377,0.062658,0.805560,0.000992,0.014625,0.000416,0.001408,0.001152,0.000416,1.226724
0.412108,0.176293,0.596146,0.065506,0.843289,0.000736,0.014720,0.000416,0.001408,0.001024,0.000448,1.280613
0.394988,0.170885,0.586674,0.070210,0.831641,0.000800,0.014464,0.000384,0.001408,0.001120,0.000416,1.252230
0.395211,0.162053,0.586066,0.086082,0.838777,0.000928,0.014689,0.000384,0.001440,0.001056,0.000352,1.259973
0.394251,0.167397,0.597937,0.063682,0.832792,0.001216,0.014369,0.000416,0.001472,0.001024,0.000384,1.252357
0.394635,0.165893,0.587825,0.070210,0.827928,0.000704,0.014529,0.000576,0.001440,0.001120,0.000320,1.247909
0.394700,0.165317,0.607602,0.097794,0.874586,0.000672,0.014304,0.000608,0.001472,0.001120,0.000384,1.294246
0.394348,0.164997,0.597522,0.064097,0.830552,0.000769,0.014336,0.000576,0.001504,0.001184,0.000416,1.250949
0.394316,0.158245,0.588881,0.063234,0.814648,0.000736,0.014529,0.000384,0.001536,0.001088,0.000384,1.234533
0.412972,0.205990,0.597746,0.075906,0.883674,0.000704,0.014817,0.000608,0.001440,0.000992,0.000384,1.323047
0.395244,0.130180,0.588689,0.063042,0.786135,0.000768,0.014625,0.000416,0.001472,0.001120,0.000352,1.206820
0.394572,0.154724,0.605937,0.076002,0.842297,0.001120,0.014368,0.000608,0.001568,0.001088,0.000385,1.264262
0.395339,0.150340,0.600082,0.075618,0.830136,0.001120,0.014369,0.000640,0.001568,0.001024,0.000352,1.251781
0.394476,0.164741,0.584369,0.063586,0.816536,0.000768,0.014368,0.000832,0.001600,0.001120,0.000384,1.236741
0.395884,0.187398,0.600914,0.065954,0.860282,0.001184,0.014848,0.000384,0.001600,0.001056,0.000384,1.283366
0.394764,0.192646,0.601970,0.073506,0.871738,0.001120,0.014528,0.000385,0.001536,0.001120,0.000352,1.292295
0.394828,0.164421,0.587345,0.063330,0.819480,0.001024,0.014688,0.000448,0.001537,0.001120,0.000320,1.240549
0.394924,0.163493,0.586929,0.063266,0.817528,0.000736,0.014369,0.000416,0.001472,0.001120,0.000384,1.238789
0.394060,0.193350,0.587793,0.062882,0.847929,0.001024,0.014272,0.000416,0.001536,0.001088,0.000384,1.267846
0.394572,0.167813,0.605938,0.071682,0.849369,0.000736,0.014625,0.000384,0.001504,0.001056,0.000448,1.270182
0.394156,0.156964,0.586162,0.064674,0.811448,0.000992,0.014592,0.000416,0.001600,0.001088,0.000384,1.231044
0.395915,0.164004,0.599698,0.071842,0.839864,0.000736,0.015041,0.000416,0.001632,0.001216,0.000384,1.262725
0.421805,0.157445,0.598225,0.062850,0.822776,0.001216,0.015489,0.000352,0.001504,0.001088,0.000448,1.272358
0.395116,0.172965,0.588978,0.071266,0.837433,0.000864,0.014784,0.000384,0.001632,0.001409,0.000416,1.259462
0.395436,0.157124,0.588914,0.073154,0.823288,0.000800,0.014337,0.000416,0.001568,0.001024,0.000352,1.245637
0.394828,0.157861,0.600658,0.064802,0.827449,0.000832,0.014624,0.000832,0.001600,0.001312,0.000416,1.249573
0.395148,0.164741,0.588561,0.062978,0.820216,0.000704,0.016513,0.000448,0.001536,0.001152,0.000384,1.243621
0.394667,0.165796,0.605906,0.079875,0.855737,0.000832,0.014816,0.000832,0.001568,0.001152,0.000353,1.277638
0.394763,0.138180,0.587506,0.061826,0.791256,0.000768,0.014784,0.000416,0.001472,0.001088,0.000384,1.211651
0.395116,0.168965,0.599634,0.064514,0.836985,0.000768,0.015712,0.000416,0.001472,0.001056,0.000480,1.258821
0.412300,0.165573,0.598578,0.064706,0.832953,0.000736,0.014272,0.000576,0.001536,0.001120,0.000384,1.270725
0.394508,0.164901,0.587217,0.066818,0.822872,0.000704,0.014305,0.000448,0.001536,0.001056,0.000448,1.242437
0.394347,0.169253,0.588241,0.068002,0.829368,0.000800,0.016705,0.000832,0.001504,0.001216,0.000416,1.253477
0.395436,0.152261,0.598321,0.062401,0.817240,0.000736,0.014785,0.000608,0.001568,0.001056,0.000384,1.238373
0.395116,0.166789,0.588497,0.070402,0.829752,0.000736,0.014849,0.000416,0.001568,0.001088,0.000416,1.250725
0.395019,0.165061,0.610898,0.069795,0.849882,0.001248,0.015520,0.000416,0.001568,0.001024,0.000384,1.271045
0.394571,0.166853,0.599090,0.065634,0.835417,0.000704,0.016033,0.000448,0.001440,0.001120,0.000448,1.256773
0.394572,0.187941,0.586642,0.067042,0.845433,0.000736,0.015264,0.000416,0.001472,0.001024,0.000417,1.265894
0.411276,0.189061,0.596306,0.066594,0.856121,0.000704,0.015072,0.000384,0.001472,0.001152,0.000384,1.293703
0.394284,0.168037,0.587505,0.063329,0.822808,0.001216,0.016448,0.000416,0.001472,0.001152,0.000384,1.245893
0.394507,0.172645,0.613011,0.077122,0.866906,0.000896,0.014816,0.000416,0.001600,0.001152,0.000384,1.287622
0.395564,0.170949,0.587601,0.063906,0.826552,0.001152,0.014689,0.000576,0.001600,0.001248,0.000480,1.248933
0.395404,0.171877,0.589553,0.070851,0.836473,0.000768,0.014816,0.000384,0.001472,0.001056,0.000416,1.258053
0.395211,0.170341,0.616818,0.068738,0.860601,0.000768,0.014657,0.000416,0.001504,0.001184,0.000416,1.282534
0.395371,0.168261,0.587794,0.063298,0.823417,0.001248,0.014720,0.000384,0.001600,0.001152,0.000352,1.245092
0.395276,0.166181,0.587186,0.061921,0.819576,0.001280,0.014720,0.000384,0.001472,0.001120,0.000352,1.241509
0.410444,0.171173,0.595954,0.064258,0.835129,0.000832,0.014881,0.000384,0.001440,0.000992,0.000320,1.271270
0.394380,0.168453,0.587505,0.064578,0.825624,0.001280,0.015041,0.000640,0.001408,0.001088,0.000384,1.246693
0.394508,0.169317,0.615090,0.081698,0.870362,0.000896,0.014496,0.000384,0.001472,0.001120,0.000384,1.290246
0.394732,0.167429,0.587729,0.067458,0.826904,0.001248,0.015105,0.000608,0.001472,0.001248,0.000416,1.248677
0.395436,0.165989,0.586897,0.062946,0.819576,0.000864,0.014528,0.000384,0.001440,0.001088,0.000416,1.240421
0.394636,0.185030,0.594001,0.063970,0.847097,0.001344,0.015457,0.000384,0.001536,0.001024,0.000352,1.268998
0.396268,0.205670,0.588273,0.066530,0.864825,0.000896,0.014657,0.000576,0.001504,0.001088,0.000352,1.287590
0.394732,0.162757,0.600530,0.062274,0.829689,0.001184,0.014816,0.000384,0.001440,0.001056,0.000384,1.251013
0.394540,0.167557,0.587313,0.072195,0.830905,0.000736,0.014432,0.000544,0.001504,0.001152,0.000384,1.250981
0.394412,0.170501,0.586193,0.069891,0.830649,0.000832,0.014464,0.000832,0.001536,0.001184,0.000352,1.251141
0.395436,0.155524,0.613267,0.080194,0.853305,0.000704,0.014497,0.000384,0.001504,0.001024,0.000384,1.274950
0.394507,0.166757,0.585490,0.065634,0.821753,0.000768,0.014464,0.000384,0.001536,0.001120,0.000384,1.242436
0.394828,0.170437,0.587473,0.072226,0.835000,0.000704,0.014560,0.000384,0.001408,0.001056,0.000384,1.256165
0.414284,0.171397,0.596914,0.064130,0.836441,0.001216,0.015488,0.000608,0.001440,0.001216,0.000384,1.278182
0.394763,0.162788,0.585842,0.062082,0.814808,0.001184,0.014880,0.000416,0.001536,0.001120,0.000352,1.236676
0.394956,0.158053,0.587985,0.062722,0.812824,0.001216,0.015009,0.000384,0.001472,0.001056,0.000448,1.234373
0.395275,0.171334,0.599377,0.064386,0.839033,0.000768,0.014401,0.000384,0.001536,0.001056,0.000352,1.260101
0.394411,0.169605,0.587313,0.071042,0.832248,0.000864,0.014657,0.000416,0.001440,0.001056,0.000384,1.252485
0.395147,0.167813,0.620051,0.068610,0.860314,0.000800,0.014656,0.000608,0.001536,0.001089,0.000384,1.281478
0.397132,0.181702,0.591345,0.077731,0.855290,0.001376,0.016512,0.000640,0.001696,0.002688,0.000608,1.284775
0.397772,0.205062,0.594290,0.063586,0.867290,0.001600,0.016416,0.000608,0.001472,0.003040,0.000608,1.297991
0.409452,0.170501,0.586897,0.063874,0.825625,0.000896,0.015520,0.000640,0.001729,0.001696,0.000384,1.264262
0.395019,0.169253,0.588881,0.063874,0.826328,0.000768,0.014816,0.000609,0.001408,0.001280,0.000320,1.247685
0.395212,0.169829,0.611762,0.074914,0.860537,0.000768,0.014593,0.000704,0.001472,0.001248,0.000384,1.282886
0.394635,0.190438,0.588434,0.062977,0.846169,0.001217,0.014496,0.000640,0.001408,0.001120,0.000352,1.267205
0.395628,0.167493,0.587601,0.070306,0.829784,0.000768,0.014369,0.000640,0.001472,0.001024,0.000352,1.251077
0.395019,0.192773,0.596690,0.063938,0.857561,0.000800,0.014784,0.000865,0.001440,0.001088,0.000480,1.278534
0.394956,0.167109,0.587538,0.068194,0.827001,0.000768,0.014464,0.000832,0.001440,0.001120,0.000384,1.248037
0.395212,0.189702,0.601681,0.063361,0.858905,0.000704,0.014465,0.000832,0.001504,0.001056,0.000384,1.279910
0.394603,0.165925,0.587570,0.066690,0.824505,0.000704,0.014496,0.000640,0.001440,0.000896,0.000384,1.244228
0.394924,0.152612,0.586417,0.069538,0.812600,0.000800,0.014753,0.000640,0.001504,0.001120,0.000384,1.234213
0.395020,0.154500,0.605618,0.088483,0.852665,0.000736,0.014848,0.000640,0.001440,0.001025,0.000384,1.273990
0.395180,0.169029,0.589810,0.065570,0.828537,0.000768,0.014592,0.000640,0.001408,0.001024,0.000384,1.249701
0.394892,0.166725,0.587921,0.067746,0.826360,0.000832,0.014593,0.000640,0.001472,0.000992,0.000448,1.247525
0.425228,0.145028,0.597426,0.068994,0.815417,0.000704,0.014912,0.000864,0.001504,0.001056,0.000384,1.267173
0.394891,0.166789,0.587889,0.071842,0.831000,0.000832,0.014433,0.000832,0.001408,0.000960,0.000416,1.253765
0.395627,0.172070,0.587345,0.064066,0.827449,0.000768,0.014624,0.000832,0.001440,0.001024,0.000416,1.249381
0.394827,0.168389,0.598354,0.070818,0.841625,0.000800,0.014945,0.000672,0.001472,0.001056,0.000352,1.262789
0.394668,0.165189,0.600273,0.063906,0.833368,0.000800,0.014593,0.000864,0.001408,0.001120,0.000384,1.254309
0.395116,0.167717,0.607282,0.114211,0.893146,0.001216,0.014657,0.000832,0.001440,0.001024,0.000416,1.314983
0.394827,0.157189,0.585905,0.063810,0.810776,0.000864,0.014433,0.000832,0.001504,0.001088,0.000352,1.231876
0.395564,0.171973,0.588689,0.069699,0.834393,0.000800,0.014560,0.000832,0.001536,0.001568,0.000384,1.257733
0.414348,0.170533,0.598097,0.064514,0.837081,0.001152,0.014657,0.000640,0.001440,0.001056,0.000448,1.278086
0.397995,0.166884,0.587890,0.063394,0.822297,0.001184,0.016128,0.000608,0.001472,0.001089,0.000416,1.248165
0.395147,0.171461,0.586706,0.066594,0.828697,0.000800,0.040353,0.000704,0.001600,0.001440,0.000384,1.276901
0.395244,0.154532,0.588722,0.062754,0.810232,0.001184,0.015904,0.000800,0.001440,0.001088,0.000384,1.233572
0.395275,0.155557,0.615282,0.067394,0.842425,0.000768,0.014913,0.000640,0.001440,0.001056,0.000384,1.264677
0.394380,0.169637,0.622098,0.077890,0.873818,0.000768,0.014912,0.000832,0.001568,0.001153,0.000416,1.295111
0.394668,0.193318,0.588721,0.063330,0.849241,0.001152,0.015233,0.000928,0.001536,0.001056,0.000352,1.271238
0.395116,0.177221,0.586769,0.069955,0.837753,0.000704,0.014912,0.000672,0.001536,0.001120,0.000384,1.259077
0.411148,0.169381,0.587634,0.067650,0.828537,0.001248,0.014688,0.000832,0.001472,0.001184,0.000384,1.267270
0.394635,0.170277,0.599921,0.069058,0.842969,0.000768,0.015201,0.000640,0.001440,0.000992,0.000384,1.263749
0.395723,0.169157,0.604306,0.077762,0.855449,0.000896,0.015328,0.000672,0.001409,0.001120,0.000352,1.277926
0.396332,0.166821,0.588018,0.068738,0.827513,0.000736,0.014528,0.000864,0.001408,0.001152,0.000416,1.249125
0.395084,0.166117,0.587857,0.061986,0.820152,0.000832,0.014753,0.000608,0.001472,0.001184,0.000416,1.242213
0.397036,0.190597,0.629939,0.064386,0.890330,0.001184,0.015201,0.000608,0.001408,0.001184,0.000448,1.314631
0.394251,0.167333,0.589138,0.065250,0.825881,0.000800,0.014496,0.000608,0.001440,0.001057,0.000352,1.246437
0.395180,0.161861,0.586321,0.065474,0.817240,0.001280,0.015073,0.000640,0.001504,0.001216,0.000416,1.239653
0.395052,0.161701,0.587185,0.061602,0.814616,0.001216,0.015009,0.000896,0.001440,0.001120,0.000480,1.237157
0.394924,0.153029,0.586737,0.062818,0.806360,0.000832,0.014529,0.000864,0.001408,0.001056,0.000384,1.227301
0.394828,0.167237,0.605874,0.077442,0.854809,0.000704,0.015041,0.000832,0.001472,0.001024,0.000480,1.276870
0.395115,0.164676,0.601682,0.063778,0.834552,0.000800,0.014561,0.000608,0.001440,0.000992,0.000352,1.254981
0.394476,0.151781,0.587953,0.063714,0.807544,0.000832,0.014433,0.000608,0.001440,0.001024,0.000352,1.227269
0.394732,0.189862,0.614930,0.064706,0.873658,0.001152,0.014689,0.000864,0.001408,0.001056,0.000416,1.294951
0.394475,0.166021,0.585874,0.067234,0.823065,0.000864,0.014208,0.000864,0.001440,0.001120,0.000384,1.242852
0.396140,0.152036,0.600818,0.062914,0.819960,0.001152,0.014817,0.000640,0.001376,0.001056,0.000384,1.242821
0.394572,0.194277,0.587314,0.067170,0.852505,0.000736,0.015040,0.000608,0.001537,0.001056,0.000384,1.272774
0.394636,0.164485,0.588593,0.062498,0.819672,0.001152,0.014945,0.000608,0.001376,0.001024,0.000448,1.240805
0.395084,0.163876,0.604242,0.142372,0.919451,0.000736,0.014816,0.000864,0.001440,0.001056,0.000480,1.340872
0.394860,0.173861,0.586001,0.065698,0.829304,0.000800,0.014784,0.000608,0.001472,0.001024,0.000384,1.250117
0.394636,0.203782,0.588305,0.068610,0.864730,0.000768,0.014880,0.000672,0.001664,0.001024,0.000416,1.286822
0.410028,0.171109,0.598481,0.063426,0.836824,0.001216,0.015233,0.000608,0.001504,0.001024,0.000416,1.274022
0.396460,0.159589,0.584689,0.062946,0.811224,0.001216,0.014945,0.000640,0.001504,0.001120,0.000352,1.235077
0.395564,0.170469,0.600818,0.071010,0.846489,0.000800,0.028961,0.000992,0.001856,0.001248,0.000352,1.284774
0.396236,0.168837,0.588402,0.061953,0.823160,0.001216,0.014753,0.000608,0.001568,0.001568,0.000416,1.245797
0.398956,0.193094,0.593041,0.064066,0.854457,0.001664,0.016129,0.000672,0.001760,0.002688,0.000576,1.286790
0.395660,0.173733,0.609266,0.087107,0.874938,0.000992,0.015808,0.000640,0.001600,0.001568,0.000384,1.300166
0.394508,0.202694,0.587857,0.063650,0.858745,0.000864,0.014785,0.000640,0.001568,0.001312,0.000384,1.280166
0.396780,0.152836,0.588466,0.064738,0.809976,0.000736,0.014688,0.000640,0.001536,0.001216,0.000384,1.233284
0.409868,0.181062,0.597681,0.064993,0.847801,0.000929,0.014464,0.000608,0.001568,0.001152,0.000800,1.285062
0.395212,0.171397,0.586130,0.065474,0.826745,0.000768,0.014304,0.000608,0.001440,0.001216,0.000448,1.247461
0.395244,0.169893,0.602610,0.077315,0.855706,0.000800,0.014720,0.000608,0.001568,0.001120,0.000352,1.278694
0.395692,0.199750,0.589777,0.070435,0.864538,0.001248,0.015424,0.000608,0.001536,0.001056,0.000384,1.287750
0.396108,0.172133,0.588050,0.066786,0.831481,0.000736,0.014304,0.000640,0.001536,0.001120,0.000384,1.253445
0.420749,0.164517,0.597362,0.063906,0.829593,0.001216,0.014720,0.000864,0.001600,0.001152,0.000384,1.278086
0.395596,0.173669,0.602674,0.067650,0.848089,0.000832,0.014465,0.000416,0.001504,0.001088,0.000352,1.269542
0.395467,0.167365,0.597170,0.064322,0.833081,0.000800,0.014560,0.000832,0.001472,0.001056,0.000384,1.254437
0.394412,0.136932,0.587281,0.062530,0.790999,0.000864,0.014561,0.000640,0.001536,0.001120,0.000480,1.212100
0.395275,0.153060,0.599122,0.061442,0.818040,0.000832,0.014912,0.000800,0.001536,0.001120,0.000416,1.240676
0.394796,0.168037,0.608146,0.081443,0.861626,0.001184,0.015200,0.000864,0.001536,0.001120,0.000384,1.284006
0.394508,0.163845,0.586065,0.065218,0.819064,0.001184,0.014657,0.000800,0.001472,0.001184,0.000384,1.240357
0.394892,0.166789,0.595378,0.062498,0.828569,0.001152,0.014688,0.000640,0.001472,0.001184,0.000384,1.249733
0.412492,0.165604,0.598418,0.067810,0.835832,0.001248,0.015041,0.000736,0.001568,0.000992,0.000416,1.275686
0.396075,0.170853,0.588978,0.062882,0.826777,0.000768,0.014752,0.000384,0.001536,0.001088,0.000353,1.248869
0.395467,0.193829,0.632371,0.069794,0.900187,0.001152,0.015041,0.000832,0.001536,0.001056,0.000384,1.322727
0.395627,0.173381,0.588529,0.065154,0.831321,0.000736,0.014945,0.000608,0.001536,0.001184,0.000416,1.253669
