Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-7],Layer[8],Layer[9],Layer[10],classifier
0.416304,0.017697,0.202632,0.004864,0.048482,0.191303,0.001984,0.000896,0.000416,0.891171
0.416209,0.017921,0.202856,0.005248,0.048162,0.184519,0.002048,0.000864,0.000384,0.885699
0.416048,0.017697,0.202760,0.005248,0.048642,0.198216,0.001984,0.000960,0.000416,0.898819
0.415312,0.017601,0.202632,0.005248,0.048066,0.191847,0.001984,0.001344,0.000416,0.891203
0.416081,0.032481,0.204040,0.005280,0.048226,0.181927,0.002080,0.001024,0.000384,0.898915
0.416496,0.017505,0.202888,0.005088,0.047842,0.185287,0.002016,0.000992,0.000384,0.885314
0.415408,0.017537,0.202760,0.005312,0.048450,0.202568,0.002048,0.000960,0.000384,0.901571
0.416464,0.017569,0.202568,0.005024,0.048194,0.190599,0.002048,0.000992,0.000384,0.889826
0.415952,0.017473,0.202600,0.005312,0.048450,0.189287,0.001984,0.000928,0.000384,0.888962
0.415472,0.017505,0.204232,0.005056,0.047970,0.192904,0.002048,0.000896,0.000448,0.893475
0.415281,0.017504,0.202120,0.004865,0.047489,0.183080,0.002048,0.001024,0.000384,0.880163
0.415025,0.017504,0.222825,0.005184,0.047938,0.204200,0.002112,0.000960,0.000416,0.923748
0.416144,0.017441,0.202312,0.005248,0.047842,0.194440,0.002080,0.000896,0.000384,0.893443
0.416017,0.017536,0.203592,0.005217,0.048193,0.198568,0.002016,0.000992,0.000384,0.899108
0.416016,0.017504,0.202408,0.005120,0.047522,0.191624,0.002272,0.001120,0.000608,0.891203
0.415889,0.017536,0.202152,0.005440,0.047298,0.202120,0.002048,0.000896,0.000384,0.900131
0.416368,0.017697,0.203208,0.005088,0.047362,0.186663,0.002048,0.000896,0.000416,0.886274
0.416497,0.017664,0.202856,0.005281,0.048833,0.194312,0.002080,0.000832,0.000384,0.895587
0.415536,0.017441,0.221577,0.005248,0.047810,0.195399,0.002048,0.000960,0.000352,0.913060
0.417233,0.017504,0.205096,0.004833,0.050370,0.197479,0.002208,0.000896,0.000352,0.903780
0.416496,0.017664,0.205192,0.004992,0.048194,0.191528,0.001984,0.000928,0.000352,0.894595
0.416656,0.017633,0.203048,0.005280,0.048066,0.200008,0.002208,0.000960,0.000320,0.901347
0.419633,0.017601,0.202824,0.005344,0.047458,0.189351,0.002112,0.000992,0.000416,0.892323
0.414672,0.017537,0.202824,0.005024,0.048226,0.181543,0.001920,0.001056,0.000384,0.879746
0.415920,0.017728,0.202728,0.005280,0.047906,0.191368,0.002112,0.000992,0.000416,0.891459
0.416016,0.017633,0.227113,0.005216,0.047586,0.199688,0.002112,0.001216,0.000384,0.924292
0.415600,0.017633,0.204264,0.005248,0.047874,0.194120,0.002080,0.000960,0.000384,0.894883
0.416336,0.017569,0.202664,0.005280,0.048258,0.208296,0.002080,0.000864,0.000384,0.908515
0.415088,0.017441,0.202664,0.005248,0.048930,0.207848,0.002144,0.001024,0.000352,0.907171
0.433041,0.017600,0.203336,0.005057,0.048513,0.191911,0.002144,0.000992,0.000416,0.909219
0.415920,0.017569,0.203304,0.005248,0.047746,0.182407,0.002112,0.000992,0.000352,0.882018
0.415824,0.017537,0.202536,0.005216,0.047842,0.206824,0.002048,0.000864,0.000608,0.906371
0.415952,0.017888,0.222473,0.005280,0.048514,0.204744,0.002112,0.000896,0.000384,0.924932
0.416016,0.017665,0.203048,0.005280,0.048514,0.207400,0.002336,0.000896,0.000384,0.908547
0.415920,0.017569,0.202472,0.005184,0.048610,0.209384,0.002496,0.000960,0.000384,0.909796
0.415569,0.017440,0.202120,0.005057,0.048321,0.185127,0.002048,0.000896,0.000576,0.884227
0.433713,0.017664,0.202856,0.005249,0.048290,0.188839,0.002176,0.000992,0.000384,0.906883
0.416049,0.017568,0.202343,0.005025,0.048258,0.189255,0.002080,0.000960,0.000320,0.888707
0.416272,0.017729,0.202600,0.005312,0.047874,0.192807,0.001953,0.000928,0.000608,0.892419
0.415280,0.017473,0.218344,0.005184,0.047458,0.188232,0.001952,0.000928,0.000352,0.902243
0.415184,0.017665,0.202440,0.005248,0.047522,0.190824,0.002048,0.000832,0.000384,0.888611
0.415248,0.017504,0.202568,0.005248,0.047362,0.196648,0.002080,0.000928,0.000352,0.895107
0.415536,0.017505,0.203144,0.005248,0.047906,0.191271,0.002080,0.000896,0.000352,0.890434
0.433489,0.018113,0.203208,0.005024,0.049442,0.217768,0.002048,0.001056,0.000352,0.937285
0.416336,0.017505,0.203720,0.005312,0.048738,0.188039,0.002080,0.000928,0.000384,0.890115
0.415440,0.017600,0.203048,0.005280,0.048098,0.190408,0.001952,0.001088,0.000352,0.889763
0.414960,0.017633,0.202568,0.005248,0.069442,0.208009,0.002112,0.000992,0.000384,0.927908
0.415345,0.017728,0.203080,0.005217,0.048737,0.203944,0.001985,0.000960,0.000352,0.903908
0.415920,0.017793,0.203080,0.005280,0.047938,0.205960,0.001888,0.000864,0.000384,0.905379
0.415952,0.017633,0.202600,0.005248,0.048386,0.213641,0.002112,0.001024,0.000384,0.913892
0.433585,0.017665,0.202792,0.005248,0.048642,0.190536,0.002208,0.001024,0.000384,0.908772
0.416400,0.017569,0.204552,0.005312,0.047938,0.199944,0.001984,0.001088,0.000416,0.901795
0.416688,0.017697,0.202728,0.005280,0.047490,0.189575,0.001952,0.001024,0.000544,0.889218
0.415697,0.017632,0.202600,0.005024,0.068290,0.196776,0.002080,0.000864,0.000384,0.916644
0.415377,0.017408,0.202792,0.005313,0.048546,0.191143,0.002080,0.000896,0.000352,0.890275
0.415792,0.017377,0.203656,0.005248,0.047586,0.186791,0.002048,0.000960,0.000416,0.886370
0.414672,0.017473,0.203144,0.005184,0.048770,0.187815,0.002048,0.000896,0.000352,0.886626
0.432305,0.017696,0.202792,0.005025,0.048065,0.192552,0.001888,0.001024,0.000384,0.908387
0.415601,0.017472,0.203208,0.005217,0.047681,0.203880,0.002241,0.000992,0.000384,0.903300
0.415056,0.017440,0.202856,0.005280,0.047778,0.202760,0.002016,0.000960,0.000416,0.901411
0.415824,0.017633,0.202536,0.005216,0.047586,0.222569,0.002208,0.000960,0.000608,0.921860
0.415665,0.017568,0.203208,0.005025,0.048161,0.202600,0.002144,0.000864,0.000384,0.902148
0.415312,0.017537,0.202728,0.004992,0.049026,0.185256,0.001984,0.000960,0.000384,0.884483
0.415312,0.017505,0.203048,0.005216,0.048034,0.206184,0.002144,0.000928,0.000352,0.906051
0.435409,0.017729,0.202888,0.004928,0.047362,0.186887,0.002080,0.000896,0.000608,0.905475
0.415344,0.017665,0.203080,0.005184,0.047106,0.203912,0.001984,0.000960,0.000416,0.901699
0.415184,0.017473,0.203176,0.005024,0.046818,0.204520,0.002016,0.000896,0.000384,0.901827
0.415248,0.017473,0.202984,0.005312,0.047010,0.223272,0.002016,0.000993,0.000448,0.921092
0.415985,0.017664,0.202600,0.005056,0.046978,0.191368,0.001952,0.001024,0.000384,0.888611
0.415312,0.017665,0.202568,0.005216,0.047202,0.190855,0.002048,0.000832,0.000384,0.889443
0.415728,0.017505,0.203208,0.005248,0.047458,0.208168,0.001984,0.001024,0.000416,0.907619
0.432849,0.017665,0.202920,0.005216,0.047330,0.210504,0.001888,0.000960,0.000384,0.926564
0.415537,0.017504,0.202408,0.005249,0.048705,0.202439,0.001985,0.000928,0.000480,0.900740
0.415952,0.017633,0.202952,0.005280,0.048162,0.204040,0.002080,0.001024,0.000384,0.904291
0.415472,0.017697,0.205576,0.004992,0.048002,0.225545,0.002112,0.001024,0.000384,0.927140
0.415184,0.017505,0.202920,0.004960,0.046850,0.199752,0.001920,0.001024,0.000384,0.896579
0.416208,0.017729,0.203016,0.004800,0.046914,0.200904,0.002080,0.000896,0.000416,0.898883
0.414960,0.017633,0.202120,0.004800,0.047074,0.212808,0.002112,0.000864,0.000384,0.909091
0.436209,0.017537,0.202056,0.004800,0.047426,0.179399,0.002016,0.000864,0.000608,0.897251
0.414864,0.017633,0.202344,0.005088,0.047138,0.196679,0.002080,0.000896,0.000352,0.893379
0.416496,0.017441,0.202824,0.005248,0.047554,0.192264,0.002112,0.000928,0.000544,0.892227
0.415920,0.017761,0.203816,0.005280,0.047810,0.229065,0.002336,0.000992,0.000576,0.931205
0.418192,0.017601,0.202920,0.005088,0.047586,0.201736,0.002208,0.001152,0.000416,0.904868
0.416080,0.017761,0.203624,0.005280,0.048034,0.202536,0.002176,0.001088,0.000672,0.905028
0.416016,0.017729,0.203816,0.005248,0.048386,0.205928,0.003264,0.001312,0.000640,0.910435
0.435057,0.017665,0.203272,0.005088,0.047970,0.185639,0.002048,0.000960,0.000416,0.905284
0.415344,0.017665,0.203464,0.005216,0.047906,0.190023,0.002177,0.000960,0.000320,0.890019
0.415664,0.017601,0.202152,0.005184,0.048290,0.188583,0.001984,0.000961,0.000320,0.887811
0.415056,0.017697,0.202920,0.004928,0.048194,0.207144,0.002080,0.000864,0.000352,0.906083
0.415216,0.017633,0.202408,0.004832,0.047938,0.179911,0.001984,0.000928,0.000320,0.877698
0.417168,0.017857,0.203528,0.005344,0.047874,0.192904,0.002176,0.000896,0.000352,0.895075
0.416432,0.017857,0.202696,0.005248,0.047426,0.192391,0.002080,0.000928,0.000608,0.891938
0.436465,0.017473,0.205960,0.005248,0.049314,0.197800,0.002144,0.001056,0.000416,0.923716
0.417329,0.017664,0.204072,0.005057,0.048898,0.185575,0.002144,0.000960,0.000416,0.890115
0.417968,0.017505,0.203592,0.005024,0.048770,0.199208,0.002208,0.000960,0.000704,0.903011
0.415280,0.017761,0.203112,0.005120,0.048002,0.214632,0.002176,0.000992,0.000352,0.914340
0.415569,0.017505,0.202759,0.005281,0.049730,0.190151,0.002144,0.001024,0.000352,0.891619
0.415600,0.017569,0.203400,0.005024,0.048738,0.198536,0.002048,0.001056,0.000384,0.900099
0.416560,0.017824,0.203656,0.005313,0.048001,0.194376,0.002112,0.000992,0.000576,0.897827
0.433649,0.017537,0.203048,0.004992,0.048386,0.195432,0.002144,0.000960,0.000416,0.915076
0.415760,0.017729,0.202856,0.005280,0.047490,0.200136,0.002176,0.000928,0.000544,0.901731
0.416849,0.017824,0.203016,0.005217,0.047745,0.207145,0.002400,0.001184,0.000576,0.910084
0.416017,0.017505,0.203272,0.005280,0.047458,0.215944,0.002368,0.001184,0.000384,0.917028
0.417712,0.017761,0.203368,0.005280,0.047522,0.197576,0.002368,0.001024,0.000416,0.900227
0.415184,0.017665,0.204008,0.005280,0.047746,0.180711,0.002112,0.000896,0.000352,0.881570
0.416496,0.017504,0.202792,0.005280,0.048802,0.198920,0.001952,0.000864,0.000640,0.899427
0.434129,0.017729,0.202824,0.005312,0.048098,0.184519,0.002112,0.000800,0.000640,0.903428
0.415504,0.017473,0.203208,0.005280,0.048802,0.189735,0.001984,0.001152,0.000672,0.890466
0.416464,0.017601,0.202888,0.005248,0.048002,0.193736,0.002176,0.000896,0.000576,0.894307
0.416304,0.017377,0.202536,0.005248,0.048002,0.202280,0.002144,0.000960,0.000576,0.901859
0.417297,0.017473,0.202919,0.005217,0.048770,0.196615,0.002048,0.001089,0.000608,0.899428
0.416336,0.017601,0.203304,0.005248,0.048034,0.191464,0.002144,0.000864,0.000576,0.891267
0.416049,0.017440,0.203208,0.005056,0.048130,0.195240,0.002112,0.000864,0.000384,0.895139
0.432785,0.017536,0.203048,0.005249,0.047297,0.182535,0.002048,0.001024,0.000352,0.898659
0.414352,0.017600,0.203144,0.005280,0.047394,0.188008,0.001856,0.000960,0.000384,0.885667
0.415312,0.017440,0.202728,0.005280,0.048258,0.184552,0.002144,0.000960,0.000384,0.883459
0.415441,0.017664,0.204264,0.005025,0.048962,0.188423,0.001952,0.000960,0.000384,0.889603
0.415632,0.017601,0.203048,0.005248,0.048994,0.182343,0.002081,0.001184,0.000384,0.882883
0.415025,0.017568,0.203464,0.005217,0.047713,0.193032,0.001920,0.000960,0.000384,0.892035
0.415504,0.017729,0.202664,0.005088,0.047394,0.181351,0.002112,0.000896,0.000416,0.879586
0.415440,0.033953,0.203144,0.005345,0.047553,0.192583,0.002016,0.000864,0.000608,0.908291
0.416080,0.017696,0.203272,0.004992,0.047490,0.197544,0.001920,0.001184,0.000352,0.897059
0.416592,0.017473,0.203112,0.005280,0.047042,0.195272,0.001952,0.000928,0.000416,0.894243
0.416496,0.017761,0.202856,0.005024,0.047586,0.196648,0.001984,0.000896,0.000384,0.895875
0.415216,0.017665,0.202920,0.005216,0.047266,0.191335,0.002049,0.000960,0.000384,0.889859
0.415152,0.017633,0.202536,0.005248,0.048834,0.191080,0.002144,0.000928,0.000608,0.890531
0.415376,0.017633,0.202696,0.004960,0.048610,0.186311,0.002048,0.000768,0.000416,0.885570
0.417008,0.017441,0.223625,0.005184,0.048226,0.180263,0.001888,0.000896,0.000320,0.901699
0.415857,0.017472,0.203816,0.005249,0.047650,0.185735,0.001920,0.000896,0.000384,0.885731
0.415825,0.017728,0.202919,0.004993,0.047874,0.188423,0.002016,0.000864,0.000352,0.887523
0.416593,0.017728,0.203816,0.005121,0.049506,0.195943,0.001984,0.000960,0.000640,0.899748
0.415888,0.017601,0.203208,0.004992,0.048834,0.181383,0.001920,0.001152,0.000384,0.882242
0.416753,0.018336,0.203752,0.005217,0.047586,0.202631,0.002208,0.001152,0.000608,0.906820
0.415825,0.017728,0.203560,0.005281,0.048322,0.201831,0.002177,0.001088,0.000608,0.903876
0.415824,0.017665,0.222121,0.005344,0.047842,0.196904,0.002016,0.000992,0.000352,0.916708
0.415664,0.017537,0.203176,0.005312,0.049122,0.189895,0.002144,0.000960,0.000352,0.891651
0.415825,0.017761,0.203239,0.005248,0.048514,0.201416,0.001984,0.000992,0.000320,0.902404
0.416113,0.017696,0.203784,0.005057,0.047554,0.194343,0.002048,0.000992,0.000384,0.894819
0.416177,0.017664,0.202856,0.005057,0.047361,0.199144,0.001952,0.000992,0.000609,0.899620
0.416208,0.017985,0.202824,0.005280,0.047426,0.199368,0.001984,0.001088,0.000608,0.900291
0.415504,0.017537,0.202728,0.005280,0.048578,0.197448,0.002048,0.001024,0.000352,0.898403
0.416112,0.017665,0.231849,0.005184,0.047650,0.204648,0.002080,0.000864,0.000352,0.933540
0.416528,0.017633,0.203752,0.005216,0.047618,0.189384,0.001984,0.000992,0.000352,0.891427
0.415408,0.017537,0.202728,0.005280,0.048930,0.190695,0.002177,0.001120,0.000640,0.891747
0.415728,0.017537,0.202856,0.005216,0.047330,0.189607,0.001921,0.001088,0.000352,0.888995
0.416336,0.017505,0.204072,0.005024,0.047586,0.199912,0.002144,0.001056,0.000352,0.901155
0.415792,0.017569,0.203304,0.005280,0.048130,0.197224,0.002208,0.001056,0.000384,0.898531
0.415568,0.017569,0.203400,0.005248,0.047874,0.198664,0.002176,0.000928,0.000384,0.898819
0.415792,0.017729,0.202792,0.005088,0.048994,0.186759,0.002048,0.001120,0.000416,0.906211
0.415728,0.017537,0.202536,0.005216,0.047682,0.196488,0.002144,0.000960,0.000608,0.896355
0.415889,0.017856,0.203080,0.005313,0.047649,0.201064,0.002336,0.000992,0.000576,0.902308
0.415600,0.017888,0.203560,0.005248,0.048450,0.195016,0.002176,0.001088,0.000608,0.896835
0.415921,0.017536,0.202952,0.005217,0.048546,0.203143,0.001984,0.000960,0.000576,0.904356
0.416464,0.017953,0.202952,0.005312,0.048450,0.192072,0.002176,0.001056,0.000416,0.894211
0.416209,0.017504,0.202984,0.005281,0.048417,0.202216,0.002016,0.000928,0.000608,0.903620
0.432465,0.017697,0.202920,0.005248,0.048098,0.192199,0.002112,0.001056,0.000608,0.909667
0.416785,0.017409,0.202535,0.005057,0.047490,0.189799,0.002112,0.000960,0.000608,0.890115
0.416528,0.017473,0.202536,0.005216,0.048002,0.195944,0.002272,0.001120,0.000640,0.897347
0.416401,0.017504,0.202920,0.005281,0.048578,0.221736,0.002528,0.001120,0.000320,0.923940
0.422257,0.018144,0.205673,0.005376,0.048834,0.245385,0.002656,0.002337,0.000608,0.963334
0.417232,0.017505,0.204104,0.005120,0.048034,0.212297,0.002080,0.001056,0.000352,0.915940
0.416273,0.017728,0.203368,0.005249,0.048001,0.198920,0.002080,0.001120,0.000384,0.900324
0.435153,0.017728,0.203176,0.005280,0.048098,0.194152,0.002176,0.001056,0.000352,0.915332
0.415921,0.017537,0.203079,0.005280,0.048066,0.204168,0.002080,0.001024,0.000320,0.904516
0.416721,0.017473,0.202728,0.005248,0.048994,0.189991,0.002080,0.001088,0.000608,0.891907
0.415888,0.017473,0.219496,0.005120,0.050274,0.204584,0.002081,0.000928,0.000608,0.923749
0.415185,0.017472,0.203208,0.004833,0.048641,0.201064,0.002048,0.000960,0.000576,0.900964
0.415856,0.017409,0.203688,0.004832,0.048322,0.199528,0.002080,0.000992,0.000608,0.900483
0.415728,0.017633,0.202920,0.004832,0.047618,0.197703,0.002080,0.000929,0.000384,0.897220
0.415792,0.017505,0.203240,0.005088,0.048002,0.191431,0.002112,0.001024,0.000608,0.892387
0.415824,0.017569,0.202568,0.005248,0.049666,0.194792,0.002048,0.000992,0.000320,0.896163
