Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420465,0.017760,0.202568,0.005313,0.234985,0.015008,0.000544,0.001440,0.001152,0.000384,0.909604
0.437969,0.017537,0.202664,0.005120,0.236297,0.014625,0.000512,0.001472,0.001216,0.000384,0.926692
0.415696,0.017345,0.202216,0.004992,0.237513,0.014401,0.000544,0.001504,0.001184,0.000352,0.904419
0.419569,0.017536,0.202984,0.004929,0.229289,0.014272,0.000544,0.001440,0.001120,0.000320,0.901731
0.415824,0.017697,0.202216,0.005056,0.228137,0.014177,0.000480,0.001536,0.001056,0.000320,0.895363
0.416752,0.017761,0.202984,0.005024,0.232937,0.014944,0.000512,0.001504,0.001152,0.000320,0.904451
0.420273,0.017569,0.201991,0.005217,0.235945,0.014721,0.000480,0.001440,0.001056,0.000352,0.908612
0.416657,0.017632,0.202952,0.005185,0.231241,0.015072,0.000512,0.001536,0.001088,0.000352,0.900579
0.440433,0.017537,0.202344,0.004832,0.237897,0.014177,0.000544,0.001536,0.001120,0.000320,0.930404
0.421521,0.017345,0.202920,0.004832,0.226249,0.014240,0.000512,0.001504,0.001121,0.000320,0.899012
0.419888,0.017345,0.202248,0.005024,0.243178,0.014240,0.000480,0.001568,0.001152,0.000384,0.915236
0.415568,0.017633,0.202760,0.005024,0.245770,0.015361,0.000480,0.001472,0.001216,0.000352,0.915556
0.420017,0.017664,0.201960,0.005025,0.233577,0.014144,0.000480,0.001568,0.001024,0.000353,0.904868
0.421393,0.017472,0.202504,0.004865,0.230249,0.013952,0.000512,0.001536,0.001088,0.000320,0.902947
0.416208,0.017536,0.202184,0.005024,0.223817,0.014113,0.000512,0.001536,0.001152,0.000352,0.891203
0.435761,0.017345,0.202408,0.005248,0.234537,0.014593,0.000480,0.001504,0.001088,0.000352,0.922724
0.420496,0.017665,0.202056,0.004800,0.222409,0.014113,0.000512,0.001568,0.001184,0.000384,0.893219
0.420272,0.017345,0.201736,0.005216,0.234665,0.013985,0.000480,0.001536,0.001280,0.000352,0.906115
0.420305,0.017537,0.220968,0.005217,0.229385,0.014208,0.000544,0.001536,0.001184,0.000352,0.920964
0.420176,0.017537,0.202312,0.004896,0.227721,0.014497,0.000512,0.001472,0.001184,0.000384,0.899491
0.419953,0.017760,0.203079,0.004961,0.224808,0.014080,0.000512,0.001600,0.001248,0.000416,0.897091
0.420816,0.017600,0.202376,0.005216,0.232809,0.014240,0.000480,0.001472,0.001248,0.000384,0.907075
0.437777,0.017729,0.202216,0.004864,0.225641,0.014368,0.000512,0.001536,0.001152,0.000384,0.916163
0.417008,0.017569,0.202376,0.004832,0.225929,0.014241,0.000480,0.001536,0.001152,0.000320,0.894083
0.420144,0.017536,0.202152,0.005312,0.226089,0.015297,0.000480,0.001600,0.001184,0.000352,0.899427
0.415953,0.017633,0.223016,0.005217,0.241353,0.014337,0.000544,0.001440,0.001216,0.000384,0.930373
0.415728,0.017409,0.202408,0.004960,0.232681,0.014337,0.000448,0.001440,0.001216,0.000352,0.899747
0.420336,0.017312,0.202120,0.004800,0.254154,0.014305,0.000512,0.001536,0.001216,0.000352,0.925508
0.419825,0.017377,0.202536,0.005056,0.226505,0.014560,0.000480,0.001408,0.001120,0.000352,0.897891
0.415792,0.017313,0.202408,0.004768,0.233481,0.015393,0.000544,0.001536,0.001248,0.000352,0.902435
0.420593,0.017280,0.202216,0.005185,0.234633,0.014656,0.000480,0.001472,0.001121,0.000384,0.906436
0.416336,0.017569,0.202760,0.004800,0.238441,0.014016,0.000512,0.001632,0.001184,0.000384,0.907331
0.420305,0.036385,0.202568,0.005024,0.251594,0.014209,0.000512,0.001568,0.001152,0.000384,0.943589
0.420400,0.017377,0.202248,0.005056,0.233225,0.014305,0.000480,0.001504,0.001184,0.000608,0.904835
0.419984,0.017313,0.202440,0.005024,0.231785,0.014177,0.000544,0.001536,0.001216,0.000384,0.902691
0.420432,0.017569,0.202856,0.005024,0.261418,0.016705,0.000512,0.001504,0.001184,0.000608,0.938276
0.420304,0.017633,0.202728,0.004992,0.227113,0.014016,0.000513,0.001568,0.001120,0.000352,0.898755
0.415664,0.017472,0.202248,0.005216,0.228137,0.014209,0.000512,0.001536,0.001248,0.000352,0.895651
0.420816,0.017537,0.202088,0.005312,0.227241,0.014561,0.000480,0.001408,0.001184,0.000384,0.899459
0.432625,0.017760,0.202760,0.005056,0.240042,0.014880,0.000480,0.001472,0.001216,0.000384,0.926245
0.419665,0.017632,0.202024,0.005057,0.233449,0.014048,0.000480,0.001568,0.001248,0.000384,0.904484
0.420305,0.017728,0.202248,0.005249,0.235977,0.014273,0.000768,0.001568,0.001216,0.000352,0.909412
0.415985,0.017728,0.202056,0.004993,0.260522,0.014272,0.000544,0.001536,0.001217,0.000768,0.928613
0.420465,0.017729,0.202343,0.005345,0.237545,0.014497,0.000480,0.001504,0.001152,0.000352,0.910340
0.416497,0.017472,0.202247,0.005249,0.242153,0.014369,0.000480,0.001504,0.001184,0.000384,0.911204
0.420624,0.017825,0.202312,0.005248,0.223561,0.014240,0.000513,0.001504,0.001248,0.000320,0.897123
0.432177,0.017569,0.203400,0.004992,0.233961,0.014081,0.000544,0.001536,0.001248,0.000352,0.918372
0.416496,0.017281,0.203016,0.004992,0.232073,0.014177,0.000480,0.001440,0.001248,0.000352,0.900195
0.415633,0.017665,0.201991,0.004897,0.223496,0.014144,0.000512,0.001568,0.001248,0.000352,0.890211
0.416209,0.017536,0.222889,0.005216,0.229481,0.014113,0.000544,0.001408,0.001248,0.000352,0.919908
0.420912,0.017345,0.202888,0.004864,0.224681,0.014177,0.000576,0.001568,0.001216,0.000352,0.897251
0.420817,0.017569,0.202280,0.005088,0.229801,0.014561,0.000480,0.001440,0.001184,0.000352,0.904388
0.417041,0.017664,0.202088,0.005249,0.249289,0.014145,0.000512,0.001632,0.001280,0.000352,0.919044
0.419921,0.017377,0.202247,0.005056,0.237801,0.014529,0.000448,0.001472,0.001152,0.000320,0.909316
0.420721,0.017536,0.202024,0.004833,0.225160,0.014401,0.000512,0.001536,0.001248,0.000352,0.897731
0.420433,0.017376,0.202280,0.004832,0.244778,0.015553,0.000480,0.001600,0.001280,0.000384,0.918148
0.416465,0.035201,0.202568,0.005024,0.246986,0.015681,0.000544,0.001568,0.001216,0.000352,0.935461
0.420528,0.017440,0.202728,0.005248,0.225225,0.014369,0.000512,0.001504,0.001312,0.000384,0.898691
0.416784,0.017537,0.202536,0.004992,0.229097,0.014401,0.000512,0.001568,0.001184,0.000384,0.897699
0.419984,0.017537,0.202312,0.005248,0.231881,0.014144,0.000512,0.001568,0.001216,0.000352,0.904739
0.420209,0.017697,0.202568,0.004864,0.247786,0.016288,0.000544,0.001536,0.001280,0.000353,0.922853
0.415761,0.017568,0.202152,0.005217,0.234441,0.014368,0.000736,0.001473,0.001248,0.000352,0.902948
0.420625,0.017504,0.201991,0.005089,0.234985,0.014881,0.000544,0.001536,0.001280,0.000384,0.908868
0.437265,0.017537,0.202184,0.004768,0.250442,0.014849,0.000480,0.001504,0.001184,0.000384,0.940037
0.414544,0.017696,0.202056,0.005088,0.242890,0.014785,0.000512,0.001504,0.001152,0.000832,0.911428
0.420241,0.018241,0.202088,0.005280,0.237225,0.014369,0.000512,0.001568,0.001152,0.000384,0.911140
0.420113,0.017537,0.202440,0.005408,0.257834,0.014657,0.000480,0.001536,0.001184,0.000416,0.931461
0.419920,0.017792,0.202280,0.004960,0.219081,0.014273,0.000512,0.001568,0.001152,0.000384,0.890723
0.420016,0.018273,0.202088,0.004992,0.235945,0.014112,0.000512,0.001536,0.001152,0.000384,0.908259
0.420400,0.017665,0.202120,0.005120,0.230057,0.014145,0.000512,0.001600,0.001184,0.000384,0.902467
0.437809,0.017505,0.201960,0.004800,0.243466,0.014560,0.000512,0.001568,0.001216,0.000352,0.934085
0.415856,0.017568,0.202504,0.005216,0.232746,0.014400,0.000512,0.001600,0.001184,0.000352,0.901539
0.416048,0.017537,0.202216,0.005216,0.264682,0.014208,0.000608,0.001536,0.001184,0.000384,0.933252
0.420017,0.017505,0.217864,0.005185,0.226408,0.014529,0.000544,0.001536,0.001152,0.000576,0.914820
0.420304,0.017440,0.202216,0.005088,0.241130,0.014336,0.000544,0.001536,0.001312,0.000384,0.913764
0.420945,0.017473,0.203208,0.005024,0.237929,0.014241,0.000544,0.001632,0.001280,0.000576,0.912516
0.416624,0.017569,0.202376,0.005248,0.219977,0.014240,0.000480,0.001536,0.001216,0.000384,0.888258
0.420241,0.017440,0.202792,0.004865,0.243561,0.014305,0.000480,0.001472,0.001184,0.000352,0.916036
0.417009,0.017472,0.202216,0.005088,0.232426,0.014016,0.000544,0.001440,0.001280,0.000352,0.901315
0.420880,0.017696,0.201896,0.005088,0.254826,0.014305,0.000480,0.001536,0.001184,0.000352,0.927780
0.449265,0.017824,0.202376,0.005088,0.238186,0.014400,0.000544,0.001536,0.001248,0.000544,0.940837
0.416880,0.017569,0.201960,0.005024,0.222217,0.014849,0.000544,0.001568,0.001120,0.000384,0.890691
0.415312,0.017505,0.202632,0.004992,0.237545,0.014369,0.000512,0.001408,0.001184,0.000320,0.905411
0.420176,0.017345,0.202760,0.005184,0.229897,0.014593,0.000544,0.001568,0.001120,0.000352,0.902275
0.421200,0.017345,0.202152,0.005024,0.245194,0.014848,0.000576,0.001568,0.001152,0.000416,0.920004
0.420785,0.017760,0.202536,0.004801,0.232457,0.014400,0.000512,0.001536,0.001217,0.000384,0.905828
0.420241,0.017536,0.203144,0.005313,0.233417,0.014240,0.000544,0.001536,0.001153,0.000352,0.906468
0.431984,0.017472,0.202088,0.004992,0.233258,0.015936,0.000480,0.001504,0.001120,0.000320,0.918115
0.420048,0.017409,0.202408,0.004992,0.231561,0.015457,0.000480,0.001472,0.001152,0.000352,0.903523
0.415889,0.017665,0.202312,0.004992,0.235113,0.015937,0.000544,0.001472,0.001248,0.000320,0.905156
0.420177,0.017376,0.203400,0.005217,0.252010,0.015232,0.000512,0.001600,0.001280,0.000352,0.927652
0.415984,0.017377,0.201928,0.004832,0.226217,0.014144,0.000480,0.001536,0.001216,0.000352,0.892579
0.419985,0.017601,0.202888,0.005120,0.231465,0.014080,0.000544,0.001633,0.001216,0.000384,0.904196
0.420849,0.017568,0.201671,0.005025,0.222920,0.014817,0.000512,0.001568,0.001184,0.000352,0.895299
0.443537,0.022305,0.208104,0.004993,0.233673,0.014368,0.000480,0.001537,0.001216,0.000384,0.940677
0.422801,0.017633,0.204968,0.005280,0.230729,0.015905,0.000512,0.001536,0.001312,0.000416,0.911684
0.416336,0.017504,0.203016,0.005280,0.223113,0.016033,0.000512,0.001504,0.000960,0.000384,0.893507
0.416081,0.017761,0.202440,0.020032,0.225769,0.014273,0.000480,0.001472,0.000928,0.000384,0.908836
0.415312,0.017345,0.202152,0.005312,0.220840,0.016545,0.000512,0.001568,0.001024,0.000416,0.889602
0.416081,0.017472,0.202504,0.005057,0.220872,0.014273,0.000448,0.001440,0.000928,0.000384,0.887779
0.415409,0.017344,0.202344,0.005248,0.222281,0.014433,0.000480,0.001504,0.000992,0.000384,0.888419
0.425873,0.017473,0.202376,0.004864,0.221032,0.014176,0.000416,0.001472,0.000992,0.000384,0.897091
0.416241,0.017505,0.201959,0.004833,0.224968,0.014048,0.000416,0.001536,0.000896,0.000384,0.890371
0.416368,0.017569,0.202184,0.004832,0.222537,0.014144,0.000448,0.001504,0.001056,0.000384,0.889282
0.415856,0.017345,0.202504,0.005280,0.239337,0.016993,0.000480,0.001504,0.000928,0.000384,0.910403
0.421137,0.017952,0.204360,0.005185,0.241417,0.014977,0.000544,0.001568,0.001184,0.000384,0.918116
0.416433,0.017633,0.202376,0.004768,0.241513,0.014113,0.000480,0.001472,0.000896,0.000288,0.907588
0.420849,0.017344,0.204424,0.005216,0.238953,0.014241,0.000480,0.001536,0.001248,0.000416,0.913572
0.436273,0.017632,0.203208,0.004928,0.233002,0.014432,0.000448,0.001568,0.001088,0.000384,0.921092
0.416016,0.017601,0.202152,0.005248,0.229481,0.014817,0.000416,0.001440,0.000800,0.000384,0.898915
0.416464,0.017409,0.203016,0.005248,0.267627,0.014176,0.000480,0.001473,0.000832,0.000352,0.935589
0.415664,0.017633,0.202696,0.004832,0.235401,0.014561,0.000384,0.001472,0.000864,0.000576,0.903043
0.415792,0.017249,0.202152,0.004832,0.226345,0.014432,0.000480,0.001504,0.000896,0.000416,0.892419
0.416080,0.017440,0.202504,0.004864,0.218441,0.014113,0.000512,0.001504,0.000896,0.000800,0.885795
0.415408,0.017185,0.201960,0.005376,0.235369,0.015745,0.000512,0.001472,0.000992,0.000384,0.902755
0.431153,0.017249,0.202600,0.005248,0.235978,0.015200,0.000544,0.001504,0.000928,0.000384,0.919844
0.415728,0.018177,0.202664,0.004992,0.232681,0.014113,0.000480,0.001792,0.000736,0.000288,0.899715
0.415984,0.017409,0.202696,0.004832,0.213929,0.014752,0.000512,0.001536,0.000832,0.000352,0.881474
0.420752,0.017505,0.204584,0.005024,0.251242,0.016097,0.000544,0.001472,0.001152,0.000352,0.929956
0.417104,0.017537,0.204072,0.005184,0.231849,0.014785,0.000384,0.001504,0.000992,0.000256,0.902403
0.416560,0.017537,0.202760,0.004864,0.217640,0.015168,0.000480,0.001632,0.001280,0.000256,0.887170
0.416816,0.017729,0.202504,0.005088,0.230761,0.014145,0.000480,0.001536,0.001152,0.000384,0.900259
0.438898,0.017696,0.203272,0.005217,0.232649,0.014368,0.000512,0.001824,0.001217,0.000320,0.925957
0.421264,0.017568,0.202408,0.005216,0.234314,0.014976,0.000480,0.001504,0.001088,0.000640,0.908740
0.421392,0.017921,0.203112,0.004992,0.228489,0.015073,0.000480,0.001568,0.001184,0.000416,0.904451
0.422353,0.017761,0.203368,0.005056,0.246121,0.016128,0.000512,0.001472,0.001024,0.000352,0.924388
0.420785,0.017697,0.203048,0.005152,0.237289,0.015937,0.000512,0.001536,0.001504,0.000416,0.913156
0.421137,0.017664,0.202600,0.005089,0.227144,0.014528,0.000480,0.001568,0.001056,0.000416,0.900995
0.421137,0.018016,0.202856,0.005281,0.233545,0.014336,0.000480,0.001569,0.001152,0.000416,0.909444
0.431696,0.017825,0.202600,0.004832,0.225353,0.015137,0.000416,0.001504,0.001120,0.000288,0.908644
0.421424,0.017249,0.202920,0.005312,0.229801,0.014881,0.000384,0.001696,0.001344,0.000288,0.903843
0.417232,0.017729,0.202760,0.005056,0.220969,0.015360,0.000512,0.002048,0.001088,0.000416,0.890946
0.423312,0.017505,0.201768,0.005088,0.240745,0.016544,0.000384,0.002112,0.001280,0.000384,0.916835
0.420753,0.017280,0.202120,0.005185,0.232233,0.014816,0.000512,0.001472,0.001185,0.000384,0.906020
0.416912,0.017537,0.205320,0.005312,0.233034,0.014240,0.000512,0.001536,0.001120,0.000352,0.905187
0.420592,0.017537,0.201928,0.005056,0.236873,0.014528,0.000512,0.001472,0.001216,0.000352,0.909507
0.436689,0.017537,0.202311,0.005153,0.245385,0.014785,0.000480,0.001632,0.001120,0.000352,0.935652
0.415920,0.017377,0.201992,0.005184,0.225033,0.014817,0.000480,0.002208,0.001184,0.000384,0.893347
0.423313,0.017761,0.202600,0.005248,0.238537,0.014561,0.000480,0.001664,0.001184,0.000320,0.914948
0.421169,0.017568,0.202312,0.005088,0.247914,0.014273,0.000480,0.001536,0.001120,0.000352,0.921348
0.422385,0.017856,0.205192,0.005121,0.238377,0.014369,0.000544,0.001568,0.001184,0.000352,0.916004
0.422000,0.017601,0.202984,0.005184,0.239497,0.014816,0.000512,0.001568,0.001280,0.000416,0.915523
0.420656,0.017697,0.203016,0.004800,0.229513,0.014945,0.000512,0.001600,0.001216,0.000384,0.902531
0.433489,0.017505,0.203176,0.005248,0.224617,0.015296,0.000480,0.001856,0.001248,0.000321,0.912548
0.420848,0.017696,0.202632,0.005280,0.229321,0.015776,0.000736,0.001600,0.001280,0.000352,0.904355
0.416688,0.017601,0.202856,0.005024,0.231369,0.014785,0.000480,0.001664,0.001312,0.000416,0.901507
0.420624,0.017281,0.223753,0.005408,0.237769,0.015457,0.000704,0.001856,0.001472,0.000416,0.934116
0.421169,0.017536,0.203016,0.004833,0.235113,0.014496,0.000480,0.001504,0.001312,0.000416,0.909572
0.416625,0.017600,0.202151,0.005025,0.231017,0.015936,0.000672,0.001633,0.001344,0.000384,0.901476
0.420209,0.018273,0.205448,0.005056,0.277867,0.052514,0.000960,0.002144,0.002624,0.000608,1.000839
0.421969,0.017728,0.203720,0.005217,0.262954,0.015393,0.000448,0.001728,0.002208,0.000672,0.942501
0.421520,0.018049,0.203880,0.005088,0.254858,0.016545,0.000736,0.001792,0.002336,0.000800,0.936900
0.416336,0.017473,0.202248,0.005024,0.229993,0.014977,0.000480,0.001568,0.001056,0.000576,0.898019
0.434833,0.017633,0.202344,0.004928,0.249641,0.015808,0.000480,0.001632,0.001216,0.000384,0.938724
0.421137,0.017505,0.202120,0.005216,0.232745,0.014369,0.000544,0.001472,0.001056,0.000416,0.906148
0.420720,0.017600,0.202728,0.005312,0.248778,0.014529,0.000512,0.001536,0.001056,0.000352,0.922692
0.420176,0.017761,0.220489,0.005088,0.257162,0.014721,0.000512,0.001472,0.001024,0.000384,0.947301
0.420656,0.017761,0.203208,0.005088,0.231369,0.014209,0.000576,0.002048,0.001088,0.000352,0.904931
0.421776,0.017569,0.202920,0.004864,0.238249,0.014944,0.000448,0.001536,0.001152,0.000384,0.913475
0.421168,0.017601,0.203208,0.005024,0.222665,0.014145,0.000480,0.001696,0.001088,0.000384,0.896227
0.421328,0.017729,0.203240,0.005088,0.230249,0.014049,0.000480,0.001504,0.001056,0.000352,0.903939
0.420817,0.017505,0.202792,0.005248,0.222377,0.014592,0.000480,0.001504,0.001056,0.000416,0.896323
0.420880,0.017761,0.202152,0.005120,0.233321,0.014209,0.000480,0.001472,0.001120,0.000352,0.905028
0.436369,0.017793,0.203016,0.005056,0.241929,0.014497,0.000480,0.001952,0.001184,0.000352,0.932612
0.420752,0.017697,0.203368,0.005088,0.228969,0.014689,0.000512,0.001952,0.001024,0.000320,0.904099
0.420817,0.017728,0.201864,0.005152,0.228040,0.014337,0.000480,0.001696,0.001024,0.000352,0.899843
0.416336,0.017728,0.203720,0.005088,0.238090,0.014272,0.000480,0.001537,0.001088,0.000384,0.906244
0.416688,0.017569,0.202184,0.005280,0.215912,0.016353,0.000448,0.001728,0.000928,0.000384,0.884482
0.416785,0.017728,0.203335,0.005121,0.237449,0.014497,0.000480,0.001760,0.001216,0.000352,0.906820
0.418288,0.017473,0.201832,0.004992,0.219528,0.016352,0.000512,0.002080,0.000992,0.000416,0.890274
0.428881,0.017409,0.202728,0.005120,0.212424,0.014113,0.000576,0.001536,0.001248,0.000384,0.893059
0.415824,0.017729,0.201896,0.005088,0.228233,0.014465,0.000512,0.001536,0.000960,0.000800,0.895139
0.418640,0.017664,0.202792,0.005152,0.227977,0.014145,0.000512,0.001920,0.001056,0.000384,0.898339
0.420529,0.017537,0.203240,0.005184,0.231689,0.014464,0.000448,0.001984,0.018208,0.000672,0.922980
0.421649,0.017696,0.202664,0.005057,0.233641,0.014560,0.000480,0.001505,0.001056,0.000384,0.908036
0.420721,0.017633,0.202952,0.005024,0.221449,0.015008,0.000480,0.001440,0.001024,0.000832,0.895332
0.420880,0.017697,0.202664,0.004992,0.213512,0.014209,0.000512,0.001472,0.001056,0.000832,0.886978
0.432497,0.017665,0.203336,0.005088,0.239882,0.014752,0.000480,0.001888,0.000992,0.000384,0.926148
0.421617,0.017857,0.202440,0.004864,0.233833,0.014881,0.000512,0.001920,0.001152,0.000384,0.909508
0.420657,0.017728,0.202888,0.004993,0.231593,0.015520,0.000704,0.001600,0.001216,0.000384,0.905636
0.420624,0.017505,0.202248,0.004960,0.250090,0.014689,0.000544,0.001504,0.001120,0.000352,0.923844
0.420720,0.017601,0.202184,0.005024,0.223209,0.015425,0.000480,0.002112,0.001088,0.000352,0.897411
0.421040,0.017633,0.201672,0.005120,0.221513,0.014305,0.000480,0.001920,0.001120,0.000384,0.893699
0.421169,0.017632,0.202599,0.005089,0.230441,0.014496,0.000512,0.001664,0.001056,0.000384,0.903556
0.435601,0.017441,0.202408,0.005248,0.243177,0.014816,0.000448,0.001856,0.000960,0.000384,0.932292
0.416433,0.017761,0.204168,0.005216,0.238601,0.015105,0.000512,0.001664,0.000992,0.000416,0.909124
0.422001,0.017409,0.203176,0.004992,0.231113,0.014752,0.000512,0.001696,0.000992,0.000384,0.905860
0.421200,0.017664,0.202024,0.005184,0.247498,0.015073,0.000448,0.001664,0.001056,0.000384,0.921188
0.417552,0.017537,0.203016,0.005024,0.232393,0.014753,0.000512,0.001440,0.001056,0.000384,0.902755
0.424337,0.017504,0.202632,0.004801,0.229033,0.014816,0.000512,0.001664,0.001248,0.000384,0.906627
0.421713,0.017441,0.202216,0.005120,0.221513,0.014720,0.000672,0.001888,0.001088,0.000384,0.895268
0.435537,0.017504,0.202536,0.004993,0.237737,0.016129,0.000512,0.001536,0.001120,0.000352,0.927076
0.421232,0.017729,0.203112,0.005024,0.233801,0.015328,0.000512,0.001728,0.001056,0.000384,0.909315
0.422641,0.017633,0.203560,0.005056,0.234953,0.015137,0.000512,0.001952,0.001056,0.000608,0.913380
0.416465,0.017504,0.202568,0.005057,0.258506,0.014304,0.000544,0.001408,0.000960,0.000384,0.926276
0.416144,0.017761,0.202760,0.005184,0.224137,0.014112,0.000512,0.001568,0.000992,0.000384,0.892802
0.421712,0.017761,0.202824,0.005024,0.225097,0.014753,0.000512,0.001792,0.001056,0.000384,0.899331
0.421649,0.017569,0.203080,0.004864,0.217704,0.014529,0.000512,0.001568,0.001120,0.000384,0.892163
0.451505,0.017601,0.202408,0.005056,0.234826,0.015040,0.000448,0.001664,0.001056,0.000384,0.940292
0.421009,0.017537,0.202952,0.005056,0.227241,0.014496,0.000544,0.001921,0.000928,0.000384,0.900516
0.421232,0.017665,0.202344,0.005120,0.227593,0.015009,0.000480,0.001408,0.001312,0.000352,0.901379
0.415888,0.017473,0.220713,0.005152,0.237609,0.014785,0.000480,0.001664,0.001024,0.000320,0.924132
0.417104,0.017601,0.202216,0.004800,0.241546,0.014368,0.000480,0.001728,0.000960,0.000352,0.908963
0.422097,0.017569,0.203112,0.004960,0.235721,0.015425,0.000512,0.001984,0.000992,0.000384,0.911876
0.421521,0.017536,0.203784,0.005057,0.234505,0.015104,0.000480,0.001569,0.001088,0.000352,0.909316
0.416656,0.017537,0.202664,0.005088,0.238026,0.014848,0.000512,0.001472,0.000992,0.000352,0.907460
0.421553,0.017825,0.203624,0.005024,0.225129,0.014592,0.000480,0.001601,0.000928,0.000352,0.900868
0.422321,0.017697,0.203016,0.005248,0.212232,0.014273,0.000416,0.001888,0.001120,0.000352,0.887075
0.421680,0.017696,0.220169,0.005152,0.233129,0.014817,0.000480,0.001664,0.001120,0.000352,0.926596
0.416656,0.017440,0.203784,0.005249,0.223496,0.015073,0.000480,0.001888,0.001024,0.000352,0.894691
0.418672,0.017632,0.202280,0.005088,0.217353,0.014369,0.000480,0.001728,0.000960,0.000384,0.886883
0.415920,0.017441,0.202568,0.004992,0.229577,0.014593,0.000480,0.001440,0.000960,0.000352,0.896451
0.420241,0.017601,0.201960,0.004768,0.225161,0.014176,0.000512,0.001472,0.001056,0.000352,0.895363
0.420305,0.017537,0.202696,0.005056,0.225481,0.014336,0.000512,0.001505,0.001024,0.000384,0.897860
0.420272,0.017505,0.202280,0.005056,0.234345,0.014497,0.000512,0.001472,0.000992,0.000352,0.907203
0.419441,0.017633,0.218664,0.005216,0.249034,0.014305,0.000384,0.001472,0.000864,0.000352,0.936901
0.415537,0.017536,0.202215,0.005217,0.219688,0.014337,0.000512,0.001472,0.001024,0.000384,0.886499
0.421713,0.017761,0.202376,0.005120,0.221865,0.014560,0.000512,0.001664,0.001088,0.000544,0.896323
0.422416,0.017537,0.202664,0.005216,0.229097,0.015137,0.000480,0.001696,0.001408,0.000352,0.905507
0.417744,0.017345,0.202344,0.005088,0.226441,0.014945,0.000448,0.001504,0.001216,0.000352,0.895459
0.417520,0.017473,0.201960,0.004992,0.226473,0.014336,0.000512,0.001504,0.001056,0.000416,0.894051
0.416560,0.017537,0.203400,0.005120,0.235177,0.014976,0.000448,0.001888,0.001216,0.000384,0.906275
0.421136,0.017665,0.222377,0.005152,0.237481,0.015681,0.000512,0.001440,0.001184,0.000352,0.932644
0.421137,0.017569,0.202120,0.004864,0.234793,0.014465,0.000544,0.001504,0.001152,0.000352,0.907940
0.421777,0.017665,0.202600,0.005024,0.243561,0.015073,0.000480,0.001440,0.001152,0.000384,0.918468
0.421488,0.018625,0.202472,0.005408,0.230377,0.014721,0.000512,0.001536,0.001152,0.000352,0.905571
0.420720,0.017728,0.202344,0.005120,0.240906,0.014401,0.000480,0.001984,0.001056,0.000352,0.914340
0.421456,0.017632,0.202344,0.005249,0.225736,0.014177,0.000480,0.001600,0.001184,0.000416,0.899875
0.421200,0.017633,0.204008,0.005120,0.222985,0.014305,0.000480,0.001568,0.001120,0.000352,0.897315
0.437489,0.017952,0.202472,0.004800,0.245002,0.014561,0.000448,0.001568,0.001216,0.000384,0.935685
0.420752,0.017696,0.202376,0.005024,0.221513,0.014753,0.000512,0.001696,0.001056,0.000384,0.894755
0.421425,0.017633,0.202536,0.005120,0.228873,0.014368,0.000513,0.001504,0.001120,0.000384,0.901764
0.417232,0.017505,0.202568,0.005024,0.244650,0.015265,0.000480,0.001504,0.001088,0.000384,0.913988
0.417872,0.017697,0.202536,0.005184,0.250922,0.014785,0.000512,0.001504,0.001216,0.000384,0.921348
0.416048,0.017633,0.202248,0.005088,0.230569,0.014337,0.000544,0.001536,0.001280,0.000384,0.898339
0.418641,0.017569,0.202824,0.005248,0.226569,0.014400,0.000512,0.001568,0.001184,0.000353,0.897540
0.433553,0.017601,0.201607,0.005057,0.240265,0.014401,0.000512,0.001728,0.001120,0.000320,0.925316
0.420304,0.017697,0.202120,0.005024,0.225321,0.015009,0.000512,0.001984,0.001184,0.000352,0.898339
0.420945,0.017857,0.202088,0.005248,0.225449,0.014560,0.000512,0.001536,0.001280,0.000384,0.899620
0.421232,0.017921,0.203400,0.005248,0.244650,0.014112,0.000736,0.001505,0.001248,0.000352,0.919524
0.416048,0.017857,0.202824,0.005024,0.225609,0.014560,0.000512,0.001441,0.001280,0.000352,0.893987
0.420657,0.017728,0.203144,0.005057,0.224520,0.014849,0.000512,0.001632,0.001120,0.000384,0.897859
0.420849,0.017633,0.202856,0.005088,0.225449,0.014432,0.000480,0.001760,0.001120,0.000352,0.899491
0.436529,0.017889,0.202344,0.004992,0.226377,0.014496,0.000480,0.001536,0.001248,0.000353,0.915972
0.420912,0.017697,0.202600,0.005056,0.233609,0.014049,0.000480,0.001408,0.001216,0.000384,0.905923
0.420720,0.017952,0.203304,0.005120,0.217256,0.014689,0.000512,0.001952,0.001120,0.000384,0.891299
0.420432,0.017825,0.217417,0.005280,0.235273,0.015009,0.000480,0.001568,0.001184,0.000416,0.924260
