Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-10],classifier
0.418929,0.017664,0.202952,0.004833,0.048225,0.000800,0.013633,0.135909,0.912484
0.416817,0.017440,0.202920,0.005217,0.048257,0.000800,0.013664,0.127781,0.907428
0.416624,0.017505,0.203784,0.005120,0.047874,0.000800,0.013408,0.117925,0.895300
0.415888,0.017505,0.202376,0.004800,0.048066,0.000544,0.013408,0.116869,0.891778
0.438961,0.017793,0.202792,0.004736,0.048354,0.000544,0.013408,0.116709,0.913731
0.416145,0.017728,0.202568,0.004801,0.047585,0.000800,0.013377,0.108644,0.880867
0.417265,0.017600,0.202792,0.004897,0.048673,0.001024,0.013344,0.117989,0.893443
0.420912,0.017505,0.203368,0.004864,0.047906,0.000768,0.013441,0.133189,0.920548
0.417200,0.017665,0.202376,0.004768,0.047810,0.001024,0.013345,0.109508,0.882818
0.416368,0.017313,0.202664,0.004768,0.047362,0.000608,0.013377,0.115172,0.888483
0.421168,0.017728,0.205672,0.004769,0.047457,0.000576,0.013377,0.118469,0.897667
0.441009,0.017504,0.203016,0.005024,0.047522,0.000832,0.013377,0.116068,0.915332
0.415344,0.017664,0.203080,0.004864,0.047618,0.000768,0.013665,0.114724,0.888707
0.416944,0.017728,0.203336,0.004800,0.048577,0.000832,0.013377,0.113732,0.888003
0.416112,0.017569,0.204296,0.004800,0.048386,0.000736,0.013313,0.112420,0.890691
0.416049,0.017697,0.203079,0.004801,0.048098,0.000768,0.013408,0.110885,0.883203
0.417968,0.017601,0.203880,0.004736,0.047906,0.000736,0.013568,0.113157,0.888802
0.416112,0.017793,0.203080,0.004800,0.046914,0.000736,0.013376,0.111301,0.882946
0.430993,0.017697,0.203112,0.004800,0.047010,0.000800,0.013344,0.116325,0.903107
0.416528,0.017601,0.204072,0.004832,0.046946,0.000608,0.013345,0.113764,0.886595
0.416720,0.017601,0.203944,0.004864,0.047362,0.000832,0.013505,0.118116,0.893155
0.416944,0.017728,0.203368,0.004832,0.047970,0.000800,0.013377,0.110212,0.880931
0.416208,0.017633,0.203080,0.004832,0.048002,0.001024,0.013377,0.112964,0.883010
0.416337,0.017984,0.202504,0.004737,0.048674,0.000800,0.013536,0.107268,0.881347
0.416240,0.017601,0.202792,0.004832,0.047650,0.000864,0.013377,0.109860,0.883010
0.416752,0.018081,0.222473,0.004992,0.047170,0.000576,0.013312,0.140038,0.949701
0.420880,0.017569,0.203144,0.004768,0.047810,0.000576,0.013344,0.111013,0.892962
0.416561,0.017504,0.202696,0.004800,0.047074,0.000608,0.013313,0.110308,0.884259
0.416592,0.017729,0.202888,0.004896,0.047074,0.000640,0.013440,0.105125,0.872450
0.446865,0.017728,0.203240,0.004832,0.047362,0.000832,0.013377,0.113444,0.916964
0.420528,0.017697,0.202824,0.004832,0.047522,0.000800,0.013601,0.114628,0.892323
0.420593,0.017601,0.204648,0.004800,0.047810,0.000800,0.013408,0.113989,0.897283
0.420432,0.017569,0.220585,0.005024,0.048770,0.000896,0.013537,0.113668,0.910564
0.416048,0.017569,0.202824,0.004800,0.048802,0.000864,0.013568,0.113509,0.888098
0.421040,0.017793,0.202280,0.004832,0.047938,0.000992,0.013409,0.112196,0.889795
0.421200,0.017537,0.202920,0.004800,0.048322,0.000800,0.013601,0.104196,0.883682
0.431281,0.017633,0.203400,0.004800,0.047586,0.000832,0.013665,0.117028,0.906340
0.419696,0.017569,0.202472,0.004832,0.047394,0.000608,0.013377,0.111812,0.886754
0.420017,0.017697,0.202760,0.004768,0.047778,0.000800,0.013408,0.114533,0.890691
0.416113,0.017568,0.202536,0.004865,0.078883,0.000864,0.013440,0.111365,0.915588
0.420784,0.017793,0.202312,0.004800,0.047426,0.000608,0.013761,0.115588,0.893795
0.420593,0.017729,0.203304,0.004832,0.047522,0.000960,0.013600,0.119813,0.899619
0.416368,0.017408,0.202792,0.005312,0.048066,0.000768,0.013825,0.119877,0.897763
0.439889,0.017857,0.202856,0.005024,0.047522,0.000704,0.013888,0.112389,0.912835
0.420592,0.017729,0.202376,0.004800,0.048322,0.000800,0.013377,0.116772,0.894883
0.417072,0.017601,0.202792,0.004864,0.047682,0.000768,0.013377,0.114756,0.895875
0.420241,0.017728,0.202696,0.004832,0.064547,0.001056,0.013377,0.113220,0.913636
0.417616,0.018017,0.202280,0.004832,0.047778,0.000768,0.013408,0.112933,0.887682
0.421777,0.017441,0.202760,0.004800,0.047586,0.000736,0.013728,0.110629,0.887459
0.418065,0.017601,0.202887,0.004832,0.047970,0.001056,0.013504,0.121253,0.902756
0.436978,0.017760,0.203080,0.004961,0.047809,0.000832,0.013536,0.115109,0.913508
0.416560,0.017697,0.202824,0.004832,0.048002,0.000832,0.013409,0.120580,0.896355
0.421776,0.017857,0.203496,0.004768,0.048706,0.000800,0.013793,0.117796,0.903843
0.421105,0.017857,0.217704,0.004960,0.047618,0.000832,0.013921,0.114340,0.909604
0.420977,0.017729,0.202344,0.004864,0.048930,0.000768,0.013408,0.110789,0.889827
0.417744,0.017601,0.203720,0.004832,0.048962,0.000832,0.013409,0.117477,0.898691
0.421393,0.017536,0.202536,0.004833,0.047938,0.001056,0.013408,0.112677,0.890883
0.437809,0.017345,0.203720,0.004832,0.048098,0.000992,0.013729,0.112292,0.909508
0.420112,0.017216,0.202408,0.004800,0.047874,0.000736,0.013377,0.109252,0.886275
0.416976,0.017377,0.202536,0.004832,0.047266,0.000576,0.013345,0.115108,0.886339
0.416336,0.017472,0.202728,0.004768,0.061475,0.000832,0.013472,0.115045,0.901923
0.416496,0.017792,0.202664,0.005024,0.047618,0.000768,0.013409,0.110468,0.885315
0.417297,0.017697,0.202119,0.004833,0.047426,0.000768,0.013376,0.112805,0.887203
0.417425,0.017441,0.203016,0.004768,0.048578,0.000576,0.013440,0.104516,0.881283
0.435537,0.017473,0.202600,0.004864,0.047778,0.000960,0.013377,0.112772,0.909220
0.416080,0.017537,0.202440,0.004800,0.047106,0.000800,0.013664,0.114437,0.890370
0.415984,0.017825,0.202568,0.004768,0.047074,0.001024,0.013345,0.107620,0.877442
0.421233,0.017632,0.202344,0.004800,0.047458,0.001024,0.013313,0.134725,0.912644
0.421744,0.017697,0.202344,0.004800,0.047330,0.000736,0.013408,0.108229,0.884706
0.421200,0.017569,0.204008,0.004800,0.047522,0.000576,0.013377,0.115524,0.894979
0.420144,0.017728,0.203112,0.004864,0.047138,0.000704,0.013473,0.113348,0.891299
0.440465,0.017761,0.203432,0.005280,0.047970,0.001024,0.013568,0.123429,0.924196
0.421040,0.017569,0.203112,0.004800,0.048898,0.000800,0.013409,0.119076,0.899235
0.421392,0.017536,0.203112,0.004896,0.048258,0.000768,0.013377,0.116132,0.894883
0.420753,0.017761,0.202791,0.004801,0.048578,0.000864,0.013376,0.139398,0.929797
0.420401,0.018049,0.203432,0.004800,0.047298,0.000832,0.013440,0.117221,0.895683
0.420209,0.017601,0.202759,0.004800,0.047330,0.001024,0.013728,0.119301,0.899267
0.421393,0.017889,0.203271,0.004897,0.048002,0.000832,0.013472,0.109860,0.888643
0.450258,0.017697,0.202824,0.005344,0.048546,0.000864,0.013505,0.123780,0.939013
