Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-8],OUT[8],TEE[7-8],Layer[9],Layer[10],classifier
0.394859,0.018081,0.191461,0.004993,0.047073,0.000736,0.013952,0.090530,0.035617,0.055682,0.184678,0.001280,0.000288,0.862617
0.396748,0.017568,0.191654,0.004896,0.047105,0.000480,0.013664,0.114947,0.042658,0.056161,0.216742,0.001312,0.000288,0.896314
0.395148,0.017473,0.191685,0.005280,0.046978,0.000608,0.013472,0.092355,0.033953,0.055618,0.184966,0.001184,0.000576,0.863354
0.408044,0.017664,0.191942,0.004864,0.047042,0.000736,0.013728,0.096867,0.031585,0.054562,0.185798,0.001120,0.000288,0.876922
0.394571,0.017697,0.191494,0.004864,0.047105,0.000768,0.013377,0.098082,0.039105,0.054529,0.194789,0.001216,0.000320,0.871801
0.395564,0.017697,0.191429,0.005280,0.047042,0.000768,0.013440,0.086467,0.041185,0.058018,0.189542,0.001184,0.000320,0.867898
0.396908,0.017920,0.192934,0.005344,0.047041,0.001056,0.013825,0.111235,0.035169,0.059554,0.209190,0.001440,0.000416,0.893946
0.395500,0.017601,0.191717,0.004929,0.047617,0.000640,0.013760,0.106628,0.036097,0.058465,0.205062,0.001345,0.000416,0.884955
0.395244,0.017793,0.191557,0.005280,0.047010,0.000608,0.013664,0.104067,0.036129,0.060930,0.204102,0.001280,0.000352,0.883322
0.399436,0.017345,0.191525,0.005281,0.047073,0.000736,0.013440,0.090947,0.042625,0.057698,0.194054,0.001184,0.000608,0.876634
0.395084,0.017344,0.205287,0.005504,0.047009,0.000576,0.013441,0.116131,0.033249,0.056898,0.209126,0.001280,0.000608,0.901691
0.395372,0.017536,0.191270,0.005248,0.047169,0.000480,0.013761,0.099395,0.040833,0.059234,0.202214,0.000928,0.000288,0.879738
0.394988,0.017248,0.191718,0.004896,0.047041,0.000800,0.013761,0.102499,0.040833,0.057826,0.204134,0.001216,0.000320,0.882394
0.395148,0.017792,0.191494,0.004832,0.047010,0.000544,0.013504,0.101283,0.035937,0.059554,0.201222,0.001120,0.000288,0.878266
0.407276,0.017441,0.191685,0.004864,0.047041,0.000768,0.013472,0.099683,0.043490,0.057825,0.203942,0.001344,0.000352,0.893690
0.394764,0.017665,0.191621,0.004832,0.046978,0.000704,0.013472,0.098467,0.043490,0.058689,0.203974,0.001408,0.000352,0.881658
0.395692,0.017728,0.192038,0.004864,0.047330,0.000576,0.013792,0.108899,0.035009,0.058370,0.205606,0.001248,0.000384,0.886874
0.395500,0.017920,0.191558,0.004928,0.047937,0.000608,0.013889,0.103075,0.054338,0.080322,0.241543,0.001888,0.000672,0.923195
0.395627,0.018016,0.191686,0.005088,0.047617,0.000832,0.014177,0.102595,0.037249,0.060322,0.203078,0.001408,0.000320,0.884634
0.395084,0.017952,0.191302,0.005056,0.048481,0.001025,0.013792,0.118019,0.035105,0.056737,0.212422,0.001152,0.000320,0.892314
0.395915,0.017569,0.191270,0.004832,0.047969,0.000640,0.013697,0.102915,0.040961,0.055714,0.202790,0.001344,0.000288,0.882618
0.414028,0.017761,0.191845,0.005376,0.047746,0.000736,0.013696,0.118948,0.042337,0.060962,0.225351,0.001216,0.000416,0.924635
0.395052,0.017984,0.191590,0.004896,0.047906,0.000832,0.013664,0.106563,0.045218,0.058401,0.213286,0.001632,0.000352,0.893467
0.394988,0.017441,0.191589,0.005281,0.047329,0.000832,0.013664,0.101155,0.036577,0.056417,0.197286,0.001152,0.000352,0.875514
0.395051,0.017697,0.191621,0.004897,0.047777,0.000896,0.013633,0.098242,0.033953,0.055073,0.191621,0.001344,0.000352,0.870713
0.396172,0.017985,0.194917,0.005345,0.047041,0.000640,0.013792,0.110756,0.035617,0.061090,0.210503,0.001280,0.000384,0.895547
0.395404,0.017728,0.192486,0.004928,0.048353,0.000608,0.013793,0.109443,0.036225,0.060290,0.209158,0.001216,0.000416,0.891482
0.395436,0.017792,0.192294,0.004864,0.048802,0.000832,0.014112,0.110659,0.035745,0.059617,0.209350,0.001248,0.000384,0.892250
0.395979,0.018081,0.212198,0.004992,0.048834,0.000864,0.013728,0.109412,0.035329,0.058049,0.206182,0.001248,0.000288,0.910299
0.398796,0.017697,0.192582,0.004896,0.048833,0.000800,0.013889,0.106595,0.035489,0.059874,0.204934,0.001632,0.000288,0.891291
0.394924,0.017537,0.191429,0.005344,0.047682,0.000832,0.013824,0.109380,0.044865,0.060258,0.217671,0.001472,0.000288,0.898427
0.396140,0.017920,0.191494,0.004896,0.048354,0.000864,0.014176,0.111299,0.042754,0.060609,0.217734,0.001504,0.000672,0.900923
0.394955,0.017793,0.191685,0.005313,0.048129,0.000800,0.013729,0.107843,0.036641,0.058594,0.206054,0.001504,0.000384,0.887834
0.397068,0.017505,0.192997,0.005184,0.049570,0.000640,0.013792,0.098307,0.034913,0.056130,0.192102,0.001344,0.000384,0.877146
0.397612,0.017504,0.191654,0.004864,0.048482,0.000864,0.013824,0.106595,0.035745,0.059042,0.204198,0.001280,0.000320,0.887482
0.395692,0.017952,0.208262,0.005441,0.047617,0.000832,0.013473,0.111939,0.037089,0.061538,0.213894,0.001568,0.000608,0.913051
0.395275,0.017985,0.191782,0.004960,0.047361,0.000608,0.013729,0.107779,0.035265,0.058626,0.204742,0.001344,0.000384,0.885434
0.395723,0.017760,0.191430,0.004896,0.048129,0.000832,0.013953,0.104227,0.035553,0.056610,0.199590,0.001248,0.000608,0.880858
0.394859,0.017921,0.191558,0.005120,0.047681,0.000768,0.014081,0.107075,0.041601,0.060610,0.212070,0.001728,0.000320,0.893306
0.431885,0.017600,0.191846,0.005280,0.050242,0.000832,0.013856,0.108387,0.036577,0.070947,0.218759,0.001376,0.000352,0.938972
0.395596,0.017537,0.191877,0.005281,0.047745,0.000832,0.013696,0.106308,0.036673,0.058945,0.204678,0.001377,0.000352,0.886363
0.396683,0.017601,0.191717,0.004864,0.049089,0.000832,0.013761,0.103587,0.032609,0.056257,0.195109,0.001376,0.000640,0.878649
0.397996,0.017729,0.192677,0.024577,0.048354,0.000832,0.013504,0.108643,0.036609,0.058562,0.206502,0.001312,0.000352,0.911515
0.397452,0.017952,0.193030,0.004864,0.048162,0.000832,0.013728,0.108451,0.035329,0.058306,0.204966,0.001568,0.000384,0.889594
0.395468,0.017792,0.191270,0.004864,0.048289,0.000832,0.013760,0.108003,0.033249,0.056066,0.200166,0.001216,0.000352,0.881018
0.395755,0.017697,0.192742,0.005120,0.048097,0.000608,0.013857,0.118467,0.036801,0.058914,0.217638,0.001664,0.000352,0.901050
0.413900,0.017664,0.191782,0.005312,0.047522,0.000800,0.013760,0.111843,0.040130,0.064450,0.219303,0.001728,0.000384,0.919035
0.395532,0.017984,0.191590,0.004832,0.048225,0.000737,0.013632,0.103811,0.037377,0.059362,0.203334,0.001536,0.000320,0.884090
0.394667,0.017569,0.191749,0.004833,0.047585,0.000608,0.013984,0.102404,0.036449,0.086242,0.228039,0.001280,0.000384,0.907546
0.397484,0.017537,0.191493,0.004929,0.047009,0.000576,0.013696,0.143141,0.043649,0.060962,0.251080,0.001280,0.000416,0.932252
0.396492,0.017441,0.191493,0.004832,0.047042,0.000800,0.013728,0.094851,0.036225,0.056002,0.189862,0.001312,0.000640,0.870682
0.397611,0.017313,0.191654,0.004928,0.047425,0.000832,0.013825,0.105443,0.035169,0.058465,0.201734,0.001280,0.000320,0.883514
0.394636,0.017473,0.191781,0.004896,0.047106,0.000576,0.013696,0.098019,0.033281,0.056258,0.190470,0.001440,0.000320,0.869370
0.413933,0.017536,0.191718,0.005024,0.046881,0.000896,0.013665,0.105635,0.036257,0.059394,0.204102,0.001280,0.000320,0.902139
0.397131,0.017921,0.192134,0.004800,0.047169,0.000832,0.013697,0.101827,0.039617,0.061218,0.205638,0.001184,0.000352,0.886586
0.396108,0.017409,0.192037,0.005280,0.047554,0.000576,0.013760,0.114308,0.036705,0.059042,0.213159,0.001408,0.000384,0.897403
0.395083,0.017568,0.191686,0.005088,0.047137,0.000864,0.013729,0.112611,0.034977,0.079331,0.230247,0.001536,0.000384,0.910747
0.394956,0.017441,0.191397,0.004992,0.047521,0.000608,0.013728,0.103843,0.036034,0.058241,0.200998,0.001312,0.000352,0.879610
0.394732,0.017472,0.191846,0.005024,0.047138,0.000544,0.013664,0.103843,0.035457,0.058850,0.200838,0.001120,0.000320,0.879066
0.394283,0.017953,0.191558,0.004896,0.047201,0.000576,0.013665,0.102755,0.042625,0.060866,0.209094,0.001408,0.000288,0.887226
0.421453,0.017760,0.191878,0.004864,0.047074,0.000704,0.013696,0.106851,0.036161,0.059234,0.205350,0.001344,0.000288,0.912059
0.394700,0.017824,0.191622,0.005280,0.046945,0.000736,0.013536,0.104867,0.032737,0.056482,0.196934,0.001312,0.000320,0.876762
0.395723,0.017825,0.191910,0.005280,0.047105,0.000832,0.013761,0.108035,0.035201,0.058786,0.205030,0.001216,0.000640,0.885722
0.394572,0.017953,0.191301,0.004865,0.047009,0.000832,0.013760,0.107428,0.035169,0.058561,0.204134,0.001312,0.000352,0.882331
0.394604,0.018016,0.192742,0.005312,0.047073,0.000576,0.013761,0.104387,0.034529,0.058178,0.199910,0.001376,0.000384,0.880218
0.395563,0.017857,0.192838,0.004992,0.047009,0.000864,0.013729,0.108835,0.041377,0.061314,0.214566,0.001376,0.000416,0.897274
0.398188,0.017696,0.192486,0.004896,0.046978,0.000800,0.013792,0.103491,0.039809,0.057538,0.203686,0.001664,0.000320,0.888666
0.398348,0.017472,0.210599,0.005536,0.046849,0.000832,0.013729,0.107971,0.037537,0.057506,0.205702,0.001632,0.000416,0.907931
0.396779,0.017505,0.191814,0.005376,0.047041,0.000576,0.013665,0.105859,0.042305,0.059138,0.210054,0.001504,0.000384,0.891194
0.394987,0.018016,0.191366,0.005280,0.047009,0.000576,0.013761,0.105155,0.035873,0.058946,0.203046,0.001248,0.000320,0.882586
0.394924,0.017312,0.192486,0.005280,0.047169,0.000608,0.013761,0.106691,0.045793,0.066082,0.221574,0.001280,0.000320,0.901210
0.395468,0.017696,0.191750,0.004832,0.047425,0.000736,0.013825,0.097443,0.034721,0.054945,0.190309,0.001537,0.000352,0.870682
0.394636,0.017664,0.191814,0.005280,0.047297,0.000512,0.013793,0.103011,0.038977,0.056642,0.201574,0.001344,0.000288,0.880346
0.395116,0.017568,0.191238,0.004864,0.047201,0.000736,0.013729,0.100931,0.035521,0.057186,0.196454,0.001152,0.000320,0.874682
0.394507,0.017921,0.191238,0.005472,0.058626,0.000736,0.013792,0.098403,0.033825,0.055810,0.190854,0.001312,0.000384,0.880602
0.397196,0.017761,0.192517,0.004832,0.047042,0.000608,0.013760,0.108803,0.042241,0.061922,0.216423,0.001632,0.000448,0.899803
0.395468,0.017696,0.191878,0.004960,0.047362,0.000512,0.013664,0.095779,0.036609,0.057122,0.192678,0.001344,0.000416,0.872634
0.395404,0.017568,0.191622,0.005056,0.047137,0.000801,0.013728,0.101955,0.039073,0.062210,0.206086,0.001376,0.000320,0.885050
0.413964,0.017697,0.191909,0.004992,0.047074,0.000832,0.014048,0.101251,0.035201,0.057314,0.196902,0.001120,0.000384,0.895706
0.395244,0.017344,0.191750,0.004928,0.046881,0.000608,0.013633,0.104227,0.036033,0.059138,0.202214,0.001120,0.000352,0.880858
0.394924,0.017728,0.191814,0.004928,0.047042,0.000800,0.013952,0.110179,0.039618,0.064737,0.217734,0.001440,0.000416,0.898395
0.395595,0.018017,0.191590,0.004928,0.047009,0.000608,0.013761,0.107523,0.053633,0.072002,0.236711,0.001408,0.000384,0.917019
0.395147,0.017793,0.192294,0.004896,0.047009,0.000608,0.013825,0.104995,0.035969,0.058081,0.201797,0.001281,0.000384,0.881594
0.395563,0.017793,0.192262,0.004896,0.047041,0.000640,0.013697,0.105347,0.044833,0.061346,0.214470,0.001344,0.000384,0.894810
0.394444,0.017696,0.191558,0.005344,0.047137,0.000672,0.013697,0.103587,0.032449,0.056194,0.195078,0.001632,0.000352,0.874266
0.414668,0.017696,0.191654,0.005088,0.047106,0.000832,0.013696,0.108995,0.041730,0.067842,0.221831,0.001568,0.000384,0.922107
0.395019,0.017920,0.191878,0.005248,0.046977,0.000992,0.013889,0.110851,0.043425,0.061602,0.219078,0.001664,0.000576,0.900122
0.394572,0.017536,0.191718,0.004960,0.047073,0.000832,0.013729,0.105219,0.041441,0.061250,0.210950,0.001536,0.000480,0.890010
0.395756,0.017728,0.191622,0.005312,0.047074,0.000608,0.013760,0.106339,0.035937,0.081219,0.226663,0.001632,0.000672,0.907675
0.394348,0.017857,0.191621,0.005280,0.047106,0.000608,0.013824,0.102755,0.038849,0.058370,0.202822,0.001696,0.000608,0.882426
0.394956,0.017953,0.191557,0.004961,0.047073,0.000800,0.014112,0.102819,0.039361,0.057473,0.202438,0.001376,0.000641,0.882331
0.395468,0.017760,0.191493,0.005024,0.047042,0.000832,0.013760,0.102755,0.036065,0.059234,0.201254,0.001376,0.000608,0.881562
0.417868,0.017793,0.191365,0.005344,0.046945,0.000832,0.013632,0.105283,0.035809,0.084802,0.230343,0.001600,0.000384,0.932507
0.394124,0.017728,0.191558,0.004864,0.046977,0.000864,0.013793,0.098883,0.043969,0.060674,0.206566,0.001344,0.000320,0.884634
0.394892,0.017633,0.191173,0.004865,0.046945,0.001024,0.013504,0.104067,0.034145,0.084258,0.225255,0.001728,0.000352,0.903771
0.395948,0.017472,0.191750,0.004896,0.046913,0.001056,0.013825,0.109507,0.042401,0.062114,0.217126,0.001792,0.000320,0.898810
0.396364,0.017632,0.191494,0.004832,0.047074,0.000832,0.014080,0.109027,0.037217,0.059906,0.209574,0.001472,0.000416,0.890810
0.394764,0.017952,0.191526,0.004832,0.047042,0.000768,0.013728,0.106179,0.036385,0.059522,0.205254,0.001600,0.000384,0.884474
0.394860,0.017760,0.191494,0.004864,0.047041,0.000640,0.013920,0.103491,0.035361,0.060450,0.202150,0.001728,0.000320,0.881562
0.411980,0.017473,0.191429,0.005248,0.046978,0.000800,0.013728,0.107939,0.035649,0.060673,0.207270,0.001408,0.000352,0.902811
0.394700,0.017952,0.191334,0.004928,0.047138,0.000800,0.013728,0.099619,0.040033,0.058274,0.201062,0.001472,0.000352,0.880026
0.395371,0.017601,0.191206,0.005312,0.047137,0.000608,0.013857,0.109475,0.037153,0.057666,0.207590,0.001408,0.000384,0.887770
0.394828,0.017920,0.191718,0.004864,0.047329,0.000768,0.014017,0.102627,0.033057,0.058178,0.196838,0.001504,0.000352,0.876826
0.395307,0.017857,0.191718,0.005344,0.047457,0.000864,0.013793,0.104643,0.033089,0.057442,0.198118,0.001312,0.000352,0.878778
0.395244,0.017920,0.191654,0.004864,0.047042,0.000800,0.013696,0.107267,0.034945,0.058914,0.204102,0.001504,0.000352,0.883834
0.396716,0.017665,0.194021,0.005280,0.047425,0.000832,0.014017,0.113347,0.036961,0.061218,0.215302,0.001472,0.000448,0.902939
0.395948,0.017921,0.213734,0.005536,0.047426,0.001024,0.014080,0.110371,0.037410,0.060897,0.211750,0.001632,0.000480,0.917596
0.397099,0.017409,0.191718,0.005312,0.047585,0.000576,0.013729,0.107043,0.044961,0.061506,0.216486,0.001408,0.000416,0.898554
0.395788,0.017728,0.191526,0.005312,0.048066,0.000608,0.013760,0.103843,0.041889,0.061378,0.210118,0.001536,0.000320,0.891386
0.394764,0.017472,0.191558,0.005344,0.047650,0.000640,0.013728,0.099043,0.033281,0.057378,0.192646,0.001440,0.000640,0.873466
0.395308,0.017568,0.191398,0.005280,0.047234,0.000576,0.013696,0.107299,0.032833,0.056898,0.199878,0.001632,0.000384,0.880282
0.397484,0.017824,0.191462,0.005280,0.047105,0.000608,0.013793,0.099395,0.035649,0.057058,0.195142,0.001440,0.000352,0.877466
0.396715,0.017409,0.192198,0.004896,0.047521,0.000800,0.013761,0.105763,0.036065,0.059106,0.203590,0.001600,0.000352,0.885242
0.395820,0.017697,0.191301,0.024577,0.047842,0.000864,0.013504,0.108483,0.045602,0.061665,0.218982,0.001344,0.000320,0.919580
0.394476,0.017313,0.191461,0.004928,0.047522,0.000672,0.013728,0.107235,0.044770,0.059490,0.214471,0.001344,0.000320,0.892731
0.394859,0.017665,0.191878,0.005312,0.047169,0.000608,0.013729,0.137476,0.035585,0.071042,0.247399,0.001472,0.000608,0.928667
0.396012,0.017665,0.191909,0.004865,0.047233,0.000608,0.014080,0.109188,0.034753,0.061090,0.208455,0.001344,0.000416,0.890267
0.397675,0.017729,0.191750,0.004896,0.047169,0.000832,0.013793,0.106403,0.042017,0.060802,0.212326,0.001472,0.000352,0.895098
0.395179,0.017825,0.191558,0.005024,0.047009,0.000832,0.013793,0.106723,0.035713,0.058594,0.203974,0.001248,0.000352,0.883514
0.396236,0.017632,0.191238,0.004896,0.047106,0.000832,0.013728,0.106147,0.036993,0.057922,0.204006,0.001632,0.000416,0.884538
0.394732,0.017696,0.210087,0.005312,0.047169,0.001056,0.013729,0.110211,0.043233,0.060290,0.216806,0.001312,0.000352,0.915547
0.395180,0.017376,0.191622,0.004864,0.047009,0.000833,0.013536,0.106275,0.036353,0.060162,0.205798,0.001280,0.000352,0.885018
0.394827,0.017280,0.191430,0.004864,0.047009,0.000608,0.013729,0.106179,0.038017,0.057058,0.204070,0.001408,0.000352,0.881850
0.395340,0.017344,0.191462,0.004864,0.047138,0.000864,0.013792,0.103523,0.035393,0.059010,0.200870,0.001376,0.000352,0.880250
0.417388,0.017856,0.195750,0.004832,0.047137,0.000832,0.013857,0.112803,0.036865,0.064386,0.217670,0.001472,0.000704,0.925915
0.395916,0.018753,0.192453,0.005729,0.047585,0.000640,0.013792,0.113027,0.036289,0.060194,0.212711,0.001472,0.000416,0.897147
0.395436,0.018592,0.192582,0.004928,0.047106,0.000608,0.013952,0.111395,0.036225,0.059778,0.210598,0.001344,0.000384,0.892314
0.394540,0.018017,0.192005,0.023425,0.047458,0.000640,0.013856,0.108515,0.041473,0.062594,0.215590,0.001376,0.000352,0.914843
0.396396,0.017857,0.193286,0.005184,0.048257,0.000864,0.014017,0.132452,0.038113,0.060162,0.234151,0.002912,0.000320,0.921340
0.395499,0.018049,0.192358,0.005152,0.048545,0.000832,0.013953,0.112835,0.045569,0.061954,0.224198,0.002016,0.000320,0.908442
0.394667,0.017569,0.191782,0.005344,0.048545,0.000800,0.014657,0.108003,0.037889,0.059394,0.208646,0.001376,0.000640,0.891226
0.395563,0.017761,0.192166,0.005248,0.047809,0.000832,0.014273,0.103427,0.032001,0.056865,0.195557,0.001408,0.000384,0.878393
0.396076,0.017761,0.191749,0.004960,0.050658,0.000896,0.014240,0.099747,0.034561,0.056834,0.194022,0.001184,0.000384,0.878394
0.395436,0.017664,0.191526,0.005312,0.048514,0.000640,0.013856,0.105891,0.044449,0.060289,0.213478,0.001216,0.000608,0.895386
0.394860,0.017761,0.205382,0.005408,0.049217,0.000800,0.014049,0.103747,0.035777,0.058370,0.200902,0.001728,0.000384,0.898075
0.395916,0.017920,0.191750,0.004896,0.048994,0.000768,0.013920,0.107971,0.035777,0.059138,0.205830,0.001408,0.000352,0.889498
0.396460,0.017504,0.191558,0.005152,0.048354,0.000608,0.013824,0.110467,0.035745,0.059553,0.208902,0.001472,0.000384,0.891354
0.395180,0.017952,0.191526,0.005120,0.047426,0.000576,0.013792,0.104803,0.035777,0.058530,0.202022,0.001120,0.000384,0.882074
0.410828,0.017792,0.191750,0.005312,0.047810,0.000832,0.013728,0.107811,0.033537,0.056962,0.201414,0.001472,0.000352,0.898106
0.395276,0.017568,0.191750,0.005152,0.047361,0.000832,0.013729,0.107555,0.035297,0.057570,0.203302,0.001440,0.000608,0.884282
0.394795,0.017857,0.191398,0.005024,0.047169,0.000768,0.013761,0.107107,0.032865,0.056929,0.199878,0.001824,0.000352,0.879834
0.395596,0.017921,0.191621,0.004897,0.047201,0.000576,0.031617,0.105443,0.036929,0.066722,0.212294,0.001632,0.000384,0.911771
0.395852,0.017440,0.191814,0.005280,0.047234,0.000576,0.013728,0.108771,0.045474,0.061282,0.218663,0.001440,0.000352,0.899035
0.395308,0.017697,0.191493,0.005056,0.047490,0.000800,0.013696,0.101251,0.038817,0.062466,0.205318,0.001568,0.000416,0.885786
0.395692,0.017536,0.191558,0.005248,0.047074,0.000608,0.013760,0.106115,0.037793,0.058466,0.205414,0.001312,0.000352,0.885850
0.405932,0.017664,0.192006,0.005088,0.047522,0.000864,0.013728,0.112003,0.045377,0.060578,0.221415,0.001408,0.000352,0.914395
0.395339,0.017473,0.192326,0.004864,0.047329,0.000832,0.013729,0.112547,0.045665,0.060546,0.221766,0.001696,0.000384,0.902746
0.395084,0.017792,0.191686,0.005280,0.047138,0.000608,0.013888,0.104867,0.036193,0.058050,0.202022,0.001248,0.000352,0.882522
0.394475,0.017921,0.191813,0.004928,0.047041,0.000832,0.013857,0.122083,0.043585,0.064770,0.233670,0.001504,0.000288,0.912571
0.394828,0.017984,0.191686,0.004800,0.046914,0.000608,0.013760,0.107779,0.036353,0.059362,0.206662,0.001696,0.000320,0.886138
0.394668,0.017696,0.191622,0.005088,0.046978,0.000896,0.013760,0.102467,0.034113,0.060578,0.199910,0.001280,0.000352,0.878842
0.394508,0.017536,0.191622,0.005312,0.047074,0.000832,0.013760,0.101923,0.033313,0.056770,0.195174,0.001504,0.000320,0.875578
0.414956,0.017505,0.191717,0.005312,0.047010,0.000832,0.014048,0.101955,0.044962,0.060162,0.210119,0.001184,0.000640,0.909787
0.395211,0.017665,0.191622,0.004864,0.046913,0.000576,0.013729,0.106019,0.040385,0.062178,0.211558,0.001312,0.000352,0.890650
0.395884,0.017600,0.191718,0.005280,0.047394,0.000640,0.014144,0.111043,0.034945,0.059682,0.209126,0.001312,0.000608,0.891514
0.397772,0.017889,0.191749,0.005280,0.047330,0.000864,0.013824,0.109956,0.035937,0.082402,0.231719,0.001536,0.000416,0.916411
0.397804,0.017696,0.191718,0.005280,0.046978,0.000576,0.013760,0.105699,0.035201,0.058850,0.202662,0.001536,0.000608,0.885594
0.395276,0.017344,0.192134,0.004928,0.047169,0.000576,0.013697,0.103939,0.036289,0.059490,0.202470,0.001440,0.000576,0.882714
0.397708,0.017313,0.192262,0.005312,0.047041,0.000896,0.013729,0.105859,0.036225,0.061090,0.206118,0.001472,0.000352,0.888699
0.415244,0.017345,0.191941,0.005088,0.047394,0.000608,0.013696,0.106147,0.045954,0.065570,0.220647,0.001600,0.000352,0.921019
0.395563,0.017569,0.191750,0.005088,0.047201,0.000576,0.013953,0.109411,0.044865,0.059874,0.217254,0.001472,0.000320,0.898074
0.395244,0.017696,0.191782,0.004928,0.046977,0.000832,0.013761,0.108803,0.032897,0.056994,0.201734,0.001376,0.000352,0.882490
0.395916,0.017600,0.191430,0.004896,0.047362,0.000832,0.013824,0.108963,0.045410,0.078914,0.236519,0.001408,0.000640,0.918139
0.395020,0.017793,0.191589,0.004992,0.046914,0.000832,0.014080,0.107587,0.035682,0.060033,0.206566,0.001856,0.000384,0.886970
0.395116,0.017345,0.191685,0.004896,0.047106,0.000800,0.013792,0.107524,0.040001,0.058913,0.209671,0.001312,0.000608,0.889595
0.396172,0.017761,0.191557,0.004832,0.047042,0.000832,0.013792,0.108996,0.035457,0.056929,0.204486,0.001472,0.000320,0.886042
0.424909,0.017729,0.192133,0.005216,0.047042,0.001056,0.013760,0.111172,0.035649,0.060513,0.210438,0.001761,0.000352,0.921276
0.395820,0.017345,0.191685,0.005152,0.047586,0.000576,0.013824,0.106403,0.035937,0.059905,0.204998,0.001280,0.000352,0.884858
0.395372,0.017920,0.191526,0.005280,0.046946,0.000576,0.013760,0.104995,0.045602,0.061441,0.214822,0.001344,0.000320,0.894491
0.395884,0.017921,0.192293,0.004928,0.047426,0.000864,0.013728,0.104547,0.041762,0.062530,0.211879,0.001248,0.000384,0.893083
0.394988,0.017600,0.191910,0.005312,0.047170,0.000832,0.013760,0.111779,0.034977,0.060065,0.210086,0.001408,0.000352,0.891610
0.395116,0.017824,0.191686,0.004960,0.046946,0.001056,0.014080,0.105731,0.035489,0.059682,0.203750,0.001312,0.000416,0.883418
0.394380,0.017760,0.191910,0.004832,0.047426,0.000608,0.013728,0.107043,0.033569,0.058754,0.202086,0.001440,0.000352,0.881274
0.394667,0.017761,0.204390,0.005312,0.047681,0.000832,0.013729,0.112579,0.039425,0.063714,0.218566,0.001344,0.000352,0.911290
0.394699,0.017505,0.191494,0.004864,0.047649,0.000800,0.013697,0.107139,0.036129,0.060706,0.207078,0.001344,0.000320,0.887418
0.394763,0.018016,0.191622,0.005280,0.047457,0.000832,0.013793,0.108899,0.032993,0.059394,0.204358,0.001536,0.000352,0.884602
0.395627,0.017472,0.191590,0.005248,0.047329,0.000576,0.013729,0.106595,0.035873,0.061090,0.206630,0.001280,0.000384,0.886234
0.396012,0.017568,0.192678,0.005056,0.047298,0.000992,0.013664,0.105123,0.033761,0.059426,0.201094,0.001248,0.000384,0.882458
0.394828,0.017280,0.191398,0.004960,0.047265,0.000864,0.013761,0.104227,0.042657,0.061442,0.211302,0.001312,0.000320,0.890234
0.395724,0.017665,0.191781,0.005024,0.047042,0.000576,0.013760,0.108611,0.036226,0.060289,0.208358,0.001312,0.000352,0.889114
0.395404,0.017441,0.207878,0.004992,0.047393,0.000832,0.013633,0.103427,0.036993,0.063458,0.206854,0.001408,0.000352,0.904859
0.396332,0.017600,0.191494,0.005056,0.047265,0.000832,0.013761,0.106755,0.043361,0.063810,0.216806,0.001248,0.000576,0.897306
0.394764,0.017696,0.191526,0.005120,0.047105,0.000576,0.013857,0.102339,0.033665,0.060578,0.199430,0.001216,0.000320,0.878394
0.395339,0.017569,0.191494,0.004864,0.047105,0.000864,0.013793,0.104291,0.041729,0.068226,0.217030,0.001408,0.000352,0.896186
0.414252,0.017729,0.192389,0.005056,0.047074,0.000800,0.013728,0.106659,0.034817,0.060193,0.204646,0.001248,0.000352,0.904218
0.397228,0.017760,0.192198,0.005184,0.047714,0.001024,0.013824,0.108355,0.041473,0.062721,0.215334,0.001440,0.000384,0.898523
0.396076,0.017920,0.191654,0.005024,0.047042,0.000832,0.013728,0.107203,0.035361,0.060738,0.206246,0.001216,0.000320,0.886522
0.395276,0.017984,0.191654,0.004896,0.063778,0.000832,0.014049,0.105795,0.035809,0.059106,0.204134,0.001344,0.000416,0.901595
0.395275,0.018017,0.191173,0.005281,0.047073,0.000800,0.013632,0.104228,0.035585,0.062786,0.205511,0.001344,0.000416,0.885018
0.394956,0.017793,0.191877,0.005120,0.047010,0.000832,0.013760,0.105635,0.035618,0.064353,0.208294,0.001281,0.000416,0.887643
0.394988,0.018177,0.191781,0.004864,0.046978,0.000864,0.013728,0.105315,0.036801,0.060002,0.204966,0.001376,0.000416,0.884986
0.417933,0.017600,0.192198,0.005376,0.046945,0.000833,0.013920,0.102851,0.032705,0.058754,0.197254,0.001152,0.000384,0.900219
0.395339,0.017761,0.191686,0.005120,0.046945,0.000832,0.013697,0.106403,0.045473,0.062306,0.217062,0.001280,0.000416,0.897018
0.395115,0.017793,0.192229,0.004928,0.046913,0.001056,0.013761,0.102979,0.038721,0.064226,0.208870,0.001376,0.000352,0.889370
0.395148,0.017633,0.191461,0.004864,0.047362,0.000640,0.013664,0.116356,0.045185,0.065474,0.230567,0.001248,0.000416,0.909371
0.394699,0.017761,0.192037,0.005088,0.047137,0.000832,0.013729,0.130659,0.053474,0.059426,0.246823,0.001344,0.000384,0.925915
0.396812,0.017665,0.191909,0.005088,0.047042,0.000832,0.013728,0.100291,0.035009,0.063234,0.201414,0.001248,0.000384,0.882234
0.396459,0.017345,0.191558,0.004832,0.047009,0.000896,0.014081,0.128931,0.038530,0.060673,0.231110,0.001280,0.000352,0.910875
