Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.421744,0.017760,0.202120,0.005344,0.247209,0.000896,0.003552,0.001537,0.000864,0.909508
0.420624,0.017889,0.202152,0.005280,0.258090,0.000928,0.002208,0.001216,0.000384,0.916131
0.421488,0.017505,0.202280,0.005280,0.244170,0.000896,0.002208,0.001216,0.000352,0.902979
0.419952,0.017537,0.201960,0.005344,0.267914,0.001281,0.003040,0.001216,0.000384,0.926756
0.415760,0.017633,0.202792,0.005280,0.252266,0.000896,0.002336,0.001184,0.000384,0.906307
0.420912,0.017889,0.201864,0.005312,0.248778,0.000800,0.002208,0.001120,0.000352,0.907491
0.420113,0.035745,0.202216,0.005568,0.255882,0.000800,0.002208,0.001153,0.000352,0.931525
0.420144,0.017633,0.201864,0.005216,0.254250,0.000896,0.002240,0.001120,0.000416,0.911939
0.420976,0.017505,0.201704,0.005024,0.257930,0.000864,0.003168,0.001216,0.000352,0.916516
0.420752,0.017473,0.202632,0.005088,0.247786,0.000896,0.002048,0.001632,0.000384,0.922980
0.420528,0.017697,0.202024,0.005312,0.242314,0.000960,0.002144,0.001120,0.000416,0.900771
0.417584,0.017889,0.202024,0.005344,0.245962,0.000768,0.002048,0.001152,0.000384,0.900739
0.423248,0.017537,0.202280,0.005536,0.258826,0.000704,0.002144,0.001152,0.000384,0.919108
0.452018,0.017569,0.202568,0.005056,0.253802,0.000800,0.002176,0.001184,0.000640,0.944037
0.418832,0.017857,0.203016,0.005472,0.251146,0.001024,0.002816,0.001120,0.000384,0.911683
0.421424,0.017537,0.202248,0.005344,0.247882,0.000832,0.002944,0.001184,0.000384,0.907779
0.420465,0.017568,0.202248,0.005377,0.276266,0.000801,0.002176,0.001280,0.000416,0.934373
0.421968,0.017504,0.202280,0.005280,0.260907,0.000736,0.002112,0.001216,0.000352,0.919620
0.417040,0.017473,0.201960,0.005312,0.255946,0.000640,0.002144,0.001152,0.000384,0.909315
0.420721,0.017792,0.202216,0.005089,0.259338,0.000736,0.003136,0.001152,0.000416,0.919844
0.437169,0.018016,0.202312,0.005120,0.258411,0.000736,0.002528,0.001120,0.000384,0.933893
0.424785,0.017601,0.203080,0.004960,0.255882,0.000704,0.002144,0.001024,0.000352,0.918596
0.420080,0.017825,0.202856,0.005344,0.261131,0.000704,0.002272,0.001152,0.000640,0.918948
0.415697,0.017440,0.217417,0.005312,0.259562,0.000704,0.002112,0.001057,0.000384,0.928357
0.422097,0.017473,0.202343,0.005441,0.281835,0.000800,0.002080,0.001184,0.000352,0.940613
0.421041,0.017633,0.202215,0.005280,0.239465,0.000640,0.001824,0.000992,0.000352,0.897251
0.421680,0.017409,0.202536,0.005056,0.257610,0.000864,0.003456,0.001088,0.000352,0.917348
0.433361,0.017472,0.202471,0.004993,0.249385,0.000769,0.002976,0.001216,0.000384,0.920676
0.419984,0.017217,0.202120,0.005312,0.256714,0.000832,0.003360,0.001088,0.000448,0.915716
0.419952,0.017633,0.202056,0.005056,0.242570,0.000640,0.001888,0.001120,0.000384,0.898755
0.420816,0.017409,0.222024,0.005248,0.258410,0.000736,0.002016,0.001216,0.000416,0.935972
0.419760,0.017569,0.201896,0.005312,0.249290,0.000768,0.002624,0.001088,0.000384,0.906595
0.415952,0.017697,0.202056,0.005056,0.248394,0.000608,0.002080,0.001024,0.000384,0.900355
0.420592,0.017953,0.201832,0.005344,0.248906,0.000928,0.002976,0.001216,0.000448,0.909123
0.417264,0.017761,0.201800,0.005344,0.260234,0.000800,0.003009,0.001120,0.000352,0.916196
0.415504,0.017665,0.202120,0.005312,0.257354,0.000672,0.002176,0.001120,0.000384,0.910371
0.418448,0.017953,0.203272,0.005312,0.265034,0.000769,0.002080,0.001120,0.000384,0.923588
0.418192,0.033313,0.202952,0.005249,0.255082,0.000864,0.002176,0.001152,0.000608,0.928132
0.418161,0.017537,0.202055,0.005248,0.259050,0.000640,0.001984,0.001120,0.000384,0.914436
0.416496,0.017537,0.202280,0.005344,0.265515,0.000768,0.003168,0.001216,0.000416,0.922212
0.416400,0.017665,0.201768,0.005312,0.265866,0.000864,0.002049,0.001024,0.000384,0.920036
0.416848,0.017793,0.202248,0.005280,0.267339,0.000864,0.003200,0.001152,0.000416,0.923012
0.422096,0.017504,0.202120,0.005376,0.248426,0.000640,0.001952,0.001120,0.000352,0.907555
0.416848,0.017697,0.202120,0.005376,0.257194,0.000832,0.001889,0.001088,0.000320,0.911524
0.440882,0.017761,0.202568,0.005088,0.250954,0.001056,0.002944,0.001152,0.000384,0.933317
0.417520,0.017761,0.201832,0.005376,0.273771,0.000832,0.002464,0.001024,0.000416,0.928612
0.418321,0.017504,0.202280,0.005281,0.257450,0.000832,0.003424,0.001120,0.000384,0.915332
0.419696,0.017665,0.201992,0.005216,0.282251,0.000800,0.002944,0.001184,0.000608,0.940900
0.420592,0.017473,0.201928,0.005312,0.264555,0.000704,0.002368,0.001056,0.000384,0.921828
0.422001,0.017697,0.201832,0.005408,0.258250,0.000704,0.002176,0.000960,0.000352,0.917796
0.425393,0.017665,0.202343,0.005281,0.258154,0.000672,0.002144,0.001056,0.000448,0.921188
0.441041,0.017761,0.201864,0.005312,0.255466,0.000896,0.002145,0.001056,0.000416,0.935077
0.420977,0.017857,0.202312,0.005376,0.261386,0.000736,0.003136,0.001216,0.000384,0.921733
0.420881,0.017504,0.201992,0.005185,0.261066,0.000736,0.002176,0.001056,0.000384,0.919556
0.421232,0.017729,0.221193,0.005248,0.270315,0.000832,0.002688,0.001216,0.000640,0.951909
0.420592,0.017505,0.201992,0.005280,0.258570,0.000672,0.002368,0.001152,0.000384,0.916707
0.423345,0.017569,0.202120,0.005312,0.259306,0.000640,0.001984,0.001088,0.000384,0.920068
0.416176,0.017441,0.201864,0.005408,0.262634,0.000832,0.001856,0.001057,0.000384,0.915684
0.420912,0.017473,0.201896,0.005344,0.249130,0.000768,0.002976,0.001056,0.000384,0.910051
0.420624,0.018048,0.202152,0.005312,0.259755,0.000672,0.001984,0.000992,0.000352,0.918212
0.423280,0.017697,0.202920,0.005248,0.245418,0.000672,0.002112,0.001056,0.000576,0.907619
0.423760,0.017697,0.219689,0.005408,0.257418,0.000800,0.003232,0.001248,0.000384,0.940421
0.416528,0.017505,0.203112,0.005216,0.248650,0.000704,0.002112,0.001120,0.000352,0.903107
0.418256,0.017536,0.202088,0.005344,0.252362,0.000768,0.002817,0.001056,0.000416,0.909124
0.420817,0.017569,0.202088,0.005216,0.255978,0.000672,0.002304,0.001024,0.000416,0.914340
0.416753,0.017632,0.202088,0.005121,0.256490,0.000736,0.003104,0.001120,0.000384,0.911268
0.420945,0.017473,0.205864,0.005120,0.242697,0.000864,0.002656,0.001120,0.000384,0.905956
0.425009,0.017665,0.201992,0.005312,0.254794,0.000896,0.002720,0.001248,0.000608,0.918308
0.438481,0.017793,0.202248,0.005280,0.257354,0.000800,0.002240,0.001184,0.000384,0.933540
0.420912,0.018112,0.203016,0.005248,0.284300,0.001184,0.003616,0.003104,0.000576,0.951589
0.421649,0.017824,0.201960,0.005377,0.261610,0.000864,0.002880,0.001408,0.000608,0.922148
0.423728,0.017728,0.202728,0.005280,0.275051,0.000864,0.001856,0.001120,0.000384,0.937284
0.425424,0.017761,0.202376,0.005344,0.263499,0.000960,0.002688,0.001056,0.000544,0.929732
0.422321,0.017504,0.202023,0.005345,0.252042,0.000832,0.002176,0.001312,0.000352,0.912196
0.420400,0.017537,0.202248,0.005376,0.252682,0.000928,0.002880,0.001184,0.000384,0.912100
0.437457,0.017601,0.201992,0.005344,0.264426,0.000832,0.002144,0.001088,0.000384,0.939621
0.420624,0.017537,0.202120,0.005312,0.262634,0.000864,0.002625,0.001088,0.000384,0.921284
0.419056,0.017600,0.202472,0.005312,0.248170,0.000672,0.001920,0.001056,0.000416,0.904899
0.423952,0.017825,0.220585,0.005440,0.247114,0.000800,0.002176,0.001088,0.000352,0.928388
0.420561,0.017728,0.202120,0.005249,0.257642,0.000800,0.002272,0.001248,0.000608,0.916388
0.417168,0.017760,0.202184,0.005280,0.260587,0.000640,0.001952,0.001152,0.000608,0.915620
0.420592,0.017761,0.202600,0.005344,0.256170,0.000800,0.002016,0.001120,0.000384,0.914851
0.420528,0.017441,0.201544,0.005344,0.257898,0.000704,0.002081,0.000992,0.000320,0.915556
0.417137,0.017760,0.202472,0.005249,0.278890,0.000928,0.002144,0.001088,0.000384,0.934981
0.420849,0.017441,0.202376,0.005248,0.255818,0.000672,0.001984,0.000992,0.000320,0.913444
0.438417,0.018689,0.202568,0.005504,0.255338,0.000736,0.001984,0.001152,0.000416,0.933348
0.421296,0.017440,0.202504,0.005280,0.256843,0.000672,0.001792,0.001056,0.000384,0.914724
0.418160,0.017505,0.202120,0.005312,0.262154,0.000704,0.002080,0.001088,0.000417,0.917796
0.417233,0.017536,0.201992,0.005312,0.261163,0.000864,0.002656,0.001120,0.000384,0.915332
0.417168,0.017696,0.202120,0.005440,0.254890,0.000800,0.002656,0.001120,0.000416,0.911012
0.420912,0.017761,0.201992,0.005312,0.260490,0.000640,0.002112,0.000960,0.000352,0.918020
0.415952,0.017665,0.202088,0.005472,0.259114,0.000736,0.002240,0.001056,0.000352,0.912132
0.456082,0.017505,0.202056,0.005248,0.255050,0.000736,0.002176,0.001056,0.000416,0.948517
0.416625,0.017568,0.202376,0.005313,0.263978,0.000928,0.002848,0.001152,0.000384,0.920100
0.422513,0.017728,0.202088,0.005313,0.253481,0.000640,0.002080,0.001120,0.000320,0.913188
0.421201,0.017505,0.202407,0.005313,0.289835,0.000832,0.002176,0.001024,0.000416,0.948421
0.420656,0.017697,0.202728,0.005344,0.257770,0.000736,0.001888,0.001152,0.000320,0.915716
0.424241,0.017473,0.201735,0.005313,0.255466,0.000640,0.002528,0.001184,0.000352,0.916772
0.419921,0.017441,0.201991,0.005280,0.249834,0.000704,0.002016,0.001120,0.000384,0.907300
0.438289,0.017665,0.202472,0.005184,0.249354,0.000832,0.001856,0.001216,0.000384,0.925060
0.422513,0.017472,0.202247,0.005281,0.248009,0.000672,0.002049,0.001024,0.000384,0.907364
0.419664,0.017856,0.201800,0.005120,0.276043,0.000672,0.001984,0.000992,0.000384,0.931716
0.416401,0.017568,0.201960,0.005377,0.282923,0.000704,0.001856,0.001056,0.000352,0.936933
0.422544,0.017665,0.201928,0.005312,0.287436,0.000960,0.002720,0.001120,0.000416,0.948933
0.423408,0.017633,0.202024,0.005280,0.257578,0.000768,0.002081,0.001088,0.000416,0.918308
0.416656,0.017536,0.202152,0.005344,0.244170,0.000704,0.001792,0.001184,0.000384,0.897251
0.436209,0.017665,0.202408,0.005248,0.260042,0.000672,0.001856,0.001056,0.000384,0.933604
0.420432,0.017504,0.202504,0.005056,0.261899,0.000928,0.002944,0.001248,0.000384,0.920804
0.416049,0.017633,0.201928,0.005728,0.260170,0.000896,0.002720,0.001120,0.000384,0.914692
0.422416,0.017697,0.221449,0.005280,0.263402,0.000896,0.002113,0.001088,0.000416,0.943525
0.420945,0.017408,0.202184,0.005312,0.257162,0.000896,0.002720,0.001184,0.000448,0.915748
0.418353,0.017792,0.202600,0.005281,0.239849,0.000672,0.002336,0.001120,0.000384,0.896259
0.421392,0.017441,0.202344,0.005280,0.253034,0.000672,0.002464,0.001248,0.000416,0.911587
0.417328,0.017472,0.202312,0.005056,0.267819,0.000768,0.001952,0.001088,0.000352,0.922148
0.419952,0.017729,0.202280,0.005216,0.260043,0.000800,0.002336,0.001088,0.000352,0.917220
0.420785,0.017728,0.206888,0.005184,0.271626,0.000832,0.002721,0.001344,0.000832,0.938501
0.441458,0.017793,0.203464,0.005376,0.253258,0.000832,0.002272,0.001344,0.000288,0.933989
0.424529,0.017664,0.202216,0.005281,0.258538,0.000832,0.002336,0.001088,0.000384,0.920516
0.417072,0.017601,0.201992,0.005344,0.275595,0.001056,0.002272,0.001088,0.000416,0.930852
0.424497,0.017665,0.203304,0.005280,0.265706,0.001153,0.003264,0.001248,0.000448,0.930885
0.420848,0.017633,0.202344,0.005312,0.253002,0.000960,0.003072,0.001152,0.000384,0.911907
0.422192,0.017473,0.202472,0.005312,0.238762,0.000896,0.001952,0.000992,0.000352,0.897379
0.420401,0.017536,0.202760,0.005057,0.268010,0.000672,0.002112,0.001056,0.000352,0.926404
0.437233,0.017761,0.202632,0.005280,0.256106,0.000704,0.002048,0.001120,0.000384,0.930884
0.419281,0.017505,0.202535,0.005281,0.235881,0.000672,0.001888,0.001216,0.000384,0.893763
0.424433,0.017665,0.204424,0.005248,0.237257,0.000896,0.003264,0.001120,0.000384,0.901795
0.421040,0.017568,0.202888,0.005216,0.272587,0.000736,0.001952,0.001056,0.000320,0.931332
0.421808,0.017473,0.202376,0.005312,0.252618,0.000640,0.001984,0.001056,0.000384,0.910659
0.420080,0.017441,0.202280,0.005376,0.246314,0.000704,0.001920,0.001152,0.000384,0.903683
0.420304,0.017441,0.202472,0.005280,0.252810,0.000672,0.001920,0.001120,0.000448,0.909635
0.442417,0.017537,0.202856,0.005280,0.255882,0.000768,0.002112,0.001025,0.000384,0.935365
0.422288,0.017569,0.202728,0.005280,0.239498,0.000768,0.002592,0.001152,0.000480,0.899971
0.419281,0.017472,0.202824,0.005473,0.270538,0.000736,0.002080,0.001088,0.000353,0.929125
0.419985,0.017216,0.203912,0.005025,0.272842,0.000608,0.002144,0.001184,0.000448,0.930501
0.417009,0.017472,0.202888,0.005248,0.240938,0.000640,0.002624,0.001120,0.000352,0.894371
0.420016,0.017601,0.204072,0.005024,0.246122,0.000672,0.001984,0.001088,0.000416,0.904355
0.420209,0.017760,0.202280,0.005120,0.289036,0.000768,0.001920,0.000928,0.000320,0.945477
0.435953,0.017312,0.202120,0.005024,0.236554,0.000640,0.001856,0.000960,0.000384,0.907748
0.420273,0.017601,0.202216,0.005216,0.256778,0.000640,0.001920,0.001088,0.000320,0.914404
0.415312,0.017665,0.202120,0.005152,0.256266,0.000704,0.001920,0.001088,0.000320,0.908035
0.416720,0.017601,0.220168,0.005185,0.261866,0.000768,0.002208,0.001024,0.000352,0.934308
0.415153,0.017281,0.201991,0.005249,0.241193,0.000704,0.001856,0.000960,0.000416,0.892131
0.416721,0.017472,0.202119,0.005409,0.257834,0.000640,0.002176,0.001056,0.000608,0.912740
0.416881,0.017824,0.202696,0.005249,0.259050,0.000672,0.001952,0.001120,0.000608,0.913572
0.422096,0.018433,0.202664,0.005344,0.253290,0.000640,0.002656,0.000993,0.000352,0.914724
0.421553,0.017505,0.201895,0.005217,0.252746,0.000832,0.003008,0.001088,0.000352,0.912100
0.420272,0.017697,0.202024,0.005312,0.254090,0.000896,0.002688,0.001280,0.000352,0.912451
0.423505,0.017824,0.221449,0.005344,0.274763,0.000800,0.002016,0.001120,0.000576,0.955237
0.423217,0.017665,0.202216,0.005344,0.249642,0.000704,0.002112,0.001120,0.000384,0.911108
0.421233,0.017953,0.203080,0.005344,0.258218,0.000896,0.002496,0.001056,0.000416,0.919780
0.417041,0.017728,0.204520,0.005376,0.249962,0.000864,0.002624,0.001312,0.000384,0.907620
0.417200,0.017473,0.202440,0.005344,0.256330,0.000864,0.002432,0.001120,0.000384,0.911427
0.420849,0.017505,0.202567,0.005249,0.263562,0.000704,0.002016,0.001088,0.000416,0.922852
0.420529,0.017568,0.201960,0.005345,0.256170,0.000800,0.002432,0.001120,0.000608,0.913988
0.436849,0.017537,0.202280,0.005216,0.260170,0.000768,0.002272,0.000992,0.000384,0.934820
0.420913,0.017632,0.201768,0.005216,0.258730,0.000896,0.002624,0.001088,0.000384,0.918116
0.421264,0.017505,0.201960,0.005344,0.246506,0.000768,0.002016,0.001184,0.000384,0.905315
0.420273,0.017664,0.202024,0.005249,0.268874,0.000896,0.002208,0.001248,0.000352,0.927556
0.417233,0.017952,0.202920,0.005313,0.265034,0.000832,0.002176,0.001120,0.000384,0.921572
0.421713,0.017472,0.201992,0.005280,0.258635,0.000704,0.002144,0.001216,0.000384,0.916452
0.417137,0.017568,0.201928,0.005345,0.255434,0.000768,0.002784,0.001216,0.000416,0.910692
0.434834,0.017472,0.202088,0.005376,0.245769,0.000960,0.002240,0.001152,0.000352,0.918404
0.421328,0.017729,0.201928,0.005312,0.265803,0.000704,0.002368,0.001280,0.000416,0.925924
0.417488,0.017473,0.202120,0.005312,0.259242,0.000864,0.002176,0.001056,0.000320,0.914019
0.423312,0.017601,0.201672,0.005184,0.272235,0.000928,0.002304,0.001152,0.000416,0.932324
0.422224,0.017409,0.202888,0.005280,0.254762,0.000864,0.002016,0.001120,0.000384,0.915075
0.425201,0.017472,0.202248,0.005313,0.284715,0.000864,0.002112,0.001120,0.000416,0.946917
0.420401,0.017665,0.201800,0.005408,0.257002,0.000928,0.002304,0.001152,0.000384,0.914948
0.441713,0.017952,0.202056,0.005248,0.257515,0.000800,0.002144,0.001216,0.000416,0.939205
