Layer[0],TEE[1-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.433523,0.766241,0.005824,0.048738,0.000800,0.014401,0.000384,0.001792,0.001664,0.000384,1.284983
0.417138,0.707551,0.005472,0.048770,0.000768,0.013697,0.000384,0.001568,0.001504,0.000352,1.206452
0.416306,0.725855,0.005473,0.048546,0.000576,0.013440,0.000384,0.001536,0.001377,0.000384,1.223637
0.416465,0.714462,0.005536,0.048514,0.000769,0.013472,0.000352,0.001600,0.001472,0.000384,1.213139
0.416242,0.711551,0.005536,0.048450,0.000768,0.013441,0.000384,0.001440,0.001184,0.000352,1.209812
0.415601,0.726046,0.005600,0.048866,0.000832,0.013505,0.000384,0.001504,0.001120,0.000352,1.223060
0.415954,0.734976,0.005792,0.048514,0.000736,0.013793,0.000352,0.001504,0.001184,0.000384,1.232661
0.415858,0.706526,0.005601,0.048034,0.000800,0.013632,0.000384,0.001536,0.001152,0.000352,1.203251
0.434963,0.725311,0.005728,0.048386,0.000832,0.014049,0.000416,0.001600,0.001344,0.000384,1.241717
0.417042,0.697790,0.005504,0.048226,0.000864,0.013761,0.000416,0.001504,0.001088,0.000384,1.196019
0.415890,0.736671,0.005696,0.048387,0.000800,0.013792,0.000352,0.001536,0.001120,0.000352,1.233588
0.416402,0.707454,0.005568,0.048674,0.000576,0.013537,0.000352,0.001504,0.001312,0.000352,1.204563
0.415154,0.691166,0.005280,0.048546,0.000576,0.013441,0.000416,0.001472,0.001088,0.000384,1.185747
0.415762,0.760000,0.005697,0.052386,0.000800,0.013600,0.000353,0.001536,0.001216,0.000416,1.261654
0.415954,0.698430,0.005536,0.048162,0.000833,0.013568,0.000352,0.001504,0.001120,0.000384,1.195667
0.416657,0.706718,0.005536,0.048610,0.000576,0.013601,0.000352,0.001504,0.001120,0.000384,1.204243
0.416370,0.715007,0.005376,0.048738,0.000768,0.013409,0.000352,0.001440,0.001248,0.000384,1.212916
0.415858,0.710047,0.005536,0.048642,0.000832,0.013505,0.000352,0.001504,0.001120,0.000352,1.206900
0.415922,0.694621,0.005600,0.048802,0.000608,0.013408,0.000352,0.001504,0.001088,0.000384,1.191091
0.433938,0.741216,0.005568,0.048674,0.000832,0.013409,0.000384,0.001536,0.001024,0.000384,1.255989
0.416306,0.716735,0.005568,0.048994,0.000768,0.013825,0.000384,0.001536,0.001152,0.000384,1.215412
0.415697,0.711870,0.005568,0.048770,0.000800,0.013761,0.000384,0.001536,0.001184,0.000320,1.226708
0.416146,0.748128,0.005568,0.048898,0.000832,0.013537,0.000384,0.001504,0.001120,0.000416,1.246389
0.415793,0.696669,0.005473,0.048642,0.001056,0.013920,0.000320,0.001568,0.001120,0.000385,1.194419
0.416626,0.715999,0.005728,0.048546,0.001056,0.013793,0.000320,0.001536,0.001216,0.000352,1.214484
0.416433,0.708159,0.005504,0.048322,0.001056,0.013825,0.000352,0.001504,0.001376,0.000352,1.205971
0.416082,0.703198,0.005472,0.048707,0.001024,0.013696,0.000384,0.001568,0.001280,0.000384,1.200563
0.433586,0.719231,0.005440,0.048098,0.000672,0.013473,0.000384,0.001504,0.001216,0.000352,1.234100
0.415505,0.693630,0.005664,0.048258,0.000992,0.013536,0.000352,0.001504,0.001216,0.000352,1.190258
0.415409,0.700573,0.005504,0.048610,0.000800,0.013440,0.000385,0.001504,0.001216,0.000384,1.196787
0.435955,0.697342,0.005600,0.048418,0.000768,0.013505,0.000352,0.001504,0.001152,0.000352,1.213588
0.415730,0.693278,0.005728,0.048194,0.000576,0.013409,0.000384,0.001472,0.001088,0.000384,1.189491
0.415697,0.739392,0.005600,0.048514,0.000832,0.013889,0.000352,0.001440,0.001088,0.000352,1.237236
0.415634,0.710302,0.005376,0.048514,0.000768,0.013441,0.000384,0.001536,0.001376,0.000384,1.206611
0.415922,0.711199,0.005600,0.048802,0.000800,0.013569,0.000384,0.001568,0.001248,0.000384,1.208052
0.416466,0.729055,0.009889,0.049218,0.000800,0.013536,0.000416,0.001440,0.001024,0.000384,1.230965
0.416114,0.728639,0.005472,0.048995,0.000576,0.013440,0.000384,0.001536,0.001024,0.000320,1.225300
0.416530,0.698654,0.005568,0.048418,0.000832,0.013377,0.000384,0.001504,0.001056,0.000352,1.194611
0.432883,0.702622,0.005568,0.048418,0.000640,0.013473,0.000352,0.001536,0.001120,0.000384,1.216532
0.416594,0.736960,0.005536,0.048386,0.000544,0.013505,0.000384,0.001536,0.001184,0.000352,1.234485
0.415986,0.696573,0.005696,0.048770,0.000576,0.013409,0.000352,0.001504,0.001280,0.000384,1.193395
0.415314,0.714174,0.005600,0.048002,0.000832,0.013408,0.000384,0.001600,0.001216,0.000384,1.208372
0.416690,0.713822,0.005760,0.048739,0.000832,0.013408,0.000320,0.001440,0.001120,0.000352,1.212339
0.416754,0.758816,0.005408,0.048579,0.000608,0.013600,0.000352,0.001536,0.001216,0.000352,1.256789
0.416018,0.732095,0.005696,0.048738,0.001056,0.013473,0.000416,0.001504,0.001312,0.000384,1.229748
0.416594,0.719134,0.005568,0.048674,0.000576,0.014273,0.000416,0.001440,0.001184,0.000352,1.217844
0.416050,0.772577,0.005760,0.048354,0.000768,0.013793,0.000384,0.001568,0.001248,0.000384,1.270134
0.415345,0.710942,0.005568,0.048642,0.000576,0.013953,0.000384,0.001504,0.001216,0.000352,1.208147
0.416850,0.692381,0.005377,0.048066,0.000576,0.013536,0.000384,0.001472,0.001120,0.000384,1.188818
0.431187,0.713022,0.005472,0.048258,0.000576,0.013440,0.000352,0.001504,0.001088,0.000320,1.225268
0.414162,0.694909,0.005441,0.048642,0.000768,0.013504,0.000384,0.001505,0.001056,0.000352,1.190355
0.416722,0.702814,0.005505,0.048898,0.000608,0.013792,0.000384,0.001440,0.001120,0.000384,1.201044
0.416018,0.700446,0.005920,0.048514,0.000768,0.013633,0.000352,0.001408,0.001120,0.000352,1.198515
0.416690,0.697342,0.005696,0.049154,0.000800,0.013633,0.000384,0.001632,0.001120,0.000384,1.196275
0.417074,0.746592,0.005440,0.048418,0.000800,0.013921,0.000352,0.001696,0.001184,0.000384,1.246037
0.417650,0.706366,0.005857,0.048674,0.000608,0.013760,0.000352,0.001472,0.001152,0.000352,1.205812
0.417906,0.707358,0.005536,0.048674,0.000576,0.013793,0.000384,0.001472,0.001312,0.000384,1.206611
0.419409,0.763040,0.005760,0.049411,0.000576,0.013696,0.000352,0.001664,0.001152,0.000416,1.265237
0.416625,0.704446,0.005600,0.048578,0.000608,0.013761,0.000384,0.001504,0.001216,0.000352,1.202483
0.415986,0.706174,0.005568,0.048131,0.000576,0.013408,0.000352,0.001472,0.001120,0.000320,1.202419
0.433138,0.739808,0.005408,0.048706,0.000576,0.013985,0.000352,0.001696,0.001216,0.000416,1.254997
0.415474,0.697213,0.005536,0.049122,0.000800,0.013953,0.000384,0.001824,0.001312,0.000384,1.194803
0.416274,0.756896,0.006432,0.048546,0.000576,0.014369,0.000384,0.001824,0.001152,0.000448,1.257046
0.419058,0.785762,0.006464,0.049506,0.001024,0.014273,0.000576,0.001984,0.001920,0.000672,1.295639
0.418002,0.742624,0.006880,0.050242,0.001056,0.014337,0.000704,0.001984,0.002016,0.000352,1.250261
0.418546,0.803427,0.006336,0.049986,0.000768,0.014209,0.000384,0.001696,0.002080,0.000576,1.310360
0.417970,0.716255,0.005792,0.049122,0.000768,0.014497,0.000352,0.001536,0.001408,0.000416,1.218068
0.417234,0.702046,0.005600,0.048803,0.000864,0.013472,0.000640,0.001600,0.001120,0.000352,1.201907
0.416306,0.744576,0.008288,0.048867,0.000832,0.015232,0.000416,0.001728,0.001536,0.000384,1.247286
0.417042,0.742912,0.005568,0.049155,0.000800,0.013600,0.000608,0.001600,0.001504,0.000448,1.242773
0.416882,0.735200,0.005696,0.048322,0.000768,0.014337,0.000384,0.001952,0.001216,0.000384,1.234133
0.416914,0.735456,0.007872,0.048610,0.000800,0.013985,0.000416,0.001888,0.001152,0.000352,1.236565
0.417970,0.747296,0.005793,0.049090,0.000544,0.014592,0.000352,0.001697,0.001184,0.000352,1.248886
0.462516,0.719743,0.005600,0.048674,0.000800,0.014433,0.000384,0.001856,0.001184,0.000352,1.264822
0.417362,0.695102,0.005664,0.050882,0.000704,0.014305,0.000384,0.001888,0.001376,0.000352,1.197459
0.418162,0.702974,0.005505,0.048642,0.000800,0.014400,0.000416,0.001921,0.001440,0.000352,1.204276
0.416306,0.701278,0.005696,0.049027,0.000576,0.014080,0.000352,0.001824,0.001024,0.000320,1.199827
0.416370,0.729375,0.015649,0.050146,0.000544,0.014177,0.000384,0.001632,0.001120,0.000384,1.238773
0.415953,0.729055,0.005728,0.048866,0.000608,0.014273,0.000352,0.001696,0.001152,0.000352,1.227860
0.417682,0.706142,0.005536,0.048770,0.000544,0.014305,0.000352,0.001856,0.001216,0.000384,1.206547
0.416434,0.705598,0.005728,0.048514,0.000800,0.014113,0.000320,0.001696,0.001280,0.000384,1.204307
0.416242,0.727071,0.005632,0.048962,0.000608,0.013856,0.000352,0.001856,0.001312,0.000448,1.225652
0.417074,0.765888,0.005697,0.048674,0.000832,0.013760,0.000352,0.001601,0.001152,0.000384,1.264598
0.419346,0.754944,0.005824,0.048866,0.001024,0.013729,0.000384,0.001600,0.001216,0.000352,1.256821
0.433874,0.760033,0.005312,0.048546,0.000768,0.013729,0.000384,0.001536,0.001184,0.000352,1.275190
0.417266,0.705310,0.006464,0.049410,0.000576,0.013665,0.000352,0.001824,0.001248,0.000384,1.205651
0.416305,0.691518,0.005536,0.049378,0.000576,0.014049,0.000384,0.001536,0.001184,0.000416,1.190131
0.416178,0.704894,0.005728,0.049154,0.000832,0.013505,0.000384,0.001760,0.001248,0.000384,1.203347
0.418642,0.706174,0.005505,0.048802,0.000544,0.013728,0.000384,0.001633,0.001248,0.000352,1.206772
0.417937,0.733663,0.005632,0.048514,0.000800,0.013633,0.000384,0.001760,0.001120,0.000416,1.233204
0.416881,0.691613,0.005600,0.049859,0.000800,0.013728,0.000384,0.001536,0.000992,0.000448,1.190834
0.415506,0.703678,0.005473,0.049666,0.000512,0.014080,0.000352,0.001857,0.001152,0.000384,1.202164
0.415922,0.742848,0.005504,0.050722,0.000608,0.014017,0.000416,0.001568,0.001216,0.000384,1.243189
0.416177,0.709503,0.005504,0.048994,0.000832,0.013889,0.000352,0.001536,0.001152,0.000416,1.207987
0.417810,0.714943,0.005728,0.048482,0.000640,0.013729,0.000352,0.001792,0.001216,0.000384,1.214740
0.436947,0.700126,0.005760,0.048194,0.000576,0.013665,0.000352,0.001632,0.001152,0.000384,1.218004
0.417394,0.702270,0.005568,0.048354,0.000544,0.013569,0.000352,0.001792,0.001024,0.000352,1.200723
0.415762,0.703262,0.005632,0.049155,0.000576,0.013632,0.000384,0.001696,0.001248,0.000384,1.200883
0.415313,0.727359,0.005536,0.049506,0.000576,0.013825,0.000352,0.001984,0.001184,0.000416,1.225780
0.416274,0.732191,0.005472,0.048322,0.000576,0.013377,0.000384,0.001792,0.001152,0.000384,1.228852
0.415665,0.733888,0.005728,0.048610,0.000608,0.013377,0.000352,0.001600,0.001088,0.000352,1.231093
0.415986,0.708638,0.005729,0.048034,0.001280,0.014112,0.000384,0.001761,0.001248,0.000384,1.207092
0.415569,0.711230,0.005600,0.048802,0.000800,0.013697,0.000352,0.001568,0.001152,0.000416,1.208723
0.415953,0.731263,0.005632,0.048642,0.000768,0.013633,0.000384,0.001568,0.001216,0.000384,1.229236
0.415889,0.703614,0.005568,0.048162,0.000800,0.013568,0.000353,0.001568,0.001280,0.000320,1.200531
0.415986,0.701886,0.005856,0.048834,0.000768,0.013537,0.000384,0.001632,0.001152,0.000352,1.199763
0.431506,0.705022,0.005664,0.048194,0.000832,0.013665,0.000352,0.001536,0.001152,0.000320,1.217908
0.416945,0.702494,0.005505,0.048642,0.000832,0.013440,0.000384,0.001537,0.001216,0.000256,1.200115
0.416273,0.701309,0.008065,0.066307,0.000832,0.013664,0.000352,0.001696,0.001185,0.000352,1.219732
0.415410,0.703422,0.005312,0.048386,0.000544,0.013345,0.000320,0.001504,0.001120,0.000352,1.198739
0.415954,0.693694,0.005504,0.048162,0.000800,0.013345,0.000384,0.001472,0.001216,0.000384,1.189619
0.416242,0.732191,0.005632,0.048163,0.000736,0.013408,0.000384,0.001472,0.001120,0.000384,1.229588
0.416370,0.693758,0.005792,0.048386,0.000800,0.013377,0.000352,0.001600,0.001152,0.000352,1.191155
0.416178,0.706462,0.005729,0.048514,0.000576,0.013344,0.000384,0.001536,0.001249,0.000384,1.203956
0.416465,0.727487,0.005504,0.048674,0.000640,0.013409,0.000352,0.001408,0.001152,0.000384,1.225076
0.416850,0.694494,0.005440,0.048546,0.000608,0.013505,0.000320,0.001440,0.001056,0.000384,1.191411
0.415634,0.713983,0.005504,0.048930,0.000544,0.013601,0.000384,0.001536,0.001152,0.000352,1.210964
0.431699,0.700318,0.005504,0.048770,0.000608,0.013537,0.000384,0.001376,0.001280,0.000384,1.212564
0.416017,0.700190,0.005569,0.047874,0.000576,0.013344,0.000352,0.001504,0.001216,0.000385,1.196531
0.417490,0.724479,0.009793,0.064611,0.000800,0.013408,0.000384,0.001696,0.001120,0.000384,1.243541
0.415698,0.703774,0.005376,0.048578,0.000544,0.013377,0.000352,0.001536,0.001152,0.000384,1.199219
0.416466,0.700222,0.005536,0.048227,0.000864,0.013376,0.000352,0.001536,0.001120,0.000352,1.197587
0.416306,0.716318,0.005441,0.048386,0.000608,0.013376,0.000384,0.001536,0.001120,0.000385,1.213332
0.416177,0.694238,0.005408,0.048418,0.000608,0.013537,0.000384,0.001536,0.001216,0.000384,1.190962
0.416849,0.703966,0.005729,0.048866,0.000672,0.013760,0.000352,0.001536,0.001184,0.000352,1.202452
0.416050,0.720799,0.005760,0.048226,0.000576,0.013505,0.000384,0.001504,0.001248,0.000352,1.217236
0.415026,0.706462,0.005856,0.048290,0.000640,0.013313,0.000416,0.001536,0.001056,0.000352,1.202451
0.415506,0.688253,0.005760,0.048546,0.000640,0.013505,0.000352,0.001536,0.001120,0.000320,1.184242
0.429202,0.704414,0.005664,0.048162,0.000608,0.013569,0.000384,0.001472,0.001056,0.000384,1.214259
0.415506,0.746784,0.005440,0.047842,0.000608,0.013441,0.000352,0.001504,0.001120,0.000352,1.241045
0.416018,0.701342,0.005632,0.048098,0.000576,0.013568,0.000384,0.001440,0.001024,0.000384,1.196979
0.416658,0.707262,0.005632,0.048418,0.000576,0.013440,0.000385,0.001536,0.001152,0.000352,1.205332
0.417201,0.692221,0.005440,0.048674,0.000576,0.013376,0.000384,0.001472,0.001344,0.000384,1.189522
0.418354,0.738559,0.005313,0.048354,0.000832,0.013504,0.000352,0.001568,0.001089,0.000384,1.237749
0.416786,0.704638,0.006272,0.048674,0.001024,0.013473,0.000384,0.001376,0.001088,0.000352,1.203507
0.416530,0.711198,0.005376,0.048386,0.000800,0.013344,0.000352,0.001472,0.001120,0.000352,1.208211
0.417746,0.731295,0.005600,0.050370,0.000800,0.013473,0.000384,0.001504,0.001152,0.000384,1.233045
0.417362,0.707838,0.005601,0.049378,0.000608,0.013568,0.000352,0.001472,0.001216,0.000352,1.207156
0.417745,0.700221,0.005537,0.048578,0.000800,0.013568,0.000352,0.001568,0.001184,0.000384,1.199571
0.439698,0.692318,0.005376,0.048322,0.000608,0.013537,0.000352,0.001472,0.001312,0.000384,1.212595
0.416306,0.748832,0.005600,0.048866,0.000544,0.013409,0.000384,0.001472,0.001056,0.000352,1.245429
0.415378,0.706942,0.005472,0.048899,0.000576,0.013440,0.000352,0.001536,0.001152,0.000352,1.203283
0.417426,0.705246,0.005344,0.048322,0.000576,0.013441,0.000384,0.001536,0.001184,0.000448,1.202835
0.417394,0.711006,0.005696,0.048771,0.000832,0.013440,0.000320,0.001568,0.001216,0.000256,1.210483
0.416082,0.720862,0.010304,0.048770,0.000800,0.013825,0.000416,0.001408,0.001152,0.000384,1.222836
0.416785,0.702750,0.005568,0.048386,0.001024,0.013697,0.000352,0.001536,0.001120,0.000352,1.200755
0.416690,0.730143,0.005569,0.048738,0.000832,0.013856,0.000352,0.001536,0.001153,0.000384,1.228853
0.417106,0.748960,0.005600,0.048546,0.000608,0.013761,0.000352,0.001440,0.001152,0.000352,1.247349
0.416274,0.697086,0.005440,0.048546,0.000576,0.013825,0.000352,0.001472,0.001152,0.000352,1.193939
0.417554,0.731808,0.005600,0.047970,0.000608,0.013953,0.000352,0.001600,0.001248,0.000352,1.229493
0.433618,0.715486,0.005696,0.049026,0.000832,0.014113,0.000384,0.001600,0.001248,0.000352,1.230100
0.417201,0.721054,0.005569,0.048482,0.000800,0.013792,0.000384,0.001889,0.001408,0.000416,1.221300
0.417746,0.751776,0.005985,0.049410,0.000832,0.013920,0.000384,0.002144,0.001217,0.000352,1.253782
0.418322,0.732159,0.005729,0.048578,0.000800,0.013888,0.000320,0.001536,0.001121,0.000352,1.232245
0.416018,0.720543,0.005664,0.048514,0.000576,0.013953,0.000352,0.001824,0.001152,0.000384,1.218356
0.416721,0.756801,0.005696,0.048898,0.000768,0.013857,0.000320,0.001920,0.001184,0.000384,1.256342
0.416274,0.695581,0.005600,0.048450,0.000576,0.014048,0.000384,0.001856,0.001152,0.000384,1.192211
0.416146,0.700382,0.005568,0.048418,0.000768,0.013793,0.000384,0.002048,0.001024,0.000384,1.197459
0.433139,0.696254,0.005504,0.048514,0.000800,0.014017,0.000384,0.001856,0.001184,0.000416,1.210772
0.415378,0.693149,0.005537,0.048770,0.000608,0.013728,0.000352,0.001472,0.001120,0.000417,1.189651
0.416146,0.699326,0.005472,0.049026,0.000576,0.013825,0.000384,0.001888,0.001120,0.000384,1.196659
0.416210,0.722559,0.005632,0.047778,0.000576,0.013441,0.000384,0.001504,0.001120,0.000416,1.218740
0.418130,0.704574,0.005376,0.048322,0.001024,0.013633,0.000352,0.001728,0.001152,0.000416,1.203155
0.417714,0.725311,0.005600,0.048290,0.000576,0.013824,0.000416,0.001728,0.001184,0.000384,1.223956
0.416434,0.715262,0.005857,0.048098,0.000768,0.013568,0.000352,0.001761,0.001120,0.000352,1.213204
0.416049,0.703806,0.005793,0.050434,0.000544,0.013793,0.000384,0.001536,0.001184,0.000384,1.202707
0.416658,0.759713,0.011872,0.048674,0.000640,0.013825,0.000352,0.002208,0.001184,0.000352,1.264310
0.416114,0.726527,0.005632,0.048899,0.000576,0.013664,0.000384,0.001472,0.001248,0.000384,1.223764
0.417586,0.713022,0.005601,0.048002,0.000544,0.013600,0.000416,0.001568,0.001088,0.000352,1.210324
0.433171,0.703134,0.005792,0.049442,0.000608,0.013729,0.000384,0.001536,0.001184,0.000384,1.218324
0.417137,0.690206,0.005472,0.048066,0.000576,0.013697,0.000384,0.001536,0.001184,0.000384,1.187282
0.416529,0.717759,0.005504,0.048290,0.000800,0.013569,0.000352,0.001792,0.001152,0.000352,1.215956
0.416402,0.710910,0.005857,0.048418,0.000576,0.013440,0.000416,0.001664,0.001024,0.000352,1.208244
0.416466,0.694878,0.005440,0.048610,0.000576,0.013633,0.000384,0.001504,0.001184,0.000352,1.191091
0.416466,0.731583,0.005472,0.048258,0.000577,0.013472,0.000352,0.001504,0.001216,0.000416,1.227636
0.415474,0.720927,0.005344,0.048706,0.000576,0.013441,0.000352,0.001504,0.001120,0.000384,1.216244
0.415698,0.691741,0.005377,0.048962,0.000608,0.013312,0.000384,0.001504,0.001152,0.000384,1.186291
0.415826,0.723647,0.010433,0.048738,0.000608,0.013664,0.000384,0.001440,0.001248,0.000384,1.225781
0.415185,0.743423,0.005312,0.048546,0.000608,0.013824,0.000352,0.001664,0.001056,0.000352,1.239636
0.415922,0.709470,0.005569,0.048322,0.000576,0.013504,0.000384,0.001537,0.001184,0.000352,1.205204
0.429810,0.707934,0.005569,0.048770,0.000832,0.013344,0.000352,0.001472,0.001121,0.000352,1.219412
0.415698,0.705118,0.005440,0.049282,0.000992,0.013409,0.000384,0.001440,0.001248,0.000384,1.202547
0.416370,0.708190,0.005505,0.048386,0.000576,0.013408,0.000384,0.001409,0.001120,0.000384,1.205204
0.416401,0.706590,0.005280,0.048386,0.000576,0.013601,0.000352,0.001472,0.001216,0.000352,1.203507
0.415762,0.710014,0.005280,0.048291,0.000544,0.013408,0.000416,0.001600,0.001216,0.000384,1.205683
0.415858,0.718591,0.005504,0.048194,0.000608,0.013569,0.000352,0.001536,0.001088,0.000320,1.214644
0.416274,0.704190,0.005536,0.048546,0.000576,0.013697,0.000352,0.001504,0.001120,0.000416,1.200787
0.417234,0.736736,0.005504,0.048546,0.000608,0.013473,0.000384,0.001536,0.001312,0.000352,1.234709
0.415762,0.721631,0.013665,0.048834,0.000576,0.013408,0.000416,0.001472,0.001120,0.000384,1.225908
0.415890,0.704894,0.005568,0.048258,0.000576,0.013505,0.000384,0.001504,0.001152,0.000384,1.200563
0.416242,0.695998,0.005472,0.048802,0.000800,0.013473,0.000352,0.001472,0.001088,0.000384,1.193907
0.450387,0.709247,0.005376,0.048834,0.000576,0.013505,0.000352,0.001472,0.001216,0.000384,1.240565
0.416370,0.746016,0.005600,0.049410,0.000832,0.013441,0.000416,0.001600,0.001184,0.000352,1.244661
0.416401,0.698174,0.005537,0.048802,0.000768,0.013376,0.000352,0.001536,0.001056,0.000384,1.195410
0.416561,0.720287,0.005600,0.048355,0.000576,0.013408,0.000384,0.001536,0.001120,0.000416,1.217427
0.416178,0.716255,0.005696,0.048482,0.000640,0.013377,0.000416,0.001504,0.001184,0.000352,1.213844
0.415730,0.752480,0.008161,0.048738,0.000736,0.013376,0.000352,0.001536,0.001184,0.000384,1.252374
0.415730,0.708702,0.005697,0.048994,0.000608,0.013440,0.000416,0.001569,0.001184,0.000352,1.206900
0.416690,0.707134,0.005505,0.048002,0.000640,0.013824,0.000384,0.001504,0.001152,0.000384,1.204435
0.416337,0.739455,0.005760,0.048450,0.000608,0.013441,0.000352,0.001568,0.001184,0.000384,1.236244
0.416178,0.725247,0.005504,0.049666,0.000832,0.013473,0.000384,0.001536,0.001120,0.000384,1.224180
0.415570,0.710367,0.005632,0.048962,0.000768,0.013569,0.000384,0.001536,0.001120,0.000352,1.207924
0.438259,0.718879,0.005888,0.048866,0.000832,0.014209,0.000384,0.001568,0.001120,0.000384,1.238869
0.417778,0.726623,0.005440,0.048770,0.000832,0.013537,0.000416,0.001568,0.001152,0.000352,1.226644
0.416433,0.783426,0.005632,0.048706,0.001120,0.013505,0.000320,0.001536,0.001056,0.000320,1.281846
0.416401,0.708030,0.005792,0.048578,0.000864,0.014049,0.000416,0.001568,0.001216,0.000384,1.207092
0.416114,0.717599,0.005536,0.048610,0.000608,0.013697,0.000384,0.001600,0.001280,0.000288,1.215156
0.416114,0.698590,0.005472,0.048514,0.000800,0.013537,0.000384,0.001504,0.001024,0.000384,1.195283
0.415409,0.680125,0.005440,0.049026,0.000864,0.013441,0.000352,0.001504,0.000928,0.000416,1.175954
0.418322,0.693214,0.005504,0.049282,0.000576,0.013505,0.000352,0.001408,0.001184,0.000352,1.192211
0.414834,0.710014,0.005440,0.048354,0.000544,0.013376,0.000417,0.001440,0.001184,0.000384,1.205908
0.416017,0.696958,0.005440,0.048514,0.000576,0.013345,0.000384,0.001440,0.001184,0.000384,1.192594
0.416594,0.694077,0.005473,0.048450,0.000768,0.013344,0.000384,0.001600,0.001248,0.000384,1.191602
0.428755,0.690781,0.005472,0.048546,0.000737,0.013536,0.000320,0.001600,0.001088,0.000352,1.199987
0.416050,0.699165,0.005440,0.048834,0.000544,0.013633,0.000352,0.001600,0.001120,0.000352,1.195283
0.416434,0.698590,0.005536,0.048226,0.000544,0.013345,0.000416,0.001536,0.001088,0.000352,1.194323
0.415825,0.690462,0.005504,0.048130,0.000512,0.013377,0.000416,0.001472,0.001088,0.000352,1.185234
0.416305,0.703934,0.005377,0.048162,0.000544,0.013344,0.000352,0.001568,0.001024,0.000352,1.199187
0.414609,0.695421,0.005408,0.048547,0.000704,0.013408,0.000320,0.001536,0.000992,0.000384,1.189522
0.416018,0.669821,0.005664,0.048514,0.000480,0.013313,0.000384,0.001504,0.001152,0.000352,1.165106
0.417169,0.697373,0.005473,0.048482,0.000800,0.013440,0.000352,0.001440,0.001024,0.000352,1.196083
0.416690,0.728319,0.005728,0.048930,0.000576,0.013985,0.000352,0.001472,0.001024,0.000320,1.226676
0.415794,0.696797,0.005409,0.048514,0.000800,0.013440,0.000384,0.001505,0.001088,0.000384,1.193779
0.415249,0.682685,0.005601,0.048706,0.000608,0.013440,0.000384,0.001472,0.001057,0.000352,1.178162
0.415377,0.709598,0.007072,0.048642,0.000576,0.013377,0.000384,0.001504,0.001024,0.000416,1.206003
0.419986,0.700286,0.005601,0.048610,0.000800,0.013472,0.000320,0.001568,0.001152,0.000352,1.202260
0.416338,0.722303,0.005632,0.048450,0.000576,0.013409,0.000352,0.001504,0.001024,0.000384,1.219764
0.430610,0.695038,0.005440,0.048386,0.000800,0.013569,0.000320,0.001504,0.000992,0.000352,1.205875
0.414738,0.718078,0.005441,0.048450,0.000768,0.013376,0.000384,0.001505,0.000960,0.000384,1.212084
0.416626,0.679133,0.005280,0.051234,0.000576,0.013345,0.000416,0.001504,0.001056,0.000384,1.177970
0.416434,0.719391,0.005408,0.048706,0.000800,0.013601,0.000352,0.001536,0.001088,0.000352,1.217268
0.415826,0.709310,0.005345,0.049026,0.000544,0.013472,0.000352,0.001409,0.001152,0.000384,1.206516
0.416946,0.709054,0.005280,0.048642,0.000800,0.013377,0.000384,0.001408,0.000960,0.000384,1.205459
0.415538,0.686173,0.005248,0.048482,0.000608,0.013440,0.000384,0.001504,0.000896,0.000384,1.180850
0.416146,0.698654,0.005344,0.048418,0.000800,0.013409,0.000352,0.001344,0.001056,0.000416,1.194547
0.416881,0.718879,0.005440,0.048322,0.000768,0.013537,0.000384,0.001536,0.000992,0.000384,1.215795
0.415570,0.707998,0.005344,0.048546,0.000800,0.013377,0.000352,0.001440,0.001184,0.000384,1.204147
0.416081,0.688542,0.005344,0.048770,0.000544,0.013409,0.000352,0.001440,0.000896,0.000384,1.184274
0.415921,0.693533,0.005664,0.048386,0.000576,0.013345,0.000384,0.001440,0.001120,0.000352,1.189106
0.415826,0.706078,0.005376,0.048483,0.000576,0.013472,0.000352,0.001536,0.001056,0.000416,1.200723
0.415601,0.682877,0.005472,0.048386,0.000608,0.013729,0.000416,0.001568,0.000928,0.000384,1.179378
0.429843,0.737151,0.005504,0.048322,0.000544,0.013345,0.000384,0.001504,0.000992,0.000352,1.246805
0.415794,0.736127,0.005569,0.048834,0.000832,0.013824,0.000416,0.001536,0.001185,0.000384,1.233269
0.417042,0.716351,0.005504,0.048930,0.000544,0.013441,0.000352,0.001568,0.001024,0.000256,1.214324
0.417042,0.705214,0.005664,0.048419,0.000544,0.013376,0.000352,0.001568,0.000896,0.000416,1.203091
