Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-9],Layer[10],classifier
0.417392,0.017473,0.202248,0.004832,0.047426,0.000608,0.013441,0.000384,0.177959,0.000608,0.889251
0.416432,0.017697,0.201928,0.005024,0.048674,0.000608,0.013537,0.000352,0.166246,0.000544,0.878690
0.416081,0.017536,0.202504,0.005121,0.047810,0.000544,0.013376,0.000416,0.177191,0.000672,0.888547
0.445970,0.017601,0.202120,0.004832,0.047138,0.000608,0.013376,0.000384,0.180711,0.000672,0.921284
0.416176,0.017537,0.202184,0.004832,0.047970,0.000800,0.013697,0.000384,0.166918,0.000672,0.878274
0.416112,0.017729,0.202504,0.004768,0.047746,0.000576,0.013472,0.000352,0.172615,0.000544,0.883586
0.416048,0.017281,0.202664,0.004864,0.066883,0.000800,0.013568,0.000384,0.211945,0.000608,0.942373
0.417456,0.017600,0.202120,0.005056,0.048290,0.000768,0.013505,0.000416,0.176295,0.000768,0.891427
0.417457,0.017664,0.203112,0.005153,0.048130,0.000800,0.013504,0.000416,0.181223,0.000800,0.896579
0.417457,0.017665,0.203144,0.005312,0.047970,0.000576,0.013504,0.000384,0.192744,0.001120,0.909924
0.417041,0.017792,0.202792,0.005057,0.047681,0.000608,0.013537,0.000384,0.177767,0.000608,0.891043
0.422257,0.017665,0.202120,0.004832,0.047682,0.000608,0.013472,0.000384,0.182696,0.000608,0.901188
0.420880,0.018049,0.202312,0.004832,0.049506,0.000608,0.013761,0.000416,0.181223,0.000768,0.899939
0.417392,0.017537,0.234473,0.005184,0.047906,0.000576,0.013473,0.000384,0.182279,0.000672,0.929092
0.420849,0.017984,0.202376,0.004833,0.048130,0.000768,0.013760,0.000416,0.176007,0.000736,0.893699
0.416240,0.017921,0.202664,0.005152,0.048290,0.000800,0.013568,0.000384,0.186280,0.000608,0.900067
0.421808,0.017633,0.202248,0.004992,0.047810,0.000608,0.013537,0.000384,0.184263,0.000768,0.901859
0.417776,0.017505,0.202568,0.005120,0.048866,0.000608,0.013601,0.000416,0.185607,0.000768,0.900995
0.422192,0.017633,0.202632,0.005120,0.047618,0.000576,0.014017,0.000352,0.183847,0.000608,0.903011
0.417808,0.017792,0.202536,0.005120,0.048866,0.000736,0.014561,0.000352,0.182887,0.000736,0.899747
0.417040,0.017537,0.220873,0.005088,0.047874,0.000576,0.013632,0.000384,0.183944,0.000960,0.916004
0.421681,0.017793,0.202472,0.005024,0.048898,0.000768,0.013536,0.000384,0.174279,0.000800,0.893379
0.422289,0.017600,0.202696,0.005088,0.048161,0.000576,0.013473,0.000352,0.177959,0.000544,0.896803
0.421456,0.017729,0.202696,0.005056,0.048258,0.000768,0.013473,0.000384,0.169350,0.000608,0.888738
0.421585,0.017537,0.202024,0.005120,0.047874,0.000608,0.013536,0.000416,0.178439,0.000736,0.896708
0.421009,0.017792,0.203240,0.004865,0.048385,0.000576,0.013473,0.000416,0.194472,0.000768,0.913508
0.417488,0.017633,0.202184,0.005024,0.048162,0.000544,0.013696,0.000352,0.182471,0.001024,0.896835
0.420945,0.036129,0.203016,0.005280,0.047362,0.000544,0.013441,0.000384,0.179175,0.000544,0.915140
0.418160,0.017793,0.202728,0.005056,0.048066,0.000576,0.013825,0.000448,0.186855,0.000576,0.902499
0.419280,0.017473,0.202696,0.005024,0.048066,0.000704,0.014048,0.000353,0.188263,0.000992,0.905507
0.420848,0.017665,0.202088,0.005056,0.048258,0.000576,0.013825,0.000384,0.180999,0.000608,0.898435
0.420720,0.017569,0.202760,0.005280,0.048898,0.000608,0.013600,0.000384,0.173798,0.000704,0.892386
0.416400,0.017505,0.202216,0.005056,0.048610,0.000576,0.013729,0.000416,0.192103,0.000640,0.904803
0.419248,0.017953,0.202952,0.005056,0.048706,0.000576,0.014048,0.000384,0.201351,0.001056,0.921189
0.447570,0.018049,0.202888,0.004768,0.049474,0.000736,0.014208,0.000640,0.239594,0.001056,0.989575
0.416816,0.017697,0.202504,0.005056,0.048418,0.000768,0.014017,0.000384,0.187303,0.001088,0.902947
0.421456,0.017793,0.202472,0.005184,0.048226,0.000736,0.013537,0.000416,0.186567,0.000832,0.905187
0.416432,0.017569,0.221449,0.005184,0.048834,0.000736,0.013504,0.000384,0.194888,0.000576,0.927748
0.416721,0.017921,0.202407,0.005025,0.048514,0.000576,0.014336,0.000416,0.192040,0.000768,0.907172
0.421137,0.017568,0.202280,0.005248,0.048802,0.000864,0.013985,0.000416,0.188199,0.000641,0.907204
0.416752,0.017569,0.202536,0.004864,0.048866,0.000800,0.013600,0.000352,0.180743,0.000672,0.894435
0.421168,0.017536,0.202824,0.004896,0.048930,0.000544,0.013953,0.000352,0.188679,0.000608,0.907619
0.415984,0.017665,0.202664,0.005056,0.047938,0.000800,0.013569,0.000384,0.178823,0.000736,0.891587
0.418288,0.017665,0.202344,0.005024,0.047874,0.000576,0.013568,0.000384,0.190984,0.000672,0.906051
0.416305,0.018049,0.220744,0.005152,0.048802,0.000640,0.013697,0.000416,0.194632,0.000800,0.927301
0.421169,0.017824,0.201992,0.004801,0.047553,0.000576,0.013888,0.000352,0.184807,0.000704,0.901731
0.416592,0.017537,0.202216,0.005024,0.047938,0.000576,0.013441,0.000384,0.178759,0.000736,0.890563
0.421105,0.017729,0.202631,0.005153,0.047522,0.000608,0.013440,0.000352,0.187848,0.000832,0.904708
0.417041,0.017729,0.202856,0.004832,0.049122,0.000576,0.013888,0.000416,0.182375,0.000705,0.897892
0.417937,0.017600,0.203400,0.005313,0.047681,0.000608,0.013569,0.000384,0.176455,0.000736,0.891555
0.416080,0.017504,0.202568,0.004832,0.048194,0.000544,0.013345,0.000416,0.173991,0.000928,0.885827
0.416976,0.017473,0.231241,0.005120,0.047330,0.000608,0.013408,0.000416,0.178759,0.000672,0.919876
0.420656,0.017377,0.201992,0.004800,0.047650,0.000576,0.013696,0.000416,0.166502,0.000544,0.880674
0.417553,0.017536,0.201800,0.004768,0.046914,0.000544,0.013505,0.000384,0.169831,0.000512,0.880195
0.421009,0.017569,0.202312,0.004832,0.046914,0.000544,0.013440,0.000384,0.177895,0.000512,0.892227
0.432081,0.017665,0.201768,0.005120,0.046914,0.000576,0.013344,0.000416,0.174439,0.000576,0.899907
0.418065,0.017472,0.202376,0.004897,0.047521,0.000576,0.013409,0.000384,0.176071,0.000704,0.888419
0.417873,0.017792,0.202440,0.004960,0.047874,0.000576,0.013409,0.000416,0.181959,0.000800,0.896419
0.417520,0.017601,0.202568,0.005280,0.047874,0.000640,0.013376,0.000352,0.191880,0.000736,0.925828
0.416432,0.017473,0.203592,0.005280,0.048802,0.000640,0.013537,0.000416,0.175655,0.000704,0.890147
0.415856,0.017696,0.203048,0.005120,0.047906,0.000768,0.013665,0.000416,0.197768,0.000640,0.910564
0.416720,0.017729,0.201960,0.005344,0.048610,0.000640,0.013376,0.000417,0.165382,0.000576,0.878562
0.438322,0.017760,0.202024,0.004801,0.048161,0.000576,0.013505,0.000416,0.180743,0.000544,0.914884
0.415984,0.017473,0.202248,0.005056,0.048898,0.000576,0.013409,0.000384,0.171014,0.000896,0.883363
0.416721,0.017472,0.202632,0.005089,0.048929,0.000577,0.013376,0.000384,0.169991,0.000544,0.883299
0.420785,0.017601,0.202504,0.004832,0.047906,0.000576,0.013312,0.000416,0.193768,0.000576,0.909060
0.416368,0.017505,0.202376,0.004800,0.047714,0.000576,0.013409,0.000384,0.169222,0.000608,0.880738
0.417360,0.017569,0.204008,0.005248,0.047842,0.000768,0.013504,0.000416,0.173991,0.000608,0.888930
0.416688,0.017761,0.202984,0.005088,0.048610,0.000608,0.013568,0.000384,0.172519,0.000672,0.886338
0.433873,0.017633,0.202408,0.005088,0.047970,0.000608,0.013441,0.000384,0.176679,0.000512,0.904932
0.416976,0.017697,0.202568,0.004832,0.047682,0.000608,0.013825,0.000384,0.172455,0.000512,0.885027
0.416656,0.017537,0.202280,0.005088,0.047874,0.000608,0.013408,0.000352,0.175687,0.000576,0.887618
0.420560,0.017473,0.202088,0.004992,0.047746,0.000608,0.013441,0.000352,0.218664,0.000704,0.934276
0.416401,0.017569,0.201831,0.004897,0.047714,0.000608,0.013920,0.000384,0.174055,0.000608,0.885539
0.416593,0.017761,0.202408,0.005088,0.048002,0.000576,0.013632,0.000416,0.185832,0.000672,0.899172
0.416592,0.017601,0.202280,0.005024,0.048450,0.000768,0.013377,0.000448,0.182599,0.000736,0.895683
0.438449,0.017761,0.202376,0.004800,0.048354,0.000768,0.013601,0.000384,0.171974,0.000800,0.907300
0.417360,0.018113,0.201800,0.004800,0.047586,0.000768,0.013441,0.000384,0.166886,0.000800,0.880066
0.416817,0.017920,0.203688,0.004769,0.049121,0.000608,0.013568,0.000384,0.176167,0.000960,0.891619
0.416016,0.017280,0.203272,0.005280,0.047458,0.000768,0.013537,0.000352,0.195208,0.000736,0.907012
0.420752,0.017569,0.202696,0.005024,0.048418,0.000768,0.014017,0.000384,0.182311,0.000608,0.899555
0.417328,0.017633,0.202280,0.005120,0.048258,0.000768,0.013857,0.000384,0.175751,0.000544,0.889571
0.417456,0.017633,0.202728,0.004800,0.049538,0.000576,0.013408,0.000448,0.180040,0.000864,0.895107
0.440849,0.017921,0.202216,0.004896,0.048674,0.000544,0.013408,0.000416,0.184040,0.000576,0.921188
0.416400,0.017697,0.202056,0.004800,0.048610,0.000576,0.013696,0.000384,0.171719,0.000896,0.884226
0.416560,0.017664,0.203208,0.005120,0.047874,0.000576,0.013409,0.000416,0.171815,0.000544,0.884291
0.418577,0.017600,0.203336,0.005121,0.048322,0.000544,0.013440,0.000352,0.174119,0.000480,0.888355
0.418672,0.017889,0.202600,0.004864,0.048706,0.000544,0.013825,0.000416,0.180583,0.000608,0.896547
0.417617,0.017728,0.203144,0.004897,0.048866,0.000736,0.013696,0.000384,0.180647,0.000928,0.896003
0.416976,0.017569,0.202792,0.005024,0.048354,0.000608,0.013792,0.000384,0.171591,0.000704,0.885154
0.433745,0.017601,0.201992,0.004960,0.049122,0.000768,0.013601,0.000352,0.177319,0.000544,0.907588
0.417521,0.017632,0.202312,0.004769,0.048193,0.000609,0.013376,0.000384,0.180711,0.000576,0.893379
0.421648,0.017729,0.202312,0.004992,0.048514,0.000576,0.013664,0.000384,0.176807,0.000512,0.894532
0.416912,0.017601,0.202248,0.004800,0.048034,0.000768,0.013792,0.000384,0.167687,0.000512,0.879330
0.420304,0.017600,0.203016,0.005056,0.047458,0.000608,0.013569,0.000384,0.176423,0.000608,0.892387
0.421296,0.017728,0.201864,0.005056,0.048482,0.000608,0.013601,0.000384,0.174791,0.000576,0.891491
0.417488,0.017665,0.202248,0.004864,0.048002,0.000544,0.013537,0.000416,0.173478,0.000512,0.886563
0.418864,0.017857,0.217865,0.005312,0.049602,0.000544,0.013728,0.000416,0.166919,0.000832,0.899971
0.418736,0.017601,0.202408,0.005056,0.049346,0.000672,0.014433,0.000352,0.173959,0.000704,0.890083
0.421392,0.018049,0.202728,0.005056,0.048514,0.000768,0.013505,0.000384,0.177191,0.000576,0.895971
0.420433,0.017824,0.202664,0.004833,0.048385,0.000608,0.013568,0.000384,0.178151,0.000672,0.895907
0.417201,0.017729,0.202280,0.004896,0.049090,0.000576,0.013920,0.000384,0.177991,0.000576,0.893155
0.417168,0.017729,0.202504,0.005088,0.048002,0.000576,0.013761,0.000384,0.184743,0.000704,0.899075
0.421681,0.017633,0.202472,0.005024,0.048002,0.000544,0.013888,0.000352,0.189928,0.000832,0.908228
0.421200,0.017729,0.219976,0.005345,0.047906,0.000576,0.013600,0.000384,0.189768,0.000768,0.925732
0.416272,0.017697,0.201960,0.004832,0.047906,0.000608,0.013761,0.000384,0.179591,0.001088,0.891715
0.420849,0.017921,0.202024,0.004896,0.047362,0.000544,0.013760,0.000416,0.181415,0.000704,0.897892
0.418992,0.017664,0.202600,0.004832,0.047938,0.000576,0.013505,0.000352,0.180391,0.000640,0.895715
0.421841,0.017537,0.202408,0.004800,0.047682,0.000768,0.013792,0.000352,0.177703,0.000608,0.896035
0.421488,0.018209,0.204296,0.004864,0.048674,0.000576,0.013857,0.000384,0.178631,0.000608,0.899299
0.420529,0.017505,0.202120,0.004800,0.048386,0.000576,0.013536,0.000384,0.179879,0.000960,0.896836
0.422865,0.017888,0.220137,0.005312,0.049506,0.000544,0.014049,0.000384,0.186535,0.000480,0.925508
0.416209,0.017664,0.202216,0.005025,0.048545,0.000545,0.013504,0.000352,0.178919,0.000576,0.890979
0.418320,0.018081,0.201928,0.004864,0.048130,0.000576,0.013793,0.000416,0.180103,0.000576,0.894563
0.420625,0.017664,0.202184,0.004865,0.047521,0.000609,0.013568,0.000352,0.168359,0.000640,0.884419
0.422128,0.017633,0.202056,0.005024,0.048066,0.000736,0.013441,0.000384,0.169446,0.000736,0.887778
0.417552,0.017921,0.202344,0.005056,0.049762,0.000768,0.013633,0.000384,0.183079,0.000832,0.899267
0.418768,0.017985,0.202024,0.004832,0.047938,0.000800,0.013440,0.000417,0.187751,0.000800,0.903011
0.418352,0.017761,0.219625,0.005184,0.048002,0.000576,0.014240,0.000384,0.178119,0.000576,0.911492
0.421808,0.017761,0.202888,0.005088,0.048098,0.000768,0.013921,0.000384,0.190087,0.000512,0.909475
0.422032,0.017953,0.203272,0.005056,0.048290,0.000576,0.013761,0.000384,0.187111,0.000608,0.907523
0.422225,0.017601,0.202408,0.005152,0.047778,0.000576,0.013472,0.000384,0.179655,0.000576,0.897988
0.422160,0.017601,0.202088,0.004832,0.047874,0.000768,0.013633,0.000384,0.180231,0.000640,0.898275
0.418097,0.017664,0.202664,0.005057,0.048865,0.000577,0.013504,0.000384,0.185159,0.000640,0.900867
0.421648,0.017601,0.202344,0.005088,0.048226,0.000576,0.013409,0.000384,0.180327,0.000608,0.898019
0.434961,0.017857,0.202536,0.005152,0.047714,0.000576,0.013728,0.000352,0.168967,0.000992,0.900867
0.421745,0.017696,0.202696,0.005089,0.048097,0.000736,0.013441,0.000384,0.170823,0.000576,0.889059
0.418065,0.017536,0.202248,0.005088,0.049474,0.000800,0.013633,0.000384,0.176679,0.000672,0.893347
0.417200,0.017761,0.202184,0.005056,0.048738,0.000576,0.013697,0.000384,0.180103,0.001024,0.894307
0.416240,0.017984,0.202120,0.004832,0.048322,0.000608,0.013889,0.000416,0.178279,0.000608,0.891107
0.417200,0.018145,0.202312,0.005056,0.048002,0.000576,0.013760,0.000416,0.180903,0.000544,0.894531
0.421777,0.017761,0.202440,0.005056,0.048226,0.000544,0.013472,0.000384,0.180007,0.000577,0.897892
0.417424,0.017505,0.226281,0.005408,0.048546,0.000576,0.013760,0.000352,0.182312,0.000992,0.921412
0.421072,0.017729,0.202184,0.005056,0.048866,0.000736,0.013537,0.000384,0.182983,0.000768,0.900931
0.420913,0.017696,0.202119,0.004897,0.048514,0.000576,0.013472,0.000384,0.180295,0.000576,0.897475
0.417489,0.017632,0.202152,0.004832,0.047906,0.000576,0.013985,0.000416,0.179047,0.000672,0.892291
0.422256,0.017921,0.202280,0.005248,0.048482,0.000768,0.014081,0.000384,0.179463,0.000704,0.900739
0.416752,0.017601,0.202216,0.005216,0.048866,0.000800,0.013473,0.000416,0.185895,0.000768,0.900867
0.417936,0.017569,0.202408,0.005312,0.047458,0.000736,0.013505,0.000352,0.184839,0.000800,0.899107
0.445009,0.017793,0.202856,0.005280,0.047650,0.000768,0.014369,0.000416,0.186599,0.000576,0.929124
0.418641,0.017760,0.202216,0.005089,0.048001,0.000577,0.013984,0.000384,0.181063,0.000576,0.895971
0.420656,0.017505,0.202760,0.005056,0.047394,0.000576,0.013633,0.000416,0.182247,0.000576,0.898563
0.421648,0.017793,0.202856,0.005120,0.048066,0.000576,0.013825,0.000384,0.184935,0.000608,0.903523
0.421425,0.017792,0.202536,0.005057,0.047329,0.000608,0.014113,0.000416,0.176967,0.000800,0.894883
0.421552,0.017761,0.202408,0.005088,0.048930,0.000576,0.013760,0.000385,0.183783,0.000672,0.902820
0.421328,0.017665,0.203464,0.005088,0.048066,0.000768,0.013857,0.000384,0.178375,0.000992,0.897507
0.439377,0.017953,0.208616,0.005440,0.047810,0.000576,0.013984,0.000384,0.208201,0.000576,0.951622
0.419408,0.017825,0.205096,0.005280,0.048258,0.000576,0.013921,0.000384,0.168198,0.000608,0.887971
0.418161,0.017792,0.204071,0.005344,0.047874,0.000576,0.013568,0.000416,0.183143,0.000640,0.899844
0.418000,0.018240,0.202664,0.005248,0.047522,0.000576,0.013441,0.000416,0.204424,0.000736,0.919332
0.421488,0.017601,0.202632,0.004832,0.047618,0.000640,0.013505,0.000416,0.179175,0.000864,0.896291
0.416880,0.017953,0.202824,0.005088,0.048866,0.000544,0.013537,0.000384,0.181383,0.000544,0.895843
0.416496,0.017697,0.202632,0.005088,0.047650,0.000544,0.013696,0.000416,0.170887,0.000640,0.883170
0.435537,0.017505,0.202696,0.004800,0.047874,0.000608,0.013632,0.000384,0.181000,0.000768,0.912964
0.421969,0.017601,0.202664,0.004832,0.047458,0.000576,0.013888,0.000416,0.179847,0.000864,0.898404
0.421553,0.017536,0.202696,0.005025,0.048897,0.000576,0.013632,0.000384,0.175463,0.000960,0.894179
0.417136,0.017697,0.202728,0.005088,0.049538,0.000576,0.014145,0.000384,0.223689,0.000704,0.939941
0.416912,0.017825,0.202504,0.004832,0.047426,0.000576,0.013889,0.000384,0.179751,0.000576,0.893219
0.421617,0.017728,0.202631,0.004897,0.047842,0.000832,0.014016,0.000384,0.178311,0.000576,0.896547
0.420976,0.017601,0.203016,0.004832,0.048226,0.000800,0.013889,0.000384,0.182759,0.001024,0.901411
0.432465,0.017728,0.202280,0.004896,0.050082,0.000800,0.013537,0.000384,0.177671,0.000640,0.908484
0.416849,0.017984,0.202056,0.004801,0.047521,0.000769,0.013536,0.000352,0.179783,0.000640,0.891747
0.422096,0.017729,0.202728,0.004800,0.047778,0.000576,0.013473,0.000352,0.164454,0.000960,0.882978
0.417616,0.017728,0.201960,0.004832,0.065155,0.000640,0.013569,0.000416,0.192231,0.000896,0.924196
0.417552,0.017633,0.202856,0.004864,0.047682,0.000576,0.013792,0.000384,0.180839,0.000640,0.894307
0.421457,0.017504,0.202280,0.004801,0.047873,0.000576,0.013441,0.000384,0.180199,0.000640,0.897635
0.416624,0.017697,0.202728,0.004832,0.047874,0.000576,0.013856,0.000416,0.175047,0.000640,0.887298
0.432657,0.017696,0.202248,0.004801,0.048289,0.000800,0.014337,0.000352,0.177831,0.000576,0.907843
0.420944,0.017505,0.202792,0.005056,0.049538,0.000800,0.014017,0.000448,0.176775,0.000704,0.895619
0.415984,0.017729,0.202376,0.005056,0.048226,0.000576,0.013985,0.000384,0.175943,0.000864,0.888131
0.416496,0.017537,0.203112,0.004768,0.048002,0.000704,0.028417,0.000704,0.172551,0.000544,0.901411
0.420848,0.017761,0.202920,0.004736,0.048002,0.000576,0.013729,0.000352,0.185063,0.000576,0.902979
0.416240,0.017537,0.201928,0.004800,0.047682,0.000544,0.013409,0.000384,0.165958,0.000832,0.877122
0.421553,0.017728,0.202856,0.005025,0.048866,0.000768,0.013472,0.000352,0.174695,0.000800,0.894755
0.427280,0.017728,0.202344,0.005024,0.047970,0.000576,0.014145,0.000384,0.174503,0.000608,0.898499
0.418160,0.017537,0.203112,0.005024,0.048770,0.000608,0.013921,0.000384,0.166182,0.000640,0.883458
0.416209,0.017601,0.202824,0.004864,0.046946,0.000800,0.013824,0.000416,0.181991,0.000704,0.894019
0.422481,0.017697,0.203560,0.005120,0.048962,0.000768,0.014336,0.000416,0.201480,0.000672,0.927300
0.417104,0.017505,0.202472,0.004960,0.049090,0.000544,0.013568,0.000448,0.172295,0.000608,0.885378
0.417104,0.017504,0.203688,0.005056,0.048418,0.000576,0.013697,0.000384,0.180263,0.000832,0.895523
0.417104,0.017729,0.202824,0.004928,0.049442,0.000576,0.014049,0.000416,0.180935,0.000608,0.896067
0.443890,0.017664,0.202696,0.004833,0.048641,0.000513,0.013600,0.000416,0.174823,0.000704,0.916068
0.416369,0.017696,0.202056,0.004865,0.048833,0.000576,0.013408,0.000384,0.166663,0.000608,0.878435
0.415824,0.017729,0.202632,0.005056,0.047906,0.000608,0.013729,0.000384,0.180807,0.000992,0.893411
0.418193,0.017664,0.203112,0.004801,0.047682,0.000576,0.013376,0.000416,0.200392,0.000672,0.914564
0.416368,0.017505,0.204744,0.004832,0.047842,0.000576,0.013473,0.000416,0.173542,0.000512,0.888387
0.415985,0.017729,0.202279,0.005249,0.047298,0.000576,0.013600,0.000384,0.183687,0.000800,0.895363
0.417136,0.017505,0.203016,0.004800,0.049282,0.000800,0.013793,0.000608,0.174950,0.001088,0.890787
0.432337,0.017985,0.202247,0.004993,0.048930,0.000768,0.013440,0.000384,0.177319,0.000960,0.907363
0.416945,0.017504,0.202536,0.005088,0.048289,0.000544,0.013537,0.000416,0.170983,0.000928,0.885571
0.421136,0.017473,0.203688,0.005024,0.048354,0.000544,0.013409,0.000416,0.177191,0.000512,0.894595
0.417008,0.017761,0.202568,0.004832,0.048514,0.000576,0.013633,0.000352,0.192679,0.000896,0.906915
0.416336,0.017793,0.202408,0.004832,0.048962,0.000544,0.013408,0.000384,0.177767,0.000544,0.890402
0.416368,0.017441,0.202792,0.004896,0.047682,0.000544,0.013377,0.000416,0.178759,0.000928,0.892003
0.416592,0.017696,0.202920,0.004864,0.047650,0.000576,0.013377,0.000384,0.177639,0.000480,0.889827
0.434897,0.017537,0.202664,0.004928,0.049122,0.000544,0.013376,0.000416,0.174919,0.000736,0.907907
0.416945,0.017569,0.202407,0.005313,0.048514,0.000576,0.013728,0.000448,0.176455,0.000576,0.890275
0.418513,0.017793,0.205416,0.005056,0.048802,0.000768,0.013792,0.000384,0.192072,0.001120,0.912036
0.416081,0.017536,0.203624,0.005185,0.047521,0.000800,0.013792,0.000384,0.206376,0.000640,0.919524
0.417712,0.017761,0.203848,0.005024,0.049698,0.000544,0.013569,0.000416,0.175975,0.000992,0.892771
0.416080,0.017697,0.203784,0.004800,0.047842,0.000544,0.013408,0.000384,0.182279,0.000544,0.894627
0.416016,0.017761,0.202376,0.005088,0.048514,0.000640,0.014144,0.000416,0.176999,0.000992,0.891362
0.432465,0.017921,0.203720,0.004896,0.049666,0.000544,0.014017,0.000384,0.177287,0.000832,0.909604
0.416785,0.017440,0.203208,0.005217,0.048033,0.000576,0.013601,0.000416,0.179559,0.000544,0.892995
0.417200,0.017473,0.203112,0.004992,0.048130,0.000576,0.013409,0.000352,0.177927,0.000608,0.891363
0.416432,0.017376,0.203240,0.004800,0.047714,0.000480,0.013857,0.000352,0.179559,0.000960,0.891779
0.416176,0.017633,0.202536,0.004960,0.047970,0.000544,0.013441,0.000384,0.178759,0.000736,0.890819
0.416049,0.017440,0.203240,0.005089,0.050402,0.000800,0.013984,0.000352,0.182215,0.000992,0.898371
0.416112,0.017601,0.202184,0.005024,0.048930,0.000608,0.014304,0.000384,0.177607,0.000640,0.890978
0.437265,0.017569,0.202440,0.005248,0.048418,0.000736,0.013697,0.000384,0.180231,0.000544,0.914180
0.416337,0.017728,0.202760,0.005057,0.047713,0.000800,0.014273,0.000384,0.176679,0.000704,0.889923
0.416945,0.017472,0.202952,0.004801,0.048418,0.000608,0.013760,0.000352,0.173607,0.000928,0.887587
0.417329,0.017697,0.202247,0.005057,0.049314,0.000608,0.013600,0.000384,0.171303,0.000992,0.886115
0.417168,0.017473,0.202600,0.005088,0.047810,0.000768,0.013377,0.000416,0.180487,0.000800,0.893891
0.416625,0.017505,0.202791,0.005121,0.048610,0.000576,0.013568,0.000416,0.177383,0.000960,0.890915
0.420657,0.017761,0.202184,0.004832,0.048610,0.000512,0.013536,0.000352,0.180967,0.000608,0.897859
0.417104,0.017601,0.222504,0.005216,0.048962,0.000576,0.013408,0.000384,0.182375,0.000544,0.916804
0.416368,0.017825,0.202760,0.004992,0.048962,0.000800,0.013952,0.000416,0.186632,0.000928,0.900707
0.416336,0.017985,0.202824,0.004928,0.048514,0.000544,0.013665,0.000384,0.178855,0.000576,0.892131
0.415792,0.017601,0.204680,0.004960,0.048962,0.000736,0.013441,0.000384,0.179015,0.000608,0.893891
0.418416,0.017697,0.203176,0.005024,0.048322,0.000640,0.013633,0.000352,0.185895,0.001056,0.901891
0.416848,0.017632,0.202824,0.004832,0.049250,0.000544,0.013665,0.000384,0.177671,0.000896,0.892131
0.417008,0.017729,0.202280,0.004864,0.048674,0.000544,0.013632,0.000416,0.185160,0.000864,0.899107
0.416529,0.017632,0.221449,0.005344,0.049058,0.000800,0.013441,0.000416,0.181607,0.000736,0.915556
0.421232,0.018401,0.202536,0.005152,0.048802,0.000704,0.014209,0.000384,0.166406,0.000800,0.885634
0.416913,0.017632,0.202504,0.004897,0.048705,0.000576,0.014209,0.000320,0.175207,0.001024,0.889187
0.417457,0.018112,0.202888,0.005025,0.048385,0.000832,0.014016,0.000416,0.176743,0.000576,0.892611
0.426289,0.020992,0.202631,0.004833,0.048034,0.000768,0.013696,0.000384,0.222153,0.000576,0.947237
0.420752,0.017505,0.203080,0.004832,0.049346,0.000576,0.013505,0.000352,0.172902,0.000608,0.890147
0.417328,0.017729,0.202632,0.004832,0.048418,0.000544,0.014369,0.000384,0.182311,0.000608,0.895843
0.414928,0.017569,0.218665,0.005408,0.047938,0.000544,0.013888,0.000384,0.178279,0.000512,0.905988
0.415953,0.017728,0.202664,0.004832,0.048322,0.000544,0.013729,0.000416,0.176007,0.000544,0.888387
0.416336,0.017504,0.203496,0.004864,0.047714,0.000544,0.013345,0.000384,0.177383,0.000576,0.889699
0.415664,0.017536,0.203464,0.004928,0.048642,0.000544,0.013665,0.000416,0.178407,0.000992,0.890915
0.417713,0.017856,0.202888,0.005153,0.048929,0.000544,0.013761,0.000384,0.186023,0.000512,0.902115
0.422065,0.017472,0.202728,0.004832,0.048226,0.000576,0.013441,0.000384,0.179751,0.000736,0.898147
0.416720,0.017537,0.202568,0.005152,0.047586,0.000576,0.013569,0.000384,0.176935,0.000896,0.891235
0.417873,0.017632,0.218088,0.005152,0.048482,0.000672,0.014625,0.000416,0.185351,0.000800,0.917892
0.415312,0.017601,0.202152,0.004864,0.047522,0.000576,0.013792,0.000416,0.175943,0.000640,0.886626
0.416528,0.017569,0.202440,0.004992,0.047938,0.000576,0.013472,0.000384,0.180103,0.000608,0.892707
0.416944,0.017537,0.202824,0.005280,0.047970,0.000768,0.013633,0.000384,0.174055,0.001024,0.888675
0.421680,0.017696,0.202184,0.004832,0.049250,0.000608,0.013697,0.000448,0.184647,0.000640,0.903555
0.417296,0.017665,0.201992,0.004864,0.047522,0.000576,0.013505,0.000384,0.177767,0.000768,0.890403
0.416176,0.017665,0.202184,0.005216,0.048482,0.000768,0.013857,0.000384,0.179399,0.000576,0.892899
0.420656,0.017600,0.223721,0.005408,0.047746,0.000608,0.013825,0.000384,0.180071,0.000992,0.919076
0.416688,0.017697,0.202056,0.004864,0.048098,0.000576,0.014273,0.000384,0.181191,0.000704,0.894979
