Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415793,0.017761,0.203688,0.005152,0.047650,0.000800,0.193479,0.000768,0.002144,0.001185,0.000416,0.897444
0.415697,0.017664,0.202376,0.005440,0.047938,0.000736,0.193640,0.000800,0.002176,0.001120,0.000384,0.896259
0.416016,0.017537,0.201928,0.005280,0.048034,0.000512,0.189800,0.000736,0.002080,0.001120,0.000672,0.892323
0.415985,0.017536,0.202120,0.005121,0.047873,0.000768,0.192263,0.000768,0.002048,0.001152,0.000608,0.894595
0.416368,0.017569,0.202440,0.005152,0.048322,0.000800,0.188808,0.000800,0.002048,0.001216,0.000608,0.894051
0.416177,0.017536,0.222025,0.005344,0.047874,0.000800,0.204104,0.000928,0.001984,0.001152,0.000608,0.927685
0.416625,0.017665,0.202311,0.005280,0.047842,0.000768,0.190247,0.000832,0.001984,0.001216,0.000608,0.894147
0.417297,0.017473,0.202824,0.005504,0.048130,0.000800,0.205032,0.000768,0.002240,0.001120,0.000608,0.910084
0.416369,0.017760,0.202344,0.005312,0.047874,0.000832,0.186120,0.000768,0.002112,0.001184,0.000608,0.889763
0.416656,0.017729,0.202536,0.005312,0.048226,0.000768,0.196488,0.000864,0.002080,0.001120,0.000384,0.901091
0.416368,0.017441,0.202504,0.005312,0.047842,0.000832,0.189736,0.000768,0.002208,0.001088,0.000608,0.893347
0.416913,0.017505,0.203240,0.005568,0.047874,0.000800,0.196647,0.001056,0.002528,0.001216,0.000384,0.902244
0.434833,0.017793,0.202888,0.005120,0.048450,0.000800,0.200392,0.000800,0.002144,0.001120,0.000576,0.924324
0.416560,0.017792,0.202632,0.005248,0.047778,0.000736,0.193288,0.000768,0.002048,0.001376,0.000576,0.897987
0.416400,0.017697,0.202344,0.005472,0.047906,0.000800,0.198344,0.000992,0.002400,0.001184,0.000384,0.903779
0.415824,0.017473,0.202152,0.005280,0.047906,0.000832,0.216680,0.000896,0.002848,0.001152,0.000352,0.920228
0.417680,0.017760,0.201992,0.005312,0.048066,0.000832,0.194728,0.000832,0.002144,0.001152,0.000352,0.899587
0.416080,0.017632,0.202440,0.005312,0.047874,0.000800,0.224521,0.000960,0.002528,0.001280,0.000608,0.928069
0.416080,0.017761,0.202344,0.005152,0.047906,0.000800,0.203496,0.000704,0.002112,0.001152,0.000352,0.905923
0.435121,0.017793,0.202440,0.005376,0.047586,0.000800,0.202920,0.000896,0.002240,0.001216,0.000608,0.926564
0.416272,0.017633,0.202568,0.005280,0.048770,0.000768,0.205320,0.000640,0.002112,0.001152,0.000576,0.910116
0.417009,0.017697,0.201991,0.005281,0.047746,0.000800,0.217512,0.000800,0.002432,0.001120,0.000576,0.921540
0.416209,0.017600,0.201928,0.005313,0.048129,0.000800,0.228905,0.001088,0.002784,0.001248,0.000608,0.933701
0.416208,0.017665,0.202536,0.005120,0.048098,0.000768,0.212745,0.001024,0.002368,0.001184,0.000416,0.916612
0.417872,0.017697,0.202536,0.005248,0.047970,0.000800,0.199048,0.001184,0.002240,0.001216,0.000608,0.905891
0.417584,0.017793,0.202568,0.005248,0.048802,0.000768,0.223529,0.000928,0.003200,0.001696,0.000608,0.932420
0.440786,0.017761,0.204552,0.005184,0.048098,0.000800,0.213992,0.000960,0.002625,0.001792,0.000320,0.950694
0.419888,0.017664,0.204136,0.005345,0.048097,0.000833,0.235177,0.001120,0.002592,0.002464,0.000608,0.950021
0.418224,0.017729,0.202536,0.005344,0.048482,0.000800,0.200808,0.000768,0.002464,0.001376,0.000320,0.908067
0.438193,0.017825,0.202888,0.005408,0.048482,0.000800,0.193223,0.000576,0.002176,0.001312,0.000672,0.921636
0.416464,0.017696,0.202472,0.005280,0.048962,0.000768,0.192520,0.000544,0.002080,0.001152,0.000384,0.896931
0.416944,0.017697,0.202472,0.005152,0.048386,0.000800,0.187847,0.000608,0.002369,0.001184,0.000384,0.892739
0.417744,0.017473,0.202472,0.005152,0.048226,0.000800,0.209704,0.000864,0.002400,0.001280,0.000384,0.915140
0.416112,0.017665,0.202632,0.005056,0.048290,0.000544,0.195272,0.000640,0.002112,0.001184,0.000352,0.898659
0.416784,0.017505,0.203016,0.005344,0.048418,0.000800,0.201800,0.001088,0.002208,0.001280,0.000576,0.907139
0.415952,0.017697,0.202440,0.005056,0.048226,0.000736,0.188871,0.000928,0.002304,0.000993,0.000352,0.891619
0.431505,0.017761,0.202664,0.005120,0.048258,0.000800,0.190887,0.001056,0.001984,0.001248,0.000352,0.910084
0.416016,0.017633,0.202152,0.005216,0.047714,0.000704,0.236521,0.001184,0.002753,0.001120,0.000640,0.941381
0.416016,0.017697,0.202088,0.005152,0.047938,0.000832,0.186344,0.000736,0.001952,0.001184,0.000512,0.888643
0.415921,0.017504,0.202312,0.005217,0.048962,0.000832,0.207144,0.000736,0.002208,0.001152,0.000608,0.912068
0.415856,0.017473,0.201863,0.005024,0.048354,0.000864,0.184295,0.000800,0.001952,0.001184,0.000672,0.886274
0.416241,0.017697,0.202119,0.005185,0.048162,0.000832,0.202824,0.000768,0.002016,0.001120,0.000608,0.905540
0.416625,0.017824,0.201864,0.005152,0.047874,0.000800,0.194024,0.000768,0.002080,0.001120,0.000608,0.897699
0.431985,0.017728,0.202088,0.005088,0.048001,0.000800,0.186504,0.000672,0.002048,0.001152,0.000608,0.905443
0.416496,0.017633,0.201672,0.005120,0.047874,0.000832,0.191176,0.001024,0.002112,0.001152,0.000384,0.893795
0.416561,0.017409,0.202471,0.005249,0.048194,0.000800,0.209384,0.000832,0.002048,0.001088,0.000416,0.912356
0.416688,0.017505,0.202504,0.005152,0.048482,0.000800,0.222089,0.000736,0.002272,0.001184,0.000352,0.925988
0.415376,0.017537,0.202440,0.005152,0.047970,0.000800,0.192359,0.000736,0.001920,0.001153,0.000416,0.894499
0.416016,0.017793,0.202568,0.005152,0.048386,0.000800,0.197256,0.000768,0.002240,0.001216,0.000608,0.901283
0.415760,0.017665,0.201896,0.005312,0.048322,0.000768,0.189991,0.000704,0.001984,0.001088,0.000417,0.892195
0.433649,0.017600,0.202280,0.005121,0.048034,0.000768,0.180135,0.000800,0.002112,0.001024,0.000320,0.899875
0.415600,0.017569,0.202216,0.005248,0.048258,0.000736,0.187399,0.001121,0.002016,0.001216,0.000576,0.890371
0.416497,0.017664,0.202216,0.005057,0.047810,0.000768,0.189639,0.000736,0.001824,0.001152,0.000608,0.891907
0.415696,0.017601,0.202120,0.005184,0.048130,0.000800,0.209896,0.000768,0.002080,0.001120,0.000352,0.912867
0.416016,0.017409,0.202216,0.005120,0.047938,0.000768,0.187048,0.000608,0.002144,0.001120,0.000384,0.888803
0.415633,0.017441,0.203623,0.005056,0.048386,0.000576,0.188711,0.000608,0.001856,0.001216,0.000352,0.891363
0.415952,0.017473,0.202312,0.005312,0.047458,0.000832,0.191175,0.000576,0.001889,0.001120,0.000384,0.892067
0.434513,0.017824,0.202568,0.005312,0.048002,0.000800,0.191560,0.000640,0.002304,0.001024,0.000352,0.913348
0.416689,0.017600,0.201864,0.005120,0.049378,0.000832,0.195624,0.000576,0.002112,0.001184,0.000352,0.899587
0.416336,0.017473,0.202280,0.005216,0.048482,0.000800,0.189735,0.000801,0.001888,0.001152,0.000576,0.892867
0.415792,0.017409,0.203112,0.005088,0.048002,0.000800,0.211016,0.000704,0.002080,0.001120,0.000608,0.913348
0.415952,0.017569,0.202376,0.005376,0.047490,0.000800,0.189735,0.000800,0.001888,0.001216,0.000416,0.892195
0.417617,0.017760,0.202760,0.005121,0.047970,0.000768,0.196263,0.001152,0.002368,0.001056,0.000608,0.901444
0.416080,0.017697,0.202152,0.005120,0.047458,0.000800,0.215688,0.000704,0.002048,0.001152,0.000416,0.917636
0.435409,0.017537,0.202280,0.005120,0.047842,0.000992,0.197512,0.000800,0.002432,0.001120,0.000384,0.919908
0.415696,0.017441,0.202216,0.005280,0.048610,0.000800,0.184039,0.000512,0.001952,0.001184,0.000640,0.886754
0.416368,0.017600,0.202088,0.005248,0.047618,0.000832,0.180167,0.000608,0.002113,0.001216,0.000352,0.882403
0.415856,0.017729,0.202088,0.005344,0.048034,0.000800,0.222377,0.000864,0.002336,0.001088,0.000608,0.925348
0.415824,0.017600,0.202024,0.005376,0.047778,0.000800,0.199048,0.000864,0.002304,0.001152,0.000384,0.901219
0.416080,0.017472,0.202024,0.005152,0.047746,0.000768,0.203240,0.000512,0.002080,0.001153,0.000384,0.904068
0.415120,0.018209,0.202120,0.005344,0.048002,0.001024,0.192360,0.000736,0.002080,0.001120,0.000608,0.894531
0.434160,0.017504,0.202088,0.005280,0.047618,0.000768,0.181831,0.000704,0.001856,0.001088,0.000384,0.901732
0.415920,0.018081,0.201992,0.005056,0.047970,0.000768,0.186439,0.000961,0.001792,0.001120,0.000384,0.887587
0.416016,0.017536,0.202600,0.005280,0.047938,0.000800,0.198632,0.000832,0.002048,0.001120,0.000352,0.902659
0.415792,0.017441,0.201896,0.005152,0.048610,0.000832,0.252074,0.000576,0.002048,0.001120,0.000352,0.954085
0.416752,0.017729,0.202088,0.005344,0.048802,0.000800,0.190695,0.000704,0.002241,0.001152,0.000352,0.895427
0.416784,0.017568,0.202184,0.005056,0.048834,0.000864,0.187016,0.000832,0.002016,0.001248,0.000608,0.891587
0.416368,0.017761,0.201768,0.005216,0.048418,0.000800,0.191303,0.000576,0.001984,0.001216,0.000608,0.893891
0.436753,0.017824,0.202504,0.005120,0.047842,0.000832,0.192520,0.001024,0.002080,0.001088,0.000384,0.916196
0.416081,0.017632,0.202536,0.005313,0.048322,0.000768,0.198055,0.000768,0.002017,0.001120,0.000384,0.901444
0.416208,0.017569,0.202632,0.005056,0.047618,0.000896,0.195112,0.001056,0.002080,0.001184,0.000608,0.898467
0.416112,0.017665,0.202920,0.005280,0.048002,0.000832,0.214760,0.000992,0.002144,0.001024,0.000544,0.918628
0.416657,0.017632,0.202408,0.005345,0.047745,0.000768,0.186792,0.000768,0.001984,0.001024,0.000352,0.889603
0.417617,0.017696,0.202248,0.005409,0.048257,0.000801,0.192775,0.000768,0.002080,0.001056,0.000640,0.897859
0.416848,0.017441,0.202184,0.005120,0.047714,0.000800,0.197480,0.000704,0.001760,0.001088,0.000384,0.899363
0.447057,0.017600,0.202568,0.005184,0.048098,0.000736,0.185800,0.000864,0.002240,0.000960,0.000352,0.920100
0.416433,0.017504,0.202120,0.005344,0.048033,0.000736,0.189128,0.000800,0.002176,0.001120,0.000448,0.891907
0.415792,0.017665,0.202440,0.005088,0.048706,0.000800,0.211913,0.000832,0.002016,0.001152,0.000384,0.915620
0.416368,0.017441,0.202120,0.005088,0.048610,0.000800,0.204200,0.001184,0.003264,0.001024,0.000384,0.908963
0.415536,0.017633,0.202056,0.005056,0.047874,0.000800,0.177895,0.000672,0.002752,0.000896,0.000320,0.879298
0.416144,0.017505,0.202248,0.004992,0.047874,0.000800,0.194056,0.000832,0.002400,0.001024,0.000352,0.896451
0.416144,0.017633,0.202152,0.004864,0.048354,0.000800,0.203080,0.000864,0.002240,0.000864,0.000320,0.905987
0.430929,0.017472,0.202088,0.004897,0.048321,0.000833,0.181703,0.000864,0.002304,0.001312,0.000352,0.898723
0.416080,0.017505,0.201704,0.004864,0.047458,0.000736,0.200168,0.001312,0.002176,0.001024,0.000352,0.902851
0.416080,0.017697,0.202216,0.005184,0.047938,0.000800,0.177095,0.000736,0.002272,0.001024,0.000416,0.878594
0.415728,0.017601,0.201704,0.005120,0.047330,0.000800,0.183815,0.000832,0.002337,0.000928,0.000352,0.884451
0.416624,0.017633,0.202280,0.005280,0.047938,0.000832,0.194728,0.001056,0.002464,0.001120,0.000576,0.898947
0.415888,0.017505,0.202536,0.005088,0.047298,0.000736,0.196200,0.000800,0.001920,0.001056,0.000608,0.897411
0.416336,0.017633,0.202216,0.005024,0.047650,0.000800,0.187655,0.000672,0.002048,0.000928,0.000384,0.888674
0.415377,0.017632,0.216905,0.005248,0.047586,0.000832,0.183111,0.000608,0.001888,0.000928,0.000353,0.899076
0.416240,0.017601,0.202088,0.005344,0.047234,0.000800,0.178471,0.000640,0.001984,0.000992,0.000384,0.878754
0.415088,0.017729,0.201960,0.005024,0.047266,0.000736,0.175911,0.000608,0.001920,0.000864,0.000320,0.874754
0.416400,0.018209,0.202504,0.004864,0.047714,0.000736,0.182983,0.000832,0.001856,0.000992,0.000352,0.884386
0.431601,0.017921,0.202087,0.005376,0.047522,0.000800,0.189767,0.000768,0.002528,0.001024,0.000448,0.908387
0.415761,0.017440,0.202856,0.005152,0.047714,0.000768,0.185288,0.000864,0.002400,0.000928,0.000384,0.887203
0.415376,0.017473,0.202120,0.004800,0.047426,0.000800,0.191079,0.000576,0.001888,0.000928,0.000416,0.890435
0.416272,0.017665,0.201768,0.005184,0.047618,0.000736,0.220680,0.000800,0.002273,0.001216,0.000576,0.922404
0.416016,0.017664,0.201960,0.005088,0.047714,0.000800,0.185320,0.000672,0.002016,0.000896,0.000384,0.886307
0.415473,0.017728,0.202504,0.005057,0.047713,0.000768,0.177606,0.000736,0.001856,0.001088,0.000384,0.878787
0.415152,0.017409,0.201928,0.005280,0.047554,0.000768,0.181127,0.000704,0.002304,0.001056,0.000352,0.881410
0.431953,0.017376,0.202216,0.005121,0.047297,0.000800,0.194919,0.000576,0.001888,0.001056,0.000384,0.911043
0.415248,0.017377,0.201896,0.005056,0.047714,0.000704,0.180775,0.000640,0.002720,0.000833,0.000352,0.880803
0.415888,0.017568,0.202248,0.005408,0.048354,0.000704,0.203944,0.000640,0.001952,0.000993,0.000608,0.905796
0.415536,0.017633,0.202344,0.005216,0.047842,0.000736,0.194664,0.000800,0.018401,0.001120,0.000352,0.913220
0.415793,0.017600,0.201736,0.005120,0.047458,0.000832,0.186920,0.000832,0.002144,0.000992,0.000320,0.887075
0.417232,0.017697,0.205736,0.005312,0.048322,0.000832,0.203624,0.000801,0.002176,0.001344,0.000416,0.912836
0.416368,0.017505,0.202408,0.005120,0.048226,0.000736,0.195431,0.000832,0.002272,0.001184,0.000384,0.899075
0.435825,0.017985,0.202759,0.005312,0.048386,0.000768,0.201416,0.000832,0.002208,0.001184,0.000576,0.925956
0.417713,0.017761,0.202344,0.005088,0.048546,0.000832,0.193255,0.000704,0.002144,0.001184,0.000416,0.898916
0.416273,0.017569,0.202087,0.005281,0.048514,0.000832,0.189607,0.000736,0.002144,0.001120,0.000576,0.893347
0.416273,0.017792,0.202216,0.005313,0.047809,0.000800,0.216072,0.000640,0.002144,0.001216,0.000352,0.918820
0.415824,0.017665,0.201928,0.005312,0.047266,0.000832,0.193352,0.000608,0.002112,0.001184,0.000416,0.894883
0.417008,0.017632,0.202472,0.005312,0.049186,0.000800,0.195080,0.000512,0.002080,0.001184,0.000384,0.900387
0.417328,0.017793,0.202536,0.005376,0.048290,0.000800,0.197096,0.000800,0.002176,0.001248,0.000384,0.903427
0.449810,0.017633,0.202504,0.005376,0.047970,0.000768,0.202056,0.000832,0.002272,0.001152,0.000544,0.940197
0.416112,0.017633,0.202152,0.005184,0.048354,0.000864,0.187303,0.001120,0.002432,0.001248,0.000320,0.891971
0.415824,0.017569,0.202504,0.005504,0.048002,0.000992,0.191784,0.000704,0.002176,0.001184,0.000352,0.895491
0.416241,0.017409,0.202600,0.005184,0.066722,0.000768,0.191240,0.000864,0.002624,0.001216,0.000384,0.915268
0.416240,0.017729,0.202056,0.005152,0.048258,0.000800,0.190696,0.000832,0.002176,0.001216,0.000352,0.894051
0.417073,0.017760,0.202024,0.005441,0.047489,0.000832,0.192424,0.001120,0.002528,0.001184,0.000384,0.896835
0.416560,0.017600,0.202408,0.005312,0.048898,0.000800,0.195528,0.000736,0.002240,0.001344,0.000352,0.900163
0.430993,0.017569,0.202024,0.005312,0.048322,0.000768,0.186023,0.001057,0.002816,0.001216,0.000416,0.905284
0.415824,0.017441,0.202088,0.005216,0.048258,0.000736,0.193031,0.000992,0.001984,0.001152,0.000320,0.895619
0.416273,0.017536,0.201928,0.005281,0.047329,0.000768,0.194600,0.000864,0.002240,0.001120,0.000352,0.896515
0.415920,0.017537,0.202056,0.037153,0.048514,0.000800,0.190472,0.000768,0.002144,0.001088,0.000384,0.925892
0.416656,0.017473,0.201864,0.005600,0.048098,0.000800,0.181191,0.000736,0.002177,0.001312,0.000576,0.884867
0.416144,0.017569,0.202088,0.005312,0.047874,0.000896,0.211400,0.000864,0.002144,0.001152,0.000384,0.914275
0.416624,0.017824,0.201960,0.005280,0.048194,0.000992,0.192296,0.000704,0.002176,0.001216,0.000576,0.896195
0.434417,0.017697,0.201864,0.005312,0.048418,0.000800,0.198184,0.000864,0.002336,0.001216,0.000576,0.921540
0.416656,0.017537,0.202216,0.005248,0.047970,0.000832,0.182599,0.000736,0.002112,0.001184,0.000384,0.885698
0.418704,0.017665,0.204072,0.005280,0.048738,0.000800,0.193896,0.000928,0.002304,0.001280,0.000672,0.903427
0.417009,0.017857,0.218664,0.005312,0.047970,0.000800,0.196424,0.000736,0.002080,0.001280,0.000608,0.918052
0.417200,0.017921,0.202344,0.005184,0.048002,0.000736,0.191688,0.000768,0.002688,0.001184,0.000576,0.896867
0.417072,0.017857,0.202280,0.005152,0.048034,0.000800,0.197287,0.001056,0.002304,0.001216,0.000640,0.902532
0.416208,0.017761,0.202344,0.005088,0.047714,0.000832,0.203208,0.000832,0.002304,0.001216,0.000576,0.906467
0.417008,0.017665,0.203208,0.005248,0.047714,0.000800,0.183911,0.000960,0.002304,0.001184,0.000352,0.888482
0.416400,0.017536,0.203208,0.005152,0.047938,0.000704,0.193224,0.000768,0.002144,0.001248,0.000640,0.897635
0.416464,0.017600,0.202952,0.005280,0.047906,0.000832,0.198248,0.000992,0.002304,0.001120,0.000320,0.903011
0.416752,0.017697,0.221865,0.005376,0.048386,0.000768,0.195528,0.000960,0.002464,0.001184,0.000608,0.920452
0.416240,0.017505,0.201800,0.005216,0.047970,0.000800,0.195911,0.000800,0.002017,0.001120,0.000608,0.898627
0.415984,0.017793,0.202344,0.005376,0.048258,0.000832,0.187495,0.000704,0.002017,0.001120,0.000352,0.890531
0.416785,0.017696,0.202376,0.005185,0.048225,0.000800,0.191944,0.001024,0.002240,0.001216,0.000640,0.896803
0.415760,0.017473,0.202472,0.005184,0.049026,0.000768,0.190503,0.000704,0.002080,0.001120,0.000608,0.894435
0.416720,0.017537,0.202600,0.005344,0.048098,0.000800,0.199720,0.000800,0.002080,0.001280,0.000384,0.904131
0.417232,0.017537,0.201960,0.005344,0.048098,0.000736,0.199624,0.000736,0.002112,0.001152,0.000384,0.903459
0.417105,0.017920,0.203080,0.005248,0.048226,0.000768,0.174599,0.001088,0.001984,0.001312,0.000608,0.895844
0.417329,0.017504,0.202408,0.005377,0.047617,0.000800,0.182343,0.000704,0.002080,0.001216,0.000576,0.886595
0.416240,0.017505,0.202152,0.005120,0.047842,0.000768,0.194024,0.000736,0.002240,0.001184,0.000608,0.897059
0.415728,0.017569,0.203272,0.005248,0.048354,0.000800,0.188871,0.000608,0.002656,0.001152,0.000608,0.893474
0.416912,0.017856,0.201960,0.005280,0.048162,0.000832,0.192232,0.000512,0.002784,0.001056,0.000544,0.896451
0.416208,0.017569,0.202088,0.005248,0.047618,0.000800,0.192456,0.000576,0.002368,0.001216,0.000576,0.895171
0.416272,0.017537,0.202184,0.005344,0.048034,0.000800,0.187559,0.000608,0.002112,0.001248,0.000608,0.890466
0.416528,0.034913,0.203432,0.005088,0.047778,0.001088,0.186407,0.000800,0.002112,0.001280,0.000608,0.909956
0.417232,0.017857,0.201768,0.005152,0.048002,0.000768,0.186375,0.000768,0.002080,0.001216,0.000640,0.890659
0.417712,0.017633,0.202248,0.005088,0.048962,0.000704,0.190183,0.000993,0.002080,0.001152,0.000608,0.896099
0.416144,0.017793,0.202312,0.005120,0.047842,0.000800,0.189063,0.000832,0.002433,0.001248,0.000608,0.892675
0.416144,0.017921,0.202152,0.005120,0.047682,0.000864,0.190183,0.000769,0.002304,0.001312,0.000608,0.894051
0.418481,0.017792,0.202312,0.005281,0.048130,0.000832,0.202472,0.000704,0.002240,0.001120,0.000544,0.909092
0.415952,0.017601,0.202280,0.005280,0.048706,0.000992,0.199176,0.000736,0.002112,0.001152,0.000576,0.903171
0.435889,0.017825,0.202344,0.005312,0.048258,0.000800,0.198280,0.000800,0.002304,0.001120,0.000576,0.921796
0.416880,0.017729,0.202280,0.005408,0.047810,0.000800,0.191207,0.000737,0.002176,0.001024,0.000576,0.895427
0.416305,0.017569,0.202439,0.005248,0.047778,0.000736,0.190503,0.000928,0.002144,0.001184,0.000608,0.894147
0.416592,0.017664,0.201960,0.005312,0.047746,0.000832,0.220201,0.000832,0.002272,0.001184,0.000576,0.925988
0.416241,0.017440,0.202120,0.005409,0.048129,0.000800,0.192295,0.000800,0.002400,0.001120,0.000544,0.895747
0.416945,0.017440,0.202088,0.005345,0.048321,0.000737,0.199943,0.000768,0.002177,0.001152,0.000576,0.904388
0.416048,0.017504,0.202664,0.005344,0.048258,0.000768,0.195528,0.000736,0.002144,0.001248,0.000640,0.900867
0.434193,0.017601,0.202183,0.005281,0.048066,0.000736,0.199111,0.000960,0.002144,0.001248,0.000448,0.920740
0.417361,0.017536,0.202344,0.005313,0.047969,0.000832,0.184391,0.000896,0.002208,0.001280,0.000384,0.890339
0.415824,0.017601,0.202056,0.005312,0.048482,0.000800,0.220905,0.000960,0.002144,0.001280,0.000608,0.925252
0.416785,0.017600,0.201992,0.005313,0.047905,0.000800,0.216969,0.000896,0.002144,0.001184,0.000352,0.921092
0.415888,0.017633,0.202152,0.005312,0.048098,0.000800,0.189287,0.000576,0.002208,0.001184,0.000320,0.893059
0.418352,0.017441,0.202696,0.005088,0.048290,0.000864,0.190280,0.000704,0.002208,0.001152,0.000576,0.896387
0.416272,0.017473,0.202184,0.005344,0.048802,0.000800,0.193288,0.000736,0.002304,0.001184,0.000608,0.899331
0.434129,0.017729,0.202088,0.005248,0.047938,0.000800,0.191399,0.000832,0.002176,0.001281,0.000576,0.912868
0.416208,0.017888,0.202216,0.005344,0.047938,0.000768,0.195912,0.000736,0.002080,0.001088,0.000608,0.899203
0.416464,0.017473,0.202472,0.005280,0.047842,0.000768,0.190472,0.000736,0.002464,0.001184,0.000608,0.894339
0.415856,0.017569,0.202632,0.005312,0.049602,0.000832,0.208136,0.000672,0.002112,0.001088,0.000352,0.912867
0.415825,0.017633,0.202023,0.005409,0.048194,0.000864,0.192679,0.000800,0.002240,0.001280,0.000640,0.895972
0.417712,0.017793,0.202216,0.005280,0.048578,0.000800,0.186023,0.000768,0.002528,0.001056,0.000320,0.892003
0.416048,0.017729,0.202984,0.005312,0.048162,0.000832,0.188135,0.000769,0.002208,0.001152,0.000608,0.892899
0.435922,0.017600,0.202216,0.005248,0.047970,0.000800,0.186120,0.000768,0.002240,0.001312,0.000608,0.909860
0.415632,0.017505,0.202120,0.005312,0.048066,0.001056,0.189991,0.000768,0.002240,0.001088,0.000640,0.892643
0.417169,0.017729,0.202120,0.005312,0.048674,0.000864,0.194791,0.000801,0.002048,0.001248,0.000640,0.901636
0.416304,0.017985,0.202152,0.005280,0.048258,0.000800,0.224553,0.000736,0.002240,0.001152,0.000608,0.928356
0.417105,0.017793,0.202856,0.005376,0.048226,0.000832,0.202696,0.000992,0.002336,0.001184,0.000640,0.909124
0.417233,0.017696,0.202536,0.005313,0.047873,0.000800,0.196647,0.000704,0.002400,0.001184,0.000641,0.901572
0.417808,0.017441,0.201992,0.005312,0.048226,0.000800,0.213160,0.000704,0.002241,0.001312,0.000640,0.918724
0.419440,0.017665,0.202728,0.005280,0.048194,0.000832,0.221353,0.000800,0.002304,0.001280,0.000384,0.929252
0.421745,0.017440,0.202087,0.005345,0.047906,0.000768,0.209800,0.000992,0.002208,0.001152,0.000608,0.919332
0.416656,0.017409,0.202248,0.005248,0.048354,0.000768,0.197416,0.000832,0.002144,0.001280,0.000576,0.901283
0.416240,0.017665,0.222313,0.005248,0.048386,0.000800,0.193575,0.000992,0.002048,0.001152,0.000352,0.918564
0.416400,0.017633,0.202376,0.005152,0.048002,0.000800,0.193928,0.000832,0.002080,0.001216,0.000384,0.897411
0.417265,0.017472,0.202024,0.005121,0.047777,0.000768,0.191816,0.000800,0.002336,0.001248,0.000448,0.897539
0.416849,0.017825,0.203175,0.005281,0.048002,0.000832,0.194471,0.000864,0.002400,0.001217,0.000384,0.899716
0.416080,0.017569,0.202728,0.005344,0.047970,0.000864,0.194888,0.000992,0.002080,0.001152,0.000416,0.898915
0.416560,0.017601,0.201960,0.005152,0.047906,0.000800,0.198760,0.000928,0.002208,0.001248,0.000576,0.902019
0.416817,0.017536,0.202088,0.005248,0.047906,0.000800,0.198984,0.000928,0.002016,0.001280,0.000321,0.902500
0.446450,0.017761,0.202568,0.005344,0.047906,0.000736,0.192903,0.001024,0.002240,0.001184,0.000576,0.928101
0.416656,0.017505,0.202312,0.005120,0.047650,0.000800,0.192167,0.000768,0.002016,0.001216,0.000416,0.895619
0.416752,0.017761,0.202280,0.005376,0.048066,0.000800,0.193639,0.000737,0.001888,0.001088,0.000576,0.897507
0.416656,0.017505,0.202600,0.005152,0.048450,0.000768,0.189927,0.000704,0.002048,0.001184,0.000576,0.894179
0.416464,0.017921,0.202216,0.005312,0.047650,0.000896,0.188455,0.000768,0.002049,0.001120,0.000352,0.891651
0.416400,0.017569,0.202408,0.005312,0.049090,0.000800,0.190728,0.000832,0.002208,0.001248,0.000608,0.897443
0.416208,0.017537,0.202248,0.005312,0.047906,0.000832,0.200072,0.000736,0.002336,0.001152,0.000320,0.903779
0.436657,0.017664,0.203784,0.005056,0.048034,0.000800,0.197096,0.000736,0.002016,0.001216,0.000576,0.923460
0.416081,0.017504,0.202056,0.005281,0.048353,0.000897,0.202151,0.000832,0.002144,0.001216,0.000576,0.905892
0.416144,0.017697,0.202504,0.005312,0.048418,0.000800,0.197128,0.000608,0.002208,0.001248,0.000608,0.901123
0.417392,0.017601,0.201928,0.005312,0.047778,0.000832,0.221801,0.000864,0.002432,0.001344,0.000384,0.927204
0.416880,0.017601,0.204200,0.005312,0.048290,0.000800,0.193160,0.000768,0.002080,0.001152,0.000608,0.899459
0.416432,0.017793,0.203656,0.005312,0.047938,0.000832,0.197992,0.000832,0.002208,0.001344,0.000384,0.903075
0.416400,0.017664,0.201928,0.005536,0.048066,0.000800,0.196040,0.000736,0.002208,0.001216,0.000576,0.899427
0.429457,0.017857,0.202792,0.005248,0.048098,0.000832,0.191336,0.000832,0.002336,0.001280,0.000384,0.909092
0.416432,0.017920,0.202472,0.005280,0.048482,0.000768,0.196808,0.000896,0.002688,0.001184,0.000640,0.903619
0.415633,0.017633,0.202343,0.005217,0.048194,0.000800,0.198663,0.000833,0.002208,0.001216,0.000576,0.902244
0.416721,0.017888,0.202216,0.005249,0.068418,0.000832,0.190056,0.000800,0.002048,0.001280,0.000640,0.915716
0.417168,0.017889,0.202344,0.005184,0.048354,0.000736,0.189640,0.000832,0.002112,0.001120,0.000352,0.894307
0.416336,0.017504,0.202376,0.005184,0.048034,0.000768,0.195592,0.000992,0.001952,0.001152,0.000320,0.899203
0.416816,0.017792,0.202280,0.005024,0.047362,0.000832,0.202632,0.000896,0.002304,0.001249,0.000352,0.906692
0.435442,0.017696,0.202472,0.005344,0.048034,0.000800,0.202888,0.000832,0.002049,0.001120,0.000352,0.925509
0.415760,0.017568,0.201928,0.005088,0.048226,0.000800,0.202504,0.000768,0.001984,0.001184,0.000608,0.905124
0.417873,0.017600,0.201960,0.005184,0.048129,0.000800,0.218633,0.000768,0.002176,0.001184,0.000320,0.923300
0.416368,0.017665,0.221769,0.005344,0.048130,0.000864,0.195655,0.000576,0.001952,0.001184,0.000416,0.919044
