Layer[0],Layer[1],Layer[2],TEE[3-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.418800,0.017600,0.204104,0.253098,0.000800,0.014337,0.000416,0.001472,0.001152,0.000608,0.921924
0.417360,0.017569,0.203240,0.254026,0.000768,0.014241,0.000384,0.001504,0.001120,0.000384,0.918980
0.416720,0.017601,0.203272,0.240425,0.000864,0.014177,0.000352,0.001472,0.001056,0.000352,0.904611
0.420913,0.017729,0.202343,0.239658,0.000768,0.014209,0.000416,0.001536,0.001088,0.000352,0.907332
0.416785,0.017600,0.220265,0.246250,0.000768,0.013888,0.000384,0.001537,0.001184,0.000384,0.927877
0.416848,0.017472,0.202184,0.237226,0.000768,0.014272,0.000352,0.001504,0.001088,0.000352,0.901187
0.421777,0.017536,0.202408,0.243754,0.000800,0.014241,0.000416,0.001504,0.000992,0.000352,0.912164
0.421424,0.017857,0.202248,0.233161,0.000800,0.013985,0.000416,0.001504,0.000992,0.000352,0.901315
0.420880,0.017665,0.203496,0.233897,0.000736,0.014657,0.000352,0.001408,0.001152,0.000416,0.904227
0.417392,0.017664,0.202728,0.246410,0.000800,0.014017,0.000448,0.001632,0.001184,0.000416,0.912196
0.415792,0.017601,0.202184,0.232873,0.001088,0.014784,0.000608,0.001728,0.001184,0.000352,0.897667
0.433521,0.017473,0.202696,0.247946,0.000928,0.014272,0.000352,0.001505,0.001056,0.000352,0.928453
0.418417,0.017569,0.202376,0.231049,0.000832,0.014560,0.000416,0.001472,0.001056,0.000384,0.896612
0.416400,0.017537,0.203144,0.229993,0.000800,0.013985,0.000384,0.001472,0.001088,0.000384,0.893923
0.420656,0.017569,0.202568,0.262122,0.000928,0.015105,0.000384,0.001504,0.001216,0.000352,0.931012
0.419825,0.017505,0.202664,0.243113,0.000736,0.014241,0.000384,0.001504,0.001184,0.000352,0.909124
0.420272,0.017473,0.202088,0.239049,0.000736,0.013729,0.000416,0.001504,0.001024,0.000352,0.904323
0.415984,0.017761,0.202024,0.241801,0.000800,0.014529,0.000416,0.001472,0.000992,0.000576,0.904099
0.437298,0.017728,0.202216,0.236266,0.000736,0.014016,0.000384,0.001504,0.000960,0.000576,0.919300
0.421328,0.018273,0.202216,0.234825,0.000800,0.014881,0.000352,0.001504,0.001056,0.000352,0.904963
0.416016,0.017473,0.202280,0.227753,0.000704,0.014112,0.000352,0.001472,0.001056,0.000352,0.889763
0.415504,0.017473,0.201960,0.247978,0.000864,0.014848,0.000352,0.001472,0.000993,0.000352,0.909348
0.420337,0.017632,0.201992,0.227081,0.000768,0.014177,0.000352,0.001536,0.000992,0.000352,0.893379
0.415633,0.017536,0.203175,0.224937,0.000736,0.014497,0.000352,0.001504,0.000992,0.000320,0.887459
0.420561,0.017409,0.202088,0.225544,0.000736,0.013824,0.000384,0.001472,0.001056,0.000352,0.891267
0.432305,0.017537,0.202184,0.231561,0.000704,0.013985,0.000384,0.001408,0.001024,0.000384,0.909924
0.420657,0.017761,0.201928,0.235945,0.000736,0.014145,0.000384,0.001440,0.001088,0.000352,0.903300
0.415472,0.017697,0.202536,0.223944,0.000736,0.014529,0.000352,0.001504,0.000992,0.000384,0.886307
0.415952,0.017665,0.201864,0.261162,0.000896,0.015681,0.000352,0.001536,0.001024,0.000352,0.925412
0.416848,0.017761,0.203208,0.230633,0.000896,0.013985,0.000384,0.001536,0.001056,0.000320,0.896355
0.417457,0.017665,0.202152,0.240873,0.000800,0.014081,0.000416,0.001536,0.001024,0.000384,0.904836
0.417233,0.017537,0.202120,0.233961,0.000736,0.014272,0.000352,0.001825,0.001024,0.000320,0.897668
0.434129,0.017601,0.202216,0.236297,0.000864,0.014240,0.000352,0.001536,0.001056,0.000352,0.917124
0.420593,0.017696,0.202280,0.230153,0.000896,0.014529,0.000384,0.001632,0.001056,0.000416,0.898531
0.422961,0.017569,0.202472,0.230921,0.000864,0.014176,0.000384,0.001600,0.001216,0.000384,0.901059
0.416688,0.017569,0.202088,0.263114,0.000865,0.014336,0.000416,0.001536,0.000960,0.000384,0.928004
0.420977,0.017633,0.202120,0.238185,0.000864,0.014081,0.000384,0.001632,0.000992,0.000320,0.905572
0.422097,0.017633,0.202600,0.238793,0.000864,0.014497,0.000384,0.001600,0.001056,0.000352,0.908676
0.417072,0.017728,0.202152,0.242890,0.001344,0.014176,0.000384,0.001504,0.000993,0.000352,0.907076
0.438065,0.017728,0.202664,0.240938,0.001024,0.014016,0.000384,0.001536,0.001057,0.000384,0.927717
0.416208,0.018208,0.202280,0.230569,0.000928,0.014305,0.000352,0.001536,0.000960,0.000352,0.894051
0.417649,0.017504,0.202408,0.227721,0.000800,0.014113,0.000352,0.001536,0.001088,0.000352,0.891619
0.417200,0.017761,0.202600,0.250826,0.000928,0.014785,0.000416,0.001440,0.001088,0.000640,0.916676
0.417392,0.017472,0.204072,0.224137,0.000960,0.014049,0.000384,0.001568,0.000992,0.000384,0.889827
0.416336,0.017633,0.202312,0.224969,0.000896,0.014080,0.000384,0.001441,0.000992,0.000320,0.886979
0.417072,0.017601,0.203304,0.237353,0.000960,0.014304,0.000384,0.001568,0.001024,0.000320,0.902339
0.441649,0.017729,0.202696,0.232585,0.000928,0.014785,0.000352,0.001536,0.001024,0.000352,0.921924
0.418448,0.017568,0.202184,0.224265,0.000768,0.014945,0.000352,0.001504,0.001024,0.000384,0.889827
0.417360,0.017473,0.202504,0.242313,0.000736,0.014177,0.000416,0.001408,0.000992,0.000352,0.905987
0.423088,0.017473,0.202856,0.257482,0.000768,0.014305,0.000384,0.001472,0.000960,0.000384,0.928260
0.418032,0.017504,0.202696,0.225929,0.000896,0.013889,0.000384,0.001536,0.001088,0.000416,0.890723
0.417328,0.017633,0.203016,0.234793,0.000864,0.014785,0.000576,0.001472,0.001120,0.000384,0.900035
0.416752,0.017761,0.204392,0.243689,0.000960,0.014657,0.000384,0.001568,0.001088,0.000384,0.909283
0.433745,0.017825,0.203016,0.239466,0.000736,0.014496,0.000416,0.001536,0.001056,0.000384,0.921156
0.417328,0.017697,0.202248,0.245898,0.000768,0.014464,0.000576,0.001472,0.001120,0.000353,0.910276
0.421968,0.017601,0.202408,0.239241,0.000864,0.014881,0.000416,0.002048,0.001088,0.000416,0.909411
0.416624,0.017857,0.202760,0.253898,0.000768,0.014464,0.000416,0.001536,0.000993,0.000384,0.918020
0.420720,0.017665,0.202632,0.233577,0.000928,0.014337,0.000416,0.001504,0.001056,0.000384,0.901795
0.416944,0.017601,0.202760,0.241545,0.000864,0.015009,0.000640,0.001440,0.001024,0.000576,0.906787
0.418096,0.017697,0.202216,0.245929,0.000736,0.014049,0.000384,0.001568,0.001216,0.000384,0.911619
0.434961,0.017697,0.202760,0.250634,0.001056,0.014400,0.000416,0.001504,0.001088,0.000320,0.933572
0.421744,0.017793,0.202472,0.242345,0.000961,0.014752,0.000352,0.001568,0.001120,0.000384,0.912099
0.421169,0.017601,0.202376,0.244137,0.000864,0.014689,0.000672,0.001568,0.001056,0.000352,0.912900
0.419345,0.017569,0.202440,0.265994,0.000800,0.014177,0.000448,0.001536,0.000992,0.000384,0.932485
0.422704,0.017760,0.202152,0.226793,0.000832,0.014433,0.000576,0.001408,0.001056,0.000448,0.896707
0.417488,0.017760,0.202600,0.241482,0.000832,0.014528,0.000416,0.001473,0.000992,0.000384,0.906052
0.416752,0.017665,0.202248,0.223945,0.000928,0.014720,0.000352,0.001441,0.001024,0.000384,0.888355
0.439185,0.017633,0.202792,0.242313,0.000960,0.014689,0.000352,0.001408,0.000960,0.000352,0.929316
0.421424,0.017729,0.202504,0.238697,0.000704,0.014177,0.000384,0.001472,0.001024,0.000384,0.907107
0.417168,0.017697,0.202312,0.232969,0.000736,0.014368,0.000352,0.001568,0.001056,0.000352,0.897699
0.420912,0.017633,0.202824,0.245962,0.000928,0.014880,0.000640,0.001728,0.000960,0.000384,0.915364
0.421424,0.017601,0.203208,0.233865,0.000992,0.014305,0.000384,0.001568,0.001024,0.000352,0.903395
0.418161,0.017504,0.202856,0.237610,0.000896,0.014336,0.000384,0.001376,0.001088,0.000384,0.902820
0.421904,0.017473,0.202888,0.238313,0.000960,0.014337,0.000416,0.001472,0.000992,0.000352,0.907043
0.435506,0.017568,0.201896,0.266987,0.000704,0.014208,0.000352,0.001473,0.000960,0.000416,0.948198
0.421905,0.017760,0.203304,0.240682,0.000928,0.014529,0.000352,0.001472,0.000992,0.000320,0.910628
0.420304,0.017600,0.202760,0.233353,0.000960,0.014177,0.000384,0.001504,0.001152,0.000384,0.900515
0.420913,0.017408,0.218857,0.232009,0.000864,0.014177,0.000384,0.001536,0.001024,0.000352,0.916708
0.420177,0.017600,0.202824,0.231018,0.000896,0.014272,0.000384,0.001536,0.001088,0.000384,0.897731
0.417040,0.017473,0.202536,0.235977,0.000832,0.014241,0.000416,0.001504,0.001120,0.000384,0.900035
0.421137,0.017601,0.202696,0.226473,0.000672,0.014080,0.000384,0.001504,0.001024,0.000352,0.894180
0.421776,0.017632,0.202440,0.247146,0.000736,0.013953,0.000448,0.001376,0.000992,0.000384,0.914020
0.416880,0.017473,0.203240,0.237225,0.000704,0.014305,0.000384,0.001440,0.001024,0.000384,0.901283
0.416176,0.017409,0.202760,0.244553,0.000736,0.014272,0.000352,0.001440,0.001024,0.000384,0.907683
0.420944,0.017729,0.221193,0.244457,0.000672,0.014145,0.000384,0.001536,0.001376,0.000640,0.933188
0.415728,0.017568,0.201992,0.222825,0.000736,0.013953,0.000384,0.001568,0.000864,0.000352,0.883747
0.415728,0.020800,0.202696,0.260267,0.000896,0.014784,0.000352,0.001504,0.000864,0.000352,0.925636
0.416785,0.017664,0.202567,0.228777,0.000801,0.014336,0.000352,0.001472,0.001056,0.000352,0.892643
0.418160,0.017472,0.202600,0.225129,0.000800,0.013985,0.000352,0.001472,0.000800,0.000288,0.888675
0.417200,0.017633,0.202952,0.245641,0.000704,0.014369,0.000384,0.001536,0.000864,0.000288,0.909347
0.416432,0.017697,0.202472,0.239881,0.000864,0.014273,0.000384,0.001440,0.001088,0.000352,0.902627
0.416177,0.017537,0.217096,0.234409,0.000864,0.015137,0.000416,0.001472,0.001376,0.000608,0.912804
0.415313,0.017696,0.202472,0.218217,0.000864,0.014241,0.000352,0.001472,0.000864,0.000256,0.878947
0.415473,0.017504,0.201832,0.220777,0.000992,0.014465,0.000384,0.001440,0.000864,0.000384,0.882947
0.416305,0.017792,0.202216,0.232394,0.000736,0.014848,0.000352,0.001536,0.000800,0.000384,0.894243
0.428656,0.017888,0.202664,0.231913,0.000832,0.014689,0.000416,0.001472,0.000832,0.000384,0.907075
0.415441,0.017697,0.202376,0.224488,0.000832,0.014401,0.000416,0.001472,0.000960,0.000288,0.886115
0.419985,0.017536,0.202600,0.231593,0.000672,0.014208,0.000448,0.001408,0.000896,0.000288,0.896515
0.416528,0.017537,0.202056,0.236041,0.000672,0.014337,0.000352,0.001408,0.000960,0.000256,0.897923
0.415313,0.017824,0.202728,0.233066,0.000832,0.013920,0.000352,0.001440,0.000896,0.000224,0.894819
0.415952,0.017761,0.202184,0.222217,0.000704,0.013920,0.000384,0.001472,0.000832,0.000256,0.882562
0.415472,0.018017,0.202088,0.217352,0.001088,0.014817,0.000384,0.001408,0.000832,0.000576,0.879298
0.442098,0.017728,0.202568,0.225769,0.000800,0.014177,0.000384,0.001408,0.000832,0.000288,0.913796
0.415281,0.017504,0.202055,0.228713,0.000704,0.014144,0.000352,0.001408,0.000960,0.000256,0.888387
0.415025,0.017696,0.201992,0.227657,0.000704,0.014145,0.000384,0.001504,0.000960,0.000224,0.887779
0.415057,0.017632,0.202632,0.218313,0.000768,0.014305,0.000384,0.001440,0.000800,0.000256,0.878723
0.415568,0.017569,0.202760,0.228873,0.000800,0.013952,0.000384,0.001472,0.000864,0.000256,0.889667
0.416177,0.017793,0.202791,0.244586,0.000768,0.014305,0.000416,0.001472,0.000928,0.000320,0.907876
0.416240,0.017569,0.202728,0.239209,0.000832,0.014369,0.000416,0.001504,0.001632,0.000352,0.904163
0.416433,0.017568,0.223817,0.245194,0.000832,0.014176,0.000384,0.001504,0.001120,0.000352,0.930501
0.421009,0.017633,0.202568,0.245897,0.000736,0.014400,0.000384,0.001504,0.001152,0.000288,0.914212
0.420208,0.017504,0.202376,0.242602,0.000800,0.014400,0.000416,0.001537,0.001248,0.000352,0.910436
0.420753,0.017632,0.202376,0.245962,0.000896,0.014177,0.000384,0.001536,0.001248,0.000352,0.914084
0.417648,0.017696,0.202472,0.243882,0.000864,0.014848,0.000416,0.001473,0.000960,0.000352,0.907812
0.415344,0.017537,0.202600,0.248553,0.001088,0.014720,0.000384,0.001504,0.001088,0.000352,0.911011
0.415504,0.017697,0.202056,0.239305,0.000736,0.014401,0.000352,0.001504,0.000928,0.000384,0.899683
0.431889,0.017601,0.202344,0.224393,0.000704,0.014272,0.000384,0.001504,0.000928,0.000352,0.901443
0.415440,0.017729,0.203048,0.217481,0.000736,0.014016,0.000352,0.001504,0.001056,0.000320,0.878499
0.415536,0.017665,0.201992,0.248234,0.000704,0.013952,0.000352,0.001472,0.000992,0.000224,0.909828
0.415184,0.021057,0.201992,0.228841,0.000800,0.014017,0.000384,0.001440,0.000864,0.000256,0.891651
0.415057,0.021249,0.201991,0.230506,0.000704,0.013920,0.000352,0.001440,0.000800,0.000352,0.893091
0.421488,0.017729,0.203592,0.253194,0.000736,0.018945,0.000384,0.001472,0.001120,0.000352,0.927844
0.416656,0.017665,0.203112,0.248682,0.000736,0.014336,0.000384,0.001441,0.001120,0.000352,0.912932
0.439089,0.021824,0.202792,0.240362,0.000704,0.013985,0.000352,0.001536,0.001152,0.000352,0.931333
0.420529,0.017505,0.202632,0.238089,0.000832,0.014049,0.000352,0.001472,0.001248,0.000320,0.906244
0.422256,0.017665,0.202888,0.248714,0.001216,0.014880,0.000416,0.001504,0.001152,0.000320,0.920164
0.420240,0.017568,0.202824,0.260362,0.000768,0.014368,0.000416,0.001472,0.001120,0.000352,0.929284
0.420848,0.017760,0.203176,0.245514,0.000768,0.014337,0.000352,0.001472,0.001152,0.000352,0.914244
0.416848,0.017793,0.202664,0.246281,0.000832,0.014241,0.000384,0.001600,0.001216,0.000320,0.911908
0.420369,0.017536,0.202312,0.250538,0.000864,0.014241,0.000448,0.001472,0.001184,0.000352,0.918212
0.438481,0.017729,0.202568,0.236585,0.000704,0.013921,0.000384,0.001568,0.001152,0.000352,0.922436
0.420752,0.017697,0.202632,0.229545,0.000832,0.014401,0.000416,0.001504,0.001120,0.000352,0.898435
0.421361,0.017633,0.204008,0.240937,0.000704,0.014017,0.000352,0.001472,0.001120,0.000384,0.910884
0.420369,0.017568,0.202696,0.251402,0.000864,0.014177,0.000384,0.001504,0.001024,0.000384,0.919012
0.421328,0.017601,0.202440,0.234185,0.000768,0.014049,0.000352,0.001472,0.001056,0.000352,0.901603
0.422065,0.017792,0.202472,0.240362,0.000768,0.014752,0.000448,0.001569,0.001024,0.000416,0.908964
0.416176,0.017729,0.202568,0.242250,0.000768,0.014944,0.000352,0.001472,0.000992,0.000576,0.905668
0.444401,0.017569,0.203016,0.239273,0.001184,0.016129,0.000416,0.001536,0.000992,0.000352,0.933157
0.416369,0.017728,0.202696,0.233641,0.000768,0.015680,0.000352,0.001504,0.001088,0.000576,0.899811
0.421072,0.017569,0.202728,0.233737,0.000768,0.015553,0.000352,0.001536,0.001088,0.000320,0.902595
0.421457,0.017665,0.220520,0.236138,0.000736,0.014912,0.000352,0.001536,0.001056,0.000320,0.923012
0.420208,0.017344,0.202376,0.242922,0.000736,0.014784,0.000416,0.001472,0.000993,0.000352,0.908932
0.420528,0.017665,0.203432,0.225161,0.000800,0.015329,0.000352,0.001472,0.000992,0.000320,0.894019
0.420113,0.017537,0.202664,0.232009,0.000800,0.015264,0.000384,0.001504,0.001089,0.000352,0.899044
0.415920,0.017760,0.202408,0.238890,0.000864,0.015008,0.000384,0.001472,0.000993,0.000320,0.903524
0.421489,0.017569,0.202632,0.226505,0.000768,0.015008,0.000352,0.001536,0.001121,0.000352,0.895364
0.421265,0.017568,0.202248,0.226057,0.000704,0.015521,0.000416,0.001440,0.001056,0.000576,0.894435
0.420400,0.017537,0.221129,0.238313,0.000704,0.014753,0.000352,0.001472,0.001056,0.000352,0.924420
0.417169,0.017729,0.202440,0.247305,0.000736,0.015105,0.000384,0.001568,0.001152,0.000352,0.913508
0.420336,0.017473,0.202312,0.246057,0.000736,0.014912,0.000416,0.001504,0.001056,0.000352,0.913283
0.414769,0.017793,0.202407,0.239402,0.000768,0.014945,0.000416,0.001504,0.001024,0.000352,0.901028
0.416272,0.017473,0.202824,0.220904,0.000704,0.014689,0.000416,0.001472,0.000992,0.000320,0.883714
0.420592,0.017473,0.202216,0.226025,0.000704,0.015681,0.000384,0.001472,0.000960,0.000352,0.893027
0.415025,0.017729,0.202408,0.235465,0.000704,0.014784,0.000384,0.001441,0.000928,0.000576,0.896772
0.416368,0.017664,0.220841,0.244810,0.000704,0.014752,0.000416,0.001472,0.001120,0.000353,0.927781
0.415377,0.017504,0.202408,0.231177,0.000737,0.014752,0.000416,0.001472,0.000992,0.000384,0.893219
0.415568,0.017505,0.202280,0.225801,0.000704,0.014848,0.000352,0.001504,0.001056,0.000384,0.887490
0.415888,0.017697,0.201960,0.239753,0.000736,0.016097,0.000416,0.001440,0.000992,0.000384,0.902947
0.421712,0.017889,0.202472,0.233641,0.000768,0.015233,0.000320,0.001472,0.001024,0.000288,0.903811
0.421041,0.017729,0.202792,0.224104,0.000736,0.014976,0.000416,0.001568,0.001024,0.000352,0.892323
0.415824,0.017665,0.203016,0.239945,0.000736,0.015040,0.000352,0.001472,0.000960,0.000352,0.902851
0.452657,0.017601,0.203848,0.236553,0.000800,0.015041,0.000352,0.001472,0.000992,0.000320,0.938597
0.415664,0.017664,0.202536,0.222857,0.000896,0.016321,0.000352,0.001440,0.001344,0.000320,0.887747
0.415088,0.017601,0.202376,0.233993,0.000800,0.014784,0.000384,0.001600,0.000960,0.000320,0.895907
0.421840,0.017761,0.202376,0.228297,0.000768,0.015169,0.000416,0.001440,0.000960,0.000608,0.898691
0.420048,0.017601,0.202664,0.222409,0.000640,0.014625,0.000416,0.001504,0.000960,0.000352,0.888515
0.415665,0.017600,0.202696,0.220009,0.000736,0.014657,0.000384,0.001504,0.000992,0.000384,0.882147
0.415760,0.017665,0.202184,0.227753,0.000704,0.013888,0.000384,0.001504,0.001024,0.000320,0.888610
0.421393,0.017569,0.217544,0.236201,0.000769,0.013792,0.000416,0.001504,0.001088,0.000320,0.919908
0.421328,0.017696,0.202952,0.241898,0.000736,0.014016,0.000416,0.001472,0.001089,0.000320,0.909604
0.415377,0.017760,0.202280,0.238218,0.000704,0.014400,0.000352,0.001504,0.001056,0.000352,0.899556
0.417488,0.017441,0.202984,0.225448,0.000736,0.014400,0.000384,0.001440,0.001440,0.000384,0.889282
0.415216,0.017537,0.203112,0.238409,0.000864,0.015393,0.000384,0.001408,0.000992,0.000320,0.901603
0.420593,0.017697,0.202632,0.229065,0.000736,0.013856,0.000384,0.001440,0.001152,0.000320,0.895395
0.416752,0.017761,0.202312,0.234313,0.000736,0.013889,0.000384,0.001504,0.001056,0.000384,0.897859
0.420144,0.017793,0.220392,0.235113,0.000768,0.013888,0.000352,0.001504,0.001057,0.000320,0.920549
0.417617,0.017600,0.204264,0.235146,0.000768,0.014912,0.000384,0.001504,0.001120,0.000384,0.903140
0.416880,0.017473,0.203304,0.229737,0.000896,0.015937,0.000384,0.001504,0.001056,0.000352,0.895747
0.417233,0.017473,0.203240,0.230697,0.000864,0.014784,0.000352,0.001536,0.001216,0.000384,0.896996
0.416752,0.017729,0.203176,0.238761,0.000736,0.016513,0.000416,0.001472,0.000960,0.000320,0.904836
0.416624,0.017505,0.202856,0.224681,0.001152,0.015072,0.000384,0.001440,0.001504,0.000320,0.889122
0.415953,0.017505,0.202759,0.233290,0.000928,0.014080,0.000384,0.001504,0.001056,0.000416,0.895492
0.415633,0.017600,0.213737,0.240841,0.001216,0.014913,0.000448,0.001536,0.000896,0.000416,0.915748
0.415856,0.017697,0.202984,0.229833,0.000896,0.014401,0.000320,0.001504,0.000960,0.000352,0.892131
0.415376,0.017729,0.202984,0.232105,0.000928,0.014113,0.000416,0.001568,0.000992,0.000352,0.894723
0.415377,0.017633,0.202600,0.223432,0.000896,0.014177,0.000416,0.001472,0.000864,0.000320,0.884259
0.426545,0.017473,0.202728,0.228521,0.000736,0.013952,0.000384,0.001536,0.001024,0.000288,0.900835
0.421136,0.017569,0.202664,0.246506,0.000768,0.014432,0.000385,0.001472,0.001024,0.000384,0.914084
0.417137,0.017696,0.202504,0.244586,0.000768,0.014081,0.000384,0.001568,0.001120,0.000576,0.909764
0.420657,0.017760,0.220009,0.235817,0.000704,0.014561,0.000384,0.001536,0.001088,0.000384,0.921316
0.415952,0.017472,0.202280,0.248874,0.000736,0.014337,0.000352,0.001536,0.001120,0.000352,0.910308
0.419921,0.017728,0.203208,0.241482,0.000800,0.013825,0.000352,0.001472,0.001088,0.000384,0.907716
0.416400,0.017472,0.202728,0.233257,0.000737,0.014272,0.000416,0.001472,0.001056,0.000384,0.897027
0.420400,0.017792,0.203144,0.230665,0.000768,0.014273,0.000352,0.001472,0.001024,0.000320,0.898275
0.416305,0.017632,0.202632,0.246058,0.000736,0.013985,0.000384,0.001504,0.001056,0.000384,0.909924
0.415984,0.017473,0.202536,0.233513,0.001152,0.013985,0.000416,0.001440,0.001088,0.000384,0.897123
0.420241,0.017505,0.223113,0.223880,0.000832,0.014017,0.000352,0.001504,0.001056,0.000320,0.912100
0.416272,0.017377,0.203624,0.248362,0.000736,0.014784,0.000384,0.001536,0.001088,0.000320,0.913028
0.416592,0.017473,0.202536,0.240681,0.000928,0.014272,0.000416,0.001472,0.000992,0.000320,0.904707
0.416049,0.017664,0.202696,0.235434,0.000768,0.014272,0.000384,0.001472,0.001088,0.000320,0.898436
0.420689,0.017505,0.202984,0.245481,0.000832,0.014241,0.000352,0.001536,0.001024,0.000320,0.913732
0.416336,0.017728,0.202504,0.243978,0.000800,0.014528,0.000416,0.001536,0.001024,0.000416,0.907716
0.420304,0.017473,0.202824,0.242025,0.000768,0.014753,0.000416,0.001472,0.000992,0.000352,0.909987
0.432177,0.017792,0.202536,0.235593,0.000736,0.013984,0.000384,0.001536,0.000992,0.000352,0.915300
0.420305,0.017793,0.202344,0.247913,0.000832,0.013985,0.000352,0.001536,0.001056,0.000384,0.915652
0.420657,0.017569,0.202280,0.240937,0.000800,0.013985,0.000384,0.001568,0.001056,0.000576,0.908420
0.416848,0.017537,0.202824,0.231273,0.000736,0.014177,0.000352,0.001504,0.001056,0.000384,0.895331
0.420081,0.017569,0.202696,0.235529,0.000768,0.014177,0.000352,0.001536,0.001056,0.000352,0.903140
0.415984,0.017792,0.202472,0.239754,0.000800,0.013920,0.000416,0.001504,0.001089,0.000352,0.902916
0.416688,0.017729,0.202632,0.232585,0.000704,0.013761,0.000384,0.001504,0.001088,0.000384,0.895683
0.430929,0.017569,0.202408,0.246921,0.000768,0.014016,0.000384,0.001504,0.001088,0.000352,0.924644
0.420529,0.017633,0.203976,0.236617,0.000736,0.013985,0.000416,0.001472,0.001088,0.000384,0.905380
0.415760,0.017601,0.202088,0.238921,0.000736,0.014017,0.000416,0.001472,0.001056,0.000352,0.901059
0.416208,0.017568,0.202408,0.245706,0.000768,0.014080,0.000352,0.001408,0.001088,0.000384,0.908228
0.417680,0.020577,0.202376,0.245482,0.000768,0.014336,0.000384,0.001440,0.000960,0.000352,0.913060
0.420720,0.017569,0.202344,0.244170,0.000768,0.014112,0.000384,0.001472,0.001056,0.000385,0.910884
0.418288,0.017761,0.201992,0.244490,0.000704,0.013920,0.000416,0.001504,0.001056,0.000352,0.908323
0.430737,0.017568,0.202792,0.247114,0.000704,0.014049,0.000384,0.001568,0.000928,0.000352,0.925572
0.415600,0.017440,0.202024,0.247018,0.000704,0.013857,0.000416,0.001536,0.001056,0.000352,0.908196
0.415376,0.017569,0.202536,0.231465,0.000736,0.013953,0.000384,0.001568,0.001088,0.000384,0.893667
0.415696,0.017761,0.202312,0.261738,0.000928,0.014017,0.000352,0.001504,0.001056,0.000352,0.924676
0.421072,0.017761,0.203848,0.240906,0.000704,0.014016,0.000352,0.001504,0.001120,0.000352,0.910051
0.416465,0.017472,0.202279,0.229321,0.000832,0.014944,0.000352,0.001568,0.001088,0.000416,0.893251
0.415568,0.017601,0.202440,0.237353,0.000736,0.014113,0.000352,0.001568,0.001120,0.000384,0.898563
0.432465,0.017505,0.202824,0.272234,0.000704,0.015233,0.000384,0.001472,0.001056,0.000352,0.952453
0.416912,0.017665,0.202504,0.241578,0.000704,0.014176,0.000384,0.001536,0.001472,0.000576,0.905347
0.421265,0.017601,0.202696,0.233161,0.000768,0.014209,0.000352,0.001536,0.001088,0.000544,0.901476
0.421072,0.017825,0.202664,0.262570,0.000736,0.014208,0.000384,0.001472,0.001088,0.000352,0.932228
0.415824,0.017601,0.202984,0.244297,0.000768,0.014017,0.000352,0.001600,0.001056,0.000608,0.907747
0.420913,0.017504,0.202440,0.230153,0.000832,0.014208,0.000352,0.001504,0.001056,0.000576,0.898115
0.415824,0.017729,0.203144,0.231849,0.000800,0.014401,0.000352,0.001504,0.001120,0.000320,0.895203
0.434385,0.017760,0.202792,0.233706,0.000704,0.014304,0.000320,0.001504,0.001152,0.000352,0.916323
0.417009,0.017697,0.202280,0.235689,0.000800,0.014336,0.000352,0.001473,0.001024,0.000352,0.899748
0.418128,0.017697,0.202504,0.236905,0.000768,0.014081,0.000352,0.001472,0.001056,0.000384,0.902403
0.421713,0.017793,0.202728,0.263018,0.000864,0.014145,0.000384,0.001472,0.001120,0.000352,0.932389
0.421393,0.017857,0.202599,0.242154,0.000960,0.014369,0.000352,0.001664,0.001056,0.000352,0.911076
0.416688,0.017729,0.204712,0.244202,0.000992,0.014592,0.000384,0.001536,0.001089,0.000384,0.910212
0.417808,0.017793,0.203176,0.234665,0.000800,0.014369,0.000384,0.001440,0.001120,0.000416,0.901251
0.430961,0.017633,0.202600,0.238089,0.000768,0.014625,0.000384,0.001632,0.001056,0.000352,0.916548
0.422257,0.017505,0.202440,0.232873,0.000832,0.014593,0.000352,0.001568,0.001056,0.000352,0.902116
0.419120,0.017537,0.202856,0.233833,0.000928,0.015489,0.000384,0.001632,0.001056,0.000352,0.900963
0.421200,0.017569,0.202536,0.256746,0.000928,0.014849,0.000384,0.001504,0.001056,0.000384,0.925476
0.417776,0.017792,0.203240,0.232937,0.000928,0.014048,0.000416,0.001600,0.001056,0.000384,0.898435
0.417264,0.017760,0.202344,0.244106,0.000992,0.014273,0.000384,0.001472,0.000992,0.000288,0.908516
0.421360,0.017665,0.202824,0.234889,0.000960,0.014401,0.000352,0.001504,0.001024,0.000352,0.904579
0.438737,0.017537,0.202920,0.226953,0.000864,0.014304,0.000352,0.001440,0.000993,0.000352,0.913188
0.417041,0.017697,0.202664,0.234441,0.000832,0.014144,0.000353,0.001472,0.001056,0.000352,0.898596
