Layer[0],Layer[1],TEE[2-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.417168,0.017633,0.705916,0.049154,0.000576,0.013665,0.000384,0.001504,0.001248,0.000416,1.216400
0.415856,0.017856,0.687899,0.048129,0.000480,0.013408,0.000352,0.001440,0.000928,0.000320,1.194607
0.415664,0.017633,0.676891,0.048866,0.000448,0.013569,0.000352,0.001472,0.001056,0.000352,1.183983
0.427409,0.017376,0.667899,0.048034,0.000480,0.013344,0.000384,0.001440,0.000832,0.000352,1.185455
0.415536,0.017377,0.699196,0.050274,0.000512,0.013376,0.000384,0.001408,0.000992,0.000320,1.207407
0.415472,0.017665,0.696251,0.048641,0.000544,0.013377,0.000384,0.001408,0.000960,0.000832,1.204047
0.415600,0.017760,0.694172,0.048866,0.000736,0.013408,0.000384,0.001440,0.001025,0.000800,1.202576
0.414384,0.017601,0.668986,0.048034,0.000544,0.013377,0.000384,0.001504,0.001088,0.000384,1.173838
0.415089,0.017408,0.669307,0.064034,0.000544,0.013377,0.000384,0.001440,0.001024,0.000352,1.190287
0.415152,0.017761,0.668411,0.047554,0.000544,0.013408,0.000384,0.001376,0.001024,0.000352,1.173614
0.417808,0.017825,0.693244,0.047938,0.000768,0.013792,0.000448,0.001632,0.001216,0.000352,1.204239
0.416209,0.017441,0.709180,0.048962,0.000832,0.013920,0.000352,0.001536,0.000960,0.000576,1.219249
0.415824,0.017473,0.690971,0.048610,0.000736,0.013473,0.000352,0.001536,0.000736,0.000352,1.196815
0.415664,0.017504,0.695676,0.050274,0.000512,0.013472,0.000352,0.001473,0.000864,0.000352,1.203568
0.415824,0.017473,0.740029,0.050018,0.000576,0.013377,0.000384,0.001408,0.000992,0.000800,1.248625
0.415472,0.017761,0.691739,0.048322,0.000576,0.013665,0.000320,0.001440,0.000800,0.000384,1.197487
0.416080,0.017729,0.670203,0.047938,0.000576,0.013376,0.000384,0.001408,0.000768,0.000352,1.176558
0.432113,0.017761,0.656314,0.048130,0.000576,0.013409,0.000352,0.001504,0.000832,0.000352,1.178767
0.415088,0.017856,0.674299,0.047554,0.000576,0.013376,0.000384,0.001441,0.001120,0.000320,1.179023
0.415601,0.017473,0.718012,0.047586,0.000800,0.013313,0.000384,0.001472,0.000800,0.000256,1.222673
0.431569,0.017664,0.681339,0.047810,0.000608,0.013729,0.000480,0.001440,0.001184,0.000384,1.205520
0.416177,0.017440,0.666459,0.048034,0.000576,0.013376,0.000416,0.001472,0.000960,0.000352,1.173423
0.415857,0.017537,0.685307,0.064130,0.000544,0.013697,0.000384,0.001440,0.000992,0.000352,1.207984
0.415216,0.017473,0.688123,0.047298,0.000480,0.013345,0.000384,0.001408,0.000832,0.000416,1.192783
0.415505,0.017505,0.686747,0.047522,0.000576,0.013312,0.000384,0.001408,0.000992,0.000352,1.192112
0.415824,0.017409,0.673339,0.047522,0.000544,0.013280,0.000384,0.001440,0.001025,0.000352,1.178383
0.415920,0.017632,0.687740,0.047745,0.000577,0.013792,0.000416,0.001376,0.000864,0.000352,1.194191
0.416113,0.017697,0.682203,0.047490,0.000576,0.013312,0.000352,0.001504,0.001024,0.000352,1.188015
0.416625,0.017504,0.669595,0.047330,0.000544,0.013312,0.000384,0.001408,0.000928,0.000320,1.174991
0.415281,0.017536,0.683963,0.047842,0.000576,0.013505,0.000480,0.001376,0.000960,0.000320,1.188239
0.417617,0.018305,0.676827,0.047938,0.000576,0.014432,0.000416,0.001504,0.001152,0.000384,1.188271
0.416432,0.017665,0.685403,0.047618,0.000544,0.013409,0.000416,0.001408,0.001024,0.000448,1.192111
0.415537,0.017665,0.667578,0.047490,0.000544,0.013377,0.000352,0.001472,0.000928,0.000608,1.173295
0.416048,0.017760,0.679131,0.047394,0.000608,0.013345,0.000416,0.001376,0.001088,0.000384,1.185071
0.429521,0.017505,0.699548,0.047458,0.000576,0.013440,0.000384,0.001409,0.000896,0.000608,1.219025
0.415537,0.017312,0.671099,0.048002,0.000512,0.013345,0.000352,0.001504,0.000896,0.000608,1.176143
0.415665,0.017601,0.684635,0.047618,0.000576,0.013376,0.000384,0.001408,0.000864,0.000800,1.191024
0.416240,0.017473,0.671643,0.047458,0.000576,0.013408,0.000352,0.001408,0.000928,0.000832,1.177422
0.415568,0.017857,0.697788,0.047457,0.000577,0.013376,0.000384,0.001472,0.000768,0.000832,1.203151
0.415537,0.017569,0.700379,0.063618,0.000608,0.013505,0.000416,0.001408,0.000928,0.000832,1.222161
0.416816,0.017985,0.677915,0.047490,0.000608,0.013504,0.000448,0.001440,0.001152,0.000352,1.186607
0.416240,0.017761,0.664282,0.047458,0.000480,0.013345,0.000416,0.001504,0.000896,0.000384,1.169902
0.415089,0.017376,0.681275,0.050754,0.000480,0.013280,0.000416,0.001376,0.000992,0.000384,1.188879
0.415633,0.017601,0.643193,0.047234,0.000544,0.013409,0.000352,0.001440,0.000896,0.000800,1.148526
0.414992,0.017601,0.652762,0.047426,0.000576,0.013345,0.000384,0.001440,0.001056,0.000352,1.157358
0.414641,0.017728,0.700348,0.047650,0.000640,0.013313,0.000384,0.001472,0.000960,0.000384,1.206160
0.415632,0.017697,0.686203,0.047746,0.000576,0.013601,0.000384,0.001536,0.001088,0.000352,1.193711
0.415953,0.017760,0.679003,0.048674,0.000608,0.013633,0.000416,0.001472,0.001152,0.000352,1.188047
0.415760,0.034882,0.688059,0.048258,0.000704,0.013473,0.000384,0.001568,0.001536,0.000352,1.213392
0.415472,0.017761,0.687899,0.048514,0.000576,0.013409,0.000384,0.001440,0.001184,0.000352,1.195567
0.417392,0.018017,0.690171,0.049090,0.000640,0.013569,0.000384,0.001472,0.001216,0.000384,1.201871
0.435473,0.017761,0.679451,0.048994,0.000832,0.014017,0.000416,0.001504,0.001216,0.000608,1.209488
0.415889,0.017505,0.683803,0.048098,0.000672,0.013696,0.000416,0.001472,0.001216,0.000608,1.192431
0.415696,0.017569,0.687803,0.068835,0.000832,0.013760,0.000481,0.001504,0.001280,0.000608,1.217584
0.415600,0.017761,0.691420,0.048514,0.000608,0.013536,0.000384,0.001568,0.001536,0.000832,1.200847
0.416209,0.018209,0.682811,0.048866,0.000640,0.013792,0.000416,0.001504,0.001184,0.000576,1.193264
0.416048,0.017505,0.699356,0.049634,0.000544,0.013760,0.000384,0.001472,0.001248,0.000384,1.209775
0.416241,0.017889,0.677498,0.047874,0.000576,0.013537,0.000448,0.001536,0.001280,0.000768,1.185743
0.416304,0.017633,0.683771,0.048162,0.000608,0.013633,0.000416,0.001536,0.001216,0.000352,1.192047
0.433713,0.017697,0.684123,0.048226,0.000608,0.013696,0.000416,0.001472,0.001280,0.000608,1.210512
0.417840,0.017984,0.691036,0.048706,0.000768,0.013856,0.000416,0.001504,0.001217,0.000384,1.203984
0.416144,0.017472,0.692764,0.048642,0.000544,0.013440,0.000416,0.001504,0.001088,0.000352,1.200015
0.429137,0.017472,0.694620,0.048258,0.000544,0.013664,0.000352,0.001440,0.000896,0.000384,1.214096
0.415857,0.017600,0.670363,0.048322,0.000544,0.013344,0.000385,0.001472,0.000896,0.000832,1.177007
0.415088,0.017536,0.667707,0.048130,0.000576,0.013280,0.000352,0.001408,0.000960,0.000384,1.173166
0.415889,0.017601,0.703260,0.047682,0.000576,0.013376,0.000384,0.001408,0.000896,0.000352,1.209648
0.416273,0.017793,0.688699,0.047458,0.000544,0.013505,0.000416,0.001504,0.001184,0.000352,1.196880
0.416433,0.017857,0.704348,0.047682,0.000608,0.013632,0.000448,0.001504,0.001184,0.000384,1.213072
0.415376,0.017761,0.684283,0.047810,0.000640,0.013601,0.000416,0.001536,0.001152,0.000320,1.191503
0.415920,0.017729,0.681275,0.048482,0.000544,0.013568,0.000384,0.001505,0.001216,0.000416,1.189647
0.419185,0.018049,0.760734,0.049154,0.000832,0.013729,0.000384,0.001888,0.003104,0.000576,1.281459
0.417233,0.017633,0.702587,0.049250,0.000800,0.013664,0.000384,0.001568,0.002208,0.000576,1.215728
0.417424,0.017857,0.685275,0.049410,0.000800,0.013665,0.000384,0.001600,0.002368,0.000768,1.202416
0.416369,0.017505,0.688091,0.048930,0.000832,0.013633,0.000384,0.001600,0.001696,0.000576,1.198896
0.415728,0.017633,0.691003,0.048738,0.000864,0.014369,0.000448,0.001504,0.001312,0.000576,1.200495
0.416337,0.017792,0.758910,0.048578,0.000608,0.014240,0.000448,0.001504,0.001472,0.000416,1.269458
0.416368,0.017569,0.685115,0.048802,0.000864,0.013921,0.000384,0.001600,0.001216,0.000640,1.195407
0.416144,0.017761,0.689563,0.049921,0.000608,0.013408,0.000416,0.001536,0.001248,0.000352,1.199375
0.416657,0.017568,0.704796,0.048994,0.000608,0.013505,0.000416,0.001600,0.001152,0.000608,1.214928
0.416241,0.017568,0.689436,0.048898,0.000768,0.013792,0.000384,0.001601,0.001120,0.000384,1.199856
0.416272,0.017537,0.687547,0.048706,0.000576,0.013889,0.000448,0.001504,0.001184,0.000448,1.196943
0.433873,0.017697,0.688571,0.048226,0.000608,0.013889,0.000416,0.001536,0.001216,0.000320,1.215344
0.416208,0.017920,0.683803,0.048994,0.000640,0.013953,0.000352,0.001568,0.001344,0.000352,1.193583
0.416016,0.017505,0.684859,0.048578,0.000608,0.013665,0.000416,0.001600,0.001184,0.000384,1.192911
0.416304,0.017921,0.714012,0.049250,0.000800,0.013729,0.000448,0.001504,0.001184,0.000416,1.224273
0.416529,0.017473,0.673562,0.049282,0.000832,0.013792,0.000352,0.001536,0.001216,0.000832,1.184015
0.416145,0.017664,0.709629,0.048417,0.000576,0.013664,0.000416,0.001568,0.001216,0.000384,1.218800
0.417008,0.017537,0.686235,0.048866,0.000832,0.013889,0.000384,0.001536,0.001184,0.000384,1.196367
0.415856,0.017761,0.688411,0.048610,0.001056,0.013697,0.000416,0.001408,0.001472,0.000384,1.197743
0.416976,0.017537,0.716252,0.049218,0.000640,0.013761,0.000416,0.001568,0.001184,0.000384,1.227728
0.416881,0.017729,0.680507,0.048770,0.000608,0.013696,0.000352,0.001536,0.001313,0.000384,1.190448
0.415761,0.017344,0.701468,0.048994,0.000608,0.013537,0.000416,0.001536,0.001216,0.000384,1.209936
0.432914,0.017664,0.710461,0.049378,0.000576,0.013696,0.000384,0.001504,0.001152,0.000608,1.237041
0.416048,0.017569,0.684987,0.049090,0.000640,0.013473,0.000448,0.001504,0.001152,0.000608,1.194159
0.416049,0.017600,0.684219,0.067682,0.000608,0.013473,0.000640,0.001568,0.001184,0.000832,1.212304
0.416560,0.017696,0.688604,0.048962,0.000608,0.013408,0.000416,0.001536,0.001216,0.000576,1.198383
0.416177,0.017536,0.686236,0.048193,0.000576,0.013600,0.000416,0.001504,0.001248,0.000352,1.194415
0.415376,0.017505,0.694172,0.048674,0.000576,0.013664,0.000416,0.001536,0.001152,0.000608,1.202223
0.416113,0.017409,0.689755,0.051778,0.000640,0.013505,0.000384,0.001472,0.001152,0.000416,1.200720
0.416592,0.017793,0.676059,0.048482,0.000864,0.013537,0.000384,0.001536,0.001152,0.000352,1.185935
0.415409,0.017761,0.706844,0.048770,0.000832,0.013696,0.000352,0.001536,0.001184,0.000384,1.215697
0.415696,0.017761,0.693660,0.048738,0.000800,0.013952,0.000384,0.001504,0.001216,0.000384,1.202575
0.415761,0.017537,0.684251,0.049122,0.000832,0.013536,0.000352,0.001537,0.001152,0.000864,1.193328
0.436433,0.017665,0.686587,0.048802,0.000800,0.013473,0.000384,0.001568,0.001216,0.000800,1.216336
0.416273,0.017664,0.686203,0.048834,0.000768,0.013600,0.000384,0.001472,0.001312,0.000576,1.195312
0.415856,0.017569,0.687611,0.065411,0.000832,0.013633,0.000320,0.001504,0.001248,0.000384,1.213424
0.415825,0.017376,0.685852,0.048962,0.000832,0.013472,0.000480,0.001408,0.001152,0.000384,1.194159
0.415888,0.017665,0.687035,0.048802,0.000736,0.013601,0.000384,0.001472,0.001216,0.000608,1.195503
0.416497,0.017473,0.695451,0.048354,0.000640,0.013441,0.000416,0.001504,0.001184,0.000608,1.203440
0.416496,0.017825,0.688219,0.048962,0.000608,0.013697,0.000448,0.001504,0.001184,0.000384,1.198191
0.416240,0.017633,0.676315,0.048386,0.000576,0.013760,0.000384,0.001440,0.000992,0.000384,1.183951
0.416849,0.017729,0.690139,0.048322,0.000544,0.013377,0.000352,0.001472,0.001088,0.000448,1.198576
0.415376,0.017504,0.676187,0.048258,0.000576,0.014145,0.000416,0.001568,0.001088,0.000352,1.182895
0.417744,0.017537,0.659354,0.048002,0.000576,0.013377,0.000384,0.001408,0.001024,0.000384,1.166574
0.430833,0.017537,0.668986,0.048098,0.000544,0.013345,0.000384,0.001440,0.000928,0.000384,1.190799
0.416464,0.017505,0.695004,0.047970,0.000576,0.013504,0.000416,0.001568,0.001152,0.000384,1.204463
0.416208,0.017600,0.688380,0.048898,0.000864,0.013888,0.000480,0.001472,0.001088,0.000352,1.198703
0.417040,0.017601,0.688219,0.048706,0.000576,0.013601,0.000384,0.001472,0.001184,0.000384,1.197807
0.420848,0.017825,0.699228,0.048770,0.000832,0.013760,0.000384,0.001537,0.001216,0.000352,1.212944
0.416752,0.017825,0.709564,0.049090,0.000832,0.014401,0.000384,0.001600,0.001440,0.000384,1.222352
0.419793,0.017601,0.683195,0.048706,0.000576,0.013601,0.000448,0.001472,0.001216,0.000416,1.195856
0.416273,0.017824,0.687004,0.048546,0.000576,0.013728,0.000448,0.001472,0.001216,0.000384,1.196528
0.416560,0.017920,0.717117,0.048514,0.000768,0.013984,0.000480,0.001504,0.001152,0.000352,1.227857
0.416881,0.017857,0.674458,0.048802,0.000576,0.013569,0.000384,0.001632,0.001120,0.000352,1.184015
0.416977,0.017633,0.677242,0.049090,0.000608,0.013633,0.000416,0.001536,0.001152,0.000416,1.187887
0.434065,0.018592,0.689692,0.048930,0.000832,0.013600,0.000384,0.001568,0.001120,0.000416,1.218289
0.417041,0.017761,0.684731,0.048642,0.001024,0.013504,0.000448,0.001536,0.001088,0.000384,1.194992
0.416912,0.017697,0.690715,0.048514,0.000544,0.013665,0.000448,0.001536,0.001120,0.000384,1.200783
0.416752,0.017601,0.684763,0.047938,0.000576,0.013633,0.000384,0.001536,0.001152,0.000352,1.193231
0.416657,0.017857,0.683803,0.048258,0.000576,0.013632,0.000384,0.001536,0.001152,0.000352,1.194255
0.417009,0.017601,0.709468,0.048802,0.000832,0.013984,0.000384,0.001536,0.001216,0.000384,1.220081
0.417233,0.017761,0.679131,0.048770,0.001056,0.013632,0.000448,0.001536,0.001088,0.000384,1.189743
0.417456,0.017793,0.689787,0.049505,0.000577,0.014368,0.000384,0.001536,0.001280,0.000352,1.201679
0.416593,0.017697,0.704411,0.048353,0.000800,0.013568,0.000448,0.001568,0.001216,0.000416,1.214160
0.416241,0.017825,0.690843,0.048642,0.000832,0.013440,0.000417,0.001504,0.001184,0.000384,1.201104
0.417361,0.017728,0.688284,0.048738,0.000800,0.013760,0.000416,0.001600,0.001216,0.000449,1.199664
0.434642,0.017728,0.685468,0.049186,0.000768,0.013728,0.000384,0.001536,0.001248,0.000352,1.214320
0.417105,0.017792,0.689404,0.048802,0.000640,0.013536,0.000416,0.001568,0.001217,0.000384,1.199792
0.417745,0.017665,0.690939,0.049890,0.000800,0.014369,0.000384,0.001504,0.001184,0.000672,1.222545
0.417777,0.017633,0.701756,0.049666,0.000608,0.013824,0.000448,0.001504,0.001216,0.000576,1.214896
0.417552,0.017729,0.692123,0.049698,0.000768,0.014369,0.000384,0.001600,0.001344,0.000416,1.204879
0.417041,0.017921,0.714268,0.048738,0.000800,0.013472,0.000352,0.001505,0.001216,0.000384,1.224497
0.416752,0.017633,0.693820,0.049314,0.001056,0.013760,0.000416,0.001568,0.001216,0.000832,1.205200
0.417808,0.017857,0.689659,0.048706,0.000800,0.013441,0.000384,0.001536,0.001088,0.000384,1.200367
0.417232,0.036866,0.686907,0.048514,0.000832,0.013569,0.000352,0.001472,0.001184,0.000416,1.216784
0.416592,0.017761,0.694300,0.048353,0.000640,0.013472,0.000384,0.001600,0.001088,0.000384,1.203759
0.416049,0.017664,0.712989,0.047938,0.000640,0.013472,0.000416,0.001536,0.001184,0.000352,1.220720
0.432081,0.017601,0.677435,0.048162,0.000640,0.014240,0.000416,0.001568,0.001441,0.000608,1.202768
0.415889,0.017537,0.678522,0.048834,0.000608,0.014337,0.000480,0.001632,0.001184,0.000608,1.188431
0.418065,0.017857,0.734781,0.049570,0.000640,0.013920,0.000480,0.001537,0.001152,0.000640,1.248850
0.417137,0.017569,0.714972,0.048450,0.000640,0.013537,0.000416,0.001504,0.001088,0.000384,1.224625
0.416528,0.017697,0.673275,0.049186,0.000544,0.013472,0.000448,0.001440,0.001184,0.000384,1.182959
0.416528,0.017601,0.705212,0.049026,0.000832,0.013696,0.000416,0.001440,0.001152,0.000416,1.214800
0.417585,0.017665,0.690811,0.049186,0.000800,0.013793,0.000352,0.001504,0.001088,0.000352,1.201232
0.416241,0.017536,0.681498,0.048769,0.000768,0.013664,0.000384,0.001440,0.001184,0.000640,1.191727
0.436625,0.017857,0.689435,0.048610,0.000800,0.013665,0.000384,0.001472,0.001120,0.000384,1.218832
0.416049,0.017792,0.681947,0.048929,0.000769,0.013536,0.000384,0.001504,0.001152,0.000384,1.191151
0.415760,0.017569,0.712220,0.047874,0.000576,0.013441,0.000384,0.001504,0.001152,0.000384,1.219056
0.416752,0.017633,0.718908,0.048962,0.000576,0.013729,0.000480,0.001536,0.001056,0.000384,1.229136
0.415985,0.017440,0.675739,0.047874,0.000544,0.014113,0.000416,0.001440,0.001408,0.000384,1.183695
0.415568,0.017632,0.710012,0.049186,0.000800,0.013537,0.000384,0.001504,0.001152,0.000352,1.217872
0.416241,0.017537,0.691035,0.048642,0.000576,0.013473,0.000416,0.001504,0.001056,0.000384,1.198640
0.415504,0.017761,0.684763,0.048706,0.000576,0.013665,0.000416,0.001504,0.001280,0.000384,1.192335
0.416016,0.017601,0.708924,0.048258,0.000576,0.013537,0.000448,0.001504,0.001088,0.000384,1.216560
0.415728,0.017504,0.686491,0.047809,0.000576,0.013473,0.000384,0.001568,0.001184,0.000384,1.193391
0.415600,0.017664,0.687835,0.047521,0.000672,0.013601,0.000384,0.001472,0.001216,0.000576,1.195151
0.432657,0.017505,0.687163,0.047618,0.000576,0.013441,0.000448,0.001504,0.001024,0.000384,1.210768
0.416560,0.017696,0.685051,0.047842,0.000608,0.013473,0.000384,0.001472,0.001056,0.000384,1.192623
0.415953,0.017729,0.667194,0.047714,0.000608,0.013633,0.000384,0.001568,0.001088,0.000608,1.175375
0.415792,0.017569,0.683259,0.048866,0.000576,0.013409,0.000416,0.001504,0.001184,0.000416,1.190703
0.416529,0.017473,0.703067,0.048258,0.000608,0.013473,0.000384,0.001536,0.001056,0.000832,1.210864
0.416145,0.017472,0.702652,0.048098,0.000576,0.013441,0.000384,0.001536,0.001056,0.000608,1.209840
0.415568,0.017473,0.677371,0.047906,0.000608,0.013345,0.000384,0.001472,0.000960,0.000384,1.182895
0.415441,0.018145,0.671482,0.047778,0.000544,0.013409,0.000416,0.001536,0.000928,0.000640,1.177647
0.415633,0.017664,0.710109,0.047937,0.000513,0.013472,0.000416,0.001472,0.001056,0.000608,1.218544
0.416145,0.017569,0.685147,0.048258,0.000544,0.013440,0.000352,0.001536,0.000960,0.000609,1.192464
0.414961,0.017473,0.680763,0.047938,0.000640,0.013504,0.000416,0.001568,0.001024,0.000832,1.187055
0.435442,0.018721,0.701851,0.047522,0.000544,0.013313,0.000416,0.001440,0.001088,0.000352,1.229169
0.418001,0.017664,0.667291,0.047842,0.000576,0.013472,0.000384,0.001633,0.001248,0.000352,1.177871
0.415473,0.017472,0.681051,0.048386,0.000864,0.013441,0.000448,0.001568,0.001152,0.000832,1.189103
0.434706,0.017632,0.682555,0.048642,0.000640,0.013313,0.000352,0.001504,0.001024,0.000416,1.209200
0.415953,0.017569,0.686331,0.048866,0.000608,0.013376,0.000352,0.001536,0.001121,0.000576,1.193616
0.415856,0.017281,0.680251,0.048386,0.000768,0.034977,0.000417,0.001600,0.000992,0.000384,1.209264
0.415728,0.017696,0.678043,0.049026,0.000608,0.013441,0.000384,0.001536,0.001056,0.000832,1.185967
0.415569,0.017665,0.669146,0.048642,0.000608,0.013377,0.000416,0.001472,0.001088,0.000832,1.177455
0.415088,0.017569,0.706108,0.048674,0.000576,0.013569,0.000384,0.001568,0.001248,0.000384,1.213744
0.417424,0.017409,0.679995,0.048738,0.000544,0.013345,0.000384,0.001472,0.001184,0.000352,1.188623
0.415568,0.017601,0.669306,0.049026,0.000576,0.013377,0.000384,0.001440,0.000992,0.000320,1.176718
0.416528,0.017505,0.728125,0.048418,0.000576,0.013376,0.000417,0.001504,0.001216,0.000384,1.236625
0.415856,0.017697,0.685755,0.048674,0.000736,0.013345,0.000448,0.001536,0.001056,0.000352,1.193167
0.415953,0.018113,0.684763,0.048354,0.000544,0.013376,0.000384,0.001472,0.001056,0.000384,1.191503
0.434417,0.017697,0.683579,0.048514,0.000576,0.013376,0.000384,0.001504,0.001088,0.000832,1.210960
0.415728,0.017473,0.700188,0.048450,0.000576,0.013408,0.000384,0.001536,0.001024,0.000800,1.208143
0.415536,0.017472,0.685883,0.049025,0.000768,0.013376,0.000384,0.001440,0.001184,0.000864,1.194447
0.415985,0.017504,0.672091,0.048834,0.000768,0.013377,0.000384,0.001472,0.000960,0.000352,1.179599
0.416080,0.017409,0.678427,0.048738,0.000608,0.013409,0.000416,0.001440,0.000960,0.000608,1.186063
0.416560,0.017377,0.709436,0.049474,0.000832,0.013697,0.000448,0.001536,0.001024,0.000416,1.218640
0.416112,0.017792,0.677371,0.048450,0.000544,0.014017,0.000416,0.001632,0.001024,0.000608,1.185519
0.416752,0.017697,0.687419,0.048066,0.000576,0.014049,0.000480,0.001536,0.001184,0.000864,1.197615
0.416976,0.017505,0.707516,0.048130,0.000608,0.014017,0.000384,0.001536,0.001120,0.000416,1.215984
0.416689,0.017505,0.669306,0.048674,0.000576,0.014241,0.000416,0.001600,0.001024,0.000608,1.178703
0.415792,0.017633,0.681947,0.049058,0.000832,0.013857,0.000416,0.001440,0.001120,0.000576,1.190415
0.432785,0.017632,0.687356,0.048962,0.000576,0.013888,0.000384,0.001504,0.001024,0.000608,1.213200
0.416848,0.017792,0.684923,0.048866,0.000768,0.013857,0.000384,0.001504,0.000960,0.000832,1.195695
0.416497,0.017664,0.688188,0.048770,0.000544,0.013856,0.000384,0.001568,0.001120,0.000640,1.197263
0.430961,0.017504,0.673307,0.048834,0.000768,0.013825,0.000384,0.001536,0.001216,0.000800,1.197007
0.416752,0.017729,0.681787,0.049026,0.000576,0.013953,0.000352,0.001536,0.001056,0.000576,1.191343
0.416272,0.017281,0.682555,0.065283,0.000800,0.013824,0.000352,0.001472,0.001025,0.000320,1.207472
0.418321,0.017761,0.697947,0.048930,0.000544,0.013601,0.000416,0.001600,0.001152,0.000384,1.210672
0.417200,0.017633,0.687867,0.049218,0.000768,0.013665,0.000448,0.001536,0.001120,0.000352,1.198159
0.416401,0.018209,0.704636,0.048130,0.000640,0.013920,0.000384,0.001568,0.001120,0.000352,1.213968
0.417425,0.018305,0.682075,0.050050,0.000576,0.013792,0.000416,0.001600,0.001056,0.000320,1.193744
0.415569,0.017537,0.671546,0.049250,0.000544,0.013953,0.000352,0.001632,0.001056,0.000352,1.179471
0.417264,0.035074,0.688219,0.048098,0.000576,0.013889,0.000416,0.001568,0.001056,0.000384,1.215984
0.417264,0.017952,0.695676,0.047746,0.000576,0.013952,0.000352,0.001440,0.001153,0.000608,1.204432
0.416049,0.017537,0.708028,0.048450,0.001024,0.013696,0.000384,0.001504,0.001184,0.000384,1.216176
0.433841,0.017568,0.682523,0.048546,0.000544,0.014049,0.000416,0.001472,0.001024,0.000384,1.208272
0.416529,0.017569,0.681339,0.048098,0.000576,0.013664,0.000416,0.001472,0.000992,0.000352,1.188751
0.417169,0.017760,0.692508,0.048514,0.000576,0.033441,0.000608,0.001568,0.001216,0.000384,1.223376
0.416273,0.017504,0.672315,0.049186,0.000800,0.013569,0.000384,0.001536,0.000960,0.000352,1.180911
0.416465,0.017600,0.674011,0.049314,0.000512,0.014017,0.000416,0.001664,0.001088,0.000608,1.182607
0.417297,0.017665,0.715452,0.049058,0.000576,0.014017,0.000384,0.001792,0.001024,0.000416,1.226577
0.417168,0.017441,0.679995,0.048546,0.000576,0.013856,0.000416,0.001568,0.001024,0.000384,1.188815
0.415985,0.017537,0.680251,0.048354,0.000576,0.013728,0.000448,0.001536,0.001120,0.000576,1.188783
0.415952,0.017633,0.704316,0.047874,0.000608,0.013728,0.000384,0.001568,0.001089,0.000384,1.211312
0.416368,0.017440,0.680731,0.047810,0.000576,0.013665,0.000384,0.001472,0.001120,0.000672,1.187983
0.415473,0.017441,0.673498,0.047362,0.000576,0.013473,0.000416,0.001440,0.001344,0.000384,1.178127
0.435889,0.017696,0.688508,0.049058,0.000576,0.014208,0.000416,0.001472,0.001312,0.000672,1.217520
0.416273,0.017440,0.655290,0.048865,0.000768,0.014880,0.000416,0.001568,0.001632,0.000608,1.167054
0.417072,0.017537,0.682651,0.048930,0.000544,0.014561,0.000384,0.001504,0.001248,0.000576,1.193135
0.415281,0.017664,0.682075,0.048226,0.000640,0.014273,0.000352,0.001536,0.001184,0.000608,1.189935
0.415281,0.017472,0.679451,0.049154,0.000608,0.014561,0.000416,0.001600,0.001152,0.000608,1.187727
0.415889,0.017633,0.700187,0.047490,0.000576,0.014273,0.000384,0.001696,0.001408,0.000608,1.208880
0.415632,0.017793,0.683451,0.047586,0.000576,0.013729,0.000448,0.001472,0.001216,0.000576,1.191535
0.416273,0.017537,0.681051,0.048834,0.000576,0.014752,0.000416,0.001568,0.001281,0.000384,1.192368
0.416528,0.017921,0.710172,0.048770,0.000768,0.013697,0.000416,0.001472,0.001216,0.000576,1.219728
0.416497,0.017825,0.685339,0.048258,0.000992,0.013824,0.000384,0.001536,0.001280,0.000576,1.194544
0.415825,0.017601,0.682683,0.048098,0.000576,0.013600,0.000384,0.001536,0.001248,0.000352,1.190383
0.435633,0.017761,0.690331,0.047746,0.000832,0.013761,0.000384,0.001440,0.001216,0.000352,1.217616
0.416272,0.017569,0.673499,0.049186,0.000576,0.013760,0.000416,0.001440,0.001217,0.000384,1.181711
0.415857,0.017600,0.683003,0.048066,0.000544,0.013473,0.000416,0.001472,0.001152,0.000384,1.189583
0.415633,0.017601,0.680283,0.047746,0.000608,0.013440,0.000416,0.001440,0.001120,0.000384,1.186383
0.416368,0.017665,0.680379,0.047522,0.000544,0.013440,0.000416,0.001441,0.001120,0.000384,1.187407
0.416593,0.017505,0.708796,0.050978,0.001056,0.014080,0.000448,0.001568,0.001152,0.000385,1.222289
0.417233,0.017793,0.673914,0.049314,0.000833,0.013504,0.000416,0.001536,0.001120,0.000352,1.184623
0.416368,0.017600,0.693372,0.049314,0.000832,0.014432,0.000416,0.001601,0.001184,0.000608,1.203728
0.415889,0.017953,0.702939,0.049090,0.000832,0.013760,0.000384,0.001440,0.001184,0.000352,1.211760
