Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-7],Layer[8],Layer[9],Layer[10],classifier
0.420336,0.017505,0.202696,0.005280,0.048194,0.000832,0.210408,0.002240,0.001089,0.000416,0.916420
0.417520,0.017632,0.202728,0.005312,0.049090,0.000832,0.199208,0.002144,0.001152,0.000352,0.904644
0.420433,0.017600,0.203816,0.005281,0.047586,0.000576,0.189351,0.001952,0.001152,0.000416,0.895715
0.432913,0.017729,0.204936,0.005024,0.048162,0.000832,0.183879,0.001920,0.001216,0.000384,0.905283
0.416400,0.017505,0.202856,0.005024,0.047458,0.000608,0.212840,0.002048,0.000992,0.000384,0.913572
0.420497,0.017504,0.202376,0.005249,0.047649,0.000576,0.193160,0.002176,0.001152,0.000416,0.898691
0.421360,0.017537,0.202952,0.005376,0.047906,0.000800,0.215209,0.002176,0.001088,0.000384,0.923812
0.417328,0.017569,0.202792,0.005184,0.047938,0.000576,0.199816,0.002368,0.001056,0.000576,0.904355
0.416304,0.017537,0.202984,0.005280,0.048866,0.000544,0.179815,0.002112,0.001184,0.000609,0.883011
0.416208,0.017665,0.202664,0.005248,0.049666,0.000800,0.190504,0.002176,0.001152,0.000384,0.894531
0.432081,0.017505,0.203016,0.005248,0.047298,0.000576,0.229865,0.002176,0.000960,0.000352,0.946597
0.417008,0.017761,0.203176,0.005024,0.047906,0.000768,0.205224,0.002464,0.001216,0.000352,0.909443
0.419728,0.017793,0.204104,0.005088,0.049314,0.000768,0.212840,0.002401,0.001184,0.000320,0.923300
0.417457,0.017729,0.223976,0.005377,0.048097,0.000833,0.200455,0.002241,0.001120,0.000352,0.925989
0.416944,0.017729,0.213000,0.005185,0.048034,0.000832,0.215944,0.002272,0.001088,0.000384,0.929380
0.416657,0.017536,0.202536,0.005056,0.047490,0.000800,0.193384,0.001984,0.000960,0.000608,0.894211
0.418416,0.018113,0.203304,0.005312,0.048034,0.000800,0.183719,0.002016,0.001056,0.000608,0.888227
0.424401,0.017473,0.203368,0.005056,0.048066,0.000800,0.185863,0.002240,0.000992,0.000641,0.896580
0.417328,0.017761,0.203720,0.005248,0.047746,0.000832,0.175175,0.002144,0.001088,0.000608,0.878914
0.419632,0.017633,0.204776,0.005120,0.048386,0.000832,0.201768,0.002688,0.001121,0.000640,0.912548
0.417776,0.017473,0.217416,0.005313,0.047937,0.000800,0.197032,0.001952,0.001056,0.000384,0.915043
0.416368,0.017633,0.202696,0.005184,0.048002,0.000800,0.187784,0.002112,0.001088,0.000320,0.889987
0.417393,0.017632,0.202856,0.005249,0.048225,0.000576,0.180167,0.002048,0.000960,0.000320,0.882531
0.416080,0.017441,0.202568,0.005312,0.047874,0.000832,0.182279,0.002240,0.001121,0.000352,0.883779
0.429009,0.017600,0.202280,0.004993,0.048482,0.000800,0.220328,0.002208,0.000992,0.000352,0.934532
0.415312,0.017377,0.203048,0.005088,0.048642,0.000800,0.189799,0.002112,0.001056,0.000320,0.890818
0.416849,0.017632,0.202408,0.005249,0.049026,0.000800,0.188455,0.002112,0.001088,0.000416,0.891971
0.415857,0.017441,0.224744,0.005249,0.048065,0.000576,0.184263,0.002144,0.001024,0.000448,0.907652
0.415440,0.017505,0.202760,0.005216,0.048066,0.000576,0.181415,0.002304,0.001120,0.000353,0.881923
0.416208,0.017537,0.202696,0.005248,0.048834,0.000576,0.181415,0.002016,0.000960,0.000416,0.882979
0.416177,0.017472,0.202920,0.005153,0.048578,0.000576,0.192487,0.002208,0.000960,0.000384,0.894339
0.431025,0.017729,0.202760,0.005344,0.047650,0.000704,0.199432,0.001952,0.000960,0.000256,0.916004
0.416208,0.017633,0.202664,0.005088,0.048194,0.000544,0.184487,0.002304,0.000992,0.000352,0.885858
0.416176,0.017729,0.202760,0.005088,0.047810,0.000576,0.183431,0.001952,0.000928,0.000352,0.883618
0.415248,0.017313,0.202024,0.005024,0.048674,0.000544,0.201480,0.002016,0.000896,0.000224,0.900259
0.421008,0.018081,0.203400,0.005120,0.048834,0.000576,0.191016,0.001952,0.001056,0.000384,0.899587
0.416336,0.017729,0.202568,0.005088,0.048546,0.000576,0.191176,0.002080,0.000864,0.000384,0.892355
0.416560,0.017729,0.202376,0.005056,0.047714,0.000544,0.194247,0.002048,0.000897,0.000320,0.894435
0.446129,0.017729,0.202792,0.005120,0.048546,0.001056,0.192552,0.002016,0.001088,0.000384,0.924836
0.415536,0.017761,0.202152,0.005088,0.047586,0.000800,0.215400,0.001856,0.001024,0.000256,0.914564
0.416240,0.017601,0.202536,0.005312,0.047490,0.000448,0.191207,0.002081,0.001024,0.000608,0.891075
0.415824,0.017441,0.202952,0.005056,0.047330,0.000832,0.205448,0.002080,0.000896,0.000352,0.905315
0.415280,0.017473,0.202280,0.005120,0.047842,0.000544,0.180391,0.001888,0.000800,0.000352,0.878402
0.415441,0.017504,0.202408,0.005057,0.048033,0.000480,0.219144,0.001952,0.000864,0.000352,0.917988
0.415376,0.017409,0.202088,0.005024,0.048130,0.000576,0.171175,0.002016,0.000832,0.000320,0.869442
0.415184,0.017440,0.202504,0.004833,0.047521,0.000448,0.180744,0.001792,0.000928,0.000224,0.891811
0.417552,0.017633,0.203240,0.005088,0.048674,0.000800,0.190151,0.002464,0.000896,0.000416,0.894691
0.416273,0.017408,0.202760,0.005441,0.048193,0.000832,0.205673,0.002176,0.000992,0.000384,0.908324
0.416976,0.017632,0.203400,0.005024,0.048002,0.000832,0.190888,0.002016,0.001024,0.000576,0.893827
0.421136,0.017665,0.202760,0.005088,0.048066,0.000992,0.199336,0.002112,0.000960,0.000576,0.906243
0.421360,0.017473,0.202088,0.005248,0.047778,0.000800,0.202184,0.002176,0.001120,0.000608,0.907779
0.420016,0.017665,0.202536,0.005120,0.047586,0.000800,0.205192,0.005664,0.000960,0.000352,0.913636
0.416145,0.036897,0.202760,0.005344,0.048066,0.000768,0.238570,0.002208,0.001088,0.000352,0.959334
0.415729,0.017504,0.203304,0.005121,0.047361,0.000576,0.194600,0.001984,0.001056,0.000384,0.894819
0.416081,0.017504,0.203304,0.005089,0.047554,0.000800,0.200263,0.002017,0.001056,0.000384,0.901924
0.416368,0.017376,0.203240,0.005088,0.048226,0.000544,0.193128,0.002240,0.000992,0.000384,0.895555
0.421041,0.017473,0.202568,0.005344,0.047778,0.000768,0.192295,0.002176,0.001024,0.000384,0.899171
0.417040,0.017665,0.202696,0.005088,0.048290,0.000832,0.187303,0.002048,0.000993,0.000352,0.889763
0.420432,0.017537,0.202408,0.005056,0.047490,0.000576,0.191048,0.002272,0.000864,0.000320,0.895651
0.416528,0.017248,0.223721,0.005344,0.049634,0.000608,0.191560,0.001920,0.000960,0.000384,0.917540
0.415408,0.017441,0.202152,0.005280,0.047906,0.000576,0.187015,0.001857,0.000928,0.000384,0.886531
0.415600,0.017409,0.202920,0.005056,0.047266,0.000576,0.225129,0.001792,0.000992,0.000416,0.924036
0.415504,0.017185,0.202824,0.005088,0.047010,0.000576,0.207592,0.001888,0.001024,0.000384,0.906051
0.415729,0.017504,0.201960,0.005024,0.047202,0.000576,0.191880,0.001856,0.001056,0.000352,0.890243
0.415664,0.017601,0.201928,0.005056,0.046978,0.000576,0.196040,0.001792,0.000960,0.000608,0.894371
0.417297,0.017856,0.202792,0.005281,0.047873,0.000800,0.196456,0.001952,0.000832,0.000352,0.898915
0.416528,0.017505,0.233129,0.005280,0.047810,0.000736,0.205224,0.001952,0.000992,0.000416,0.937604
0.415728,0.017632,0.203080,0.004992,0.047554,0.000576,0.196008,0.001952,0.001088,0.000384,0.897155
0.418480,0.017377,0.202856,0.005312,0.047586,0.000800,0.191272,0.001920,0.000960,0.000608,0.894595
0.416048,0.017409,0.202888,0.005280,0.047202,0.000832,0.197224,0.002176,0.001024,0.000384,0.898019
0.417713,0.017505,0.202215,0.005313,0.047362,0.000800,0.196359,0.001920,0.000992,0.000384,0.898500
0.416240,0.017473,0.203272,0.005088,0.047810,0.000800,0.189704,0.001984,0.000992,0.000352,0.891971
0.416689,0.017440,0.202632,0.005057,0.049250,0.000992,0.192519,0.002016,0.000960,0.000384,0.895619
0.416016,0.017505,0.220808,0.005313,0.047714,0.000608,0.192199,0.001920,0.000928,0.000608,0.911875
0.416112,0.017505,0.202728,0.005152,0.048258,0.000576,0.187015,0.001888,0.000992,0.000576,0.887490
0.417904,0.017409,0.202280,0.005120,0.048258,0.000576,0.198536,0.001952,0.000992,0.000576,0.901155
0.420241,0.017761,0.203112,0.005280,0.048386,0.000832,0.208552,0.002016,0.000992,0.000576,0.915748
0.421041,0.017569,0.202471,0.005121,0.047714,0.000800,0.198247,0.001953,0.000960,0.000640,0.904004
0.420464,0.017441,0.202760,0.005056,0.048994,0.000832,0.186279,0.002016,0.001025,0.000384,0.892579
0.415472,0.017537,0.202632,0.005088,0.047810,0.000576,0.194088,0.001888,0.001056,0.000384,0.894051
0.420560,0.017665,0.221545,0.005376,0.047650,0.000800,0.209128,0.002208,0.000992,0.000352,0.933956
0.420305,0.017377,0.202536,0.005120,0.047746,0.000608,0.201960,0.001920,0.000960,0.000352,0.906116
0.415441,0.017472,0.203240,0.005249,0.048193,0.000576,0.194024,0.002016,0.000960,0.000352,0.894851
0.420304,0.017665,0.202600,0.005248,0.048002,0.000608,0.204008,0.002080,0.000960,0.000384,0.909699
0.420464,0.017633,0.202376,0.004992,0.047714,0.000576,0.200296,0.001952,0.000928,0.000384,0.904579
0.420720,0.017345,0.202440,0.005280,0.047522,0.000544,0.201576,0.001952,0.000960,0.000352,0.905763
0.415761,0.017504,0.202760,0.005281,0.047970,0.000800,0.185639,0.001984,0.000960,0.000608,0.886659
0.420465,0.017473,0.220872,0.005345,0.047745,0.000800,0.199112,0.002112,0.000960,0.000384,0.923621
0.417008,0.017728,0.203176,0.005024,0.047682,0.000576,0.194536,0.001920,0.000960,0.000384,0.896195
0.416433,0.017537,0.203175,0.005248,0.048354,0.000608,0.217768,0.002048,0.000992,0.000352,0.920196
0.415824,0.017665,0.202792,0.005248,0.047746,0.000800,0.217064,0.001984,0.000992,0.000352,0.917732
0.415728,0.017601,0.202408,0.005248,0.047586,0.000608,0.192103,0.002305,0.000992,0.000608,0.892547
0.420017,0.017441,0.202952,0.005056,0.047490,0.000576,0.206696,0.002048,0.001056,0.000384,0.911204
0.416785,0.017504,0.202760,0.005088,0.048002,0.000608,0.190600,0.002048,0.000960,0.000384,0.892227
0.416112,0.017345,0.220393,0.005184,0.048930,0.000576,0.190055,0.002112,0.000896,0.000416,0.910115
0.420081,0.017537,0.204072,0.005248,0.048322,0.000800,0.200296,0.002176,0.000992,0.000384,0.908004
0.416656,0.017729,0.202600,0.005088,0.048226,0.000800,0.202248,0.002240,0.000960,0.000352,0.904963
0.415504,0.017408,0.202920,0.005024,0.047586,0.000832,0.190472,0.002080,0.001024,0.000352,0.890403
0.421968,0.017504,0.202600,0.005088,0.048514,0.000544,0.198184,0.002208,0.001120,0.000352,0.905411
0.422833,0.017632,0.204296,0.005505,0.047361,0.000769,0.210056,0.002272,0.001120,0.000320,0.920420
0.417201,0.017568,0.203944,0.004993,0.047969,0.000769,0.201319,0.002209,0.000960,0.000384,0.905668
0.417137,0.037057,0.203272,0.005376,0.048162,0.000832,0.195752,0.002432,0.000992,0.000384,0.919236
0.421680,0.017473,0.203112,0.005088,0.048354,0.000576,0.195400,0.002208,0.001024,0.000352,0.902819
0.416784,0.017537,0.202760,0.005120,0.047586,0.000576,0.187335,0.001952,0.001056,0.000352,0.888643
0.421393,0.017473,0.202344,0.005088,0.049474,0.000544,0.186695,0.002016,0.000992,0.000320,0.894051
0.415888,0.017921,0.202632,0.005312,0.048418,0.000832,0.190023,0.002177,0.000992,0.000384,0.893475
0.417425,0.017472,0.202760,0.005057,0.047553,0.000576,0.199592,0.002112,0.000992,0.000385,0.901316
0.420272,0.017505,0.203368,0.005280,0.048226,0.000640,0.179719,0.004736,0.001089,0.000384,0.890755
0.416144,0.017825,0.224969,0.005184,0.047650,0.000608,0.190823,0.002049,0.001088,0.000384,0.915140
0.415792,0.017665,0.202728,0.005120,0.049634,0.000800,0.201960,0.002272,0.001152,0.000352,0.905699
0.417105,0.017632,0.202632,0.005281,0.048289,0.000832,0.213289,0.002080,0.001024,0.000352,0.917380
0.415952,0.017697,0.202408,0.005248,0.048098,0.000576,0.190695,0.001921,0.001024,0.000384,0.892163
0.415537,0.018176,0.204136,0.005089,0.048258,0.000544,0.207016,0.002080,0.000992,0.000384,0.909764
0.416209,0.017473,0.202471,0.005312,0.048386,0.000576,0.208040,0.002144,0.001088,0.000384,0.909700
0.416272,0.017697,0.202536,0.005376,0.047970,0.000800,0.204648,0.002016,0.001088,0.000384,0.906787
0.416337,0.017472,0.233482,0.005536,0.047682,0.000544,0.224905,0.001952,0.001152,0.000384,0.958054
0.416560,0.017505,0.202344,0.005088,0.048642,0.000800,0.188135,0.002112,0.001056,0.000384,0.890114
0.417265,0.017472,0.202728,0.005345,0.048258,0.000768,0.189287,0.002080,0.001120,0.000576,0.892515
0.415728,0.017601,0.202376,0.005280,0.047842,0.000864,0.178567,0.002080,0.001056,0.000640,0.879074
0.416881,0.017792,0.202408,0.005280,0.048098,0.000544,0.182120,0.002112,0.000960,0.000352,0.883331
0.415376,0.017505,0.202632,0.005088,0.048354,0.000768,0.200200,0.002112,0.000960,0.000352,0.901251
0.420816,0.017729,0.202504,0.005024,0.047650,0.000576,0.188519,0.002048,0.000961,0.000416,0.892931
0.417264,0.017697,0.222056,0.005377,0.048994,0.000576,0.194823,0.002112,0.001024,0.000352,0.917923
0.415857,0.017536,0.202984,0.005025,0.047713,0.000608,0.192519,0.001856,0.000992,0.000384,0.892579
0.416721,0.017600,0.202376,0.005249,0.047553,0.000576,0.220841,0.001984,0.001024,0.000352,0.920996
0.416144,0.017665,0.202632,0.005024,0.047202,0.000800,0.187271,0.002112,0.000864,0.000384,0.888162
0.420625,0.017505,0.202568,0.005088,0.047266,0.000832,0.182343,0.002208,0.001056,0.000384,0.888035
0.420432,0.017633,0.202376,0.004992,0.047810,0.000800,0.200136,0.001984,0.001152,0.000384,0.905347
0.416401,0.017729,0.202887,0.005088,0.047714,0.000576,0.228553,0.002240,0.000960,0.000384,0.931045
0.416624,0.017761,0.218857,0.005344,0.049538,0.000832,0.211144,0.002368,0.001056,0.000608,0.931716
0.416784,0.017633,0.203336,0.005184,0.047938,0.000576,0.184775,0.002016,0.000960,0.000608,0.886435
0.417105,0.017696,0.202728,0.005281,0.047713,0.000576,0.184040,0.002272,0.001120,0.000384,0.885763
0.416368,0.017761,0.203688,0.005024,0.049282,0.000768,0.194312,0.001984,0.000992,0.000608,0.897827
0.416720,0.017665,0.203112,0.005312,0.047906,0.000576,0.248490,0.002208,0.001024,0.000576,0.950565
0.415473,0.017600,0.203016,0.005057,0.047169,0.000576,0.233098,0.001952,0.001088,0.000384,0.932357
0.416176,0.017473,0.202536,0.005024,0.047298,0.000576,0.200744,0.001984,0.000928,0.000640,0.901059
0.438321,0.017793,0.202632,0.005024,0.047650,0.000864,0.198888,0.001952,0.000992,0.000640,0.922948
0.417201,0.017536,0.202248,0.005280,0.047490,0.000800,0.201800,0.002176,0.001088,0.000608,0.903364
0.416112,0.017985,0.203016,0.005216,0.048770,0.000608,0.196264,0.002016,0.000992,0.000640,0.898627
0.420817,0.017505,0.202888,0.005152,0.048930,0.000800,0.188231,0.001984,0.000992,0.000608,0.895235
0.420304,0.017633,0.202408,0.005248,0.047650,0.000576,0.206952,0.002240,0.001088,0.000608,0.912067
0.416592,0.017761,0.202920,0.005280,0.047682,0.000576,0.195495,0.002208,0.001025,0.000352,0.896964
0.420273,0.017665,0.202760,0.005024,0.048834,0.000608,0.190343,0.001952,0.000960,0.000384,0.896004
0.434129,0.017760,0.208328,0.005152,0.047458,0.000608,0.191911,0.002048,0.001089,0.000384,0.916644
0.420176,0.017761,0.202984,0.005152,0.047458,0.000576,0.190503,0.001857,0.001088,0.000416,0.894595
0.420976,0.017601,0.203176,0.005504,0.049346,0.000832,0.192488,0.002144,0.001088,0.000384,0.900707
0.417200,0.017633,0.203688,0.005280,0.047714,0.000832,0.194856,0.002304,0.000960,0.000352,0.898467
0.416272,0.017761,0.202824,0.005312,0.047906,0.000832,0.211209,0.002240,0.001120,0.000416,0.913252
0.415921,0.017472,0.202472,0.005088,0.047778,0.000800,0.192744,0.002176,0.000960,0.000416,0.893539
0.421232,0.017473,0.203208,0.005152,0.048930,0.000768,0.195720,0.002272,0.000960,0.000352,0.903811
0.434161,0.017633,0.203048,0.005376,0.048450,0.000800,0.190215,0.001985,0.000992,0.000384,0.910884
0.415728,0.017665,0.202664,0.005312,0.047202,0.000800,0.189479,0.003072,0.001056,0.000416,0.890659
0.416048,0.017505,0.203464,0.005216,0.047810,0.000576,0.205864,0.002368,0.000928,0.000384,0.907331
0.416144,0.017441,0.202568,0.005056,0.048930,0.000576,0.196744,0.002112,0.001024,0.000352,0.898115
0.418064,0.017377,0.203496,0.005088,0.048194,0.000768,0.212200,0.002049,0.000992,0.000416,0.916548
0.420145,0.017792,0.204264,0.005089,0.047938,0.000832,0.203176,0.002656,0.001344,0.000576,0.912804
0.422736,0.017856,0.203176,0.005088,0.049282,0.000832,0.231658,0.002944,0.001504,0.000416,0.947461
0.440914,0.018304,0.205096,0.005216,0.048674,0.000768,0.216968,0.003456,0.001568,0.000320,0.952390
0.417489,0.017952,0.205096,0.005281,0.048354,0.000832,0.195975,0.002368,0.000993,0.000352,0.902596
0.418128,0.017569,0.202888,0.005536,0.048482,0.000704,0.195880,0.002304,0.001056,0.000352,0.900675
0.417616,0.017633,0.202952,0.005120,0.064995,0.000736,0.194983,0.002208,0.001025,0.000384,0.915332
0.416912,0.017600,0.202984,0.005152,0.048066,0.000576,0.189608,0.002016,0.001088,0.000576,0.892163
0.416528,0.017697,0.203496,0.005248,0.047810,0.000576,0.205864,0.002080,0.000992,0.000352,0.908131
0.416304,0.018209,0.202952,0.005312,0.047938,0.000608,0.183880,0.001952,0.001024,0.000352,0.885699
0.432849,0.017569,0.203144,0.005056,0.049218,0.000576,0.187303,0.001985,0.000992,0.000352,0.906468
0.416368,0.017857,0.203432,0.005056,0.049314,0.000608,0.185224,0.002176,0.000992,0.000384,0.888579
0.416625,0.017472,0.202920,0.005280,0.047841,0.000608,0.190056,0.002016,0.000960,0.000384,0.891363
0.415824,0.017569,0.202408,0.022784,0.050626,0.000576,0.225640,0.002048,0.001057,0.000416,0.946277
0.416336,0.017473,0.202344,0.005280,0.047746,0.000576,0.182951,0.001920,0.001024,0.000384,0.883202
0.416496,0.017537,0.202824,0.005344,0.048194,0.000832,0.193415,0.002016,0.001024,0.000384,0.894948
0.419952,0.017441,0.202824,0.005152,0.048162,0.000800,0.194151,0.002048,0.001120,0.000384,0.899427
0.435505,0.017472,0.202632,0.005120,0.047554,0.000576,0.203304,0.002112,0.000961,0.000352,0.923493
0.417616,0.017505,0.202760,0.005088,0.047618,0.000544,0.180679,0.001952,0.000992,0.000416,0.882370
0.416337,0.017728,0.202440,0.005056,0.047362,0.000800,0.179719,0.001953,0.000928,0.000352,0.879619
0.420849,0.017472,0.202760,0.005121,0.047521,0.000768,0.222985,0.001856,0.000896,0.000384,0.927396
0.416528,0.017505,0.202440,0.005248,0.047874,0.000800,0.186055,0.002305,0.000960,0.000384,0.887459
0.420433,0.017760,0.202696,0.005121,0.047681,0.000545,0.193415,0.001920,0.000992,0.000384,0.898371
0.416944,0.017441,0.203304,0.005312,0.048258,0.000576,0.194215,0.002048,0.001152,0.000576,0.896899
0.436497,0.017504,0.202792,0.005089,0.048321,0.000608,0.195752,0.002048,0.001120,0.000640,0.917379
0.415761,0.017728,0.203272,0.005056,0.048257,0.000576,0.191976,0.002048,0.001024,0.000416,0.893443
0.416305,0.017472,0.202984,0.005249,0.047617,0.000608,0.185256,0.001952,0.000960,0.000608,0.886211
0.415504,0.017601,0.202824,0.005248,0.047874,0.000832,0.213224,0.002112,0.000960,0.000384,0.913540
0.416624,0.017792,0.203496,0.005088,0.049314,0.001024,0.195880,0.002112,0.000992,0.000384,0.899747
0.415664,0.017569,0.202504,0.005248,0.048546,0.000576,0.192424,0.001952,0.001120,0.000384,0.892771
0.416113,0.017505,0.203336,0.005024,0.048482,0.000512,0.203272,0.001952,0.000896,0.000384,0.904772
0.435857,0.017697,0.203464,0.005184,0.048418,0.000800,0.207176,0.002048,0.001024,0.000416,0.928708
0.415888,0.017633,0.202920,0.005056,0.048322,0.000576,0.201768,0.002016,0.001024,0.000384,0.902915
0.415504,0.017537,0.203272,0.005088,0.048098,0.000576,0.205832,0.001952,0.001120,0.000352,0.906787
0.415729,0.017600,0.202568,0.005313,0.047521,0.000480,0.226696,0.002049,0.001056,0.000352,0.926501
0.422160,0.017953,0.203304,0.005376,0.048866,0.000800,0.199304,0.002464,0.001056,0.000608,0.909955
0.418705,0.017632,0.202791,0.005089,0.048034,0.000544,0.193543,0.002016,0.001184,0.000608,0.898147
0.420401,0.017472,0.202952,0.005088,0.048226,0.000800,0.190696,0.002016,0.001056,0.000608,0.897155
0.436689,0.017601,0.203304,0.005312,0.048130,0.000576,0.222057,0.001952,0.001184,0.000576,0.945349
0.418097,0.017825,0.202568,0.005152,0.048418,0.000576,0.200008,0.001984,0.001216,0.000576,0.904292
0.420976,0.017569,0.202952,0.005184,0.048610,0.000576,0.193960,0.001984,0.001024,0.000384,0.901411
0.422192,0.017537,0.220361,0.005248,0.047842,0.000832,0.198664,0.001952,0.001152,0.000608,0.925444
0.416944,0.017537,0.203048,0.005024,0.047906,0.000768,0.195272,0.001984,0.001056,0.000384,0.897987
0.415728,0.017505,0.202664,0.005312,0.047906,0.000576,0.191816,0.002048,0.001152,0.000416,0.892771
0.416272,0.017473,0.202664,0.005216,0.048994,0.000768,0.200648,0.002016,0.001024,0.000384,0.903363
0.432881,0.017824,0.202728,0.005280,0.048706,0.000832,0.199240,0.002144,0.001152,0.000416,0.919652
0.421648,0.017505,0.202504,0.005152,0.048098,0.000800,0.185639,0.001953,0.001120,0.000576,0.892707
0.421521,0.017664,0.202472,0.005281,0.048129,0.000833,0.190471,0.002144,0.001120,0.000576,0.897923
0.416048,0.017761,0.222601,0.005216,0.047490,0.000576,0.186535,0.002016,0.001120,0.000352,0.908164
0.420624,0.017505,0.202504,0.005280,0.047906,0.000800,0.195976,0.002112,0.001056,0.000320,0.901731
0.416528,0.017473,0.202632,0.005280,0.047842,0.000800,0.196584,0.002208,0.001088,0.000352,0.899619
0.417585,0.017728,0.203400,0.005313,0.048290,0.000832,0.186279,0.002080,0.001152,0.000352,0.891299
0.421744,0.018017,0.203176,0.005088,0.047842,0.000800,0.192328,0.001920,0.001056,0.000576,0.900323
0.416912,0.017921,0.202632,0.005024,0.048898,0.000800,0.194792,0.002176,0.001152,0.000352,0.898819
0.416464,0.017568,0.202760,0.005312,0.049154,0.000576,0.198888,0.001920,0.000992,0.000384,0.901539
0.417232,0.017601,0.219945,0.005408,0.048322,0.000800,0.195591,0.001920,0.001184,0.000384,0.917124
0.420817,0.017729,0.203336,0.005152,0.048130,0.000576,0.208584,0.002080,0.001088,0.000640,0.916068
0.421360,0.017665,0.203240,0.005184,0.047938,0.000736,0.203368,0.002336,0.001120,0.000320,0.911203
0.415920,0.017537,0.202568,0.005312,0.047426,0.000800,0.187848,0.002048,0.001024,0.000352,0.888611
0.416560,0.017601,0.202472,0.005120,0.047938,0.000832,0.196648,0.002144,0.001152,0.000320,0.898531
0.416016,0.017633,0.203144,0.005088,0.047554,0.000800,0.191175,0.002336,0.001057,0.000352,0.893539
0.416881,0.017601,0.202984,0.005024,0.047682,0.000800,0.197223,0.002049,0.001184,0.000384,0.899780
0.430705,0.017633,0.202536,0.005120,0.047938,0.000544,0.190568,0.002016,0.001056,0.000672,0.906404
0.417904,0.017921,0.202504,0.005312,0.048034,0.000576,0.203272,0.002112,0.001152,0.000608,0.906979
0.422192,0.017600,0.202568,0.005312,0.048418,0.000736,0.203784,0.002080,0.001185,0.000608,0.912324
0.416785,0.017728,0.202408,0.005441,0.048738,0.000768,0.207080,0.002176,0.001120,0.000608,0.911172
0.420208,0.017728,0.202952,0.005120,0.048162,0.000800,0.197288,0.002112,0.001088,0.000384,0.903555
0.415984,0.017888,0.202856,0.005280,0.047778,0.000800,0.192392,0.002112,0.001088,0.000608,0.894883
0.419984,0.017633,0.203016,0.005280,0.047874,0.000864,0.203880,0.002176,0.001024,0.000416,0.909571
0.432881,0.017729,0.202888,0.005312,0.048994,0.000576,0.214920,0.001953,0.001088,0.000640,0.934757
0.421553,0.017568,0.202568,0.005056,0.048578,0.000800,0.189672,0.002176,0.001056,0.000704,0.897987
0.417104,0.017601,0.202568,0.005312,0.048194,0.000832,0.197320,0.002272,0.001056,0.000384,0.900899
0.416880,0.017409,0.203496,0.005088,0.047842,0.000768,0.201832,0.002272,0.001088,0.000608,0.905475
0.416848,0.017760,0.202920,0.005248,0.049122,0.000576,0.191944,0.002080,0.001184,0.000608,0.896291
0.420624,0.017568,0.202472,0.005280,0.047650,0.000928,0.183208,0.002304,0.001152,0.000544,0.889571
0.416625,0.017536,0.203944,0.005409,0.050338,0.000832,0.191591,0.002336,0.001280,0.000352,0.899267
0.440594,0.017760,0.202952,0.005313,0.047842,0.000768,0.192935,0.002208,0.001088,0.000320,0.919748
0.420464,0.017665,0.202600,0.005056,0.049794,0.000544,0.196008,0.002272,0.001152,0.000384,0.904099
0.416848,0.017633,0.202952,0.005088,0.049250,0.000576,0.187655,0.002049,0.001248,0.000576,0.891619
0.420656,0.017633,0.202696,0.005088,0.048546,0.000544,0.225449,0.002080,0.001216,0.000416,0.932324
0.421425,0.017984,0.203048,0.005121,0.047649,0.000832,0.192872,0.002304,0.001120,0.000352,0.900771
0.416624,0.017889,0.203208,0.005056,0.047810,0.000576,0.192263,0.002272,0.001088,0.000416,0.894979
0.416144,0.017600,0.203144,0.005056,0.048546,0.000608,0.184712,0.002112,0.001088,0.000608,0.887299
0.438673,0.017633,0.203496,0.005024,0.048034,0.000800,0.191879,0.001952,0.001088,0.000576,0.917443
0.416080,0.017633,0.203176,0.005248,0.048226,0.000768,0.192391,0.002080,0.001153,0.000352,0.894947
0.421488,0.017633,0.202280,0.005216,0.047522,0.000608,0.192328,0.001984,0.001024,0.000384,0.898243
0.417521,0.017568,0.202664,0.005121,0.047522,0.000608,0.201223,0.002048,0.001120,0.000608,0.903844
0.421456,0.017889,0.202760,0.005280,0.047810,0.000576,0.192648,0.002080,0.001088,0.000320,0.900003
0.421233,0.017696,0.203079,0.005089,0.048418,0.000544,0.195431,0.002016,0.001024,0.000353,0.902692
0.416529,0.017568,0.202088,0.005281,0.048353,0.000832,0.192776,0.005536,0.001088,0.000352,0.898307
0.452274,0.017537,0.203047,0.005025,0.047618,0.000800,0.197127,0.002304,0.001056,0.000640,0.936101
0.420017,0.017760,0.203112,0.005217,0.048354,0.000800,0.200423,0.002113,0.001184,0.000608,0.907780
0.422065,0.017729,0.202504,0.005152,0.048194,0.000608,0.181991,0.002336,0.001056,0.000576,0.890243
0.421200,0.017537,0.218665,0.005216,0.047970,0.000608,0.190471,0.001825,0.001120,0.000544,0.913444
0.422097,0.017728,0.202792,0.005089,0.048865,0.000545,0.193415,0.005792,0.001056,0.000384,0.905860
0.421200,0.017601,0.202568,0.005056,0.048450,0.000576,0.184519,0.002017,0.001024,0.000608,0.891747
0.415985,0.017600,0.202824,0.005249,0.047425,0.000832,0.198952,0.001952,0.001152,0.000608,0.900260
0.437681,0.017569,0.201928,0.005248,0.047458,0.000544,0.190280,0.002336,0.001088,0.000640,0.912900
0.421041,0.017568,0.202632,0.005249,0.048994,0.000576,0.224616,0.002017,0.001120,0.000608,0.931685
