Layer[0],TEE[1-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420497,0.793057,0.001088,0.014273,0.000864,0.001504,0.001024,0.000416,1.240147
0.420626,0.744351,0.001120,0.016161,0.000608,0.001504,0.000960,0.000384,1.192594
0.415665,0.758464,0.000768,0.016673,0.000640,0.001568,0.000960,0.000384,1.202322
0.422066,0.796929,0.000992,0.014913,0.000608,0.001504,0.001056,0.000608,1.245652
0.420049,0.783041,0.000832,0.014688,0.000416,0.001536,0.000928,0.000608,1.229139
0.420305,0.789121,0.000768,0.014433,0.000352,0.001920,0.000960,0.000416,1.235347
0.419954,0.783072,0.000768,0.016065,0.000704,0.001536,0.000992,0.000608,1.230899
0.416018,0.797409,0.000800,0.014465,0.000416,0.001472,0.000896,0.000384,1.239956
0.420529,0.767199,0.000864,0.015969,0.000640,0.001472,0.001088,0.000608,1.216082
0.415569,0.771168,0.000896,0.014401,0.000320,0.001536,0.000896,0.000576,1.214738
0.438482,0.767264,0.000832,0.014432,0.000384,0.001568,0.001249,0.000352,1.232499
0.420114,0.785760,0.000768,0.016129,0.000608,0.001472,0.001120,0.000608,1.233747
0.420338,0.780928,0.000896,0.014625,0.000608,0.001824,0.001216,0.000608,1.228403
0.415377,0.773504,0.000928,0.014657,0.000384,0.001536,0.001088,0.000352,1.213618
0.421074,0.760671,0.000832,0.014593,0.000384,0.001536,0.001088,0.000608,1.207890
0.420178,0.795969,0.000896,0.015904,0.000384,0.001568,0.001056,0.000352,1.243604
0.420498,0.760799,0.000865,0.014240,0.000608,0.001568,0.001088,0.000384,1.208018
0.416177,0.755967,0.001120,0.014305,0.000608,0.001472,0.000992,0.000352,1.197937
0.415761,0.785920,0.000800,0.014208,0.000608,0.001408,0.001184,0.000320,1.226898
0.420401,0.764480,0.001024,0.016289,0.000640,0.001536,0.000960,0.000384,1.214226
0.420657,0.757407,0.000832,0.014561,0.000352,0.001536,0.001056,0.000384,1.203634
0.439442,0.765632,0.000864,0.014433,0.000896,0.001536,0.000960,0.000352,1.231091
0.420753,0.752447,0.000896,0.014145,0.000576,0.001472,0.001024,0.000608,1.198705
0.420081,0.780832,0.000961,0.015488,0.000352,0.001568,0.001088,0.000320,1.227666
0.421201,0.740095,0.000864,0.014497,0.000416,0.001472,0.000928,0.000384,1.186865
0.415569,0.752927,0.000832,0.014209,0.000384,0.001536,0.000960,0.000640,1.193425
0.416241,0.790273,0.000992,0.014433,0.000416,0.001440,0.000928,0.000352,1.232787
0.419857,0.741503,0.000800,0.014401,0.000352,0.001504,0.001024,0.000320,1.186417
0.415634,0.758495,0.000864,0.014529,0.000384,0.001504,0.000896,0.000352,1.199122
0.420402,0.792321,0.000960,0.015937,0.000352,0.001568,0.000928,0.000352,1.241940
0.422194,0.805185,0.000928,0.014689,0.000352,0.001920,0.001024,0.000384,1.252564
0.421170,0.782432,0.000896,0.014241,0.000640,0.001504,0.001056,0.000384,1.228915
0.436850,0.751679,0.000832,0.014561,0.000320,0.001536,0.000896,0.000416,1.213298
0.420402,0.788704,0.000896,0.014304,0.000608,0.001504,0.000928,0.000640,1.235795
0.421266,0.782816,0.000832,0.014305,0.000640,0.001536,0.000896,0.000352,1.230963
0.420210,0.764544,0.000736,0.014368,0.000608,0.001504,0.000928,0.000608,1.210482
0.420049,0.763135,0.000864,0.015969,0.000384,0.001504,0.000992,0.000352,1.211090
0.416433,0.809666,0.000768,0.015808,0.000832,0.001504,0.001056,0.000640,1.254260
0.420465,0.751359,0.000928,0.014241,0.000352,0.001504,0.000864,0.000416,1.198257
0.421074,0.754719,0.000928,0.014369,0.000576,0.001504,0.001152,0.000640,1.202994
0.437714,0.768224,0.000832,0.014464,0.000864,0.001952,0.001024,0.000384,1.232851
0.421681,0.791041,0.000768,0.014433,0.000640,0.001504,0.000960,0.000384,1.238708
0.420337,0.800289,0.001248,0.016512,0.000352,0.001504,0.001088,0.000384,1.249684
0.415890,0.761023,0.001248,0.014273,0.000608,0.001536,0.001056,0.000608,1.203698
0.420721,0.767072,0.001216,0.014689,0.000384,0.001568,0.000896,0.000640,1.213746
0.420241,0.781792,0.000960,0.016545,0.000384,0.001536,0.001088,0.000640,1.230643
0.420209,0.749535,0.000928,0.014624,0.000832,0.001888,0.001152,0.000384,1.197137
0.420658,0.794497,0.000864,0.014624,0.000672,0.001504,0.000960,0.000576,1.241588
0.420209,0.790529,0.000864,0.014529,0.000352,0.001440,0.000992,0.000576,1.236883
0.420529,0.770560,0.000832,0.014688,0.000640,0.001504,0.001152,0.000352,1.218290
0.415729,0.758368,0.000864,0.014272,0.000576,0.001825,0.001216,0.000672,1.200562
0.435282,0.762816,0.000960,0.014337,0.000608,0.001472,0.000960,0.000416,1.225459
0.419858,0.747071,0.000896,0.014560,0.000352,0.001472,0.001121,0.000384,1.193106
0.420337,0.760480,0.000896,0.016097,0.000576,0.001504,0.000960,0.000384,1.208050
0.421553,0.760864,0.000800,0.014497,0.000640,0.001536,0.001056,0.000576,1.207506
0.420625,0.748255,0.000832,0.014529,0.000608,0.001472,0.001056,0.000608,1.195185
0.416178,0.793184,0.001216,0.016384,0.000832,0.001504,0.000864,0.000384,1.238164
0.420082,0.754911,0.000832,0.014305,0.000608,0.001888,0.001120,0.000384,1.201426
0.420658,0.763616,0.001024,0.016096,0.000384,0.001441,0.001024,0.000704,1.213523
0.420146,0.790272,0.000833,0.016480,0.000864,0.001504,0.001056,0.000416,1.239987
0.421329,0.798433,0.000961,0.014592,0.000416,0.001536,0.000928,0.000416,1.246483
0.420370,0.763872,0.000832,0.014208,0.000640,0.001440,0.000992,0.000576,1.210099
0.432914,0.764127,0.000864,0.015105,0.000608,0.001504,0.000928,0.000608,1.224339
0.420305,0.790208,0.001088,0.014849,0.000864,0.001568,0.000896,0.000384,1.237843
0.420689,0.826050,0.000832,0.016545,0.000832,0.001536,0.001120,0.000544,1.276117
0.416785,0.776768,0.001216,0.014689,0.000640,0.001568,0.001120,0.000608,1.223378
0.421010,0.756991,0.001312,0.015457,0.000608,0.001792,0.001440,0.000608,1.208562
0.420465,0.770751,0.001025,0.016832,0.000672,0.001600,0.001024,0.000384,1.220690
0.420850,0.798785,0.001024,0.014817,0.000352,0.001600,0.001024,0.000672,1.248116
0.421298,0.769600,0.001024,0.014560,0.000576,0.001664,0.000928,0.000353,1.218355
0.432946,0.776512,0.000928,0.014464,0.000800,0.001440,0.000992,0.000576,1.235731
0.420785,0.768639,0.000896,0.014272,0.000576,0.001568,0.001056,0.000640,1.216370
0.419921,0.759360,0.001216,0.016065,0.000832,0.001536,0.001056,0.000416,1.207762
0.420786,0.766016,0.000896,0.014624,0.000832,0.001536,0.000897,0.000576,1.213907
0.416337,0.765472,0.000768,0.014561,0.000640,0.001536,0.001088,0.000640,1.208754
0.415697,0.800641,0.001281,0.016192,0.000352,0.001504,0.001056,0.000384,1.243731
