Layer[0],TEE[1-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415538,0.681436,0.048034,0.000864,0.013408,0.000384,0.001472,0.000960,0.000352,1.170129
0.417393,0.718366,0.049282,0.000800,0.013824,0.000384,0.001472,0.000992,0.000320,1.211699
0.415954,0.703709,0.049282,0.000896,0.013888,0.000384,0.001536,0.000992,0.000320,1.195219
0.417137,0.694429,0.048546,0.000800,0.013696,0.000448,0.001793,0.001024,0.000352,1.186002
0.434194,0.700670,0.048450,0.000832,0.013792,0.000352,0.001568,0.001120,0.000384,1.209235
0.418257,0.700254,0.048450,0.000864,0.014081,0.000416,0.001472,0.001024,0.000384,1.193810
0.417618,0.690205,0.048418,0.000832,0.014625,0.000416,0.001568,0.001216,0.000384,1.183890
0.417265,0.710942,0.049378,0.000832,0.014593,0.000352,0.001984,0.001216,0.000352,1.204850
0.415506,0.691581,0.048418,0.000736,0.013953,0.000352,0.001440,0.001088,0.000384,1.181106
0.416722,0.715326,0.064931,0.000864,0.014112,0.000385,0.001568,0.000832,0.000384,1.224436
0.415730,0.699165,0.048674,0.000832,0.014145,0.000384,0.001472,0.001024,0.000352,1.189330
0.415922,0.715422,0.049378,0.000704,0.014497,0.000352,0.001504,0.000832,0.000352,1.207507
0.416049,0.744127,0.048546,0.000832,0.013857,0.000352,0.001664,0.000896,0.000352,1.234196
0.416305,0.709374,0.048770,0.000768,0.013985,0.000384,0.001504,0.001088,0.000320,1.200626
0.415858,0.745279,0.048738,0.000801,0.013568,0.000384,0.001504,0.000992,0.000352,1.235636
0.417906,0.728478,0.048290,0.000833,0.013728,0.000384,0.001472,0.001088,0.000384,1.221587
0.417521,0.712990,0.048898,0.000833,0.013568,0.000416,0.001472,0.001280,0.000352,1.206578
0.417137,0.740671,0.048962,0.000769,0.013504,0.000384,0.001472,0.001088,0.000384,1.232467
0.436658,0.706686,0.049634,0.000800,0.013537,0.000352,0.001472,0.000960,0.000384,1.218995
0.415954,0.736127,0.048034,0.000832,0.013537,0.000352,0.001504,0.000960,0.000384,1.225972
0.416049,0.727103,0.048834,0.000800,0.013441,0.000416,0.001504,0.000960,0.000384,1.217651
0.417874,0.702365,0.048290,0.000832,0.013664,0.000352,0.001440,0.000960,0.000352,1.194290
0.416498,0.704637,0.048482,0.000833,0.013632,0.000416,0.001504,0.000960,0.000288,1.195346
0.416754,0.762336,0.048322,0.000864,0.013472,0.000384,0.001536,0.001025,0.000384,1.253269
0.416689,0.710430,0.048290,0.000864,0.013760,0.000384,0.001536,0.001184,0.000384,1.202098
0.417266,0.707261,0.048578,0.000896,0.013760,0.000416,0.001536,0.001024,0.000416,1.200050
0.435922,0.710333,0.049474,0.001056,0.013824,0.000352,0.001536,0.001088,0.000384,1.223699
0.418034,0.700542,0.048130,0.000928,0.014112,0.000384,0.001664,0.000960,0.000352,1.192690
0.417713,0.694589,0.048675,0.000864,0.014112,0.000480,0.001408,0.000928,0.000384,1.186449
0.417778,0.697917,0.048482,0.001152,0.014049,0.000448,0.001472,0.000992,0.000352,1.190738
0.417010,0.705950,0.048002,0.000864,0.013632,0.000384,0.001504,0.001024,0.000384,1.196371
0.415505,0.699581,0.052931,0.000832,0.014560,0.000384,0.001472,0.000960,0.000320,1.212914
0.417714,0.692253,0.048578,0.000864,0.013857,0.000384,0.001856,0.001024,0.000320,1.184434
0.419026,0.702334,0.047714,0.000832,0.013920,0.000448,0.001504,0.000992,0.000384,1.194387
0.417618,0.735039,0.054370,0.000992,0.014177,0.000416,0.001504,0.001088,0.000352,1.235028
0.417233,0.697149,0.048642,0.001088,0.013984,0.000480,0.001472,0.001312,0.000352,1.189106
0.418193,0.713822,0.048418,0.000800,0.013857,0.000384,0.001536,0.001280,0.000384,1.207314
0.418226,0.719070,0.048642,0.000768,0.014113,0.000416,0.001600,0.001312,0.000384,1.212371
0.417138,0.691517,0.048578,0.000736,0.013921,0.000384,0.001664,0.001280,0.000256,1.183058
0.416946,0.702749,0.048130,0.000800,0.013856,0.000416,0.001632,0.000960,0.000384,1.193394
0.444051,0.705118,0.048098,0.000800,0.013568,0.000352,0.001440,0.001088,0.000416,1.223124
0.416145,0.692733,0.048130,0.000800,0.013472,0.000384,0.001472,0.001025,0.000320,1.182386
0.415794,0.695677,0.047938,0.000736,0.013569,0.000416,0.001440,0.001056,0.000352,1.184626
0.415377,0.702493,0.047970,0.000832,0.013537,0.000352,0.001440,0.000960,0.000320,1.190930
0.415858,0.697437,0.047842,0.000832,0.013537,0.000416,0.001472,0.001408,0.000352,1.188466
0.416113,0.739263,0.048866,0.000800,0.013953,0.000384,0.001408,0.001184,0.000352,1.231251
0.415377,0.704062,0.048002,0.000800,0.013696,0.000417,0.001504,0.001024,0.000416,1.192722
0.415890,0.701437,0.048962,0.000800,0.013569,0.000384,0.001504,0.001056,0.000352,1.191954
0.415505,0.712285,0.048258,0.000832,0.013504,0.000384,0.001504,0.001056,0.000352,1.201682
0.415057,0.701950,0.047682,0.000832,0.013888,0.000384,0.001536,0.000960,0.000352,1.190610
0.415122,0.717470,0.047938,0.000800,0.013473,0.000352,0.001440,0.000992,0.000320,1.205747
0.433618,0.693213,0.048450,0.000832,0.013473,0.000384,0.001440,0.000992,0.000352,1.200594
0.415890,0.708414,0.048130,0.000832,0.013408,0.000384,0.001504,0.000961,0.000320,1.197459
0.416050,0.689725,0.048098,0.000800,0.013440,0.000416,0.001504,0.000928,0.000288,1.178321
0.433586,0.705182,0.047906,0.000864,0.013473,0.000416,0.001536,0.000992,0.000384,1.213427
0.416146,0.711454,0.048514,0.000832,0.013505,0.000352,0.001536,0.001120,0.000320,1.202163
0.415826,0.732734,0.048866,0.000864,0.013472,0.000384,0.001504,0.001344,0.000352,1.222867
0.415377,0.699133,0.048098,0.000864,0.013440,0.000416,0.001504,0.001056,0.000384,1.187377
0.415441,0.699741,0.049026,0.000800,0.013409,0.000384,0.001504,0.000896,0.000384,1.189234
0.414418,0.718078,0.048194,0.000832,0.013537,0.000448,0.001440,0.001024,0.000320,1.206195
0.415698,0.702621,0.048546,0.000800,0.013441,0.000384,0.001504,0.001120,0.000352,1.191922
0.415282,0.703901,0.048866,0.000768,0.013376,0.000352,0.001536,0.001184,0.000352,1.192690
0.415697,0.708926,0.048546,0.000832,0.013569,0.000352,0.001472,0.001024,0.000384,1.198515
0.416369,0.705118,0.047778,0.001152,0.013505,0.000384,0.001472,0.000896,0.000384,1.194610
0.419026,0.698909,0.049314,0.000832,0.013473,0.000416,0.001504,0.001056,0.000384,1.193842
0.432658,0.691133,0.048610,0.000800,0.014657,0.000384,0.001632,0.001216,0.000384,1.200082
0.417970,0.697597,0.048675,0.000832,0.013792,0.000320,0.001536,0.000992,0.000352,1.189970
0.415986,0.732638,0.049571,0.000864,0.013728,0.000384,0.001696,0.001120,0.000384,1.224115
0.417361,0.705342,0.048258,0.000928,0.014113,0.000416,0.001504,0.001024,0.000384,1.196722
0.415889,0.695934,0.048450,0.000832,0.014208,0.000448,0.001472,0.001344,0.000352,1.186706
0.417073,0.714398,0.047874,0.000801,0.013984,0.000384,0.001472,0.000960,0.000288,1.205586
0.422066,0.707549,0.049570,0.000896,0.014688,0.000480,0.001824,0.001281,0.000384,1.207955
0.420050,0.704766,0.048898,0.001088,0.014689,0.000352,0.001568,0.000960,0.000320,1.200531
0.418226,0.741951,0.048354,0.000896,0.014625,0.000416,0.001792,0.000992,0.000352,1.235988
0.418769,0.701725,0.048514,0.000800,0.014209,0.000352,0.001536,0.001056,0.000384,1.196402
0.416049,0.691549,0.048546,0.000832,0.014624,0.000416,0.001536,0.001216,0.000384,1.183506
0.434706,0.704541,0.048770,0.001088,0.014336,0.000352,0.001536,0.001184,0.000352,1.215059
0.417777,0.727550,0.048386,0.000864,0.014529,0.000384,0.001504,0.001024,0.000384,1.219571
0.416849,0.707485,0.048738,0.000832,0.014369,0.000320,0.001472,0.001024,0.000352,1.199506
0.420721,0.703421,0.048610,0.001088,0.014433,0.000352,0.001536,0.001088,0.000352,1.199698
0.417713,0.695390,0.049282,0.000832,0.013856,0.000352,0.001985,0.001088,0.000352,1.189170
0.417074,0.722430,0.048578,0.000896,0.014113,0.000352,0.001536,0.001152,0.000352,1.214707
0.416690,0.727102,0.048194,0.000928,0.014593,0.000352,0.001440,0.001152,0.000384,1.218867
0.418674,0.702397,0.048834,0.000800,0.014113,0.000384,0.001632,0.000992,0.000384,1.196050
0.416753,0.756543,0.048419,0.000736,0.013856,0.000416,0.001536,0.001088,0.000352,1.248884
0.416914,0.699357,0.048802,0.000864,0.013728,0.000416,0.001472,0.001280,0.000384,1.191698
0.418577,0.694525,0.048354,0.000897,0.014112,0.000352,0.001600,0.001248,0.000352,1.187761
0.437075,0.702173,0.048066,0.000896,0.013921,0.000384,0.001600,0.001184,0.000352,1.213971
0.419218,0.702173,0.048098,0.000800,0.014113,0.000384,0.001472,0.001184,0.000384,1.195698
0.419921,0.698366,0.049090,0.000864,0.014273,0.000384,0.001600,0.000992,0.000416,1.193970
0.415314,0.694877,0.048770,0.000928,0.013857,0.000416,0.001504,0.000992,0.000352,1.184818
0.417394,0.695101,0.048386,0.000864,0.014049,0.000416,0.001632,0.000992,0.000384,1.186802
0.417906,0.723198,0.047906,0.000864,0.014017,0.000416,0.001472,0.000960,0.000320,1.215411
0.415569,0.736511,0.047810,0.000800,0.013697,0.000384,0.001472,0.001120,0.000288,1.225363
0.416690,0.707326,0.048354,0.001152,0.014496,0.000416,0.001601,0.001152,0.000352,1.200243
0.416914,0.766624,0.049058,0.000832,0.013569,0.000416,0.001504,0.001088,0.000352,1.259317
0.416785,0.723871,0.048130,0.000864,0.013696,0.000352,0.001473,0.000992,0.000320,1.214355
0.415057,0.700893,0.047714,0.000832,0.013505,0.000352,0.001504,0.000992,0.000320,1.188786
0.437330,0.734686,0.048610,0.000833,0.013504,0.000384,0.001440,0.000832,0.000320,1.247124
0.415281,0.740063,0.049218,0.000832,0.013472,0.000416,0.001440,0.001024,0.000352,1.230195
0.415442,0.697661,0.048194,0.000832,0.013441,0.000352,0.001472,0.001056,0.000352,1.186578
0.433779,0.701789,0.048098,0.000800,0.013505,0.000384,0.001472,0.001120,0.000352,1.209299
0.416401,0.702302,0.048482,0.000800,0.013409,0.000352,0.001472,0.000992,0.000352,1.192818
0.416369,0.704702,0.064931,0.000832,0.013600,0.000320,0.001440,0.001025,0.000384,1.212595
0.415666,0.713982,0.048418,0.000832,0.013377,0.000320,0.001472,0.001120,0.000352,1.203507
0.416657,0.702270,0.048866,0.000768,0.013697,0.000352,0.001600,0.001248,0.000352,1.194706
0.416081,0.719006,0.048194,0.000864,0.013505,0.000864,0.001504,0.001120,0.000384,1.209683
0.416178,0.703581,0.048706,0.000832,0.013409,0.000320,0.001440,0.000832,0.000288,1.193778
0.416562,0.735071,0.048354,0.000800,0.013472,0.000384,0.001568,0.000960,0.000320,1.225683
0.415058,0.723358,0.048482,0.000832,0.013537,0.000416,0.001536,0.000960,0.000288,1.212083
0.415634,0.707197,0.049090,0.000833,0.013600,0.000448,0.001408,0.000896,0.000352,1.197298
0.417106,0.685116,0.048738,0.000673,0.013504,0.000384,0.001504,0.000960,0.000352,1.175601
0.431794,0.702781,0.048482,0.000865,0.013504,0.000384,0.001440,0.000928,0.000352,1.208978
0.416881,0.707294,0.048962,0.000864,0.013537,0.000416,0.001472,0.001056,0.000352,1.200242
0.416017,0.713470,0.048418,0.000832,0.013537,0.000384,0.001376,0.001024,0.000320,1.204722
0.416881,0.724767,0.049314,0.000832,0.013728,0.000416,0.001505,0.001088,0.000352,1.217491
0.416338,0.730782,0.048610,0.000832,0.013568,0.000416,0.001472,0.001184,0.000384,1.221043
0.415441,0.723294,0.048482,0.000864,0.013569,0.000416,0.001536,0.000992,0.000352,1.213107
0.416146,0.688157,0.048738,0.000768,0.013440,0.000352,0.001472,0.000896,0.000384,1.177906
0.415474,0.676284,0.048610,0.000864,0.013633,0.000320,0.001440,0.000960,0.000352,1.165745
0.416338,0.763328,0.048610,0.000832,0.013856,0.000384,0.001505,0.001056,0.000352,1.254453
0.415794,0.705918,0.048450,0.000800,0.013408,0.000352,0.001440,0.000993,0.000320,1.195763
0.415985,0.722398,0.048994,0.000800,0.013536,0.000384,0.001440,0.000960,0.000384,1.212690
0.433363,0.737215,0.048866,0.000800,0.013504,0.000416,0.001440,0.001025,0.000352,1.245877
0.418737,0.710334,0.048738,0.000800,0.013377,0.000416,0.001504,0.001248,0.000384,1.204274
0.415985,0.704734,0.048706,0.000864,0.013441,0.000384,0.001440,0.001088,0.000320,1.195314
0.415442,0.700093,0.048354,0.000832,0.013473,0.000384,0.001504,0.001088,0.000352,1.189330
0.416210,0.727390,0.048450,0.000800,0.013473,0.000384,0.001504,0.000960,0.000352,1.217107
0.415825,0.721278,0.048290,0.000800,0.013408,0.000352,0.001536,0.001088,0.000320,1.211090
0.416529,0.693757,0.048706,0.001056,0.013504,0.000352,0.001473,0.000960,0.000352,1.184530
0.414418,0.696989,0.048610,0.000768,0.013473,0.000352,0.001504,0.000992,0.000384,1.185906
0.415410,0.714846,0.048738,0.000832,0.013472,0.000416,0.001505,0.000928,0.000320,1.204563
0.416049,0.704638,0.048674,0.000832,0.013537,0.000352,0.001472,0.001024,0.000320,1.194962
0.415506,0.699965,0.048514,0.000832,0.013505,0.000384,0.001408,0.000992,0.000352,1.190162
0.429618,0.676317,0.048290,0.000832,0.013632,0.000416,0.001537,0.001216,0.000352,1.181074
0.417073,0.689533,0.049250,0.000800,0.013473,0.000320,0.001504,0.001088,0.000352,1.181489
0.415314,0.690333,0.048514,0.000864,0.013569,0.000416,0.001504,0.001056,0.000352,1.178706
0.433170,0.696477,0.049314,0.000864,0.013537,0.000352,0.001536,0.000992,0.000320,1.203858
0.415858,0.687069,0.048514,0.000832,0.013600,0.000384,0.001472,0.001120,0.000288,1.175857
0.415954,0.698237,0.048066,0.000832,0.013473,0.000384,0.001440,0.000992,0.000352,1.187314
0.415538,0.698013,0.047298,0.000864,0.013473,0.000384,0.001344,0.001024,0.000352,1.185746
0.415793,0.710174,0.048258,0.000832,0.014049,0.000352,0.001536,0.001088,0.000384,1.198706
0.415761,0.739327,0.050786,0.000832,0.013728,0.000352,0.001440,0.001025,0.000352,1.231732
0.416914,0.697693,0.048642,0.000896,0.013665,0.000416,0.001600,0.000928,0.000352,1.189106
0.416626,0.675452,0.048418,0.000832,0.013729,0.000352,0.001536,0.001184,0.000320,1.166577
0.415793,0.725471,0.048002,0.000832,0.013536,0.000384,0.001504,0.000993,0.000320,1.214035
0.415633,0.696286,0.048162,0.000800,0.013504,0.000416,0.001472,0.000960,0.000320,1.184753
0.417714,0.692221,0.047394,0.000864,0.013505,0.000416,0.001536,0.000960,0.000352,1.181682
0.434035,0.706205,0.047170,0.000928,0.013441,0.000320,0.001408,0.000896,0.000352,1.211763
0.416113,0.706046,0.047906,0.000864,0.013441,0.000416,0.001440,0.001024,0.000384,1.196210
0.415185,0.687485,0.047298,0.000832,0.013440,0.000416,0.001408,0.000928,0.000384,1.173937
0.414834,0.695069,0.047298,0.000864,0.013441,0.000416,0.001504,0.000960,0.000320,1.181682
0.415089,0.685853,0.047170,0.000800,0.013441,0.000384,0.001408,0.000992,0.000320,1.172593
0.416113,0.705086,0.066179,0.000864,0.013536,0.000384,0.001472,0.000960,0.000320,1.213651
0.416274,0.680988,0.047266,0.000768,0.013537,0.000320,0.001472,0.001184,0.000320,1.169745
0.415538,0.719838,0.047298,0.000800,0.013409,0.000384,0.001440,0.000960,0.000320,1.206771
0.415921,0.740959,0.047426,0.000768,0.013441,0.000352,0.001472,0.000992,0.000352,1.228563
0.414322,0.698525,0.047202,0.000864,0.013473,0.000384,0.001440,0.000864,0.000320,1.184914
0.416978,0.696989,0.047394,0.000864,0.013441,0.000384,0.001472,0.000992,0.000352,1.185970
0.415186,0.745407,0.047522,0.000832,0.013505,0.000384,0.001440,0.001024,0.000320,1.232404
0.416434,0.718878,0.047266,0.000608,0.013440,0.000384,0.001505,0.000864,0.000320,1.206547
0.415538,0.709789,0.047394,0.000832,0.013472,0.000416,0.001504,0.001056,0.000352,1.199506
0.449779,0.701918,0.047554,0.000832,0.013536,0.000352,0.001440,0.000992,0.000384,1.225172
0.416657,0.746815,0.047682,0.000800,0.013568,0.000384,0.001472,0.000928,0.000352,1.239187
0.417841,0.701150,0.048610,0.000832,0.033569,0.001025,0.001504,0.001088,0.000352,1.215923
0.416881,0.714014,0.048674,0.000800,0.013409,0.000352,0.001504,0.000928,0.000320,1.204594
0.416818,0.723134,0.048962,0.001056,0.013600,0.000416,0.001472,0.001152,0.000352,1.215763
0.416210,0.728222,0.049026,0.000864,0.013665,0.000448,0.001472,0.001184,0.000352,1.220755
0.415666,0.697917,0.048578,0.000864,0.013601,0.000320,0.001440,0.001184,0.000384,1.188242
0.415825,0.711710,0.048546,0.000800,0.013665,0.000416,0.001504,0.001248,0.000352,1.201906
0.416114,0.718942,0.048290,0.000896,0.013601,0.000384,0.001536,0.001184,0.000384,1.209619
0.421234,0.754047,0.049538,0.000896,0.013664,0.000576,0.001856,0.001537,0.000320,1.254389
