Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],TEE[9-10],classifier
0.417616,0.017633,0.202216,0.005248,0.048418,0.000832,0.013729,0.000352,0.001536,0.117636,0.897987
0.433841,0.017569,0.202312,0.005056,0.048514,0.000832,0.013601,0.000320,0.001504,0.119044,0.916100
0.416400,0.017536,0.203080,0.004992,0.048322,0.000768,0.014081,0.000352,0.001472,0.113093,0.890179
0.416145,0.017728,0.204712,0.005312,0.048962,0.000864,0.013856,0.000384,0.001536,0.114245,0.898308
0.417360,0.017697,0.202216,0.005280,0.047682,0.000864,0.013696,0.000384,0.001472,0.118181,0.899107
0.416912,0.017537,0.202376,0.005024,0.048322,0.000832,0.014113,0.000384,0.001472,0.114724,0.892515
0.416656,0.017505,0.202888,0.005280,0.048642,0.000864,0.013824,0.000320,0.001440,0.115173,0.892642
0.416241,0.017600,0.202280,0.005249,0.048545,0.000897,0.014304,0.000320,0.001536,0.115941,0.896387
0.435153,0.017601,0.202792,0.005216,0.048706,0.000800,0.014241,0.000352,0.001664,0.117220,0.916804
0.415824,0.017697,0.202088,0.005056,0.048514,0.000832,0.013920,0.000352,0.001440,0.115013,0.893154
0.416177,0.017568,0.202056,0.005056,0.047874,0.000864,0.014305,0.000352,0.001472,0.119589,0.898051
0.415696,0.017569,0.202536,0.005056,0.048130,0.000768,0.014272,0.000352,0.001504,0.112228,0.887682
0.415824,0.017505,0.202696,0.005248,0.048290,0.000800,0.013920,0.000352,0.001857,0.119684,0.895555
0.416305,0.017632,0.203144,0.005025,0.050338,0.000768,0.014368,0.000416,0.001504,0.111781,0.895907
0.415952,0.020929,0.202856,0.005056,0.047938,0.000768,0.013920,0.000384,0.001473,0.115908,0.897411
0.435825,0.017665,0.203336,0.005216,0.049122,0.000992,0.013761,0.000384,0.001472,0.114756,0.914148
0.416432,0.017121,0.202792,0.005280,0.048194,0.000800,0.014145,0.000320,0.001536,0.112292,0.894115
0.415888,0.017441,0.202504,0.005024,0.048834,0.000800,0.013761,0.000320,0.001408,0.111684,0.884515
0.415952,0.017217,0.202088,0.005056,0.048450,0.000832,0.013697,0.000384,0.001408,0.110692,0.882371
0.416048,0.017760,0.202568,0.004992,0.049826,0.000800,0.014081,0.000416,0.001376,0.113125,0.891043
0.415728,0.017505,0.202248,0.005024,0.048578,0.001056,0.013633,0.000448,0.001440,0.113124,0.890115
0.416336,0.017441,0.203048,0.005024,0.048322,0.001024,0.013441,0.000384,0.001472,0.110276,0.886754
0.415984,0.017313,0.222313,0.005280,0.048194,0.001024,0.013472,0.000416,0.001473,0.109956,0.906051
0.416688,0.017665,0.202856,0.005056,0.047714,0.001024,0.013600,0.000384,0.001504,0.115525,0.891587
0.416049,0.017696,0.203111,0.005025,0.047586,0.000832,0.013696,0.000416,0.001440,0.110437,0.883491
0.416689,0.017792,0.202952,0.004993,0.047137,0.001057,0.013504,0.000384,0.001408,0.118213,0.898627
0.416112,0.017537,0.203208,0.005152,0.047586,0.001056,0.013505,0.000352,0.001376,0.114340,0.892131
0.415728,0.017633,0.203368,0.005024,0.047138,0.000768,0.013664,0.000416,0.001505,0.111716,0.886850
0.415856,0.017633,0.201896,0.005024,0.047074,0.000992,0.013665,0.000384,0.001472,0.111844,0.884163
0.417040,0.017409,0.223176,0.005377,0.048162,0.000800,0.013760,0.000352,0.001536,0.120517,0.920228
0.415504,0.017825,0.203112,0.005216,0.048290,0.000800,0.013793,0.000352,0.001440,0.115620,0.889475
0.416208,0.017600,0.202600,0.005024,0.048450,0.000864,0.013921,0.000320,0.001536,0.109316,0.889571
0.416464,0.017728,0.202312,0.005024,0.048066,0.000832,0.013697,0.000384,0.001472,0.114244,0.897539
0.415920,0.017793,0.203304,0.004992,0.047522,0.000960,0.013825,0.000352,0.001408,0.114276,0.887971
0.416016,0.017857,0.202472,0.005024,0.047970,0.000768,0.013761,0.000352,0.001472,0.115620,0.894467
0.417361,0.017952,0.204232,0.005185,0.047650,0.000800,0.013760,0.000352,0.001472,0.118981,0.902724
0.416497,0.017568,0.222472,0.005152,0.048866,0.001056,0.013889,0.000352,0.001536,0.117829,0.917956
0.415888,0.017761,0.202088,0.005088,0.048130,0.000800,0.013792,0.000384,0.001537,0.113988,0.889411
0.415953,0.017697,0.202279,0.005089,0.047842,0.000864,0.013824,0.000352,0.001632,0.108229,0.881443
0.416464,0.017249,0.202248,0.005248,0.047938,0.000800,0.013889,0.000384,0.001536,0.111140,0.885635
0.417040,0.017377,0.203112,0.005056,0.048098,0.000832,0.013921,0.000352,0.001440,0.111940,0.886947
0.415760,0.017505,0.202408,0.004992,0.048482,0.000992,0.013441,0.000352,0.001536,0.110308,0.892643
0.415441,0.017409,0.202760,0.004992,0.047650,0.001024,0.013472,0.000352,0.001408,0.113445,0.890563
0.415825,0.017600,0.219689,0.005408,0.048546,0.000768,0.013505,0.000352,0.001504,0.118052,0.913220
0.415633,0.017408,0.202504,0.004897,0.048386,0.001024,0.013536,0.000416,0.001504,0.112005,0.889571
0.465234,0.018273,0.204840,0.005056,0.047586,0.000832,0.013857,0.000352,0.001472,0.121572,0.950469
0.416944,0.017505,0.203464,0.005024,0.048386,0.000832,0.013889,0.000352,0.001472,0.115044,0.895811
0.417169,0.017568,0.202664,0.005249,0.048226,0.000704,0.013664,0.000384,0.001440,0.109509,0.884899
0.416208,0.017632,0.204104,0.005025,0.048449,0.000864,0.013921,0.000352,0.001472,0.111140,0.885667
0.416144,0.017665,0.202504,0.004992,0.049058,0.001024,0.013761,0.000384,0.001504,0.109604,0.886595
0.416016,0.017472,0.219209,0.005280,0.047906,0.000832,0.013697,0.000384,0.001504,0.109796,0.901955
0.416432,0.017793,0.203432,0.005056,0.048226,0.000800,0.013632,0.000416,0.001472,0.110853,0.892226
0.415408,0.017440,0.203048,0.004992,0.048802,0.000992,0.013633,0.000384,0.001472,0.112004,0.890115
0.415952,0.017601,0.203432,0.005024,0.048322,0.000992,0.013473,0.000352,0.001440,0.113764,0.887619
0.456850,0.017953,0.203784,0.005088,0.047970,0.000832,0.013537,0.000384,0.001472,0.121093,0.949446
0.416368,0.017473,0.202888,0.005056,0.048290,0.000832,0.014017,0.000352,0.001472,0.112164,0.888451
0.416144,0.017537,0.202536,0.005024,0.048578,0.000832,0.014016,0.000320,0.001409,0.116484,0.897187
0.416368,0.018017,0.218568,0.005185,0.049729,0.000865,0.013472,0.000384,0.001472,0.113413,0.905155
0.416528,0.017857,0.202344,0.004992,0.048546,0.000992,0.013761,0.000384,0.001472,0.107524,0.880803
0.415952,0.017505,0.202888,0.005088,0.047842,0.000800,0.013473,0.000352,0.001408,0.111364,0.889667
0.417232,0.017729,0.202952,0.005024,0.048418,0.000832,0.014145,0.000352,0.001504,0.115044,0.895683
0.433745,0.017697,0.203176,0.005152,0.048098,0.000768,0.014241,0.000352,0.001536,0.114404,0.910692
0.414192,0.017601,0.202984,0.005024,0.047970,0.000832,0.013728,0.000352,0.001440,0.114340,0.886595
0.416144,0.017665,0.203080,0.005024,0.047842,0.000800,0.013857,0.000320,0.001472,0.109604,0.883170
0.416496,0.017569,0.202952,0.005280,0.065155,0.000896,0.014432,0.000416,0.001632,0.118533,0.913540
0.415248,0.017473,0.202312,0.005120,0.049730,0.001024,0.013985,0.000384,0.001472,0.114692,0.890979
0.416272,0.017633,0.202504,0.005024,0.047906,0.000832,0.013537,0.000384,0.001376,0.114116,0.889987
0.416240,0.017633,0.202472,0.005024,0.048066,0.001024,0.013537,0.000352,0.001408,0.108868,0.886339
0.432497,0.017761,0.203336,0.005056,0.047426,0.001024,0.013696,0.000320,0.001408,0.102596,0.890819
0.416656,0.017665,0.202792,0.004864,0.047650,0.001056,0.013473,0.000384,0.001504,0.112900,0.886883
0.416337,0.017632,0.202440,0.005057,0.048161,0.000833,0.013568,0.000384,0.001440,0.112517,0.894915
0.415696,0.017505,0.203784,0.004864,0.047586,0.001056,0.013633,0.000384,0.001472,0.134469,0.909507
0.417905,0.017569,0.204200,0.004992,0.047042,0.000832,0.013664,0.000352,0.001408,0.120517,0.899428
0.416432,0.017569,0.215688,0.005280,0.047426,0.000832,0.013793,0.000320,0.001376,0.107524,0.891939
0.416880,0.017729,0.202888,0.005024,0.047234,0.001056,0.013632,0.000353,0.001504,0.114276,0.888194
0.430833,0.017793,0.203624,0.005024,0.048066,0.000864,0.013632,0.000352,0.001408,0.111109,0.901891
0.416913,0.017761,0.202247,0.005057,0.048322,0.000672,0.013536,0.000384,0.001376,0.107204,0.886243
0.415857,0.017472,0.203112,0.005025,0.049249,0.000609,0.013600,0.000352,0.001376,0.107652,0.881571
0.415760,0.017728,0.202984,0.005248,0.048674,0.001024,0.013473,0.000384,0.001408,0.103524,0.876323
0.415985,0.017760,0.201831,0.004865,0.048290,0.000928,0.013344,0.000384,0.001440,0.113573,0.894819
0.417264,0.017633,0.202760,0.004864,0.047778,0.001024,0.013312,0.000352,0.001408,0.101220,0.871970
0.416592,0.017569,0.203496,0.004992,0.047042,0.000608,0.013536,0.000320,0.001504,0.118149,0.896387
0.416240,0.017505,0.216360,0.005377,0.047553,0.000992,0.013697,0.000320,0.001472,0.113285,0.902147
0.415792,0.017601,0.202152,0.004992,0.047394,0.000832,0.013760,0.000352,0.001472,0.113284,0.889603
0.416113,0.017921,0.204232,0.005024,0.048770,0.000800,0.013696,0.000320,0.001472,0.118917,0.902628
0.416240,0.017921,0.204072,0.005152,0.048066,0.000864,0.013985,0.000320,0.001536,0.114532,0.896291
0.416560,0.017760,0.202728,0.005248,0.048514,0.000832,0.014017,0.000352,0.001696,0.115141,0.894947
0.416336,0.017697,0.202952,0.005056,0.048194,0.000672,0.013921,0.000352,0.001504,0.113604,0.892259
0.416144,0.018241,0.202248,0.004864,0.049346,0.000832,0.013729,0.000320,0.001408,0.112004,0.890915
0.415728,0.017441,0.216041,0.005216,0.047938,0.000928,0.013472,0.000320,0.001472,0.111365,0.903619
0.415632,0.017568,0.202216,0.004896,0.047394,0.000768,0.013409,0.000352,0.001472,0.113732,0.887715
0.415056,0.017440,0.202152,0.005024,0.047266,0.000832,0.013345,0.000352,0.001408,0.108580,0.885539
0.415856,0.017505,0.202216,0.004896,0.047042,0.000800,0.013441,0.000352,0.001408,0.110756,0.881250
0.433137,0.017825,0.203080,0.005120,0.047426,0.000992,0.013409,0.000384,0.001472,0.112452,0.906692
0.416337,0.017857,0.203496,0.005216,0.047330,0.001056,0.013664,0.000384,0.001472,0.116709,0.893603
0.416241,0.017825,0.204296,0.005024,0.048546,0.000768,0.013984,0.000352,0.001440,0.119749,0.900292
0.416977,0.017568,0.218344,0.005280,0.049442,0.000832,0.013697,0.000384,0.001504,0.114980,0.910212
0.416529,0.017696,0.202728,0.004800,0.048066,0.001056,0.013697,0.000416,0.001504,0.112260,0.888515
0.415953,0.017569,0.202023,0.004993,0.047650,0.001088,0.013440,0.000352,0.001440,0.115045,0.891043
0.416496,0.017632,0.202408,0.005152,0.047554,0.000992,0.013441,0.000320,0.001472,0.115237,0.892899
0.417520,0.017505,0.203144,0.005024,0.047682,0.000800,0.013825,0.000352,0.001440,0.114916,0.891907
0.417169,0.017504,0.202792,0.004993,0.048834,0.001056,0.013440,0.000352,0.001408,0.112101,0.889187
0.416176,0.017729,0.202408,0.004864,0.048770,0.001024,0.013505,0.000384,0.001440,0.111172,0.885859
0.416240,0.017696,0.221417,0.005376,0.047330,0.000928,0.013505,0.000352,0.001440,0.114084,0.905508
0.416208,0.017953,0.203464,0.005056,0.048258,0.001024,0.013824,0.000352,0.001440,0.113509,0.890626
0.415984,0.017505,0.203368,0.005280,0.047618,0.000672,0.013825,0.000384,0.001504,0.113988,0.896195
0.416112,0.017472,0.202728,0.005120,0.047682,0.000800,0.013697,0.000320,0.001376,0.102628,0.872578
0.428625,0.017409,0.202408,0.004800,0.048226,0.000832,0.013729,0.000384,0.001440,0.100932,0.887235
0.417424,0.017600,0.202760,0.005152,0.050146,0.000800,0.014273,0.000320,0.001408,0.112773,0.889891
0.415504,0.017793,0.202792,0.004992,0.047938,0.001056,0.013569,0.000352,0.001440,0.116324,0.890339
0.415536,0.017537,0.202600,0.004992,0.048578,0.001024,0.013729,0.000384,0.001408,0.132421,0.906531
0.416465,0.018081,0.202471,0.004993,0.047778,0.000800,0.013408,0.000320,0.001376,0.110309,0.884067
0.416048,0.017473,0.201831,0.004993,0.048514,0.000832,0.013408,0.000320,0.001408,0.104196,0.873666
0.462611,0.017504,0.204232,0.004993,0.048033,0.000800,0.013409,0.000352,0.001408,0.110436,0.932581
0.434161,0.017729,0.204328,0.005056,0.046978,0.001024,0.013664,0.000352,0.001440,0.110437,0.901923
0.416176,0.017665,0.203368,0.005248,0.047458,0.001056,0.013345,0.000352,0.001408,0.110020,0.882658
0.416208,0.017505,0.202120,0.004896,0.047554,0.000928,0.013376,0.000384,0.001376,0.105060,0.875234
0.415312,0.017729,0.202312,0.004864,0.047586,0.000800,0.013345,0.000384,0.001408,0.127205,0.898883
0.415600,0.017697,0.202696,0.004832,0.046882,0.000992,0.013377,0.000384,0.001440,0.105604,0.875330
0.461810,0.017664,0.202984,0.004801,0.047521,0.000993,0.013568,0.000352,0.001408,0.106148,0.923172
0.415728,0.017889,0.202312,0.004992,0.047234,0.000768,0.013408,0.000352,0.001345,0.102532,0.882146
0.416144,0.017664,0.223561,0.004928,0.046882,0.001088,0.013345,0.000352,0.001536,0.112324,0.907780
0.415952,0.017569,0.203016,0.004832,0.046946,0.000768,0.013312,0.000352,0.001441,0.111524,0.889635
0.415856,0.017697,0.203080,0.004992,0.046882,0.001024,0.013664,0.000384,0.001440,0.113765,0.890946
0.416432,0.017633,0.202952,0.005056,0.047426,0.000992,0.013760,0.000384,0.001472,0.115301,0.892835
0.418161,0.017440,0.201991,0.005281,0.048642,0.000832,0.013632,0.000384,0.001728,0.115461,0.894979
0.416112,0.017697,0.202344,0.005024,0.048194,0.001056,0.013729,0.000384,0.001504,0.104548,0.876610
0.415824,0.017537,0.202280,0.004832,0.047714,0.001056,0.013536,0.000352,0.001472,0.111141,0.885442
0.416240,0.017473,0.222889,0.005216,0.047266,0.000832,0.013568,0.000352,0.001377,0.138597,0.931684
0.417232,0.017569,0.204712,0.005056,0.047010,0.000928,0.013505,0.000352,0.001472,0.115044,0.899651
0.415248,0.017472,0.203240,0.005312,0.047074,0.001024,0.013633,0.000352,0.001440,0.120773,0.898947
0.416144,0.018113,0.203752,0.004992,0.047074,0.000576,0.013376,0.000384,0.001504,0.115077,0.890562
0.416560,0.017729,0.202856,0.004960,0.047106,0.000800,0.013345,0.000416,0.001440,0.111684,0.886403
0.415792,0.018241,0.203144,0.004992,0.046946,0.001024,0.013408,0.000352,0.001441,0.112804,0.888514
0.415760,0.017889,0.204744,0.005056,0.047426,0.001024,0.013760,0.000384,0.001505,0.120644,0.904963
0.415760,0.017696,0.220425,0.005056,0.047458,0.000832,0.013601,0.000352,0.001504,0.110852,0.903524
0.416176,0.017185,0.202504,0.005248,0.047490,0.000864,0.013633,0.000384,0.001504,0.110180,0.885283
0.416592,0.017696,0.203080,0.004928,0.047298,0.000768,0.013601,0.000352,0.001440,0.111652,0.887843
0.415632,0.017633,0.202696,0.004960,0.046978,0.001024,0.013473,0.000352,0.001408,0.109028,0.883010
0.416529,0.017248,0.204328,0.005025,0.047170,0.001024,0.013664,0.000352,0.001408,0.109669,0.884899
0.415952,0.017569,0.202056,0.005024,0.047266,0.000896,0.013569,0.000384,0.001408,0.110340,0.886179
0.417296,0.017793,0.203976,0.004832,0.046946,0.000768,0.013696,0.000352,0.001409,0.114212,0.901059
0.417232,0.017473,0.223433,0.005120,0.047810,0.000864,0.013569,0.000352,0.001504,0.123781,0.922884
0.417681,0.017761,0.203976,0.005088,0.047554,0.001024,0.013696,0.000384,0.001472,0.110853,0.885987
0.419312,0.017601,0.203592,0.005248,0.047426,0.001024,0.013761,0.000416,0.001536,0.114724,0.895811
0.417105,0.017760,0.204200,0.004993,0.047873,0.000833,0.013888,0.000384,0.001472,0.111845,0.887171
0.415696,0.017473,0.203368,0.005056,0.048130,0.000800,0.013857,0.000320,0.001440,0.115428,0.888131
0.415921,0.017504,0.203816,0.005057,0.049378,0.001056,0.013568,0.000352,0.001472,0.108645,0.886787
0.415408,0.017569,0.203304,0.005152,0.047106,0.001024,0.013664,0.000352,0.001441,0.111012,0.886306
0.415792,0.017888,0.221513,0.005248,0.047202,0.000800,0.013441,0.000384,0.001472,0.109188,0.910212
0.415728,0.017409,0.202088,0.004832,0.047266,0.000992,0.013728,0.000352,0.001440,0.108773,0.881186
0.415632,0.017537,0.202664,0.005024,0.047106,0.001088,0.013697,0.000384,0.001472,0.106660,0.880547
0.415825,0.017696,0.202952,0.004865,0.047425,0.000992,0.013793,0.000384,0.001408,0.104996,0.881571
0.435249,0.017760,0.202600,0.005025,0.047073,0.000960,0.013664,0.000384,0.001440,0.119365,0.920228
0.418384,0.017761,0.205800,0.005056,0.047874,0.001056,0.013760,0.000384,0.001504,0.116932,0.902883
0.416369,0.017472,0.203048,0.005249,0.048097,0.000832,0.013824,0.000384,0.001536,0.112709,0.888547
0.416304,0.017953,0.203016,0.005312,0.049282,0.001024,0.013761,0.000384,0.001472,0.128133,0.904707
0.416017,0.017536,0.202792,0.005057,0.047681,0.000992,0.013472,0.000320,0.001408,0.112325,0.887939
0.416336,0.017569,0.202504,0.004896,0.047234,0.000896,0.013728,0.000384,0.001472,0.110372,0.884962
0.416208,0.017633,0.203528,0.004992,0.046914,0.001024,0.013664,0.000352,0.001441,0.106788,0.881314
0.434769,0.017665,0.202600,0.004800,0.047202,0.001024,0.013665,0.000384,0.001472,0.106756,0.893027
0.416176,0.017505,0.201832,0.004960,0.046914,0.000800,0.013696,0.000352,0.001441,0.109220,0.881538
0.416561,0.017824,0.204552,0.004992,0.047266,0.001056,0.013728,0.000416,0.001472,0.113637,0.891555
0.415537,0.017920,0.203688,0.005025,0.048769,0.000768,0.013952,0.000320,0.001504,0.113989,0.910212
0.415248,0.017505,0.202920,0.005088,0.048258,0.000768,0.013728,0.000352,0.001536,0.111237,0.883522
0.414800,0.017632,0.202248,0.004992,0.048482,0.000800,0.013889,0.000352,0.001504,0.111172,0.886819
0.415824,0.017569,0.202920,0.004864,0.048098,0.001056,0.013633,0.000352,0.001440,0.109828,0.881058
0.434577,0.017505,0.202856,0.004800,0.048130,0.000992,0.013569,0.000384,0.001440,0.108644,0.900068
0.416049,0.017696,0.202408,0.005281,0.047201,0.001024,0.013409,0.000352,0.001472,0.109732,0.889827
0.416625,0.017632,0.202440,0.005153,0.047617,0.001056,0.013697,0.000352,0.001472,0.106020,0.878563
0.415152,0.017729,0.202888,0.005248,0.047042,0.000832,0.013664,0.000384,0.001473,0.116324,0.891267
0.417200,0.017537,0.201928,0.005024,0.046914,0.001056,0.013696,0.000384,0.001472,0.108773,0.880162
0.415600,0.017697,0.203560,0.005024,0.047746,0.000800,0.013665,0.000352,0.001440,0.112196,0.883682
0.416336,0.017889,0.205320,0.005056,0.046818,0.001088,0.013568,0.000320,0.001472,0.113957,0.894274
0.416304,0.017601,0.219048,0.005376,0.048482,0.000800,0.014465,0.000352,0.001472,0.116197,0.909955
0.416081,0.017760,0.202568,0.004993,0.048034,0.000800,0.014496,0.000384,0.001472,0.111845,0.890851
0.416336,0.017761,0.202408,0.005024,0.049698,0.001088,0.013760,0.000417,0.001440,0.115172,0.893059
0.415568,0.017505,0.203336,0.005056,0.047778,0.001024,0.013440,0.000352,0.001440,0.114021,0.891427
0.416176,0.017729,0.202664,0.005344,0.047362,0.001024,0.013664,0.000384,0.001408,0.103492,0.882082
0.415953,0.017440,0.203304,0.004833,0.047041,0.001024,0.013665,0.000384,0.001504,0.111556,0.885827
0.416592,0.017313,0.203848,0.005280,0.047138,0.001024,0.013729,0.000352,0.001440,0.115300,0.893923
0.416336,0.017729,0.218441,0.005216,0.047714,0.001024,0.013472,0.000352,0.001504,0.117733,0.908771
0.416688,0.017664,0.203272,0.005344,0.048386,0.000896,0.013537,0.000320,0.001408,0.116293,0.896867
0.416944,0.017761,0.202792,0.004992,0.047266,0.000800,0.013696,0.000352,0.001440,0.109989,0.884770
0.416145,0.017952,0.202280,0.005089,0.047713,0.000896,0.013665,0.000320,0.001472,0.117925,0.896515
0.416816,0.017665,0.202696,0.005024,0.047906,0.000896,0.013729,0.000352,0.001408,0.111492,0.885091
0.416241,0.017568,0.205256,0.004833,0.047554,0.000832,0.013696,0.000352,0.001472,0.117477,0.895875
0.416048,0.017921,0.213224,0.005120,0.048290,0.000864,0.013601,0.000320,0.001504,0.112068,0.900547
0.415568,0.017729,0.220457,0.005120,0.049474,0.000800,0.013505,0.000416,0.001728,0.119908,0.923748
0.416176,0.017505,0.202024,0.005024,0.048162,0.000896,0.013697,0.000384,0.001472,0.109764,0.885699
0.416593,0.017504,0.202952,0.005025,0.047970,0.000800,0.013664,0.000384,0.001440,0.110341,0.886339
0.415632,0.017889,0.203496,0.004896,0.048642,0.001024,0.013697,0.000320,0.001440,0.113924,0.897283
0.429361,0.017504,0.203816,0.005025,0.048354,0.000832,0.013856,0.000320,0.001824,0.109605,0.897571
0.418096,0.017825,0.203080,0.005024,0.048226,0.000800,0.014496,0.000385,0.001504,0.108836,0.885570
0.417424,0.017665,0.203368,0.005280,0.048642,0.000832,0.013793,0.000352,0.001504,0.112580,0.891235
0.416560,0.017569,0.218024,0.005120,0.047970,0.000800,0.014305,0.000352,0.001504,0.117157,0.908579
0.416048,0.017601,0.202696,0.004864,0.049314,0.000768,0.013760,0.000352,0.001537,0.111140,0.888802
0.416145,0.017440,0.203080,0.004801,0.047873,0.001024,0.013728,0.000384,0.001408,0.109957,0.892771
0.415601,0.017761,0.203111,0.004993,0.047554,0.001056,0.013504,0.000352,0.001440,0.115365,0.893443
0.429553,0.018017,0.202088,0.004864,0.047074,0.000800,0.013632,0.000320,0.001408,0.107044,0.891843
0.416816,0.017601,0.203336,0.005088,0.047170,0.001024,0.013729,0.000384,0.001440,0.110724,0.887139
0.415728,0.017633,0.203432,0.005280,0.047938,0.000992,0.013473,0.000384,0.001440,0.112612,0.888515
0.415792,0.017568,0.203688,0.005312,0.048162,0.001056,0.033122,0.000640,0.001536,0.110628,0.909092
0.417777,0.017632,0.203656,0.005025,0.048322,0.000960,0.013440,0.000384,0.001504,0.104004,0.880867
0.416656,0.017665,0.202888,0.005152,0.048354,0.000800,0.013953,0.000384,0.001536,0.112100,0.900035
0.416080,0.017633,0.203944,0.005280,0.048354,0.000832,0.014113,0.000352,0.001504,0.112836,0.891491
0.433041,0.017601,0.202344,0.005056,0.047746,0.000832,0.013824,0.000352,0.001376,0.111141,0.902275
0.416368,0.018080,0.202056,0.005056,0.047586,0.000800,0.013665,0.000352,0.001472,0.107300,0.883491
0.417009,0.017473,0.202727,0.005025,0.049954,0.000864,0.013728,0.000352,0.001472,0.113157,0.892163
0.415888,0.017313,0.202152,0.005248,0.048322,0.000992,0.013697,0.000352,0.001408,0.130597,0.905443
0.415920,0.017441,0.202952,0.005216,0.047810,0.000832,0.013888,0.000352,0.001473,0.110852,0.887554
0.417296,0.017537,0.203048,0.005088,0.049154,0.000800,0.013537,0.000352,0.001472,0.105540,0.885314
0.416560,0.017473,0.203496,0.005280,0.048130,0.000864,0.014048,0.000352,0.001473,0.113604,0.892899
0.434577,0.017697,0.203720,0.005024,0.048290,0.000864,0.014144,0.000384,0.001600,0.115012,0.913988
0.415952,0.017697,0.203560,0.005024,0.048034,0.000832,0.014113,0.000384,0.001792,0.115172,0.895171
0.416433,0.017632,0.202471,0.005089,0.047586,0.000832,0.013888,0.000384,0.001472,0.111173,0.889251
0.416112,0.017504,0.202600,0.005312,0.048418,0.000800,0.014113,0.000352,0.001472,0.121701,0.901987
0.416785,0.017472,0.203175,0.005025,0.048130,0.000800,0.013568,0.000352,0.001504,0.117253,0.894883
0.416241,0.017568,0.203048,0.005057,0.047905,0.000800,0.013920,0.000352,0.001408,0.112421,0.886019
0.416753,0.017537,0.202375,0.005057,0.048034,0.000768,0.013632,0.000320,0.001408,0.111685,0.885987
0.434545,0.017857,0.202952,0.005056,0.048482,0.000832,0.013697,0.000320,0.001440,0.108132,0.901124
0.416336,0.017729,0.202888,0.005024,0.049826,0.001024,0.013728,0.000416,0.001473,0.118980,0.898083
0.415760,0.017697,0.202216,0.004992,0.048258,0.000800,0.013888,0.000384,0.001408,0.113508,0.893859
0.417777,0.017760,0.204168,0.005153,0.047777,0.001024,0.013760,0.000352,0.001504,0.117413,0.917156
0.416752,0.017825,0.202760,0.005056,0.047522,0.000768,0.013408,0.000352,0.001440,0.114405,0.900003
0.417072,0.017505,0.202376,0.005024,0.048002,0.000832,0.013825,0.000352,0.001696,0.118628,0.893251
0.462642,0.017344,0.204712,0.005024,0.048514,0.000704,0.013504,0.000384,0.001568,0.110245,0.932516
0.433489,0.018049,0.202568,0.005088,0.047778,0.000832,0.013473,0.000352,0.001440,0.116516,0.909668
0.416304,0.017761,0.202376,0.005024,0.048162,0.000832,0.013441,0.000320,0.001440,0.114884,0.893027
0.416560,0.017441,0.201800,0.005024,0.048706,0.001088,0.013537,0.000352,0.001408,0.111556,0.885891
0.416752,0.017601,0.202632,0.004992,0.048290,0.000832,0.013697,0.000352,0.001472,0.118277,0.915044
0.416240,0.017889,0.203816,0.004992,0.047682,0.000832,0.013793,0.000352,0.001504,0.116292,0.892867
0.416912,0.017793,0.203880,0.005024,0.048194,0.001056,0.014401,0.000352,0.001536,0.119493,0.900899
0.418129,0.017760,0.203624,0.004993,0.048546,0.000800,0.013888,0.000384,0.001696,0.114245,0.894531
0.434513,0.017952,0.202536,0.005441,0.048130,0.000800,0.013952,0.000384,0.001632,0.114629,0.912675
0.416176,0.017569,0.202760,0.005024,0.047778,0.000800,0.014368,0.000352,0.001569,0.113540,0.893027
0.415825,0.017633,0.202343,0.005248,0.048450,0.000832,0.013952,0.000352,0.001472,0.112581,0.889187
0.416496,0.017697,0.202472,0.005088,0.048610,0.000832,0.013729,0.000352,0.001408,0.138149,0.914436
0.417457,0.017761,0.203432,0.005024,0.048194,0.000832,0.013952,0.000384,0.001728,0.115429,0.896035
0.416305,0.017664,0.202600,0.005280,0.048449,0.000832,0.013761,0.000352,0.001504,0.115845,0.895971
0.416048,0.017633,0.202504,0.005024,0.048418,0.000832,0.013697,0.000352,0.001792,0.114276,0.893891
0.433041,0.018336,0.203336,0.004961,0.048546,0.000864,0.013728,0.000320,0.001504,0.118949,0.918980
0.416208,0.017921,0.202792,0.005056,0.048354,0.000832,0.014017,0.000352,0.001504,0.113860,0.892419
0.416817,0.017600,0.203624,0.005025,0.048546,0.000832,0.013920,0.000320,0.001536,0.119973,0.901124
0.415825,0.017472,0.202792,0.005025,0.047842,0.000864,0.014208,0.000384,0.001600,0.137766,0.912388
