Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-7],Layer[8],Layer[9],Layer[10],classifier
0.416912,0.017761,0.202184,0.022785,0.049154,0.000640,0.013536,0.220457,0.002464,0.001088,0.000576,0.955749
0.416176,0.017633,0.202216,0.005056,0.047746,0.000832,0.013440,0.170887,0.002784,0.000864,0.000608,0.886178
0.416881,0.017696,0.201896,0.005344,0.048034,0.000800,0.013505,0.172519,0.002816,0.001056,0.000576,0.889187
0.415985,0.017569,0.202311,0.005280,0.047266,0.000576,0.013376,0.176167,0.002784,0.000960,0.000384,0.890531
0.431985,0.017409,0.202088,0.005248,0.047426,0.000800,0.013312,0.170567,0.002720,0.001024,0.000384,0.901251
0.416752,0.017665,0.202568,0.005280,0.047106,0.000832,0.013408,0.179015,0.002656,0.001056,0.000576,0.895619
0.415921,0.017536,0.202376,0.005057,0.046945,0.000832,0.013441,0.175399,0.002688,0.001024,0.000352,0.889315
0.415921,0.017888,0.221033,0.005120,0.047106,0.000832,0.013473,0.200424,0.002368,0.001024,0.000352,0.933733
0.415889,0.017376,0.201928,0.005344,0.046849,0.000800,0.013345,0.165286,0.002465,0.001152,0.000352,0.878435
0.415761,0.018112,0.205000,0.005280,0.047170,0.000832,0.013312,0.178183,0.002624,0.001056,0.000384,0.895395
0.415633,0.017696,0.202088,0.005441,0.046945,0.000801,0.013344,0.174375,0.002880,0.001056,0.000352,0.888931
0.416304,0.017537,0.202215,0.005088,0.046850,0.000576,0.013344,0.165735,0.003168,0.001024,0.000384,0.880067
0.415856,0.017441,0.202408,0.004992,0.047138,0.000800,0.013313,0.174215,0.002560,0.001056,0.000672,0.888835
0.416912,0.017665,0.202376,0.005120,0.046914,0.000832,0.013313,0.171462,0.002784,0.001216,0.000352,0.886627
0.415856,0.017409,0.220456,0.005153,0.046977,0.000832,0.013377,0.172807,0.002624,0.000992,0.000384,0.904963
0.415824,0.017569,0.202408,0.005248,0.047682,0.000800,0.013408,0.175143,0.002624,0.001056,0.000384,0.890178
0.415440,0.017345,0.202568,0.005344,0.046946,0.000800,0.013409,0.174087,0.002720,0.000960,0.000320,0.887747
0.416785,0.017633,0.203463,0.005473,0.046946,0.000736,0.013440,0.168743,0.002816,0.001248,0.000320,0.885699
0.415856,0.017601,0.202568,0.005504,0.047426,0.000992,0.013344,0.171783,0.002656,0.001024,0.000576,0.887106
0.416496,0.017633,0.203144,0.005216,0.046978,0.000768,0.013408,0.163655,0.002592,0.000928,0.000608,0.878978
0.417168,0.017473,0.202312,0.005024,0.046850,0.000608,0.013312,0.210665,0.002528,0.000896,0.000352,0.924996
0.415856,0.017409,0.223145,0.005152,0.047426,0.000800,0.013408,0.170407,0.002432,0.000928,0.000384,0.905251
0.416080,0.017633,0.202312,0.005248,0.046818,0.000832,0.013344,0.176647,0.002560,0.000960,0.000576,0.890882
0.416592,0.017889,0.202376,0.005248,0.046946,0.000544,0.013312,0.176038,0.002529,0.001088,0.000608,0.891139
0.416017,0.017664,0.202312,0.005312,0.047138,0.000576,0.013313,0.178311,0.002688,0.000928,0.000608,0.892867
0.415824,0.017633,0.202439,0.005216,0.047138,0.000800,0.013408,0.179207,0.002464,0.000864,0.000288,0.892962
0.416241,0.017504,0.202120,0.004769,0.046721,0.000800,0.013376,0.152390,0.001984,0.000832,0.000256,0.863458
0.415760,0.017664,0.202408,0.005024,0.046754,0.000800,0.013441,0.166662,0.002433,0.000864,0.000352,0.879843
0.416816,0.021121,0.230985,0.005024,0.046754,0.000576,0.013409,0.154278,0.002336,0.001248,0.000384,0.900355
0.416208,0.017409,0.202024,0.005056,0.046722,0.000576,0.013376,0.152838,0.002560,0.000800,0.000384,0.864769
0.416208,0.017537,0.201992,0.004960,0.046754,0.000480,0.013312,0.157799,0.002208,0.000704,0.000352,0.868962
0.416400,0.017441,0.201864,0.004832,0.046722,0.000832,0.013312,0.154791,0.001984,0.000736,0.000352,0.865602
0.428337,0.017504,0.201672,0.004865,0.047329,0.000800,0.013313,0.162502,0.002465,0.000800,0.000288,0.886275
0.415472,0.021057,0.201896,0.004832,0.046850,0.000576,0.013377,0.145317,0.002209,0.000800,0.000256,0.859202
0.417137,0.017696,0.202120,0.005025,0.046977,0.000833,0.013600,0.153830,0.002848,0.000928,0.000320,0.869634
0.416592,0.020897,0.202056,0.005024,0.046882,0.000480,0.013633,0.169158,0.002720,0.000864,0.000416,0.885603
0.415504,0.017505,0.201672,0.004800,0.046850,0.000576,0.013280,0.156710,0.002464,0.000768,0.000352,0.867650
0.417168,0.017601,0.202728,0.004960,0.046818,0.000608,0.013376,0.163431,0.002720,0.000832,0.000384,0.878370
0.416528,0.017409,0.202312,0.004896,0.047298,0.000576,0.013280,0.168391,0.002176,0.000800,0.000384,0.881890
0.415376,0.017441,0.215784,0.004960,0.046946,0.000832,0.013537,0.187655,0.002464,0.000992,0.000353,0.914084
0.415952,0.017633,0.203560,0.004864,0.046978,0.000448,0.013345,0.165030,0.002144,0.000992,0.000288,0.878498
0.415408,0.017633,0.202664,0.004864,0.046882,0.000608,0.013377,0.164646,0.002496,0.000960,0.000416,0.877762
0.417232,0.017505,0.202120,0.004736,0.046754,0.000512,0.013409,0.178343,0.002560,0.000928,0.000416,0.891523
0.429841,0.017473,0.201991,0.004833,0.046785,0.000545,0.013408,0.155686,0.002464,0.000800,0.000352,0.881218
0.416080,0.017473,0.201992,0.005504,0.046882,0.000768,0.013376,0.155974,0.002368,0.001024,0.000384,0.871202
0.416145,0.017409,0.202151,0.004961,0.046914,0.000800,0.013376,0.164967,0.002688,0.000864,0.000576,0.878531
0.415952,0.017537,0.201768,0.005280,0.046754,0.000640,0.013377,0.195175,0.002880,0.000832,0.000384,0.907204
0.416080,0.017664,0.202856,0.005056,0.046914,0.000576,0.013345,0.164486,0.002304,0.001248,0.000384,0.878243
0.416721,0.017376,0.201960,0.004897,0.046913,0.000800,0.013377,0.147590,0.002272,0.000832,0.000352,0.860098
0.416305,0.021025,0.202120,0.005024,0.046722,0.000864,0.013376,0.150566,0.002752,0.001056,0.000288,0.867234
0.417200,0.029217,0.202600,0.004800,0.046690,0.000704,0.013377,0.154886,0.002080,0.000928,0.000256,0.879842
0.415408,0.017825,0.201768,0.004800,0.046850,0.000704,0.013440,0.156262,0.001952,0.000832,0.000288,0.866402
0.416464,0.017665,0.201768,0.004832,0.046562,0.000576,0.013345,0.196871,0.002144,0.000768,0.000320,0.907907
0.414992,0.017825,0.201864,0.004768,0.046754,0.000608,0.013376,0.149990,0.002304,0.000608,0.000352,0.859905
0.431537,0.017697,0.202568,0.004832,0.046818,0.000800,0.013440,0.181639,0.002336,0.000897,0.000352,0.910948
0.415569,0.017728,0.201896,0.004832,0.046658,0.000608,0.013345,0.162278,0.002464,0.000832,0.000384,0.873410
0.415536,0.017601,0.202279,0.004801,0.046785,0.000576,0.013312,0.167271,0.002848,0.000800,0.000352,0.878627
0.416752,0.017697,0.203016,0.005280,0.046818,0.000832,0.013440,0.188360,0.002976,0.000928,0.000416,0.904291
0.416080,0.017281,0.202216,0.004832,0.046914,0.000608,0.013376,0.144902,0.002656,0.000736,0.000416,0.857057
0.417777,0.017472,0.202280,0.004800,0.046946,0.000576,0.013345,0.156102,0.002208,0.000832,0.000384,0.869506
0.415377,0.017664,0.202248,0.004865,0.046881,0.000576,0.013345,0.144070,0.002112,0.000832,0.000384,0.854946
0.427761,0.021057,0.202120,0.004864,0.046754,0.000768,0.013473,0.150501,0.002721,0.000992,0.000640,0.878787
0.415248,0.017505,0.201832,0.004896,0.046690,0.000864,0.013408,0.144966,0.002464,0.000896,0.000640,0.856353
0.416560,0.018913,0.201864,0.005344,0.047074,0.000576,0.013377,0.160518,0.001984,0.000832,0.000544,0.875746
0.415377,0.017440,0.201960,0.005313,0.047041,0.000992,0.013313,0.165286,0.002305,0.000832,0.000384,0.877763
0.428177,0.017793,0.201992,0.004864,0.046850,0.000832,0.013313,0.158982,0.002336,0.000736,0.000384,0.882979
0.415760,0.017473,0.202216,0.004864,0.047298,0.000992,0.013953,0.175206,0.002945,0.000928,0.000384,0.889571
0.415440,0.017312,0.201960,0.004864,0.046722,0.000512,0.013569,0.154438,0.002240,0.000864,0.000384,0.864578
0.415409,0.017665,0.201959,0.004897,0.077507,0.000672,0.013408,0.163335,0.002080,0.000992,0.000288,0.905380
0.415312,0.017537,0.201895,0.004832,0.047106,0.000576,0.013344,0.164231,0.002656,0.000928,0.000384,0.876706
0.416368,0.017537,0.201768,0.004768,0.046690,0.000480,0.013408,0.165799,0.002464,0.000800,0.000320,0.876898
0.415536,0.017377,0.201992,0.004864,0.046786,0.000800,0.013376,0.168647,0.002560,0.001024,0.000384,0.880642
0.429649,0.017440,0.202600,0.004865,0.046785,0.000801,0.013344,0.165607,0.002080,0.000864,0.000224,0.892611
0.416496,0.017473,0.202312,0.004896,0.046754,0.000800,0.013376,0.157478,0.002944,0.000832,0.000320,0.871459
0.416529,0.017760,0.202760,0.005249,0.047202,0.000736,0.013344,0.171303,0.002688,0.000864,0.000352,0.888419
0.417329,0.017696,0.202472,0.004897,0.047297,0.000929,0.013344,0.158758,0.002816,0.000961,0.000384,0.874435
0.417392,0.017793,0.203816,0.004832,0.047394,0.000992,0.013441,0.168358,0.003168,0.000960,0.000352,0.888163
0.416272,0.017729,0.202888,0.005088,0.047426,0.000832,0.013409,0.170310,0.003137,0.000896,0.000384,0.885859
0.416017,0.017792,0.202568,0.005057,0.047105,0.000512,0.013409,0.165158,0.002816,0.000928,0.000256,0.879907
0.434417,0.017761,0.203208,0.005088,0.047714,0.000864,0.013441,0.177831,0.002944,0.001152,0.000384,0.914308
0.416528,0.017889,0.201992,0.005088,0.047362,0.000480,0.013376,0.183912,0.002496,0.000928,0.000352,0.897827
0.414097,0.020992,0.202152,0.005249,0.047329,0.000736,0.013408,0.207208,0.002592,0.000928,0.000384,0.921988
0.415216,0.017633,0.202344,0.005120,0.047330,0.000992,0.013408,0.167559,0.002336,0.000928,0.000224,0.880578
0.415760,0.017569,0.202056,0.005280,0.047170,0.000896,0.013377,0.178055,0.002336,0.000800,0.000352,0.890403
0.416593,0.017409,0.202408,0.005216,0.047362,0.000800,0.013344,0.179591,0.003008,0.001056,0.000416,0.895780
0.416368,0.017729,0.202280,0.005216,0.047458,0.000832,0.013377,0.167846,0.002785,0.000864,0.000384,0.882499
0.417456,0.017633,0.218249,0.005344,0.047586,0.000800,0.013600,0.178311,0.002400,0.001025,0.000384,0.911044
0.416657,0.017632,0.202344,0.005441,0.047393,0.000864,0.013536,0.172647,0.003200,0.000896,0.000384,0.889027
0.416656,0.017536,0.202824,0.005056,0.047618,0.000800,0.013665,0.173383,0.003008,0.001120,0.000384,0.890627
0.416976,0.017697,0.202536,0.004960,0.047906,0.000768,0.013697,0.181575,0.002944,0.001184,0.000640,0.900771
0.416912,0.017505,0.202184,0.005056,0.047714,0.000832,0.013344,0.175591,0.003136,0.001088,0.000576,0.892291
0.416240,0.017760,0.202056,0.005472,0.047970,0.000800,0.013633,0.178791,0.003136,0.001056,0.000608,0.896707
0.416241,0.017600,0.202728,0.004864,0.048002,0.001024,0.013473,0.174471,0.002752,0.001120,0.000608,0.890947
0.415824,0.017921,0.223945,0.005056,0.047842,0.000768,0.013505,0.184295,0.002752,0.001120,0.000576,0.924100
0.416592,0.017665,0.202248,0.005024,0.048034,0.000768,0.013632,0.179623,0.003169,0.001088,0.000608,0.897027
0.416816,0.017953,0.202504,0.005024,0.048770,0.000800,0.013472,0.173319,0.003008,0.000992,0.000672,0.892387
0.416880,0.017760,0.203080,0.005280,0.047394,0.000832,0.013505,0.184103,0.002944,0.001216,0.000640,0.902467
0.417808,0.017696,0.202344,0.005088,0.048130,0.000832,0.013857,0.177959,0.002880,0.001056,0.000352,0.896803
0.416720,0.017632,0.202280,0.005056,0.048738,0.000800,0.013601,0.176839,0.002656,0.001088,0.000640,0.894307
0.417009,0.017568,0.202344,0.005057,0.048673,0.000864,0.013728,0.175911,0.002944,0.001152,0.000576,0.894403
0.416912,0.017793,0.221801,0.004960,0.047554,0.000800,0.013761,0.176167,0.003136,0.001088,0.000352,0.913284
0.416337,0.017632,0.202440,0.005025,0.047489,0.000992,0.013440,0.176231,0.002912,0.001088,0.000608,0.892323
0.416528,0.017665,0.202664,0.005024,0.047714,0.000800,0.013377,0.174470,0.002785,0.001216,0.000608,0.890915
0.416208,0.017633,0.202664,0.005312,0.047810,0.000832,0.013472,0.164999,0.002976,0.001056,0.000384,0.882018
0.416720,0.017856,0.202344,0.004992,0.048418,0.000800,0.013409,0.176615,0.003200,0.001088,0.000608,0.894467
0.416145,0.017760,0.202376,0.005345,0.047809,0.000832,0.013408,0.176583,0.002944,0.001024,0.000384,0.893059
0.416880,0.017729,0.202376,0.005024,0.048418,0.000832,0.013697,0.176487,0.002752,0.001184,0.000608,0.894339
0.436433,0.017697,0.202504,0.005056,0.048226,0.000832,0.013408,0.171623,0.002816,0.000992,0.000576,0.908771
0.418032,0.017697,0.203080,0.005152,0.048450,0.000832,0.013665,0.176679,0.002528,0.000992,0.000352,0.895715
0.417584,0.017569,0.202504,0.005152,0.047874,0.000800,0.014017,0.180135,0.002720,0.000960,0.000544,0.899363
0.416913,0.017760,0.202664,0.005056,0.048290,0.000800,0.013569,0.176871,0.002784,0.001056,0.000544,0.894883
0.417392,0.017633,0.202312,0.005248,0.048034,0.000800,0.013569,0.186279,0.002784,0.001056,0.000384,0.904227
0.417328,0.017505,0.202600,0.005312,0.047906,0.000800,0.013536,0.181607,0.003104,0.001088,0.000640,0.899491
0.417424,0.017697,0.202728,0.005056,0.047522,0.000864,0.013536,0.179303,0.002785,0.000992,0.000576,0.898019
0.443729,0.017792,0.202440,0.005344,0.048418,0.000896,0.013473,0.183207,0.002976,0.001408,0.000576,0.929060
0.416177,0.017569,0.202247,0.005120,0.048194,0.000832,0.014080,0.174727,0.002880,0.001152,0.000608,0.892643
0.417072,0.017569,0.202408,0.005024,0.048258,0.000864,0.014241,0.177159,0.002656,0.001184,0.000384,0.894883
0.416816,0.017761,0.201992,0.005152,0.047778,0.000832,0.013857,0.219080,0.002977,0.001152,0.000576,0.937317
0.416528,0.017665,0.202216,0.004992,0.048770,0.000832,0.013792,0.180551,0.002849,0.001216,0.000384,0.898211
0.416944,0.017761,0.202312,0.004992,0.048610,0.000800,0.013697,0.178343,0.002912,0.001120,0.000384,0.896739
0.416880,0.017761,0.201992,0.005312,0.048962,0.000832,0.013696,0.181063,0.002912,0.001184,0.000352,0.899779
0.433457,0.017696,0.204616,0.005056,0.049026,0.000800,0.013536,0.178471,0.003008,0.001024,0.000321,0.916452
0.416240,0.017441,0.202792,0.005248,0.048450,0.000800,0.013601,0.172262,0.002912,0.001024,0.000352,0.889795
0.417169,0.017632,0.202088,0.005089,0.048993,0.000833,0.013632,0.172359,0.002848,0.001056,0.000352,0.890883
0.417040,0.017665,0.202152,0.005120,0.048738,0.000832,0.014305,0.203752,0.002976,0.000992,0.000352,0.922404
0.416689,0.017473,0.202247,0.005088,0.048546,0.000832,0.014016,0.181287,0.003137,0.001120,0.000352,0.899236
0.417744,0.017889,0.202536,0.005408,0.048258,0.000800,0.014145,0.177927,0.002848,0.001120,0.000672,0.897795
0.416304,0.017537,0.201992,0.005088,0.047746,0.000864,0.013761,0.167558,0.003424,0.001280,0.000608,0.884290
0.435633,0.017761,0.202632,0.005120,0.047842,0.000832,0.013760,0.180296,0.005792,0.001152,0.000352,0.919492
0.417873,0.017664,0.202472,0.005025,0.048161,0.000800,0.013665,0.177383,0.002592,0.000768,0.000384,0.894947
0.416912,0.017729,0.202376,0.005056,0.048642,0.000832,0.014496,0.174951,0.003008,0.001024,0.000384,0.893315
0.415856,0.017473,0.202152,0.005088,0.047650,0.000832,0.013856,0.207496,0.003329,0.000960,0.000384,0.923652
0.416336,0.017537,0.202344,0.005088,0.048674,0.000832,0.014241,0.178375,0.003136,0.000928,0.000384,0.895715
0.415376,0.017664,0.201864,0.005120,0.048226,0.000864,0.013889,0.177287,0.003072,0.001184,0.000384,0.893123
0.419504,0.017601,0.203464,0.005056,0.048610,0.000832,0.013633,0.179879,0.002848,0.001120,0.000352,0.901571
0.441746,0.017729,0.203496,0.005152,0.047970,0.000768,0.014144,0.174599,0.003296,0.001056,0.000384,0.919620
0.417232,0.017793,0.202728,0.005056,0.047682,0.000800,0.013825,0.180295,0.002944,0.001056,0.000352,0.898243
0.417296,0.017569,0.201992,0.005120,0.048418,0.000800,0.013665,0.174759,0.003008,0.000992,0.000384,0.892867
0.416272,0.017473,0.202504,0.005248,0.068227,0.000928,0.014112,0.178471,0.003104,0.001152,0.000416,0.916995
0.417424,0.017697,0.202120,0.005024,0.050274,0.000832,0.013761,0.179175,0.002720,0.000992,0.000384,0.899011
0.416912,0.017473,0.202472,0.005184,0.048226,0.000832,0.013441,0.178151,0.002816,0.000992,0.000384,0.894787
0.416465,0.017632,0.202120,0.005057,0.047969,0.000832,0.013441,0.173735,0.002944,0.001152,0.000384,0.890019
0.433009,0.017504,0.203016,0.005089,0.048545,0.000800,0.013953,0.178535,0.002784,0.000992,0.000384,0.912803
0.416497,0.017729,0.202311,0.005057,0.048578,0.000832,0.013920,0.185735,0.003392,0.001024,0.000352,0.904868
0.416177,0.017953,0.202375,0.005409,0.048386,0.000896,0.013664,0.168167,0.002848,0.000992,0.000352,0.885411
0.417008,0.017473,0.219624,0.005376,0.048770,0.000832,0.013664,0.181159,0.005569,0.000992,0.000352,0.919780
0.416752,0.017504,0.202312,0.005248,0.048162,0.000832,0.013793,0.163078,0.002849,0.001088,0.000576,0.880963
0.416272,0.017537,0.202407,0.005024,0.048130,0.000832,0.013728,0.181191,0.002816,0.001057,0.000352,0.897060
0.416336,0.017665,0.202184,0.005056,0.047202,0.000800,0.013633,0.168198,0.003168,0.000896,0.000608,0.883874
0.433713,0.017696,0.202248,0.005089,0.048097,0.000800,0.013505,0.180551,0.002848,0.000928,0.000384,0.913379
0.416944,0.017953,0.201896,0.005216,0.048290,0.000832,0.013888,0.173031,0.003136,0.000992,0.000416,0.890178
0.416881,0.017504,0.204584,0.005057,0.048001,0.000608,0.014208,0.178695,0.002880,0.001344,0.000320,0.898595
0.417840,0.017569,0.222697,0.005216,0.048130,0.000832,0.013568,0.168967,0.002528,0.000928,0.000352,0.907171
0.417680,0.017665,0.204168,0.005088,0.048098,0.000800,0.013537,0.168262,0.003584,0.000960,0.000608,0.889347
0.417009,0.017696,0.201960,0.005312,0.048162,0.000864,0.013441,0.175143,0.002816,0.001024,0.000384,0.891523
0.416944,0.017441,0.202184,0.005248,0.048386,0.000800,0.013920,0.172519,0.002592,0.000992,0.000352,0.889538
0.433777,0.018209,0.202152,0.005120,0.048834,0.000864,0.013600,0.175591,0.002784,0.001056,0.000353,0.910980
0.416496,0.017761,0.202408,0.005024,0.048610,0.000800,0.013665,0.177287,0.002752,0.000992,0.000384,0.894691
0.415985,0.017472,0.202600,0.005281,0.048673,0.000832,0.013440,0.176103,0.002848,0.000928,0.000352,0.892515
0.416048,0.017889,0.221064,0.005249,0.048674,0.000832,0.013696,0.172039,0.002784,0.000928,0.000352,0.909091
0.416561,0.017664,0.202120,0.005057,0.047201,0.000832,0.013440,0.173927,0.002656,0.001088,0.000576,0.889187
0.416016,0.017664,0.202024,0.005280,0.047138,0.000864,0.013377,0.167206,0.003041,0.001056,0.000416,0.882499
0.417617,0.017505,0.202727,0.005025,0.047522,0.000832,0.013312,0.164839,0.002848,0.000992,0.000576,0.882499
0.434737,0.017537,0.201992,0.005056,0.048226,0.000864,0.013633,0.173735,0.002848,0.000928,0.000608,0.910404
0.416657,0.017920,0.202440,0.005057,0.048322,0.000832,0.013888,0.174343,0.003040,0.001056,0.000576,0.893091
0.417872,0.017697,0.203112,0.005248,0.048258,0.001056,0.013889,0.175270,0.003233,0.001184,0.000640,0.897091
0.416304,0.017441,0.223912,0.005441,0.048066,0.000768,0.014080,0.162535,0.002848,0.001120,0.000608,0.902051
0.417488,0.017441,0.203336,0.005216,0.048290,0.000800,0.013441,0.168742,0.003264,0.000960,0.000384,0.887491
0.416848,0.017505,0.202152,0.005280,0.048450,0.000832,0.013601,0.160070,0.002816,0.000992,0.000384,0.876002
0.417040,0.017569,0.203112,0.005088,0.047938,0.000768,0.013504,0.173927,0.002752,0.001057,0.000384,0.891523
0.437073,0.017665,0.202248,0.005312,0.047938,0.000800,0.013728,0.181447,0.003072,0.000992,0.000384,0.920356
0.416401,0.017504,0.202312,0.005057,0.048673,0.000832,0.013377,0.167687,0.002656,0.001248,0.000608,0.884835
0.417937,0.017857,0.203111,0.005249,0.048162,0.000864,0.013408,0.161447,0.002848,0.000992,0.000608,0.880835
0.417297,0.017504,0.202184,0.005089,0.048513,0.000800,0.036450,0.183399,0.002624,0.001024,0.000384,0.924804
0.417360,0.017920,0.202056,0.005024,0.047810,0.000832,0.013409,0.168358,0.003104,0.001088,0.000608,0.886435
0.417296,0.017473,0.202760,0.005312,0.048290,0.000832,0.013409,0.189639,0.003072,0.001088,0.000416,0.908611
0.417680,0.017696,0.203400,0.005024,0.048290,0.000800,0.013377,0.173447,0.003008,0.001120,0.000384,0.892835
0.434929,0.017889,0.202280,0.005024,0.048802,0.000800,0.014017,0.182951,0.002976,0.000928,0.000384,0.919588
0.416784,0.017601,0.202119,0.005280,0.048866,0.000800,0.013600,0.168551,0.003072,0.000896,0.000320,0.885379
0.416688,0.018113,0.201608,0.005056,0.048642,0.000832,0.013664,0.176519,0.002560,0.001025,0.000576,0.893635
0.416624,0.017473,0.202344,0.005088,0.069667,0.000928,0.013761,0.175847,0.002464,0.001056,0.000352,0.914308
0.416048,0.017697,0.202088,0.005088,0.048290,0.000832,0.013601,0.171430,0.002497,0.000992,0.000384,0.887491
0.416401,0.017760,0.203336,0.005377,0.048898,0.000832,0.014144,0.174823,0.002688,0.000960,0.000384,0.894531
0.417392,0.017729,0.202088,0.005120,0.048450,0.000832,0.013697,0.177671,0.002912,0.000960,0.000384,0.895971
0.435825,0.017536,0.202536,0.005056,0.048386,0.000832,0.013825,0.173927,0.002624,0.001056,0.000352,0.910980
0.416881,0.017665,0.202823,0.005281,0.048674,0.000832,0.013728,0.181959,0.002881,0.001312,0.000384,0.900740
0.417008,0.017953,0.202280,0.005248,0.048738,0.000832,0.013569,0.175527,0.002816,0.000960,0.000352,0.893315
0.416496,0.018433,0.202184,0.005120,0.062083,0.000896,0.014528,0.168327,0.002560,0.001056,0.000608,0.900515
0.417488,0.018177,0.202696,0.005024,0.048642,0.000832,0.013889,0.177159,0.002720,0.001056,0.000608,0.896419
0.417296,0.017505,0.202088,0.005280,0.048546,0.000704,0.013536,0.170183,0.002784,0.000960,0.000352,0.886722
0.416848,0.020993,0.202376,0.005056,0.048002,0.000800,0.013601,0.176551,0.002528,0.000992,0.000384,0.895779
0.426897,0.017729,0.202280,0.005248,0.048130,0.000768,0.013696,0.160583,0.002560,0.000992,0.000384,0.886275
0.418417,0.017568,0.203208,0.004961,0.048449,0.000832,0.013473,0.163750,0.002624,0.001120,0.000320,0.883875
0.417425,0.017536,0.204008,0.005121,0.048577,0.000801,0.013920,0.185575,0.002465,0.001184,0.000608,0.906180
0.416816,0.017601,0.202248,0.005248,0.048386,0.000832,0.013536,0.202408,0.002529,0.001120,0.000352,0.919908
0.416688,0.017728,0.202344,0.005248,0.048482,0.000832,0.013633,0.171175,0.002624,0.001120,0.000352,0.888355
0.416688,0.017729,0.202792,0.005056,0.048130,0.000832,0.013793,0.176742,0.003136,0.001152,0.000576,0.895875
0.416976,0.017729,0.202920,0.004960,0.048674,0.000800,0.013441,0.178759,0.002816,0.001024,0.000352,0.896739
0.434417,0.017857,0.202024,0.005024,0.048770,0.000800,0.013825,0.173990,0.002849,0.001088,0.000320,0.909924
0.416625,0.017760,0.202504,0.005056,0.047810,0.000832,0.013633,0.180839,0.002848,0.001632,0.000608,0.898115
0.416976,0.017761,0.202152,0.005056,0.048738,0.000864,0.013600,0.183592,0.002624,0.001280,0.000384,0.902179
0.417264,0.017569,0.202408,0.005248,0.067395,0.000896,0.013697,0.220296,0.002720,0.001120,0.000384,0.957061
0.416912,0.017537,0.202312,0.005056,0.047778,0.000800,0.013729,0.180551,0.002688,0.001088,0.000384,0.897315
0.416848,0.018145,0.202312,0.005056,0.048002,0.000800,0.013536,0.179239,0.003297,0.001216,0.000384,0.896995
0.417328,0.017537,0.201896,0.005184,0.048386,0.000864,0.013728,0.175239,0.002944,0.001152,0.000352,0.892899
0.433201,0.017921,0.202216,0.005056,0.048162,0.000832,0.013729,0.176423,0.002720,0.001408,0.000320,0.910884
0.417712,0.017601,0.202088,0.005280,0.047938,0.000864,0.013601,0.166566,0.002784,0.001344,0.000352,0.884834
0.416241,0.017696,0.202344,0.005280,0.048674,0.000864,0.014081,0.181383,0.003168,0.001120,0.000608,0.899459
0.416753,0.017665,0.221960,0.005184,0.049122,0.000736,0.014209,0.177351,0.003296,0.001120,0.000576,0.917700
0.416145,0.017793,0.202503,0.005281,0.048514,0.000800,0.014176,0.162183,0.002944,0.000928,0.000576,0.879747
0.415377,0.017472,0.202312,0.005441,0.047873,0.000864,0.013697,0.176423,0.002624,0.001088,0.000352,0.892227
0.415824,0.017537,0.202504,0.005056,0.049058,0.000832,0.013761,0.184679,0.002784,0.000960,0.000320,0.901379
0.417360,0.017761,0.202056,0.004992,0.048802,0.000800,0.013953,0.187399,0.003008,0.001056,0.000384,0.906531
0.417520,0.017825,0.202984,0.005152,0.047298,0.000832,0.013761,0.173158,0.002944,0.000929,0.000352,0.891267
0.416433,0.017472,0.202088,0.005121,0.048674,0.000864,0.013760,0.181255,0.003136,0.000992,0.000577,0.898628
0.417329,0.017536,0.222089,0.005376,0.048578,0.000832,0.013825,0.177127,0.003008,0.001184,0.000384,0.916196
0.415793,0.017376,0.202248,0.005089,0.048418,0.000800,0.013408,0.168327,0.002528,0.001056,0.000384,0.883491
0.415856,0.017632,0.202664,0.005056,0.048610,0.000800,0.013921,0.179015,0.002560,0.001056,0.000352,0.895715
0.416849,0.017408,0.202056,0.005313,0.047553,0.000832,0.013440,0.168551,0.003104,0.001056,0.000576,0.884803
0.416209,0.017568,0.202152,0.004865,0.048161,0.000832,0.013312,0.166535,0.002528,0.000992,0.000384,0.881475
0.416657,0.017536,0.202280,0.005089,0.047489,0.000865,0.013504,0.163878,0.002720,0.001280,0.000384,0.879907
0.417392,0.017505,0.201928,0.004960,0.047746,0.000576,0.013313,0.181831,0.002880,0.000960,0.000608,0.897379
0.416561,0.017696,0.221449,0.005056,0.047682,0.000800,0.013601,0.172903,0.002848,0.001088,0.000352,0.908452
0.416624,0.017537,0.202152,0.005120,0.047586,0.000832,0.013409,0.173510,0.002848,0.001088,0.000576,0.889379
0.415537,0.017600,0.202632,0.005025,0.048161,0.000833,0.013536,0.158822,0.002592,0.001057,0.000384,0.874467
0.417392,0.017633,0.203400,0.005088,0.048098,0.000928,0.013473,0.179783,0.002720,0.001120,0.000640,0.898627
0.449169,0.017664,0.202344,0.005056,0.048386,0.000832,0.013537,0.178151,0.002784,0.001088,0.000384,0.928420
0.416336,0.017665,0.202248,0.005056,0.047810,0.000864,0.013344,0.173543,0.006048,0.000960,0.000352,0.892707
0.416368,0.017600,0.202344,0.005248,0.048002,0.000896,0.013377,0.173991,0.002752,0.001024,0.000608,0.890019
0.417105,0.017472,0.221641,0.005216,0.047618,0.000768,0.013377,0.216840,0.002816,0.001088,0.000384,0.951814
0.417328,0.017633,0.202152,0.004864,0.047682,0.000800,0.013408,0.178439,0.003041,0.001184,0.000608,0.895427
0.416976,0.017632,0.202280,0.005056,0.047906,0.000800,0.013377,0.183527,0.003232,0.000928,0.000352,0.900035
