Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-8],Layer[9],Layer[10],classifier
0.418992,0.017697,0.202376,0.005280,0.047842,0.205928,0.001440,0.000416,0.906851
0.415921,0.017472,0.202536,0.005056,0.048354,0.196680,0.001504,0.000352,0.895971
0.416592,0.017537,0.202504,0.005152,0.048674,0.236457,0.001536,0.000384,0.936933
0.415921,0.017760,0.202472,0.005312,0.048674,0.195816,0.001280,0.000384,0.894755
0.417425,0.017505,0.202215,0.005057,0.049282,0.208968,0.001280,0.000320,0.909028
0.418512,0.017664,0.202184,0.004992,0.048738,0.205672,0.001344,0.000320,0.906884
0.436337,0.017857,0.202568,0.005088,0.048706,0.206184,0.001504,0.000576,0.926980
0.418544,0.017697,0.203144,0.005280,0.048866,0.209800,0.001216,0.000416,0.912419
0.416784,0.017633,0.202760,0.005184,0.048258,0.210504,0.001504,0.000384,0.909444
0.416880,0.017600,0.202664,0.005216,0.048482,0.222889,0.001344,0.000384,0.922820
0.420016,0.017856,0.207976,0.005281,0.049986,0.200936,0.001504,0.000608,0.912292
0.420944,0.017633,0.204232,0.005056,0.048674,0.214793,0.001408,0.000352,0.921892
0.418769,0.018273,0.203240,0.005376,0.047778,0.215752,0.001632,0.000384,0.919300
0.435921,0.017761,0.203720,0.005056,0.049122,0.202824,0.001376,0.000608,0.924548
0.418320,0.017601,0.202824,0.005056,0.048962,0.210600,0.001537,0.000352,0.912484
0.416272,0.017761,0.202088,0.005120,0.048802,0.201160,0.001472,0.000384,0.901251
0.416496,0.017729,0.220553,0.005408,0.048706,0.196136,0.001280,0.000416,0.915108
0.418769,0.017601,0.202344,0.005056,0.048450,0.201768,0.001536,0.000416,0.903684
0.416753,0.017600,0.202472,0.005057,0.049218,0.196007,0.001408,0.000608,0.896515
0.416336,0.017600,0.202568,0.005280,0.048866,0.194056,0.001568,0.000576,0.894467
0.416753,0.017793,0.202472,0.005056,0.048738,0.188647,0.001408,0.000608,0.889251
0.418224,0.017825,0.202312,0.005088,0.048802,0.209192,0.001248,0.000320,0.910436
0.417200,0.017632,0.202344,0.005088,0.048546,0.195560,0.001344,0.000352,0.896707
0.417809,0.017665,0.225449,0.005216,0.048834,0.204392,0.001824,0.000352,0.931237
0.417776,0.017601,0.202216,0.005088,0.048706,0.204232,0.001664,0.000384,0.905091
0.419056,0.017793,0.202728,0.005344,0.048994,0.212328,0.001856,0.000640,0.916484
0.416465,0.017600,0.203272,0.004993,0.048353,0.210089,0.001664,0.000448,0.911332
0.416369,0.017344,0.203816,0.005057,0.048673,0.198599,0.001536,0.000640,0.899811
0.416881,0.017664,0.203368,0.005121,0.048577,0.196231,0.001472,0.000416,0.896451
0.418800,0.017825,0.204808,0.005376,0.048098,0.211272,0.001632,0.000448,0.916547
0.437969,0.017857,0.203784,0.005408,0.048898,0.191560,0.001504,0.000608,0.915492
0.416432,0.017824,0.203272,0.005024,0.048257,0.202184,0.001664,0.000352,0.903108
0.415953,0.017568,0.203976,0.005025,0.047906,0.202056,0.001376,0.000384,0.903300
0.417201,0.017601,0.202983,0.005025,0.048098,0.216616,0.001632,0.000384,0.917252
0.417552,0.017793,0.203144,0.005248,0.048738,0.197608,0.001312,0.000608,0.900099
0.415825,0.017665,0.203080,0.005216,0.048162,0.197575,0.001312,0.000352,0.896900
0.416624,0.017665,0.202888,0.005312,0.048994,0.208360,0.001952,0.000384,0.909923
0.430577,0.017665,0.203304,0.005344,0.048898,0.197544,0.001440,0.000352,0.912580
0.416849,0.017728,0.203143,0.005281,0.048610,0.192167,0.001376,0.000416,0.892579
0.417488,0.017537,0.203016,0.005216,0.048322,0.202088,0.001312,0.000352,0.901987
0.417201,0.017633,0.203112,0.005184,0.048290,0.210984,0.001568,0.000608,0.912068
0.415952,0.017633,0.202920,0.005408,0.047906,0.197000,0.001344,0.000384,0.894787
0.417072,0.017505,0.202632,0.005312,0.048866,0.199560,0.001344,0.000384,0.901091
0.418640,0.017857,0.203752,0.005312,0.048674,0.195752,0.001472,0.000384,0.898819
0.436593,0.017825,0.202984,0.005024,0.048354,0.205064,0.001248,0.000384,0.924804
0.416944,0.017537,0.202760,0.005120,0.048546,0.209768,0.001248,0.000352,0.909315
0.416145,0.017664,0.203080,0.005057,0.048610,0.206536,0.001504,0.000608,0.907268
0.416528,0.017633,0.202920,0.005280,0.048770,0.204392,0.001312,0.000352,0.904707
0.416528,0.017697,0.202792,0.005216,0.047938,0.210920,0.001377,0.000288,0.909220
0.419344,0.017472,0.202728,0.005088,0.048290,0.207656,0.001345,0.000608,0.908900
0.417777,0.017761,0.203208,0.005280,0.048802,0.182599,0.001312,0.000608,0.884803
0.433745,0.017921,0.202824,0.005248,0.048386,0.196648,0.001312,0.000576,0.913828
0.416912,0.017281,0.203176,0.005312,0.048674,0.208232,0.001408,0.000608,0.908867
0.416880,0.017601,0.202856,0.005440,0.048194,0.200488,0.001408,0.000352,0.899171
0.416304,0.017697,0.203592,0.005248,0.048770,0.209544,0.001409,0.000320,0.909668
0.419696,0.017696,0.203528,0.005216,0.048002,0.200264,0.001440,0.000480,0.904259
0.417552,0.017632,0.203016,0.005184,0.048162,0.198792,0.001408,0.000352,0.899843
0.417552,0.017537,0.202376,0.005056,0.048898,0.198376,0.001248,0.000352,0.898275
0.434449,0.017441,0.202312,0.005216,0.048386,0.197992,0.001312,0.000384,0.914820
0.417456,0.017632,0.202664,0.005216,0.048354,0.198920,0.001504,0.000384,0.898691
0.416560,0.017536,0.202600,0.005248,0.048578,0.189480,0.001312,0.000640,0.889155
0.417393,0.017761,0.202727,0.004993,0.048642,0.213832,0.001312,0.000608,0.913828
0.416465,0.017760,0.202952,0.005089,0.047458,0.212392,0.001248,0.000576,0.911812
0.417169,0.017857,0.202791,0.004992,0.049090,0.200840,0.001472,0.000384,0.901316
0.417520,0.017825,0.202536,0.005248,0.048258,0.193896,0.001536,0.000416,0.894435
0.436401,0.017697,0.203304,0.005248,0.048834,0.196008,0.001664,0.000608,0.917892
0.417201,0.017696,0.203112,0.005281,0.048450,0.196967,0.001280,0.000352,0.898115
0.416528,0.017921,0.202632,0.005280,0.048226,0.193160,0.001408,0.000608,0.892675
0.416273,0.017856,0.202792,0.005216,0.047905,0.205960,0.001376,0.000640,0.904676
0.416272,0.017761,0.202632,0.005248,0.048642,0.197192,0.001344,0.000384,0.896131
0.417456,0.017601,0.202888,0.005312,0.048706,0.199176,0.001312,0.000352,0.900355
0.417520,0.017505,0.202408,0.005056,0.047586,0.201832,0.001344,0.000384,0.900355
0.453970,0.017504,0.203144,0.005313,0.048289,0.198983,0.001344,0.000352,0.936580
0.417008,0.017633,0.202920,0.005088,0.048962,0.207368,0.001344,0.000352,0.907203
0.416881,0.017537,0.202760,0.005120,0.048546,0.193447,0.001280,0.000384,0.893475
0.417264,0.017792,0.204808,0.005056,0.049730,0.221737,0.001504,0.000384,0.926404
