Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-10],classifier
0.416272,0.017441,0.202216,0.004832,0.047074,0.000800,0.013409,0.000416,0.110372,0.889923
0.415088,0.017793,0.202536,0.004864,0.047106,0.000768,0.013344,0.000416,0.109893,0.881186
0.415280,0.017600,0.202312,0.004832,0.047234,0.000832,0.013377,0.000384,0.115524,0.890659
0.444401,0.017600,0.202600,0.004832,0.047138,0.000768,0.013409,0.000384,0.111588,0.921444
0.415856,0.018112,0.202280,0.004800,0.047170,0.000800,0.013345,0.000416,0.107652,0.878883
0.415984,0.017697,0.202184,0.004800,0.047042,0.000800,0.013409,0.000416,0.114500,0.885059
0.415504,0.017761,0.202696,0.004832,0.047330,0.000768,0.013408,0.000384,0.156679,0.954309
0.426033,0.017984,0.203656,0.004865,0.047330,0.000768,0.013440,0.000352,0.174343,1.016232
0.416240,0.017761,0.202408,0.004800,0.047010,0.000800,0.013408,0.000417,0.114596,0.886818
0.417072,0.018273,0.202696,0.004832,0.047650,0.000832,0.013504,0.000416,0.113509,0.894115
0.415408,0.017793,0.202120,0.005248,0.047778,0.000800,0.013568,0.000384,0.115045,0.887394
0.415121,0.017536,0.202952,0.004833,0.048001,0.000768,0.013344,0.000352,0.119077,0.893091
0.416048,0.017665,0.202888,0.005120,0.047938,0.000800,0.013632,0.000384,0.120869,0.902627
0.415568,0.017729,0.236137,0.005473,0.047842,0.000800,0.013408,0.000416,0.109220,0.912100
0.416240,0.017729,0.202216,0.004864,0.047618,0.000800,0.013408,0.000384,0.115941,0.890947
0.415248,0.017729,0.202248,0.004992,0.047330,0.000768,0.013376,0.000384,0.116741,0.895619
0.415536,0.017505,0.202344,0.005344,0.047458,0.000800,0.013344,0.000384,0.110597,0.880194
0.434321,0.017505,0.202664,0.005248,0.047778,0.000768,0.013377,0.000352,0.113860,0.902980
0.415696,0.017761,0.202600,0.005344,0.047618,0.000768,0.013345,0.000416,0.111652,0.892579
0.415729,0.017664,0.202760,0.004864,0.047970,0.000800,0.013697,0.000416,0.115845,0.896771
0.415632,0.017505,0.202888,0.004864,0.069187,0.000832,0.013408,0.000416,0.115717,0.908707
0.416368,0.017889,0.202888,0.004928,0.048706,0.000800,0.013313,0.000384,0.140293,0.927908
0.415536,0.017761,0.202184,0.004832,0.048546,0.000640,0.013408,0.000352,0.114245,0.894467
0.415696,0.017537,0.202376,0.004896,0.047522,0.000640,0.013440,0.000384,0.111173,0.890371
0.435089,0.018113,0.204456,0.004864,0.047266,0.000832,0.013696,0.000416,0.112453,0.905635
0.416657,0.017761,0.203752,0.004864,0.047394,0.000832,0.013600,0.000416,0.126917,0.910596
0.415920,0.017729,0.203528,0.005248,0.047746,0.000864,0.013377,0.000384,0.112932,0.894243
0.415728,0.017376,0.202472,0.004928,0.047522,0.000768,0.029857,0.000448,0.111012,0.900195
0.417392,0.017633,0.204584,0.005344,0.048194,0.000800,0.013569,0.000384,0.119300,0.901347
0.416177,0.018145,0.203592,0.004928,0.049794,0.000768,0.013472,0.000416,0.119013,0.902276
0.416400,0.017793,0.203816,0.005216,0.047938,0.000800,0.013633,0.000384,0.118884,0.895683
0.436529,0.017600,0.202824,0.005152,0.047810,0.000800,0.013505,0.000416,0.117445,0.912260
0.417168,0.017537,0.202376,0.005056,0.048706,0.000800,0.013632,0.000416,0.116645,0.894883
0.416528,0.017633,0.202376,0.004896,0.047970,0.000768,0.013568,0.000352,0.116869,0.893763
0.416048,0.017537,0.222632,0.005185,0.049090,0.000800,0.014560,0.000544,0.123109,0.920100
0.417073,0.017761,0.202920,0.004864,0.048354,0.000832,0.014016,0.000416,0.115973,0.892451
0.415696,0.017696,0.203432,0.005312,0.047714,0.000768,0.013697,0.000384,0.116485,0.898819
0.415728,0.017729,0.202312,0.004864,0.049218,0.000768,0.013825,0.000352,0.117124,0.892099
0.433041,0.017568,0.202120,0.004800,0.048450,0.000800,0.013505,0.000384,0.124453,0.919108
0.416240,0.017697,0.202536,0.004832,0.048130,0.000832,0.013504,0.000416,0.113733,0.891939
0.415984,0.017792,0.202664,0.005280,0.048322,0.000736,0.013761,0.000384,0.121029,0.905700
0.415760,0.018081,0.222345,0.005152,0.048642,0.000800,0.014272,0.000384,0.117669,0.913444
0.416144,0.017857,0.202472,0.004992,0.048258,0.000768,0.014337,0.000384,0.118884,0.903683
0.415856,0.017825,0.202504,0.005024,0.048098,0.000800,0.013793,0.000352,0.118788,0.895619
0.416272,0.017569,0.202952,0.004832,0.048066,0.000800,0.013729,0.000416,0.115300,0.890915
0.416208,0.017536,0.202824,0.005024,0.048610,0.000768,0.013857,0.000352,0.118373,0.899971
0.415633,0.017472,0.202023,0.005249,0.048610,0.000832,0.013696,0.000384,0.118885,0.893251
0.416241,0.017824,0.202312,0.005280,0.047809,0.000800,0.013441,0.000352,0.117605,0.894339
0.416816,0.018112,0.219049,0.005152,0.048194,0.000800,0.013665,0.000352,0.128453,0.924900
0.416592,0.017505,0.202760,0.005024,0.048002,0.000832,0.013472,0.000384,0.116389,0.895811
0.416112,0.017921,0.202120,0.005280,0.048546,0.000800,0.013697,0.000384,0.122884,0.899939
0.415728,0.017793,0.202184,0.005056,0.048578,0.000832,0.013569,0.000576,0.119812,0.901923
0.416336,0.017793,0.202952,0.005280,0.048066,0.000800,0.013953,0.000576,0.129477,0.910148
0.415568,0.017505,0.202696,0.005248,0.048770,0.000800,0.013824,0.000384,0.116292,0.899363
0.415568,0.017697,0.203080,0.004800,0.049122,0.000800,0.014753,0.000576,0.116580,0.897987
0.435921,0.017665,0.202440,0.004832,0.047906,0.000768,0.014049,0.000416,0.124324,0.920388
0.418129,0.018016,0.203592,0.004865,0.048066,0.000608,0.014112,0.000448,0.119621,0.903524
0.415857,0.017728,0.203720,0.004897,0.047650,0.000960,0.014016,0.000416,0.116229,0.893027
0.416432,0.017505,0.202664,0.004864,0.047298,0.000768,0.013888,0.000384,0.117157,0.900515
0.416432,0.017921,0.202632,0.004864,0.047458,0.000800,0.013696,0.000416,0.109925,0.886882
0.416272,0.017729,0.202504,0.005376,0.047618,0.000800,0.013856,0.000352,0.112965,0.892771
0.415792,0.017920,0.202376,0.005248,0.047650,0.000832,0.013729,0.000384,0.114212,0.895811
0.443697,0.017793,0.202152,0.004896,0.048802,0.000768,0.013728,0.000416,0.109477,0.911875
0.415824,0.017473,0.202472,0.004864,0.047938,0.000800,0.013697,0.000416,0.115972,0.889827
0.415024,0.017761,0.202056,0.005280,0.047522,0.000800,0.013761,0.000384,0.114628,0.891395
0.415953,0.017760,0.202568,0.004768,0.048577,0.000800,0.013473,0.000352,0.115461,0.898179
0.415441,0.018144,0.202216,0.004833,0.048642,0.000736,0.013408,0.000384,0.117189,0.891363
0.415984,0.017569,0.202056,0.005312,0.047714,0.000768,0.013440,0.000448,0.117125,0.893315
0.416560,0.017921,0.202760,0.004896,0.048034,0.000768,0.013633,0.000416,0.120164,0.898211
0.440881,0.017632,0.202920,0.005185,0.048129,0.000832,0.013697,0.000416,0.121605,0.921476
0.415888,0.017952,0.203240,0.004800,0.047874,0.000768,0.013665,0.000384,0.113412,0.895939
0.416945,0.018176,0.202280,0.004833,0.047841,0.000833,0.013664,0.000416,0.110820,0.889251
0.415920,0.017505,0.202056,0.005056,0.048194,0.000800,0.014401,0.000320,0.109796,0.882243
0.416336,0.017537,0.202184,0.004864,0.049858,0.000768,0.013633,0.000320,0.116004,0.904515
0.415472,0.017856,0.203080,0.004864,0.048770,0.000768,0.013665,0.000384,0.114404,0.893091
0.415088,0.017696,0.201928,0.004864,0.047682,0.000800,0.013409,0.000416,0.109988,0.881315
0.416176,0.017761,0.219272,0.004993,0.047713,0.000768,0.013472,0.000384,0.113637,0.901123
0.416368,0.017569,0.202184,0.004832,0.047618,0.000768,0.013473,0.000384,0.115556,0.890307
0.416048,0.017793,0.202088,0.004832,0.047554,0.000832,0.013441,0.000384,0.117828,0.898307
0.416240,0.018177,0.202408,0.005280,0.048034,0.000768,0.013728,0.000352,0.116293,0.889634
0.416272,0.017761,0.202664,0.005312,0.047938,0.000768,0.014081,0.000416,0.114980,0.893571
0.415152,0.017729,0.201832,0.004832,0.048994,0.000832,0.013729,0.000352,0.109092,0.889571
0.416688,0.017600,0.202440,0.004800,0.050434,0.000736,0.014401,0.000416,0.112356,0.889667
0.418576,0.017824,0.222569,0.004992,0.048386,0.000800,0.014049,0.000384,0.119269,0.918372
0.416400,0.017697,0.203528,0.004896,0.048098,0.000800,0.014112,0.000417,0.118148,0.902051
0.416944,0.017760,0.203240,0.004928,0.048034,0.000800,0.013953,0.000384,0.114148,0.890147
0.415953,0.017728,0.202376,0.004897,0.047618,0.000800,0.013920,0.000448,0.113477,0.887523
0.416145,0.017793,0.202440,0.004864,0.046914,0.000864,0.013792,0.000352,0.117765,0.896516
0.416081,0.017760,0.202280,0.004993,0.046977,0.000801,0.013792,0.000384,0.118213,0.889123
0.416176,0.017761,0.202376,0.004864,0.047234,0.000800,0.013793,0.000320,0.114212,0.886627
0.447249,0.017633,0.202248,0.005088,0.048002,0.000768,0.013697,0.000352,0.114276,0.919300
0.416016,0.017569,0.202184,0.004864,0.048354,0.000800,0.013729,0.000384,0.114212,0.890691
0.415505,0.017824,0.202120,0.004832,0.047106,0.000832,0.013505,0.000416,0.110532,0.884995
0.415633,0.017505,0.202503,0.004865,0.046882,0.000800,0.013504,0.000416,0.114885,0.890179
0.416977,0.017953,0.202472,0.004896,0.047330,0.000800,0.013472,0.000416,0.107844,0.883075
0.416017,0.017569,0.202215,0.004833,0.047266,0.000768,0.013536,0.000352,0.111333,0.884291
0.415664,0.017921,0.202312,0.004896,0.047074,0.000800,0.013504,0.000352,0.111013,0.883202
0.416049,0.018016,0.219497,0.004992,0.047010,0.000576,0.013729,0.000384,0.113668,0.903908
0.416816,0.017825,0.202280,0.004832,0.047170,0.000576,0.013665,0.000384,0.116836,0.891075
0.416336,0.017537,0.203080,0.004864,0.047074,0.000800,0.013792,0.000416,0.112965,0.889794
0.416017,0.017568,0.204072,0.004833,0.047009,0.000864,0.013697,0.000384,0.112804,0.891299
0.415664,0.018049,0.202024,0.004864,0.047042,0.000832,0.013728,0.000352,0.111429,0.882754
0.415760,0.017761,0.202120,0.004864,0.047138,0.000800,0.013760,0.000352,0.111397,0.884226
0.415984,0.017793,0.201992,0.004832,0.046946,0.000800,0.013760,0.000448,0.114085,0.889186
0.416400,0.017952,0.219977,0.004992,0.047010,0.000800,0.013761,0.000416,0.143173,0.937221
0.415696,0.017633,0.201864,0.004768,0.047202,0.000800,0.013441,0.000384,0.110148,0.890499
0.415248,0.017473,0.202344,0.004832,0.047714,0.000800,0.013505,0.000352,0.106692,0.880130
0.416112,0.017889,0.201928,0.004768,0.047170,0.000608,0.013569,0.000384,0.112740,0.890339
0.415665,0.017761,0.202696,0.004800,0.047234,0.000576,0.013792,0.000416,0.114117,0.889059
0.415984,0.017952,0.202920,0.004832,0.047362,0.000576,0.013761,0.000384,0.116452,0.893731
0.416529,0.017537,0.202887,0.004833,0.047362,0.000768,0.013760,0.000384,0.110597,0.884227
0.415984,0.017857,0.219144,0.005249,0.047041,0.000801,0.013824,0.000352,0.110692,0.899971
0.416048,0.017441,0.202408,0.004864,0.046914,0.000832,0.013697,0.000352,0.112100,0.892515
0.415441,0.017920,0.202312,0.004864,0.047458,0.000800,0.013729,0.000384,0.112292,0.891107
0.415729,0.017728,0.202375,0.004769,0.047522,0.000800,0.013728,0.000384,0.107204,0.880387
0.416048,0.017537,0.202056,0.004768,0.047106,0.000576,0.013760,0.000384,0.114020,0.895299
0.415505,0.017569,0.202919,0.004896,0.047106,0.000640,0.013760,0.000352,0.110565,0.884291
0.415216,0.017761,0.202120,0.004768,0.046914,0.000768,0.013440,0.000384,0.108708,0.880642
0.416113,0.017793,0.220264,0.005184,0.047298,0.000800,0.013761,0.000384,0.115940,0.909316
0.415441,0.018272,0.202184,0.004833,0.046977,0.000800,0.013728,0.000384,0.116869,0.898468
0.416081,0.017728,0.202728,0.004833,0.046945,0.000576,0.013473,0.000416,0.117253,0.892291
0.415984,0.017697,0.202056,0.004832,0.046946,0.000576,0.013505,0.000384,0.116900,0.895043
0.415729,0.017792,0.202248,0.004768,0.047138,0.000608,0.013569,0.000416,0.117381,0.891651
0.415888,0.017761,0.202184,0.004800,0.047234,0.000608,0.013504,0.000384,0.114757,0.888322
0.415888,0.017889,0.201992,0.005216,0.047074,0.000608,0.013472,0.000384,0.116101,0.897123
0.416177,0.017600,0.219529,0.005216,0.047042,0.000672,0.013665,0.000416,0.114116,0.905252
0.416240,0.017729,0.202088,0.004832,0.047138,0.000768,0.013504,0.000352,0.110885,0.888835
0.417136,0.017761,0.202024,0.004832,0.047202,0.000768,0.013505,0.000384,0.115460,0.897283
0.416752,0.017505,0.203080,0.004800,0.047842,0.000800,0.013697,0.000384,0.117188,0.893027
0.416017,0.017985,0.202408,0.005312,0.048866,0.000800,0.014176,0.000384,0.126149,0.902628
0.415856,0.017569,0.202376,0.004960,0.048802,0.000800,0.013889,0.000384,0.105636,0.877634
0.415760,0.017760,0.202280,0.004832,0.050370,0.000800,0.013793,0.000384,0.107940,0.886499
0.417904,0.017633,0.224169,0.005216,0.048898,0.000800,0.013888,0.000416,0.120261,0.920932
0.417104,0.017921,0.202920,0.005280,0.048322,0.000832,0.014112,0.000352,0.115109,0.901923
0.416720,0.017601,0.202504,0.004896,0.048898,0.000832,0.013568,0.000384,0.112709,0.891235
0.416081,0.017568,0.202344,0.004832,0.047490,0.000768,0.013537,0.000352,0.112356,0.885315
0.415088,0.017825,0.202472,0.004800,0.047010,0.000800,0.013537,0.000384,0.110020,0.882210
0.415088,0.017920,0.202184,0.004832,0.047394,0.000800,0.013697,0.000416,0.113252,0.886787
0.416817,0.017952,0.202760,0.004865,0.047873,0.000832,0.013697,0.000384,0.115205,0.897667
0.416112,0.017921,0.218568,0.005344,0.047042,0.000864,0.013761,0.000416,0.117189,0.909283
0.416016,0.017825,0.202440,0.004800,0.047234,0.000800,0.013696,0.000352,0.113669,0.893091
0.424624,0.018016,0.209416,0.005345,0.048802,0.000864,0.014080,0.000416,0.188840,1.005927
0.418224,0.017857,0.204040,0.004864,0.049218,0.000832,0.013921,0.000544,0.148294,0.936644
0.419793,0.018241,0.205032,0.005120,0.048994,0.000864,0.014272,0.000352,0.184616,0.977382
0.416944,0.017569,0.203368,0.005280,0.048610,0.000832,0.013857,0.000576,0.121893,0.906179
0.416752,0.017632,0.202408,0.004832,0.049250,0.000608,0.013953,0.000416,0.138917,0.925284
0.415473,0.017568,0.202696,0.004865,0.048258,0.000608,0.013696,0.000384,0.113349,0.890435
0.416144,0.017601,0.202088,0.004832,0.047842,0.000768,0.013665,0.000384,0.118820,0.898307
0.416720,0.017601,0.202632,0.004832,0.048834,0.000864,0.014336,0.000384,0.119204,0.898403
0.416368,0.017601,0.224169,0.005408,0.047458,0.000832,0.013984,0.000352,0.119365,0.915076
0.415728,0.017536,0.202312,0.004832,0.046978,0.000768,0.013569,0.000416,0.107140,0.882275
0.415760,0.017569,0.202184,0.004896,0.047138,0.000800,0.013505,0.000352,0.117732,0.894755
0.416176,0.017473,0.202056,0.004896,0.047138,0.000768,0.013568,0.000352,0.112581,0.888770
0.418673,0.017696,0.202728,0.004865,0.047553,0.000800,0.013537,0.000384,0.116357,0.893795
0.415376,0.017601,0.202056,0.004800,0.047330,0.000768,0.013568,0.000352,0.106884,0.879490
0.416496,0.017857,0.202152,0.004864,0.047394,0.000832,0.013473,0.000352,0.115396,0.890371
0.416048,0.017889,0.221801,0.004992,0.047586,0.000800,0.013632,0.000352,0.122405,0.915460
0.417008,0.017600,0.202856,0.004832,0.047650,0.000832,0.013569,0.000416,0.122437,0.906308
0.417617,0.017600,0.203112,0.005217,0.048482,0.000800,0.013408,0.000352,0.118021,0.902916
0.415857,0.017536,0.203208,0.004865,0.049506,0.000832,0.014048,0.000416,0.111109,0.889155
0.415728,0.017793,0.202056,0.004864,0.049538,0.000768,0.014145,0.000416,0.114180,0.892611
0.417456,0.017793,0.202760,0.004800,0.049154,0.000832,0.013857,0.000352,0.113284,0.904067
0.415728,0.017665,0.202088,0.004864,0.048258,0.000928,0.013633,0.000384,0.113156,0.893763
0.415185,0.017568,0.218665,0.005120,0.047042,0.000800,0.013505,0.000352,0.113988,0.903652
0.417393,0.017728,0.202376,0.004864,0.047842,0.000832,0.013761,0.000416,0.119973,0.904900
0.416113,0.017600,0.202888,0.004864,0.048162,0.000832,0.013697,0.000384,0.115621,0.899235
0.416945,0.017600,0.202696,0.004864,0.048290,0.000800,0.013729,0.000416,0.119525,0.908932
0.416433,0.017761,0.202343,0.004865,0.048034,0.000928,0.013728,0.000384,0.118437,0.898468
0.416561,0.017601,0.202632,0.005184,0.048898,0.000832,0.014496,0.000352,0.118725,0.901924
