Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],TEE[9-9],Layer[10],classifier
0.416624,0.017536,0.202344,0.005280,0.048066,0.000864,0.014561,0.000384,0.001504,0.184391,0.001024,0.901923
0.417937,0.017696,0.203080,0.005217,0.048225,0.000800,0.014177,0.000320,0.001664,0.201512,0.000928,0.919844
0.415857,0.017473,0.202631,0.005312,0.048514,0.000832,0.013824,0.000416,0.001376,0.176775,0.001152,0.893123
0.415280,0.017505,0.202664,0.005120,0.048770,0.000864,0.013793,0.000384,0.001600,0.180391,0.001024,0.895491
0.415504,0.017600,0.202664,0.005056,0.048866,0.000832,0.013921,0.000384,0.001664,0.176071,0.000864,0.891747
0.435249,0.017664,0.202344,0.005089,0.048641,0.000801,0.013760,0.000320,0.001664,0.181447,0.001056,0.916131
0.415952,0.017505,0.201960,0.005024,0.047906,0.000832,0.013953,0.000352,0.001408,0.172294,0.000928,0.886499
0.415824,0.017633,0.202568,0.005120,0.048002,0.000800,0.013921,0.000352,0.001440,0.175079,0.001056,0.890339
0.416144,0.017601,0.202312,0.005408,0.048418,0.000832,0.013985,0.000384,0.001472,0.205544,0.000960,0.922308
0.415729,0.017729,0.202920,0.005248,0.048002,0.000864,0.014080,0.000384,0.001696,0.182536,0.001056,0.898596
0.415568,0.017505,0.202152,0.005248,0.047746,0.000800,0.014240,0.000384,0.001505,0.184071,0.000768,0.898051
0.415984,0.017505,0.202248,0.005248,0.049986,0.000832,0.013921,0.000384,0.001504,0.174726,0.001024,0.891363
0.434481,0.017536,0.203112,0.005056,0.047554,0.000864,0.013537,0.000352,0.001472,0.176743,0.001056,0.909924
0.415537,0.017568,0.201800,0.004800,0.048577,0.000800,0.013633,0.000384,0.001536,0.178119,0.001088,0.891811
0.416529,0.017504,0.202056,0.005280,0.047682,0.001024,0.013761,0.000384,0.001472,0.173159,0.000800,0.887395
0.416401,0.017569,0.202087,0.005312,0.047362,0.001024,0.013664,0.000416,0.001472,0.202088,0.001088,0.916420
0.416721,0.017472,0.202152,0.005376,0.047330,0.000576,0.013633,0.000352,0.001472,0.177607,0.000736,0.891459
0.415376,0.017537,0.202344,0.005280,0.047554,0.000800,0.013536,0.000320,0.001441,0.175782,0.001089,0.889347
0.415312,0.017601,0.202120,0.005216,0.047714,0.000800,0.013473,0.000416,0.001472,0.173991,0.001088,0.888003
0.434225,0.017632,0.202536,0.005280,0.048194,0.000768,0.013441,0.000320,0.001632,0.172903,0.000896,0.906500
0.417168,0.017857,0.202088,0.005280,0.048002,0.001024,0.013505,0.000352,0.001440,0.184839,0.000928,0.900579
0.422320,0.017953,0.206152,0.005024,0.049474,0.000896,0.014945,0.000384,0.001792,0.197800,0.000960,0.926884
0.418576,0.017728,0.224713,0.005248,0.048802,0.000832,0.013633,0.000352,0.001536,0.190599,0.000832,0.932677
0.416177,0.017952,0.203272,0.005345,0.048577,0.000832,0.014497,0.000384,0.001536,0.185031,0.001056,0.902724
0.416560,0.017601,0.202856,0.005312,0.049730,0.000832,0.014208,0.000384,0.001728,0.180647,0.000736,0.899907
0.417360,0.017665,0.202536,0.005120,0.049698,0.000800,0.013889,0.000384,0.001664,0.181863,0.000992,0.900835
0.415760,0.017569,0.202792,0.005312,0.048386,0.001024,0.013792,0.000384,0.001440,0.170087,0.000992,0.886178
0.416176,0.017728,0.203176,0.005152,0.047906,0.000864,0.013889,0.000384,0.001536,0.182311,0.000960,0.898275
0.416304,0.017665,0.202856,0.005248,0.047554,0.000800,0.013697,0.000352,0.001440,0.184743,0.000864,0.900579
0.415760,0.017664,0.222857,0.005216,0.047714,0.000832,0.013729,0.000352,0.001760,0.178951,0.000736,0.914180
0.417041,0.017920,0.202472,0.005281,0.047297,0.000832,0.014497,0.000352,0.001728,0.179879,0.000896,0.896163
0.416976,0.017761,0.203656,0.005248,0.048226,0.000576,0.014209,0.000384,0.001504,0.185415,0.000960,0.902979
0.415376,0.017761,0.202536,0.005280,0.047810,0.000576,0.013600,0.000352,0.001536,0.177575,0.001024,0.891235
0.415633,0.017953,0.202279,0.005249,0.047746,0.001088,0.013984,0.000384,0.001728,0.191592,0.000928,0.905988
0.416817,0.017632,0.202184,0.005281,0.047713,0.001088,0.013921,0.000384,0.001472,0.185575,0.000992,0.901732
0.418480,0.017441,0.202472,0.005408,0.047714,0.000800,0.013760,0.000352,0.001600,0.191752,0.000928,0.909091
0.435633,0.017665,0.203368,0.004736,0.047906,0.000768,0.013376,0.000384,0.001536,0.172039,0.000800,0.906787
0.416240,0.017601,0.202440,0.005312,0.049634,0.001056,0.013792,0.000384,0.001504,0.185320,0.000992,0.901091
0.415856,0.017761,0.202024,0.005248,0.047842,0.000832,0.013952,0.000352,0.001761,0.165798,0.001056,0.881186
0.416240,0.017729,0.202376,0.005440,0.047714,0.000832,0.013920,0.000384,0.001504,0.178663,0.000768,0.893218
0.415472,0.017665,0.203528,0.005248,0.047394,0.000832,0.014113,0.000352,0.001472,0.168934,0.000800,0.884738
0.416464,0.017889,0.201928,0.005216,0.049250,0.000864,0.013985,0.000352,0.001472,0.170535,0.001056,0.886627
0.416080,0.017793,0.202664,0.005312,0.047842,0.000864,0.013633,0.000352,0.001472,0.174887,0.000800,0.890467
0.433297,0.018752,0.202152,0.005313,0.048322,0.000768,0.013376,0.000384,0.001664,0.165735,0.001120,0.897923
0.416240,0.017441,0.202408,0.005280,0.047714,0.000800,0.013729,0.000352,0.001408,0.175847,0.001024,0.890883
0.416465,0.017728,0.202728,0.005249,0.047361,0.000992,0.013601,0.000384,0.001472,0.176455,0.001056,0.891139
0.415537,0.017600,0.202472,0.005249,0.047105,0.000800,0.013696,0.000352,0.001440,0.193928,0.000736,0.906596
0.416881,0.017504,0.202728,0.005248,0.046785,0.000832,0.013633,0.000384,0.001376,0.163366,0.000961,0.877475
0.416016,0.017505,0.202280,0.005056,0.046850,0.001024,0.013697,0.000352,0.001440,0.163078,0.000896,0.877954
0.416368,0.017345,0.202024,0.005280,0.047010,0.001056,0.013344,0.000352,0.001376,0.172743,0.000960,0.885378
0.415856,0.017633,0.234537,0.005408,0.047010,0.000576,0.013345,0.000384,0.001472,0.166694,0.000960,0.912163
0.416113,0.017664,0.202728,0.005153,0.046849,0.000672,0.013345,0.000352,0.001344,0.167367,0.000800,0.879779
0.415824,0.017633,0.201928,0.005216,0.046818,0.000576,0.013568,0.000352,0.001376,0.159783,0.001056,0.871394
0.415824,0.017729,0.201800,0.005248,0.046914,0.000544,0.013248,0.000384,0.001473,0.164550,0.000736,0.875746
0.428081,0.017632,0.202344,0.005441,0.047297,0.000640,0.013377,0.000352,0.001440,0.168967,0.001120,0.894595
0.415696,0.017633,0.201800,0.005088,0.046882,0.000832,0.013376,0.000384,0.001409,0.174534,0.001056,0.886467
0.415409,0.017728,0.202024,0.005312,0.047074,0.000800,0.013633,0.000384,0.001376,0.174983,0.001024,0.888259
0.416368,0.017569,0.202376,0.023360,0.049698,0.001056,0.013696,0.000352,0.001792,0.173511,0.001056,0.908995
0.415601,0.017472,0.202280,0.005313,0.047169,0.001056,0.013409,0.000352,0.001536,0.182759,0.000928,0.896419
0.415984,0.017633,0.202856,0.005280,0.047586,0.000896,0.013601,0.000352,0.001472,0.175431,0.001088,0.890051
0.415952,0.017601,0.203368,0.005376,0.047554,0.000864,0.013793,0.000352,0.001728,0.167078,0.000832,0.882114
0.430160,0.017568,0.203592,0.005088,0.048386,0.001024,0.013665,0.000352,0.001472,0.179591,0.000992,0.909539
0.416080,0.017696,0.202568,0.005248,0.047778,0.000800,0.013441,0.000384,0.001440,0.172775,0.000992,0.887651
0.415696,0.017825,0.201960,0.005312,0.047554,0.000832,0.013376,0.000352,0.001408,0.179591,0.001057,0.892483
0.415601,0.017504,0.202120,0.005281,0.066050,0.001056,0.013537,0.000384,0.001568,0.178951,0.000800,0.911172
0.415825,0.017536,0.202344,0.005120,0.047137,0.001024,0.013633,0.000384,0.001472,0.180039,0.001088,0.893219
0.415568,0.021153,0.202568,0.005344,0.046978,0.000960,0.013665,0.000352,0.001504,0.167302,0.001056,0.883330
0.416208,0.017537,0.202312,0.005152,0.046850,0.000832,0.013632,0.000384,0.001440,0.177415,0.000992,0.890786
0.435057,0.017665,0.203816,0.005248,0.047618,0.000864,0.013984,0.000352,0.001473,0.179719,0.001184,0.917252
0.415889,0.017792,0.202408,0.005313,0.048162,0.000832,0.014208,0.000352,0.001376,0.178951,0.000992,0.894531
0.415696,0.017537,0.202536,0.005280,0.047714,0.000832,0.013953,0.000352,0.001504,0.178183,0.000960,0.893155
0.417073,0.017440,0.203239,0.005281,0.065282,0.000832,0.013729,0.000384,0.001792,0.193832,0.000832,0.928741
0.416368,0.017249,0.202792,0.005280,0.049058,0.001056,0.013761,0.000384,0.001472,0.170215,0.001024,0.887107
0.415921,0.017248,0.203208,0.005281,0.048001,0.000801,0.013728,0.000384,0.001504,0.176295,0.000864,0.891683
0.415568,0.017473,0.202088,0.005280,0.047490,0.001056,0.013664,0.000416,0.001472,0.211593,0.000704,0.924452
0.433617,0.017729,0.203624,0.005056,0.047746,0.000800,0.013921,0.000352,0.001408,0.171271,0.001024,0.904996
0.415792,0.017921,0.202120,0.005280,0.047586,0.000832,0.013889,0.000416,0.001728,0.175591,0.000992,0.890275
0.416528,0.017761,0.202792,0.005088,0.048226,0.000832,0.013889,0.000352,0.001696,0.176839,0.001088,0.893955
0.418672,0.017761,0.225993,0.005216,0.047906,0.000832,0.014145,0.000352,0.001760,0.180231,0.000928,0.924708
0.416657,0.017440,0.203240,0.005281,0.048065,0.000864,0.013793,0.000352,0.001440,0.181127,0.000992,0.897795
0.416272,0.017665,0.202792,0.005120,0.047682,0.000800,0.014817,0.000384,0.001728,0.178759,0.001024,0.895875
0.415568,0.017697,0.203176,0.005280,0.048002,0.000928,0.013888,0.000416,0.001728,0.177927,0.000896,0.893987
0.416304,0.017505,0.202984,0.005280,0.047554,0.000832,0.013857,0.000384,0.001504,0.173543,0.000928,0.888835
0.415504,0.017473,0.202888,0.005280,0.049826,0.000832,0.013857,0.000416,0.001472,0.168839,0.000800,0.886051
0.415408,0.017697,0.202536,0.005344,0.047266,0.000800,0.013889,0.000352,0.001664,0.183303,0.000768,0.896387
0.416177,0.017408,0.221481,0.005312,0.048450,0.000800,0.013601,0.000352,0.001536,0.177991,0.001056,0.912452
0.415537,0.017600,0.203240,0.004769,0.047873,0.000832,0.013888,0.000352,0.001504,0.180295,0.001216,0.895555
0.415632,0.017537,0.202472,0.005248,0.048450,0.000832,0.013696,0.000352,0.001408,0.173319,0.001024,0.888738
0.417713,0.017825,0.206056,0.005248,0.048034,0.000800,0.013888,0.000384,0.001504,0.178631,0.000896,0.900068
0.416944,0.017697,0.203656,0.005280,0.047938,0.000832,0.013760,0.000352,0.001440,0.172390,0.001056,0.889922
0.416240,0.017697,0.202696,0.005024,0.047938,0.000864,0.013793,0.000384,0.001536,0.168710,0.000768,0.883970
0.417008,0.017761,0.203400,0.005216,0.048354,0.000800,0.013793,0.000352,0.001440,0.169958,0.001024,0.887907
0.416048,0.017697,0.217929,0.005248,0.048962,0.000864,0.013440,0.000352,0.001536,0.175014,0.000801,0.906564
0.417041,0.017664,0.202952,0.005312,0.048609,0.000800,0.013729,0.000352,0.001376,0.171303,0.000992,0.888899
0.415857,0.017504,0.202760,0.005345,0.048257,0.001025,0.013664,0.000352,0.001504,0.168551,0.000960,0.883587
0.416112,0.017761,0.201992,0.005312,0.048034,0.000992,0.013376,0.000352,0.001504,0.168615,0.000832,0.883874
0.431729,0.017409,0.202184,0.005216,0.048738,0.000800,0.013697,0.000352,0.001408,0.174183,0.000992,0.904868
0.416784,0.017696,0.202504,0.005344,0.048226,0.000864,0.014273,0.000352,0.001728,0.186919,0.000960,0.905412
0.417264,0.017633,0.202312,0.005216,0.048194,0.000896,0.013793,0.000352,0.001760,0.180007,0.000864,0.896419
0.416592,0.017473,0.234889,0.005249,0.048577,0.000833,0.013376,0.000384,0.001536,0.181287,0.001056,0.930788
0.415632,0.017600,0.202248,0.005280,0.048514,0.000864,0.013729,0.000384,0.001472,0.184583,0.001024,0.899331
0.416368,0.017729,0.204040,0.005216,0.048066,0.000800,0.013889,0.000416,0.001696,0.181191,0.000864,0.899011
0.416752,0.017729,0.204328,0.005024,0.047554,0.000768,0.013505,0.000384,0.001536,0.166886,0.000832,0.883043
0.430033,0.017281,0.202952,0.004832,0.048258,0.000736,0.014496,0.000353,0.001472,0.162822,0.000832,0.892259
0.416592,0.017825,0.203080,0.004832,0.047970,0.000736,0.013409,0.000352,0.001440,0.169606,0.000993,0.883939
0.415761,0.017728,0.203368,0.004961,0.048066,0.000768,0.013632,0.000352,0.001664,0.162599,0.000992,0.877827
0.416017,0.017696,0.202344,0.004832,0.047426,0.000800,0.013313,0.000352,0.001376,0.180103,0.000800,0.892259
0.416049,0.017729,0.203175,0.005216,0.048386,0.000832,0.013728,0.000384,0.001472,0.175367,0.001184,0.892611
0.416272,0.017569,0.203560,0.005280,0.048226,0.000704,0.013824,0.000384,0.001664,0.175463,0.001056,0.891586
0.415600,0.017633,0.202376,0.005056,0.047202,0.000768,0.013409,0.000352,0.001504,0.167910,0.000832,0.880035
0.431281,0.017825,0.203144,0.005184,0.048578,0.000576,0.013505,0.000352,0.001888,0.173703,0.000896,0.905316
0.416720,0.021185,0.202728,0.005248,0.048002,0.000608,0.013889,0.000352,0.001376,0.180455,0.000992,0.899811
0.420464,0.017441,0.202728,0.005472,0.050818,0.000800,0.013761,0.000352,0.001408,0.179239,0.001056,0.900515
0.416144,0.017729,0.202536,0.005056,0.047810,0.000576,0.013697,0.000384,0.001440,0.207048,0.000864,0.920676
0.415825,0.017664,0.203016,0.005217,0.047778,0.000800,0.013664,0.000384,0.001344,0.172679,0.000736,0.886947
0.415505,0.017824,0.202280,0.005249,0.047297,0.000832,0.013344,0.000352,0.001376,0.161766,0.000800,0.874083
0.416368,0.017824,0.202120,0.005248,0.047362,0.000800,0.013633,0.000384,0.001408,0.173383,0.000768,0.886435
0.434545,0.017761,0.203400,0.005248,0.047714,0.000800,0.013824,0.000320,0.001633,0.155974,0.000864,0.891651
0.416752,0.020929,0.204712,0.005280,0.047554,0.000736,0.013409,0.000352,0.001408,0.161350,0.000672,0.880738
0.416784,0.017729,0.202856,0.004992,0.047490,0.000704,0.013601,0.000384,0.001504,0.157798,0.000768,0.872322
0.416817,0.017600,0.202856,0.005249,0.048225,0.000896,0.013665,0.000384,0.001440,0.174631,0.000736,0.890563
0.416272,0.017473,0.201992,0.005280,0.048674,0.000768,0.013857,0.000384,0.001760,0.161382,0.001024,0.876450
0.416080,0.017697,0.202280,0.005248,0.047650,0.000768,0.013665,0.000384,0.001568,0.153862,0.000896,0.867138
0.415952,0.017857,0.202184,0.005280,0.048322,0.000800,0.013760,0.000352,0.001504,0.168359,0.000800,0.882338
0.415856,0.017473,0.216008,0.005088,0.047618,0.000704,0.013697,0.000384,0.001536,0.162790,0.000768,0.889346
0.416176,0.017537,0.202184,0.005056,0.049026,0.000832,0.013696,0.000416,0.001472,0.180967,0.001152,0.895555
0.415569,0.021024,0.202504,0.004801,0.048674,0.000608,0.013664,0.000352,0.001888,0.163047,0.000704,0.879971
0.418192,0.017920,0.204680,0.005057,0.047841,0.000576,0.013825,0.000352,0.001504,0.177575,0.000768,0.898019
0.431953,0.017600,0.203688,0.005281,0.048194,0.000832,0.013632,0.000352,0.001376,0.185128,0.001024,0.916644
0.416624,0.017633,0.204008,0.005024,0.048514,0.000800,0.014113,0.000352,0.001472,0.168294,0.000832,0.885826
0.416176,0.017569,0.202728,0.005248,0.047938,0.000864,0.013985,0.000384,0.001472,0.181223,0.000608,0.895331
0.416304,0.021025,0.202984,0.004992,0.047458,0.000800,0.014305,0.000320,0.001504,0.197448,0.000832,0.916196
0.416209,0.018272,0.202504,0.005024,0.047426,0.000832,0.013985,0.000352,0.001472,0.175175,0.000736,0.889219
0.416528,0.017697,0.203240,0.005312,0.047138,0.000864,0.013856,0.000352,0.001696,0.161671,0.000608,0.876194
0.416080,0.017665,0.202248,0.005280,0.047938,0.000864,0.013568,0.000352,0.001408,0.174983,0.000800,0.888194
0.428433,0.017568,0.202439,0.004769,0.050210,0.000736,0.013888,0.000352,0.001344,0.159239,0.000768,0.887427
0.415792,0.017696,0.202696,0.005056,0.048482,0.000832,0.013761,0.000384,0.001440,0.172583,0.000704,0.886179
0.416912,0.017697,0.202472,0.005312,0.048354,0.000800,0.013921,0.000352,0.001472,0.173287,0.000960,0.890211
0.416465,0.018208,0.202248,0.005313,0.048033,0.000832,0.013665,0.000352,0.001728,0.171527,0.001024,0.887715
0.415921,0.017632,0.203432,0.005313,0.048034,0.000800,0.013856,0.000320,0.001504,0.163719,0.000832,0.879171
0.415729,0.017536,0.204744,0.005313,0.047425,0.000577,0.014016,0.000352,0.001376,0.181191,0.001024,0.896483
0.415952,0.018081,0.205224,0.005280,0.048162,0.000576,0.013761,0.000384,0.001440,0.179207,0.000832,0.897187
0.415376,0.032161,0.203656,0.005249,0.047458,0.000576,0.013504,0.000352,0.001952,0.177831,0.000960,0.906147
0.416336,0.020993,0.202824,0.004800,0.047778,0.000480,0.013889,0.000384,0.001664,0.171431,0.001088,0.889155
0.416080,0.017729,0.202664,0.005056,0.050370,0.000576,0.014017,0.000352,0.001440,0.168615,0.000992,0.885859
0.416240,0.017697,0.202728,0.005312,0.048706,0.000480,0.013729,0.000352,0.001440,0.167654,0.000928,0.882754
0.416625,0.017857,0.202631,0.004801,0.048130,0.000768,0.013632,0.000384,0.001440,0.206760,0.001152,0.921413
0.416304,0.017761,0.202216,0.005280,0.047202,0.000800,0.013632,0.000384,0.001697,0.182695,0.000896,0.898211
0.417872,0.017697,0.202184,0.005280,0.047202,0.000800,0.013633,0.000352,0.001440,0.166726,0.000992,0.881026
0.415313,0.017600,0.217161,0.005248,0.048386,0.000608,0.013473,0.000416,0.001504,0.158342,0.000832,0.887523
0.415920,0.021121,0.202504,0.005088,0.047394,0.000768,0.013537,0.000352,0.001408,0.173159,0.001024,0.889379
0.416912,0.017889,0.202664,0.005120,0.047938,0.000800,0.013633,0.000352,0.001376,0.166470,0.000960,0.881474
0.415952,0.021121,0.202152,0.005184,0.048162,0.000480,0.013697,0.000320,0.001632,0.169862,0.001184,0.887075
0.427889,0.017473,0.202728,0.005344,0.047554,0.000608,0.013568,0.000352,0.001312,0.172391,0.001024,0.897763
0.415920,0.020929,0.202792,0.005216,0.047298,0.000736,0.013761,0.000352,0.001856,0.165862,0.001120,0.882882
0.415376,0.017601,0.202088,0.005056,0.047938,0.000608,0.013344,0.000352,0.001376,0.182727,0.000992,0.894627
0.416720,0.021057,0.201864,0.005088,0.049602,0.000736,0.013409,0.000384,0.001440,0.194855,0.000992,0.913508
0.417200,0.017441,0.203496,0.005344,0.048706,0.000832,0.013537,0.000384,0.001472,0.166534,0.000928,0.885474
0.418608,0.021025,0.202984,0.005024,0.048194,0.000800,0.014017,0.000352,0.001472,0.168134,0.000992,0.888419
0.417233,0.020896,0.203048,0.005249,0.047777,0.000673,0.013728,0.000384,0.001792,0.165511,0.001088,0.885347
0.430161,0.017601,0.203304,0.004864,0.048578,0.000608,0.013472,0.000384,0.001472,0.173127,0.001152,0.902307
0.415600,0.017473,0.202504,0.005024,0.047810,0.000576,0.013632,0.000384,0.001472,0.165543,0.000704,0.878018
0.416304,0.017505,0.202568,0.005056,0.047906,0.000800,0.013728,0.000416,0.001472,0.175975,0.001088,0.891138
0.416144,0.017728,0.202408,0.005248,0.048386,0.000864,0.014081,0.000320,0.001408,0.204744,0.000832,0.920196
0.415664,0.018177,0.203176,0.005312,0.047490,0.000832,0.013728,0.000384,0.001536,0.183848,0.001024,0.899427
0.417040,0.017697,0.203080,0.005248,0.047874,0.000832,0.013729,0.000352,0.001504,0.182087,0.001024,0.899107
0.416304,0.017569,0.202696,0.005312,0.048162,0.000896,0.013792,0.000384,0.001760,0.177031,0.000992,0.893410
0.436881,0.018208,0.204424,0.005248,0.048962,0.000864,0.013728,0.000352,0.001440,0.180423,0.001089,0.921092
0.416336,0.017504,0.202696,0.005216,0.048450,0.000896,0.014337,0.000352,0.001568,0.176039,0.000864,0.893379
0.416368,0.018209,0.202952,0.005504,0.048354,0.000832,0.014081,0.000352,0.001728,0.182471,0.000800,0.900771
0.416944,0.017504,0.202792,0.005248,0.048962,0.000832,0.014209,0.000352,0.001472,0.213288,0.001056,0.931941
0.416848,0.017472,0.202504,0.005088,0.048802,0.000864,0.013985,0.000352,0.001696,0.181703,0.001024,0.899299
0.416081,0.017440,0.202728,0.005313,0.048450,0.000832,0.013888,0.000352,0.001664,0.180615,0.000992,0.896675
0.416593,0.017472,0.202472,0.005153,0.047586,0.000832,0.013792,0.000384,0.001696,0.178055,0.001088,0.893827
0.436017,0.017345,0.202984,0.005056,0.047970,0.000576,0.013760,0.000384,0.001729,0.173798,0.000992,0.908899
0.416400,0.017761,0.202792,0.005312,0.048130,0.000864,0.013825,0.000352,0.001472,0.181255,0.001024,0.898499
0.415952,0.017601,0.202504,0.005024,0.048258,0.000832,0.014017,0.000320,0.001472,0.172359,0.000960,0.888163
0.417616,0.017633,0.203464,0.005216,0.067843,0.001120,0.013760,0.000352,0.001697,0.181703,0.000864,0.921412
0.415888,0.017505,0.202344,0.005344,0.048514,0.000832,0.013729,0.000352,0.001760,0.180231,0.000960,0.895875
0.416336,0.017505,0.203208,0.005088,0.048482,0.000608,0.013761,0.000352,0.001536,0.184295,0.001056,0.900963
0.416848,0.017729,0.202504,0.005120,0.047394,0.000768,0.013760,0.000352,0.001536,0.178023,0.000865,0.893315
0.436113,0.017664,0.202408,0.005249,0.048545,0.000576,0.013697,0.000384,0.001440,0.176263,0.000960,0.911364
0.415632,0.017473,0.203016,0.005344,0.047746,0.000608,0.013472,0.000352,0.001536,0.170119,0.001024,0.884802
0.418128,0.017569,0.202152,0.005344,0.047138,0.000576,0.013697,0.000384,0.001504,0.177543,0.001056,0.893251
0.416944,0.017505,0.223785,0.005280,0.047810,0.000832,0.013505,0.000416,0.001440,0.178375,0.000896,0.915780
0.416817,0.017729,0.202503,0.005345,0.047362,0.001088,0.013792,0.000352,0.001440,0.181415,0.001056,0.896931
0.416113,0.017504,0.202536,0.005249,0.047489,0.000928,0.013793,0.000352,0.001408,0.181735,0.001088,0.896483
0.417008,0.017601,0.203368,0.005312,0.048162,0.001056,0.013793,0.000352,0.001504,0.184391,0.001056,0.902147
0.417296,0.017505,0.202728,0.005312,0.047650,0.000832,0.013985,0.000352,0.001696,0.179175,0.000768,0.895683
0.416689,0.017536,0.202920,0.005281,0.047873,0.000832,0.013760,0.000320,0.001408,0.177063,0.000832,0.892739
0.417457,0.017632,0.202312,0.005313,0.047681,0.000993,0.013440,0.000384,0.001536,0.183207,0.000704,0.898723
0.417456,0.017536,0.217897,0.005184,0.048546,0.000768,0.013568,0.000352,0.001536,0.187399,0.000960,0.919460
0.415664,0.017601,0.202088,0.005248,0.047682,0.000576,0.013697,0.000384,0.001408,0.177831,0.001024,0.891715
0.416496,0.017921,0.202536,0.005376,0.049602,0.000832,0.014208,0.000352,0.001793,0.182599,0.000928,0.901315
0.415792,0.017505,0.202504,0.005312,0.047682,0.000832,0.014113,0.000352,0.001408,0.176295,0.000768,0.891075
0.415824,0.017601,0.202536,0.005184,0.049090,0.001024,0.013761,0.000352,0.001472,0.180007,0.000896,0.895715
0.437649,0.017824,0.211208,0.005120,0.047618,0.001024,0.013536,0.000384,0.001504,0.174311,0.001024,0.920484
0.415984,0.017921,0.203176,0.005056,0.048098,0.000800,0.013889,0.000416,0.001536,0.179335,0.000736,0.895107
0.451569,0.017537,0.203752,0.005312,0.047586,0.000640,0.013697,0.000384,0.001472,0.187335,0.001056,0.938436
0.415760,0.017505,0.202280,0.005248,0.047970,0.000640,0.013793,0.000384,0.001504,0.180807,0.000992,0.894915
0.415889,0.017536,0.202280,0.005281,0.048226,0.000608,0.013888,0.000384,0.001376,0.180391,0.000992,0.895011
0.415377,0.017568,0.202184,0.004832,0.047650,0.000640,0.013697,0.000352,0.001504,0.195976,0.000704,0.908420
0.416593,0.017408,0.202120,0.005313,0.047265,0.000640,0.013697,0.000416,0.001408,0.178343,0.000736,0.892035
0.415408,0.017569,0.202792,0.005312,0.047298,0.000576,0.013729,0.000384,0.001440,0.176967,0.000992,0.890467
0.415440,0.017633,0.202184,0.005280,0.047330,0.000544,0.013632,0.000384,0.001536,0.177511,0.000993,0.890915
0.433969,0.017633,0.202952,0.005248,0.047426,0.000832,0.013505,0.000384,0.001504,0.175335,0.001024,0.908100
0.416049,0.017440,0.202312,0.005249,0.047649,0.001024,0.013473,0.000416,0.001696,0.171559,0.001280,0.886787
0.415793,0.017632,0.202632,0.005281,0.047521,0.000800,0.013920,0.000352,0.001728,0.179111,0.000992,0.893731
0.415728,0.017632,0.202120,0.005280,0.049026,0.000768,0.013761,0.000448,0.001568,0.222089,0.000832,0.937413
0.415856,0.017536,0.202888,0.005664,0.047266,0.000640,0.014113,0.000352,0.001440,0.172775,0.000800,0.887299
0.415312,0.017441,0.201992,0.005280,0.047074,0.000544,0.013568,0.000352,0.001472,0.174279,0.000768,0.886210
0.415728,0.017793,0.202344,0.005248,0.047266,0.000992,0.013697,0.000352,0.001408,0.184807,0.001024,0.898403
0.443473,0.017953,0.206152,0.005120,0.047682,0.000608,0.013825,0.000320,0.001504,0.240201,0.000800,0.986278
0.418769,0.017761,0.204072,0.005312,0.046914,0.000608,0.013504,0.000352,0.001504,0.179303,0.000960,0.897187
0.415792,0.017921,0.202696,0.005152,0.046882,0.000480,0.013664,0.000384,0.001504,0.168934,0.000704,0.881250
0.416528,0.017697,0.202632,0.005280,0.047042,0.001024,0.013761,0.000352,0.001536,0.204264,0.000832,0.919332
0.415249,0.017696,0.203048,0.005217,0.047489,0.000832,0.013985,0.000352,0.001504,0.176871,0.000800,0.891779
0.416049,0.017504,0.204328,0.005281,0.048161,0.000801,0.014208,0.000352,0.001792,0.186728,0.000896,0.904388
0.415601,0.017760,0.202792,0.005057,0.048001,0.000704,0.013985,0.000384,0.001568,0.167175,0.000640,0.881379
0.434961,0.017728,0.202472,0.005313,0.048097,0.000800,0.013505,0.000352,0.001472,0.175655,0.000928,0.909763
0.415760,0.017729,0.202856,0.005024,0.048386,0.000768,0.013441,0.000384,0.001504,0.174535,0.000992,0.889187
0.415792,0.017953,0.202440,0.005248,0.048194,0.000992,0.013761,0.000384,0.001600,0.184487,0.000704,0.899395
0.415792,0.017632,0.202952,0.004800,0.047746,0.001024,0.013313,0.000352,0.001440,0.182503,0.000992,0.896003
0.416368,0.017761,0.203112,0.005280,0.047842,0.000832,0.013697,0.000384,0.001696,0.169158,0.001024,0.885058
0.415408,0.017793,0.203432,0.005248,0.047138,0.000800,0.013536,0.000352,0.001792,0.182824,0.000512,0.896227
0.416112,0.017569,0.202856,0.005280,0.047426,0.001056,0.013696,0.000320,0.001537,0.177447,0.000832,0.892387
0.433041,0.018017,0.203016,0.005216,0.047970,0.000832,0.013952,0.000352,0.001760,0.178247,0.001088,0.912260
0.416304,0.017825,0.202216,0.005344,0.048706,0.000832,0.013793,0.000352,0.001568,0.182535,0.000800,0.898275
0.415632,0.017760,0.203272,0.005312,0.047650,0.000768,0.013857,0.000352,0.001696,0.192200,0.001120,0.907396
0.415888,0.017761,0.202248,0.005088,0.050082,0.000832,0.013857,0.000416,0.001376,0.196648,0.000800,0.912804
0.417745,0.017505,0.202440,0.005120,0.047586,0.000800,0.013344,0.000384,0.001408,0.163687,0.001024,0.879043
0.415280,0.017537,0.202120,0.005344,0.048770,0.000928,0.013697,0.000352,0.001408,0.176551,0.000992,0.891491
