Layer[0],Layer[1],TEE[2-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.417328,0.017569,0.737565,0.014433,0.000512,0.001760,0.001088,0.000416,1.197487
0.416016,0.017569,0.757246,0.014720,0.000960,0.001472,0.001184,0.000384,1.216688
0.416880,0.017601,0.735869,0.014401,0.000448,0.001472,0.001056,0.000384,1.195695
0.416784,0.017633,0.755422,0.014273,0.000480,0.001536,0.001056,0.000384,1.214672
0.417360,0.017633,0.715900,0.014657,0.000480,0.001504,0.001056,0.000352,1.176654
0.416336,0.017760,0.736477,0.014561,0.000608,0.001824,0.001056,0.000384,1.196079
0.416177,0.017536,0.761438,0.014145,0.000448,0.001472,0.001056,0.000384,1.219248
0.416721,0.017665,0.744445,0.014337,0.000480,0.001504,0.001248,0.000320,1.205104
0.414576,0.017665,0.735005,0.014464,0.000480,0.001825,0.001120,0.000352,1.193839
0.434993,0.017537,0.747454,0.015104,0.000512,0.001536,0.001088,0.000384,1.227632
0.416848,0.017569,0.739933,0.014817,0.000480,0.001728,0.001088,0.000384,1.200015
0.415921,0.017825,0.725020,0.014721,0.000448,0.001536,0.001184,0.000352,1.184207
0.415856,0.017409,0.741437,0.014881,0.000448,0.001504,0.001056,0.000576,1.201359
0.416048,0.017665,0.719676,0.014689,0.000512,0.001568,0.001152,0.000352,1.178958
0.417104,0.017664,0.772831,0.014944,0.000448,0.001537,0.001184,0.000384,1.235281
0.415985,0.017505,0.735581,0.014400,0.000448,0.001504,0.001152,0.000384,1.193519
0.415472,0.017729,0.738525,0.014529,0.000480,0.001792,0.001184,0.000384,1.197615
0.416721,0.017537,0.746909,0.016225,0.000512,0.001536,0.001024,0.000800,1.209040
0.416081,0.017632,0.721533,0.014528,0.000448,0.001536,0.000992,0.000352,1.180655
0.416017,0.017600,0.744221,0.014849,0.000416,0.001440,0.001024,0.000384,1.204848
0.439441,0.017665,0.726077,0.014592,0.000448,0.001760,0.001120,0.000384,1.208431
0.416272,0.017473,0.724061,0.014688,0.000512,0.001536,0.000992,0.000384,1.183566
0.416272,0.017665,0.734333,0.014529,0.000480,0.001536,0.001088,0.000416,1.193647
0.433329,0.017697,0.734717,0.014464,0.000512,0.001440,0.001024,0.000352,1.210767
0.415728,0.017536,0.741053,0.014784,0.000480,0.001728,0.001152,0.000416,1.201263
0.415952,0.017728,0.729181,0.014785,0.000480,0.001504,0.001088,0.000384,1.188303
0.415920,0.017473,0.735389,0.014369,0.000416,0.001760,0.001120,0.000608,1.193807
0.415984,0.017440,0.741182,0.014688,0.000480,0.001568,0.001280,0.000352,1.200335
0.417681,0.017536,0.772351,0.014945,0.000928,0.001440,0.001120,0.000384,1.234321
0.417233,0.017760,0.746910,0.015393,0.000448,0.001696,0.001120,0.000384,1.209360
0.417585,0.017505,0.732861,0.015136,0.000448,0.002112,0.001153,0.000384,1.194576
0.416561,0.017600,0.761535,0.015360,0.000864,0.001792,0.001120,0.000384,1.222992
0.417841,0.017825,0.743293,0.015297,0.000448,0.001568,0.001120,0.000416,1.205808
0.417360,0.017601,0.745757,0.014849,0.000480,0.001472,0.001152,0.000384,1.207215
0.441266,0.018241,0.740829,0.015649,0.000672,0.001824,0.001120,0.000352,1.228241
0.416272,0.017409,0.731421,0.015264,0.000481,0.002208,0.001472,0.000384,1.192847
0.415857,0.017505,0.760766,0.015360,0.000448,0.001920,0.001569,0.000416,1.221937
0.417680,0.017505,0.723357,0.015328,0.000704,0.001376,0.001088,0.000352,1.185102
0.417137,0.017760,0.741662,0.015200,0.000416,0.001568,0.001025,0.000352,1.203024
0.417201,0.017409,0.775486,0.015329,0.000512,0.002176,0.001120,0.000416,1.238033
0.417169,0.017505,0.740509,0.015137,0.000480,0.001664,0.001152,0.000416,1.201680
0.416976,0.017633,0.740509,0.015073,0.000448,0.001856,0.001248,0.000384,1.202095
0.416880,0.017633,0.749342,0.015328,0.000416,0.001728,0.001184,0.000416,1.210543
0.416560,0.017664,0.743006,0.015648,0.000448,0.001632,0.001056,0.000416,1.204399
0.417201,0.017568,0.738750,0.015328,0.000480,0.001600,0.001312,0.000416,1.200463
0.430897,0.017696,0.736093,0.015072,0.000448,0.001440,0.001056,0.000352,1.211023
0.416817,0.017729,0.737181,0.015008,0.000480,0.001888,0.001024,0.000320,1.198704
0.415921,0.017632,0.741182,0.014752,0.000480,0.001472,0.001152,0.000384,1.200720
0.416337,0.017536,0.734653,0.015329,0.000512,0.001632,0.001216,0.000352,1.194895
0.416336,0.017793,0.737117,0.015169,0.000480,0.001504,0.001184,0.000384,1.198703
0.416432,0.017761,0.761694,0.015585,0.000544,0.001728,0.001184,0.000416,1.223408
0.416337,0.017665,0.729404,0.016224,0.000448,0.001600,0.001216,0.000384,1.191823
0.417201,0.018080,0.742014,0.016032,0.000704,0.001664,0.001152,0.000352,1.204688
0.416848,0.017569,0.764894,0.015841,0.000640,0.001664,0.001120,0.000640,1.228048
0.416272,0.017729,0.746302,0.015968,0.000672,0.001792,0.001121,0.000608,1.208464
0.416944,0.017729,0.742429,0.016193,0.000800,0.001984,0.001024,0.000608,1.205551
0.458930,0.017697,0.741149,0.016609,0.000672,0.001696,0.001120,0.000640,1.246577
0.416785,0.017665,0.734877,0.015584,0.000672,0.001664,0.001152,0.000608,1.197200
0.416817,0.017569,0.774814,0.015329,0.000480,0.001888,0.001088,0.000320,1.236913
0.417777,0.017536,0.743966,0.016160,0.000705,0.001824,0.001280,0.000576,1.209136
0.417360,0.017633,0.741341,0.016097,0.000416,0.001792,0.001120,0.000384,1.204079
0.416753,0.017920,0.775263,0.015521,0.000704,0.001536,0.001024,0.000384,1.237201
0.416944,0.017633,0.742493,0.015201,0.000480,0.001632,0.001088,0.000384,1.204111
0.417105,0.017601,0.731612,0.015264,0.000672,0.001696,0.001184,0.000384,1.194031
0.434705,0.017664,0.744286,0.015424,0.000512,0.001888,0.001088,0.000384,1.224273
0.416816,0.017856,0.731613,0.015009,0.000768,0.001536,0.001152,0.000384,1.193679
0.416688,0.017889,0.742429,0.015361,0.000512,0.001696,0.001248,0.000352,1.204431
0.415856,0.017537,0.741533,0.014977,0.000480,0.001536,0.001184,0.000384,1.201711
0.416048,0.017537,0.729565,0.015040,0.000480,0.001953,0.001088,0.000384,1.190447
0.416337,0.017569,0.769374,0.015425,0.000480,0.001728,0.001024,0.000416,1.231441
0.415472,0.017537,0.719612,0.014977,0.000480,0.001696,0.001024,0.000416,1.178510
0.415856,0.017441,0.717884,0.014561,0.000448,0.001504,0.000992,0.000384,1.175982
0.415345,0.017761,0.748349,0.015265,0.000480,0.001408,0.001120,0.000352,1.208272
0.415632,0.017761,0.718972,0.014753,0.000448,0.001504,0.001024,0.000320,1.177518
0.415472,0.017504,0.734909,0.014337,0.000448,0.001504,0.001152,0.000384,1.193103
